OPTT,Ocean Power Technologies,NASDAQ
3.38,3.43,3.58,3.37
3.43,3.30,3.49,3.25
3.29,3.50,3.74,3.25
3.31,3.31,3.42,3.29
3.26,3.14,3.31,3.10
3.14,3.10,3.15,3.08
3.09,3.25,3.35,3.05
3.29,3.22,3.29,3.10
3.21,3.18,3.34,3.15
3.19,3.15,3.27,3.10
3.16,3.02,3.16,3.02
3.02,3.19,3.44,3.02
3.13,3.10,3.23,3.05
3.08,3.11,3.22,3.05
3.10,3.02,3.13,2.92
2.98,3.02,3.04,2.92
2.97,2.95,3.01,2.86
2.98,2.98,3.05,2.92
2.95,3.01,3.04,2.87
3.01,3.24,3.54,3.00
3.21,3.09,3.25,3.06
3.08,3.02,3.13,2.95
3.02,3.07,3.18,3.00
3.08,3.05,3.15,3.00
3.06,3.13,3.48,3.02
3.11,3.09,3.20,3.05
