NBL,Noble Energy Inc. Common Stock,NASDAQ
39.11,39.87,40.02,38.93
39.77,39.63,39.83,38.90
39.83,39.57,40.07,38.85
39.38,39.30,39.53,38.68
40.35,39.84,40.83,39.55
40.25,41.64,41.76,39.94
41.05,40.79,42.03,40.66
40.51,40.91,41.24,40.21
41.12,41.16,41.47,40.71
41.17,40.25,41.31,39.98
40.65,40.15,40.86,40.00
40.36,39.60,40.46,39.49
39.80,39.53,40.00,39.35
39.36,39.19,39.53,39.14
39.35,39.31,39.61,39.11
39.31,38.80,39.49,38.70
38.73,38.27,38.88,38.13
38.18,38.06,38.70,37.89
38.64,38.43,39.28,37.71
38.30,38.33,38.54,37.57
38.38,38.16,38.69,37.88
38.31,38.14,38.38,37.71
37.77,37.40,37.89,37.24
37.57,36.99,37.63,36.97
37.60,37.34,37.60,36.94
37.67,37.18,37.67,36.94
36.97,37.39,37.57,36.80
