UYG,ProShares Ultra Financials,NASDAQ
91.04,90.18,91.26,88.16
87.78,87.18,89.06,85.33
89.20,90.26,91.02,88.29
92.18,92.05,92.55,90.92
92.89,94.58,94.83,92.89
93.96,93.40,94.35,92.54
94.50,94.45,96.10,94.30
94.45,94.72,96.19,93.66
93.32,94.19,94.54,92.88
95.56,97.08,97.12,94.42
98.07,98.24,98.94,97.70
99.75,99.78,99.90,98.03
99.40,98.68,99.60,97.78
101.11,100.73,101.11,99.40
101.42,101.96,102.02,100.91
103.00,102.82,103.19,101.99
103.25,101.91,103.34,101.22
102.31,102.84,103.33,101.90
103.49,105.47,105.51,103.49
105.07,105.41,105.47,104.33
104.99,106.76,106.82,104.99
107.13,106.20,107.25,105.91
106.66,104.29,106.66,103.90
104.05,104.80,104.91,103.15
103.84,104.54,104.59,102.81
104.02,103.15,104.12,102.53
103.96,103.16,104.50,102.64
103.42,102.62,104.62,102.54
104.25,105.74,106.04,104.25
105.35,105.75,106.52,105.17
105.38,105.34,106.00,105.00
105.28,103.72,105.28,103.42
102.71,102.28,102.71,101.39
103.42,102.72,103.82,101.48
101.94,102.33,103.24,101.86
101.32,101.41,101.91,100.89
101.88,101.87,102.47,100.35
102.40,101.22,102.54,101.21
99.90,98.18,99.90,97.70
98.16,97.53,99.02,97.18
96.89,95.10,97.25,95.08
95.32,97.04,97.58,95.00
96.31,96.07,98.02,95.19
96.81,98.02,98.30,96.67
98.36,98.32,98.50,97.42
98.55,97.20,99.02,97.14
94.99,92.88,95.51,92.75
92.41,93.08,94.12,91.93
92.92,93.62,94.64,92.71
93.86,92.46,93.86,91.99
94.58,93.66,95.39,92.58
93.81,94.98,95.77,93.34
95.15,95.32,96.23,94.99
96.10,95.47,96.56,93.55
96.24,97.64,97.67,95.92
99.07,99.84,99.94,99.05
99.68,100.26,100.33,99.14
100.35,99.06,100.45,98.84
99.04,99.64,99.73,98.92
101.64,101.54,102.30,101.28
101.52,102.56,102.59,101.52
102.07,104.80,105.70,101.66
105.53,103.86,105.70,103.55
104.01,102.68,104.36,102.55
101.90,100.30,101.90,100.13
100.49,99.32,100.86,99.15
99.45,100.04,100.64,98.59
100.64,100.34,101.25,99.41
99.55,99.57,99.91,98.99
97.51,98.21,99.00,97.05
98.80,99.93,100.26,98.64
98.86,99.58,99.77,98.11
99.22,97.92,99.36,96.75
98.17,99.50,99.52,97.93
97.78,97.37,98.47,97.16
97.39,94.80,97.60,94.72
95.27,95.33,96.14,94.16
97.89,100.58,100.66,97.54
100.35,102.07,102.07,99.65
100.66,102.92,103.10,100.50
102.71,101.47,103.35,101.21
102.65,105.45,105.58,102.50
104.40,107.65,107.78,104.40
108.05,108.24,108.47,106.82
108.01,107.82,108.38,107.50
108.29,108.31,109.50,108.00
107.43,106.85,107.59,106.39
107.46,107.56,107.60,106.54
107.47,108.33,108.40,107.30
108.76,108.08,108.76,107.64
108.78,108.58,108.78,107.79
108.63,107.36,108.75,106.84
107.12,105.10,107.12,105.10
105.52,105.69,106.03,104.61
106.14,105.69,106.29,105.17
105.12,104.72,105.28,104.26
105.30,105.44,106.00,105.09
106.18,103.05,106.26,103.00
103.14,106.90,106.98,103.14
107.00,107.14,107.48,106.32
106.39,105.44,106.62,104.76
104.46,107.17,107.20,104.12
107.28,108.85,109.02,107.19
109.50,109.78,109.92,108.86
110.27,109.52,111.00,109.04
109.34,109.38,110.41,108.99
109.65,108.64,110.37,108.08
109.34,111.65,111.85,109.33
111.56,112.56,112.67,111.36
113.20,112.74,113.61,112.47
112.56,112.73,113.45,112.56
112.81,113.55,113.62,112.64
114.00,112.62,114.00,112.62
112.91,112.07,114.11,111.88
111.22,110.21,111.63,109.30
109.55,110.55,111.58,108.97
109.99,109.19,110.30,108.90
111.00,111.89,112.12,110.56
112.39,112.54,112.95,112.22
112.31,111.75,113.02,111.75
112.05,109.02,112.05,108.76
109.08,108.93,109.87,108.44
109.82,109.23,110.18,108.90
110.36,110.46,110.98,110.36
111.10,109.73,111.10,109.32
110.30,114.33,114.51,108.10
113.37,113.67,114.31,113.22
113.88,114.97,115.58,113.51
116.13,116.35,116.76,115.85
116.40,116.71,116.74,115.99
116.92,117.04,117.40,116.68
117.10,117.01,117.32,116.71
117.31,116.86,117.50,116.59
117.16,117.76,117.91,117.14
117.29,116.42,117.42,115.84
116.80,117.58,118.32,116.80
118.78,117.80,119.25,117.63
119.12,118.25,119.28,117.71
118.30,118.82,119.06,117.90
119.59,119.53,119.60,118.26
119.66,119.44,119.75,118.35
119.36,115.98,119.36,115.56
117.12,117.83,118.09,116.08
118.93,120.40,120.42,118.93
119.90,118.74,119.90,118.50
119.45,118.50,119.72,118.20
119.40,119.06,120.22,117.92
119.41,119.43,119.84,119.00
118.44,116.20,118.49,115.16
114.76,110.94,114.76,110.86
111.17,109.07,111.83,107.96
110.02,111.70,112.07,110.01
109.89,109.44,111.24,108.76
111.55,112.20,112.81,110.73
109.41,109.66,111.60,108.40
109.49,104.39,110.00,104.04
105.39,106.21,107.22,104.49
105.80,106.08,106.62,104.54
106.29,109.00,109.05,106.29
109.81,111.58,111.65,109.23
111.95,111.92,111.95,110.75
112.54,113.98,114.49,111.84
114.39,114.09,115.10,113.47
112.29,114.96,115.12,112.22
114.98,115.49,115.66,114.45
115.49,116.08,116.36,115.10
115.27,113.35,116.81,113.04
113.12,113.67,114.19,112.20
114.18,113.89,114.78,113.59
114.09,115.64,116.83,113.80
115.49,114.54,116.04,114.30
115.01,114.57,115.46,113.58
114.17,115.51,115.59,113.72
115.72,116.84,117.93,115.50
113.90,114.81,115.23,113.43
117.47,119.15,119.53,117.14
119.20,120.50,120.74,119.20
121.07,121.86,122.33,121.07
123.20,122.68,123.62,121.70
122.01,122.55,122.87,121.32
122.76,121.30,122.95,120.88
120.22,121.17,121.20,118.88
121.82,118.61,122.12,118.10
117.78,117.65,119.60,117.17
119.64,119.85,120.43,119.06
120.69,121.07,121.14,119.90
120.89,120.32,122.00,118.85
119.65,123.46,123.84,119.65
124.75,123.48,126.17,123.10
124.23,122.93,124.68,121.78
124.35,122.94,124.35,121.82
124.01,120.09,124.01,120.09
119.60,118.83,120.18,117.70
119.84,119.59,121.17,119.00
121.04,122.18,122.35,121.00
122.80,123.31,123.37,122.12
123.56,123.52,123.86,122.64
123.36,123.12,123.67,122.26
124.23,120.29,124.35,120.18
119.45,116.88,119.99,116.68
116.95,117.31,117.61,115.50
118.51,119.17,119.28,116.88
119.41,113.91,119.54,113.90
111.82,111.27,113.80,110.55
113.50,112.95,114.13,110.86
113.65,115.03,115.30,111.87
116.00,117.14,117.15,115.10
117.50,117.32,117.80,116.38
116.99,117.19,117.61,116.90
117.00,118.85,119.39,117.00
118.72,119.02,119.19,118.30
119.80,118.95,119.95,118.06
117.78,116.40,118.20,116.27
116.69,115.43,116.91,113.35
116.05,117.25,117.37,116.05
116.96,118.00,118.18,116.53
117.91,118.28,118.77,117.28
118.98,118.36,120.22,117.89
116.03,117.63,117.72,115.69
116.62,114.66,116.70,114.60
114.91,117.63,117.65,114.91
117.02,118.00,119.28,117.02
117.84,117.92,118.05,116.66
118.60,120.28,120.43,118.60
120.35,119.72,120.94,119.62
119.01,117.77,119.57,117.70
117.22,115.52,117.25,113.87
115.61,116.06,116.06,114.28
115.64,117.25,117.34,115.17
116.40,115.71,117.02,115.04
116.87,117.22,117.75,116.75
117.28,118.00,118.39,116.90
118.23,118.85,119.00,118.04
119.31,121.04,121.73,119.31
120.77,120.44,120.96,120.00
120.75,120.88,120.93,120.04
120.60,121.30,121.50,120.60
121.33,122.01,122.20,120.66
121.26,122.20,122.26,121.26
121.88,123.06,123.18,121.81
123.28,125.42,125.50,122.40
125.69,127.03,127.18,125.63
127.00,127.60,128.10,127.00
126.93,127.39,127.45,126.70
126.13,125.79,126.51,125.12
125.57,124.54,125.76,123.96
124.53,124.48,125.27,123.92
123.97,123.33,124.16,122.78
123.13,125.64,125.96,123.13
125.53,127.18,127.33,124.76
126.90,126.77,127.08,125.96
127.30,127.45,127.74,126.89
127.38,127.88,128.00,126.79
127.27,126.20,128.58,126.07
125.45,126.46,126.72,124.87
126.71,125.90,126.71,124.01
124.98,126.64,126.64,124.98
126.44,126.70,127.00,126.10
127.11,128.46,129.53,127.11
128.44,128.19,128.91,128.02
129.33,129.82,130.16,129.33
129.29,128.75,129.54,128.20
128.05,126.89,128.22,126.36
127.40,127.35,127.60,126.65
124.69,126.10,126.72,124.24
125.54,126.26,126.47,124.75
127.39,127.84,128.56,127.39
128.74,129.40,130.09,128.27
129.95,128.92,129.95,128.42
127.61,125.67,128.64,125.42
126.76,128.45,128.61,126.69
127.55,127.70,128.05,126.89
128.76,128.58,129.03,128.16
128.89,129.12,129.50,128.36
129.31,129.70,130.10,129.31
128.80,127.95,128.80,127.80
127.90,128.02,128.28,126.57
128.01,126.61,128.66,126.61
127.31,127.45,128.29,126.15
126.48,122.53,126.48,122.53
122.06,120.90,122.90,119.90
121.64,122.49,122.82,120.55
121.60,120.21,122.09,119.68
119.99,121.31,122.22,119.99
122.31,120.22,122.61,119.61
120.59,122.20,122.36,119.66
123.14,122.80,123.62,122.58
123.01,122.92,123.79,122.36
123.69,124.52,124.88,123.69
124.70,125.77,125.80,124.70
126.34,124.79,126.82,123.53
126.25,127.27,127.48,126.22
127.84,127.68,128.35,127.68
127.44,128.40,128.80,127.07
128.78,130.80,131.37,128.58
130.68,129.88,131.32,129.86
130.73,131.77,132.62,130.73
131.77,132.49,133.32,131.77
133.15,132.09,133.15,131.77
131.11,131.05,131.42,130.41
131.45,132.15,132.45,131.33
132.79,133.21,133.64,132.00
134.04,133.00,134.47,132.64
133.28,132.85,134.39,132.18
132.56,133.45,133.45,131.41
132.65,133.29,134.33,132.65
133.15,130.97,133.15,130.74
131.22,131.97,132.47,130.90
130.73,132.34,132.57,130.73
132.18,131.54,132.99,130.87
131.55,131.34,131.96,130.97
131.27,132.30,133.03,130.98
132.82,133.24,134.75,132.16
134.62,135.77,136.14,134.40
136.29,134.78,137.29,134.31
133.67,132.66,134.37,132.58
131.83,130.54,133.13,130.54
130.69,131.91,132.12,130.13
131.19,128.00,131.19,127.91
128.27,130.37,130.85,128.18
129.78,129.42,129.78,127.70
129.80,128.82,130.29,128.53
127.86,126.04,128.70,125.54
125.66,126.50,127.35,124.31
128.65,129.78,130.20,128.29
130.41,129.53,131.22,128.90
128.26,125.28,128.36,125.26
125.39,129.60,129.72,124.71
128.89,124.72,129.43,124.72
124.50,122.67,126.88,122.67
123.30,120.81,124.38,120.80
121.46,122.21,123.99,121.21
119.51,118.14,119.95,113.12
113.68,118.51,119.70,113.50
121.16,121.01,122.04,119.70
120.73,122.73,122.78,120.63
124.50,127.12,127.40,123.94
127.45,125.22,127.94,125.20
127.68,127.31,128.91,127.11
127.36,129.30,129.38,127.26
128.73,129.75,129.91,128.25
130.51,132.78,132.78,130.16
132.80,133.06,133.56,131.03
132.81,135.35,136.11,132.81
137.74,138.81,139.04,137.37
138.57,139.59,140.39,138.57
139.12,139.78,139.80,137.80
141.85,141.74,141.87,140.34
141.99,141.93,142.10,140.62
141.81,142.30,142.76,141.00
142.03,143.42,143.42,142.03
143.53,142.86,143.56,142.64
141.65,142.47,142.60,141.25
142.67,142.26,143.00,141.15
141.94,141.23,142.47,140.80
140.68,141.07,141.41,140.19
140.43,141.78,142.70,140.43
141.56,141.17,141.61,140.25
139.92,141.57,141.61,139.51
144.00,142.71,144.32,142.39
144.29,144.64,144.91,143.59
145.00,144.71,145.00,143.89
145.34,145.18,145.34,144.40
145.18,145.45,146.72,145.05
144.00,143.04,144.29,142.93
143.13,145.46,145.74,143.13
145.48,146.89,147.16,145.43
146.43,147.24,147.57,145.68
148.16,149.78,150.50,148.16
149.15,150.74,152.43,149.15
147.53,150.26,150.41,146.62
149.64,146.46,150.12,146.17
147.78,147.31,149.70,146.64
145.24,141.66,146.54,141.66
143.03,139.08,143.60,138.00
137.50,136.97,141.57,136.76
137.14,142.99,143.01,137.14
146.99,148.80,148.95,145.71
149.03,149.23,150.33,148.07
149.29,150.62,150.68,148.93
151.59,152.05,153.30,151.59
152.46,151.72,153.11,151.72
153.00,151.85,153.17,151.85
151.88,153.14,154.43,151.88
152.25,152.69,153.30,152.00
153.94,149.11,153.94,149.10
150.62,149.69,151.03,147.40
147.90,144.13,147.96,143.45
144.34,140.12,144.78,139.00
143.21,143.26,143.56,140.81
145.75,147.28,147.70,145.75
147.85,143.69,147.85,143.42
143.82,141.53,143.85,140.70
142.68,140.95,145.11,138.92
137.83,137.25,138.08,134.00
137.25,134.50,137.25,133.99
133.28,137.69,137.69,133.16
138.94,136.26,139.19,135.37
136.00,136.76,138.06,134.67
138.14,143.33,143.54,136.79
142.96,140.55,143.67,140.55
140.28,142.05,142.16,139.26
139.54,139.30,140.95,138.27
140.47,134.36,140.66,134.32
134.88,136.53,137.01,133.22
134.30,132.78,136.11,132.65
133.92,136.33,136.52,131.00
137.57,140.80,140.95,137.57
140.35,140.38,142.30,140.02
141.16,143.64,143.81,141.16
145.00,144.41,147.20,143.79
143.67,142.95,144.17,142.45
143.71,144.79,145.20,142.85
144.81,144.79,145.52,143.24
145.94,148.11,148.50,145.46
148.65,148.01,148.84,147.01
147.53,148.73,149.46,147.40
148.44,147.32,148.44,146.70
146.94,146.01,147.09,145.73
145.36,148.47,148.66,144.19
148.13,147.72,148.19,146.54
148.00,148.58,149.49,147.98
148.39,148.75,149.72,148.33
148.41,147.81,148.96,147.13
147.36,146.81,147.93,146.80
146.88,149.17,149.24,146.77
148.69,148.46,148.69,147.09
147.18,146.40,147.63,145.48
146.85,147.55,147.86,146.38
147.67,144.87,149.34,144.52
145.08,146.31,146.68,145.05
144.65,140.87,144.65,140.83
141.51,142.29,142.87,141.29
143.50,148.27,148.32,143.50
147.58,146.23,147.69,144.44
146.69,149.27,149.58,146.69
147.95,148.77,149.31,147.10
148.13,150.57,151.10,147.04
150.16,148.40,150.16,147.48
149.83,152.26,152.65,149.30
152.44,151.02,153.22,151.02
150.34,148.78,150.67,148.73
148.19,144.10,148.75,144.10
143.08,143.71,144.87,141.61
143.39,143.40,143.76,142.50
145.71,147.15,147.75,145.33
145.40,145.21,146.60,144.91
145.00,144.98,145.72,143.05
144.98,146.58,146.86,144.98
144.74,146.98,147.67,144.60
146.98,145.65,147.49,145.64
145.86,146.68,147.50,145.86
146.11,146.49,146.82,144.98
146.92,146.49,147.15,146.20
145.93,147.18,148.13,145.93
147.29,147.14,147.79,145.83
147.58,148.18,149.20,147.38
148.20,148.39,149.35,146.73
146.89,144.55,146.89,143.75
145.99,145.82,146.73,145.60
146.81,144.89,147.08,144.69
145.19,147.26,147.55,144.75
146.45,147.47,148.25,146.45
147.43,146.83,147.43,146.42
146.65,145.67,148.50,145.53
145.58,147.19,147.29,144.21
146.06,146.96,148.24,146.06
146.50,144.48,146.53,143.32
145.76,146.39,146.73,145.67
147.03,148.75,149.06,147.03
147.99,146.27,149.22,146.09
147.22,145.17,147.57,143.52
144.57,147.21,147.90,144.15
148.47,151.23,151.47,148.05
151.00,150.17,152.02,150.17
148.94,149.24,149.99,146.97
149.15,149.36,150.31,148.99
150.69,152.17,152.30,150.40
151.95,151.19,152.65,150.40
151.19,152.76,153.03,150.85
153.50,154.56,155.22,153.34
77.18,76.72,77.32,76.58
76.54,76.36,76.72,76.17
76.08,76.22,76.68,76.08
75.87,74.90,75.87,74.56
75.17,76.21,76.39,75.08
75.82,76.10,76.17,75.31
75.92,74.76,76.09,74.57
75.50,75.06,75.88,74.55
74.73,75.29,75.67,74.40
75.61,76.09,76.67,75.48
75.74,75.00,76.08,74.73
75.74,75.52,76.35,75.12
75.46,74.78,75.87,74.75
74.78,75.03,75.51,74.30
75.84,77.18,77.48,75.70
77.54,77.74,78.07,77.28
77.16,77.19,77.53,76.80
76.44,76.59,77.00,75.63
76.25,77.46,77.56,76.25
77.75,77.27,78.00,76.92
77.76,78.60,79.00,77.39
78.33,77.30,78.33,77.28
78.44,78.34,79.00,78.22
78.62,78.75,78.97,78.44
78.30,77.41,78.48,77.37
77.88,76.40,77.88,76.34
76.69,76.91,77.18,76.42
75.19,73.24,76.15,73.24
73.97,73.86,75.16,73.44
74.66,75.75,76.08,74.66
75.78,75.36,76.20,74.86
73.83,75.07,75.12,73.72
74.86,75.32,75.33,72.77
74.57,72.96,74.57,72.71
73.63,73.81,74.95,73.63
74.55,75.60,75.93,74.55
76.35,77.14,77.44,76.35
76.74,77.70,77.86,76.55
78.00,78.54,78.84,77.90
79.24,79.92,79.93,79.24
80.00,79.53,80.00,79.11
79.92,79.92,80.36,79.44
79.74,79.61,80.55,79.29
79.29,80.60,80.88,79.29
80.75,79.36,80.95,78.98
79.61,78.42,79.74,78.20
77.66,77.15,77.75,76.82
77.92,77.89,78.05,76.90
77.86,79.23,79.37,77.86
78.64,79.46,79.50,78.52
79.78,78.78,79.78,78.70
79.14,78.92,79.14,77.97
78.93,78.73,79.53,78.55
79.39,78.99,80.02,78.83
79.40,78.36,79.49,77.78
78.16,78.47,78.64,77.50
79.25,79.95,80.03,79.25
79.16,78.75,79.21,78.25
77.61,77.55,77.70,75.32
77.50,78.02,78.58,77.21
78.50,79.15,79.15,78.33
78.11,79.51,79.51,78.00
79.06,79.35,79.63,79.06
78.75,78.00,79.20,77.44
76.40,74.94,76.59,74.92
73.50,70.54,73.88,70.54
63.62,64.01,68.47,57.21
69.07,61.93,69.27,61.90
65.73,66.38,66.67,62.89
67.04,69.58,70.16,67.04
68.94,69.50,69.59,68.70
67.83,68.32,69.00,67.83
67.64,63.83,67.64,63.04
65.26,65.57,65.83,64.00
66.14,66.21,67.56,65.81
65.55,63.93,65.55,63.13
65.79,66.95,67.03,65.46
68.00,65.23,68.49,65.01
65.14,65.79,66.72,65.11
65.20,66.45,66.45,65.03
66.02,66.07,66.55,65.79
66.23,67.85,68.21,66.22
67.90,68.75,69.00,67.39
68.69,67.48,69.74,67.17
65.21,65.04,66.27,64.74
65.63,66.43,66.98,65.63
64.65,64.81,65.12,63.94
64.85,64.88,65.25,64.22
63.70,64.03,64.22,62.98
65.56,65.45,66.42,65.00
64.61,62.38,64.80,62.19
62.69,62.84,63.00,61.82
64.35,64.37,64.47,63.10
64.59,64.67,64.98,63.28
62.73,64.79,64.81,61.08
65.58,67.57,67.70,65.58
67.43,67.00,67.75,66.85
67.70,68.22,68.64,67.24
67.85,68.99,69.15,67.68
68.99,68.33,69.34,67.79
68.41,68.69,68.80,68.25
68.03,67.80,68.85,67.76
67.70,66.45,67.77,66.27
67.30,69.25,69.25,67.30
69.27,69.79,70.07,69.23
69.05,70.00,70.18,69.05
69.80,70.63,70.81,69.80
71.00,69.40,71.26,69.40
70.19,71.64,72.16,70.17
72.56,72.98,73.08,72.06
73.19,72.63,73.19,72.15
71.81,71.73,72.07,71.32
71.76,74.88,74.92,71.76
74.61,74.37,75.09,73.89
74.36,72.51,74.36,72.40
72.88,74.45,74.75,72.88
74.02,74.57,75.00,73.69
74.78,74.19,74.99,73.92
74.20,74.91,75.10,74.13
76.96,75.99,77.03,75.50
76.48,74.38,76.48,73.67
73.92,75.04,75.05,73.92
75.41,74.79,76.06,74.75
74.10,72.37,74.12,72.37
71.91,71.16,72.59,70.97
70.77,72.86,72.88,70.69
73.27,72.62,73.76,72.44
72.75,75.14,75.22,72.75
75.03,75.25,75.46,74.88
75.76,75.55,76.07,75.28
75.73,75.19,76.00,75.13
74.27,74.89,75.28,73.60
75.47,74.94,75.49,74.73
74.96,75.50,75.53,74.68
75.50,75.04,75.84,75.00
75.40,76.60,76.71,75.40
76.94,74.77,76.94,74.61
75.41,72.53,75.41,72.29
72.96,75.95,76.15,72.71
75.58,74.68,75.73,74.01
73.28,73.04,74.11,72.74
72.52,71.34,73.91,70.79
71.45,71.48,72.64,71.19
69.98,68.59,70.18,67.96
68.72,68.70,69.53,67.26
69.81,71.55,72.13,69.81
72.69,73.85,74.20,71.63
74.32,71.83,74.32,71.82
70.86,68.34,70.86,68.34
69.29,69.66,70.03,68.56
70.07,70.50,70.81,69.04
71.12,72.18,72.27,71.03
71.92,72.42,72.73,71.85
71.68,71.98,72.01,70.85
72.80,73.40,73.58,72.78
72.99,72.29,73.26,72.29
71.50,71.00,72.51,71.00
67.81,68.32,68.37,66.85
68.70,68.85,69.05,67.82
67.12,66.95,67.73,66.48
64.95,63.35,65.45,63.06
65.09,61.41,65.09,61.22
62.13,61.78,62.29,60.60
63.29,62.35,63.29,60.89
63.05,59.14,63.31,58.75
59.49,60.21,61.04,58.40
57.20,57.68,58.04,56.13
58.88,57.55,59.12,56.72
55.94,55.18,56.36,52.80
55.29,54.95,56.85,54.87
56.42,57.10,57.50,56.42
56.70,54.68,56.82,54.62
55.17,56.66,56.81,55.17
56.13,56.08,58.00,55.39
57.03,55.97,57.03,55.71
56.66,59.23,59.34,56.56
58.68,58.96,59.53,58.10
57.04,56.07,57.04,55.76
56.57,56.23,56.88,53.38
55.72,56.95,57.68,55.25
56.84,55.31,57.24,55.00
53.71,52.37,53.71,51.15
50.35,52.13,52.95,50.35
53.04,51.99,54.25,51.96
49.19,49.21,50.00,48.39
51.38,52.66,52.74,50.74
54.64,54.63,54.82,53.50
55.55,55.88,56.34,55.44
56.06,55.37,56.06,55.00
54.65,55.49,55.71,54.52
56.81,57.10,57.47,56.72
56.47,55.25,56.58,55.15
53.83,55.06,55.32,52.92
57.64,56.66,57.64,54.48
57.59,57.26,58.15,56.89
57.08,56.27,57.79,56.24
57.19,59.86,59.88,57.02
59.86,60.87,60.93,59.50
60.87,61.72,61.76,60.48
62.35,62.18,62.75,61.48
61.61,62.02,62.22,61.22
61.17,60.02,61.17,59.91
60.81,60.17,60.81,59.84
60.87,59.98,61.38,58.72
61.47,63.13,63.17,61.21
62.57,62.63,62.91,62.17
61.77,62.42,62.42,61.46
61.85,62.53,62.97,61.72
62.22,63.96,64.31,61.80
64.72,65.04,65.61,64.51
64.82,64.82,65.61,64.42
64.14,64.49,64.93,63.80
64.24,63.41,64.24,63.40
62.42,62.75,62.75,61.26
63.11,63.16,63.41,62.57
62.68,63.76,63.76,62.28
64.59,64.55,65.35,64.44
64.50,64.37,64.91,64.15
63.82,65.40,65.53,63.29
65.32,64.76,65.46,64.51
63.50,63.00,63.70,62.90
62.92,63.75,63.79,62.55
62.81,61.50,62.89,60.91
62.27,62.00,63.07,61.83
62.55,62.36,63.44,62.36
62.52,63.88,64.08,62.44
65.11,66.55,66.57,65.07
66.24,66.82,67.43,66.14
66.89,66.59,67.06,66.38
66.21,67.49,67.54,66.05
67.94,68.67,68.80,67.90
68.90,69.66,69.91,68.84
69.97,68.28,70.05,68.14
68.24,69.41,69.59,68.24
68.86,69.04,69.06,68.24
69.36,69.99,70.06,69.33
69.95,70.15,70.45,69.40
69.14,68.72,70.15,68.43
68.07,67.85,68.47,66.94
68.20,69.27,69.46,68.06
67.87,67.52,67.87,66.55
66.40,66.78,67.22,66.22
67.16,66.70,67.39,66.50
65.90,67.34,67.34,65.89
67.37,67.31,67.67,66.76
67.84,68.94,69.03,67.84
68.46,67.42,68.87,67.42
67.87,67.67,68.32,66.80
67.27,66.10,67.86,65.92
66.19,66.97,67.46,66.17
66.68,65.80,66.78,65.52
65.56,67.89,68.05,65.56
67.02,66.65,67.58,65.85
67.11,67.62,68.18,67.11
67.51,67.43,67.90,67.14
67.95,69.58,69.79,67.95
70.20,70.70,71.29,70.09
70.88,70.05,70.88,70.00
70.60,71.09,71.09,70.40
71.51,70.72,71.74,70.31
69.56,71.10,71.13,69.45
71.08,71.44,71.44,70.43
69.55,69.75,70.03,68.44
69.71,70.58,70.98,69.71
70.59,70.18,70.92,70.16
70.00,70.62,70.68,70.00
69.89,69.74,69.93,69.09
68.50,67.98,68.55,67.58
67.24,66.84,68.40,66.83
66.63,65.18,66.88,64.50
65.44,65.20,66.54,65.20
64.28,65.59,65.60,63.59
65.68,65.38,65.81,64.86
67.35,66.20,67.94,66.14
66.32,66.74,67.02,66.23
66.60,66.44,67.48,66.42
67.71,69.09,69.11,67.71
62.30,62.34,65.06,62.19
60.52,58.99,61.07,58.35
61.19,61.83,61.83,60.19
62.86,64.52,64.56,62.86
64.95,66.22,66.22,64.32
65.72,65.65,66.48,65.48
65.48,63.91,65.48,63.41
63.10,64.28,64.33,62.71
64.42,64.38,65.24,63.80
65.99,66.67,66.83,65.93
67.02,67.46,67.83,67.02
67.97,69.02,69.15,67.97
69.02,69.07,69.47,68.51
70.98,70.11,71.00,69.98
70.55,69.99,71.13,69.29
69.84,70.37,70.55,69.84
69.88,70.59,70.59,69.70
70.92,70.83,70.96,70.26
70.61,70.24,70.88,70.10
70.44,71.22,71.36,70.38
71.05,70.82,71.27,70.56
70.75,70.98,71.19,70.50
70.90,70.84,71.21,70.48
70.22,71.37,71.61,70.22
71.04,71.18,71.77,71.02
71.38,70.87,71.82,70.67
70.54,69.69,70.88,69.36
69.44,70.86,70.89,69.44
70.96,70.61,71.00,70.35
71.55,73.01,73.02,71.55
73.27,73.12,73.54,72.96
73.26,73.32,73.50,73.06
73.44,72.35,73.44,72.19
72.64,72.44,72.73,72.02
71.68,72.23,72.35,71.68
72.52,73.09,73.22,72.52
72.80,72.51,72.84,72.36
72.43,72.99,73.05,72.21
73.03,72.87,73.10,72.55
72.30,72.70,72.82,72.01
72.44,72.89,72.97,72.31
73.29,73.10,73.78,73.10
73.11,72.86,73.29,72.75
72.54,73.26,73.49,72.54
73.54,73.34,74.25,72.55
73.71,74.60,75.04,73.71
74.82,75.68,75.70,74.71
75.69,75.84,75.87,74.76
75.97,75.29,76.08,74.31
75.43,76.18,76.56,75.43
76.34,75.91,76.34,75.01
75.47,76.18,76.24,75.39
75.93,75.99,76.37,75.72
75.03,72.91,75.23,72.91
72.12,74.58,74.88,71.60
73.28,71.89,73.28,71.49
71.90,71.41,72.73,71.21
71.01,72.39,72.71,70.45
72.01,71.30,72.01,70.82
72.29,72.18,72.80,71.69
72.88,72.17,73.25,72.17
72.61,73.25,73.37,71.84
73.71,74.28,74.57,73.71
73.91,73.62,74.12,73.55
72.70,72.00,72.98,71.83
71.48,72.51,72.70,71.35
72.96,73.27,73.27,72.12
72.82,71.49,73.58,70.89
72.14,72.67,73.25,71.72
72.34,71.60,72.34,71.37
71.85,71.55,72.22,71.22
71.81,72.45,72.68,71.81
72.00,72.55,72.57,71.71
72.32,72.51,73.00,72.00
73.42,73.24,73.61,73.11
72.77,71.77,73.00,71.16
71.63,72.35,72.64,71.63
71.03,71.38,71.53,70.13
72.92,71.77,72.96,71.60
71.93,71.36,72.13,71.19
72.74,72.27,72.74,72.13
72.57,73.39,73.56,72.51
73.30,73.23,74.00,72.70
72.01,73.07,73.15,72.01
73.50,73.64,74.30,73.50
73.49,73.23,73.55,72.95
72.59,73.30,73.49,72.53
73.92,72.75,73.92,72.68
72.80,72.55,73.44,71.85
73.19,72.91,73.26,72.77
73.26,71.70,73.26,70.88
71.25,70.35,71.31,70.12
70.62,70.31,71.34,70.10
70.00,70.05,70.99,69.66
72.13,73.30,73.36,72.13
72.75,73.62,74.10,72.51
74.90,77.22,77.93,73.76
78.66,80.47,81.20,78.39
79.50,81.20,81.45,79.50
82.00,84.15,84.50,81.80
83.50,84.12,84.16,82.37
82.52,82.67,83.03,82.25
83.00,83.95,84.38,82.73
84.52,84.26,84.79,83.69
84.71,84.71,85.14,84.14
85.30,85.37,85.46,84.38
85.70,85.76,85.88,84.55
86.00,86.30,86.30,85.89
85.01,84.62,86.08,84.44
85.00,85.26,85.76,84.77
86.66,86.06,86.76,85.75
87.00,87.29,87.97,86.22
86.64,86.54,87.23,86.14
87.92,88.58,88.68,87.18
89.27,89.90,90.00,88.41
