RYU,Guggenheim S&P 500 Equal Weight Utilities ETF,NASDAQ
77.69,77.81,78.25,77.48
77.67,77.95,78.03,77.11
78.13,78.03,78.26,77.86
78.14,79.03,79.04,78.14
78.63,79.35,79.36,78.16
79.47,80.14,80.14,79.47
79.94,80.61,80.76,79.94
80.83,81.38,81.44,80.83
81.61,79.98,82.00,79.86
79.85,80.37,80.38,79.39
80.03,80.64,80.73,80.03
81.08,81.12,81.12,80.44
80.99,81.10,81.40,80.96
81.30,80.65,81.37,80.65
80.53,80.92,81.00,80.53
81.04,81.00,81.12,80.84
80.84,81.05,81.29,80.70
81.19,80.30,81.19,80.23
80.50,81.21,81.28,80.50
81.26,80.78,81.26,80.64
80.89,81.08,81.12,80.47
81.08,81.51,81.82,81.08
81.75,81.65,81.75,81.13
81.72,81.86,81.95,81.29
81.94,80.75,82.00,80.75
80.81,80.60,80.81,80.25
80.84,81.27,81.28,80.48
81.35,81.22,81.35,80.87
81.13,81.30,81.31,80.88
