LBIX,Leading Brands Inc - Common Shares,NASDAQ
3.34,3.38,3.40,3.33
3.40,3.38,3.40,3.36
3.39,3.39,3.39,3.36
3.40,3.40,3.42,3.40
3.43,3.45,3.49,3.43
3.50,3.52,3.77,3.47
3.61,3.70,3.70,3.59
3.56,3.50,3.56,3.42
3.55,3.50,3.55,3.50
3.50,3.51,3.51,3.50
3.60,3.61,3.61,3.56
3.60,3.64,3.65,3.52
3.54,3.52,3.65,3.51
3.52,3.62,3.64,3.50
4.15,4.72,5.16,4.05
4.76,4.70,4.76,4.60
4.60,4.72,4.82,4.59
4.74,4.65,4.74,4.63
4.75,5.24,5.83,4.74
5.25,5.62,5.64,5.25
5.63,5.40,5.77,5.38
5.32,5.51,5.70,5.24
5.60,5.42,5.60,5.40
5.35,5.12,5.43,5.12
5.15,5.13,5.27,4.89
5.07,5.43,5.57,5.05
5.36,5.17,5.50,5.17
5.31,5.30,5.34,5.12
5.23,5.23,5.23,5.06
5.01,5.19,5.23,5.00
5.13,5.31,5.31,5.13
5.36,5.17,5.44,5.15
5.27,5.10,5.27,5.05
5.15,5.08,5.25,5.01
5.17,5.20,5.24,5.08
5.15,5.10,5.15,5.05
5.10,4.95,5.12,4.92
4.95,4.77,4.95,4.72
4.76,4.77,4.82,4.74
4.77,4.68,4.78,4.65
4.89,4.89,4.89,4.77
4.80,4.72,4.85,4.72
4.74,4.71,4.84,4.71
4.67,4.80,4.80,4.60
4.70,4.81,4.82,4.63
4.68,4.80,4.80,4.58
4.81,4.83,4.83,4.62
4.76,4.83,4.83,4.70
4.75,4.84,4.84,4.63
4.66,4.82,4.82,4.66
4.74,4.74,4.81,4.60
4.63,4.75,4.78,4.63
4.71,4.77,4.78,4.56
4.65,4.74,4.76,4.63
4.78,4.66,4.78,4.64
4.77,4.78,4.78,4.77
4.77,4.74,4.78,4.56
4.68,4.76,4.76,4.68
4.71,4.65,4.71,4.64
4.66,4.73,4.73,4.66
4.75,4.72,5.00,4.61
4.73,4.86,4.90,4.73
4.98,4.99,5.02,4.97
5.01,5.01,5.07,5.00
5.03,4.94,5.08,4.83
5.00,5.00,5.00,5.00
5.05,5.06,5.08,5.02
5.05,5.11,5.18,5.00
5.12,5.11,5.12,5.05
5.16,5.05,5.16,5.00
4.97,4.92,5.08,4.92
4.91,5.00,5.10,4.85
5.04,5.00,5.05,5.00
5.05,5.05,5.15,5.04
5.10,5.05,5.10,4.95
5.05,5.14,5.15,5.04
5.14,5.12,5.14,5.02
5.08,5.07,5.15,4.94
5.08,5.18,5.18,5.08
4.50,4.56,4.56,3.60
4.50,4.44,4.69,4.27
4.31,4.27,4.37,4.26
4.16,4.32,4.46,4.16
4.32,4.36,4.49,4.31
4.21,4.26,4.30,4.20
4.24,4.27,4.30,4.24
4.25,4.14,4.25,4.14
4.15,4.33,4.33,4.15
4.23,4.23,4.25,4.22
4.23,4.25,4.25,4.23
4.22,4.20,4.24,4.19
4.15,4.15,4.15,4.15
4.17,4.15,4.18,4.13
4.17,4.17,4.17,4.15
4.12,4.17,4.17,4.12
4.20,4.12,4.20,4.12
4.09,4.04,4.09,3.87
4.00,4.07,4.07,3.99
3.98,3.97,3.98,3.97
3.99,4.05,4.06,3.95
4.10,4.03,4.10,4.03
4.03,4.03,4.03,4.03
4.05,4.03,4.05,4.03
4.03,4.06,4.06,4.03
4.06,4.28,4.28,4.06
4.34,4.19,4.35,4.11
4.19,4.19,4.19,4.19
4.11,4.11,4.11,4.11
4.11,4.14,4.14,4.11
4.19,4.30,4.34,4.19
4.27,4.22,4.27,4.22
4.28,4.22,4.28,4.22
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
4.11,4.06,4.11,4.06
4.12,4.10,4.12,4.10
4.16,4.16,4.16,4.16
4.15,4.28,4.28,4.05
4.32,4.19,4.32,4.13
4.07,4.07,4.07,4.07
4.05,4.06,4.15,4.05
4.05,4.08,4.10,4.05
4.14,4.14,4.30,4.05
4.11,4.10,4.11,4.05
4.08,4.10,4.10,4.08
4.05,4.06,4.06,4.04
4.05,4.00,4.06,3.99
4.00,3.95,4.10,3.95
3.95,3.95,3.95,3.95
3.93,4.07,4.07,3.93
4.00,3.91,4.00,3.80
3.85,3.85,3.86,3.85
3.90,3.87,3.95,3.82
3.92,3.92,3.92,3.90
3.85,3.99,3.99,3.85
3.96,4.02,4.02,3.88
4.05,4.03,4.07,4.03
3.95,4.01,4.01,3.95
4.00,4.00,4.00,4.00
4.15,4.11,4.28,4.00
4.08,4.05,4.08,4.05
4.04,4.00,4.15,4.00
4.04,4.10,4.10,3.98
4.10,4.10,4.10,4.10
4.10,4.05,4.10,4.05
4.10,4.06,4.17,4.05
4.06,4.03,4.14,4.03
4.03,4.00,4.03,4.00
3.99,3.98,3.99,3.98
4.00,4.08,4.08,4.00
4.08,4.08,4.08,4.08
4.05,3.98,4.05,3.98
3.98,3.95,4.01,3.88
3.88,3.92,4.05,3.88
3.89,4.04,4.04,3.89
4.04,4.04,4.04,4.04
3.96,3.92,4.00,3.92
3.96,3.95,3.96,3.95
3.98,4.03,4.03,3.95
4.03,4.03,4.03,4.03
3.92,3.92,3.92,3.92
3.92,3.92,3.92,3.92
4.03,4.03,4.03,4.03
3.95,3.89,3.95,3.87
3.99,4.00,4.01,3.99
4.00,4.01,4.01,3.95
4.00,3.99,4.00,3.95
4.04,4.04,4.04,4.04
4.03,4.00,4.03,4.00
3.90,3.90,4.04,3.90
3.91,3.91,4.03,3.91
3.90,4.00,4.00,3.90
3.95,4.03,4.03,3.91
4.04,4.03,4.04,4.02
4.02,3.91,4.02,3.90
4.02,3.98,4.04,3.98
3.92,3.98,4.04,3.92
3.95,3.95,3.95,3.95
3.93,3.95,4.00,3.92
3.95,3.95,3.95,3.95
3.95,3.95,3.95,3.92
3.96,3.95,3.96,3.91
3.98,3.98,3.98,3.98
3.91,3.91,3.91,3.91
3.91,3.91,3.91,3.91
3.88,3.88,3.88,3.88
3.98,3.90,3.98,3.90
3.98,3.91,3.98,3.91
3.99,3.99,3.99,3.99
3.90,3.90,3.90,3.90
3.93,3.94,3.94,3.93
3.91,3.98,3.98,3.91
3.98,3.92,3.98,3.92
3.97,3.97,3.97,3.97
3.99,4.03,4.09,3.98
4.05,4.00,4.05,3.99
3.99,4.02,4.02,3.99
3.99,3.99,4.05,3.99
4.04,4.01,4.05,3.92
4.19,4.13,4.19,4.12
3.90,3.99,4.18,3.90
4.01,4.00,4.01,3.99
3.90,3.99,3.99,3.88
3.99,3.99,3.99,3.99
3.89,4.05,4.05,3.89
3.91,3.96,3.96,3.91
3.96,3.96,3.96,3.96
3.95,3.95,3.95,3.95
3.92,3.96,3.96,3.92
4.03,3.93,4.03,3.92
3.93,3.93,3.93,3.93
3.94,3.94,3.99,3.94
3.91,3.91,3.92,3.91
3.98,3.97,3.98,3.94
4.03,4.03,4.03,4.03
3.92,3.92,3.92,3.92
3.92,3.92,3.92,3.92
3.92,3.92,3.92,3.92
4.01,4.05,4.10,3.95
3.92,4.10,4.15,3.92
4.10,4.10,4.10,4.10
4.11,3.97,4.11,3.97
4.02,3.99,4.02,3.99
3.95,4.05,4.06,3.94
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.05,4.00,4.20,4.00
4.07,3.99,4.13,3.99
4.08,4.12,4.18,4.08
4.12,4.12,4.12,4.12
3.97,4.18,4.18,3.96
4.05,4.25,4.34,4.05
4.25,4.15,4.25,4.08
4.23,4.25,4.25,4.07
4.25,4.25,4.25,4.25
4.20,4.25,4.25,4.20
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.16,4.16,4.16,4.16
4.05,4.14,4.15,4.05
4.14,4.14,4.14,4.14
4.16,4.10,4.16,4.10
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.31,4.12,4.31,4.12
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.15,4.15,4.15,4.15
4.18,4.18,4.18,4.02
4.18,4.23,4.23,4.18
4.15,4.15,4.15,4.15
4.10,4.17,4.17,4.10
4.05,4.02,4.05,4.02
3.97,4.09,4.12,3.97
3.97,4.06,4.06,3.97
4.13,4.67,4.70,4.13
4.72,4.70,5.05,4.63
4.74,4.73,4.88,4.47
4.81,4.78,4.81,4.73
4.78,4.75,4.78,4.50
4.77,4.57,4.77,4.50
4.46,4.77,4.77,4.46
4.35,4.11,4.60,4.06
4.06,3.75,4.06,3.75
3.75,4.02,4.08,3.75
4.01,4.06,4.10,3.90
4.00,3.82,4.01,3.82
3.85,3.85,3.98,3.85
3.81,3.95,4.04,3.80
3.94,3.96,4.04,3.81
4.02,3.95,4.02,3.92
3.95,4.00,4.02,3.85
3.86,3.96,4.00,3.86
3.98,3.96,3.98,3.82
4.02,3.91,4.03,3.86
4.00,3.94,4.02,3.92
3.95,4.04,4.04,3.91
4.02,4.10,4.19,4.02
4.21,4.14,4.21,3.89
4.19,4.21,4.30,4.06
4.31,4.28,4.31,4.20
4.22,4.29,4.38,4.20
4.35,4.24,4.35,4.20
4.21,4.16,4.26,4.09
4.11,3.89,4.11,3.89
3.88,3.82,3.92,3.80
3.78,4.04,4.04,3.77
3.92,3.99,3.99,3.84
3.87,3.87,3.97,3.84
3.95,4.05,4.08,3.95
4.08,4.14,4.14,4.06
4.15,4.00,4.15,3.95
4.08,4.15,4.15,4.08
4.15,4.11,4.24,4.09
4.31,4.26,4.31,4.13
4.22,4.25,4.25,4.22
4.33,4.27,4.35,4.27
4.34,4.25,4.34,4.25
4.24,4.34,4.34,4.22
4.23,4.05,4.27,4.05
3.94,4.04,4.20,3.94
4.02,4.03,4.18,4.02
4.09,3.87,4.09,3.87
4.00,3.99,4.08,3.99
4.05,4.01,4.21,4.00
3.93,3.99,4.08,3.93
3.98,4.03,4.09,3.93
4.09,4.10,4.10,3.99
4.16,4.19,4.20,4.16
4.15,4.05,4.31,4.03
4.04,4.03,4.14,3.98
4.03,4.03,4.14,3.99
4.04,4.04,4.08,4.01
4.05,4.06,4.14,4.05
4.05,4.13,4.13,4.05
4.06,4.00,4.14,4.00
4.00,3.98,4.01,3.92
4.14,4.14,4.14,4.14
3.94,3.94,3.97,3.87
3.94,3.96,3.99,3.90
3.88,4.00,4.07,3.88
4.04,4.06,4.08,4.03
4.03,4.04,4.04,3.95
4.00,3.91,4.00,3.90
3.89,3.94,4.14,3.89
4.10,3.99,4.10,3.88
3.99,3.99,3.99,3.99
3.93,3.97,3.97,3.90
3.90,3.90,3.91,3.90
3.90,3.86,3.90,3.86
3.86,3.86,3.93,3.86
3.86,3.94,3.96,3.86
3.91,3.96,3.96,3.91
3.96,4.01,4.02,3.96
4.07,3.98,4.07,3.97
3.98,3.97,4.09,3.97
4.00,3.98,4.06,3.98
3.98,4.00,4.04,3.98
4.03,3.99,4.07,3.99
4.08,4.00,4.08,3.99
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.98,4.09,4.10,3.98
4.20,4.13,4.20,4.02
4.10,4.14,4.14,4.08
4.09,4.13,4.14,4.09
4.20,4.11,4.20,4.10
4.09,4.14,4.14,4.09
4.08,4.03,4.13,4.03
4.02,3.87,4.03,3.87
3.86,4.00,4.00,3.86
3.93,4.04,4.07,3.77
4.09,4.09,4.10,3.87
3.98,4.02,4.14,3.98
4.02,4.00,4.02,4.00
4.09,4.09,4.09,4.09
4.06,4.02,4.06,4.01
4.07,4.04,4.07,4.04
4.07,4.05,4.20,4.00
4.10,4.18,4.20,4.10
4.16,4.17,4.17,4.14
4.15,4.04,4.15,4.04
3.98,3.72,3.98,3.72
3.70,3.53,3.74,3.50
3.50,3.50,3.56,3.37
3.44,3.49,3.51,3.44
3.49,3.56,3.56,3.49
3.57,3.56,3.57,3.46
3.48,3.54,3.54,3.45
3.50,3.50,3.50,3.50
3.56,3.60,3.60,3.56
3.54,3.64,3.85,3.54
3.98,3.64,3.98,3.64
3.64,3.48,3.64,3.48
3.38,3.52,3.55,3.38
3.38,3.44,3.51,3.38
3.45,3.41,3.46,3.41
3.40,3.55,3.60,3.40
3.50,3.41,3.50,3.41
3.47,3.50,3.52,3.47
3.44,3.42,3.54,3.41
3.40,3.41,3.55,3.40
3.41,3.44,3.52,3.40
3.37,3.50,3.50,3.37
3.57,3.93,3.99,3.53
3.79,3.83,3.92,3.66
3.70,3.82,3.82,3.70
3.77,3.53,3.82,3.53
3.66,3.51,3.71,3.51
3.51,3.51,3.51,3.51
3.50,3.71,3.82,3.50
3.71,3.71,3.71,3.71
3.65,3.59,3.65,3.59
3.50,3.50,3.50,3.50
3.50,3.42,3.50,3.22
3.47,3.44,3.47,3.34
3.50,3.52,3.80,3.48
3.60,3.63,3.69,3.60
3.45,3.40,3.62,3.33
3.42,3.80,3.80,3.42
3.63,3.63,3.63,3.63
3.61,3.74,3.78,3.61
3.62,3.70,3.79,3.61
3.74,3.61,3.74,3.61
3.42,3.36,3.47,3.26
3.41,3.38,3.41,3.38
3.31,3.31,3.44,3.31
3.31,3.35,3.39,3.31
3.31,3.32,3.32,3.31
3.40,3.49,3.49,3.39
3.50,3.42,3.50,3.41
3.47,3.42,3.48,3.42
3.41,3.49,3.49,3.38
3.41,3.43,3.46,3.41
3.19,3.14,3.29,3.14
3.10,3.05,3.17,3.04
3.24,3.05,3.24,3.05
3.04,2.86,3.17,2.83
2.91,3.11,3.30,2.91
3.10,3.25,3.30,3.10
3.16,3.28,3.28,3.16
3.29,3.30,3.30,3.29
3.29,3.34,3.34,3.29
3.32,3.45,3.45,3.32
3.14,3.36,3.44,3.09
3.42,3.26,3.42,3.23
3.19,3.44,3.45,3.19
3.44,3.47,3.47,3.41
3.60,3.64,3.64,3.60
3.64,3.60,3.68,3.55
3.56,3.58,3.58,3.56
3.58,3.58,3.58,3.58
3.60,3.50,3.62,3.50
3.59,3.68,3.68,3.52
3.68,3.67,3.68,3.67
3.66,3.52,3.66,3.51
3.60,3.59,3.60,3.59
3.58,3.62,3.62,3.58
3.57,3.53,3.57,3.52
3.50,3.42,3.56,3.41
3.41,3.28,3.41,3.28
3.35,3.28,3.35,3.24
3.28,3.53,3.59,3.27
3.27,3.14,3.27,2.90
3.02,3.03,3.23,3.02
3.02,3.07,3.07,3.02
3.23,3.50,3.53,3.23
3.52,3.45,3.52,3.26
3.53,3.71,3.74,3.53
3.74,3.70,3.74,3.60
3.70,3.70,3.70,3.70
3.49,3.49,3.49,3.49
3.52,3.30,3.54,3.23
3.31,3.64,3.64,3.31
3.32,3.26,3.35,3.21
3.27,3.31,3.31,3.27
3.40,3.37,3.40,3.37
3.45,3.65,3.65,3.45
3.64,3.38,3.64,3.38
3.60,3.60,3.60,3.60
3.35,3.47,3.53,3.29
3.33,3.37,3.37,3.16
3.23,3.20,3.23,3.20
3.30,3.21,3.34,3.21
3.24,3.28,3.28,3.23
3.22,3.22,3.22,3.22
3.18,3.25,3.33,3.18
3.26,3.19,3.31,3.19
3.20,3.30,3.30,3.20
3.25,3.57,3.57,3.25
3.57,3.57,3.57,3.57
3.31,3.57,3.59,3.31
3.58,3.55,3.67,3.54
3.54,3.54,3.54,3.54
3.54,3.54,3.54,3.54
3.60,3.60,3.62,3.60
3.45,3.65,3.67,3.33
3.65,3.73,3.73,3.65
3.57,3.63,3.76,3.50
3.82,3.82,3.82,3.82
3.74,4.00,4.01,3.74
3.93,3.92,3.93,3.92
3.70,3.80,3.92,3.70
3.71,3.71,3.72,3.70
3.69,3.72,3.72,3.69
3.72,3.72,3.72,3.72
3.60,3.73,3.78,3.60
3.77,3.90,4.18,3.75
4.01,3.85,4.01,3.70
3.88,3.80,3.88,3.64
3.80,3.80,3.80,3.80
3.62,3.71,3.71,3.62
3.71,3.71,3.71,3.71
3.75,3.80,3.80,3.61
3.61,3.94,3.96,3.61
3.68,3.89,3.89,3.68
3.67,3.78,3.85,3.67
3.74,3.66,3.78,3.65
3.66,3.82,4.00,3.65
3.84,3.96,4.00,3.84
3.88,4.00,4.00,3.76
4.01,3.86,4.02,3.86
3.86,3.86,3.95,3.85
3.84,3.94,4.01,3.84
3.95,3.91,4.27,3.91
4.00,3.90,4.00,3.90
3.89,3.89,3.89,3.89
3.85,3.80,3.85,3.80
3.89,3.82,3.89,3.80
3.70,3.73,3.88,3.70
3.73,3.73,3.85,3.73
3.71,3.75,3.80,3.71
3.96,3.70,3.97,3.70
3.93,3.77,3.96,3.76
3.92,3.75,3.92,3.75
3.73,3.69,3.83,3.68
3.60,3.43,3.66,3.43
3.80,3.67,4.00,3.66
3.67,3.66,3.75,3.41
3.42,3.61,3.61,3.42
3.42,3.70,3.70,3.42
3.63,3.72,3.80,3.63
3.58,3.70,3.80,3.58
3.80,3.79,3.80,3.74
3.79,3.70,3.80,3.51
3.70,3.73,3.80,3.70
3.60,3.98,4.00,3.46
4.04,4.00,4.08,4.00
3.65,4.00,4.00,3.65
3.71,3.97,3.98,3.65
3.99,3.85,4.00,3.65
3.98,3.95,3.98,3.95
3.95,3.83,3.95,3.78
3.66,3.89,3.89,3.66
3.93,3.80,3.93,3.74
3.92,3.70,3.92,3.58
3.90,3.78,3.95,3.65
3.90,3.88,3.91,3.75
3.72,3.73,3.90,3.60
3.61,3.59,3.78,3.47
3.74,3.58,3.74,3.43
3.58,3.43,3.60,3.43
3.44,3.52,3.55,3.21
3.45,3.45,3.45,3.45
3.44,3.55,3.55,3.44
3.55,3.55,3.55,3.55
3.74,3.74,3.74,3.74
3.72,3.72,3.72,3.72
3.74,3.69,3.83,3.61
3.75,3.75,3.75,3.75
3.72,3.68,3.72,3.42
3.46,3.73,3.73,3.46
3.43,3.72,3.72,3.43
3.40,3.72,3.83,3.40
3.75,3.72,3.75,3.61
3.69,3.68,3.71,3.62
3.70,3.87,3.90,3.62
3.87,3.87,3.87,3.84
3.76,3.85,3.85,3.76
3.83,3.84,3.84,3.82
3.82,3.82,3.82,3.82
3.68,3.69,3.69,3.68
3.78,3.78,3.78,3.49
3.67,3.80,3.80,3.67
3.56,3.76,3.78,3.56
3.72,3.76,3.76,3.60
3.60,3.75,3.75,3.60
3.71,3.49,3.76,3.47
3.60,3.53,3.63,3.53
3.53,3.59,3.59,3.50
3.62,3.53,3.62,3.53
3.60,3.53,3.60,3.53
3.52,3.54,3.55,3.50
3.51,3.54,3.54,3.51
3.55,3.50,3.55,3.50
3.50,3.51,3.55,3.50
3.50,3.51,3.52,3.26
3.52,3.50,3.55,3.34
3.37,3.48,3.50,3.37
3.36,3.49,3.49,3.36
3.48,3.38,3.49,3.37
3.48,3.46,3.48,3.46
3.16,3.46,3.48,3.16
3.47,3.45,3.48,3.40
3.30,3.45,3.45,3.30
3.45,3.45,3.45,3.28
3.31,3.47,3.47,3.31
3.33,3.45,3.46,3.22
3.25,3.44,3.45,3.25
3.44,3.21,3.45,3.15
3.41,3.30,3.41,3.20
3.35,3.28,3.35,3.05
3.28,3.28,3.28,3.28
3.08,3.38,3.38,3.08
3.10,3.07,3.10,3.07
3.06,3.12,3.24,3.06
3.12,3.12,3.12,3.12
3.09,3.08,3.09,3.08
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.00,3.09,3.09,3.00
3.01,3.01,3.07,3.01
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
2.95,2.95,2.95,2.95
2.88,2.91,2.91,2.88
2.89,2.89,2.89,2.89
2.90,2.89,2.90,2.89
2.90,2.95,2.95,2.90
2.95,2.95,2.95,2.95
2.89,2.95,2.95,2.89
2.94,2.95,2.97,2.90
2.96,3.16,3.18,2.96
3.50,2.99,3.50,2.95
2.95,2.95,2.95,2.95
2.88,2.89,2.89,2.88
2.88,2.88,2.88,2.88
2.89,2.88,2.89,2.88
2.95,2.95,2.95,2.95
2.92,2.90,2.97,2.90
2.93,2.93,2.93,2.93
2.90,2.88,2.90,2.88
2.88,2.88,2.93,2.88
2.89,2.85,2.89,2.85
2.90,2.91,2.91,2.90
2.83,2.86,2.86,2.79
2.86,2.86,2.86,2.86
2.79,2.79,2.79,2.75
2.79,2.79,2.79,2.79
2.79,2.79,2.79,2.79
2.83,2.83,2.83,2.83
2.80,2.80,2.80,2.29
2.72,2.78,2.80,2.23
2.77,2.78,2.78,2.77
2.78,2.78,2.78,2.78
2.78,2.78,2.78,2.78
2.72,2.75,2.75,2.16
2.61,2.83,2.83,2.46
2.35,2.60,2.68,2.30
2.25,2.51,2.65,2.25
2.53,2.37,2.54,2.37
2.55,2.12,2.58,1.80
2.32,2.04,2.32,1.80
2.10,2.23,2.28,2.00
1.80,2.15,2.15,1.80
2.04,1.80,2.07,1.80
2.03,2.11,2.16,1.86
1.85,2.01,2.01,1.85
2.16,2.12,2.16,2.12
1.86,1.97,2.10,1.80
2.00,2.00,2.00,2.00
1.90,2.00,2.00,1.81
2.00,2.10,2.10,2.00
1.90,1.96,2.02,1.90
1.99,1.99,1.99,1.97
1.64,1.62,1.97,1.62
1.62,1.62,1.62,1.62
1.82,1.90,1.98,1.82
1.81,1.98,1.99,1.81
2.00,1.92,2.07,1.70
1.92,1.92,1.92,1.92
1.95,1.93,1.95,1.93
1.93,1.93,1.93,1.93
1.93,1.93,1.93,1.93
1.98,1.95,1.98,1.95
2.00,1.98,2.00,1.73
2.00,2.15,2.15,2.00
2.24,2.25,2.40,2.24
2.48,2.32,2.64,2.30
2.01,2.22,2.22,2.01
2.22,2.22,2.22,2.22
2.18,2.20,2.31,2.17
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
1.83,2.09,2.09,1.80
2.09,2.09,2.09,2.09
2.09,2.09,2.09,2.09
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.97,1.97,1.97,1.97
1.97,1.97,1.97,1.97
1.97,1.97,1.97,1.97
1.97,1.97,1.97,1.97
1.97,1.97,1.97,1.97
1.82,2.00,2.00,1.82
2.45,2.29,2.45,2.29
2.26,2.35,2.35,2.26
2.12,2.21,2.21,2.12
1.96,2.02,2.21,1.96
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.38,2.38,2.38,2.38
2.34,2.05,2.43,2.05
2.15,1.99,2.15,1.99
2.52,2.30,2.56,2.30
2.21,2.21,2.21,2.21
2.27,2.25,2.27,2.25
2.15,2.20,2.45,2.15
2.20,2.29,2.43,2.16
2.54,2.50,2.54,2.18
2.46,2.65,2.65,2.44
2.65,2.40,2.65,2.25
2.28,2.41,2.64,2.28
2.47,2.65,2.65,2.36
2.50,2.44,2.50,2.33
2.65,2.49,2.65,2.25
2.50,2.37,2.54,2.32
2.46,2.45,2.46,2.35
2.42,2.42,2.42,2.42
2.55,2.62,2.62,2.50
2.54,2.50,2.54,2.33
2.50,2.50,2.50,2.50
2.32,2.32,2.32,2.32
2.32,2.32,2.32,2.32
2.32,2.32,2.32,2.32
2.44,2.08,2.44,2.02
2.09,2.18,2.18,2.09
2.18,2.18,2.18,2.18
2.17,2.05,2.28,2.05
2.25,2.03,2.25,2.02
2.03,2.03,2.03,2.03
2.30,2.30,2.30,2.30
2.31,2.31,2.31,2.31
2.31,1.98,2.31,1.96
2.10,2.08,2.13,2.08
2.08,2.08,2.08,2.08
2.14,1.98,2.14,1.98
1.99,1.99,2.00,1.98
1.96,1.96,1.96,1.96
1.85,1.86,1.93,1.85
1.82,1.73,1.82,1.73
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
1.70,1.52,1.70,1.42
1.52,1.55,1.62,1.33
1.31,1.49,1.85,1.31
1.51,1.58,1.59,1.51
1.58,1.58,1.58,1.58
1.60,1.58,1.61,1.52
1.52,1.53,1.54,1.52
1.71,1.68,1.75,1.40
1.45,1.55,1.61,1.38
1.55,1.75,1.75,1.52
1.58,1.51,1.65,1.51
1.50,1.50,1.50,1.45
1.50,1.50,1.50,1.48
1.93,2.53,3.34,1.90
2.38,2.16,2.52,2.03
2.15,2.22,2.30,2.05
2.20,1.95,2.22,1.87
1.98,1.92,2.03,1.84
1.90,1.82,1.90,1.72
1.72,1.70,1.80,1.68
1.65,1.58,1.70,1.55
1.71,1.66,1.71,1.61
1.66,1.62,1.66,1.57
1.61,1.54,1.77,1.52
1.58,1.69,1.73,1.56
1.72,1.72,1.76,1.67
1.71,1.69,1.78,1.68
1.80,2.02,2.45,1.78
2.02,2.10,2.20,1.93
2.08,2.05,2.14,2.00
2.03,2.04,2.09,1.90
2.02,1.91,2.02,1.90
1.91,1.80,1.99,1.76
1.81,1.85,2.00,1.74
1.88,1.98,2.08,1.75
1.91,1.96,2.03,1.90
2.00,1.91,2.00,1.83
1.98,1.91,1.98,1.88
1.96,1.96,1.97,1.87
1.91,1.96,2.10,1.90
1.95,1.98,2.00,1.95
1.99,2.10,2.39,1.99
2.11,1.98,2.11,1.93
2.04,1.95,2.04,1.91
1.93,1.94,1.99,1.93
1.92,2.08,2.08,1.92
2.06,1.96,2.06,1.95
2.03,1.95,2.03,1.91
2.01,2.00,2.03,1.92
2.03,2.00,2.03,1.96
2.04,1.95,2.04,1.86
2.06,2.05,2.12,1.97
2.11,2.09,2.12,2.04
2.16,2.11,2.16,1.99
2.03,2.14,2.19,2.02
2.12,2.69,2.74,2.12
2.60,2.52,2.67,2.23
2.48,2.48,2.50,2.30
2.35,2.38,2.46,2.32
2.31,2.30,2.37,2.28
2.37,2.39,2.43,2.34
2.38,2.44,2.49,2.38
2.37,2.37,2.37,2.32
2.42,2.24,2.42,2.24
2.35,2.29,2.35,2.25
2.28,2.19,2.28,2.18
2.12,2.27,2.32,2.12
2.25,2.22,2.25,2.22
2.25,2.24,2.28,2.24
2.16,2.22,2.22,2.16
2.16,2.22,2.22,2.16
2.03,2.11,2.23,2.00
2.10,2.12,2.13,2.10
2.21,2.10,2.22,2.02
2.08,2.14,2.20,2.08
2.12,2.14,2.15,2.10
2.17,2.18,2.21,2.17
2.12,2.18,2.20,1.95
2.16,2.14,2.19,2.08
2.08,2.15,2.19,2.08
2.08,2.13,2.13,2.08
2.11,2.27,2.43,2.10
2.25,2.28,2.29,2.21
2.16,1.99,2.16,1.81
1.99,1.91,2.07,1.90
1.90,1.82,1.96,1.80
1.80,1.83,1.89,1.80
1.87,1.85,1.96,1.73
1.85,1.83,1.85,1.81
1.86,1.83,1.98,1.74
1.75,1.71,1.78,1.70
1.74,1.64,1.74,1.61
1.63,1.61,1.63,1.60
1.60,1.56,1.61,1.56
1.55,1.58,1.61,1.53
1.62,1.64,1.72,1.52
1.69,1.67,1.69,1.54
1.60,1.63,1.71,1.59
1.63,1.72,1.73,1.62
1.71,1.71,1.71,1.66
1.63,1.65,1.75,1.63
1.71,1.75,1.75,1.61
1.74,1.75,1.81,1.74
1.83,1.76,1.85,1.70
1.77,1.81,1.81,1.68
1.76,1.65,1.77,1.62
1.70,1.58,1.70,1.58
1.60,1.53,1.60,1.45
1.49,1.53,1.53,1.48
1.52,1.53,1.54,1.46
1.46,1.58,1.73,1.43
1.62,1.64,1.66,1.55
1.63,1.65,1.65,1.43
1.67,1.68,1.78,1.46
1.68,1.57,1.70,1.55
1.60,1.60,1.60,1.50
1.60,1.60,1.70,1.55
1.60,1.50,1.60,1.50
1.53,1.54,1.61,1.50
1.50,1.54,1.61,1.38
1.48,1.46,1.59,1.46
1.59,1.39,1.59,1.39
1.58,1.40,1.58,1.40
1.47,1.59,1.60,1.41
1.54,1.57,1.60,1.47
1.45,1.80,1.83,1.45
1.84,1.64,1.85,1.58
1.69,1.64,1.69,1.56
1.66,1.63,1.73,1.56
1.63,1.59,1.73,1.58
1.57,1.66,1.66,1.56
1.62,1.60,1.72,1.59
1.60,1.62,1.62,1.59
1.84,1.70,1.84,1.66
1.81,1.59,1.81,1.59
