CACI,CACI International,NASDAQ
60.86,60.92,61.35,60.39
61.21,61.11,61.32,60.69
61.61,62.25,62.38,60.84
62.00,62.33,62.86,61.89
61.89,63.49,64.01,61.89
64.14,64.24,64.98,63.60
63.45,61.30,63.60,60.68
61.71,61.35,61.86,60.52
62.06,62.56,62.56,61.34
62.66,62.56,63.01,62.34
62.75,62.79,63.30,62.61
62.83,62.94,63.09,62.60
63.45,63.37,63.92,62.82
63.16,63.07,63.58,62.68
63.25,63.34,63.60,62.33
63.25,63.07,63.56,62.94
63.06,64.13,64.27,63.05
64.23,64.68,64.93,64.04
64.53,64.88,64.98,64.14
65.00,65.35,65.60,64.72
65.32,65.49,66.15,65.32
65.72,65.05,66.08,65.01
64.99,66.75,66.84,64.99
66.39,66.71,66.89,65.96
66.62,66.78,66.87,66.10
66.98,67.19,67.29,66.50
67.24,66.40,67.41,66.36
66.95,67.41,67.74,66.34
67.39,66.98,67.39,66.84
66.90,67.05,67.19,66.42
66.90,67.41,67.60,66.90
67.40,66.81,67.40,66.58
67.63,67.15,67.63,66.60
67.12,67.72,67.94,66.64
67.50,68.34,68.71,67.50
68.29,68.38,68.70,67.79
69.01,68.75,69.62,68.20
66.21,68.01,68.70,62.86
67.78,68.80,68.98,67.35
68.70,67.28,68.85,67.25
67.27,67.79,67.90,67.01
67.53,66.98,67.53,66.74
67.22,68.07,68.45,67.22
68.15,68.69,68.72,68.15
68.63,68.75,69.20,68.13
68.28,67.22,68.84,67.18
67.19,67.28,67.81,67.19
67.36,67.92,68.05,66.97
67.98,67.40,68.28,67.04
68.30,67.31,68.56,66.85
67.17,67.95,68.07,66.82
68.07,67.45,68.30,67.44
67.73,67.32,68.01,66.75
67.41,67.37,67.67,67.09
67.52,68.11,68.23,67.40
67.95,67.35,68.24,67.19
67.17,67.32,67.50,66.58
67.55,67.60,67.88,67.26
68.34,68.60,68.75,67.87
68.82,69.11,69.38,68.69
69.19,69.48,69.67,68.97
69.48,69.50,70.00,68.99
69.92,69.23,69.92,69.22
69.25,69.15,69.72,68.23
69.04,69.00,69.94,68.40
69.04,68.68,69.18,68.32
68.89,69.02,69.02,68.16
68.78,69.21,69.40,68.19
68.78,69.11,69.52,68.38
69.08,69.70,69.73,68.45
69.22,68.90,69.71,67.94
68.68,67.73,68.68,67.57
67.87,68.14,68.55,67.55
67.77,67.53,67.77,67.11
67.68,67.31,68.08,67.01
67.33,67.00,67.69,66.09
67.52,67.62,68.37,67.27
67.26,68.22,68.36,67.26
68.06,68.37,68.50,67.58
68.33,67.69,68.58,67.54
67.79,67.91,68.38,67.54
67.69,68.37,68.47,67.66
68.74,69.05,69.49,68.49
69.19,69.06,69.70,68.82
69.10,69.45,69.72,68.95
69.20,70.35,70.54,69.20
70.35,70.32,70.77,70.13
70.66,70.45,70.66,70.26
70.42,70.85,70.99,70.26
71.12,71.17,71.30,70.71
71.42,70.94,72.32,70.79
71.35,71.98,72.42,70.33
71.97,72.15,72.45,71.12
72.15,71.84,72.15,71.39
71.59,71.38,71.96,71.01
71.68,71.31,72.52,70.57
71.37,70.98,71.92,70.53
70.87,71.75,71.94,70.87
71.58,71.64,71.85,71.17
71.65,71.33,71.65,70.48
71.12,71.91,72.00,70.85
71.91,71.84,72.01,71.49
71.83,71.72,71.85,71.29
71.83,71.53,72.20,71.20
71.69,71.49,72.14,70.83
71.53,71.10,71.66,70.50
71.10,71.76,72.03,70.64
71.90,71.64,72.26,71.32
71.66,71.30,71.95,70.58
71.46,71.72,72.05,71.16
71.67,71.74,72.70,71.60
71.78,71.77,72.47,71.42
71.67,71.94,72.01,71.10
72.97,72.13,73.84,71.90
72.11,72.72,72.84,71.69
72.53,72.65,72.84,71.96
73.50,72.95,74.04,72.84
72.96,72.82,73.39,72.51
72.54,72.45,72.88,71.96
72.32,71.62,72.82,71.01
71.46,71.49,71.95,71.44
71.95,72.24,73.16,71.85
72.50,72.16,72.93,71.97
72.28,71.74,72.28,71.21
71.92,71.45,72.30,70.74
71.46,71.32,71.53,70.81
71.79,72.19,72.40,71.12
72.46,72.07,72.78,71.93
71.92,72.60,73.05,71.89
72.93,72.80,73.15,72.62
73.19,72.93,73.30,72.78
72.86,72.92,73.12,72.61
73.08,73.22,74.26,73.08
73.04,73.01,73.38,72.33
72.95,73.80,74.31,72.95
74.21,73.90,74.23,73.59
73.90,74.14,74.76,73.90
74.14,74.25,74.32,73.65
75.16,77.36,77.53,74.90
77.72,78.32,78.33,77.29
77.99,77.98,78.60,77.71
78.23,78.40,79.44,78.06
78.43,78.62,79.08,78.43
78.43,78.56,78.92,78.41
78.33,78.74,78.77,78.15
78.84,78.81,79.17,78.50
78.93,79.07,79.25,78.61
78.85,79.11,79.26,78.62
78.64,78.53,78.97,78.21
78.43,77.46,78.52,77.25
77.40,77.40,77.61,77.21
76.09,76.02,76.89,75.55
80.00,74.40,80.00,73.84
73.72,74.02,74.57,72.97
74.30,72.23,74.48,71.71
72.35,71.60,72.35,71.08
71.51,70.63,71.51,70.01
71.92,71.80,72.03,71.21
71.86,71.96,72.51,71.45
71.83,71.40,71.92,70.95
71.45,71.31,71.64,70.75
71.31,71.33,71.66,70.98
70.98,72.18,72.23,70.61
72.34,72.91,72.96,71.76
72.80,73.59,74.01,72.60
73.46,73.49,74.02,73.29
73.44,74.44,74.57,73.08
74.69,75.40,75.65,74.51
75.65,76.36,76.54,74.80
76.62,78.16,79.45,76.34
78.22,78.75,79.42,77.69
78.64,79.08,79.23,78.47
79.17,78.83,79.98,78.64
78.32,78.55,78.80,77.51
79.35,80.31,80.77,79.16
80.31,79.79,80.49,79.37
79.79,78.96,80.32,77.87
79.35,78.78,79.35,78.08
78.60,78.38,78.88,77.64
78.13,77.33,78.57,76.67
77.20,76.83,77.20,75.98
76.76,76.15,76.92,75.16
75.78,76.09,76.69,75.03
76.25,75.80,76.88,75.50
77.24,77.49,78.66,76.63
77.40,76.44,77.67,75.80
76.36,76.28,76.69,75.64
76.74,75.74,76.92,75.56
75.71,75.31,75.92,74.19
75.46,75.16,75.81,74.31
75.65,74.63,75.92,74.62
74.36,74.24,75.28,73.62
74.17,73.91,74.92,73.44
74.01,73.80,74.41,72.93
73.76,74.06,74.11,73.41
74.10,74.56,74.89,73.73
68.68,71.42,71.89,68.48
71.42,70.19,71.53,69.33
70.06,69.69,70.41,69.42
70.70,70.16,71.52,69.52
70.17,70.35,71.04,69.56
70.31,69.59,70.43,69.24
69.22,69.32,69.90,68.76
69.46,69.52,69.84,68.90
69.64,69.74,69.99,68.76
70.02,69.85,70.24,69.23
69.52,69.40,69.81,68.90
69.43,69.59,69.99,68.91
69.65,69.76,70.10,69.08
69.50,69.62,69.92,69.19
69.84,69.31,69.86,69.00
68.94,69.18,69.58,68.79
69.18,69.05,69.84,68.70
69.15,69.20,69.65,69.02
69.19,69.65,69.93,68.86
70.83,72.31,73.18,70.14
72.70,72.78,73.69,72.70
72.50,73.03,73.29,71.64
72.94,71.96,72.94,71.69
71.96,71.91,72.81,70.99
71.75,71.71,72.38,71.23
71.46,72.27,72.59,71.41
72.57,72.90,74.02,72.37
72.93,72.66,73.07,72.48
72.54,71.89,72.96,71.59
71.52,71.60,72.12,70.77
71.47,71.56,71.69,70.84
71.59,71.63,72.02,71.11
71.61,71.27,71.68,70.61
71.47,71.15,71.50,70.59
71.00,71.44,71.99,70.90
71.31,71.74,71.90,70.93
72.10,71.86,72.56,71.77
71.92,72.13,72.54,71.39
72.16,71.75,72.19,71.52
71.73,71.40,71.73,70.85
71.78,71.36,71.99,71.01
71.01,71.19,71.80,70.69
71.03,71.21,71.32,70.56
71.36,71.43,71.82,70.61
71.75,71.72,72.15,71.67
71.85,71.42,72.29,70.95
71.10,71.51,71.60,70.99
71.45,71.32,71.92,71.18
71.32,71.21,71.32,70.33
71.42,71.40,71.56,70.74
71.34,71.18,71.84,71.10
71.28,70.82,71.68,70.73
70.82,70.98,71.14,70.05
71.00,71.06,71.76,70.72
70.96,70.62,71.18,70.35
70.45,70.41,70.66,70.16
70.12,69.70,70.55,69.52
69.61,69.78,70.00,69.61
67.19,69.03,69.87,67.01
68.56,69.98,70.11,68.48
69.70,70.21,70.36,69.40
70.30,70.15,71.29,70.13
69.77,69.68,70.16,69.53
69.70,70.11,70.21,69.70
70.00,69.65,70.03,69.07
69.91,69.10,69.91,68.84
69.20,69.31,69.90,69.20
68.57,68.79,68.89,68.07
68.68,68.65,69.21,68.63
69.10,68.50,69.33,68.22
68.35,68.30,69.00,68.13
68.50,68.50,69.08,68.37
68.44,68.30,68.90,68.00
68.22,68.72,69.04,68.22
68.39,68.55,68.97,68.02
68.72,69.05,69.28,68.62
69.21,69.63,69.84,68.99
69.68,69.64,70.40,69.44
69.52,69.35,69.60,69.06
69.39,69.59,69.81,69.19
69.85,69.15,69.85,68.84
69.38,69.79,69.81,68.91
69.49,68.99,69.49,68.68
69.02,69.06,69.37,68.62
69.29,69.14,69.43,68.35
68.97,69.50,69.75,68.63
69.34,69.70,69.79,68.93
69.70,69.23,69.85,69.05
69.27,69.63,69.85,69.27
69.85,69.79,70.32,69.51
69.78,69.91,70.40,69.50
69.85,69.82,70.10,69.51
69.56,70.10,70.38,69.55
70.57,70.23,70.65,69.53
70.52,70.30,71.04,70.22
70.20,70.24,70.42,69.73
70.11,70.40,70.69,69.59
70.22,71.09,72.92,69.53
71.07,71.13,71.96,70.73
71.27,70.91,71.81,70.55
71.21,71.23,71.62,70.88
71.40,71.49,71.59,70.84
71.47,71.47,71.72,71.00
71.36,72.12,72.27,71.36
72.33,72.04,72.51,71.88
72.20,72.74,73.09,71.96
72.92,72.35,73.29,72.25
72.17,72.35,72.74,71.93
72.51,73.03,73.15,72.25
72.91,72.51,72.91,72.15
72.46,72.72,72.98,72.30
72.50,72.96,73.45,72.44
72.79,72.42,72.86,71.98
72.60,72.40,72.89,71.78
72.41,72.60,73.08,72.21
72.65,72.69,73.20,72.41
72.74,72.84,72.97,72.30
72.82,72.25,73.00,71.93
72.12,71.76,72.12,71.33
71.78,71.49,72.42,71.46
71.59,71.47,71.94,71.02
71.61,71.13,71.82,71.07
71.17,71.21,71.81,70.81
70.76,71.29,71.63,70.76
71.29,71.27,71.78,71.06
71.09,70.95,71.40,69.89
70.84,70.88,71.88,70.62
70.90,70.83,71.23,70.74
70.90,70.72,71.12,70.65
70.51,70.47,71.06,70.29
70.49,71.19,71.26,70.26
71.13,70.47,71.85,70.22
70.37,69.73,71.21,69.68
69.78,69.80,70.57,69.63
70.27,70.26,71.19,69.97
69.76,70.63,70.86,69.15
69.90,70.98,71.47,69.90
71.42,70.73,71.42,70.52
70.58,70.65,71.06,70.43
70.80,71.25,71.43,70.76
71.29,70.99,71.49,70.87
71.50,71.74,72.06,71.22
71.95,71.99,72.04,71.57
72.00,72.55,72.68,71.69
72.89,74.39,74.66,72.50
74.57,74.52,74.98,74.13
77.70,82.05,82.15,76.76
81.65,82.29,83.76,81.11
82.29,83.69,84.08,81.48
83.16,84.17,84.39,82.98
84.42,83.80,84.78,83.64
83.85,83.67,84.20,83.46
83.49,83.43,83.56,83.18
83.40,83.92,84.17,83.39
84.03,85.39,85.78,84.03
85.35,85.87,86.00,84.87
86.00,86.32,86.72,85.90
86.34,86.08,86.40,85.77
85.99,85.63,86.28,85.33
85.58,84.99,86.34,84.55
85.06,85.07,85.92,84.41
85.15,85.62,86.10,84.99
86.47,86.25,86.61,85.95
86.57,86.83,87.49,86.40
87.11,87.33,87.93,87.06
87.65,88.44,88.75,87.57
88.64,89.19,90.11,88.64
89.00,88.50,89.47,88.46
88.73,89.41,89.49,88.44
89.50,90.39,90.75,88.79
90.50,89.87,90.94,89.53
89.75,89.99,90.47,89.71
89.71,89.60,91.80,89.26
88.91,89.36,89.44,88.08
89.31,88.32,90.27,88.29
88.74,87.96,88.90,87.83
86.02,85.48,86.50,84.69
84.00,83.81,85.68,83.69
83.63,83.36,85.30,83.18
83.68,84.94,85.08,82.83
85.62,85.93,85.98,85.00
85.98,86.04,86.45,85.52
86.04,87.09,87.12,85.80
87.51,87.53,88.43,87.13
87.74,87.76,88.53,87.38
88.26,88.07,88.50,87.53
88.10,87.45,88.10,87.27
87.26,87.23,87.80,86.86
87.57,86.18,87.87,86.11
86.68,85.62,86.74,84.78
85.18,84.59,86.17,84.41
84.63,84.40,85.27,83.65
85.16,86.11,86.13,84.54
86.54,88.20,88.24,86.48
88.14,87.74,88.80,87.54
87.56,86.43,87.94,86.22
87.00,88.60,89.81,87.00
87.95,88.10,88.83,87.06
88.25,88.44,88.83,86.97
87.95,90.12,90.48,87.95
90.50,89.54,90.81,89.03
89.12,87.63,89.13,86.72
87.65,87.96,88.20,86.68
88.15,88.29,88.54,87.85
88.21,88.18,88.21,87.03
87.63,86.84,87.70,85.87
88.55,86.88,89.31,86.37
84.70,86.92,87.27,79.76
86.57,84.59,86.92,84.45
84.61,83.74,84.91,82.08
84.17,84.97,85.06,83.76
84.78,84.70,85.10,84.36
85.00,85.31,85.62,84.08
85.50,85.26,85.55,84.51
84.84,85.01,85.50,84.63
85.50,85.35,85.50,84.24
85.11,85.64,85.65,84.80
86.02,87.58,87.59,85.88
87.64,88.00,88.15,87.34
88.20,87.81,88.20,87.30
87.54,87.66,87.95,86.62
87.24,88.51,88.80,86.94
88.53,89.00,89.00,87.90
88.28,89.00,89.05,87.90
88.92,88.17,89.14,87.20
88.22,88.09,88.56,87.50
87.90,87.81,88.35,87.45
87.92,87.29,88.30,87.02
87.60,88.85,89.12,87.45
88.65,88.54,88.92,87.75
88.47,87.67,88.78,87.41
88.02,87.68,88.31,86.80
87.20,86.80,87.32,86.04
86.78,87.58,87.60,86.78
87.00,85.85,87.74,85.77
85.69,85.79,86.41,85.11
86.15,86.94,87.17,85.77
87.02,85.97,87.02,85.23
86.69,86.68,87.33,86.35
86.66,86.50,87.11,86.30
86.52,87.78,87.96,85.84
87.62,87.82,88.08,87.40
88.57,89.00,89.10,88.20
88.87,89.53,89.98,88.45
89.32,89.67,89.87,88.70
89.81,87.22,89.97,87.13
86.69,87.62,87.80,86.22
87.58,88.44,88.86,86.73
89.08,90.76,92.20,89.08
90.51,89.92,91.23,89.70
89.62,88.99,89.75,88.60
89.25,88.33,89.60,87.99
88.00,88.08,88.56,87.61
88.09,87.67,88.32,87.58
87.64,88.34,88.68,87.47
88.06,87.57,88.54,86.78
87.95,87.81,88.24,87.41
87.67,87.40,87.95,87.33
87.44,86.86,87.44,86.40
87.28,86.77,87.34,86.46
86.60,86.75,86.98,85.97
85.98,85.94,86.18,85.07
86.17,87.33,87.40,86.06
87.59,88.28,88.41,87.26
88.16,88.95,90.00,87.88
89.32,89.91,90.30,88.98
89.81,89.10,89.92,89.00
89.24,87.55,89.98,87.20
87.37,88.47,89.37,86.90
87.87,86.38,88.49,85.58
88.99,88.24,91.72,87.42
88.57,89.64,89.98,87.95
89.63,89.95,90.56,89.38
89.96,88.69,90.13,87.82
89.07,88.26,89.07,87.78
87.97,88.42,88.57,87.80
89.06,89.82,90.09,88.90
89.67,88.81,89.83,88.48
88.18,87.31,88.18,86.95
87.56,87.85,88.14,86.98
88.09,88.68,88.93,87.90
88.80,88.79,88.97,88.08
88.79,89.15,89.44,88.55
89.00,89.23,89.52,88.62
89.11,89.00,89.50,88.84
89.00,87.94,89.47,87.85
87.73,87.00,88.33,86.85
86.85,85.64,86.99,85.37
85.51,86.49,86.69,85.33
86.48,86.58,86.80,85.94
86.59,85.62,87.03,85.28
85.62,85.96,86.51,85.00
85.44,85.75,86.50,84.60
85.99,87.06,87.21,85.75
86.54,85.02,86.90,84.72
84.77,85.32,85.67,84.29
85.16,84.23,85.33,84.06
84.73,84.22,84.73,83.62
84.47,85.94,86.01,84.25
85.94,85.51,85.98,85.18
85.23,85.23,85.83,84.66
84.79,84.26,84.90,83.60
84.13,85.05,85.57,83.77
85.33,85.04,85.54,84.65
85.43,85.42,85.59,84.76
85.62,84.99,85.62,84.63
85.72,85.50,86.39,85.20
85.87,86.32,86.37,85.09
86.48,85.14,86.82,84.69
85.14,84.30,85.14,83.41
84.65,84.25,84.65,83.71
83.70,81.77,83.97,81.66
82.37,80.89,82.85,80.70
81.50,81.62,82.08,80.99
81.85,81.17,82.09,80.25
80.46,81.25,81.61,80.01
81.27,80.84,81.27,79.79
80.34,80.09,80.53,79.45
81.01,80.97,81.52,80.70
82.11,80.52,82.11,79.77
81.35,81.66,82.00,81.11
81.73,81.92,82.34,81.30
81.90,82.74,82.88,81.10
83.21,83.90,84.08,83.04
83.78,83.12,84.14,82.88
83.37,82.54,83.37,82.29
82.38,81.68,83.45,81.47
81.69,81.97,82.36,81.15
82.33,81.26,82.47,81.15
81.49,80.35,81.49,80.09
80.37,79.21,80.37,79.03
80.50,80.85,81.37,79.46
80.98,82.21,82.48,80.98
82.06,82.22,82.58,80.99
82.53,82.13,82.85,81.60
82.33,81.85,82.33,80.98
81.95,81.68,82.75,81.37
82.44,82.35,83.14,81.83
82.75,81.75,82.75,81.30
81.42,82.06,82.30,80.63
82.64,82.80,83.48,82.56
81.82,82.38,82.51,80.92
82.04,82.64,83.26,80.76
84.53,84.25,85.92,81.65
84.86,84.45,84.98,83.72
84.22,84.76,85.22,84.01
84.50,83.92,85.17,83.50
83.83,83.41,84.12,83.01
82.48,82.20,83.34,82.18
81.57,80.46,82.45,79.98
76.69,76.92,79.68,73.80
78.13,75.09,78.13,74.93
76.57,77.31,77.55,75.17
77.99,78.23,79.09,77.07
77.83,78.47,78.56,77.15
78.05,78.42,78.85,78.03
76.92,75.76,77.37,75.36
76.54,77.05,77.10,75.34
77.15,76.77,78.16,76.63
75.66,75.84,76.54,75.25
76.73,76.31,77.11,75.47
76.90,75.90,77.45,75.84
75.89,76.94,77.26,75.76
76.57,77.31,77.56,76.29
77.40,76.55,77.48,76.53
76.47,77.59,78.00,76.47
77.74,77.85,78.36,77.51
77.62,77.99,79.25,77.40
76.91,75.39,77.22,75.23
76.09,76.67,77.60,75.62
75.89,76.37,77.00,75.60
76.52,75.97,76.97,75.51
75.55,75.94,76.13,75.00
76.61,76.99,77.69,75.88
76.82,74.86,76.82,74.80
74.86,74.13,74.95,73.52
74.61,73.97,75.04,73.38
73.95,73.58,74.36,72.70
72.60,74.57,74.58,72.19
75.29,77.74,78.09,75.16
77.62,77.78,78.46,77.50
78.05,80.04,80.25,78.05
79.85,81.78,81.85,79.85
81.83,81.60,82.02,81.44
81.57,82.32,82.65,81.12
82.05,82.46,83.48,82.04
82.33,80.87,82.99,80.65
81.27,81.80,81.94,79.82
82.12,82.02,82.74,81.36
81.66,82.65,82.95,81.30
82.50,82.20,82.89,81.68
82.24,81.11,82.73,80.89
81.40,83.16,83.16,80.69
83.62,84.97,85.03,83.02
84.95,84.81,85.68,84.35
84.39,84.82,85.37,84.39
85.11,89.21,89.63,85.11
90.10,96.00,97.42,90.10
96.51,97.04,97.99,95.81
97.00,98.75,99.73,96.48
98.59,99.32,99.52,97.99
99.44,100.58,101.40,99.09
100.59,100.32,101.13,99.58
100.45,100.59,100.98,99.40
100.22,99.52,100.28,99.38
99.33,101.50,101.53,99.33
101.44,100.13,101.73,100.10
98.73,98.06,99.72,97.76
97.67,95.98,97.94,95.95
95.75,97.02,97.63,95.75
97.25,96.93,97.87,96.58
97.18,97.87,98.01,96.57
97.76,97.58,98.58,97.18
98.23,98.79,99.64,97.95
98.35,98.92,99.50,98.03
98.25,99.69,100.14,97.70
99.56,99.64,99.94,99.20
99.62,100.16,100.55,99.23
100.14,100.26,100.87,99.64
100.39,103.31,104.09,100.10
103.02,103.10,103.70,102.39
103.62,100.47,103.90,100.16
100.44,101.64,102.23,99.59
101.32,99.35,101.55,98.64
97.85,103.03,103.35,97.29
101.40,97.70,103.04,97.53
97.92,97.51,98.32,96.47
96.03,93.20,96.40,93.02
93.19,93.71,94.51,92.51
94.00,93.98,94.19,93.49
94.00,94.67,95.01,92.57
96.34,99.15,102.46,95.83
99.16,93.13,99.54,93.09
93.63,93.20,94.80,92.63
93.80,94.57,94.75,92.28
94.90,94.81,95.54,94.29
94.75,94.55,95.32,94.41
94.50,94.32,95.07,93.44
94.96,95.23,95.75,94.36
95.07,94.55,95.58,94.23
93.99,92.78,94.74,92.69
91.38,89.58,91.42,88.85
89.92,91.70,92.14,89.40
90.67,90.51,91.12,89.45
91.07,89.10,92.74,89.05
89.67,86.85,90.68,86.69
87.40,88.14,88.55,87.24
88.78,87.96,89.32,86.32
88.19,86.58,88.88,85.00
87.13,87.72,88.23,85.88
86.02,87.70,88.56,85.57
88.54,86.61,88.54,85.68
85.80,87.92,89.00,84.14
88.11,84.59,88.26,84.10
85.84,86.21,86.62,85.12
85.79,83.59,86.36,83.32
83.81,84.57,84.58,83.15
84.18,82.35,84.18,81.65
83.12,81.76,83.67,81.48
82.21,83.07,83.30,81.69
82.58,81.59,82.58,81.21
80.93,80.95,81.45,79.89
81.48,80.72,81.48,78.08
82.01,92.86,98.66,82.01
94.21,91.07,95.46,90.62
90.45,93.54,93.99,90.45
92.73,93.82,94.96,91.82
94.26,93.77,96.83,93.52
92.42,92.75,94.22,91.83
93.68,94.04,95.04,93.36
95.05,94.76,96.06,93.72
95.10,93.78,95.62,93.04
93.92,92.11,94.09,91.67
92.02,93.23,93.63,91.23
94.32,94.82,95.36,93.71
94.35,94.03,95.21,93.82
92.88,94.63,95.34,92.33
94.87,96.73,96.88,93.78
96.97,94.61,97.16,94.15
94.67,96.62,97.13,94.17
97.24,96.97,97.93,95.87
97.07,99.23,99.52,96.77
99.30,101.32,101.51,98.56
101.52,102.90,104.03,100.35
102.16,101.43,102.16,100.05
101.13,98.80,101.62,98.68
99.05,98.50,99.55,97.53
99.11,98.69,100.63,97.67
99.41,100.27,100.88,98.40
99.74,99.56,100.62,99.36
99.08,98.51,99.39,97.90
98.23,99.83,100.61,96.90
99.64,100.03,100.90,99.18
100.79,101.23,101.50,99.30
101.06,100.62,101.55,100.08
99.99,100.75,101.72,98.62
99.66,100.16,101.06,99.66
99.82,99.42,99.89,98.27
100.11,100.15,101.14,98.94
100.00,105.74,106.45,99.82
106.16,106.20,108.41,105.89
106.00,106.70,107.39,105.06
106.45,106.67,106.91,105.35
107.00,104.57,107.41,104.48
104.08,103.90,104.48,103.24
103.77,105.98,106.33,103.34
105.50,104.61,105.50,103.74
105.18,105.11,106.34,104.86
105.82,104.74,106.47,104.34
104.75,103.67,104.75,103.00
104.95,106.39,106.47,104.50
106.37,106.29,106.55,105.19
106.26,106.15,107.00,105.32
105.82,108.49,108.67,105.82
108.90,108.47,109.26,106.70
108.61,109.20,109.99,107.38
109.01,108.06,111.13,108.00
107.84,109.38,109.50,107.84
108.78,109.19,109.45,107.54
109.09,108.56,110.24,108.16
108.82,110.34,110.74,107.24
108.13,98.08,108.13,97.57
97.78,96.15,98.32,96.07
96.27,97.50,97.56,96.01
96.93,95.27,97.80,94.05
95.19,93.14,96.13,93.00
93.31,93.48,94.05,92.69
93.09,95.35,95.35,93.09
95.51,94.89,95.92,94.84
95.01,95.79,95.83,94.47
95.79,94.30,96.83,94.17
95.33,94.92,95.33,93.68
94.62,94.11,95.64,93.91
94.46,95.21,96.19,94.26
95.13,92.40,95.13,91.96
92.36,92.14,93.45,91.45
91.63,91.93,92.55,90.27
92.33,93.17,93.24,91.71
93.04,93.04,93.48,92.67
93.65,96.79,96.97,93.06
97.34,97.38,97.78,96.52
97.71,96.79,98.24,96.37
96.90,98.86,99.27,96.90
99.52,100.77,100.89,98.75
100.37,100.21,100.54,99.22
99.72,100.62,100.62,99.37
100.48,99.35,100.48,98.99
99.51,100.85,101.31,99.40
100.71,101.38,101.83,100.66
101.50,101.59,101.97,101.27
100.77,100.61,100.98,100.01
99.41,99.95,100.98,98.85
99.52,98.75,100.28,98.45
98.63,99.58,99.92,97.58
99.77,97.71,99.77,97.48
96.70,98.01,98.20,96.16
98.28,97.63,98.28,96.51
98.96,100.61,102.12,98.38
101.00,99.87,101.84,99.52
100.14,99.30,100.78,99.23
90.93,90.89,92.37,88.38
88.74,90.21,90.88,87.31
88.86,87.61,88.86,87.50
88.59,89.05,89.20,87.63
89.77,88.99,90.18,88.17
88.80,90.41,90.41,88.12
90.44,90.77,91.20,90.04
90.50,88.63,91.03,88.52
87.67,89.38,89.46,87.67
89.82,89.94,90.44,89.26
90.43,91.86,92.58,90.30
91.75,90.72,92.98,90.61
91.43,92.05,92.43,91.32
92.30,93.33,93.52,92.30
93.50,93.60,94.62,93.34
94.11,93.12,94.18,92.77
93.04,92.31,93.20,92.24
91.79,92.15,92.97,91.79
92.93,93.59,94.23,92.82
93.40,92.99,94.49,91.93
93.14,94.85,94.87,92.79
94.74,95.72,95.96,94.52
95.41,96.82,97.14,95.41
97.33,97.37,97.75,96.66
96.94,96.94,97.40,95.92
96.57,95.33,96.57,95.02
95.89,96.38,96.78,94.84
96.30,94.00,96.52,93.86
93.71,94.07,94.30,93.02
92.97,93.36,94.64,92.87
93.75,95.97,96.22,93.33
95.76,95.31,95.76,94.03
95.00,95.70,95.98,94.42
95.60,96.35,97.44,95.28
96.37,94.56,97.24,94.02
94.38,93.88,94.69,93.54
93.84,94.53,95.52,93.45
94.54,94.28,94.99,93.30
94.34,92.69,94.34,92.68
92.65,96.65,101.66,92.65
96.64,97.68,99.04,95.88
97.47,98.55,98.93,96.32
98.72,98.54,99.74,98.09
98.55,97.49,99.05,97.19
97.45,98.56,99.55,97.45
98.74,98.69,99.25,97.84
98.73,99.10,99.96,98.73
98.87,99.17,99.50,98.36
99.35,99.36,99.66,98.12
99.40,98.66,99.72,97.99
98.76,100.07,100.55,98.76
100.06,100.80,100.93,99.35
100.64,101.11,101.31,100.13
100.62,101.67,101.80,100.07
101.06,98.82,101.18,98.78
98.53,99.91,100.10,97.63
98.89,98.33,99.03,97.94
98.28,96.49,98.80,96.18
96.57,97.66,98.07,96.26
97.91,97.08,97.91,96.54
97.50,98.52,99.72,97.03
99.32,97.86,99.80,97.84
98.50,99.61,99.73,98.21
100.04,103.16,103.21,99.76
102.45,101.73,102.63,101.58
101.45,101.02,102.33,100.94
100.74,101.18,101.74,100.26
101.10,102.40,102.47,100.02
102.50,100.45,102.50,100.36
100.58,100.90,101.47,99.60
100.61,100.77,101.31,100.37
100.88,100.30,101.29,98.66
100.90,101.46,102.23,100.01
100.90,103.78,103.95,99.42
103.72,101.37,103.79,100.71
101.72,102.56,103.31,101.72
102.60,100.85,102.60,99.70
101.19,100.68,101.20,99.88
99.49,100.79,101.43,99.25
100.92,100.09,101.52,99.84
100.65,99.60,100.80,99.45
100.45,100.30,101.10,100.00
100.10,100.40,101.55,100.00
99.95,101.50,102.20,99.95
100.60,100.15,100.95,100.00
100.80,101.25,103.05,99.55
100.75,100.85,101.22,100.15
100.30,100.95,101.45,99.90
105.00,99.25,105.00,98.35
99.10,98.30,99.85,97.90
98.25,97.85,99.30,96.05
98.20,99.45,99.90,98.20
99.45,99.45,100.25,99.25
100.05,101.05,101.30,98.40
100.90,102.70,103.55,100.90
104.15,105.10,105.85,104.00
104.85,106.75,107.10,104.35
105.90,114.50,114.85,105.90
114.80,118.05,119.35,114.05
118.10,121.75,122.00,118.10
121.85,123.50,125.85,120.45
122.80,119.79,123.05,119.05
120.95,122.45,122.68,120.05
122.45,124.20,124.20,122.40
124.70,124.70,124.75,123.85
124.55,126.10,126.15,124.38
126.65,129.15,129.30,126.30
128.75,128.75,129.35,127.85
128.85,128.50,128.90,127.85
127.50,128.15,129.30,127.25
128.90,130.65,131.00,127.60
132.25,129.40,132.94,128.90
129.60,128.25,130.45,127.50
128.35,129.90,130.40,127.68
130.70,131.85,132.30,130.30
131.30,133.20,133.70,131.00
133.40,131.50,133.40,131.15
131.65,132.00,132.95,130.75
