IJH,iShares Core S&P Mid-Cap ETF,NASDAQ
115.74,114.19,116.01,113.84
114.34,113.77,114.81,112.78
112.51,112.56,113.53,111.44
113.72,113.96,114.23,112.69
114.53,114.38,114.80,113.76
115.12,116.01,116.27,115.06
115.69,115.50,116.40,115.20
116.37,116.99,117.61,116.02
117.04,116.77,117.82,116.23
116.37,116.83,117.16,116.15
117.98,118.34,118.34,116.65
118.86,118.57,119.14,118.42
119.24,119.92,120.06,118.81
119.91,119.94,120.10,119.28
121.16,121.47,121.53,120.79
121.48,121.81,121.94,121.36
122.04,122.30,122.44,121.66
122.36,121.40,122.50,121.23
122.03,121.91,122.27,121.51
122.27,123.02,123.16,122.10
122.78,123.20,123.26,122.62
123.39,123.65,123.77,123.05
124.10,123.73,124.10,123.35
124.13,122.73,124.30,122.51
122.50,123.25,123.28,122.30
122.36,122.79,122.79,121.93
122.21,122.13,122.91,121.71
122.58,122.39,122.80,122.10
122.91,123.02,123.84,122.64
124.12,125.51,125.95,123.81
125.03,125.07,125.25,124.69
124.91,125.13,125.28,124.69
124.67,123.84,124.87,123.53
123.41,122.94,123.62,122.60
123.34,123.45,123.76,122.89
123.26,123.57,123.94,123.04
122.82,123.86,124.05,122.80
124.08,123.77,124.08,122.88
123.61,122.99,123.74,122.91
121.71,120.81,121.78,120.55
120.54,120.45,121.20,120.30
120.29,119.60,120.67,119.60
119.66,121.18,121.35,119.58
120.52,120.20,121.34,119.85
120.35,121.50,121.86,120.34
121.81,121.65,121.81,120.77
121.76,121.75,122.34,121.37
120.42,119.21,120.69,119.17
119.20,119.60,120.02,119.00
119.26,120.10,120.60,119.24
120.18,118.14,120.18,118.12
119.91,118.18,120.12,116.97
118.22,119.44,119.53,117.75
119.45,119.61,120.09,119.36
120.17,119.89,120.61,118.55
120.23,121.74,121.74,120.17
122.50,122.94,122.94,122.13
122.87,123.05,123.13,122.33
123.21,122.79,123.35,122.50
123.04,123.01,123.06,122.37
124.54,123.64,124.62,123.44
123.64,124.52,124.58,123.60
124.51,125.82,126.00,123.72
126.15,125.53,126.17,125.39
125.93,124.55,125.93,124.55
124.41,124.08,124.55,123.44
123.78,123.81,124.50,123.11
123.80,123.84,124.52,123.33
123.97,124.54,124.87,123.88
123.78,124.12,124.41,123.67
122.84,124.14,124.41,122.72
123.95,125.77,126.28,123.89
125.10,125.59,125.73,124.54
125.26,124.54,125.39,123.60
124.56,125.28,125.51,124.43
124.05,123.92,124.77,123.82
123.79,122.36,124.16,122.26
122.52,122.06,122.62,121.34
123.47,124.74,124.74,123.18
124.42,125.86,125.86,124.27
125.10,126.31,126.35,124.97
125.96,125.02,126.22,124.75
125.94,126.70,126.70,125.64
126.05,127.66,127.75,126.05
128.25,128.77,128.80,127.72
128.97,128.78,129.06,128.43
129.26,129.47,129.98,128.85
128.87,128.55,128.96,127.98
128.84,128.86,129.03,128.39
128.99,129.21,129.23,128.50
129.25,129.13,129.47,128.63
129.33,129.73,129.79,128.86
129.92,128.85,130.00,128.39
128.81,128.54,129.63,128.26
128.90,128.86,129.26,127.82
129.21,129.70,129.83,128.83
129.25,128.90,129.47,128.50
129.51,128.85,129.75,128.53
129.25,126.51,129.37,126.51
126.58,128.49,128.49,126.52
128.36,128.85,129.03,128.10
128.67,128.74,128.78,128.05
128.02,130.10,130.10,127.91
130.05,130.55,130.68,129.73
130.65,130.98,131.03,130.39
131.35,130.07,131.39,129.79
129.90,129.15,130.19,128.81
129.48,128.87,129.92,128.41
129.30,130.48,130.51,129.30
130.43,130.72,130.81,130.11
130.99,130.53,130.99,130.19
130.49,130.58,130.83,130.13
130.72,130.85,130.89,130.31
131.09,130.43,131.09,130.30
130.31,130.35,131.47,129.58
129.89,129.89,130.55,129.33
129.33,129.73,130.33,128.57
129.62,129.89,129.91,129.10
131.18,130.99,131.40,130.55
131.13,131.12,131.59,130.86
130.81,130.64,131.64,130.64
130.83,128.54,130.83,128.34
128.42,128.63,128.95,128.17
128.86,129.02,129.42,128.39
129.54,130.05,130.18,129.54
130.07,129.97,130.16,129.19
130.19,131.61,131.61,129.00
131.30,130.49,131.30,130.32
130.21,131.97,132.03,130.21
132.14,132.48,132.56,131.97
132.77,133.00,133.13,132.61
133.65,133.17,133.78,133.02
133.28,133.22,133.64,133.05
133.23,133.50,133.65,133.08
133.64,133.81,134.08,133.61
133.46,132.35,133.56,132.04
132.82,133.00,133.29,132.56
133.56,132.21,133.61,132.09
132.62,133.27,133.59,132.52
133.20,133.47,133.69,132.60
133.95,133.68,134.12,132.90
133.80,134.61,134.61,133.64
134.23,132.70,134.50,132.31
133.15,134.33,134.39,132.82
134.47,135.11,135.16,134.40
134.74,134.89,135.06,134.55
134.75,134.48,134.98,134.32
135.32,134.96,135.47,134.21
135.12,135.62,135.71,134.92
134.87,134.60,135.04,133.88
133.66,131.11,133.74,131.07
131.23,129.91,131.45,129.15
130.10,131.12,131.29,130.02
129.68,129.77,131.02,129.58
130.75,131.59,131.88,130.63
129.82,130.88,131.89,129.63
130.73,126.52,130.98,126.11
126.85,127.90,127.96,126.18
127.18,127.49,127.84,126.08
128.06,129.20,129.26,128.01
129.85,130.51,130.64,129.53
130.55,130.95,130.96,129.96
131.13,132.24,132.48,130.90
132.55,133.05,133.35,132.46
131.93,133.91,134.14,131.93
133.80,134.40,134.52,133.55
134.75,135.22,135.41,134.28
135.01,134.38,135.77,134.25
134.57,135.20,135.49,134.12
135.53,135.52,135.96,135.15
135.64,135.90,137.05,135.63
136.13,135.97,136.56,135.48
136.17,136.68,137.25,135.89
136.45,137.18,137.18,136.14
136.96,137.40,138.18,136.71
136.21,136.66,137.08,135.54
138.00,138.77,139.05,137.74
138.84,138.40,138.89,138.23
138.87,138.65,139.02,138.35
139.32,138.89,139.42,138.21
138.65,138.13,138.80,137.58
138.36,137.32,138.74,136.85
136.58,137.44,137.44,136.16
137.83,136.04,138.02,135.52
135.68,136.47,136.95,135.60
137.25,137.37,138.08,136.99
137.53,138.67,138.88,137.42
138.63,137.80,138.88,137.10
137.45,138.21,138.31,136.99
138.69,137.87,139.41,137.87
138.58,136.98,138.91,136.12
137.19,136.85,137.76,136.08
137.35,135.07,137.70,135.00
135.11,134.72,135.44,134.21
135.10,135.43,136.45,134.92
136.38,137.47,137.63,135.83
137.78,138.69,138.69,137.63
138.97,139.12,139.23,138.50
139.22,138.43,139.36,138.04
139.40,136.41,139.58,136.00
135.93,133.97,136.26,133.54
133.95,134.83,135.07,133.28
135.24,136.12,136.21,134.70
136.00,133.17,136.16,132.87
132.44,131.58,133.28,131.26
132.52,132.16,132.94,131.17
132.60,133.06,133.28,130.76
133.96,134.51,134.56,133.38
134.32,134.77,135.15,134.21
134.90,135.25,135.33,134.43
135.47,136.24,136.54,135.29
136.27,135.93,136.60,135.82
136.54,136.08,136.57,134.94
135.63,134.41,135.69,134.23
135.06,133.96,135.36,132.44
134.51,134.49,134.98,134.11
134.33,135.30,135.37,133.80
135.18,135.53,136.33,134.72
135.59,135.89,136.90,135.31
135.08,135.94,136.24,134.34
135.60,134.89,135.96,134.70
135.29,135.49,135.55,133.61
135.31,134.86,136.78,134.53
134.63,135.23,135.23,133.94
135.68,137.17,137.38,135.68
137.29,136.64,137.66,136.53
136.36,135.44,136.58,135.34
134.90,134.44,135.00,132.89
134.63,135.09,135.09,133.77
134.76,135.80,136.26,134.69
135.45,134.41,135.57,133.82
134.74,135.08,135.44,134.24
135.30,135.89,136.38,135.07
135.90,136.82,136.90,135.80
137.47,137.71,138.04,137.30
137.72,137.30,137.73,136.79
137.80,137.92,138.04,137.11
137.99,137.63,138.19,137.39
137.91,138.17,138.20,136.88
137.80,138.04,138.39,137.54
137.88,138.77,138.82,137.66
139.12,140.12,140.30,138.34
140.55,140.99,141.32,140.39
140.95,141.50,141.99,140.79
141.23,141.04,141.30,140.64
140.56,140.65,140.75,140.10
140.37,139.89,140.53,139.57
140.09,140.29,140.56,139.46
140.16,140.20,140.71,139.70
140.19,141.52,142.14,139.96
141.39,142.07,142.23,141.06
142.45,142.25,142.45,141.70
142.42,142.53,142.70,142.14
142.65,142.51,143.04,142.25
141.91,141.03,142.90,140.98
140.73,141.87,141.95,140.68
141.92,141.58,141.94,140.62
141.22,142.45,142.50,141.22
142.35,143.08,143.08,141.93
143.51,144.19,144.95,143.44
144.06,143.44,144.38,143.22
143.78,144.12,144.18,143.66
143.92,142.79,143.98,142.66
142.60,141.74,142.90,141.10
142.01,142.03,142.21,141.56
139.84,141.15,141.79,139.75
141.02,140.92,141.27,140.45
141.86,141.53,141.94,141.26
141.34,141.06,141.98,140.22
141.74,140.88,141.85,140.28
140.24,139.31,141.09,139.09
139.62,141.01,141.11,139.52
140.33,140.51,140.80,139.89
141.22,141.18,141.73,141.06
141.41,141.07,141.41,140.63
141.21,141.30,141.75,141.04
140.57,140.30,141.03,140.16
140.43,140.02,140.52,139.22
140.24,139.40,140.82,139.39
139.90,139.65,140.34,139.15
138.56,136.76,138.93,136.76
136.58,136.72,137.16,135.37
136.98,137.33,137.47,135.69
136.72,136.65,137.70,136.03
135.95,136.86,137.48,135.95
137.29,136.35,137.66,135.99
136.50,137.74,137.82,136.18
138.36,138.34,139.16,138.13
137.99,137.88,138.82,137.28
138.40,139.01,139.26,138.07
139.21,139.59,139.70,139.06
140.36,139.52,140.36,138.45
140.52,141.14,141.19,140.13
141.46,141.97,142.03,141.42
141.72,142.35,142.49,141.52
142.43,142.56,142.74,141.79
142.48,142.44,142.85,141.97
143.25,142.93,143.34,142.56
143.13,143.39,143.68,143.08
143.56,143.19,143.69,143.01
142.79,143.00,143.22,142.29
143.43,143.66,143.85,142.84
143.99,144.14,144.78,143.66
144.83,143.92,144.91,143.67
144.01,143.42,144.61,143.10
143.35,143.99,144.01,142.84
143.82,143.85,144.28,143.20
143.77,142.75,143.91,142.58
142.87,142.93,143.13,142.04
142.28,143.58,143.63,142.21
143.56,142.25,143.56,141.88
142.23,141.68,142.37,141.27
141.24,142.46,142.84,141.18
142.64,142.35,143.15,141.89
142.89,142.83,143.13,142.50
143.45,141.96,143.45,141.60
141.63,140.06,141.67,139.87
139.40,138.91,140.19,138.88
138.43,139.12,139.28,137.93
138.57,137.21,138.70,136.79
137.52,138.27,138.40,137.16
136.82,137.93,138.17,136.69
138.00,136.74,138.12,136.70
136.50,134.90,136.62,134.50
134.67,135.21,135.65,133.29
136.13,136.08,136.56,135.41
136.72,135.78,136.82,135.42
135.15,133.76,135.48,133.72
133.82,135.68,135.72,132.67
135.24,132.46,135.29,132.44
132.27,130.22,132.90,130.15
130.28,128.52,130.91,128.46
129.45,129.73,131.19,129.06
127.94,129.72,130.53,126.60
127.02,130.91,131.22,126.88
132.60,131.89,132.79,131.26
131.61,133.32,133.36,131.55
134.28,136.44,136.49,133.98
136.78,135.07,137.09,134.98
136.42,137.01,137.83,136.11
137.10,137.48,137.56,136.45
136.97,137.50,137.50,136.20
138.08,139.81,139.81,137.73
140.00,139.57,140.43,138.51
139.17,140.05,140.29,138.62
141.77,141.58,141.77,140.58
141.92,141.91,142.60,141.47
141.41,141.33,141.82,140.74
142.24,141.76,142.34,141.19
141.83,142.83,142.83,141.70
142.62,142.95,143.10,142.22
143.00,143.35,143.64,142.92
143.34,143.35,143.54,143.00
142.74,143.70,143.79,142.68
143.72,143.06,144.04,142.61
142.99,143.04,143.57,142.76
142.74,142.74,143.13,142.46
142.96,143.59,144.08,142.92
143.35,143.02,143.37,142.22
142.41,143.70,143.75,142.40
145.52,144.36,145.56,144.02
144.63,145.34,145.36,144.52
145.40,145.44,145.92,144.81
145.46,145.41,145.64,145.11
145.37,144.26,145.39,144.08
143.94,142.41,144.04,142.39
142.50,143.33,143.63,142.50
143.27,144.54,144.72,143.14
144.21,144.29,144.57,143.67
144.50,144.52,144.81,144.10
144.27,143.48,145.18,142.85
142.01,144.24,144.32,141.82
143.74,141.50,143.90,141.35
142.31,142.29,143.62,142.01
141.10,140.25,141.81,140.25
141.00,139.28,141.32,138.79
138.68,139.04,140.98,138.23
139.42,142.28,142.32,139.03
144.12,144.69,144.69,143.11
145.04,145.15,145.39,144.16
145.31,145.75,145.75,145.04
146.17,146.19,146.65,145.91
145.90,145.85,146.16,145.36
146.13,146.25,146.76,146.03
146.25,146.93,147.37,146.25
146.67,146.32,147.03,146.29
146.74,144.80,147.03,144.74
145.60,144.59,145.78,143.55
143.63,142.42,144.21,142.05
142.68,140.84,142.75,140.05
141.85,142.75,142.75,141.37
143.80,144.95,145.02,143.66
145.16,143.72,145.16,143.26
143.88,142.84,144.13,142.21
143.75,142.84,145.35,141.41
141.00,142.33,142.41,140.62
142.80,140.74,142.98,140.57
140.25,142.62,142.83,140.21
142.91,142.26,143.37,141.17
141.94,143.25,143.50,141.65
144.16,145.86,145.89,142.86
145.80,145.19,146.07,145.11
145.18,146.89,146.89,144.51
145.04,145.82,146.49,144.76
146.70,144.11,146.91,143.77
144.17,145.18,145.30,143.11
144.14,143.17,144.77,143.03
143.69,144.41,144.46,141.59
145.08,147.01,147.07,144.92
146.35,146.38,147.14,146.11
146.95,147.88,147.96,146.63
148.06,147.34,148.28,146.84
146.86,146.63,147.51,146.37
147.44,147.81,147.93,146.20
147.55,147.75,148.11,146.97
148.47,149.10,149.28,148.12
149.19,149.97,150.05,149.07
149.95,150.06,150.30,149.35
149.68,150.54,150.54,149.53
150.05,150.29,150.65,149.83
150.10,151.38,151.46,149.36
151.15,151.41,151.41,150.51
151.32,151.59,151.68,150.90
151.41,151.41,151.83,151.07
151.34,151.13,151.47,150.60
150.89,150.45,151.22,150.44
150.55,151.62,151.66,150.50
151.21,150.86,151.40,150.24
150.31,150.23,150.43,149.55
150.45,150.36,150.59,149.91
149.59,148.59,150.09,148.29
148.84,149.15,149.37,148.82
147.84,147.26,148.05,147.17
147.60,148.34,148.35,147.04
148.98,149.98,150.17,148.95
149.67,149.07,149.74,148.07
149.70,150.80,150.92,149.60
150.36,151.12,151.21,150.19
150.76,152.63,153.30,150.46
152.34,152.22,152.56,151.79
152.90,153.69,154.14,152.67
153.95,153.77,154.26,153.72
153.70,153.04,153.73,153.03
152.82,150.09,152.99,150.04
149.35,149.72,150.27,148.91
149.70,150.42,150.50,149.44
151.28,152.48,152.77,151.26
151.95,151.98,152.46,151.51
151.98,151.47,152.00,150.47
151.48,152.00,152.68,151.33
151.34,153.38,153.43,151.22
153.18,152.00,153.38,152.00
152.09,152.81,153.00,151.76
152.72,152.80,153.27,151.84
153.08,153.09,153.40,152.81
153.10,152.58,153.48,152.58
152.68,152.72,153.00,151.62
153.28,153.45,154.01,153.10
153.18,153.01,153.47,152.53
151.89,151.22,152.10,150.65
152.14,152.49,152.77,151.99
153.03,152.52,153.24,152.34
152.63,152.98,153.00,151.70
152.84,153.71,154.04,152.76
153.93,153.07,153.93,152.93
153.47,151.83,153.62,151.63
151.77,152.42,152.49,150.74
151.58,151.54,152.07,150.98
151.11,149.82,151.25,149.28
150.15,150.96,151.28,150.14
151.33,151.53,152.16,151.12
151.53,149.72,151.92,149.42
150.20,149.73,150.43,148.89
149.76,150.23,150.69,149.24
151.52,151.61,152.18,151.46
151.46,151.51,152.10,150.94
150.86,151.16,151.58,149.66
151.70,151.45,152.03,151.00
152.25,152.99,153.05,151.74
153.03,152.91,153.11,152.33
152.76,154.12,154.28,152.52
154.31,153.93,154.34,153.60
154.08,153.94,154.45,153.56
153.86,154.11,154.41,153.51
153.83,153.97,154.30,153.70
153.55,152.27,153.59,151.98
152.57,153.64,153.76,152.24
153.42,153.32,153.66,152.73
153.27,152.32,153.34,151.89
152.90,152.57,153.15,151.60
152.08,152.70,153.20,151.81
153.15,153.49,154.10,152.60
152.88,152.14,153.14,151.95
151.92,152.56,152.67,150.96
152.39,151.59,152.74,151.49
151.61,151.26,151.79,150.60
152.07,152.92,153.44,151.82
153.28,153.80,153.84,153.08
153.28,153.13,153.55,152.78
152.15,152.23,152.49,151.05
152.05,153.27,153.46,151.90
153.59,153.14,153.93,152.67
153.65,154.44,154.90,153.50
154.41,153.94,154.71,153.94
154.92,154.83,155.03,154.41
154.93,154.96,155.13,154.63
154.42,153.02,154.49,152.92
153.48,152.56,153.53,152.29
152.91,152.85,153.10,152.29
151.50,149.65,152.43,149.57
150.77,149.98,150.77,149.49
151.34,150.44,151.34,149.86
150.85,150.21,151.01,149.73
149.00,149.75,150.53,148.80
149.90,150.45,150.52,147.77
149.28,148.34,149.76,147.72
149.82,148.44,150.00,148.33
150.20,149.98,150.23,149.42
150.86,151.33,151.49,150.79
151.27,151.94,152.19,151.15
152.01,151.08,152.01,150.85
151.88,151.64,151.98,151.27
151.51,150.42,151.52,150.18
150.46,150.41,150.74,150.06
150.28,149.34,150.78,149.19
148.86,149.69,149.86,148.86
149.99,148.72,150.27,148.54
148.68,147.38,148.95,147.11
146.71,146.30,146.99,146.02
146.74,147.80,147.89,145.82
147.92,149.48,149.71,147.57
149.32,149.83,149.94,148.72
150.07,150.01,150.80,149.80
150.28,149.55,150.28,148.80
149.66,149.47,150.43,149.12
150.22,150.28,151.29,149.80
150.44,148.86,150.53,147.96
148.54,148.63,148.88,147.96
149.52,150.88,150.89,149.47
149.66,149.39,150.13,148.86
148.43,149.04,149.27,146.75
149.06,149.02,149.67,148.49
148.98,149.99,150.14,148.73
149.56,151.34,151.40,149.09
151.24,150.58,151.28,150.39
149.85,148.96,150.13,148.36
147.81,145.61,148.00,145.58
144.12,142.21,144.87,142.15
136.95,136.91,140.86,109.03
140.39,134.97,140.39,134.95
137.79,138.65,138.98,135.15
139.96,142.04,142.33,139.47
141.80,142.61,142.97,141.53
141.99,141.61,142.84,141.41
140.20,137.60,140.20,137.18
139.39,139.67,139.67,137.58
139.96,140.34,141.66,139.86
138.46,138.66,139.65,138.11
140.62,142.02,142.13,140.29
143.09,140.47,143.25,140.28
140.19,140.75,142.07,140.19
140.30,141.56,141.59,139.83
141.85,140.95,141.92,140.73
141.27,142.55,142.73,140.97
142.53,143.90,144.03,142.37
143.98,143.74,145.70,143.36
142.05,141.39,142.99,141.19
142.10,142.14,143.68,141.81
140.46,140.23,141.06,139.48
140.55,139.88,140.89,139.48
138.96,139.23,139.55,137.80
139.63,138.46,139.86,137.87
137.85,134.97,138.09,134.53
134.87,134.84,135.84,134.15
136.10,136.61,136.81,135.14
136.66,136.31,137.04,134.93
134.98,138.27,138.30,134.34
139.17,140.95,141.11,139.10
140.80,140.44,141.35,139.93
141.15,142.21,142.31,140.46
141.92,143.69,144.05,141.81
144.05,143.99,144.21,143.32
144.13,143.89,144.16,143.51
143.23,142.52,144.44,142.41
142.59,141.49,143.10,141.33
141.89,143.15,143.15,140.87
143.53,143.18,143.57,142.34
142.48,143.60,143.85,142.48
143.37,143.59,144.30,143.20
144.00,142.04,144.01,141.86
142.64,143.07,143.60,142.16
144.03,143.81,144.04,142.75
143.58,143.43,143.75,142.86
142.89,142.28,143.19,141.49
142.65,145.20,145.20,142.28
144.68,144.46,144.99,143.98
144.35,144.21,145.05,144.08
144.32,146.39,146.58,144.24
146.17,146.52,147.19,145.81
146.97,146.31,147.05,145.87
146.34,146.38,146.56,145.26
146.08,146.20,146.40,145.00
145.93,144.89,145.95,143.90
144.51,145.71,145.71,144.34
145.97,144.85,145.98,144.79
143.95,141.73,143.95,141.73
141.43,140.50,141.79,140.20
140.43,142.25,142.29,140.27
142.50,141.80,143.24,141.57
142.24,144.21,144.27,142.04
144.11,144.02,144.38,143.64
144.42,144.75,145.18,144.27
144.58,145.00,145.72,144.56
144.35,145.98,146.25,144.02
146.08,146.47,146.65,145.76
146.51,146.90,147.17,145.93
147.43,146.16,147.45,146.00
146.80,147.34,147.40,146.43
147.33,145.68,147.50,145.50
146.09,143.25,146.27,142.64
143.27,145.04,145.15,143.11
144.74,143.51,144.74,142.82
142.34,142.62,143.07,141.68
142.04,140.87,143.64,140.46
140.84,141.19,142.12,140.57
139.76,139.18,140.47,138.70
138.98,138.38,139.69,137.25
139.10,139.80,140.15,139.03
140.54,141.25,141.64,139.61
141.68,139.56,141.68,139.53
139.13,137.57,139.13,137.54
138.37,138.57,139.00,137.60
139.09,139.93,140.22,138.21
140.74,141.71,141.77,140.38
141.10,141.15,141.62,140.57
140.46,140.94,140.94,139.48
141.66,142.02,142.31,141.14
141.88,140.80,142.12,140.80
140.33,139.32,141.13,139.32
137.17,137.51,137.54,136.14
137.76,137.62,138.06,136.92
135.80,135.69,136.66,134.95
133.44,132.18,134.38,132.11
132.84,130.47,133.15,130.30
130.91,130.04,131.34,128.82
131.13,130.54,131.48,128.73
131.03,127.08,131.32,126.61
127.57,128.57,129.38,125.99
125.43,126.74,126.95,124.27
127.85,126.04,127.97,124.98
124.21,125.16,126.48,121.12
125.48,125.37,127.33,124.57
127.25,128.47,128.62,127.13
127.78,125.88,128.00,125.67
126.39,128.65,128.71,126.36
128.14,127.38,129.51,126.70
128.48,127.46,128.73,126.66
128.00,131.53,131.60,127.97
130.48,131.41,132.05,130.08
130.19,128.62,130.26,128.26
129.60,129.53,129.78,126.55
129.15,130.45,131.39,129.08
129.88,127.66,130.01,127.52
126.38,125.43,126.46,123.72
123.95,125.12,126.18,123.86
125.80,125.47,127.54,125.36
123.52,123.70,124.52,122.63
124.87,126.02,126.20,124.31
127.44,128.71,128.88,126.70
129.50,130.66,131.24,129.48
130.94,130.48,131.00,129.89
129.83,130.43,130.47,129.01
131.56,132.11,132.59,131.54
131.55,130.94,132.04,130.83
129.73,131.82,132.08,129.07
132.16,133.29,133.34,131.74
134.09,133.95,134.39,133.49
133.97,133.26,134.76,133.26
134.29,136.25,136.30,133.83
136.00,137.48,137.56,135.76
137.32,139.04,139.04,137.19
139.13,139.94,140.45,138.69
139.22,140.53,140.69,139.20
139.77,137.96,139.80,137.91
138.53,138.52,138.74,137.71
138.99,138.09,139.36,136.79
139.31,140.76,140.86,139.26
140.44,140.25,140.60,139.70
139.47,139.28,139.66,138.85
138.84,140.79,140.99,138.84
140.59,142.23,142.64,140.28
142.61,142.96,143.62,142.14
142.96,143.03,143.38,142.50
142.37,143.09,143.53,142.08
142.17,140.82,142.17,140.79
140.00,140.91,140.97,139.49
141.40,141.42,141.72,140.51
140.94,144.08,144.08,140.79
144.08,144.03,144.84,143.75
144.09,144.19,144.62,143.82
143.05,144.87,144.88,142.74
144.68,143.46,144.75,143.30
142.43,141.94,142.82,141.80
141.99,143.33,143.41,141.67
142.44,141.51,142.83,140.75
142.49,142.37,143.32,141.96
143.07,142.17,143.95,142.13
142.43,143.71,143.91,141.97
144.48,146.10,146.14,144.41
146.01,145.61,146.29,145.44
145.36,146.24,146.25,145.25
145.49,146.79,146.93,145.33
147.20,147.36,147.97,146.74
147.60,147.45,148.18,146.78
147.62,146.17,147.79,146.03
146.41,147.44,147.59,146.39
147.02,146.61,147.19,146.11
147.09,147.87,147.96,146.75
147.96,148.61,148.78,147.50
147.67,146.69,148.49,146.46
146.12,145.83,146.56,144.87
146.31,147.20,147.22,145.70
146.15,145.17,146.15,144.30
144.42,144.54,145.67,144.09
145.04,144.43,145.48,144.07
143.90,145.03,145.10,143.54
144.93,145.06,145.63,144.51
145.68,146.79,146.79,145.40
146.35,145.34,146.72,145.27
145.85,145.28,146.24,144.34
144.93,143.85,145.36,143.38
144.25,145.38,145.81,144.14
145.09,143.75,145.58,143.19
143.39,143.45,144.87,142.65
142.51,142.95,143.59,141.79
143.53,144.92,145.08,143.53
144.83,144.59,145.18,144.35
145.42,147.11,147.25,145.34
147.57,148.02,148.23,147.51
148.20,148.03,148.57,147.79
148.13,149.27,149.27,148.04
149.56,149.22,149.88,148.78
148.59,149.80,149.93,148.26
149.58,150.72,150.73,149.13
150.55,149.97,150.59,149.04
150.36,151.27,151.62,150.24
151.49,151.83,152.29,151.24
152.02,152.52,152.75,152.01
151.96,152.16,152.33,151.43
150.79,150.05,151.02,149.60
149.47,148.37,150.15,148.21
147.84,147.91,148.56,147.10
148.32,148.23,149.22,147.99
147.20,148.03,148.13,146.12
147.93,148.13,148.64,147.46
150.20,149.60,150.75,149.55
149.14,149.04,149.47,148.45
149.27,148.67,149.91,148.61
150.08,151.44,151.44,150.06
145.29,145.35,147.82,144.76
143.79,141.21,143.79,140.39
142.45,143.96,144.01,142.37
145.46,146.44,146.62,145.23
146.67,149.39,149.39,146.27
149.07,149.70,150.32,149.07
149.11,147.88,149.24,147.01
147.29,148.57,148.71,146.86
149.00,148.94,149.91,148.28
150.36,151.65,151.85,150.14
152.34,152.60,152.91,152.06
153.46,154.10,154.52,153.31
154.63,153.69,154.69,153.34
154.85,154.05,154.93,154.00
154.64,154.05,154.71,153.70
153.91,154.15,154.51,153.65
153.88,153.87,154.13,153.37
154.24,154.69,154.92,153.60
154.50,153.88,154.99,153.58
154.01,154.88,155.06,153.69
154.67,154.41,154.92,154.10
154.44,155.16,155.26,154.26
155.21,154.51,155.53,154.03
154.30,155.13,155.39,154.12
154.99,155.58,156.06,154.46
155.73,155.19,156.00,154.91
155.19,153.42,155.36,153.01
153.47,154.38,154.41,152.96
154.55,154.43,155.11,154.16
155.28,155.95,156.18,155.04
156.07,156.03,156.54,155.85
156.05,155.98,156.34,155.80
155.99,155.45,156.17,155.20
155.95,155.78,156.18,155.31
155.62,155.55,156.08,155.18
155.97,156.81,157.05,155.89
156.35,155.24,156.35,155.18
155.24,154.92,155.36,154.01
154.94,155.99,156.07,154.94
155.69,156.10,156.25,155.22
155.90,156.20,156.28,155.47
156.84,156.94,157.48,156.78
156.91,156.05,157.00,155.72
155.59,156.37,156.84,155.59
156.62,155.82,157.57,155.10
156.11,157.07,157.41,156.08
157.09,157.02,157.37,156.31
156.79,156.35,156.94,155.62
156.53,156.31,156.84,155.21
157.15,157.95,157.95,157.04
158.00,157.59,158.12,156.93
157.34,158.12,158.19,157.21
157.80,157.44,157.96,157.36
156.25,152.80,156.27,152.79
152.03,154.62,154.82,151.90
153.43,151.79,153.77,151.11
151.85,151.37,152.45,151.03
151.39,152.92,153.22,151.15
152.29,152.17,152.47,151.65
152.90,153.31,154.25,152.67
153.88,152.60,153.94,152.60
153.21,154.61,154.68,152.62
155.52,156.46,156.61,155.50
156.02,155.17,156.50,155.17
153.74,153.68,154.31,153.60
153.57,153.79,154.11,153.11
154.08,155.14,155.24,153.13
155.04,153.49,155.27,153.00
154.22,154.71,155.31,153.64
154.25,153.58,154.55,153.36
153.85,152.87,154.14,152.34
153.62,153.60,154.41,153.59
153.32,153.89,154.10,152.87
154.14,152.94,154.40,152.19
153.77,154.10,155.01,153.77
153.65,151.62,153.69,150.97
151.75,152.18,152.58,151.29
150.97,151.56,151.92,150.16
152.27,151.48,152.87,151.40
151.74,151.40,152.04,151.24
152.87,152.28,153.00,151.88
152.51,152.99,153.28,151.85
152.58,152.25,153.06,151.61
151.37,152.29,152.34,150.98
153.20,152.96,153.98,152.65
152.86,151.86,152.86,151.66
151.04,151.00,151.76,150.73
151.52,149.76,151.54,149.41
149.76,149.62,150.83,149.25
149.91,150.57,150.93,149.80
150.96,148.96,151.06,148.18
148.65,147.55,148.98,147.43
147.74,147.25,148.32,147.13
147.43,147.60,148.85,147.08
149.83,150.56,150.76,149.62
150.22,150.99,151.68,149.83
149.90,153.80,154.24,149.65
154.70,154.49,155.66,153.58
154.44,156.07,156.15,154.14
157.19,158.62,158.62,156.92
158.67,159.30,159.53,158.03
159.02,159.39,159.55,158.72
159.73,160.31,160.52,159.58
160.60,160.43,160.64,160.09
160.97,161.44,161.67,160.64
162.00,162.66,162.77,161.58
162.33,163.39,163.40,162.14
163.80,163.86,163.87,163.54
163.74,162.71,163.83,162.58
162.75,163.06,163.56,162.45
163.71,162.52,163.84,162.52
163.32,162.21,163.59,161.79
162.48,162.43,162.98,162.03
163.27,164.13,164.30,163.27
