KSU,Kansas City Southern Common Stock,NASDAQ
84.61,83.80,85.25,83.36
84.40,86.22,86.39,83.72
86.33,86.22,86.65,84.60
85.62,86.02,86.60,84.60
86.13,85.38,86.37,84.56
86.31,85.97,86.69,85.27
85.66,84.71,86.28,84.53
85.12,85.62,86.69,85.05
86.40,86.61,87.05,85.78
86.47,86.46,86.53,85.65
86.52,85.73,86.83,85.24
85.97,85.49,85.97,84.82
85.48,85.29,85.56,84.99
85.40,85.29,85.93,84.99
85.30,86.16,86.38,85.23
85.87,84.53,86.60,84.42
84.84,84.46,85.09,84.19
84.31,84.85,85.26,83.89
85.52,80.82,85.64,80.62
81.26,81.18,82.07,79.05
81.22,81.71,82.92,81.08
81.70,83.81,84.30,81.41
83.30,81.55,83.75,81.22
81.54,81.28,82.44,80.78
81.27,81.45,82.23,81.25
81.21,82.12,82.39,80.38
82.46,83.89,84.08,81.77
