GOOG,Alphabet Inc. - Class C Capital Stock,NASDAQ
801.00,795.35,803.49,791.50
808.35,795.37,815.49,793.59
795.47,784.54,796.86,784.00
782.89,783.61,789.49,775.54
778.20,768.70,781.65,763.45
767.25,762.13,769.95,759.03
750.66,762.02,770.36,750.56
774.50,782.52,785.19,772.55
783.40,790.51,795.63,780.19
779.94,785.31,791.23,771.67
791.17,762.56,791.17,752.18
756.54,754.02,760.78,750.38
755.60,736.08,757.85,727.54
746.97,758.49,764.42,746.97
755.20,764.48,766.36,750.51
766.92,771.23,772.70,764.23
771.37,760.54,775.00,760.00
762.61,769.20,769.70,760.60
772.63,768.27,776.96,767.00
767.73,760.99,768.28,755.25
764.26,761.68,765.00,760.52
760.00,768.24,779.53,759.80
771.53,770.84,778.50,768.24
770.07,758.04,772.99,754.83
757.44,747.92,759.85,737.03
744.59,750.50,754.00,743.10
757.71,762.52,763.90,752.90
764.73,759.11,768.83,757.34
761.00,771.19,771.36,755.80
772.48,776.42,778.18,767.23
780.00,789.29,789.43,779.02
785.04,789.27,791.25,784.35
793.90,796.10,804.38,793.34
797.40,797.07,804.00,794.01
797.34,797.85,803.00,792.92
800.40,790.80,800.86,790.29
790.22,794.20,797.66,786.27
796.76,796.42,798.65,793.27
795.84,794.56,796.68,787.10
792.36,791.26,793.32,788.58
790.90,789.91,792.74,787.28
790.68,791.55,797.86,787.66
793.70,785.05,794.23,783.20
783.33,782.79,785.93,778.92
782.75,771.82,782.78,770.41
778.81,786.14,789.63,775.80
788.36,786.90,791.34,783.16
786.08,794.02,794.48,785.02
795.26,806.15,807.90,792.20
806.40,806.65,809.97,802.83
807.86,804.79,809.13,803.51
805.00,807.91,808.15,801.37
807.14,806.36,807.39,799.17
807.48,807.88,811.22,806.69
