LTBR,Lightbridge Corporation - Common Stock,NASDAQ
1.32,1.30,1.36,1.29
1.31,1.21,1.34,1.14
1.22,1.14,1.24,1.10
1.15,1.14,1.15,1.13
1.14,1.11,1.14,1.11
1.13,1.12,1.14,1.10
1.12,1.15,1.21,1.12
1.15,1.11,1.19,1.04
1.11,1.12,1.13,1.09
1.12,1.12,1.15,1.12
1.12,1.13,1.14,1.12
1.13,1.10,1.13,1.10
1.11,1.13,1.24,1.10
1.14,1.07,1.18,1.06
1.07,1.10,1.12,1.07
1.08,1.13,1.13,1.08
1.12,1.14,1.15,1.11
1.13,1.14,1.15,1.13
1.15,1.15,1.18,1.10
1.17,1.16,1.21,1.13
1.17,1.11,1.21,1.10
1.13,1.10,1.14,1.10
1.12,1.09,1.14,1.07
1.11,1.10,1.14,1.05
1.10,1.14,1.47,1.10
1.15,1.13,1.20,1.11
1.13,1.06,1.13,1.01
