MSM,MSC Industrial Direct Company,NASDAQ
91.95,92.84,93.60,91.81
92.83,93.27,93.54,92.08
93.74,93.44,93.77,93.10
93.43,93.02,93.73,92.42
93.14,92.46,93.69,91.78
92.45,91.40,92.86,91.29
91.50,92.03,92.41,91.03
92.04,92.24,92.70,91.65
91.60,92.71,92.73,91.60
93.06,93.79,94.10,92.91
93.94,93.65,94.42,93.57
93.67,93.85,94.15,93.17
93.74,93.71,94.14,93.32
94.13,94.73,94.79,93.12
95.00,93.59,95.10,93.31
93.76,93.34,94.33,92.69
93.64,92.39,93.64,92.32
92.76,92.42,93.94,91.45
92.63,93.44,94.09,92.46
93.37,92.17,93.97,91.66
91.78,92.00,92.82,90.91
92.00,90.92,92.32,90.56
90.99,92.17,92.17,90.64
94.16,99.44,100.84,94.16
99.88,99.63,100.74,97.85
99.50,98.83,99.79,98.23
