SNP,China Petroleum & Chemical Corporation Common Stock,NASDAQ
71.01,71.17,71.46,70.87
71.78,72.28,72.46,71.55
72.03,72.62,72.89,72.01
71.57,71.77,72.03,71.50
71.86,71.62,72.01,71.17
72.80,74.36,74.87,72.72
74.99,73.60,75.42,73.41
73.05,73.21,73.48,72.57
73.30,72.97,73.41,72.59
72.57,72.73,73.12,72.22
72.86,72.70,72.96,72.48
72.97,72.64,73.04,72.61
71.99,72.11,72.25,71.51
70.75,70.86,71.09,70.60
70.99,71.33,71.38,70.96
71.22,70.88,71.36,70.81
70.89,70.98,71.25,70.76
70.90,71.02,71.20,70.64
72.16,72.05,72.78,71.65
71.58,71.92,72.37,71.58
73.57,74.28,74.44,73.57
74.86,74.65,74.98,74.43
75.14,74.80,75.38,74.80
75.72,75.80,76.50,75.61
75.54,76.19,76.33,74.63
76.17,76.54,76.77,76.08
78.16,78.16,78.69,77.69
