CBR,Ciber,NASDAQ
0.85,0.85,0.86,0.84
0.85,0.83,0.85,0.80
0.85,0.81,0.85,0.81
0.81,0.78,0.83,0.78
0.78,0.79,0.81,0.76
0.76,0.84,0.97,0.74
0.88,0.80,0.88,0.78
0.78,0.71,0.80,0.70
0.75,0.75,0.76,0.70
0.72,0.69,0.75,0.67
0.75,0.69,0.75,0.68
0.68,0.69,0.73,0.68
0.70,0.71,0.72,0.66
0.68,0.69,0.71,0.67
0.72,0.63,0.72,0.63
0.65,0.64,0.67,0.61
0.65,0.70,0.72,0.64
0.71,0.70,0.71,0.68
0.70,0.71,0.72,0.68
0.72,0.70,0.72,0.68
0.69,0.68,0.69,0.66
0.66,0.70,0.70,0.64
0.67,0.70,0.71,0.66
0.71,0.67,0.71,0.66
