GML,SPDR S&P Emerging Latin America ETF,NASDAQ
60.19,59.28,60.19,58.72
58.91,58.89,58.91,57.98
57.83,58.11,58.34,56.59
58.98,58.84,58.98,58.14
60.13,60.14,60.30,59.90
60.46,61.34,61.53,60.46
60.09,61.17,61.56,60.09
61.41,61.40,61.99,61.20
61.37,59.55,61.37,59.55
59.44,60.16,60.16,59.24
59.76,58.70,59.76,58.08
59.42,58.92,59.54,58.92
59.74,59.14,59.74,59.14
59.00,58.69,59.09,58.42
59.32,60.07,60.10,59.32
59.98,59.51,60.16,59.37
59.70,61.00,61.10,59.70
61.35,60.56,61.35,60.21
61.41,61.82,61.84,61.32
61.70,61.97,62.45,61.70
61.52,61.18,61.52,61.18
61.18,62.07,62.40,61.14
62.88,63.00,63.04,62.70
62.66,61.97,62.66,61.68
62.00,62.34,62.34,61.92
62.35,62.18,62.38,61.72
62.52,61.45,62.52,61.44
61.27,60.60,61.27,60.60
60.47,61.14,61.14,60.25
61.58,61.62,61.75,61.38
61.59,62.22,62.49,61.59
61.85,61.53,62.05,61.43
61.31,60.89,61.38,60.75
60.64,60.45,60.97,60.41
61.33,62.35,62.35,61.20
62.40,62.88,63.03,62.40
63.36,62.70,63.82,62.63
62.70,62.47,62.70,62.07
62.61,62.49,63.08,62.41
61.61,62.04,62.30,61.31
62.05,61.05,62.05,61.00
60.70,60.02,60.78,60.01
59.99,60.20,60.54,59.99
59.31,59.05,59.36,59.05
59.30,59.44,59.60,59.24
60.49,61.02,61.02,59.94
60.85,59.76,60.86,59.76
59.00,58.95,59.00,58.65
58.62,58.87,59.50,58.62
58.50,58.89,59.18,58.50
59.23,58.74,59.23,58.36
59.25,59.30,59.52,59.08
59.26,59.69,59.77,59.20
59.79,60.59,60.59,59.79
61.55,61.82,62.04,61.13
62.30,63.56,63.70,62.30
64.26,64.33,64.33,63.95
64.17,64.14,64.32,63.66
64.12,63.26,64.12,63.25
63.25,63.60,63.60,63.25
64.65,64.01,64.70,64.01
64.37,64.16,64.39,64.16
64.60,66.87,67.18,64.36
67.01,66.76,67.13,66.50
67.05,65.57,67.05,65.37
65.78,65.89,66.22,65.78
66.24,65.90,66.24,65.90
65.67,65.35,65.67,65.09
65.51,64.93,65.51,64.92
64.47,64.32,64.83,64.32
64.50,63.88,64.56,63.88
64.27,64.71,64.71,64.27
64.99,65.04,65.26,64.99
65.09,64.58,65.09,64.27
64.86,65.05,65.05,64.70
64.69,64.62,64.84,64.62
64.62,64.10,64.66,64.01
64.31,64.16,64.31,63.78
65.07,65.43,65.43,64.99
65.65,66.11,66.11,65.65
65.85,66.72,66.79,65.83
66.65,66.50,66.74,66.41
66.81,66.94,67.19,66.71
66.89,67.39,67.50,66.89
67.48,67.18,67.60,67.18
67.27,67.31,67.31,67.13
67.94,67.89,67.94,67.79
67.39,66.81,67.39,66.81
66.18,66.36,66.36,66.18
66.47,66.73,66.73,66.47
66.99,67.38,67.61,66.99
67.45,67.27,67.45,67.15
67.18,67.07,67.64,67.06
67.40,66.69,67.40,66.69
65.62,66.00,66.21,65.62
66.35,66.69,66.72,66.35
65.37,65.15,65.46,65.15
65.10,64.91,65.10,64.91
65.09,64.55,65.09,64.38
63.36,63.15,63.36,62.59
62.93,62.90,62.93,62.71
62.42,62.51,62.79,62.12
61.79,62.50,62.50,61.79
62.89,64.35,64.39,62.89
64.73,64.89,65.05,64.73
65.75,65.53,66.16,65.37
66.00,64.99,66.00,64.77
64.01,64.61,64.75,64.01
64.04,63.77,64.04,63.75
64.31,64.49,64.72,64.21
64.01,63.54,64.07,63.51
62.89,63.04,63.18,62.89
63.10,62.92,63.37,62.92
63.58,63.60,63.60,63.55
63.33,62.05,63.33,62.05
61.66,61.53,62.15,61.06
61.22,61.30,61.52,60.87
61.42,61.79,62.28,61.30
62.71,62.30,62.86,62.08
62.74,62.66,63.09,62.66
62.80,62.90,62.95,62.80
62.36,61.47,62.36,61.47
61.40,61.53,61.65,61.02
61.85,61.98,61.98,61.51
62.12,61.82,62.29,61.82
62.13,61.75,62.20,61.69
61.71,62.34,62.84,61.32
61.86,62.05,62.23,61.58
60.64,60.66,61.50,60.64
61.00,61.40,61.51,61.00
61.55,61.70,61.70,61.31
61.84,61.19,61.84,61.19
61.80,62.00,62.11,61.73
61.68,61.99,62.38,61.68
62.03,62.24,62.46,61.95
60.96,60.36,61.43,60.36
61.14,60.60,61.14,60.38
60.21,60.28,60.55,60.21
60.92,60.16,60.92,60.16
60.07,59.59,60.07,59.59
59.49,58.99,59.69,58.71
59.47,59.99,60.12,59.47
60.25,59.59,60.48,59.50
59.98,60.17,60.22,59.86
60.05,60.00,60.33,60.00
60.07,59.41,60.07,59.41
59.20,59.40,59.40,59.18
58.92,58.88,59.07,58.49
58.90,59.05,59.05,58.68
58.50,57.77,58.50,57.43
56.66,56.50,56.83,56.42
56.79,56.58,56.84,55.99
56.88,56.38,56.88,56.34
55.39,55.66,56.10,55.39
56.58,55.99,56.58,55.98
55.27,55.86,55.92,55.17
55.70,54.41,55.70,54.20
55.24,55.54,55.54,54.94
55.66,55.40,55.66,55.06
56.31,56.79,56.86,56.24
56.87,57.12,57.12,56.31
56.79,56.05,57.04,56.05
56.00,57.18,57.28,56.00
57.00,56.62,57.00,56.62
56.35,57.00,57.00,56.35
57.60,57.60,57.60,57.60
57.47,56.47,57.47,56.47
55.97,56.27,56.40,55.97
56.20,56.76,56.76,56.20
56.97,57.07,57.14,56.75
57.34,57.13,57.50,57.13
56.96,56.74,56.96,56.74
56.31,55.95,56.46,55.95
56.38,57.14,57.14,56.38
56.79,56.64,57.10,56.64
55.63,55.43,55.67,55.43
56.45,56.68,56.72,56.28
56.37,56.81,56.81,56.37
57.30,57.56,57.90,57.30
57.00,56.13,57.00,56.13
56.23,55.48,56.23,55.28
55.79,55.85,56.21,55.79
55.55,55.52,55.57,55.12
56.08,54.84,56.08,54.84
54.93,54.66,54.93,54.34
55.11,55.12,55.12,55.11
55.23,56.20,56.20,55.23
56.49,55.97,56.49,55.97
55.90,57.04,57.04,55.90
57.99,57.69,58.12,57.62
58.16,58.20,58.30,57.91
58.53,58.70,58.90,58.32
59.01,58.54,59.19,58.54
59.51,60.21,60.21,59.51
60.88,60.48,60.88,60.48
60.68,61.06,61.31,60.68
61.30,61.08,61.30,61.02
61.25,62.20,62.20,61.25
62.29,61.60,62.29,61.37
63.29,62.16,63.29,62.16
62.64,63.48,63.49,62.01
64.51,63.42,64.70,63.42
62.80,63.52,63.52,62.80
63.59,63.12,63.59,63.12
62.79,63.41,63.42,62.72
63.69,63.10,63.69,63.10
63.13,61.87,63.13,61.40
62.75,62.72,62.75,62.34
62.71,63.27,63.44,62.33
63.35,63.03,63.35,63.03
62.57,62.73,63.00,62.55
62.38,62.72,62.73,62.31
62.74,62.74,62.74,62.59
62.42,62.45,62.45,62.42
62.22,62.38,62.38,62.00
62.98,63.12,63.54,62.98
62.51,62.92,62.93,62.51
62.90,63.02,63.06,62.61
63.50,64.03,64.03,63.50
64.04,63.55,64.04,63.55
63.89,64.50,64.58,63.89
64.41,64.97,64.97,64.16
65.20,64.69,65.22,64.69
64.43,64.39,64.43,64.39
64.95,65.19,65.40,64.95
65.38,65.59,65.85,65.38
65.91,66.01,66.01,65.69
65.05,64.81,65.05,64.81
65.41,65.41,65.41,65.41
64.97,65.06,65.13,64.75
64.88,63.97,65.22,63.97
64.29,64.01,64.64,64.01
64.95,64.42,65.02,64.38
64.57,64.58,64.65,64.50
64.51,63.70,64.51,63.58
63.95,64.13,64.24,63.95
64.14,64.06,64.55,63.95
62.95,62.95,62.95,62.95
62.74,62.70,62.77,62.42
62.85,62.91,62.91,62.84
63.09,62.67,63.09,62.53
63.25,63.05,63.43,62.92
64.69,64.72,64.72,64.32
64.84,65.61,65.81,64.84
65.06,65.60,65.60,65.06
66.00,65.94,66.00,65.84
65.56,65.59,65.59,65.30
65.62,65.45,65.65,65.45
65.74,65.27,65.74,65.20
64.69,64.52,64.77,64.52
64.71,65.82,66.03,64.33
65.98,65.57,65.98,65.57
64.78,64.98,64.98,64.53
64.91,64.73,64.91,64.73
65.10,65.26,65.26,65.10
65.20,64.60,65.20,63.91
64.51,64.53,64.53,64.51
64.65,64.48,64.65,64.31
64.34,64.27,64.39,64.08
64.35,64.52,64.90,64.34
64.28,64.24,64.39,64.24
64.20,64.88,64.94,64.20
64.98,64.86,65.00,64.81
65.26,64.78,65.44,64.74
65.56,65.49,65.72,65.37
65.04,65.49,65.49,65.04
65.50,65.75,65.75,65.50
66.31,66.77,66.77,66.31
66.66,66.53,66.75,66.50
66.88,66.51,66.88,66.45
66.47,66.11,66.47,65.55
67.06,66.96,67.20,66.62
67.08,67.73,67.77,67.03
68.19,68.25,68.25,68.08
67.60,67.70,67.70,67.60
67.67,67.95,67.95,67.67
68.00,67.80,68.00,67.80
67.71,67.89,67.89,67.71
67.58,67.38,67.60,67.38
67.21,66.75,67.21,66.35
65.60,65.48,65.73,64.80
66.27,65.33,66.27,64.88
66.30,65.73,66.30,65.56
66.23,65.54,66.23,65.54
65.54,65.54,65.54,65.54
65.61,65.10,65.74,65.10
64.80,64.51,64.80,64.51
65.82,66.06,66.31,65.82
66.09,66.07,66.09,66.07
66.37,65.91,66.42,65.60
65.88,66.17,66.17,65.69
66.24,66.63,66.63,66.24
67.15,67.28,67.29,67.00
67.79,67.76,67.79,67.64
67.84,67.87,67.94,67.51
68.33,68.19,68.34,68.11
67.59,67.28,67.59,67.28
67.52,68.14,68.14,67.52
68.67,68.71,68.94,68.67
68.94,69.70,69.70,68.94
69.37,69.27,69.37,69.27
69.76,70.38,70.38,69.76
69.81,70.84,70.86,69.67
70.97,71.01,71.38,70.75
70.65,70.58,71.01,70.58
70.35,70.24,70.35,70.14
70.38,68.87,70.38,68.87
68.27,67.91,68.80,67.61
67.35,67.37,67.70,66.77
67.61,67.21,67.68,67.20
66.35,66.33,66.35,65.99
65.96,66.05,66.05,65.65
66.72,68.05,68.05,66.72
67.75,67.32,67.75,67.11
66.41,66.65,66.67,66.27
66.22,65.59,66.37,65.47
64.33,64.31,64.66,63.77
64.68,63.63,64.68,63.63
63.92,64.26,64.26,63.92
63.44,62.82,63.47,62.78
62.83,63.57,63.57,62.83
61.10,61.61,61.63,61.01
60.85,61.32,61.44,60.49
60.77,59.55,60.79,59.45
60.15,59.81,60.22,58.99
59.79,60.48,60.48,59.71
62.29,63.37,63.89,62.29
63.32,63.69,63.99,63.32
64.46,63.72,64.46,62.45
64.08,63.65,64.08,63.65
62.28,61.96,62.28,61.86
63.09,63.94,63.94,62.96
63.31,63.21,64.07,63.21
61.99,61.67,61.99,60.97
59.99,59.93,60.36,59.70
60.77,61.50,61.50,60.77
60.77,60.50,60.77,60.50
58.70,59.05,59.52,57.08
58.99,58.57,59.65,58.57
58.22,57.97,58.48,57.60
58.61,59.17,59.38,58.61
57.40,57.62,57.62,56.56
58.95,59.25,59.52,58.70
59.85,58.92,59.85,58.78
59.94,60.43,60.64,59.94
60.04,61.03,61.09,60.04
60.73,59.88,60.73,59.87
59.79,60.38,60.38,59.79
59.93,60.07,60.07,59.93
59.10,58.91,59.10,58.91
59.16,59.27,59.27,58.55
59.33,58.70,59.42,58.69
58.40,58.45,58.45,58.20
58.42,58.47,59.20,58.34
58.34,57.45,58.34,57.45
56.72,57.21,57.29,56.72
57.02,56.85,57.02,56.64
57.17,57.70,57.70,57.03
58.38,58.38,58.38,57.86
58.99,58.25,58.99,58.25
59.79,61.33,61.41,59.79
60.64,60.21,60.79,60.21
60.96,60.15,60.96,60.14
60.45,60.49,60.49,60.45
59.50,58.76,59.50,58.76
57.73,56.91,57.73,56.68
56.87,56.46,56.87,56.46
56.59,56.43,56.93,56.43
56.00,55.54,56.00,55.54
55.34,55.69,55.70,55.32
55.55,54.56,55.55,54.15
53.99,54.16,54.30,53.84
54.00,52.63,54.00,52.63
52.34,52.66,52.66,52.32
52.22,50.87,52.22,50.87
50.79,48.84,50.79,48.61
49.35,49.37,49.60,48.47
49.37,51.00,51.64,49.29
52.00,52.81,52.81,52.00
52.09,52.54,52.60,51.85
52.39,52.54,52.54,51.95
52.13,52.64,52.73,52.13
52.79,52.69,52.92,52.21
52.99,52.86,53.21,52.86
52.37,52.60,53.05,52.37
52.78,52.60,52.88,52.47
52.75,52.41,52.99,52.37
51.93,51.26,51.93,51.26
50.41,49.65,50.41,49.50
49.77,49.92,49.99,49.77
50.97,51.31,51.34,50.97
51.50,52.00,52.00,51.50
51.79,51.81,51.81,51.79
51.13,50.65,51.13,50.65
51.55,50.73,51.77,50.73
50.31,50.83,51.11,50.31
51.38,50.66,51.82,50.49
51.00,51.48,51.59,50.93
50.97,50.88,51.07,50.76
52.31,52.41,52.41,51.96
53.00,53.19,53.30,52.85
52.91,52.44,52.91,52.27
52.25,52.23,52.35,52.01
51.57,52.28,52.57,51.57
52.03,51.60,52.07,51.60
51.65,50.95,51.65,50.61
49.56,49.18,49.87,49.16
49.51,49.51,49.51,49.51
50.92,50.98,50.98,50.92
50.20,50.65,50.80,50.20
50.63,51.02,51.15,50.58
50.31,50.22,50.64,50.18
50.04,50.86,50.86,50.04
49.78,49.78,49.78,49.78
49.23,48.53,49.23,48.53
49.80,50.62,50.62,49.80
51.09,50.91,51.09,50.89
51.00,50.93,51.00,50.58
51.38,51.18,51.38,51.07
50.70,50.86,50.96,50.70
50.70,50.69,51.00,50.62
50.68,50.72,50.82,50.67
50.84,51.74,51.74,50.84
50.94,50.94,50.94,50.94
50.70,50.79,50.86,50.70
51.19,51.26,51.77,51.19
50.93,50.33,50.93,50.33
50.57,50.02,50.57,50.02
49.50,49.01,49.50,48.94
48.90,48.65,49.15,48.65
48.02,47.68,48.02,47.49
47.11,46.39,47.11,46.39
46.50,45.97,46.50,45.95
45.53,45.97,46.19,45.53
46.50,46.17,46.77,46.03
45.26,45.27,45.27,44.83
46.01,45.47,46.01,45.44
45.45,45.75,45.82,45.45
45.81,47.31,47.39,45.81
46.86,46.19,46.86,46.13
47.49,47.51,47.95,47.49
48.09,48.45,48.45,48.09
48.51,48.52,48.52,48.26
48.65,48.01,48.65,48.01
47.72,47.10,47.72,47.00
46.52,46.53,46.97,46.32
46.48,47.06,47.38,46.48
47.34,47.21,47.34,47.15
48.00,48.28,48.71,48.00
49.06,49.34,49.46,49.02
50.00,50.49,50.51,50.00
50.28,50.27,50.28,50.23
51.13,50.67,51.17,50.63
50.98,50.60,51.03,50.45
50.06,50.47,50.49,50.06
50.36,50.04,50.36,49.78
50.30,50.66,50.67,49.91
51.48,51.25,51.50,51.11
50.90,51.22,51.22,50.90
50.60,50.80,50.80,50.60
50.52,50.55,50.64,50.52
50.73,50.60,50.73,50.60
50.60,50.60,50.60,50.60
51.06,52.01,52.17,51.06
51.24,52.66,52.88,51.24
53.00,53.17,53.34,53.00
53.41,52.76,53.41,52.76
52.11,52.11,52.11,52.11
51.85,51.69,51.85,51.50
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.09,52.46,52.46,52.09
52.06,52.06,52.06,52.06
52.64,52.42,52.64,52.10
52.61,53.30,53.30,52.61
52.96,52.75,52.96,52.62
52.66,52.54,52.66,52.54
52.26,52.15,52.26,52.15
52.81,52.68,52.96,52.64
52.92,53.34,53.38,52.92
53.18,52.61,53.18,52.61
51.88,51.50,51.88,51.50
51.35,51.49,51.49,51.35
51.37,51.13,51.41,51.00
51.13,51.13,51.13,51.13
49.75,49.32,49.75,49.23
49.07,49.23,49.23,48.84
49.17,48.86,49.17,48.66
49.13,48.78,49.13,48.78
48.63,48.39,48.63,48.36
49.11,49.61,49.61,49.11
49.57,48.92,49.57,48.92
48.35,48.40,48.60,48.35
48.00,48.02,48.27,47.76
48.66,48.66,48.66,48.66
48.55,48.55,48.55,48.55
49.37,49.40,49.40,49.37
49.40,49.40,49.40,49.40
48.89,48.89,48.89,48.89
48.65,48.90,48.90,48.65
48.60,49.23,49.23,48.60
48.81,49.36,49.36,48.81
49.87,50.14,50.14,49.72
49.01,48.56,49.02,48.56
49.52,49.35,49.52,49.03
49.01,49.07,49.07,49.01
49.25,48.81,49.25,48.76
48.80,48.27,48.80,48.27
48.35,48.63,48.64,48.35
47.81,47.81,47.81,47.81
47.85,48.18,48.18,47.70
48.32,47.27,48.32,47.27
47.60,48.22,48.22,47.60
47.09,47.10,47.29,47.09
46.28,46.52,46.52,46.15
46.29,46.01,46.29,46.01
46.80,46.40,46.80,46.40
47.21,47.06,47.23,47.06
47.42,48.04,48.04,47.33
47.52,48.31,48.31,47.52
47.47,47.53,47.80,47.39
47.53,47.53,47.53,47.53
47.18,46.75,47.18,46.73
46.75,46.63,46.75,46.34
46.40,46.40,46.52,46.40
46.13,45.34,46.13,45.23
45.00,44.25,45.10,44.25
43.63,43.41,43.81,43.16
43.06,42.66,43.29,42.65
43.20,43.20,43.20,42.82
43.20,43.92,44.04,43.20
43.30,43.28,43.30,43.03
43.74,43.81,43.81,43.63
43.50,43.20,43.50,43.20
43.42,43.36,43.42,43.36
42.93,42.95,42.95,42.69
42.38,42.40,42.63,42.38
42.13,42.18,42.20,42.12
42.84,43.01,43.09,42.80
42.37,41.88,42.37,41.71
41.74,41.79,41.79,41.53
41.39,41.41,41.47,41.31
41.30,41.34,41.34,41.30
41.16,40.96,41.18,40.96
40.51,41.30,41.30,40.51
40.49,40.33,40.49,40.01
40.10,40.33,40.33,39.84
39.68,39.21,39.68,39.00
39.20,37.59,39.20,35.28
38.58,37.80,38.58,37.80
37.87,37.87,37.87,37.09
39.79,39.80,40.12,39.79
40.03,39.75,40.03,39.62
38.51,39.42,39.42,38.51
38.50,38.43,38.50,38.27
38.75,38.75,38.75,38.75
38.12,38.78,38.93,38.12
38.47,38.09,38.47,37.67
38.53,38.21,38.53,38.21
38.96,38.22,38.96,38.22
37.77,37.96,38.23,37.77
37.91,38.03,38.03,37.73
38.00,38.29,38.29,38.00
38.10,38.10,38.10,38.10
38.10,38.10,38.10,38.10
39.16,39.16,39.16,39.16
39.03,39.00,39.10,38.94
37.96,37.95,37.96,37.88
37.10,36.67,37.10,36.65
36.50,36.50,36.50,36.50
35.52,36.00,36.00,35.52
36.85,36.35,36.85,36.35
36.20,35.48,36.20,35.48
35.78,35.78,35.78,35.78
36.69,36.46,36.71,36.46
36.99,36.66,36.99,36.59
36.39,37.78,37.78,36.39
38.64,38.56,38.64,38.56
39.05,39.15,39.15,39.05
39.70,39.50,39.89,39.42
39.75,40.00,40.00,39.69
40.52,40.62,40.74,40.52
40.61,40.34,40.61,40.34
39.30,39.30,39.30,39.30
39.12,39.34,39.44,39.12
39.35,39.50,39.50,39.22
39.57,39.57,39.57,39.57
39.44,39.19,39.44,39.18
39.25,38.95,39.32,38.94
38.70,38.68,38.70,38.59
39.27,39.36,39.46,39.23
39.55,39.39,39.71,39.32
39.74,39.29,39.76,39.24
38.99,38.94,39.21,38.82
39.24,39.24,39.24,39.24
38.50,38.48,38.75,38.48
38.46,38.78,38.78,38.46
39.01,39.07,39.11,38.99
39.24,40.35,40.35,39.24
40.50,39.88,40.50,39.78
40.00,40.10,40.19,39.72
39.67,39.50,39.67,39.04
39.20,38.56,39.20,38.56
38.30,38.92,39.04,38.30
39.48,39.26,39.48,38.94
38.62,39.00,39.00,38.62
38.09,38.09,38.28,38.09
38.20,38.35,38.35,38.11
38.35,38.35,38.35,38.35
38.87,38.87,38.87,38.87
39.29,39.56,39.56,39.29
39.83,40.00,40.00,39.83
39.93,39.49,39.93,39.49
39.49,39.66,39.74,39.49
39.12,39.12,39.12,39.12
39.00,38.33,39.00,38.08
37.82,37.50,37.82,37.50
37.58,37.53,37.58,37.25
37.35,37.09,37.48,37.09
38.15,37.62,38.18,37.53
37.70,37.55,37.70,37.45
37.68,37.29,37.68,37.18
36.33,36.25,36.51,36.25
37.45,37.26,37.61,37.26
37.15,36.39,37.15,36.38
36.00,35.64,36.08,35.64
35.65,35.50,35.65,35.37
36.09,36.27,36.27,36.00
35.77,36.63,36.67,35.77
36.80,36.72,36.80,36.38
36.14,35.21,36.14,34.49
35.64,34.65,35.64,34.65
34.96,34.99,35.08,34.88
35.57,35.83,35.83,35.36
36.19,35.94,36.19,35.71
35.85,36.03,36.03,35.53
36.05,35.95,36.20,35.59
34.95,34.70,35.41,34.01
34.56,35.16,35.29,34.00
33.88,34.16,34.20,33.70
34.22,34.33,34.33,34.02
33.62,33.64,33.85,33.61
32.74,32.57,32.95,32.51
32.80,32.50,32.80,32.29
32.59,32.23,32.59,31.92
32.46,32.00,32.46,31.98
32.00,32.03,32.05,31.85
31.86,32.56,32.56,31.85
31.39,31.50,31.59,31.14
31.24,31.41,31.41,31.01
30.33,31.01,31.01,30.04
30.80,30.68,30.87,30.64
31.45,31.57,31.57,31.45
31.37,30.97,31.37,30.97
31.27,31.48,31.48,31.27
31.86,31.77,31.98,31.68
31.85,32.32,32.32,31.85
32.88,33.72,33.81,32.88
33.15,33.62,33.62,33.15
32.90,32.80,32.90,32.80
33.28,33.17,33.28,33.17
34.06,34.55,34.80,33.82
34.20,33.95,34.20,33.95
33.41,33.20,33.42,33.20
32.91,32.54,32.91,32.54
32.99,32.97,33.19,32.97
32.24,32.08,32.39,32.00
32.62,32.55,32.62,32.55
33.03,33.05,33.21,33.03
33.78,34.03,34.42,33.78
34.19,33.74,34.19,33.74
33.73,33.73,33.73,33.73
34.77,34.96,35.07,34.77
34.74,34.40,34.82,34.33
33.68,34.08,34.24,33.68
34.32,34.27,34.67,34.00
34.50,34.07,34.50,34.07
34.74,34.72,34.77,34.69
34.72,34.72,34.72,34.72
35.74,36.44,36.45,35.74
37.14,38.03,38.04,37.14
38.89,39.04,39.43,38.89
39.26,39.16,39.26,39.14
39.20,38.60,39.20,38.60
39.07,38.95,39.43,38.95
39.18,39.66,39.66,38.62
39.95,40.20,40.20,39.95
40.01,40.06,40.11,40.00
38.67,39.80,40.22,38.67
38.08,39.50,39.50,37.81
41.37,41.22,41.99,40.29
41.39,42.20,42.65,41.21
42.41,42.30,42.72,42.00
42.25,42.03,43.32,41.22
42.73,42.30,43.02,42.30
40.78,40.92,41.77,39.99
41.58,41.47,41.80,40.81
40.80,41.71,41.89,40.80
42.10,41.60,42.71,41.60
42.37,42.36,43.32,41.99
42.12,41.89,42.35,40.83
41.20,40.81,41.20,40.41
40.10,40.20,41.48,39.94
39.43,39.83,39.90,39.43
39.49,39.09,39.49,38.92
40.42,40.43,40.57,40.35
41.55,41.74,41.75,41.55
42.04,42.88,42.88,41.47
42.94,43.28,43.28,42.91
42.84,43.14,43.15,42.69
42.54,42.72,42.77,42.46
42.03,42.41,42.99,42.03
43.10,43.65,43.65,43.10
43.02,43.60,43.83,42.98
43.16,42.88,43.66,42.88
43.27,43.11,43.27,42.90
43.82,42.57,43.82,42.20
43.18,43.52,43.52,42.79
43.99,44.35,44.35,43.95
44.90,44.06,44.91,44.06
44.96,44.48,44.96,44.40
43.66,44.23,44.44,43.60
43.27,42.97,43.27,42.55
42.58,42.16,42.91,41.96
42.50,41.74,42.70,41.74
42.15,42.41,42.42,42.15
42.17,41.18,42.17,40.77
41.99,42.52,42.53,41.99
43.08,42.59,43.08,42.52
42.63,42.61,42.63,42.35
41.91,41.49,42.00,41.34
42.05,41.88,42.05,41.80
41.45,41.20,41.59,41.05
40.97,40.69,41.19,40.69
40.72,39.67,40.72,39.47
40.56,40.48,40.93,40.23
39.72,39.80,39.80,39.72
40.21,40.10,40.21,40.10
40.37,39.98,40.37,39.86
40.36,40.36,40.36,40.36
39.91,39.88,40.08,39.88
39.48,39.23,39.74,39.23
38.81,39.47,39.47,38.81
39.47,39.47,39.47,39.47
40.55,40.57,40.60,40.55
40.95,41.02,41.20,40.83
41.08,41.49,41.54,41.08
42.72,42.91,42.91,42.17
42.62,42.27,42.62,42.16
41.41,40.81,41.45,40.81
40.56,40.21,40.56,40.21
39.99,39.41,39.99,39.37
39.41,39.41,39.41,39.41
39.39,39.87,39.87,39.34
39.99,39.99,39.99,39.99
41.19,41.04,41.33,41.04
41.07,41.15,41.15,40.77
41.22,41.22,41.22,41.22
42.00,42.23,42.23,42.00
41.01,40.55,41.01,40.55
40.30,39.22,40.30,39.22
40.83,40.83,40.83,40.83
42.15,42.34,42.34,42.02
42.73,42.90,43.03,42.56
43.55,43.07,43.55,43.05
42.92,42.11,42.92,42.11
41.97,41.55,41.97,41.55
42.08,42.08,42.08,42.08
43.02,43.13,43.13,43.02
43.62,43.66,43.74,43.54
44.09,44.14,44.34,44.09
43.90,44.07,44.09,43.90
44.89,44.84,45.24,44.47
44.69,44.74,44.74,44.44
44.80,45.30,45.36,44.80
45.02,45.02,45.02,45.02
45.48,45.48,45.49,45.38
45.19,45.11,45.52,44.93
45.24,45.51,45.51,45.24
45.36,44.80,45.36,44.80
45.10,45.08,45.10,44.95
45.21,44.76,45.21,44.76
44.50,44.34,44.52,44.26
44.67,45.27,45.27,44.67
45.10,44.76,45.10,44.71
44.76,44.76,44.76,44.76
44.45,45.06,45.06,44.45
45.52,45.80,45.81,45.52
45.77,46.21,46.21,45.77
46.39,46.52,46.52,46.39
46.55,46.78,47.04,46.55
46.72,46.79,46.80,46.72
47.70,47.70,47.70,47.70
47.24,47.15,47.33,47.10
47.92,47.73,47.93,47.73
48.23,47.75,48.23,47.75
46.85,47.29,47.30,46.71
47.36,47.34,47.36,47.34
47.22,47.22,47.22,47.22
46.44,46.44,46.44,46.44
46.95,46.49,46.95,46.49
45.86,46.20,46.29,45.86
46.20,46.20,46.20,46.20
46.85,45.53,46.96,45.39
46.16,46.42,46.44,46.16
46.46,46.20,46.46,46.18
45.79,45.63,45.79,45.30
45.60,45.81,45.85,45.60
46.50,46.41,46.50,46.33
47.02,47.47,47.47,46.82
47.34,47.24,47.34,47.16
47.62,47.62,47.62,47.62
46.34,45.64,46.34,45.64
44.42,45.59,45.60,44.35
44.20,44.19,44.20,44.19
43.65,44.22,44.22,43.65
44.40,44.40,44.40,44.40
43.80,43.46,43.80,43.46
43.46,43.46,43.46,43.46
44.43,44.43,44.50,44.35
44.93,44.90,44.93,44.89
46.39,46.11,46.39,45.99
46.11,46.11,46.11,46.11
45.24,45.10,45.24,45.10
44.79,44.93,45.00,44.79
45.61,45.63,45.81,45.59
46.20,45.49,46.34,45.49
45.50,45.50,45.50,45.50
45.83,46.40,46.50,45.83
46.06,46.04,46.06,46.04
46.15,46.89,46.89,46.15
46.71,46.71,46.71,46.71
46.84,46.85,46.85,46.84
47.68,47.53,47.68,47.51
47.31,47.44,47.55,47.27
47.62,47.62,47.62,47.62
47.62,47.62,47.62,47.62
47.92,47.78,47.92,47.59
47.59,47.70,47.72,47.59
48.27,48.80,48.80,48.27
49.13,49.46,49.46,49.13
49.02,49.67,49.68,49.02
49.68,49.69,49.69,49.68
49.87,50.06,50.18,49.87
50.07,50.24,50.26,49.73
49.86,49.46,49.86,49.42
49.69,49.63,49.90,49.63
49.84,49.27,49.84,48.95
49.45,49.47,49.47,49.45
49.00,47.98,49.00,47.75
47.68,47.39,47.68,47.10
47.78,47.17,47.86,47.17
46.82,47.66,47.66,46.68
48.40,49.20,49.20,48.40
48.93,49.79,49.79,48.93
46.75,47.83,48.00,46.75
45.60,44.21,45.60,44.21
43.88,43.27,43.88,42.00
42.52,43.05,43.05,42.48
44.00,43.75,44.00,43.37
43.32,43.78,43.88,43.32
43.80,43.96,43.96,43.80
43.29,43.16,43.42,43.16
44.31,44.31,44.31,44.27
44.69,44.37,44.69,44.26
44.08,43.99,44.11,43.99
43.99,43.99,43.99,43.99
44.41,44.83,44.83,44.41
43.84,43.77,43.87,43.77
44.52,44.40,44.74,44.40
43.28,42.59,43.60,42.57
42.74,42.94,43.25,42.74
43.24,43.41,43.49,43.24
