COHR,Coherent,NASDAQ
136.99,132.14,136.99,130.52
132.00,131.98,132.99,131.14
133.15,133.06,135.29,131.85
132.08,131.12,134.80,129.62
131.02,135.87,136.00,131.02
136.77,137.89,139.85,136.04
138.23,134.96,138.97,134.75
134.99,136.21,136.42,132.12
136.62,136.82,138.00,135.21
137.47,137.24,138.20,135.01
136.99,137.39,137.98,136.06
137.99,138.33,138.82,136.96
139.01,136.05,139.63,135.92
135.34,137.85,138.67,135.06
138.58,137.38,138.58,136.11
139.57,136.42,140.39,135.74
137.16,141.65,141.75,137.16
141.75,137.14,141.75,137.00
137.69,138.69,139.75,136.52
139.25,144.27,144.64,138.76
144.19,142.13,144.43,140.86
142.79,144.04,144.05,141.66
144.46,144.10,144.90,140.96
144.01,145.86,145.88,143.78
