NVGN,Novogen Limited - American Depositary Shares each representing twenty five Ordinary Shares,NASDAQ
4.14,4.10,4.22,4.10
4.10,4.08,4.20,4.08
4.05,4.13,4.49,4.01
4.60,4.91,5.25,4.35
4.99,4.63,4.99,4.15
5.03,4.89,5.20,4.67
4.93,4.64,4.93,4.52
4.60,4.45,4.75,4.20
4.51,4.44,4.64,4.29
4.38,4.15,4.49,4.15
4.16,4.29,4.49,4.16
4.43,4.70,5.10,4.40
4.90,4.50,5.08,4.44
4.73,4.26,4.84,4.21
4.26,3.99,4.31,3.84
3.95,3.85,4.02,3.78
3.98,3.90,3.98,3.76
3.84,3.86,3.90,3.72
3.86,3.87,3.87,3.73
4.00,4.07,4.16,3.99
4.01,4.06,4.10,4.01
4.19,4.14,4.19,4.03
4.19,3.94,4.19,3.86
3.94,3.92,3.94,3.74
3.87,3.88,3.89,3.81
3.86,3.95,3.96,3.86
3.93,3.95,4.04,3.89
4.01,3.95,4.01,3.81
3.88,3.91,3.96,3.81
3.85,3.85,3.93,3.76
3.87,3.86,3.91,3.77
3.89,3.96,4.09,3.85
3.99,3.78,3.99,3.66
3.77,3.79,3.85,3.69
3.68,3.87,3.88,3.64
3.74,4.15,5.18,3.71
4.20,3.97,4.20,3.82
3.85,3.84,3.85,3.71
3.84,3.82,3.85,3.72
3.82,3.83,3.83,3.71
3.78,3.71,3.78,3.63
3.67,3.65,3.74,3.65
3.65,3.67,3.71,3.57
3.63,3.60,3.92,3.58
3.69,3.68,3.75,3.60
3.68,3.66,3.68,3.50
3.77,3.70,3.77,3.58
3.66,3.78,3.84,3.63
3.84,3.72,3.84,3.60
3.69,3.84,3.84,3.69
3.85,3.82,3.85,3.56
3.82,3.78,3.82,3.63
3.82,3.81,3.82,3.64
3.84,3.80,3.84,3.69
3.84,3.85,3.85,3.72
3.85,3.90,3.90,3.70
3.86,3.77,3.86,3.69
3.66,3.76,3.81,3.66
3.72,3.85,3.85,3.71
3.76,3.80,3.80,3.72
3.75,3.70,3.84,3.63
3.79,3.80,3.82,3.65
3.79,3.80,3.83,3.64
3.77,3.90,3.90,3.77
3.79,3.90,3.90,3.79
3.87,3.90,3.92,3.71
3.86,3.79,3.86,3.73
3.81,3.86,3.86,3.73
3.80,4.00,4.15,3.78
4.08,4.06,4.10,3.90
4.03,4.05,4.06,3.97
4.08,4.09,4.09,3.98
3.83,4.05,4.05,3.83
4.08,4.25,4.48,4.08
4.18,4.28,4.39,3.94
4.28,4.45,4.45,4.05
4.39,4.08,4.40,4.07
4.00,4.15,4.28,3.86
4.16,4.04,4.16,3.77
3.96,3.80,3.97,3.73
3.81,3.84,3.93,3.79
3.79,3.88,3.88,3.75
3.85,3.84,3.88,3.73
4.89,5.57,6.76,4.77
5.71,5.11,6.14,4.95
4.96,4.64,5.12,4.60
4.79,4.65,4.84,4.53
4.64,4.35,4.73,4.28
4.23,4.40,4.47,4.17
4.44,4.58,4.70,4.40
4.63,4.68,4.78,4.56
4.77,6.13,6.84,4.75
6.25,6.24,6.50,5.67
6.14,5.95,6.14,5.51
5.79,5.50,5.79,5.22
5.54,5.37,5.55,5.04
5.37,5.11,5.37,5.06
5.52,5.85,6.13,5.52
6.18,6.00,6.18,5.72
6.02,5.67,6.18,5.55
5.55,5.22,5.55,5.05
5.17,5.10,5.30,5.02
5.17,5.09,5.25,4.95
5.15,5.09,5.20,4.97
5.05,5.09,5.13,4.85
6.02,5.72,6.40,5.65
5.72,5.34,5.72,5.21
5.19,5.07,5.28,4.90
5.08,5.09,5.16,4.92
5.13,4.99,5.13,4.88
4.95,5.15,5.49,4.86
5.24,5.20,5.30,5.06
6.40,5.55,6.54,5.31
5.70,5.30,5.78,5.22
5.30,5.25,5.30,5.05
5.28,5.17,5.28,5.08
5.28,5.18,5.30,5.08
5.12,5.16,5.34,5.12
5.09,5.13,5.23,5.08
5.09,5.04,5.10,4.95
5.00,4.96,5.06,4.92
4.88,4.67,4.92,4.57
4.60,4.59,4.74,4.50
4.59,4.40,4.59,4.33
4.34,4.36,4.40,4.22
4.31,4.22,4.39,4.22
4.20,4.19,4.29,4.11
4.19,4.15,4.22,4.01
4.19,4.10,4.19,4.10
4.10,4.23,4.24,4.10
4.20,4.27,4.37,4.16
4.35,4.28,4.35,4.14
4.28,4.22,4.34,4.20
4.20,4.27,4.34,4.17
4.30,4.17,4.30,4.14
4.17,4.24,4.25,4.17
4.24,4.30,4.32,4.20
4.34,4.31,4.37,4.26
4.36,4.59,4.65,4.31
4.62,4.48,4.62,4.44
4.50,4.53,4.63,4.44
4.64,4.77,4.82,4.56
4.74,4.76,4.80,4.71
4.78,4.76,4.94,4.71
4.71,4.90,5.30,4.66
4.90,4.79,4.90,4.61
4.75,4.60,4.75,4.52
4.55,4.50,4.61,4.41
4.55,4.45,4.55,4.40
4.40,4.31,4.41,4.28
4.31,4.29,4.31,4.22
4.24,4.28,4.39,4.21
4.24,4.09,4.35,3.99
4.05,4.06,4.18,3.95
4.12,4.15,4.19,4.12
4.18,4.15,4.18,3.96
4.13,4.15,4.24,4.03
4.11,4.13,4.13,4.06
4.09,4.01,4.10,3.95
4.02,4.19,4.22,3.93
4.15,4.16,4.17,3.97
4.13,4.24,4.35,4.13
3.96,4.09,4.09,3.95
4.05,4.09,4.10,3.97
4.08,3.98,4.08,3.90
4.04,4.10,4.11,3.91
4.05,4.10,4.10,3.95
4.06,4.06,4.10,3.97
4.03,4.12,4.20,4.02
4.08,4.06,4.10,4.01
4.00,4.09,4.20,3.96
3.98,4.05,4.09,3.98
4.00,3.96,4.00,3.90
3.98,3.99,4.05,3.98
4.00,4.16,4.16,4.00
4.15,3.95,4.15,3.90
4.08,3.88,4.08,3.85
3.92,3.97,4.01,3.88
3.95,4.07,4.09,3.95
4.10,4.47,4.50,4.10
4.41,4.70,4.88,4.15
4.65,4.29,4.78,4.18
4.19,4.43,4.43,4.18
4.40,4.28,4.49,4.25
4.25,4.32,4.32,4.18
4.30,4.33,4.38,4.30
4.34,4.30,4.34,4.19
4.18,4.32,4.41,4.18
5.58,4.47,5.70,4.40
4.46,4.30,4.65,4.25
4.25,4.36,4.40,4.20
4.34,4.19,4.35,4.12
4.02,4.06,4.15,4.01
4.11,4.33,4.33,4.03
4.32,4.07,4.32,4.06
4.09,4.08,4.11,4.06
4.04,4.00,4.09,3.92
4.12,4.11,4.13,3.95
4.15,4.15,4.15,4.01
4.09,4.03,4.16,4.03
4.13,4.11,4.13,3.97
4.11,3.99,4.11,3.92
4.01,3.99,4.01,3.92
3.98,3.98,4.09,3.91
3.93,4.06,4.14,3.93
4.01,3.99,4.12,3.95
3.98,3.98,4.01,3.85
3.91,3.81,4.17,3.79
3.81,3.67,3.89,3.60
3.75,3.95,4.00,3.60
3.90,3.91,3.97,3.90
3.88,3.98,3.99,3.85
4.04,4.04,4.09,3.93
4.01,3.93,4.03,3.90
4.15,3.99,4.15,3.99
4.02,4.11,4.15,3.97
4.14,3.99,4.14,3.89
4.03,3.94,4.03,3.82
4.10,3.99,4.10,3.77
3.96,3.90,4.00,3.81
3.95,3.91,3.95,3.82
3.93,3.90,3.95,3.79
3.80,3.94,3.98,3.80
3.85,3.89,3.90,3.77
3.85,3.78,3.85,3.65
3.69,3.84,3.84,3.69
3.76,3.94,3.94,3.75
3.94,3.78,3.94,3.70
3.78,3.76,3.78,3.65
3.65,3.74,3.84,3.63
3.68,3.73,3.75,3.56
3.73,3.72,3.91,3.68
3.67,3.66,3.99,3.65
3.67,3.83,3.90,3.67
3.71,3.84,3.85,3.70
3.80,3.75,3.88,3.54
4.03,3.88,4.20,3.80
3.90,3.80,3.90,3.70
3.66,3.69,3.74,3.64
3.70,3.80,3.80,3.70
3.78,3.70,3.84,3.54
3.60,3.79,3.83,3.60
3.80,3.60,3.80,3.59
3.67,3.55,3.67,3.42
3.67,3.93,4.06,3.60
3.74,3.85,4.07,3.74
3.96,3.79,3.96,3.71
3.71,3.72,3.83,3.67
3.75,3.80,3.83,3.71
3.85,3.79,3.85,3.69
3.71,3.71,3.80,3.66
4.14,3.99,4.60,3.89
4.00,3.81,4.00,3.72
3.76,3.74,3.85,3.74
3.78,3.76,3.84,3.69
3.65,3.68,3.77,3.52
3.64,3.67,3.73,3.55
3.62,3.61,3.70,3.56
3.57,3.58,3.65,3.50
3.63,3.59,3.64,3.56
3.60,3.68,3.69,3.50
3.65,3.62,3.72,3.59
3.60,3.60,3.68,3.50
3.63,3.55,3.63,3.55
3.57,3.59,3.62,3.55
3.52,3.40,3.53,3.35
3.40,3.43,3.49,3.38
3.30,3.37,3.43,3.25
3.33,3.33,3.36,3.30
3.32,3.38,3.40,3.32
3.42,3.38,3.42,3.33
3.35,3.36,3.40,3.34
3.35,3.26,3.36,3.26
3.22,3.15,3.26,3.09
3.10,3.23,3.29,3.10
3.21,3.18,3.23,3.17
3.15,3.24,3.27,3.15
3.29,3.29,3.29,3.24
3.27,3.33,3.33,3.27
3.38,3.28,3.39,3.24
3.39,3.22,3.41,3.22
3.30,3.21,3.30,3.17
3.15,3.24,3.29,3.14
3.26,3.19,3.26,3.15
3.11,3.15,3.23,3.11
3.06,3.02,3.10,2.87
2.94,2.95,3.00,2.91
2.95,2.97,3.01,2.92
2.96,2.87,3.01,2.72
2.78,2.92,2.92,2.75
3.00,3.15,3.19,2.95
3.23,3.21,3.23,3.06
3.16,3.22,3.29,3.16
3.17,3.11,3.19,2.99
3.12,3.14,3.24,3.10
3.10,3.22,3.24,3.10
3.22,3.15,3.28,3.12
3.13,3.20,3.20,3.09
3.15,3.17,3.20,3.15
3.22,3.29,3.33,3.22
3.27,3.27,3.34,3.27
3.29,3.33,3.34,3.25
3.27,3.32,3.32,3.25
3.29,3.28,3.36,3.26
3.25,3.37,3.37,3.25
3.39,3.39,3.39,3.32
3.37,3.46,3.46,3.33
3.33,3.42,3.43,3.33
3.38,3.30,3.40,3.28
3.26,3.35,3.35,3.25
3.27,3.36,3.36,3.27
3.26,3.36,3.36,3.25
3.25,3.36,3.36,3.22
3.28,3.26,3.38,3.22
3.22,3.21,3.33,3.17
3.38,3.10,3.38,3.08
3.11,2.94,3.15,2.88
2.94,2.97,3.07,2.87
2.84,2.90,2.97,2.82
2.91,2.78,2.91,2.74
2.80,2.83,2.87,2.70
2.96,2.74,2.96,2.72
2.70,2.78,2.96,2.70
3.20,3.03,3.21,2.92
3.00,2.85,3.00,2.82
2.85,2.90,2.91,2.75
2.91,2.99,2.99,2.87
3.02,3.00,3.02,2.88
2.95,2.98,2.98,2.93
2.97,2.97,2.97,2.92
2.97,2.95,2.97,2.93
2.93,2.95,2.95,2.82
2.82,2.93,2.93,2.80
2.88,2.90,2.93,2.79
2.96,3.00,3.00,2.84
3.00,2.80,3.01,2.68
2.74,2.79,2.94,2.74
2.81,2.78,2.92,2.77
2.73,2.76,2.81,2.73
2.81,2.77,2.81,2.73
2.74,2.87,3.20,2.74
2.97,2.93,2.97,2.81
2.89,2.88,3.03,2.86
2.92,3.05,3.05,2.88
3.07,3.04,3.07,2.92
3.05,2.91,3.05,2.91
2.96,2.98,3.19,2.94
3.01,2.98,3.01,2.82
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.72,2.73,2.89,2.70
2.71,2.66,2.75,2.60
2.54,2.40,2.58,2.21
2.22,1.65,2.39,1.51
1.65,1.80,1.81,1.53
1.85,1.66,1.85,1.63
1.76,1.75,1.78,1.67
1.82,1.80,1.94,1.78
1.81,1.76,1.81,1.74
1.85,1.88,1.90,1.74
1.94,2.03,2.12,1.81
1.71,1.92,1.92,1.71
1.70,1.96,1.96,1.68
1.82,1.93,1.94,1.78
1.83,1.91,1.94,1.79
1.85,1.80,1.85,1.78
1.75,1.88,1.88,1.68
1.88,1.76,1.88,1.68
1.81,1.83,1.85,1.70
1.74,1.71,1.85,1.71
1.71,1.70,1.81,1.69
1.70,1.64,1.70,1.64
1.64,1.71,1.71,1.52
3.49,5.38,5.97,3.44
3.49,3.15,3.93,3.05
2.95,2.73,3.05,2.72
2.56,2.58,2.97,2.43
2.63,2.45,2.64,2.38
2.42,2.49,2.64,2.26
2.35,2.40,2.57,2.35
2.35,2.60,2.75,2.35
2.55,2.30,2.57,2.25
2.32,2.16,2.34,2.13
2.17,2.08,2.39,2.08
2.15,2.16,2.28,2.15
2.18,2.28,2.38,2.18
2.34,2.13,2.34,2.08
2.13,2.30,2.36,2.13
2.32,2.20,2.35,2.13
2.20,2.28,2.35,2.18
2.37,2.25,2.38,2.23
2.24,2.15,2.28,2.11
2.11,2.09,2.15,2.08
2.48,2.43,3.39,2.27
2.23,2.35,2.40,2.21
2.30,2.40,2.42,2.30
2.45,2.30,2.45,2.27
2.29,2.55,2.70,2.24
2.51,2.34,2.51,2.30
2.33,2.40,2.46,2.27
2.48,2.34,2.48,2.30
2.37,2.34,2.47,2.32
2.35,2.45,2.65,2.30
2.49,2.46,2.49,2.36
2.49,2.76,2.80,2.41
2.80,2.80,2.89,2.62
2.82,2.69,2.82,2.60
2.64,2.62,2.68,2.55
2.68,2.75,2.79,2.60
2.74,2.71,2.80,2.63
2.71,2.52,2.71,2.45
2.71,2.62,2.82,2.47
2.75,2.62,2.75,2.62
2.70,2.79,2.96,2.67
2.85,3.45,3.49,2.70
3.55,3.20,4.07,3.00
2.92,2.89,3.04,2.79
2.97,2.76,2.97,2.73
2.73,2.77,2.94,2.70
2.84,2.83,2.90,2.78
2.85,2.66,2.89,2.66
2.69,2.68,2.77,2.66
2.70,2.62,2.84,2.62
2.66,2.50,2.66,2.48
2.48,2.51,2.56,2.42
3.72,3.36,4.33,3.25
3.36,2.98,3.36,2.92
2.95,3.15,3.26,2.88
3.15,3.10,3.25,3.00
3.13,3.02,3.14,2.98
3.15,3.17,3.35,3.00
3.10,3.20,3.30,3.10
3.27,3.13,3.27,3.10
3.10,3.10,3.18,3.09
3.09,3.08,3.17,3.05
4.43,3.88,4.78,3.85
4.05,3.96,4.20,3.88
4.04,3.82,4.05,3.61
3.80,3.85,3.99,3.54
3.84,3.72,3.99,3.62
3.75,3.64,3.86,3.56
3.65,3.77,3.94,3.57
3.86,4.55,4.67,3.75
4.42,4.27,4.58,4.13
4.31,4.30,4.39,4.15
4.44,4.26,4.49,4.12
4.25,4.17,4.40,4.11
4.19,4.12,4.23,4.05
4.10,4.20,4.42,4.10
4.21,4.51,4.70,4.21
5.99,5.52,6.74,5.51
5.70,5.63,6.05,5.25
5.57,5.63,5.80,5.50
5.96,7.24,7.59,5.85
8.03,7.90,8.75,7.75
7.40,6.94,7.56,6.80
8.10,7.63,8.25,7.27
8.13,9.23,9.50,7.90
7.30,7.70,8.45,7.00
7.53,7.40,7.69,7.05
7.10,6.55,7.25,6.49
6.45,6.54,6.75,6.19
6.50,6.33,6.78,6.20
6.81,6.21,6.81,6.00
5.97,5.98,6.24,5.90
5.97,5.56,5.97,5.50
5.60,5.83,6.17,5.60
5.71,5.64,5.82,5.61
5.63,5.75,5.94,5.63
5.63,6.21,6.26,5.63
6.11,6.42,6.60,5.86
7.32,6.55,7.66,6.52
6.45,6.26,6.47,6.12
6.20,5.99,6.20,5.82
5.91,6.07,6.16,5.76
6.34,6.34,6.52,6.16
6.33,6.19,6.33,6.07
6.13,6.38,6.48,6.13
6.55,6.40,6.60,6.26
6.40,6.37,6.49,6.17
6.36,6.28,6.36,6.12
6.18,6.06,6.28,6.03
6.04,5.97,6.09,5.83
6.02,5.90,6.09,5.81
6.00,5.67,6.08,5.60
5.74,5.61,5.82,5.50
5.55,5.36,5.56,5.32
5.35,5.54,5.70,5.21
5.43,5.49,5.54,5.39
5.15,5.08,5.55,5.05
5.22,5.09,5.36,5.01
5.11,5.03,5.14,4.88
4.94,4.85,5.02,4.76
4.91,4.79,5.02,4.75
4.75,4.87,4.94,4.70
4.95,5.07,5.30,4.92
5.10,5.16,5.27,5.09
5.17,5.02,5.17,4.90
4.95,4.85,4.98,4.76
4.81,4.91,4.95,4.77
4.86,4.76,4.91,4.75
4.78,4.61,4.87,4.61
4.65,4.57,4.69,4.55
4.80,4.69,4.80,4.61
4.69,4.52,4.69,4.49
4.49,4.12,4.49,4.08
4.00,3.90,4.01,3.85
3.86,4.02,4.19,3.86
4.36,4.50,4.86,4.25
4.47,4.50,4.63,4.40
4.40,4.38,4.44,4.26
4.29,4.37,4.42,4.20
4.31,4.27,4.37,4.13
4.35,4.32,4.43,4.24
4.44,4.51,4.63,4.36
4.63,4.62,4.69,4.51
4.75,4.55,4.88,4.52
4.77,4.83,4.94,4.65
5.20,4.60,5.35,4.60
4.66,4.63,4.82,4.55
4.60,4.37,4.69,4.22
4.35,4.37,4.37,4.22
4.00,3.97,4.05,3.87
4.00,3.96,4.07,3.90
3.93,3.75,3.98,3.74
3.72,3.54,3.82,3.47
3.51,3.62,3.64,3.45
3.59,3.57,3.75,3.53
3.56,3.48,3.56,3.41
3.46,3.49,3.52,3.41
3.49,3.26,3.49,3.20
3.22,2.88,3.34,2.70
2.93,3.02,3.27,2.93
2.99,2.88,3.05,2.82
2.82,2.90,2.90,2.70
2.94,3.20,3.50,2.83
3.18,3.23,3.28,3.12
3.22,3.00,3.22,2.99
2.98,3.04,3.17,2.90
3.01,3.13,3.35,3.01
3.39,3.19,3.39,3.10
3.19,3.10,3.19,3.04
3.12,2.99,3.12,2.95
2.99,2.87,2.99,2.83
2.81,2.75,2.85,2.75
2.64,2.60,2.72,2.50
2.70,2.62,2.71,2.60
2.68,2.73,2.74,2.61
2.77,2.73,2.80,2.71
2.73,2.78,2.78,2.65
2.80,2.52,2.85,2.51
2.50,2.39,2.51,2.36
2.43,2.40,2.47,2.34
2.42,2.38,2.58,2.36
2.37,2.48,2.55,2.32
2.53,2.55,2.60,2.46
2.61,2.43,2.62,2.42
2.43,2.50,2.50,2.40
2.48,2.50,2.51,2.38
2.49,2.52,2.54,2.48
2.54,2.44,2.54,2.43
2.47,2.54,2.57,2.47
2.55,2.79,2.79,2.51
2.80,3.03,3.22,2.78
2.93,2.85,3.18,2.78
2.80,2.72,2.92,2.61
2.74,2.56,2.74,2.54
2.56,2.76,2.77,2.49
2.80,2.61,2.80,2.55
2.59,2.42,2.59,2.33
2.47,2.41,2.48,2.34
2.46,2.46,2.57,2.43
2.46,2.47,2.50,2.46
2.46,2.59,2.67,2.46
2.64,2.58,2.64,2.50
2.65,2.79,2.95,2.65
2.80,2.86,2.86,2.73
2.81,2.69,2.81,2.66
2.71,2.66,2.71,2.58
2.68,2.62,2.68,2.53
2.59,2.58,2.60,2.51
2.61,2.54,2.61,2.42
2.49,2.66,2.66,2.49
2.64,2.65,2.67,2.55
2.60,2.75,2.82,2.48
2.70,2.60,2.80,2.58
2.66,2.56,2.68,2.53
2.55,2.58,2.75,2.53
2.61,2.58,2.72,2.51
2.57,2.54,2.64,2.54
2.51,2.50,2.63,2.48
2.44,2.48,2.53,2.44
2.52,2.49,2.52,2.45
2.52,2.48,2.65,2.48
2.44,2.55,2.55,2.44
2.50,2.58,2.62,2.50
2.55,2.82,2.93,2.55
2.83,2.77,3.09,2.73
2.75,2.70,2.76,2.70
2.71,2.58,2.71,2.55
2.57,2.58,2.58,2.52
2.61,2.53,2.62,2.49
2.54,2.54,2.60,2.53
2.52,2.53,2.59,2.45
2.52,2.48,2.57,2.42
2.43,2.41,2.50,2.41
2.41,2.41,2.46,2.33
2.41,2.36,2.41,2.33
2.40,2.27,2.40,2.19
2.27,2.29,2.38,2.23
2.44,2.47,2.70,2.32
2.46,2.59,2.69,2.28
2.57,2.45,2.57,2.39
2.45,2.32,2.45,2.30
2.30,2.40,2.40,2.22
2.38,2.33,2.40,2.32
2.30,2.26,2.35,2.25
2.27,2.26,2.28,2.20
2.26,2.14,2.28,2.09
2.13,2.17,2.19,2.10
2.19,2.14,2.20,2.12
2.18,2.13,2.18,2.12
2.09,2.15,2.15,2.03
2.16,2.16,2.19,2.12
2.18,2.24,2.27,2.18
2.25,2.31,2.38,2.25
2.30,2.34,2.39,2.30
2.33,2.31,2.33,2.26
2.29,2.28,2.30,2.21
2.27,2.23,2.28,2.22
2.23,2.25,2.29,2.22
2.25,2.25,2.27,2.22
2.14,2.16,2.27,2.12
2.19,2.10,2.20,2.10
2.10,2.09,2.17,2.06
2.10,2.09,2.10,1.98
2.07,2.05,2.08,2.01
2.05,2.16,2.24,2.05
2.16,2.22,2.30,2.16
2.16,2.10,2.18,2.09
2.13,2.22,2.22,2.12
2.23,2.18,2.26,2.17
2.18,2.12,2.21,2.12
2.15,2.13,2.15,2.05
2.04,2.05,2.08,2.03
2.01,1.89,2.02,1.85
1.91,1.97,1.97,1.86
1.86,2.04,2.08,1.86
2.06,2.11,2.20,2.06
2.18,2.15,2.20,2.10
2.15,2.23,2.25,2.15
2.24,2.24,2.25,2.23
2.24,2.15,2.27,2.14
2.00,2.10,2.19,2.00
2.10,2.12,2.15,2.10
2.10,2.12,2.14,2.09
2.10,2.05,2.11,2.03
2.02,1.92,2.05,1.84
1.95,1.93,2.00,1.93
2.03,1.96,2.05,1.95
1.99,1.94,2.03,1.94
1.90,1.93,1.94,1.87
1.90,1.89,1.95,1.85
1.85,1.85,1.88,1.83
1.83,1.83,1.85,1.79
1.92,1.91,2.05,1.86
1.87,1.92,1.99,1.85
1.93,1.93,1.95,1.91
1.95,1.99,2.10,1.93
2.03,2.02,2.05,1.99
2.08,2.02,2.08,1.98
1.97,1.91,2.01,1.88
1.97,1.91,2.01,1.86
1.90,1.94,1.98,1.90
1.96,1.97,2.00,1.90
1.92,1.95,1.98,1.91
1.99,1.97,1.99,1.91
1.92,2.00,2.04,1.92
2.00,2.02,2.07,2.00
2.05,2.07,2.16,2.01
2.05,2.10,2.15,2.05
2.09,2.05,2.09,2.05
2.04,2.02,2.06,1.97
2.06,2.05,2.07,2.03
2.06,2.10,2.12,2.06
2.09,2.09,2.18,2.09
2.11,2.15,2.16,2.11
2.12,2.15,2.19,2.12
2.20,2.18,2.20,2.14
2.22,2.48,2.52,2.22
2.50,2.77,2.77,2.50
2.77,2.60,2.85,2.56
2.66,2.59,2.68,2.52
2.61,2.53,2.66,2.53
2.51,2.55,2.55,2.51
2.52,2.58,2.62,2.52
2.60,2.46,2.63,2.27
2.40,2.34,2.50,2.30
2.34,2.34,2.46,2.30
2.26,2.34,2.37,2.25
2.24,2.38,2.40,2.24
2.36,2.36,2.37,2.33
2.34,2.33,2.35,2.27
2.39,2.36,2.39,2.34
2.34,2.33,2.39,2.25
2.37,2.34,2.37,2.32
2.36,2.43,2.43,2.36
2.43,2.54,2.54,2.40
2.57,2.61,2.67,2.51
2.66,2.57,2.67,2.49
2.55,2.52,2.55,2.45
2.52,2.44,2.55,2.44
2.41,2.41,2.50,2.40
2.40,2.37,2.40,2.29
2.33,2.31,2.39,2.30
2.34,2.34,2.47,2.32
2.33,2.34,2.48,2.26
2.37,2.25,2.38,2.17
2.21,2.18,2.23,2.16
2.16,2.10,2.20,1.96
2.05,2.06,2.09,2.05
2.08,2.06,2.11,2.00
2.08,2.05,2.08,1.97
2.03,2.10,2.13,2.03
2.19,2.09,2.19,2.09
2.12,2.10,2.15,2.05
2.09,2.02,2.10,2.01
2.02,2.04,2.09,2.00
2.07,2.05,2.07,2.03
2.05,2.06,2.06,2.02
2.06,2.05,2.06,2.01
2.03,2.00,2.05,1.97
2.00,2.06,2.06,2.00
2.08,2.08,2.12,2.08
2.09,2.08,2.09,2.02
2.06,2.05,2.09,2.00
2.05,2.01,2.08,2.01
1.99,2.03,2.09,1.99
2.04,2.03,2.07,2.02
2.03,2.00,2.04,2.00
2.04,2.04,2.06,2.00
2.04,2.04,2.05,2.00
2.05,2.10,2.13,2.04
2.10,2.05,2.10,2.04
2.02,2.05,2.08,2.00
2.04,2.04,2.05,2.04
2.04,2.03,2.04,2.03
2.08,2.04,2.12,2.03
2.01,2.12,2.19,2.01
2.10,2.05,2.10,2.04
2.05,2.04,2.07,2.02
2.07,2.03,2.07,2.00
2.00,2.00,2.06,2.00
2.01,2.00,2.03,2.00
2.00,2.02,2.07,1.98
2.00,1.99,2.01,1.93
1.92,1.92,1.95,1.85
1.93,1.83,1.93,1.81
1.84,1.90,1.93,1.84
1.91,1.91,1.94,1.90
1.92,1.87,1.92,1.87
1.89,1.90,1.90,1.87
1.99,2.00,2.00,1.95
2.01,1.98,2.01,1.95
2.01,1.98,2.01,1.98
2.00,1.91,2.01,1.91
1.94,1.96,2.00,1.93
1.95,1.91,1.99,1.91
1.92,1.91,2.00,1.87
1.95,1.89,1.95,1.87
1.92,1.90,1.92,1.88
1.92,1.89,1.92,1.87
1.90,1.91,1.92,1.90
1.90,1.89,1.93,1.85
1.90,1.85,1.92,1.81
1.85,1.84,1.90,1.83
1.85,1.83,1.85,1.82
1.84,1.84,1.85,1.82
1.85,1.92,1.96,1.82
1.94,1.88,1.95,1.88
1.85,1.86,1.88,1.79
1.82,1.83,1.89,1.82
1.83,1.81,1.84,1.77
1.80,1.80,1.84,1.78
1.80,1.81,1.83,1.72
1.81,1.82,1.85,1.80
1.84,1.85,1.88,1.83
1.86,1.85,1.87,1.83
1.84,1.83,1.84,1.82
1.88,2.00,2.15,1.88
1.95,1.97,2.02,1.95
1.99,1.96,1.99,1.95
1.98,1.98,2.00,1.96
1.96,1.98,2.00,1.96
1.98,1.99,2.03,1.96
2.02,2.01,2.02,2.00
2.08,2.02,2.09,2.00
2.03,2.01,2.04,1.98
1.99,2.02,2.08,1.99
2.01,2.04,2.05,2.01
2.03,2.06,2.06,2.03
2.06,2.09,2.09,2.05
2.10,2.08,2.10,2.08
2.05,2.04,2.06,2.00
2.02,1.98,2.03,1.98
2.01,1.98,2.05,1.98
2.00,2.03,2.05,2.00
2.05,2.02,2.05,2.02
2.00,2.04,2.06,2.00
2.03,2.04,2.04,2.03
2.20,2.17,2.44,2.12
2.24,2.10,2.24,2.06
2.07,1.91,2.08,1.87
1.89,1.91,1.91,1.87
1.90,1.84,1.90,1.81
1.86,1.92,1.95,1.85
1.94,1.96,1.98,1.94
1.96,1.98,1.98,1.93
1.99,2.00,2.00,1.98
1.98,2.03,2.08,1.98
2.03,2.00,2.03,1.91
1.97,1.98,2.04,1.94
2.00,1.98,2.01,1.95
2.10,1.97,2.10,1.95
1.97,1.95,1.97,1.94
1.91,1.92,1.96,1.91
1.91,1.87,1.94,1.85
1.87,1.94,1.94,1.87
1.94,1.91,1.95,1.86
1.89,1.81,1.92,1.80
1.83,1.76,1.84,1.75
1.79,1.79,1.83,1.76
1.82,1.83,1.83,1.77
1.83,1.80,1.83,1.74
1.79,1.78,1.81,1.73
1.78,1.82,1.83,1.78
1.82,1.83,1.84,1.81
1.81,1.81,1.81,1.77
1.75,1.75,1.86,1.72
1.77,1.75,1.77,1.75
1.74,1.77,1.78,1.71
1.76,1.73,1.76,1.72
1.70,1.67,1.71,1.65
1.69,1.60,1.69,1.57
1.60,1.52,1.62,1.51
1.62,1.54,1.62,1.50
1.53,1.54,1.60,1.51
1.60,1.53,1.60,1.49
1.56,1.53,1.56,1.51
1.52,1.62,1.62,1.51
1.57,1.62,1.62,1.56
1.62,1.62,1.62,1.58
1.50,1.61,1.62,1.50
1.57,1.59,1.61,1.55
1.57,1.59,1.62,1.55
1.60,1.60,1.62,1.53
1.60,1.65,1.74,1.58
1.64,1.70,1.71,1.63
1.69,1.70,1.75,1.67
1.78,1.72,1.78,1.66
1.74,1.69,1.75,1.65
1.69,1.68,1.72,1.61
1.69,1.68,1.72,1.63
1.76,1.67,1.76,1.67
1.67,1.64,1.68,1.64
1.63,1.67,1.69,1.63
1.64,1.66,1.67,1.63
