IWN,iShares Russell 2000 Value ETF,NASDAQ
85.15,84.24,85.28,83.89
84.32,84.54,84.70,83.38
83.60,83.37,84.07,82.60
83.94,84.37,84.55,83.62
85.08,84.71,85.22,84.32
85.19,86.07,86.20,85.19
86.02,85.90,86.41,85.64
86.30,86.86,87.35,86.30
86.44,86.48,87.06,85.85
85.98,86.58,86.93,85.94
87.61,87.66,87.68,86.45
88.00,88.02,88.31,87.81
88.41,88.92,89.00,88.08
88.92,89.10,89.22,88.66
90.00,90.06,90.19,89.57
90.00,90.17,90.45,89.80
90.41,90.84,91.02,90.26
90.94,90.67,91.04,90.41
91.13,90.99,91.45,90.84
91.25,91.88,92.15,91.22
91.69,91.98,92.03,91.55
92.06,92.43,92.54,91.94
92.60,92.41,92.67,92.14
92.72,91.65,92.83,91.45
91.45,92.36,92.36,91.35
91.77,91.84,91.88,91.24
91.54,91.08,91.90,90.83
91.35,91.08,91.50,90.75
91.36,90.98,91.85,90.92
91.75,91.96,92.17,91.72
91.61,91.85,91.97,91.47
91.78,92.01,92.13,91.55
91.84,91.14,91.87,90.96
90.83,90.65,91.08,90.50
91.11,91.01,91.38,90.55
90.83,90.83,91.30,90.44
90.30,91.22,91.28,90.19
91.20,90.98,91.30,90.48
91.02,90.63,91.16,90.63
89.69,89.15,89.86,88.97
88.95,88.66,89.31,88.55
88.66,87.58,88.74,87.58
87.81,88.88,89.14,87.61
88.60,88.20,89.14,87.95
88.55,89.43,89.52,88.50
89.76,89.62,89.81,89.13
89.80,89.49,90.03,89.22
88.53,87.60,88.90,87.45
87.44,87.65,88.04,87.40
87.58,88.32,88.65,87.58
88.36,86.93,88.36,86.78
88.15,87.24,88.79,86.57
87.30,87.92,88.02,86.99
88.01,88.16,88.44,87.86
88.67,88.38,88.83,87.14
88.75,89.67,89.73,88.64
90.33,90.44,90.44,89.81
90.34,90.47,90.72,90.10
90.43,89.89,90.44,89.81
90.04,90.24,90.29,89.79
91.39,90.58,91.56,90.36
90.62,91.38,91.38,90.58
91.41,92.41,92.86,90.75
92.66,92.13,92.66,91.85
92.37,91.96,92.41,91.87
91.87,91.99,92.17,91.42
91.73,91.86,92.54,91.28
92.11,91.76,92.62,91.67
91.92,92.03,92.49,91.53
91.54,91.61,92.04,91.40
90.80,91.64,91.83,90.64
91.56,92.56,92.62,91.56
91.98,92.06,92.40,91.73
91.87,91.11,91.94,90.63
91.13,91.61,91.85,90.96
90.77,90.79,91.33,90.54
90.72,89.79,91.00,89.70
89.93,89.74,90.27,89.34
90.86,91.70,91.88,90.70
91.52,93.21,93.21,91.44
92.65,93.49,93.55,92.50
93.23,92.69,93.43,92.48
93.30,93.60,93.75,93.01
93.28,94.59,94.59,93.22
95.24,95.58,95.67,94.79
95.82,95.45,95.83,95.27
95.79,95.79,96.23,95.54
95.28,95.48,95.74,95.11
95.64,95.92,96.10,95.36
96.04,96.15,96.20,95.73
96.20,96.17,96.25,95.79
96.34,96.21,96.50,95.57
96.24,95.19,96.41,94.99
95.22,94.58,95.40,94.53
94.78,94.33,94.88,93.58
94.89,95.33,95.44,94.46
94.95,94.89,95.27,94.46
95.44,94.75,95.48,94.53
95.21,93.28,95.21,93.25
93.45,94.85,94.94,93.26
94.67,94.66,94.91,94.14
94.49,94.59,94.66,94.04
94.00,95.33,95.36,93.90
95.35,95.54,95.63,94.83
95.65,95.80,95.87,95.29
96.10,95.29,96.27,95.05
95.30,94.85,95.80,94.47
95.19,94.78,95.46,94.43
95.17,96.28,96.31,95.05
96.30,96.81,96.87,95.95
97.05,96.94,97.23,96.66
96.94,97.49,97.68,96.94
97.65,98.20,98.20,97.32
98.45,98.15,98.73,98.15
98.30,97.23,98.56,96.87
96.92,96.74,97.39,96.21
96.28,96.53,97.31,95.65
96.54,96.58,96.86,96.14
97.60,97.39,97.89,97.27
97.44,97.32,97.72,96.90
97.13,96.45,97.48,96.36
96.61,95.14,96.63,94.89
95.17,95.39,95.69,94.98
95.50,95.63,95.96,94.99
96.03,96.67,96.75,95.87
96.63,96.51,96.73,95.97
96.71,97.92,97.92,95.80
97.82,97.05,97.82,96.97
97.20,98.56,98.83,97.04
98.57,98.91,99.01,98.29
99.09,99.41,99.62,99.03
99.80,99.41,100.02,99.27
99.63,99.40,99.71,98.96
99.42,99.24,99.54,99.15
99.45,99.50,99.84,99.36
99.18,98.40,99.25,98.06
98.60,98.66,98.91,98.34
99.07,97.98,99.17,97.97
98.33,98.65,99.11,98.30
98.70,98.42,98.70,97.94
98.77,98.21,98.77,97.78
98.29,98.57,98.63,97.91
98.29,97.38,98.56,96.83
97.87,98.40,98.45,97.68
98.53,99.04,99.16,98.50
98.96,98.98,99.20,98.66
99.01,98.68,99.10,98.54
99.41,99.49,99.58,98.84
99.57,100.03,100.15,99.42
99.65,99.23,99.66,98.76
98.69,96.97,98.75,96.78
97.23,95.88,97.36,95.53
95.99,96.49,96.52,95.74
95.72,95.21,96.26,94.98
95.99,96.46,97.02,95.62
95.10,95.64,96.26,94.50
95.42,92.86,95.55,92.49
93.27,93.52,93.91,92.59
93.10,92.87,93.32,92.09
93.02,93.64,93.96,93.02
93.98,94.25,94.44,93.47
94.16,94.39,94.40,93.59
94.38,95.46,95.68,94.38
95.62,95.79,96.25,95.39
94.95,96.86,97.02,94.88
96.67,97.26,97.33,96.31
97.43,98.12,98.24,97.25
97.87,96.99,98.50,96.89
97.14,97.79,98.00,96.95
97.97,98.02,98.35,97.80
98.20,98.92,99.46,98.14
98.78,98.76,99.24,98.49
98.83,99.29,99.83,98.53
98.98,99.86,99.86,98.90
99.84,100.00,100.72,99.56
99.36,99.52,99.84,98.63
100.40,101.89,102.41,100.40
101.76,101.64,101.85,101.34
101.89,101.88,102.02,101.55
102.29,101.76,102.33,101.36
101.53,101.56,101.76,101.05
101.60,100.66,101.89,100.27
100.15,100.99,101.04,99.91
101.39,100.18,101.43,99.63
99.82,100.57,100.89,99.82
101.11,101.07,101.76,100.87
101.07,102.18,102.24,100.92
102.11,101.55,102.14,100.93
101.34,101.91,102.16,101.06
102.45,101.97,103.11,101.94
102.27,101.37,102.46,100.60
101.41,101.10,101.95,100.53
101.77,99.21,101.77,99.21
99.29,98.99,99.83,98.57
99.18,99.29,100.42,98.95
99.92,100.84,101.12,99.54
101.02,101.95,102.13,100.95
102.20,102.48,102.57,101.84
102.48,101.84,102.51,101.50
102.52,99.92,102.56,99.72
99.63,98.76,99.77,98.41
98.87,99.35,99.90,98.54
99.77,100.16,100.17,99.02
100.12,97.92,100.12,97.53
97.34,96.82,98.06,96.48
97.70,97.18,97.94,96.42
97.47,97.73,97.96,95.96
98.20,98.44,98.53,97.68
98.26,99.08,99.40,98.09
99.15,99.31,99.38,98.59
99.56,100.09,100.49,99.18
100.08,99.73,100.37,99.67
100.22,99.52,100.25,99.06
99.32,98.24,99.32,97.94
98.51,97.77,98.92,96.68
98.08,97.68,98.58,97.59
97.43,98.29,98.40,96.80
98.13,98.02,98.68,97.05
98.36,98.24,99.20,97.91
97.58,98.01,98.33,97.08
97.83,96.67,97.87,96.63
96.76,97.23,97.28,95.78
97.12,96.50,98.03,96.17
96.22,97.25,97.28,96.00
97.67,99.13,99.60,97.63
99.16,98.30,99.35,98.24
98.17,96.63,98.17,96.49
96.22,95.91,96.22,94.83
95.92,96.40,96.46,95.21
96.22,97.21,97.50,96.00
97.19,95.99,97.19,95.39
96.43,96.29,96.72,95.47
96.54,97.07,97.34,96.36
97.12,98.05,98.09,97.00
98.43,99.39,99.57,98.43
99.24,98.83,99.24,98.46
99.03,99.16,99.31,98.57
99.16,98.87,99.42,98.56
99.06,98.58,99.20,97.89
98.14,98.37,98.72,97.71
98.03,98.60,98.71,97.81
98.85,100.64,100.70,98.31
100.98,101.66,101.87,100.98
101.67,102.36,102.73,101.31
102.10,102.07,102.25,101.64
101.69,101.48,101.78,100.97
101.22,100.90,101.22,100.45
101.09,100.85,101.24,100.32
100.75,100.95,101.06,100.29
100.95,101.72,102.03,100.68
101.66,102.41,102.43,101.33
102.67,102.47,102.76,101.95
102.51,102.79,102.82,102.38
102.88,102.47,103.00,102.30
102.31,101.52,103.21,101.43
100.97,102.37,102.37,100.89
102.42,102.28,102.42,101.44
101.91,102.88,102.99,101.71
102.77,103.26,103.31,102.36
103.55,104.27,105.12,103.45
103.73,103.12,103.84,102.93
103.50,103.69,103.77,103.36
103.44,102.28,103.58,102.25
102.15,101.51,102.18,101.04
101.80,101.60,102.15,101.30
99.70,100.58,101.12,99.55
100.43,100.24,100.53,99.84
101.23,100.66,101.27,100.46
100.64,100.00,100.96,99.44
100.43,99.88,100.65,99.50
99.38,98.47,99.81,98.24
98.58,99.78,99.99,98.43
99.28,99.28,99.52,98.76
99.84,99.87,100.35,99.66
100.00,99.75,100.14,99.43
99.96,99.51,100.46,99.26
98.78,98.61,98.94,98.35
98.72,98.27,98.72,97.68
98.41,98.11,98.82,98.01
98.78,98.28,98.96,97.93
97.47,96.37,97.80,96.37
96.30,96.03,96.83,95.50
96.45,96.69,96.74,95.33
96.21,96.33,97.09,95.82
95.94,96.82,97.33,95.87
97.25,96.28,97.39,95.98
96.35,97.18,97.26,96.18
97.50,97.94,98.64,97.48
97.66,97.37,98.07,96.93
97.61,97.92,98.19,97.52
97.95,98.19,98.31,97.92
98.74,98.04,98.86,97.17
98.90,99.32,99.44,98.64
99.50,99.66,99.89,99.26
99.28,99.42,99.59,98.94
99.44,99.88,100.03,98.68
99.89,99.81,100.16,99.37
100.42,100.05,100.57,99.68
100.09,100.70,100.79,100.09
100.75,100.54,100.85,100.37
100.10,100.09,100.30,99.76
100.26,100.55,100.75,99.83
100.94,101.07,101.36,100.55
101.63,100.53,101.63,100.36
100.68,100.15,101.30,99.96
99.96,100.51,100.60,99.65
100.45,100.45,100.77,99.99
100.38,99.43,100.38,99.30
99.39,99.72,99.85,98.94
99.28,100.39,100.52,99.28
100.30,99.30,100.30,98.92
99.27,98.42,99.27,98.21
98.22,98.64,98.93,97.97
98.70,98.80,99.36,98.38
99.11,99.24,99.50,98.89
99.68,98.13,99.68,97.95
97.73,96.84,97.77,96.71
96.43,95.84,96.95,95.80
95.67,95.89,96.00,95.04
95.68,94.53,95.75,94.18
94.87,95.18,95.28,94.47
94.21,94.86,95.21,93.87
94.86,93.56,94.86,93.50
93.53,92.54,93.69,92.19
92.36,93.15,93.58,91.90
93.92,93.69,94.27,93.36
93.76,93.26,94.06,93.14
92.82,91.91,93.13,91.89
91.85,93.66,93.72,91.17
93.61,91.38,93.65,91.35
91.25,90.56,92.19,90.48
90.62,90.55,91.81,90.44
90.86,91.65,92.73,90.86
90.81,92.19,92.40,90.00
90.98,93.22,93.69,90.83
94.06,92.88,94.44,92.52
92.57,93.79,93.82,92.37
94.37,95.20,95.30,94.03
95.49,94.10,95.73,94.04
94.81,95.45,96.03,94.70
95.56,95.61,95.84,95.11
95.11,95.57,95.61,94.45
95.79,98.16,98.18,95.77
98.38,98.01,98.74,97.24
97.74,98.76,99.08,97.48
100.30,100.08,100.39,99.42
100.18,99.97,100.65,99.60
99.71,99.49,99.97,99.00
100.04,99.96,100.21,99.45
100.09,100.17,100.25,99.47
100.18,100.47,100.47,99.65
100.45,100.84,100.87,100.26
100.84,100.85,100.89,100.53
100.46,101.31,101.42,100.36
101.40,100.45,101.50,100.21
100.38,100.25,100.73,100.16
100.19,99.52,100.40,99.48
99.80,99.92,100.41,99.75
99.71,98.87,99.74,98.18
98.35,99.89,99.89,98.35
101.03,99.93,101.27,99.61
100.09,100.93,100.97,100.03
101.05,100.99,101.46,100.63
100.98,101.22,101.27,100.78
101.25,99.70,101.25,99.53
99.50,98.29,99.50,98.23
98.36,99.25,99.76,98.36
99.23,100.17,100.51,99.04
99.95,99.74,100.08,99.20
99.92,100.36,100.68,99.76
100.03,99.21,100.85,98.91
98.25,100.76,100.80,98.12
100.39,98.68,100.54,98.57
98.87,98.88,100.05,98.71
97.92,97.57,98.51,97.51
97.99,96.68,98.34,96.43
96.46,96.73,98.23,96.31
96.87,99.50,99.54,96.86
100.80,100.80,101.03,99.80
101.00,101.08,101.48,100.41
101.26,101.73,101.73,101.01
102.42,102.21,102.49,101.93
101.90,101.76,101.95,101.29
102.04,102.33,102.60,101.94
102.35,102.97,103.24,102.35
102.78,102.48,103.09,102.48
102.89,101.68,103.20,101.63
102.10,101.18,102.46,100.36
100.46,99.80,100.80,99.37
99.87,98.13,100.00,97.57
98.90,98.96,98.99,98.06
99.77,100.47,100.58,99.51
100.54,99.32,100.54,99.25
99.18,98.93,99.40,98.12
99.67,99.08,100.75,97.98
98.17,98.68,98.87,97.57
98.95,97.37,99.14,97.10
97.14,98.93,99.07,97.02
98.86,98.13,99.19,97.58
97.81,98.04,98.64,97.56
98.54,100.18,100.19,97.76
100.12,99.73,100.29,99.50
99.62,100.50,100.50,98.78
99.43,100.03,100.44,99.39
100.47,98.19,100.58,97.95
98.30,99.54,99.56,97.80
99.03,97.35,99.11,97.26
97.74,98.55,98.61,96.53
98.96,100.56,100.68,98.91
100.38,100.06,100.88,99.86
100.18,101.39,101.59,100.17
101.58,101.09,101.93,100.81
100.88,100.29,101.46,100.21
100.74,100.57,100.80,99.44
100.35,100.28,100.57,99.72
100.87,101.39,101.47,100.67
101.47,101.90,102.01,101.25
101.98,102.01,102.14,101.61
101.67,101.95,101.98,101.37
101.84,101.76,101.98,101.38
101.70,101.90,101.99,100.76
101.58,102.09,102.09,100.99
102.04,102.17,102.58,101.83
102.20,102.07,102.40,101.69
101.91,102.23,102.37,101.72
102.02,101.87,102.42,101.86
101.79,102.55,102.93,101.75
102.38,102.09,102.47,101.68
101.60,101.49,101.76,101.17
101.42,101.46,101.65,100.88
100.97,100.08,101.45,99.92
100.21,100.65,100.85,100.21
99.87,99.45,99.87,99.19
99.51,100.13,100.15,99.22
100.63,101.96,102.05,100.57
101.90,101.61,101.98,100.42
102.13,102.03,102.28,101.83
101.85,102.25,102.37,101.58
102.04,103.17,103.50,101.72
102.88,102.98,103.20,102.64
103.28,104.24,104.41,103.14
104.19,104.36,104.76,104.19
104.32,104.29,104.58,104.06
104.10,102.06,104.10,101.99
101.85,101.85,102.20,101.39
101.84,102.19,102.24,101.39
102.55,103.46,103.68,102.42
103.12,103.21,103.43,102.80
102.95,103.39,103.68,102.28
103.23,103.77,104.24,103.23
103.26,104.27,104.40,103.20
104.13,103.45,104.21,103.44
103.51,103.96,104.18,103.49
103.83,103.37,104.02,102.51
103.73,103.79,103.97,103.59
103.79,103.87,104.29,103.77
103.84,103.85,104.10,103.24
104.19,104.54,104.95,104.00
104.36,104.34,104.64,104.07
103.55,102.71,103.69,102.34
103.17,103.71,104.02,103.16
103.94,103.38,104.17,103.33
103.50,103.62,103.74,102.70
103.39,103.95,104.13,103.33
104.08,103.78,104.08,103.60
103.95,103.01,104.65,102.62
103.04,103.97,104.00,102.59
103.26,102.91,103.69,102.89
102.50,100.99,102.67,100.63
101.41,101.31,101.51,100.65
101.49,101.57,102.23,101.23
101.52,100.57,101.80,100.04
100.59,100.61,100.83,99.85
100.51,100.91,101.26,100.06
101.73,101.57,101.99,101.43
101.57,101.57,102.36,101.41
101.21,101.44,101.71,100.12
101.65,101.30,101.89,101.04
101.73,102.36,102.38,101.60
102.29,102.17,102.37,101.76
102.01,103.13,103.30,101.83
103.08,103.05,103.12,102.65
103.17,102.99,103.33,102.60
103.05,102.89,103.35,102.61
102.83,102.33,103.00,102.13
101.97,101.30,102.09,100.77
101.41,102.39,102.48,101.04
102.23,102.41,102.42,101.76
102.37,101.75,102.48,101.26
102.32,102.08,102.55,101.20
101.69,102.39,102.99,101.54
102.50,103.24,103.37,102.24
102.77,102.22,102.99,101.94
102.01,102.63,102.73,101.32
102.55,102.20,102.79,102.07
102.20,102.00,102.39,101.49
102.45,103.41,103.87,102.42
103.63,103.65,103.75,103.28
103.37,103.36,103.51,102.93
102.69,102.92,103.23,101.86
102.70,103.66,103.80,102.63
103.85,103.24,104.05,103.15
103.60,104.36,104.71,103.60
104.48,104.34,104.70,104.19
104.99,104.99,105.16,104.65
104.91,105.29,105.37,104.80
105.25,104.63,105.42,104.57
104.88,104.44,104.96,104.09
104.65,104.43,105.14,103.95
103.81,102.01,104.27,101.91
102.70,101.96,102.75,101.65
102.85,102.29,103.16,101.72
101.77,101.11,101.93,100.78
100.34,100.96,101.39,100.24
100.95,100.95,101.14,99.26
99.98,99.71,100.58,99.16
100.70,99.86,101.06,99.74
100.85,100.95,101.22,100.57
101.41,101.79,101.92,101.39
101.66,102.30,102.46,101.63
102.30,101.71,102.39,101.54
102.11,102.07,102.59,101.90
102.08,101.34,102.08,101.13
101.27,100.61,101.27,100.39
100.60,100.26,101.39,100.06
99.87,100.39,100.52,99.84
100.45,99.06,100.52,98.79
98.99,97.62,99.15,97.58
97.37,97.03,97.58,96.82
97.41,97.67,97.86,96.23
97.67,98.24,98.55,97.24
97.93,98.38,98.62,97.67
98.48,98.52,99.16,98.24
98.56,98.07,98.62,97.51
98.02,97.71,98.55,97.45
98.18,97.70,98.80,97.33
97.70,97.16,97.92,96.33
96.78,96.51,97.23,96.13
96.86,97.73,97.83,96.86
97.04,97.22,97.52,96.75
96.58,96.92,97.11,95.59
96.87,96.58,97.19,96.37
96.50,97.48,97.54,96.50
97.25,98.06,98.29,96.83
98.07,97.53,98.07,97.29
97.10,96.51,97.31,96.03
95.86,94.67,95.89,94.67
93.87,93.76,94.85,93.28
89.10,90.16,92.98,85.43
93.01,88.95,93.01,88.91
90.52,91.07,91.23,89.04
91.84,92.71,93.27,90.99
92.46,93.50,93.71,92.45
93.17,93.70,93.99,92.84
92.77,91.11,92.77,90.76
92.09,92.29,92.29,91.05
92.22,92.43,93.36,92.22
91.50,91.48,92.08,91.14
92.90,93.23,93.39,92.38
93.87,92.39,94.06,92.28
92.28,92.65,93.27,91.99
92.18,92.90,92.91,91.82
93.06,92.50,93.10,92.25
92.72,93.54,93.69,92.55
93.59,94.58,94.64,93.51
94.48,94.43,95.80,94.16
93.32,92.98,93.79,92.73
93.52,93.48,94.34,93.26
92.56,92.20,92.95,91.78
92.34,91.94,92.70,91.66
91.41,92.07,92.27,91.07
92.49,91.28,92.49,91.05
90.89,89.52,91.07,89.42
89.62,89.20,89.95,88.90
89.89,90.10,90.28,89.32
90.07,89.90,90.53,88.89
89.16,90.82,90.82,88.35
91.46,93.29,93.44,91.43
93.31,93.32,94.08,92.96
93.76,94.85,94.93,93.55
94.69,96.23,96.34,94.64
96.37,96.06,96.64,95.83
95.98,95.98,96.16,95.68
95.58,95.02,96.57,94.98
94.96,94.10,95.51,93.99
94.38,95.90,95.90,93.67
96.01,95.64,96.12,94.97
95.20,95.69,95.93,95.03
95.66,96.23,96.57,95.52
96.52,94.81,96.52,94.73
95.22,95.71,96.29,95.15
96.38,96.22,96.50,95.41
96.07,95.59,96.31,95.49
95.21,94.14,95.28,93.74
94.34,96.64,96.64,94.33
96.35,95.84,96.66,95.67
95.65,95.07,95.78,94.90
95.03,96.79,97.06,95.03
96.79,97.31,97.88,96.73
97.39,97.16,97.80,96.78
97.14,97.47,97.69,96.53
97.19,97.98,98.07,96.65
97.95,96.72,98.06,96.38
96.47,97.12,97.16,96.32
97.27,96.41,97.27,96.26
95.72,94.56,95.86,94.36
94.24,93.86,94.90,93.53
93.80,94.90,94.99,93.58
95.01,94.32,95.66,94.29
94.56,95.75,95.84,94.30
95.65,95.55,95.85,95.29
95.82,96.08,96.56,95.77
95.96,96.52,96.89,95.90
96.11,97.26,97.38,95.91
97.18,97.72,97.80,96.94
97.70,98.02,98.21,97.45
98.28,97.89,98.55,97.81
98.34,98.46,98.66,97.81
98.41,97.05,98.46,96.93
97.26,95.72,97.69,95.46
95.61,96.47,96.66,95.47
96.39,94.91,96.39,94.52
94.06,94.00,94.70,93.55
93.84,93.21,94.86,92.83
93.23,93.36,93.89,92.94
92.42,91.47,92.60,91.17
91.39,90.90,91.89,90.35
91.52,92.28,92.45,91.23
92.90,93.57,93.73,92.20
93.92,92.60,93.92,92.40
92.30,91.22,92.39,91.01
91.77,91.73,92.13,91.13
91.97,92.86,92.96,91.37
93.35,94.18,94.25,93.18
93.57,93.66,94.17,93.34
93.29,93.23,93.40,92.38
93.71,94.14,94.20,93.23
94.11,93.19,94.20,93.18
92.84,91.94,93.18,91.94
90.55,90.13,90.73,89.36
90.41,90.54,90.62,89.75
89.28,89.48,90.10,89.08
87.93,87.10,88.52,87.05
87.40,85.69,87.65,85.57
86.03,85.66,86.42,84.97
86.26,85.43,86.44,84.18
85.80,83.02,85.92,82.45
83.33,83.94,84.68,82.41
82.00,82.52,82.69,80.59
83.31,81.67,83.34,80.94
80.54,81.57,82.40,78.56
81.73,81.55,82.99,81.11
82.95,83.38,83.54,82.46
82.93,81.34,83.08,81.19
81.70,83.44,83.61,81.67
83.10,82.78,84.09,82.23
83.40,83.34,84.10,82.97
83.68,85.92,85.98,83.54
85.31,85.38,85.86,84.63
84.44,83.68,84.67,83.33
84.31,84.05,84.35,82.23
83.72,84.34,85.33,83.65
83.99,82.78,84.23,82.77
81.96,82.13,82.35,80.91
81.01,81.49,82.25,80.89
82.00,81.43,83.02,81.35
80.01,80.25,80.76,79.45
81.05,81.84,81.96,80.84
82.78,83.49,83.65,82.22
84.05,84.40,85.18,83.90
84.53,84.29,84.64,83.91
83.92,84.53,84.73,83.87
85.20,85.43,85.75,85.16
85.14,84.68,85.39,84.64
83.87,85.27,85.46,83.43
85.49,86.28,86.30,85.22
86.65,86.59,87.08,86.23
86.59,86.44,87.46,86.43
87.18,88.15,88.15,86.82
88.05,89.20,89.20,87.89
89.25,90.30,90.30,89.13
90.27,90.78,91.20,90.06
90.52,91.90,91.90,90.48
91.39,89.76,91.39,89.70
90.09,90.26,90.48,89.73
90.62,89.82,90.77,88.83
90.53,91.62,91.72,90.45
91.35,91.17,91.49,90.74
90.63,90.10,90.69,89.95
89.74,90.80,91.10,89.72
90.68,92.45,92.81,90.35
92.70,93.12,93.48,92.70
92.98,92.75,93.23,92.43
92.28,92.48,92.85,91.94
91.76,90.44,91.89,90.40
89.96,90.73,90.79,89.54
91.00,90.90,91.21,90.24
90.68,93.10,93.10,90.34
93.43,93.17,93.64,92.96
93.32,93.18,93.53,93.01
92.37,93.31,93.39,92.11
93.19,92.32,93.34,92.25
91.70,91.23,91.95,91.19
91.20,91.81,91.90,90.80
91.30,90.58,91.57,90.11
91.28,91.23,91.96,90.88
91.71,91.37,92.57,91.30
91.38,92.51,92.73,91.32
92.98,94.20,94.30,92.88
94.21,94.19,94.64,93.86
93.87,94.36,94.52,93.84
93.99,94.90,94.98,93.79
95.09,95.46,95.84,95.02
95.36,95.46,95.92,95.03
95.44,94.58,95.67,94.40
94.64,95.56,95.68,94.64
95.39,95.00,95.45,94.49
95.32,96.21,96.29,95.20
96.23,96.69,96.81,96.00
96.27,95.78,96.86,95.56
95.51,95.17,95.97,94.49
95.55,96.01,96.03,94.93
95.25,94.54,95.26,93.81
94.02,94.18,95.03,93.82
94.56,93.82,94.87,93.72
93.53,94.60,94.62,93.50
94.73,94.45,94.95,93.94
94.83,95.47,95.67,94.60
95.41,94.59,95.47,94.56
94.84,94.30,95.14,93.61
94.05,93.50,94.50,93.26
93.72,94.55,94.91,93.63
94.27,92.99,94.81,92.54
92.70,93.36,94.13,92.60
92.76,92.56,93.16,91.82
92.98,93.97,93.97,92.79
93.93,93.74,94.23,93.52
94.34,95.49,95.72,94.11
95.76,96.07,96.33,95.53
96.30,95.92,96.42,95.79
96.02,96.77,96.77,95.91
96.94,96.87,97.39,96.53
96.61,97.49,97.59,96.30
97.25,97.90,97.93,96.95
97.75,97.48,97.76,96.66
97.63,98.45,98.81,97.52
98.52,98.78,99.16,98.38
98.87,99.66,99.78,98.76
99.16,99.13,99.32,98.53
98.39,97.98,98.69,97.71
97.61,97.00,98.15,96.82
96.69,96.54,97.21,96.07
96.82,96.53,97.46,96.53
96.00,96.54,96.56,95.23
96.63,96.66,97.21,96.15
97.92,97.53,98.44,97.53
97.62,97.56,97.86,96.93
97.78,97.07,98.12,97.03
98.11,98.96,99.00,97.97
95.20,95.34,96.72,94.87
94.15,92.07,94.16,91.66
92.97,93.37,93.79,92.78
94.51,95.42,95.60,94.32
95.72,97.29,97.33,95.19
97.30,97.64,98.06,97.11
97.19,95.98,97.48,95.45
94.99,96.00,96.06,94.63
96.24,95.97,96.88,95.43
97.05,98.26,98.47,96.88
98.97,99.48,99.71,98.67
100.19,101.15,101.66,100.00
101.50,100.88,101.65,100.42
101.67,101.05,101.87,101.02
101.53,101.37,101.66,100.98
101.28,101.57,101.87,101.00
101.44,101.05,101.55,100.80
101.36,101.39,101.72,100.53
101.43,100.99,101.89,100.83
101.03,101.61,101.83,100.83
101.46,101.42,101.69,101.06
101.42,102.00,102.08,101.23
102.14,102.04,102.51,101.40
101.78,101.62,101.94,101.31
101.60,101.88,102.41,101.09
101.97,101.58,102.22,101.23
101.59,100.29,101.74,100.12
100.25,101.29,101.32,100.09
101.18,101.30,101.85,101.06
101.92,103.06,103.27,101.71
103.15,103.12,103.56,103.01
103.13,103.17,103.47,102.91
103.17,102.49,103.32,102.28
102.80,102.93,103.19,102.56
102.77,102.85,103.17,102.45
103.08,103.95,104.13,103.01
103.62,103.25,103.69,103.10
103.28,103.10,103.28,102.47
103.13,103.90,103.96,103.13
103.75,103.86,103.92,103.34
103.71,104.01,104.08,103.27
104.38,104.70,105.06,104.36
104.70,104.00,104.75,103.80
103.68,104.37,104.54,103.54
104.54,104.01,105.25,103.42
104.21,104.61,104.99,104.09
104.77,104.81,104.99,104.35
104.63,104.35,104.85,103.73
104.48,104.08,104.55,103.08
104.57,105.22,105.22,104.46
105.48,105.13,105.49,104.57
105.11,105.91,105.92,104.97
105.80,105.75,105.94,105.38
105.05,102.52,105.07,102.51
102.14,103.70,103.77,101.83
102.94,101.66,103.16,101.16
101.82,101.28,102.21,101.16
101.40,102.41,102.50,101.23
102.03,102.25,102.30,101.59
102.65,102.96,103.59,102.34
103.36,102.46,103.37,102.46
102.73,103.93,104.00,102.60
104.58,105.66,105.70,104.52
105.46,104.96,105.76,104.96
104.13,103.51,104.34,103.40
103.30,103.70,103.88,103.12
103.83,104.81,104.84,103.28
104.79,103.58,104.93,103.41
104.05,104.75,105.23,103.66
104.35,104.27,104.61,103.79
104.45,103.73,104.67,103.28
104.18,104.55,105.04,104.14
104.45,104.39,104.61,103.57
104.53,103.50,104.93,103.08
103.50,104.80,105.15,103.50
104.63,103.17,104.65,102.58
103.26,103.36,103.82,102.86
102.65,102.37,102.80,101.82
102.82,102.19,103.27,102.15
102.28,102.14,102.60,102.04
103.13,102.78,103.28,102.41
103.03,103.49,103.90,102.59
103.23,103.18,103.63,102.56
102.34,102.99,103.26,102.25
103.72,103.73,104.36,103.31
103.74,103.06,103.91,102.83
102.55,102.41,103.35,102.18
102.72,101.42,102.72,101.22
101.48,100.98,101.85,100.73
101.10,101.48,101.62,100.86
101.56,100.24,101.62,99.56
100.13,99.07,100.18,98.85
99.39,98.87,99.63,98.73
98.87,99.38,100.20,98.87
101.20,101.73,101.89,100.88
101.43,101.91,102.39,101.00
101.33,105.13,105.43,101.04
106.53,107.12,107.86,105.50
107.47,109.72,109.98,107.12
111.07,111.50,112.48,110.79
111.29,111.91,112.21,110.66
111.65,112.03,112.29,111.36
112.48,112.54,113.15,112.14
112.87,113.16,113.31,112.52
113.53,113.78,114.03,112.92
114.20,115.17,115.30,113.97
115.13,115.82,115.87,114.67
116.01,116.18,116.18,115.77
116.06,114.89,116.20,114.68
114.87,114.85,115.48,114.63
115.60,114.84,115.96,114.74
115.36,114.93,115.82,114.41
114.86,114.82,115.44,114.63
115.83,116.96,117.04,115.67
