LULU,lululemon athletica inc. - Common Stock,NASDAQ
57.62,57.24,58.34,56.73
57.52,59.84,60.12,57.45
70.51,68.84,72.70,68.72
68.84,69.30,69.71,68.25
69.37,69.71,70.03,68.75
69.89,68.48,70.74,68.42
68.09,68.64,69.21,68.01
69.00,67.31,69.00,66.92
67.18,66.42,67.70,65.86
66.00,66.70,67.44,65.75
66.61,67.59,68.00,66.47
67.24,66.97,67.89,66.54
66.66,64.58,66.94,64.42
64.61,64.41,65.37,64.20
64.59,64.44,65.02,64.17
64.64,64.48,64.78,63.65
64.51,64.39,65.25,64.23
64.67,64.99,65.72,64.43
65.94,66.85,67.87,65.72
66.97,69.41,69.99,66.88
68.43,68.73,69.38,67.36
68.74,68.27,69.71,67.86
67.21,68.19,68.54,67.15
68.77,69.90,70.50,68.50
69.96,69.40,70.25,68.33
68.66,68.62,69.34,68.31
68.90,67.92,69.25,67.60
