IGOV,iShares S&P/Citigroup International Treasury Bond Fund,NASDAQ
101.25,99.63,101.39,99.60
98.91,98.18,98.91,97.80
98.37,97.95,98.37,97.10
96.65,96.81,97.18,96.35
96.87,96.70,97.53,96.30
97.00,96.76,97.46,96.56
96.89,96.99,97.64,96.61
97.40,96.47,97.49,96.28
96.70,97.39,97.59,96.47
97.09,96.92,97.25,96.73
97.73,97.03,97.73,96.47
96.04,95.74,96.07,95.58
96.00,96.10,96.29,95.38
95.71,95.55,95.90,95.51
96.00,95.90,96.45,95.61
97.04,97.64,97.70,96.98
97.43,97.19,97.58,97.04
97.25,97.46,97.73,96.97
97.57,98.12,98.30,97.57
98.12,98.14,98.29,97.57
97.67,97.79,98.05,97.50
98.17,97.97,98.34,97.84
98.50,98.43,98.99,98.43
98.56,98.87,98.91,98.24
98.73,98.46,99.09,97.91
98.51,99.05,99.06,98.07
99.39,99.13,99.44,98.78
99.24,98.86,99.32,98.80
99.33,99.13,99.40,98.68
98.77,98.85,99.24,98.50
99.27,98.66,99.27,97.81
98.75,98.49,98.75,98.39
98.16,98.68,98.85,98.16
99.08,99.05,99.36,98.69
99.30,99.64,99.65,99.21
99.66,100.07,100.12,99.66
99.90,100.24,100.50,99.76
100.51,99.85,100.51,99.50
99.03,98.71,99.07,98.65
98.48,98.49,98.93,98.39
98.48,99.56,99.75,98.30
99.78,99.43,99.78,98.77
98.94,99.25,99.72,98.68
99.95,99.88,99.99,99.54
99.39,99.14,99.39,99.03
98.67,98.71,98.92,98.52
98.45,98.95,99.27,98.26
98.83,98.80,98.99,98.70
98.92,99.38,99.45,98.92
99.16,99.03,99.16,98.63
98.38,98.48,98.51,98.10
98.18,98.04,98.24,97.89
97.73,97.53,97.74,97.07
97.67,97.69,97.94,97.49
97.29,96.59,97.29,96.45
97.15,97.57,97.58,97.15
97.95,98.08,98.08,97.55
97.54,97.39,97.64,97.33
97.48,97.77,97.86,97.40
97.86,97.95,98.12,97.78
97.86,98.04,98.27,97.69
98.90,98.35,98.90,98.30
98.41,98.62,98.70,98.40
98.75,99.68,99.89,98.33
100.00,100.09,100.28,99.55
99.77,99.97,100.08,99.50
99.60,100.11,100.14,99.56
100.19,100.21,100.32,99.73
100.30,100.67,100.67,100.30
100.35,100.19,100.35,100.03
100.73,100.69,100.93,100.59
100.97,100.76,100.97,100.56
101.11,100.99,101.11,100.74
101.33,101.26,101.47,101.17
101.27,101.46,101.65,101.19
101.42,101.09,101.46,100.80
101.42,101.43,101.50,101.23
101.13,101.35,101.48,101.13
100.86,100.87,101.00,100.78
100.46,100.68,100.74,100.43
100.86,100.86,100.95,100.61
100.20,100.89,101.15,100.03
100.54,100.59,100.59,100.18
100.35,100.40,100.69,100.03
101.35,101.82,101.82,101.35
101.67,102.04,102.14,101.67
101.87,101.90,101.90,101.71
102.17,102.71,102.76,102.14
102.81,102.98,103.12,102.80
103.15,102.92,103.15,102.79
102.84,103.04,103.04,102.81
102.83,102.75,103.01,102.71
102.53,102.45,102.99,102.32
102.60,102.50,103.04,102.35
102.46,102.01,102.46,101.97
102.70,101.22,102.70,100.94
101.15,101.22,101.34,101.15
100.87,100.80,100.94,100.62
100.87,100.58,101.17,100.58
100.43,100.71,101.05,100.14
100.39,99.77,100.39,99.59
99.11,100.00,100.39,99.11
100.30,100.13,100.30,99.69
100.15,100.40,100.49,99.80
100.30,100.45,100.59,100.02
100.50,100.52,100.66,100.26
100.85,100.59,101.09,100.55
100.50,100.78,100.85,100.50
100.53,100.26,100.72,100.11
99.91,99.97,100.04,99.80
99.92,100.51,101.04,99.80
100.18,100.07,100.22,99.90
100.30,100.67,100.73,100.22
100.45,100.53,101.56,100.21
101.31,100.65,101.56,100.57
100.88,99.66,100.88,99.52
99.94,100.33,100.43,99.87
100.90,100.14,100.90,99.67
100.80,100.51,100.80,100.00
100.14,100.41,100.43,99.98
99.81,100.70,100.73,99.81
100.50,101.04,101.57,100.50
101.28,101.26,101.41,101.04
100.87,100.72,101.01,100.29
100.65,100.64,100.68,100.44
100.93,100.69,100.93,100.64
100.84,100.99,101.07,100.59
101.15,100.38,101.69,100.24
100.37,100.01,101.32,99.83
99.91,100.16,100.25,99.69
100.24,100.02,100.47,99.81
99.97,99.77,100.19,99.76
99.80,99.90,100.12,99.71
100.05,99.70,100.21,99.52
100.04,100.23,100.37,99.79
100.71,100.19,100.71,100.00
100.28,100.05,100.28,99.60
99.70,99.57,100.36,99.42
99.70,99.87,100.20,99.50
100.00,99.76,100.20,99.75
99.61,99.58,100.04,99.30
99.69,99.71,99.90,99.48
100.21,100.38,100.83,100.12
100.59,100.90,101.01,100.54
100.79,100.46,100.89,100.42
100.21,100.00,100.40,99.96
100.24,100.32,100.45,99.97
100.00,100.20,100.43,99.93
100.00,99.86,100.12,99.76
100.05,99.83,100.08,99.60
100.40,100.84,100.86,100.40
101.00,101.05,101.05,100.64
100.91,100.90,101.05,100.75
101.01,100.77,101.05,100.63
100.92,101.00,101.24,100.77
100.76,100.49,100.81,100.26
100.42,100.74,100.87,100.42
100.33,100.78,101.13,100.33
100.97,100.70,101.09,100.65
100.87,101.00,101.20,100.70
101.20,100.87,101.29,100.87
101.20,101.36,101.36,100.93
101.13,101.36,101.36,101.00
101.52,101.24,101.52,101.10
101.05,101.33,101.33,100.83
101.51,101.56,101.65,101.24
101.78,101.81,102.05,101.72
101.99,102.30,102.32,101.99
102.56,101.85,102.56,101.85
102.07,101.89,102.07,101.56
101.90,102.02,102.05,101.65
101.76,101.70,102.07,101.70
102.10,102.32,102.45,102.02
102.31,102.05,102.31,101.67
102.16,102.52,102.56,102.16
102.57,102.84,102.95,102.57
103.07,103.07,103.20,102.21
103.03,102.52,103.18,102.52
102.66,102.85,102.97,102.66
102.72,103.19,103.21,102.67
103.03,103.14,103.20,102.93
103.14,103.25,103.28,103.10
103.05,102.85,103.20,102.85
103.16,103.12,103.46,103.12
103.65,103.28,103.84,103.28
103.89,103.62,104.00,103.62
103.82,103.74,104.10,103.74
104.02,104.15,104.20,103.86
104.00,102.92,104.05,102.82
102.76,102.39,102.88,102.39
102.91,102.53,103.07,102.53
102.92,103.01,103.50,102.64
103.25,103.21,103.49,102.94
103.32,103.20,103.58,103.15
103.52,103.30,103.58,103.16
103.57,102.93,103.57,102.93
103.23,102.95,103.78,102.76
103.32,103.23,103.32,102.90
103.00,102.52,103.08,102.52
102.62,102.24,102.64,102.24
102.81,103.05,103.09,102.63
102.92,103.10,103.40,102.92
103.86,103.47,103.86,103.47
103.58,103.95,104.21,103.58
104.18,104.46,104.76,104.18
104.38,104.29,104.74,104.29
104.20,103.97,104.27,103.89
104.16,104.13,104.41,103.89
104.25,104.05,104.35,104.03
104.39,103.69,104.39,103.69
104.80,103.77,104.80,103.72
103.60,104.04,104.07,103.60
104.07,103.86,104.24,103.82
103.95,104.10,104.18,103.89
104.12,104.06,104.44,104.06
104.14,103.93,104.28,103.93
104.00,103.82,104.06,103.81
104.19,104.27,104.75,104.12
104.27,104.06,104.51,104.04
103.82,104.19,104.43,103.69
104.40,104.28,104.55,104.23
104.80,104.96,105.06,104.71
105.04,104.86,105.11,104.85
105.10,104.69,105.10,104.62
104.45,104.10,104.45,104.10
104.28,103.99,104.37,103.94
104.19,103.95,104.26,103.87
104.23,104.36,104.51,104.08
104.27,104.20,104.66,104.17
104.30,104.31,104.44,104.18
104.45,104.13,104.47,104.13
103.94,103.88,104.11,103.88
103.84,103.75,103.97,103.64
103.79,103.36,103.79,103.36
103.60,103.25,103.77,103.25
103.81,103.74,104.16,103.60
103.89,103.50,104.08,103.50
103.99,104.05,104.25,103.82
104.12,104.12,104.21,104.00
103.76,103.59,103.81,103.32
103.61,103.44,103.61,103.33
103.30,103.04,103.59,103.04
103.11,103.43,103.75,102.96
103.93,103.94,104.11,103.75
104.01,103.75,104.01,103.75
103.54,103.45,103.72,103.45
103.58,103.42,103.71,103.39
103.65,103.75,103.93,103.64
103.55,103.62,103.83,103.45
103.70,103.85,104.14,103.70
103.94,103.60,103.94,103.59
103.62,104.12,104.12,103.62
104.40,104.16,104.53,104.06
104.15,104.21,104.23,103.91
104.25,104.27,104.46,103.98
104.36,104.34,104.51,103.98
104.47,104.56,104.88,104.47
104.54,104.55,104.93,104.54
104.70,104.82,105.11,104.69
105.03,105.26,105.41,104.97
105.37,105.25,105.43,104.94
104.91,104.75,105.04,104.73
104.41,104.37,104.62,104.18
104.62,104.65,104.86,104.51
104.73,104.84,105.06,104.68
104.84,104.96,105.23,104.83
105.03,104.61,105.23,104.61
104.93,105.00,105.15,104.79
104.90,104.96,105.10,104.81
104.87,104.71,105.03,104.57
104.53,104.65,104.73,104.48
104.60,104.88,105.02,104.60
104.77,104.89,104.97,104.68
105.00,104.95,105.02,104.80
104.73,104.68,104.80,104.51
104.82,104.75,104.82,104.51
104.62,104.55,104.74,104.42
104.56,104.57,104.64,104.53
104.63,104.61,104.76,104.47
104.56,104.56,104.66,104.44
104.11,103.81,104.11,103.68
103.62,103.71,103.91,103.52
103.90,103.88,104.07,103.34
104.03,103.89,104.13,103.79
103.76,103.83,103.94,103.36
103.81,103.91,103.96,103.56
103.87,103.85,104.10,103.64
104.20,104.15,104.49,104.12
104.20,104.10,104.40,104.04
104.12,104.11,104.18,103.84
104.20,104.18,104.24,103.98
104.37,104.32,104.63,104.01
104.54,104.92,104.99,104.11
104.44,104.43,104.50,104.29
104.20,104.19,104.35,104.12
104.06,103.69,104.06,103.56
103.75,103.94,104.03,103.67
103.89,103.73,103.95,103.54
103.82,103.75,103.89,103.52
104.04,103.74,104.04,103.60
104.05,104.30,104.33,104.05
104.40,104.03,104.40,103.95
104.00,103.79,104.11,103.61
103.15,103.09,103.24,102.84
103.07,102.99,103.18,102.84
102.71,102.10,102.71,101.91
102.05,102.21,102.53,102.05
102.16,101.74,102.27,101.63
101.28,101.51,101.64,101.22
101.11,101.22,101.31,100.88
101.07,100.79,101.15,100.79
100.53,100.72,101.00,100.48
100.71,100.71,100.88,100.65
100.71,100.85,101.11,100.62
101.02,100.27,101.09,100.26
100.25,100.54,100.54,100.10
100.48,100.01,100.48,100.01
100.03,100.27,100.52,100.01
100.56,100.41,100.61,100.30
100.22,100.02,100.32,100.02
99.72,100.14,100.25,99.60
99.89,99.30,99.95,99.30
99.71,99.59,99.82,99.34
99.18,99.26,99.49,99.02
99.28,99.03,99.52,99.03
99.73,99.63,100.00,99.39
98.60,98.52,98.78,98.44
98.84,99.48,99.71,98.79
99.67,99.94,99.98,99.49
99.98,100.45,100.47,99.64
100.44,100.09,100.49,100.00
99.90,99.72,100.10,99.68
100.21,100.45,100.47,100.12
100.19,100.27,100.50,100.19
101.44,101.32,102.43,101.07
101.03,100.78,101.10,100.67
100.65,100.47,100.87,100.47
100.35,100.63,100.90,100.35
100.42,100.22,100.67,100.22
100.03,99.89,100.21,99.86
99.65,99.54,99.78,99.49
99.71,99.64,100.00,99.64
99.98,99.92,100.13,99.80
100.13,100.11,100.30,100.01
100.17,99.45,100.45,99.31
99.34,99.41,99.78,99.34
98.50,98.47,98.80,98.27
97.73,97.95,98.14,97.63
98.20,98.19,98.57,98.08
97.70,97.59,97.90,97.49
97.22,96.77,97.40,96.76
97.04,97.41,97.54,97.04
97.68,97.13,97.69,97.08
97.20,97.39,97.69,97.06
97.51,97.13,97.74,97.11
97.58,97.19,97.73,97.19
97.13,97.60,97.83,96.90
97.47,97.19,97.47,97.16
97.68,97.49,97.74,97.46
97.47,97.41,97.61,97.16
97.58,97.37,97.66,97.28
97.16,97.05,97.36,96.88
97.05,97.27,97.27,97.00
97.22,97.66,97.81,97.22
97.90,97.80,98.17,97.68
98.30,97.79,98.30,97.55
97.89,97.64,98.00,97.53
97.24,96.87,97.36,96.87
96.71,96.56,96.76,96.47
96.84,96.73,97.35,96.60
96.43,96.00,96.43,95.98
96.08,96.48,96.67,96.02
96.91,96.91,97.59,96.91
97.31,97.76,97.77,97.30
97.44,97.26,97.44,97.10
97.87,97.92,98.10,97.43
97.56,97.87,98.13,97.49
98.64,98.37,98.80,98.09
98.37,97.24,98.52,97.20
97.20,96.97,97.30,96.82
97.17,96.68,97.39,96.51
96.72,96.80,97.21,96.50
96.35,95.99,96.74,95.98
96.20,96.41,96.42,95.90
96.31,96.42,96.50,96.29
96.52,96.39,96.95,96.21
96.87,96.95,97.11,96.45
96.65,96.78,96.94,96.21
96.21,96.58,96.58,96.01
95.65,95.71,96.18,95.52
95.95,95.89,96.44,95.89
95.40,95.50,95.73,95.19
95.20,95.11,95.37,94.98
95.15,95.56,95.74,95.00
95.67,95.72,95.95,95.55
95.53,95.39,95.78,95.25
96.32,96.01,96.37,95.89
96.01,95.76,96.01,95.45
95.57,95.49,95.70,95.05
95.28,95.27,95.48,94.91
95.33,95.14,95.94,94.85
95.01,93.85,95.01,93.78
93.38,93.54,94.18,93.23
93.65,93.61,94.02,93.61
94.30,94.25,94.73,93.95
94.14,94.05,94.49,93.90
93.99,93.68,94.31,93.46
93.97,94.05,94.17,93.85
94.33,94.38,94.57,94.07
94.47,94.85,95.25,94.39
94.73,94.42,94.73,94.28
94.42,94.84,95.03,94.38
94.17,93.58,94.17,93.54
93.47,93.84,94.00,93.46
93.23,93.24,93.56,93.21
93.37,92.94,93.37,92.85
93.54,94.11,94.22,93.54
94.03,94.02,94.24,93.80
94.12,93.73,94.24,93.68
93.43,93.78,93.98,93.27
93.59,93.40,93.96,93.31
93.56,93.86,94.08,93.41
93.53,93.79,93.83,93.41
93.22,93.53,93.87,93.22
93.50,94.15,94.55,93.50
93.92,93.12,93.92,93.12
93.51,93.27,93.73,93.20
95.56,92.90,95.56,92.88
93.25,92.80,93.40,92.74
92.96,92.33,93.12,92.08
92.00,92.05,92.53,91.85
91.02,90.79,91.42,90.67
91.26,90.71,91.45,90.70
90.86,90.29,91.38,90.25
90.07,89.64,90.36,89.58
90.19,90.19,90.70,89.86
89.99,89.32,89.99,89.32
90.10,89.88,90.34,89.81
90.05,90.02,90.53,89.85
90.09,92.02,92.49,90.00
90.87,90.75,91.30,90.50
91.61,92.00,92.56,91.61
92.39,92.73,92.91,92.16
92.85,92.49,92.85,92.27
92.75,92.73,92.96,92.65
93.06,92.31,93.06,92.23
92.31,92.30,92.87,92.20
91.99,91.55,92.08,91.50
91.30,91.53,91.56,91.12
91.58,91.64,92.17,91.58
92.09,91.84,92.26,91.84
92.94,92.40,93.38,92.25
91.94,91.68,92.21,91.64
92.06,91.68,92.27,91.58
91.61,90.70,91.61,90.40
90.58,90.52,90.84,90.38
90.39,90.58,90.62,90.31
91.20,91.00,91.49,90.99
91.48,91.72,91.78,90.90
92.00,92.23,92.52,91.65
92.22,92.40,92.54,92.01
92.09,91.94,92.34,91.69
91.55,91.58,92.03,91.40
91.83,91.50,92.06,91.33
91.44,92.06,92.25,91.14
92.47,92.41,92.58,92.12
92.22,92.54,93.01,92.17
92.76,93.24,93.31,92.44
93.06,93.33,93.90,93.04
93.12,93.58,93.73,92.92
93.42,93.09,93.44,92.88
92.95,92.71,93.09,92.56
92.41,92.49,92.71,92.25
92.87,93.11,93.39,92.43
92.71,92.52,92.72,92.47
93.15,92.75,93.15,92.52
92.24,91.93,92.41,91.85
92.11,92.14,92.31,91.85
92.90,92.82,93.23,92.69
93.10,93.03,93.24,92.68
93.02,93.95,93.96,92.97
93.21,92.53,93.21,92.53
91.81,91.85,91.98,91.55
91.45,91.36,91.81,91.20
91.58,91.66,91.78,91.31
91.23,90.96,91.23,90.63
90.12,89.98,90.23,89.92
89.80,90.04,90.20,89.52
89.98,89.95,90.40,89.47
90.18,90.28,90.62,90.18
90.29,89.28,90.29,89.25
89.83,90.05,90.42,89.83
89.83,90.28,90.41,89.83
90.18,90.20,90.61,89.96
88.65,89.04,89.22,88.56
89.10,89.83,90.10,89.10
89.90,89.83,89.98,89.51
90.13,90.11,90.35,89.83
89.89,90.06,90.27,89.62
89.63,89.99,90.32,89.63
89.75,90.07,90.25,89.75
89.81,89.97,90.10,89.80
90.10,90.80,90.89,89.71
90.99,91.13,91.40,90.82
91.07,91.24,91.24,90.88
91.05,90.65,91.05,90.57
89.71,89.61,90.08,89.49
89.84,89.93,90.12,89.60
89.93,89.94,90.10,89.80
89.60,89.41,89.62,89.24
89.45,90.30,90.54,89.45
90.24,89.79,90.25,89.69
89.68,89.15,89.68,88.83
88.90,89.20,91.74,88.78
89.11,89.17,89.48,89.02
89.10,89.35,89.45,88.92
89.81,89.92,90.13,89.63
89.70,89.52,89.93,89.29
89.79,89.42,89.91,89.31
88.94,88.82,88.99,88.62
89.00,88.82,89.02,88.73
88.74,88.83,88.98,88.74
88.47,88.45,88.78,88.34
88.43,88.46,88.65,88.43
88.43,88.44,88.76,88.38
88.60,88.95,89.23,88.50
89.00,89.05,89.05,88.75
89.30,89.61,89.63,89.27
89.52,89.45,89.76,89.26
90.29,90.14,90.52,90.13
89.78,90.10,90.24,89.78
90.07,89.60,90.07,89.54
89.19,89.42,89.62,89.17
90.42,89.82,90.64,89.68
89.85,89.62,89.94,89.38
89.78,89.16,89.85,89.07
89.00,88.59,89.03,88.38
88.63,89.03,89.08,88.63
88.70,89.45,89.52,88.63
89.19,89.52,89.76,89.09
89.98,89.94,90.18,89.64
90.71,90.81,91.11,90.65
90.17,90.49,90.54,90.17
90.33,90.32,90.52,89.99
90.53,90.17,90.53,90.11
89.86,90.06,90.09,89.86
89.88,90.78,90.84,89.76
90.98,91.29,91.39,90.65
91.87,92.33,92.41,91.71
94.54,93.67,94.95,93.21
92.55,92.51,92.61,91.81
91.97,91.59,92.30,91.41
91.58,91.08,91.58,90.58
91.04,90.46,91.10,90.43
91.39,90.35,91.39,90.35
91.15,90.97,92.98,90.83
91.01,90.89,91.11,90.61
90.48,90.82,90.98,90.32
90.82,91.00,91.33,90.57
91.29,91.27,91.49,91.09
90.77,91.24,91.24,90.67
91.21,91.25,91.60,90.99
91.42,91.61,91.83,91.36
91.70,91.81,91.83,91.52
91.51,91.06,91.54,90.92
91.13,91.21,91.38,91.13
91.37,92.45,92.50,91.19
92.82,92.04,92.92,91.85
91.62,91.17,91.72,91.12
91.32,91.12,91.32,90.94
91.02,91.08,91.45,91.02
91.59,91.21,92.00,91.21
90.83,90.83,91.38,90.67
90.68,91.17,91.45,90.68
91.19,91.50,91.58,91.19
91.18,91.05,91.18,91.01
91.32,91.34,91.71,90.65
92.20,91.89,92.72,91.77
91.75,91.39,91.76,91.27
91.55,92.05,92.05,91.45
92.00,91.89,92.03,91.75
91.94,92.11,92.45,91.94
92.55,92.41,92.64,92.39
92.67,92.78,92.85,92.64
92.63,92.84,93.04,92.57
93.41,93.81,93.85,93.18
93.14,93.08,93.42,93.08
93.05,92.87,93.29,92.87
92.70,92.63,92.80,92.53
92.48,92.32,92.53,92.30
92.48,92.73,92.73,92.35
91.95,91.67,92.00,91.67
91.16,90.79,91.18,90.79
90.90,91.13,91.25,90.90
91.33,91.35,91.54,91.21
91.61,90.51,91.72,90.42
90.36,90.59,90.77,90.30
90.73,90.67,91.01,90.55
90.85,90.52,90.85,90.52
90.34,90.36,90.43,90.12
89.92,89.68,90.06,89.43
89.50,89.42,89.85,89.42
88.24,88.18,89.08,88.00
87.92,88.16,88.32,87.77
87.91,88.10,88.32,87.82
88.41,88.33,88.86,88.23
88.36,88.75,88.95,88.18
88.72,88.78,88.81,88.35
88.64,88.40,88.71,88.21
88.35,88.31,88.45,88.12
88.48,88.35,88.76,88.08
88.79,89.15,89.20,88.75
89.15,88.72,89.61,88.70
88.51,88.47,88.54,88.13
88.67,88.67,88.78,88.49
88.60,88.78,88.91,88.41
88.60,88.71,89.87,88.44
88.48,88.38,88.72,88.18
88.51,88.78,88.96,88.10
88.63,88.71,88.73,88.25
89.11,89.50,89.77,88.87
89.39,89.20,89.90,88.84
89.06,89.31,89.39,88.87
89.72,89.60,89.74,89.36
90.12,90.58,90.67,89.96
90.39,90.23,90.39,89.96
90.39,90.72,90.84,90.39
90.58,90.40,90.89,90.28
90.02,89.70,90.39,89.54
89.61,89.35,90.24,89.31
89.18,88.94,89.27,88.88
89.25,89.72,89.78,88.96
89.86,89.97,90.15,89.74
90.09,89.88,90.32,89.75
89.84,89.84,90.01,89.25
89.73,90.27,90.39,89.07
90.47,90.47,90.58,90.30
90.18,89.89,90.34,89.78
88.08,89.75,90.32,87.30
89.75,89.67,89.88,89.36
89.70,89.71,89.97,89.50
89.54,89.41,89.54,89.23
89.56,89.65,89.88,89.38
89.90,90.59,90.60,89.72
90.27,90.36,90.54,89.90
90.20,89.85,90.41,89.85
90.06,90.14,90.23,89.74
89.89,90.27,90.38,89.89
90.31,90.03,90.48,89.89
90.80,90.45,91.00,90.27
90.24,90.30,90.57,90.00
90.39,90.32,90.78,90.30
90.44,90.40,90.78,90.09
90.26,89.77,90.26,89.76
90.33,90.08,90.34,89.93
90.14,90.39,90.50,90.10
90.47,90.60,90.93,90.40
90.87,91.01,91.12,90.60
90.79,90.71,90.96,90.33
90.96,90.71,91.18,90.06
91.05,91.20,91.24,90.85
91.41,92.78,93.07,91.41
93.16,93.38,93.62,93.12
93.06,93.13,93.17,92.82
93.57,93.55,93.82,93.02
94.16,94.12,94.45,93.96
94.07,94.60,94.61,93.73
94.95,94.77,95.29,94.66
94.25,94.17,94.36,93.86
93.80,93.45,93.89,93.24
93.24,93.51,93.62,93.19
93.26,93.92,93.92,93.22
93.71,93.91,94.13,93.70
93.56,93.67,93.67,93.36
93.45,93.69,93.84,93.43
93.85,93.80,94.30,93.58
93.98,94.05,94.24,93.73
93.61,93.35,93.68,93.17
93.20,93.48,93.56,93.20
93.43,93.18,93.56,92.88
92.79,93.12,93.20,92.66
93.15,93.83,93.84,93.15
93.84,93.82,94.27,93.66
93.55,93.98,94.06,93.47
94.55,94.57,94.82,94.40
93.88,93.91,94.34,93.79
94.29,94.43,94.80,94.09
94.60,94.78,94.97,94.60
94.82,94.43,94.83,94.34
94.63,94.39,94.69,94.28
94.35,95.64,95.73,94.15
96.44,96.78,96.88,96.44
96.85,96.74,96.96,96.66
96.60,96.38,96.82,96.24
96.39,96.28,96.51,96.08
95.83,96.01,96.03,95.68
96.05,95.66,96.07,95.62
95.90,95.90,96.06,95.72
96.11,97.11,97.12,95.89
97.11,97.06,97.34,96.83
97.36,97.19,97.60,97.19
97.41,97.70,97.83,97.01
97.76,97.73,97.97,97.46
97.74,97.88,97.96,97.57
97.61,97.97,98.05,97.58
97.92,98.03,98.22,97.87
98.18,98.30,98.46,98.12
98.23,98.35,98.60,98.23
98.08,98.10,98.16,97.82
97.67,97.61,97.71,97.43
97.45,97.19,97.57,97.16
97.51,97.80,97.90,97.51
97.75,97.85,97.99,97.61
98.16,98.05,98.32,97.98
98.05,97.57,98.20,97.57
97.74,97.31,97.76,97.22
96.76,96.47,96.81,96.38
96.31,96.49,96.68,96.30
97.09,96.64,97.16,96.55
96.77,96.84,96.99,96.39
97.53,97.96,98.00,97.49
98.47,98.81,98.83,98.37
99.04,99.16,99.38,98.82
99.64,99.18,99.68,99.15
99.08,98.95,99.17,98.73
98.76,98.53,98.76,98.35
98.65,98.51,98.81,98.34
98.14,98.03,98.21,97.99
97.95,97.75,98.10,97.70
98.30,98.51,98.65,98.29
98.19,97.97,98.23,97.86
97.65,97.78,97.84,97.32
97.77,97.75,97.82,97.54
97.67,97.65,98.01,97.63
97.29,96.54,97.39,96.53
96.46,96.57,96.72,96.39
96.68,96.79,96.87,96.44
96.61,96.85,97.01,96.60
96.51,96.46,96.58,96.29
96.54,96.64,96.78,96.35
97.15,97.11,97.21,96.90
96.87,96.47,96.93,96.41
96.41,96.52,96.62,96.31
96.76,97.05,97.12,96.52
97.11,96.94,97.26,96.90
98.51,99.00,99.00,98.51
98.86,98.87,99.04,98.60
99.09,99.20,99.25,98.64
99.56,99.51,99.68,99.35
99.43,99.29,99.43,99.20
99.08,98.87,99.22,98.72
98.94,99.13,99.15,98.88
98.88,98.62,99.13,98.59
98.73,99.15,99.48,98.65
98.93,99.36,99.36,98.73
99.38,99.50,99.50,99.17
99.86,99.77,99.90,99.57
99.49,99.25,99.54,99.10
99.55,99.65,99.80,99.32
99.34,99.79,99.89,99.34
98.91,98.85,99.50,98.76
99.10,99.03,99.28,98.63
99.18,99.44,99.45,99.02
99.57,99.56,99.94,99.51
99.62,99.57,99.88,99.24
100.24,100.38,100.78,99.94
100.42,100.27,100.76,99.99
100.53,100.48,100.65,100.18
100.34,100.28,100.46,100.17
100.49,100.43,100.51,100.07
100.02,99.89,100.17,99.75
99.56,99.22,99.63,99.22
99.55,99.61,100.07,99.48
99.33,99.59,99.69,99.27
98.97,98.69,98.99,98.58
98.90,98.71,98.96,98.61
98.39,98.34,98.44,98.03
98.07,98.00,98.26,97.91
97.95,98.30,98.36,97.88
98.20,98.05,98.26,97.89
97.76,98.11,98.32,97.76
98.69,98.46,98.69,98.25
98.54,99.00,99.05,98.31
99.27,99.33,99.55,99.21
100.26,100.84,100.86,100.19
100.48,100.33,100.68,100.22
100.45,100.54,100.78,100.37
100.29,100.20,100.33,100.04
100.23,100.33,100.41,100.15
99.75,99.85,99.99,99.47
99.35,99.62,99.70,99.31
99.68,100.01,100.17,99.68
100.77,100.94,101.03,100.69
100.70,100.43,100.93,100.30
101.06,100.79,101.18,100.69
100.69,100.79,100.96,100.60
101.35,101.30,101.37,101.02
101.17,101.37,101.61,100.89
101.77,102.16,102.17,101.58
101.59,101.56,101.64,101.40
101.60,101.80,101.80,101.20
101.89,101.87,102.09,101.69
101.52,101.53,101.72,101.32
101.28,101.33,101.57,101.18
101.46,100.34,101.83,100.29
100.09,100.28,100.45,100.01
100.01,99.98,100.25,99.74
99.61,99.59,100.11,99.54
99.25,99.92,99.93,99.23
99.78,99.39,99.89,99.21
99.83,100.85,100.87,99.73
101.19,100.99,101.38,100.85
101.26,100.33,101.29,100.33
99.69,99.48,99.70,99.27
99.47,99.72,99.80,99.34
99.49,99.04,99.66,98.78
98.98,99.40,99.60,98.98
99.27,99.37,99.49,98.96
99.02,98.79,99.05,98.70
99.14,99.09,99.23,98.97
99.39,99.22,99.39,99.09
99.42,99.77,99.96,98.83
100.44,100.26,100.66,100.09
100.19,100.21,100.47,100.15
100.72,100.81,100.93,100.47
100.68,100.77,100.82,100.45
100.68,100.88,100.94,100.48
100.43,100.57,100.68,100.23
100.60,100.41,100.71,100.41
100.38,100.22,100.38,99.99
99.65,99.69,99.83,99.32
99.24,99.07,99.35,98.94
98.80,98.55,98.80,98.52
98.80,98.65,98.80,98.30
98.25,98.11,98.43,98.11
97.96,97.80,98.00,97.69
97.33,97.30,97.58,97.10
97.58,97.77,97.89,97.49
97.27,96.90,97.53,96.90
97.12,97.34,97.40,97.07
97.30,97.34,97.52,97.15
97.52,97.38,97.60,97.36
97.31,97.13,97.34,97.07
96.98,97.00,97.04,96.69
97.00,96.68,97.04,96.57
96.43,96.70,96.82,96.37
96.78,96.46,96.82,96.43
96.32,95.77,96.35,95.73
95.86,96.07,96.34,95.68
95.97,96.15,96.20,95.80
96.05,96.56,96.81,96.05
97.38,97.20,97.63,97.17
97.30,97.32,97.66,97.16
97.48,97.68,97.70,97.38
96.88,96.78,96.99,96.67
96.79,96.31,96.83,96.30
96.32,95.28,96.75,95.28
95.02,94.37,95.12,93.60
94.45,93.83,94.45,93.52
92.83,92.50,93.75,92.03
92.90,92.95,93.21,91.98
92.59,92.38,92.71,92.08
92.58,91.76,92.58,91.68
91.80,91.20,91.92,91.19
91.67,91.53,91.85,91.27
91.99,91.65,92.08,91.56
90.99,91.17,91.28,90.71
91.51,91.33,91.62,91.13
91.40,91.77,91.78,91.29
91.50,92.08,92.08,91.43
91.46,91.10,91.90,90.88
90.83,91.18,91.18,90.52
