IBIO,iBio,NASDAQ
0.41,0.42,0.43,0.40
0.41,0.42,0.43,0.40
0.41,0.41,0.43,0.39
0.41,0.39,0.42,0.39
0.39,0.39,0.41,0.39
0.39,0.41,0.41,0.39
0.40,0.39,0.42,0.39
0.40,0.40,0.40,0.36
0.39,0.37,0.40,0.37
0.38,0.39,0.39,0.37
0.39,0.41,0.41,0.38
0.41,0.37,0.43,0.37
0.36,0.35,0.38,0.33
0.35,0.37,0.37,0.34
0.37,0.40,0.40,0.34
0.40,0.37,0.42,0.37
0.38,0.43,0.45,0.38
0.43,0.45,0.46,0.42
0.45,0.41,0.45,0.39
0.42,0.39,0.42,0.38
0.40,0.40,0.41,0.38
0.40,0.40,0.42,0.39
0.40,0.40,0.41,0.38
0.40,0.40,0.40,0.38
