LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),NASDAQ
90.97,91.18,92.68,90.64
90.85,89.14,91.00,88.66
90.01,88.60,90.58,87.98
88.22,87.78,88.22,87.05
87.99,89.41,89.60,87.52
89.45,90.54,90.81,88.90
90.48,88.42,90.70,88.06
89.09,89.59,89.92,88.92
89.41,89.62,89.90,88.49
89.14,88.09,89.80,87.70
87.50,88.83,89.04,86.32
89.11,88.68,89.12,88.30
88.94,88.14,89.15,87.31
88.45,88.13,88.96,87.80
88.22,87.77,88.22,87.46
88.01,87.53,88.16,86.92
87.45,87.70,87.73,86.96
87.81,87.10,88.25,86.89
87.37,86.38,87.70,85.93
86.44,86.01,87.02,85.74
86.29,85.78,86.29,85.14
87.02,86.88,87.80,85.87
87.25,88.79,89.28,87.23
88.40,88.68,89.59,87.91
88.82,88.17,88.88,87.38
87.81,86.89,88.50,86.79
87.02,86.88,87.54,86.30
87.18,88.44,88.46,86.56
88.45,89.62,90.00,88.20
89.73,89.73,90.70,89.25
