ANSS,ANSYS,NASDAQ
94.19,95.31,95.39,93.92
95.68,95.69,96.03,95.08
95.54,95.36,96.21,94.50
94.61,94.71,95.50,94.00
94.81,94.92,96.14,94.66
94.55,94.46,95.08,94.07
94.62,94.55,95.35,94.34
94.28,95.11,95.50,94.02
95.01,95.31,95.75,94.75
95.20,95.90,95.96,94.34
95.61,94.65,95.87,94.34
94.53,92.47,94.53,92.10
92.56,92.80,93.78,92.56
93.00,93.14,93.46,92.42
93.42,92.57,93.42,92.27
92.45,92.66,92.94,92.11
92.95,92.49,92.97,92.18
93.12,93.35,93.66,92.75
93.27,94.44,94.52,91.89
94.12,94.71,95.22,93.90
93.44,93.95,94.46,93.04
93.95,94.29,94.70,93.74
94.59,94.19,94.95,94.06
93.88,93.70,94.13,93.39
93.58,93.89,94.16,92.58
93.86,94.03,94.42,93.83
