SPB,Spectrum Brands Holdings,NASDAQ
118.43,120.83,120.87,118.43
120.62,121.20,122.16,120.38
121.18,122.86,123.76,121.18
122.48,122.17,123.52,121.78
121.99,123.28,123.64,121.98
123.06,121.33,123.80,120.98
121.00,120.60,122.34,120.43
121.73,121.76,123.19,120.27
121.56,120.65,122.08,120.17
120.20,121.86,121.86,120.20
121.52,121.46,122.55,121.34
121.65,120.90,122.68,120.20
120.95,121.28,121.59,120.88
121.50,121.82,121.90,121.05
122.04,121.75,122.04,121.32
121.65,123.18,123.29,121.65
123.01,122.33,123.98,122.16
122.59,120.86,123.19,120.23
120.88,123.11,123.31,120.88
122.62,123.18,123.44,120.88
123.18,122.13,124.10,122.08
121.82,123.20,123.34,121.29
121.20,119.81,121.98,119.12
119.92,120.29,120.67,118.93
120.60,121.03,121.10,119.20
120.76,121.18,121.48,120.66
