AE,Adams Resources & Energy,NASDAQ
67.42,66.12,68.20,65.59
65.32,63.09,65.32,61.02
63.95,65.50,65.97,62.98
66.37,67.79,68.95,64.25
69.07,68.44,70.18,68.06
68.53,68.89,69.00,67.10
69.00,69.42,71.77,69.00
69.99,68.46,71.40,66.73
69.06,69.10,71.13,68.61
70.95,69.00,70.95,68.43
69.46,68.31,70.49,67.51
68.54,68.45,69.20,67.62
68.05,66.96,68.05,65.15
67.50,64.68,67.60,62.40
64.60,65.60,65.93,64.60
66.17,65.75,66.17,64.00
66.30,65.97,66.35,65.10
66.10,64.88,66.30,63.69
65.49,65.84,66.89,64.89
65.11,65.60,65.91,64.80
65.66,66.31,66.85,65.16
66.21,66.02,66.95,65.05
66.84,65.91,66.84,65.46
66.04,67.15,67.57,65.24
67.01,67.43,67.70,66.43
67.50,65.52,67.50,65.51
66.23,65.99,66.59,65.18
65.68,66.87,66.94,65.68
67.51,68.14,68.89,67.51
67.70,67.70,68.40,66.18
67.69,67.11,68.89,66.85
67.35,67.34,67.35,65.66
67.30,66.56,67.30,65.73
66.50,66.30,67.30,65.73
66.79,65.40,67.34,63.75
64.18,64.79,65.65,62.63
65.00,64.86,65.10,63.32
64.38,64.59,65.00,64.20
64.18,64.61,64.97,63.19
64.41,64.26,64.75,63.41
64.55,64.45,64.91,64.10
64.80,64.74,65.50,64.10
64.17,64.44,64.90,64.11
64.27,69.50,70.00,64.27
69.71,68.27,69.71,68.27
68.11,67.04,68.11,66.27
66.50,64.60,66.50,64.00
64.39,63.89,64.66,63.02
63.53,62.35,63.53,62.00
63.00,60.81,63.00,60.66
61.76,61.18,61.76,60.22
60.33,59.42,61.29,57.04
59.47,60.32,60.49,59.04
61.06,61.00,61.68,60.11
61.26,64.22,65.00,61.00
64.87,65.36,66.05,62.40
64.98,64.80,65.70,62.70
64.51,63.22,64.97,63.22
62.57,62.41,63.09,62.10
62.44,61.72,62.67,61.03
61.50,61.64,62.58,60.93
61.23,62.32,62.42,60.80
61.91,62.12,62.95,61.91
62.66,60.61,63.31,60.61
61.07,60.99,61.49,59.62
61.20,59.94,61.20,59.25
59.55,60.08,61.14,59.55
59.44,58.26,59.44,58.00
57.15,57.91,58.30,57.11
57.20,55.51,57.52,54.86
55.27,54.38,56.44,53.80
53.21,55.32,55.32,52.65
55.68,55.27,55.68,54.47
54.94,55.64,55.89,54.10
55.00,54.10,55.68,54.10
53.44,52.85,53.84,52.85
52.69,51.22,53.04,51.19
51.60,51.60,52.64,50.67
51.91,51.82,51.98,51.38
51.56,50.57,51.56,50.16
50.47,49.65,52.64,49.40
50.42,49.80,50.57,49.46
49.53,49.99,50.10,49.28
50.61,50.95,51.41,50.12
51.10,54.45,54.99,50.93
54.91,54.50,55.90,54.45
54.50,55.13,55.90,54.50
55.86,55.48,55.86,55.48
55.78,55.00,55.90,55.00
55.50,55.15,55.85,55.00
55.00,55.34,55.70,55.00
55.50,54.27,55.82,54.20
54.41,51.77,54.41,51.01
51.39,49.12,51.73,47.46
48.91,50.81,51.04,48.91
50.30,49.45,50.30,48.97
50.15,49.85,50.48,49.85
49.05,49.07,49.73,49.05
50.86,55.05,55.25,50.86
55.74,55.50,56.05,55.18
55.80,55.59,56.60,55.18
55.59,55.31,55.59,55.26
55.66,55.65,55.93,55.65
55.38,55.59,55.65,55.17
55.73,53.62,55.73,53.36
53.98,54.17,54.17,53.80
54.18,54.08,54.21,53.76
53.94,54.31,54.41,53.91
54.34,55.15,55.71,54.34
54.81,55.50,55.50,53.88
55.77,55.88,56.29,55.77
55.66,57.41,57.98,55.66
58.02,57.22,58.02,55.24
57.68,57.15,58.60,57.11
56.89,56.85,57.50,56.00
55.13,56.98,56.99,55.13
55.13,56.55,57.41,55.13
57.38,57.64,57.90,57.02
58.69,59.27,59.60,57.75
59.48,59.63,60.00,59.15
59.76,59.56,60.09,59.00
60.20,60.44,60.60,59.50
60.50,60.50,60.89,60.27
61.89,61.28,61.89,60.68
61.24,60.69,62.24,60.27
60.54,61.60,61.68,60.00
60.84,62.02,62.48,60.84
61.78,62.15,62.85,61.14
62.88,66.67,68.28,62.88
66.86,68.48,68.49,66.86
68.48,68.48,68.48,68.23
70.01,68.50,70.01,68.06
68.71,67.40,68.71,67.40
67.77,68.50,68.96,67.00
67.73,67.40,67.79,66.70
67.07,68.18,68.93,66.79
68.90,68.56,69.40,68.32
68.30,69.23,69.73,68.30
69.03,68.20,69.50,67.61
68.80,68.20,68.95,67.50
67.51,68.00,68.25,67.00
67.85,68.55,68.74,66.86
68.80,68.59,68.80,67.80
68.55,68.41,69.39,67.57
67.88,68.00,68.81,67.88
68.14,67.52,68.15,67.03
67.75,68.50,68.50,66.98
68.44,68.23,68.44,67.65
67.95,67.40,67.95,67.01
66.45,65.59,67.20,65.27
65.90,65.06,65.90,63.67
64.75,65.01,65.37,64.46
64.85,66.74,67.90,64.35
67.01,67.06,68.45,66.10
66.11,66.52,67.20,65.68
66.39,65.18,66.77,64.22
65.97,66.76,67.39,65.35
68.79,65.63,68.79,65.40
65.47,64.44,65.67,63.51
64.04,64.44,64.44,63.37
64.19,63.97,64.40,62.71
63.55,64.54,64.74,63.50
64.00,65.40,65.61,64.00
65.32,67.28,67.89,64.60
66.84,67.10,67.99,66.69
67.00,67.53,67.95,66.81
67.06,66.90,67.56,66.85
67.30,67.40,67.57,66.87
67.73,67.33,67.73,66.71
67.02,70.39,70.72,66.98
70.74,72.74,73.21,70.04
72.36,72.10,73.00,71.65
72.20,73.03,73.03,71.90
72.56,73.60,74.49,72.42
73.73,78.19,78.88,73.73
79.68,86.29,86.74,79.67
86.46,88.78,89.74,86.46
90.28,88.01,90.28,86.09
87.01,87.99,88.75,87.01
86.90,86.97,87.65,84.10
86.10,84.22,87.08,82.51
84.00,85.36,85.36,80.75
79.40,70.50,79.75,66.04
69.02,68.99,70.92,68.22
69.79,68.12,70.85,67.86
69.00,66.20,69.00,65.58
66.47,65.99,66.69,63.98
66.00,65.37,66.00,63.89
65.79,65.08,65.79,63.89
65.25,63.79,65.25,63.64
64.71,63.49,64.71,63.40
63.81,61.52,64.48,61.02
61.98,58.04,62.78,57.19
57.96,58.50,59.34,57.96
57.77,57.92,58.88,57.25
57.50,58.43,58.51,57.25
58.88,59.22,59.59,58.40
59.32,58.66,59.53,58.45
58.89,58.02,59.75,57.63
58.00,57.32,58.47,56.08
57.10,59.80,60.25,57.10
60.44,62.79,63.15,59.80
63.07,63.67,64.63,62.07
63.63,64.91,65.78,63.07
66.02,68.15,68.80,64.92
68.31,67.70,69.21,67.08
68.41,66.65,68.41,65.98
66.74,68.32,69.00,64.51
68.90,72.25,72.77,67.90
71.78,72.45,72.90,71.23
72.37,72.20,72.47,71.00
72.20,73.38,73.80,72.09
73.02,71.72,73.37,70.61
71.38,73.32,74.84,71.38
74.30,72.49,75.53,72.15
72.60,72.06,72.60,70.52
71.33,68.22,71.33,67.42
68.05,68.46,68.95,66.50
67.49,69.90,70.90,67.31
70.00,69.00,70.29,67.78
69.41,66.91,69.99,66.50
66.70,66.00,67.36,65.85
66.46,65.91,69.44,65.22
65.80,66.44,66.50,65.55
66.44,66.28,68.12,66.28
68.94,65.28,69.39,64.81
64.49,64.58,65.29,64.00
64.49,66.42,67.46,64.10
67.01,66.10,67.29,65.41
65.53,64.53,65.60,64.52
65.23,65.22,66.60,64.12
65.00,63.76,65.69,63.76
63.57,64.16,64.16,63.08
64.16,64.55,65.00,63.43
64.00,63.61,64.01,62.54
63.60,64.39,64.83,63.21
63.69,63.23,64.41,63.00
63.57,63.01,65.09,60.76
62.34,65.09,67.28,60.14
64.78,64.04,65.09,63.23
64.05,66.67,66.92,63.03
67.45,66.85,68.35,66.55
67.78,68.78,68.89,64.60
68.26,70.76,71.38,68.11
70.42,72.00,72.30,69.24
71.95,75.02,76.04,71.69
74.49,75.01,75.93,74.21
75.01,74.43,75.25,73.84
73.95,76.63,77.57,71.00
76.70,79.03,79.76,76.01
80.00,78.65,81.50,76.28
79.39,74.01,80.24,73.36
74.38,73.09,75.01,72.50
72.24,68.83,73.68,65.51
69.50,68.87,70.34,68.00
68.96,70.30,70.30,67.47
69.21,72.18,72.51,69.21
76.03,78.13,79.88,72.56
76.22,76.78,79.61,76.22
76.99,75.87,77.40,75.31
76.71,77.42,77.90,76.02
77.40,76.24,77.40,75.40
75.48,76.29,76.29,74.53
76.11,76.49,77.40,75.90
75.22,76.98,77.98,75.22
77.00,77.14,78.01,76.41
76.70,78.06,79.24,75.61
78.55,77.29,79.00,75.75
77.61,75.63,77.61,74.10
75.22,72.92,75.49,71.72
72.30,71.04,73.57,70.72
71.40,69.87,72.97,68.92
69.19,69.38,71.08,68.00
69.50,69.72,71.46,68.19
69.92,69.58,70.49,69.09
69.54,69.19,70.00,69.00
68.89,68.21,69.12,68.00
68.42,68.28,68.76,68.04
68.37,67.90,68.37,65.74
66.70,65.34,67.20,65.34
65.59,62.91,65.59,62.91
62.60,64.92,65.29,61.50
67.00,69.44,70.51,66.03
69.33,69.82,71.50,69.01
70.29,66.96,70.70,66.96
67.44,67.26,67.56,65.41
67.61,71.43,71.43,67.61
69.50,69.03,72.22,67.98
68.86,69.78,70.88,68.20
70.05,70.15,70.59,68.51
70.97,69.00,73.98,68.66
72.00,71.11,73.00,70.06
72.00,69.49,72.00,68.75
70.50,69.87,70.50,68.65
69.77,70.39,70.39,67.84
69.20,68.21,69.26,68.00
69.30,69.00,70.08,68.00
69.04,69.56,69.65,68.01
68.83,68.41,71.23,68.35
68.83,67.24,68.83,66.83
67.12,65.59,67.12,64.34
65.61,66.40,67.41,65.61
66.45,64.21,66.45,64.00
64.48,61.44,64.48,60.64
59.86,61.00,63.29,59.86
62.00,62.66,62.71,61.70
62.15,59.71,62.31,59.61
59.40,59.12,59.85,59.01
58.88,58.91,60.29,58.88
59.76,58.49,59.76,58.49
58.29,56.69,58.29,55.10
56.50,56.00,56.50,56.00
55.20,55.00,56.00,55.00
54.50,54.28,55.67,52.97
54.28,50.42,55.74,49.71
51.94,50.80,52.00,50.80
50.74,49.67,51.08,49.00
50.17,49.81,52.67,49.05
49.74,48.62,50.35,48.60
49.09,48.68,49.09,48.58
48.58,48.62,49.24,48.58
48.61,44.29,48.70,44.26
44.96,44.77,45.40,44.00
44.72,45.03,45.14,44.06
45.33,44.23,45.63,44.11
44.91,44.04,45.67,44.00
44.00,44.00,44.94,44.00
44.35,44.69,45.30,44.19
45.52,44.50,46.14,44.47
44.50,44.68,46.58,44.50
45.27,44.39,45.27,44.39
46.59,44.38,46.59,43.72
44.31,44.46,45.97,43.00
44.00,44.62,45.58,44.00
45.78,43.17,45.78,43.17
43.17,43.02,43.17,42.00
43.52,44.29,44.99,42.60
43.50,43.60,44.07,42.80
43.55,43.78,43.79,43.21
43.32,43.93,44.37,43.15
44.41,43.66,45.17,43.21
45.95,44.82,46.56,44.03
44.38,43.90,46.47,43.90
43.99,43.29,45.84,43.16
43.53,42.05,44.05,41.51
42.09,42.21,43.59,42.05
42.05,41.87,42.20,41.75
42.00,40.68,42.00,40.06
40.70,41.99,41.99,40.27
41.64,42.80,43.33,41.16
43.08,44.81,44.81,43.08
44.45,45.85,45.96,43.76
45.00,47.43,47.89,44.41
46.79,47.55,48.46,46.02
46.91,47.19,48.75,46.91
47.15,47.34,47.80,46.00
47.13,46.83,47.79,46.38
46.62,46.00,46.98,46.00
46.01,44.86,46.12,44.05
45.49,44.56,46.71,44.01
44.11,44.90,45.48,44.11
44.50,45.08,45.66,44.50
44.83,45.63,45.84,44.50
44.76,44.29,45.28,44.29
44.29,42.53,45.18,42.05
42.88,43.96,45.09,40.67
44.24,44.37,45.09,43.11
44.34,43.79,44.34,43.11
43.33,43.11,44.51,42.84
43.66,43.50,44.17,43.22
43.85,43.96,43.96,41.65
43.78,42.12,43.87,41.82
42.82,41.10,42.82,40.66
40.70,39.70,42.86,38.97
39.88,38.85,40.00,38.58
39.56,40.74,42.44,39.00
41.55,47.21,47.26,41.55
47.21,46.28,47.21,45.24
46.02,46.75,47.63,42.51
47.17,47.20,48.38,46.94
47.31,47.81,49.41,47.31
49.30,48.31,49.30,47.53
47.85,48.28,49.21,47.11
48.17,47.43,48.24,46.84
45.90,48.10,48.10,45.90
48.10,49.95,50.54,47.88
48.68,49.67,50.00,48.17
49.30,48.49,49.99,47.31
49.09,48.89,49.98,48.43
49.39,50.50,50.89,48.26
50.99,51.66,51.89,50.30
52.15,51.67,52.45,50.84
52.13,52.15,52.58,50.81
52.58,53.67,54.17,52.30
50.00,51.58,52.40,49.01
51.95,54.64,57.01,50.00
55.19,56.50,57.10,55.14
59.00,57.24,59.00,56.00
55.45,56.74,57.32,55.45
57.58,58.62,58.92,56.72
58.64,57.04,58.64,56.91
57.05,57.90,58.00,57.05
57.54,58.37,58.75,57.54
58.75,58.40,59.04,58.00
58.86,59.00,59.05,58.00
58.81,58.04,59.09,57.50
58.06,58.86,58.86,58.04
58.86,59.93,60.48,58.61
59.89,61.13,62.00,59.89
61.96,62.29,63.96,61.96
62.79,62.20,65.23,60.67
62.25,64.39,65.15,62.25
64.82,65.30,65.62,64.53
65.62,65.65,66.80,63.30
66.50,65.79,66.50,64.01
66.49,64.58,66.49,64.58
65.25,65.69,66.76,64.50
65.07,66.01,66.34,64.36
66.11,66.63,66.88,65.48
66.88,66.98,68.00,65.63
67.30,67.56,68.49,67.03
68.54,70.31,72.09,68.11
71.50,72.91,73.28,71.21
72.99,70.99,72.99,69.53
70.63,66.88,70.86,66.88
67.97,68.56,69.97,67.97
68.95,68.48,69.06,68.48
67.76,67.47,68.97,66.01
68.79,67.99,68.79,66.94
67.37,66.64,68.30,66.64
68.75,66.86,68.75,65.08
66.80,64.12,66.80,63.80
63.70,64.09,65.64,62.94
64.50,64.43,64.50,62.98
64.63,60.00,64.63,59.20
59.75,60.10,60.47,59.44
60.00,60.64,61.70,59.63
61.97,60.83,62.00,60.00
60.43,60.06,62.18,59.59
60.20,58.32,60.99,57.50
57.85,59.25,60.34,55.53
59.02,60.90,60.90,59.02
60.80,61.59,62.50,60.42
62.34,63.94,64.82,61.64
64.76,64.58,67.35,64.04
64.83,66.98,67.15,64.83
67.11,67.21,68.11,67.05
68.00,68.97,68.97,66.88
69.50,70.00,70.00,69.14
69.88,65.64,69.88,65.61
66.30,66.06,68.20,65.47
66.81,66.59,69.15,66.00
66.84,66.16,67.00,64.61
67.56,64.53,67.56,64.20
64.00,64.53,65.05,63.30
64.39,64.34,64.56,62.98
64.21,63.79,64.54,63.30
63.50,61.05,63.81,61.04
60.73,60.83,62.29,60.19
61.78,61.50,61.98,60.18
59.75,60.99,61.39,59.75
60.75,58.75,61.80,58.70
59.00,58.60,59.55,58.60
58.63,57.95,59.04,57.50
57.81,56.49,58.80,56.49
57.32,54.72,57.32,54.72
54.50,52.91,54.94,52.91
53.41,46.60,53.80,46.60
46.80,46.40,49.18,44.81
46.28,47.00,47.71,46.28
47.01,44.85,47.26,44.85
44.76,44.43,45.32,43.50
44.67,44.79,45.60,44.05
45.55,46.76,46.97,45.55
46.85,46.76,46.93,46.15
46.54,44.04,46.54,44.01
44.68,43.14,44.68,41.67
46.35,45.05,46.35,45.00
44.87,44.66,46.33,44.50
44.34,43.60,44.69,42.96
44.08,44.00,45.00,43.30
44.66,43.29,45.25,43.10
43.50,40.60,43.50,40.40
40.67,39.71,42.00,39.44
39.00,41.51,42.23,39.00
42.11,42.50,42.95,40.96
42.81,42.14,43.00,41.94
42.60,42.90,44.70,41.10
43.55,43.10,44.00,42.72
43.49,43.51,43.90,43.49
43.44,43.60,44.45,43.44
43.55,44.09,44.30,43.55
44.10,44.56,44.69,43.67
44.40,44.50,44.85,43.38
44.77,45.75,46.25,43.29
44.54,47.49,47.58,44.31
49.67,47.56,49.67,46.99
47.65,47.88,48.99,47.20
47.76,48.36,48.93,47.14
48.71,49.46,49.46,48.09
49.11,49.39,50.23,49.11
49.60,49.44,50.61,48.00
49.30,49.90,51.65,48.62
49.81,50.43,51.39,49.80
50.53,50.95,50.98,50.25
50.73,50.66,51.49,50.66
50.53,50.15,50.65,50.00
48.03,46.94,49.08,46.26
46.70,45.71,46.70,45.51
46.38,44.60,46.38,44.10
44.54,44.59,44.95,42.53
43.67,43.70,44.00,43.67
43.15,43.94,44.75,43.15
43.62,43.46,44.84,43.45
43.63,43.50,43.63,42.50
43.10,43.00,44.67,43.00
43.81,44.99,44.99,43.47
44.95,44.55,45.25,44.55
45.01,44.15,45.01,43.47
43.80,43.46,44.05,43.01
43.42,43.84,44.61,43.42
43.85,43.33,44.37,43.33
43.68,43.79,43.79,43.50
43.28,43.52,45.46,43.28
43.51,43.50,43.89,43.50
43.16,43.00,43.50,43.00
42.67,42.67,42.99,42.56
42.50,42.00,42.50,42.00
42.65,41.90,42.65,41.90
41.95,45.74,45.74,41.95
45.74,46.39,46.89,45.44
46.47,47.77,48.60,46.47
48.10,47.63,48.25,47.63
46.15,44.55,46.75,44.55
46.00,47.19,47.19,45.00
43.26,44.75,48.42,43.26
45.38,45.32,46.54,43.25
44.60,46.75,46.89,44.60
47.25,45.28,47.25,45.28
45.30,46.09,46.24,45.16
45.80,45.83,46.09,45.80
46.13,46.88,46.88,46.13
46.50,46.43,47.00,46.30
46.25,45.45,46.25,45.45
45.77,45.51,46.44,45.51
45.72,45.43,46.00,44.13
45.08,43.93,45.63,43.00
40.78,41.51,42.49,38.88
41.75,43.45,43.45,41.75
42.31,43.04,43.04,39.00
43.04,45.21,45.21,43.04
43.86,44.25,45.15,43.86
44.61,45.61,45.99,44.50
44.00,43.56,44.90,43.56
43.46,43.71,44.26,41.81
43.57,43.78,43.78,43.39
43.45,43.30,44.56,43.05
43.30,43.55,43.60,43.25
43.75,43.76,44.82,43.55
43.63,44.20,44.62,43.63
43.72,43.86,44.00,43.00
43.30,42.77,43.30,42.77
42.50,42.66,43.39,42.45
42.92,41.69,44.30,40.73
42.25,42.98,42.98,41.30
42.50,43.87,43.91,41.22
43.70,43.16,43.73,43.16
41.60,42.00,42.25,41.60
40.82,42.01,42.11,40.82
41.00,41.51,41.51,41.00
41.51,41.81,42.50,41.51
42.11,40.76,42.70,40.65
42.48,41.49,42.48,41.49
41.00,41.00,41.00,41.00
41.40,40.91,41.40,40.91
40.86,41.32,41.32,40.75
40.92,42.47,42.48,40.92
41.41,41.41,41.41,41.41
41.25,42.07,42.07,41.25
41.23,43.39,43.39,41.23
43.70,43.99,44.00,43.70
44.37,44.98,44.98,44.37
44.90,42.86,44.90,42.71
42.60,41.63,42.80,41.63
44.96,43.55,44.96,42.29
43.69,42.88,45.87,42.64
43.44,45.07,46.30,43.05
43.72,45.20,45.20,43.72
45.20,44.27,45.40,44.27
45.43,44.65,45.43,44.65
45.87,45.87,45.87,45.87
45.89,45.44,46.86,44.61
45.55,45.35,45.90,45.20
45.22,45.90,45.90,45.22
45.14,45.09,45.75,44.95
45.10,44.46,45.10,44.46
44.84,45.05,45.23,42.86
45.05,45.86,45.86,44.08
45.80,45.09,45.80,44.35
45.98,45.98,45.98,45.98
44.56,45.87,45.87,44.40
45.05,43.96,45.48,43.88
45.05,45.05,45.90,45.05
43.08,44.00,44.06,43.08
43.63,42.50,43.63,42.50
42.50,42.60,43.38,42.50
42.58,44.49,44.49,42.58
44.50,44.05,44.83,43.96
43.11,44.00,44.00,42.70
43.40,43.37,43.86,42.00
43.75,44.88,44.88,43.51
44.35,44.00,44.70,43.06
42.04,43.13,43.16,42.04
43.06,43.25,43.25,43.06
43.14,43.14,43.14,43.14
43.70,42.92,43.70,42.35
42.47,42.25,42.51,42.25
42.57,41.78,42.57,41.78
41.15,41.01,42.34,40.80
41.75,42.50,42.50,41.40
42.07,39.25,42.07,39.25
39.00,38.86,39.30,38.73
38.81,38.55,38.81,38.38
38.40,38.26,38.73,38.00
38.18,37.82,39.40,37.75
38.39,35.00,38.50,34.26
35.25,35.69,36.49,34.75
35.91,35.35,36.99,34.92
38.86,35.05,38.86,35.00
34.67,33.60,35.09,33.55
34.24,35.00,35.49,33.98
33.71,35.85,36.96,33.70
35.84,36.66,37.59,35.84
35.85,36.50,36.66,35.75
36.43,35.24,36.43,34.73
35.62,36.53,36.66,35.40
35.50,36.30,36.73,35.35
36.43,38.40,39.50,35.36
37.80,38.23,38.99,36.84
38.21,39.29,39.82,38.21
39.02,39.06,40.37,38.80
38.97,38.15,38.97,38.00
38.62,38.72,39.28,37.49
39.18,38.33,39.18,37.54
38.09,37.85,39.01,37.32
37.70,35.36,37.70,34.84
35.46,33.95,35.50,33.60
32.63,33.32,34.57,32.30
34.00,34.62,35.50,34.00
33.81,32.00,33.81,30.00
32.53,33.02,33.95,32.25
33.02,33.52,34.41,32.25
33.75,32.58,33.75,32.45
32.78,33.21,33.21,32.25
33.72,33.02,34.10,33.02
34.15,33.19,34.15,33.19
33.30,33.67,33.67,32.00
32.85,34.33,34.33,32.85
33.68,34.21,35.68,33.01
34.77,34.96,35.21,34.00
35.58,35.54,36.32,34.68
36.42,34.66,36.42,34.66
34.87,34.75,34.87,33.21
34.96,34.18,35.67,34.18
34.91,34.04,34.91,33.43
32.38,32.93,33.03,31.97
32.53,33.55,33.56,32.53
33.90,33.73,34.38,32.20
33.52,33.50,34.34,32.53
32.25,31.78,32.77,31.48
31.85,32.49,33.62,31.85
33.48,34.71,39.85,33.36
34.72,33.78,35.25,33.70
34.00,33.97,34.30,32.80
33.90,33.82,35.31,32.54
34.00,33.00,35.95,33.00
33.79,32.72,33.79,31.95
32.75,33.80,33.80,32.75
33.67,34.34,34.59,33.28
34.01,34.59,34.59,32.96
34.60,35.25,35.80,34.60
35.53,36.72,36.96,35.21
36.29,35.00,36.50,35.00
35.29,34.70,36.61,34.70
34.46,34.33,34.86,33.11
35.00,36.92,36.92,35.00
36.63,37.45,37.70,35.07
36.50,36.87,37.70,36.50
37.21,37.65,37.71,36.85
37.55,41.39,41.40,37.55
41.73,39.10,43.00,39.10
40.01,38.77,40.01,38.30
38.35,39.90,39.90,38.35
39.50,38.01,39.87,38.00
37.91,38.61,38.87,37.00
38.71,38.92,39.50,37.97
38.62,38.75,40.00,37.53
39.65,39.50,40.00,37.72
39.39,39.98,39.98,38.50
39.00,39.30,40.00,38.31
38.96,39.19,39.30,38.90
38.78,38.70,40.00,38.00
38.50,36.93,38.50,35.91
36.46,36.02,36.80,36.02
36.03,35.75,36.18,35.25
36.00,36.36,36.36,35.98
36.15,37.97,38.00,35.97
37.94,39.05,39.05,37.13
39.24,38.79,39.77,38.00
38.80,37.28,39.02,37.28
38.70,37.79,39.00,37.41
37.80,38.36,39.12,37.80
38.64,38.00,38.64,37.09
37.80,37.13,37.80,36.32
37.00,38.05,38.69,37.00
38.37,37.20,40.00,37.20
38.19,38.63,38.63,36.99
39.05,38.63,39.89,37.74
38.57,38.08,38.57,36.68
38.87,40.25,40.25,38.87
39.41,40.09,41.34,39.20
39.50,38.75,39.50,38.01
38.98,44.00,44.00,38.60
44.00,43.30,44.27,42.27
42.55,42.99,42.99,40.78
42.54,40.31,43.89,40.31
40.68,40.51,42.00,40.51
41.08,39.20,42.00,38.50
39.40,38.21,39.40,38.14
38.17,37.79,38.55,36.68
38.00,38.89,38.89,38.00
38.69,37.26,38.69,37.26
38.47,38.19,40.05,37.21
38.30,38.30,38.30,38.30
38.74,39.47,39.47,37.60
39.47,38.00,39.47,37.55
38.49,39.58,39.58,38.49
39.58,38.98,39.58,38.40
38.60,38.00,38.60,37.00
38.10,38.72,38.72,37.80
38.87,38.79,40.00,37.60
37.87,37.87,37.87,37.87
37.25,37.39,37.39,37.25
37.26,37.25,37.26,36.66
38.06,37.95,38.06,37.00
37.25,37.96,37.96,36.90
38.85,39.00,39.00,38.00
38.85,39.26,39.26,38.85
38.00,37.76,38.95,37.76
37.52,37.52,37.52,37.52
37.50,35.98,37.86,35.88
35.50,36.11,36.61,35.50
36.35,37.00,37.00,36.12
37.07,37.07,37.50,36.76
37.22,38.52,38.52,36.50
38.39,37.11,39.99,37.11
38.50,36.97,38.50,36.78
38.12,38.01,38.25,37.23
36.50,36.50,37.09,36.50
36.54,35.69,36.80,35.69
36.53,37.08,37.08,36.05
37.30,37.49,37.49,36.69
37.21,38.50,38.60,37.21
38.46,37.52,39.47,37.52
38.00,37.02,38.50,37.02
37.34,38.20,38.20,37.00
38.18,37.00,38.18,37.00
37.04,37.53,37.53,37.03
37.35,38.32,38.32,37.10
38.40,38.45,38.45,38.00
37.55,37.55,37.55,37.55
37.87,37.87,37.87,37.86
37.89,37.16,38.10,37.16
37.21,37.40,37.81,37.21
37.44,37.58,37.58,37.44
37.57,37.50,37.58,37.15
37.63,37.63,37.63,37.63
36.15,36.32,36.32,36.15
36.64,34.00,36.64,34.00
33.30,31.62,33.40,31.62
31.60,31.00,31.60,30.60
30.79,31.65,31.96,30.61
31.30,30.27,31.65,30.27
30.34,30.42,30.80,30.25
30.39,30.20,30.42,30.20
30.80,31.30,31.30,30.33
31.00,30.16,31.96,29.64
29.80,30.50,30.66,29.80
31.20,31.57,32.64,30.40
31.77,31.50,32.58,31.40
32.27,31.00,32.27,31.00
31.22,31.31,32.25,31.00
31.50,31.85,32.29,31.50
31.27,32.54,32.54,31.27
31.91,31.75,32.00,31.28
31.60,31.64,31.64,31.60
31.81,32.61,32.61,31.80
32.37,32.39,33.10,32.37
31.98,32.76,32.76,31.98
32.00,33.17,33.55,31.53
33.15,35.01,36.00,32.49
35.04,35.18,35.18,34.34
34.50,35.40,35.54,34.50
35.40,35.00,35.40,34.25
36.25,35.75,36.60,35.75
36.88,37.10,37.10,36.09
36.93,37.17,37.17,35.18
36.50,37.07,37.07,36.50
37.17,37.82,37.83,36.80
37.67,37.42,38.85,37.42
37.49,37.75,38.86,37.49
37.40,36.00,37.40,36.00
35.30,37.70,37.70,35.30
35.77,35.75,35.92,35.75
35.75,36.40,37.72,35.75
35.13,37.39,37.39,35.13
38.20,38.11,38.20,37.30
37.00,38.41,39.40,37.00
37.74,37.50,37.91,37.50
37.50,37.48,38.00,36.25
37.92,37.20,38.28,37.20
36.30,36.00,37.00,36.00
35.00,34.50,36.03,34.50
34.97,35.42,36.00,34.43
35.70,37.00,37.95,34.51
36.70,38.28,38.70,36.70
38.60,39.32,39.44,37.61
38.34,37.50,38.34,37.15
36.79,35.30,36.79,35.30
36.20,36.93,37.29,36.15
36.70,36.96,37.20,36.24
37.08,36.00,38.00,36.00
37.00,37.00,37.69,35.81
37.10,35.91,37.19,35.69
37.48,36.84,37.48,36.39
37.85,35.91,37.85,35.78
36.53,36.02,37.00,36.02
36.07,35.85,36.49,35.72
36.50,37.50,37.55,36.50
36.55,38.70,38.70,36.55
38.00,38.70,38.70,38.00
38.43,38.88,38.88,36.80
39.00,38.45,39.20,37.90
38.00,38.36,38.99,37.25
38.06,37.68,38.06,37.52
37.41,36.90,38.65,36.90
37.76,37.99,38.00,37.36
36.09,36.54,38.49,36.09
36.65,36.59,38.00,36.30
37.18,36.71,38.02,36.44
37.00,36.40,37.41,36.06
36.00,36.00,36.30,36.00
36.91,37.36,37.36,36.00
36.15,36.75,36.75,35.18
36.00,38.30,38.30,36.00
37.30,37.88,38.00,36.50
38.45,40.50,40.56,37.84
40.42,40.85,41.35,39.38
40.40,40.15,41.10,39.19
39.93,40.23,40.23,38.27
39.78,39.80,40.45,38.31
39.02,39.70,39.94,39.01
39.71,40.69,40.87,39.53
40.50,41.19,41.19,40.40
40.95,40.60,40.95,39.99
41.74,41.65,41.74,41.60
41.30,40.70,42.49,39.12
40.60,40.11,41.90,39.77
40.70,39.54,41.55,39.47
40.92,40.08,41.39,40.06
39.95,40.50,40.99,39.95
40.90,42.00,42.23,40.90
42.05,42.99,42.99,42.05
