ROP,Roper Technologies,NASDAQ
122.17,122.08,122.64,120.98
120.86,120.02,121.10,119.87
121.17,120.27,121.28,119.86
121.11,120.39,121.62,120.24
121.26,124.00,124.11,121.23
123.34,124.22,124.94,122.90
124.36,125.43,126.43,123.98
125.10,124.68,125.98,124.13
124.36,124.55,125.22,123.89
125.85,127.84,127.87,125.84
128.14,126.92,128.71,126.80
127.50,128.46,128.91,127.50
128.08,128.18,128.66,127.49
130.04,130.19,130.68,129.49
129.82,130.41,130.43,129.30
130.38,130.45,130.94,130.09
130.69,128.95,130.95,128.83
129.71,129.23,130.22,129.14
129.37,130.64,130.93,128.99
130.56,131.70,131.76,130.56
131.66,132.29,132.72,131.54
132.37,132.00,132.61,131.79
132.22,131.76,132.35,131.42
131.27,131.56,131.88,130.94
130.74,131.21,131.71,130.45
127.88,126.82,129.00,125.98
127.32,126.70,127.79,125.71
127.19,125.96,127.19,125.80
126.75,127.97,128.38,126.51
127.32,127.41,127.56,126.14
127.76,126.68,127.76,126.54
126.15,126.34,126.66,126.08
126.18,126.02,126.46,125.09
126.32,125.83,126.37,125.72
125.76,125.75,126.26,125.31
125.52,127.18,127.34,125.52
127.14,127.55,128.14,126.09
126.92,126.66,127.53,126.00
125.33,125.05,126.44,125.00
124.75,125.49,125.70,124.39
125.45,124.61,126.02,124.53
124.61,124.93,125.71,124.07
124.89,124.12,125.22,124.05
124.31,125.49,125.51,124.15
125.90,126.00,126.65,125.09
126.00,125.48,126.51,125.26
124.17,123.15,124.52,123.10
123.16,123.75,124.25,123.05
123.27,124.01,124.25,122.97
124.42,123.70,124.42,123.37
125.13,124.62,125.78,123.91
124.70,126.27,126.41,124.22
126.16,126.44,126.84,125.29
126.52,126.44,127.52,125.28
127.17,128.06,128.52,126.88
128.98,129.70,129.77,128.57
129.55,129.81,130.46,129.25
129.51,130.05,130.51,129.51
130.45,130.72,130.79,129.42
131.88,131.81,132.00,130.89
131.81,131.93,132.26,131.06
131.69,133.83,134.19,131.14
134.45,134.61,135.69,133.88
134.56,133.99,135.12,133.89
133.85,133.51,134.07,132.71
133.92,134.30,135.08,132.22
134.11,133.69,134.83,133.51
133.88,135.01,135.04,133.30
134.00,133.43,134.09,133.11
131.86,132.87,133.48,131.69
133.21,133.57,134.18,132.84
132.91,132.06,132.91,131.24
131.59,130.51,132.34,129.60
130.50,129.92,131.14,129.67
128.71,130.01,130.69,128.71
129.90,127.99,130.46,127.93
128.28,126.99,131.12,126.55
128.03,130.21,130.36,127.78
130.23,130.87,130.89,129.54
129.76,130.88,131.37,129.60
130.59,129.72,130.91,129.71
130.36,130.00,131.37,129.64
129.78,131.31,131.39,129.56
132.22,132.07,132.23,131.06
132.20,132.02,132.41,131.65
131.87,133.64,133.81,131.76
133.03,132.61,133.91,132.27
132.57,131.57,132.95,131.24
131.52,133.04,133.35,130.86
126.42,124.26,128.81,123.18
124.43,128.15,128.22,124.12
128.70,125.69,130.00,125.69
125.69,126.81,127.92,125.62
127.09,127.25,128.45,126.41
127.43,126.31,127.90,126.10
125.70,124.76,126.19,124.55
125.05,126.12,126.15,124.60
126.29,123.57,126.29,123.46
123.77,125.93,126.00,123.67
126.00,126.36,126.72,125.92
125.82,125.63,126.38,125.22
124.97,126.26,126.61,124.56
126.72,126.47,127.10,126.07
126.43,126.99,127.00,125.21
126.95,126.32,127.15,126.03
125.88,125.68,126.37,125.43
126.00,126.62,127.60,125.11
127.11,128.18,128.29,126.85
128.19,128.94,128.99,127.65
129.14,129.01,129.24,128.03
128.89,129.67,129.89,128.47
129.66,130.00,130.04,129.15
130.31,129.70,130.31,129.11
129.46,129.85,130.45,129.07
129.15,128.20,129.81,127.75
127.59,127.57,128.66,126.05
127.09,127.13,127.54,126.71
128.38,129.34,129.56,127.94
129.48,130.15,130.49,129.47
129.25,129.67,130.16,128.17
129.23,129.48,130.55,129.16
129.01,129.47,129.80,128.53
129.81,129.90,130.59,129.33
129.59,132.05,132.64,129.59
132.17,131.70,132.66,131.49
132.37,133.38,133.46,131.01
132.91,133.94,134.16,132.75
134.06,135.41,135.53,133.85
135.83,136.79,137.01,135.52
136.61,137.00,137.44,136.05
137.11,138.10,138.37,135.83
138.12,138.43,138.88,137.24
138.27,138.56,139.20,138.10
139.21,138.68,139.91,137.91
138.53,138.08,138.53,137.32
138.05,138.23,139.03,137.56
139.17,137.66,139.31,137.27
138.19,137.93,138.41,136.83
137.73,138.31,139.05,137.41
139.26,139.54,140.32,139.18
139.54,139.38,139.96,138.48
138.81,137.98,139.93,137.73
138.45,139.65,139.71,137.81
139.74,140.57,140.60,139.52
141.25,140.86,142.53,140.62
140.66,140.04,140.73,139.42
140.41,141.92,142.34,140.37
141.91,141.54,141.91,141.13
140.36,139.00,141.28,138.62
137.75,135.67,138.20,135.00
137.34,135.41,138.76,134.88
135.76,137.73,139.07,135.26
136.48,136.18,137.98,135.68
137.36,137.77,138.00,136.57
136.12,137.24,138.28,135.39
136.86,131.80,138.06,131.58
132.27,131.99,132.72,131.15
131.51,131.92,132.58,130.73
132.59,132.77,133.36,131.94
133.46,133.90,134.50,133.24
134.01,133.00,134.23,132.78
133.50,133.62,134.00,132.97
133.95,134.94,135.49,133.95
134.22,136.49,136.54,134.00
136.49,136.87,137.38,135.54
136.73,135.89,137.14,135.62
135.75,135.05,136.84,134.65
135.36,135.54,135.89,134.43
135.60,134.92,136.57,134.86
135.41,135.31,137.05,135.21
135.41,135.30,136.13,135.01
135.85,134.98,136.49,134.80
134.86,134.61,135.42,131.62
134.50,135.62,136.46,134.32
134.52,134.69,135.25,133.73
135.69,136.32,137.22,135.48
136.67,137.00,137.73,136.30
136.95,138.66,139.07,136.95
139.16,139.50,139.78,138.35
139.34,137.06,139.63,136.72
137.06,134.23,137.73,133.69
133.76,134.08,134.17,132.22
134.86,133.93,135.61,133.22
133.08,134.07,134.67,132.97
135.03,136.63,136.69,134.83
136.80,136.94,137.29,136.31
136.85,135.35,137.16,134.51
134.85,135.03,135.62,134.23
136.05,134.71,137.24,134.47
135.01,134.22,135.29,133.62
135.08,134.82,135.94,133.51
135.39,133.19,136.09,133.17
133.09,132.48,133.31,132.15
132.47,132.78,134.34,132.47
133.36,133.51,134.02,132.87
134.19,134.59,134.68,133.05
134.99,136.50,136.73,134.74
136.98,136.87,137.26,136.24
137.41,134.99,137.74,134.71
134.57,132.81,134.76,132.64
132.37,133.43,134.16,132.19
133.71,133.95,134.60,132.94
133.93,131.15,134.35,131.08
130.73,130.17,131.72,129.81
130.83,129.54,131.16,128.26
129.50,128.99,129.50,126.75
130.20,131.02,131.04,129.49
130.74,130.34,132.31,130.26
130.67,131.38,132.04,130.11
131.39,131.96,132.47,130.90
131.96,131.71,132.71,131.58
132.31,131.71,132.33,131.06
131.68,129.30,131.68,129.00
138.15,137.72,139.94,135.89
138.19,138.04,139.00,136.85
138.04,138.95,139.04,136.94
138.91,138.10,139.59,137.54
137.74,137.94,138.69,137.56
137.44,137.96,138.43,136.45
137.83,137.15,138.34,137.10
137.55,138.93,139.16,137.25
139.75,140.65,141.43,139.42
140.34,139.18,140.55,138.00
140.49,141.35,141.57,139.70
141.08,141.08,141.72,140.90
141.24,139.96,141.41,139.77
139.58,138.71,139.83,137.49
138.71,139.43,139.54,137.53
138.97,139.85,140.17,138.59
139.49,138.33,139.70,137.84
138.77,140.12,140.18,138.60
140.46,140.69,141.35,139.81
140.62,141.66,141.72,140.22
142.00,142.20,142.81,142.00
142.50,141.08,143.07,141.01
141.41,141.31,141.77,140.90
141.02,141.68,141.79,140.87
141.54,141.77,141.96,140.26
141.29,141.45,141.79,140.76
141.32,140.85,141.32,140.66
140.89,143.40,143.51,140.64
142.70,144.71,144.74,142.49
144.63,146.57,146.84,144.57
146.13,146.51,147.07,145.64
145.49,145.64,145.75,144.70
145.64,145.59,146.02,144.91
145.59,146.17,146.33,145.13
146.07,146.16,146.86,145.93
145.81,146.59,146.83,145.72
146.87,147.04,147.18,145.64
150.45,147.42,151.45,146.46
148.07,148.94,149.00,146.83
148.71,147.61,149.12,147.45
147.08,146.45,148.76,146.26
146.49,146.42,147.06,145.90
146.71,145.98,146.83,145.21
145.82,147.28,147.32,145.82
146.98,146.01,147.18,145.87
146.04,146.39,146.74,145.00
145.97,145.60,146.65,145.48
145.97,146.43,146.93,145.68
146.48,145.75,146.52,145.35
145.87,145.26,146.26,144.60
145.16,145.26,145.92,144.36
144.18,143.98,144.86,143.72
143.91,144.70,144.81,143.04
145.25,144.98,145.90,144.82
144.81,144.69,145.69,143.98
145.14,144.58,145.39,143.74
143.35,142.50,144.00,142.32
142.93,143.04,143.72,142.00
142.87,143.32,143.74,142.49
144.24,144.11,144.46,143.90
144.05,143.10,144.16,142.76
143.31,142.96,143.65,142.71
142.85,142.76,143.26,142.20
142.85,148.26,148.44,142.53
150.78,146.90,150.78,146.71
147.15,147.57,147.71,145.47
146.14,144.07,146.69,144.00
143.44,143.47,144.07,142.42
143.51,145.32,145.50,143.21
144.37,144.09,146.14,143.56
143.05,143.39,144.02,142.53
144.29,144.40,145.83,143.95
145.00,147.36,147.41,144.66
147.56,146.75,147.94,146.46
146.32,146.23,148.06,145.77
146.53,147.46,147.66,146.31
147.48,148.12,148.16,147.16
148.39,147.39,148.56,145.92
148.67,150.04,150.22,148.51
150.00,150.49,150.54,149.33
150.62,150.93,151.74,150.09
150.76,150.73,151.06,150.00
150.23,150.37,150.84,149.63
151.24,151.21,151.38,150.33
151.34,150.83,151.69,150.75
151.18,150.80,151.66,149.99
150.63,150.38,150.63,149.81
150.58,150.56,151.14,149.86
150.95,150.23,151.50,149.69
150.69,149.61,151.19,149.30
149.62,148.83,150.15,148.31
148.82,149.57,149.78,148.19
149.67,149.13,149.80,149.02
149.30,148.20,149.30,147.71
147.89,148.15,148.49,147.20
147.42,147.66,147.87,147.02
147.47,147.13,147.80,146.74
146.90,147.05,147.46,146.29
147.11,147.88,148.46,146.77
148.31,149.63,150.60,147.98
149.98,150.23,150.45,149.52
151.28,149.54,151.38,149.50
149.05,147.56,149.05,147.27
147.46,146.92,147.77,146.74
146.91,147.99,148.17,146.50
147.30,145.56,147.31,145.55
145.48,147.38,147.81,144.80
145.42,147.02,147.46,145.42
146.87,146.29,147.57,145.66
146.28,145.35,146.28,144.74
145.46,144.83,145.83,143.52
145.63,146.59,146.76,145.09
147.57,146.80,147.96,146.24
144.92,143.57,146.07,143.51
143.24,147.12,147.26,142.60
147.00,143.25,147.00,143.25
143.55,141.80,143.82,141.74
142.12,138.63,142.69,138.45
139.51,141.64,142.81,139.07
139.76,140.50,141.23,137.34
138.87,141.11,141.75,137.55
142.40,144.47,145.25,142.40
143.98,144.67,145.11,142.80
145.79,148.69,148.72,145.59
148.56,146.63,149.71,146.54
148.66,150.53,150.90,148.66
150.53,151.18,151.58,149.32
152.00,150.94,153.18,149.32
151.22,154.42,154.42,151.22
154.35,154.16,154.96,153.30
153.68,154.83,155.34,153.45
156.92,158.30,159.19,156.55
158.20,158.61,159.74,157.43
158.65,157.54,159.19,157.21
155.78,157.06,158.05,155.26
157.00,158.23,158.31,156.44
158.10,158.26,158.84,157.46
158.18,158.53,158.78,157.53
158.37,157.42,158.99,156.97
156.54,156.76,157.42,156.23
156.76,156.74,158.20,156.37
156.48,157.25,157.94,156.22
156.77,156.40,157.53,156.25
156.57,156.28,158.07,156.13
155.93,156.69,156.80,155.09
156.31,157.21,157.60,155.22
158.40,158.22,159.62,157.80
158.43,158.60,159.12,157.51
159.11,160.48,160.60,158.75
160.19,159.53,160.24,158.19
159.67,157.82,159.67,157.45
157.06,155.79,157.41,155.25
156.19,156.98,157.37,155.57
157.18,159.65,159.76,157.12
159.26,158.79,160.09,158.07
158.79,158.12,159.16,157.75
157.99,155.39,158.87,154.40
153.90,156.07,156.17,153.85
155.86,153.06,155.86,152.47
153.44,153.03,155.13,152.71
151.55,149.89,153.02,149.86
151.01,150.80,151.73,149.18
151.00,150.93,153.66,150.83
150.93,151.95,152.46,148.15
154.23,157.59,157.64,153.67
158.59,156.40,159.38,156.32
156.01,157.92,157.99,156.01
158.40,159.54,159.91,157.82
159.64,159.75,160.41,159.43
160.06,159.81,160.88,159.58
159.31,159.62,160.23,158.73
159.40,158.31,159.41,158.14
158.80,156.35,159.59,156.26
156.66,156.62,157.31,154.32
155.33,152.03,155.55,151.75
152.15,149.91,152.37,148.66
151.25,151.19,151.77,149.96
152.01,152.21,153.14,150.96
152.59,151.37,153.21,150.94
151.96,149.17,152.66,148.91
150.45,148.83,151.79,147.07
146.87,148.04,148.35,146.21
148.04,145.88,148.48,145.38
145.30,145.75,145.94,144.62
147.09,146.04,147.28,145.34
145.43,147.55,147.74,145.43
149.01,150.23,150.47,147.09
149.92,149.70,151.26,149.51
157.76,155.70,161.85,153.73
153.89,157.18,157.81,153.23
158.42,154.56,158.42,153.95
154.19,156.43,156.71,154.04
154.86,154.34,155.87,153.90
154.79,157.30,157.34,153.99
157.04,159.66,159.72,157.04
158.90,158.12,159.65,157.69
158.12,162.11,162.53,157.88
162.80,161.12,162.99,160.60
160.64,161.90,162.99,160.64
163.05,163.38,163.47,162.29
163.42,163.38,164.22,162.82
163.84,165.07,165.13,163.52
166.28,166.23,167.48,165.49
165.59,167.82,168.30,165.30
167.91,168.17,168.61,167.51
167.11,167.40,168.03,166.96
167.18,168.30,168.64,165.46
168.21,168.41,168.88,167.72
168.03,167.87,168.11,166.89
167.70,168.03,168.32,167.16
168.40,168.57,169.33,167.71
168.41,167.57,169.64,167.49
167.57,168.55,168.69,167.00
167.64,167.35,168.71,166.86
166.87,166.79,167.02,165.25
166.90,168.61,168.80,166.29
167.14,166.01,167.91,165.50
165.84,168.10,168.53,165.66
166.58,165.61,167.71,165.61
165.61,165.97,166.52,165.07
166.00,168.60,168.84,165.82
168.24,166.92,168.54,165.92
168.14,170.38,170.44,167.95
168.75,168.78,169.76,167.29
168.37,171.01,171.59,166.32
170.43,169.17,170.43,168.16
169.77,171.43,171.86,168.48
171.74,171.50,172.17,170.80
170.86,171.81,172.24,170.53
171.94,170.65,172.72,170.65
170.47,170.48,170.91,169.81
169.77,171.41,172.11,169.44
172.32,174.02,174.19,171.75
173.01,172.00,173.60,171.67
171.41,169.77,171.41,168.92
169.85,171.38,172.65,169.35
170.75,172.13,172.91,170.43
171.89,170.95,172.84,170.80
170.91,169.78,172.06,169.50
169.69,170.49,170.69,168.82
171.29,170.31,171.45,169.84
170.61,169.13,170.61,168.93
168.57,169.62,169.78,167.74
170.41,171.22,171.56,169.34
170.62,170.65,171.44,169.21
169.53,167.08,169.53,166.01
167.78,169.09,169.58,167.10
169.27,168.24,169.64,168.04
168.23,168.93,169.03,165.95
168.29,170.05,170.82,167.44
169.94,169.92,170.70,168.01
174.52,172.55,176.41,172.04
170.30,172.93,172.94,169.51
171.76,171.15,172.87,169.28
170.41,168.17,170.65,167.88
168.53,169.51,170.14,167.72
169.57,170.40,171.08,168.77
169.65,168.24,170.85,168.18
169.13,168.32,169.49,166.85
167.59,168.88,169.16,166.77
170.76,172.34,172.77,169.92
171.58,171.12,172.48,171.08
170.36,172.43,172.65,169.87
173.21,174.17,174.93,171.61
175.32,176.35,176.62,174.60
176.01,176.08,176.99,175.06
175.40,176.21,176.54,174.92
176.45,176.61,176.72,175.40
176.57,176.89,177.40,175.58
177.01,177.20,177.64,176.02
177.27,177.15,177.72,176.60
176.48,175.71,177.07,174.97
176.69,177.69,178.00,176.06
177.50,177.18,177.64,176.01
176.59,174.96,176.59,174.37
175.58,174.91,175.58,173.46
174.58,175.73,176.79,173.98
176.23,176.42,176.93,175.24
175.83,174.33,175.83,174.02
174.16,175.07,175.17,173.01
174.55,174.50,176.61,174.16
175.08,175.07,175.74,174.27
175.79,177.04,177.37,175.78
177.22,177.71,178.33,176.93
177.15,175.84,177.23,175.39
174.09,173.97,174.27,172.36
174.06,174.08,174.94,173.49
174.34,174.44,175.23,173.34
174.83,177.01,177.39,174.61
176.90,176.15,177.25,176.05
177.55,177.79,178.92,177.36
177.81,176.91,178.68,176.57
176.37,175.69,177.35,175.39
175.95,175.09,176.59,174.91
175.73,175.98,176.86,175.19
174.73,172.57,175.89,172.35
174.61,172.46,175.14,172.14
173.97,174.02,174.27,172.66
174.71,174.59,174.89,173.60
172.88,173.57,174.73,172.20
174.00,175.02,175.08,171.64
174.04,171.32,174.36,170.68
173.47,171.56,174.37,171.30
173.86,172.35,173.94,171.69
174.19,175.95,176.29,173.82
176.20,176.81,177.01,175.41
176.81,175.90,177.23,175.58
177.25,177.08,177.97,176.47
177.16,176.96,177.27,176.35
176.89,176.99,177.82,176.52
176.48,174.97,176.89,174.74
174.57,175.00,176.21,174.22
174.78,173.81,176.16,173.63
173.47,172.11,174.24,171.46
161.97,164.25,165.06,158.21
164.38,164.25,164.97,162.53
164.18,166.77,167.05,163.80
165.99,167.07,167.63,165.39
167.89,167.27,168.02,166.46
167.46,165.41,167.72,164.33
165.41,166.74,166.93,165.03
167.74,167.39,169.41,166.86
167.39,166.95,168.29,166.27
166.47,168.27,168.30,166.29
169.39,169.97,170.63,168.68
168.14,168.92,169.05,166.89
167.49,168.51,168.92,166.34
168.24,169.06,169.80,167.40
168.47,169.73,169.82,166.32
169.16,171.21,171.54,168.06
171.08,171.38,171.78,170.67
170.42,169.22,171.08,168.05
167.90,165.71,169.22,165.69
164.72,161.74,164.96,161.42
155.06,155.02,159.37,152.79
158.76,154.25,159.04,154.03
157.44,157.45,157.99,154.82
159.14,163.25,163.90,158.44
162.49,164.05,164.19,162.06
162.76,162.09,164.03,160.84
158.79,155.86,159.39,154.84
157.60,158.73,158.75,155.87
159.07,158.74,162.53,158.21
157.76,156.28,158.35,155.37
158.66,160.63,160.65,157.61
162.15,158.35,162.15,158.05
157.77,159.04,160.14,157.77
156.82,158.32,158.54,156.28
158.33,158.68,159.12,156.95
159.37,160.58,160.93,158.52
160.41,162.34,162.78,160.01
162.06,161.47,163.98,161.03
160.00,157.49,160.56,157.15
157.97,158.22,159.58,157.61
156.31,155.03,156.71,154.12
155.14,153.34,155.18,152.86
151.80,153.91,154.97,150.91
155.60,154.21,155.62,153.36
152.86,152.93,153.89,152.00
153.35,153.12,155.11,152.49
154.66,156.70,156.92,154.01
157.59,157.75,157.86,156.25
154.92,159.71,159.81,154.68
160.77,164.32,164.45,160.01
164.08,165.02,165.60,163.64
166.01,167.76,168.47,165.00
167.90,173.97,174.34,166.03
173.80,173.70,174.90,173.06
173.77,174.23,174.63,172.77
174.05,174.15,175.86,171.96
173.98,173.55,175.21,173.21
174.72,174.64,174.90,172.30
174.98,173.71,175.24,172.60
173.11,174.55,174.61,172.90
173.65,174.18,174.89,173.10
174.98,172.95,175.73,172.69
173.86,175.50,176.88,172.99
176.81,176.86,177.49,175.69
177.55,182.91,184.59,176.86
182.00,183.09,183.21,180.15
182.94,184.20,184.59,181.15
183.40,184.24,184.57,183.10
184.68,186.35,187.04,184.16
186.35,188.85,189.50,185.67
187.87,186.97,188.75,186.25
187.27,187.80,188.82,186.58
187.44,187.91,188.82,186.28
186.87,187.36,188.38,186.16
186.66,185.66,187.90,184.40
185.02,186.06,186.27,183.75
186.41,187.47,188.53,185.98
185.78,184.33,187.62,184.25
184.03,184.48,186.30,183.68
184.40,186.96,187.00,183.90
187.72,185.75,188.08,184.48
186.32,191.10,191.32,185.59
190.79,189.44,191.81,188.74
190.18,191.49,192.54,189.88
191.34,192.28,192.38,190.47
190.78,192.51,193.20,190.10
193.27,193.84,194.98,192.26
194.01,194.83,194.99,192.64
195.00,193.49,195.93,193.38
194.31,191.68,194.98,190.13
191.05,188.10,192.48,187.31
188.38,187.62,189.26,185.82
187.98,189.48,189.97,186.42
189.12,188.26,189.47,187.31
186.81,186.28,187.40,185.35
185.97,185.45,188.02,184.33
185.11,186.52,187.64,184.38
184.84,183.27,185.85,182.45
183.75,184.12,184.49,182.53
185.72,183.14,185.87,182.09
182.98,186.42,186.83,182.75
186.46,184.60,188.32,183.40
184.25,183.32,185.49,183.22
184.57,185.16,185.53,183.39
185.74,187.22,187.74,184.95
188.16,190.08,190.36,188.07
189.54,189.84,190.35,189.14
188.73,190.18,190.52,188.28
191.32,192.62,193.32,191.18
192.50,190.58,192.98,190.41
190.07,189.79,191.16,189.50
186.38,186.51,187.24,184.26
186.40,187.56,188.08,184.52
184.53,183.37,187.56,182.98
179.83,177.89,181.26,177.49
179.23,175.62,179.85,175.24
176.51,173.47,177.93,171.66
175.18,176.06,176.88,173.24
177.24,170.76,178.56,170.56
170.95,170.84,172.36,168.80
167.97,169.43,171.07,166.05
171.98,169.52,172.30,168.37
167.04,167.62,168.94,164.73
167.69,166.40,168.88,165.22
171.28,168.52,172.23,167.58
168.28,166.09,168.68,165.94
166.95,169.28,169.33,166.22
169.27,168.26,171.97,167.37
170.09,169.72,171.24,168.14
170.30,175.67,175.81,169.24
157.34,163.73,164.94,157.31
161.90,158.89,161.90,155.79
160.81,162.11,162.14,157.18
162.04,166.97,168.10,160.49
165.82,163.12,165.82,161.02
161.75,161.87,162.86,159.54
160.60,161.83,163.69,160.19
161.22,160.25,163.29,159.92
157.60,159.97,161.11,157.18
160.67,163.59,164.61,157.75
165.06,167.29,167.89,163.39
168.18,169.71,170.18,168.18
169.60,170.50,172.36,168.88
170.66,170.34,172.14,168.95
171.36,173.01,173.68,171.04
172.40,171.26,174.44,170.30
170.01,170.22,170.87,168.59
171.22,171.00,172.20,169.25
171.94,170.34,172.08,170.24
170.02,167.93,170.50,166.87
169.00,171.88,172.56,168.58
171.01,171.43,172.38,170.30
171.21,172.38,172.47,170.63
171.96,172.50,172.90,170.07
171.68,173.44,173.48,171.68
171.66,170.78,172.44,170.38
171.69,170.61,172.51,170.08
170.58,170.46,171.51,168.79
171.85,173.81,174.03,170.90
173.75,175.50,176.48,173.53
173.95,175.80,176.93,173.95
175.67,177.43,177.59,175.14
177.69,179.78,180.69,177.52
180.31,181.85,182.55,179.72
181.15,181.32,181.66,180.62
181.21,182.02,182.62,180.80
182.15,179.96,182.62,179.28
179.05,180.53,180.67,178.86
180.71,182.00,182.19,180.41
181.98,182.52,183.03,180.75
183.74,182.01,184.42,181.66
181.84,182.77,183.69,181.14
181.24,184.66,185.14,180.62
184.59,180.40,184.59,179.40
179.02,178.72,179.55,178.43
178.62,178.94,179.33,176.19
178.00,176.56,178.86,176.01
178.03,177.95,178.46,177.07
178.09,176.68,178.54,176.30
177.31,177.49,178.34,176.09
178.03,178.16,178.91,176.62
178.78,176.90,178.91,176.73
177.31,177.15,178.00,176.71
176.25,178.83,179.12,176.06
179.54,179.75,180.69,178.18
180.00,178.55,180.00,177.17
178.44,178.72,179.75,177.48
177.57,178.63,179.92,177.57
175.71,179.66,181.15,175.03
179.79,178.84,180.13,176.86
176.49,179.23,180.17,175.87
177.97,176.80,179.50,176.35
175.87,176.09,177.05,175.02
176.03,177.50,177.84,175.18
176.58,176.20,176.58,173.76
174.64,173.61,175.66,172.68
174.53,174.37,175.86,173.78
174.21,176.14,176.29,173.65
175.87,174.66,176.60,174.14
175.07,177.51,177.70,175.07
177.28,175.97,178.21,175.91
176.23,177.15,177.48,174.81
176.80,176.32,177.97,175.28
176.67,178.91,179.67,175.61
178.50,180.39,181.29,177.69
179.98,181.14,181.81,179.25
179.61,179.99,180.52,178.24
181.18,183.10,183.73,181.18
179.00,172.71,179.30,172.00
173.44,173.97,177.98,173.44
174.53,174.08,176.15,173.91
173.90,171.71,174.37,170.23
172.18,172.00,172.37,170.55
172.28,171.08,172.29,169.53
170.16,170.87,171.17,169.27
170.88,171.65,171.99,170.25
171.39,171.78,172.45,170.56
172.48,173.78,174.63,172.18
174.19,174.02,174.91,173.60
174.26,173.94,175.07,172.61
173.24,174.25,175.00,172.73
173.69,172.14,173.69,171.54
172.12,168.90,172.58,168.83
168.34,169.04,169.25,167.33
169.64,168.38,170.23,168.18
167.93,168.62,169.02,165.93
168.79,167.67,169.67,166.87
169.79,170.46,171.34,169.79
170.17,170.28,171.22,170.13
170.80,169.93,171.88,169.69
171.58,172.91,172.97,171.22
167.45,167.37,169.23,167.33
165.56,164.77,166.11,163.85
166.28,166.53,166.99,164.80
168.30,167.15,168.95,166.95
167.41,170.56,170.61,167.33
170.95,169.92,171.93,168.85
169.15,166.93,169.15,166.56
166.60,166.74,167.07,165.06
167.25,167.27,168.07,166.10
168.62,170.04,170.57,168.62
170.07,170.61,171.16,169.69
171.78,170.54,171.95,169.60
170.36,170.07,171.26,169.51
171.39,172.02,172.70,171.12
172.51,171.91,173.57,171.00
171.50,170.71,171.98,170.47
170.02,171.22,171.24,169.70
172.06,173.73,174.56,172.06
173.54,171.85,174.02,171.57
171.66,173.31,173.37,170.70
165.00,163.33,166.87,159.28
162.62,165.47,166.13,162.12
165.56,167.54,167.60,165.16
167.16,169.12,169.43,166.98
168.82,170.36,171.61,168.49
170.09,171.48,172.00,170.09
171.23,169.58,171.42,169.22
169.50,169.07,170.29,168.49
169.77,169.57,170.22,169.13
170.25,170.71,171.07,169.64
171.12,171.68,171.73,170.59
171.94,171.34,172.61,170.81
171.61,171.71,171.86,170.51
171.86,174.45,174.60,171.86
174.08,172.71,174.08,172.05
172.65,173.79,174.26,172.22
173.53,172.72,173.75,172.61
172.87,172.88,173.23,171.85
172.72,173.22,173.22,172.07
172.73,176.40,176.43,172.06
176.00,176.51,177.13,175.23
177.00,176.99,177.47,176.42
176.82,176.56,177.15,176.07
175.97,176.83,176.88,175.78
177.23,177.80,178.96,176.73
177.67,178.57,178.67,177.65
178.73,178.80,179.17,178.21
178.46,177.55,178.77,176.73
177.12,180.71,180.87,176.93
181.08,182.15,182.24,180.71
182.20,180.42,182.20,179.51
180.09,179.71,180.33,179.02
179.64,180.21,181.51,178.91
178.75,176.06,179.29,176.06
175.27,179.80,180.03,174.45
178.58,177.58,178.95,177.28
177.36,176.26,178.61,175.48
175.81,178.19,178.50,175.49
177.54,177.19,177.55,175.39
177.88,176.70,178.43,176.27
177.83,175.99,177.83,175.98
176.12,178.05,178.24,176.09
178.31,182.13,182.35,178.31
182.20,180.10,182.21,180.10
179.61,178.35,179.61,178.04
178.26,179.58,179.78,177.38
179.93,182.84,183.03,179.89
181.92,181.30,183.12,180.55
182.42,182.47,183.49,180.88
181.16,182.09,183.00,181.01
182.28,181.95,182.69,180.75
181.48,182.31,182.95,181.31
181.72,181.31,181.79,179.78
181.19,179.88,181.19,178.81
180.60,179.40,181.23,179.00
179.23,176.86,179.23,175.29
176.52,176.37,177.27,175.86
174.86,173.88,175.02,173.58
173.87,172.94,175.59,172.92
172.69,171.43,172.92,171.32
172.56,172.52,172.61,170.42
172.86,174.56,174.70,172.17
174.48,173.18,174.61,172.62
171.47,172.40,172.93,170.40
173.71,171.51,174.87,171.47
171.47,171.34,172.36,170.45
171.13,169.73,171.26,169.44
170.30,168.48,170.52,167.75
168.98,167.91,169.44,167.50
168.56,173.31,174.88,168.56
172.87,171.58,174.79,171.27
171.68,170.07,171.97,169.96
170.47,170.36,171.31,169.67
170.81,169.47,171.32,169.42
171.32,172.85,173.04,171.27
173.12,174.04,174.89,172.14
173.26,176.95,177.23,171.57
177.09,179.81,180.50,176.60
179.57,178.95,180.31,178.01
179.06,179.58,180.25,178.96
179.45,181.65,181.78,178.19
181.38,181.28,181.71,180.02
181.49,181.42,182.25,180.75
181.10,180.12,181.86,179.96
181.15,182.04,182.04,180.78
182.70,183.79,183.87,181.78
183.25,184.20,184.43,183.25
184.22,183.13,184.60,182.20
182.80,182.08,183.35,181.16
181.63,181.10,182.20,180.98
181.69,181.11,182.31,180.94
181.41,181.83,182.64,181.23
181.66,182.32,182.69,181.32
183.17,181.64,184.93,181.16
183.78,183.05,185.36,182.01
