TDY,Teledyne Technologies Incorporated Common Stock,NASDAQ
75.05,74.79,75.52,74.51
75.02,75.91,76.22,74.60
75.37,74.93,75.88,74.37
75.43,74.41,75.74,73.52
74.86,75.12,75.81,74.58
75.80,76.75,76.97,75.67
76.48,77.35,77.92,76.48
77.72,77.67,78.86,77.55
77.67,76.92,78.26,76.69
76.70,77.34,77.62,76.26
78.36,79.29,79.91,77.99
79.83,79.61,79.99,79.26
80.13,80.06,80.52,79.70
79.93,79.97,80.49,79.55
80.89,80.36,80.89,80.07
80.65,79.96,81.57,79.83
79.99,80.35,80.74,79.87
80.42,79.70,80.42,79.06
80.02,79.68,80.28,79.29
79.69,80.34,80.88,79.69
80.31,80.44,80.62,80.13
80.45,80.91,81.22,80.15
81.31,81.27,82.19,81.09
81.39,81.20,81.86,80.93
81.02,81.25,81.84,80.73
80.67,80.99,81.07,80.33
80.66,80.91,81.26,80.39
80.90,80.69,81.30,80.14
80.62,80.17,81.20,80.13
80.86,82.43,82.58,80.74
82.09,82.32,83.29,81.64
82.11,82.94,83.47,82.11
83.52,82.27,83.52,82.05
81.97,81.83,82.23,81.48
82.08,81.97,82.76,81.78
81.82,81.67,81.98,81.07
81.06,81.33,81.59,80.92
81.17,81.49,81.86,81.00
81.30,81.15,81.66,80.61
80.50,79.98,80.50,79.59
79.82,80.31,81.10,79.81
80.45,79.34,80.65,79.32
79.66,80.35,80.84,78.87
79.93,79.50,80.32,79.28
79.68,80.10,80.60,79.27
80.10,80.65,80.79,80.00
80.57,79.76,80.93,79.73
78.67,77.80,79.55,77.72
77.78,78.32,78.74,77.41
78.06,78.59,79.33,77.84
78.44,77.17,78.49,76.96
78.10,78.00,79.26,76.97
78.05,79.05,79.35,78.05
79.18,79.56,79.86,78.76
80.16,79.39,80.16,77.51
79.68,80.89,81.32,79.68
81.15,82.14,82.20,80.46
81.85,82.35,82.77,81.74
82.22,82.18,82.59,81.96
82.67,82.76,83.12,82.08
84.06,83.56,84.06,83.00
83.24,85.95,85.96,83.05
85.75,86.66,87.10,84.58
86.94,85.77,86.94,85.59
86.11,84.99,86.30,84.59
85.00,84.64,85.17,84.19
84.49,85.01,85.54,83.31
84.89,84.29,85.33,84.13
84.27,85.46,85.49,84.27
84.70,84.81,85.19,84.42
83.77,84.93,85.04,83.77
84.92,85.83,85.83,84.63
85.31,85.36,85.57,84.20
85.01,84.18,86.01,83.56
83.96,84.29,84.82,83.96
83.29,83.67,84.29,82.97
83.77,83.28,84.21,83.05
83.48,82.78,84.14,82.42
83.81,85.70,85.70,82.97
85.20,87.17,87.23,85.00
86.87,87.62,87.91,86.19
87.55,86.26,87.81,86.12
86.61,87.23,87.35,86.18
86.93,88.08,88.27,86.93
88.88,88.23,88.94,86.97
88.27,88.54,88.72,87.79
88.65,89.42,89.99,88.45
88.94,89.59,91.19,88.94
90.14,90.54,90.92,88.96
91.12,90.25,91.17,88.62
90.14,90.58,90.80,89.42
90.58,91.23,91.25,90.31
91.10,89.39,91.52,89.05
89.47,88.82,90.57,88.80
88.68,87.53,89.03,86.98
87.62,88.68,88.79,87.43
88.31,88.65,89.11,87.97
88.97,88.69,90.08,88.36
88.82,87.02,89.19,86.93
86.92,87.51,87.84,86.40
87.41,87.31,87.48,86.69
87.09,88.13,88.44,86.71
87.44,88.76,88.87,87.44
88.47,89.45,89.73,88.47
89.33,88.86,89.33,88.24
89.45,88.62,89.68,88.11
88.47,88.71,89.61,88.29
89.21,88.15,89.21,87.50
88.32,90.17,90.18,87.33
90.43,90.79,91.10,89.61
90.78,91.18,91.80,90.37
91.33,92.39,92.43,89.93
92.73,92.99,93.16,91.79
93.58,92.73,93.58,92.68
92.58,91.22,92.80,90.85
90.81,90.47,91.82,90.32
89.83,89.74,90.43,88.51
89.45,90.42,90.89,89.33
91.52,90.70,91.52,90.53
90.70,90.00,91.11,89.67
89.65,89.09,90.37,89.01
89.20,87.89,89.58,87.33
88.02,88.97,89.46,87.87
89.10,89.69,90.29,88.92
89.92,89.70,90.95,89.56
89.64,89.68,89.90,88.84
90.04,91.25,91.42,89.20
91.16,90.70,91.16,90.38
90.85,90.76,91.38,90.57
91.03,91.55,91.88,90.79
91.88,92.63,93.05,90.71
92.95,92.86,93.77,92.63
93.29,92.45,93.29,92.10
92.53,91.83,92.60,91.63
91.86,91.86,92.33,91.76
91.79,90.06,91.88,89.57
90.40,90.07,90.99,89.83
90.21,89.58,90.70,89.26
89.99,90.49,90.64,89.51
90.25,90.50,90.97,89.16
90.71,92.00,92.01,90.71
92.22,92.41,92.50,91.64
92.08,92.01,92.89,91.36
92.22,92.24,92.44,91.56
92.16,93.84,94.36,92.16
93.84,93.22,94.48,92.86
92.98,93.06,93.65,92.03
93.26,94.40,94.44,92.97
94.70,96.20,96.44,93.79
95.87,94.95,96.49,93.35
94.59,92.80,94.59,91.98
93.05,92.32,93.50,91.77
92.47,92.61,92.84,91.54
90.78,92.01,92.61,90.78
92.93,92.66,93.82,92.42
91.16,91.87,92.54,91.16
91.87,88.60,92.39,87.88
89.18,89.20,89.62,87.57
88.68,88.48,88.99,87.50
88.74,89.82,90.12,88.74
90.08,90.50,91.51,89.63
90.15,90.53,90.92,89.02
90.27,91.58,92.03,90.08
91.64,92.85,93.35,90.40
92.02,93.60,93.99,91.41
93.61,94.19,94.57,93.03
94.32,94.81,95.35,94.10
94.76,93.46,95.96,93.44
93.67,95.18,95.27,93.57
95.64,96.74,96.94,94.66
96.82,97.65,99.36,96.41
97.60,96.82,97.60,95.77
96.70,96.89,97.97,96.35
96.62,96.84,97.52,96.28
97.11,97.98,98.63,96.77
97.30,97.05,97.57,95.86
98.17,101.11,101.69,97.77
100.66,100.78,101.20,100.48
100.74,101.14,101.34,100.47
101.57,101.60,102.19,100.91
101.63,101.39,102.00,100.51
101.65,100.31,102.40,100.23
99.66,99.31,100.61,98.66
99.33,97.88,100.02,97.52
97.48,97.79,98.59,97.26
98.51,98.45,99.12,97.93
98.70,99.31,99.31,98.04
98.92,98.65,99.72,97.99
98.45,98.55,99.42,98.13
99.29,98.00,99.30,97.75
98.53,97.58,98.83,96.57
98.08,97.45,98.69,97.11
98.14,95.77,98.50,95.74
95.70,95.39,96.26,94.96
95.44,95.14,96.59,94.87
95.89,97.33,98.11,95.75
97.85,99.13,99.27,97.43
99.33,99.27,99.88,98.32
99.30,98.51,99.60,98.22
98.57,95.63,98.94,95.50
95.45,94.77,95.74,94.20
94.74,94.60,95.65,94.26
95.13,95.04,95.27,94.15
95.22,92.78,95.42,92.57
91.71,92.44,92.98,91.71
93.71,92.86,93.71,92.43
93.14,93.27,94.50,91.54
94.00,94.34,94.62,93.38
94.37,95.53,96.25,93.66
95.51,96.26,96.27,94.89
96.64,96.50,97.10,95.73
95.95,94.24,98.23,93.73
94.49,94.29,94.51,92.34
93.68,92.58,94.01,91.87
92.73,92.87,93.60,91.63
93.24,92.30,93.68,92.12
91.95,92.86,92.90,91.46
92.62,92.93,93.97,91.56
93.30,93.67,94.30,92.77
92.80,94.78,95.66,92.54
94.49,94.00,94.98,93.39
93.83,94.95,94.96,92.98
94.97,94.67,95.87,93.99
93.99,95.14,95.23,93.50
95.36,98.01,98.51,95.36
97.76,97.14,98.24,97.10
96.74,95.67,96.74,95.34
95.14,94.81,95.77,93.57
94.59,94.77,94.95,93.25
94.67,95.30,95.82,94.67
94.75,92.79,94.75,91.96
93.41,93.08,94.10,91.99
93.01,93.31,93.82,92.66
93.55,94.78,95.02,93.50
95.54,95.81,96.24,94.93
95.34,94.74,95.73,94.74
95.13,95.61,95.92,94.29
95.88,94.77,95.88,94.43
94.88,94.99,95.30,93.72
94.83,94.62,95.09,93.45
94.48,94.89,94.98,93.85
94.95,97.38,97.44,94.46
98.12,98.71,98.94,98.12
98.42,101.01,101.43,98.35
100.23,100.29,100.57,99.11
99.51,99.49,100.04,99.11
99.07,98.48,99.19,97.84
99.05,98.29,99.40,97.85
98.23,97.38,98.56,96.92
97.14,97.71,97.96,96.40
97.74,97.78,98.51,96.82
98.18,97.62,98.32,97.14
97.42,97.87,98.34,97.17
97.77,96.56,97.77,95.55
96.28,95.55,97.51,95.51
95.09,96.33,96.58,95.00
96.43,96.20,96.53,95.51
95.43,97.01,97.03,95.43
96.85,97.17,97.25,95.75
97.59,97.97,98.64,97.20
97.56,96.35,97.96,96.19
96.77,96.86,97.09,96.16
96.57,95.74,97.44,95.57
95.54,95.52,96.11,94.62
95.89,95.69,96.49,95.05
94.00,94.64,95.25,93.23
94.42,94.64,94.94,93.98
95.62,95.47,95.86,95.11
95.65,95.33,95.83,93.89
95.35,94.97,95.93,94.39
94.34,94.24,95.58,93.78
94.13,95.66,96.00,94.13
95.25,95.17,95.57,94.17
95.84,95.28,96.07,94.74
95.59,95.27,95.87,94.34
98.05,94.59,98.36,93.32
94.01,93.47,94.07,92.48
93.47,93.96,94.25,92.89
94.14,92.85,94.37,92.50
93.77,93.27,93.79,92.42
92.34,91.20,92.45,91.11
91.37,91.20,92.23,90.54
91.50,92.21,92.31,91.25
91.73,92.12,93.23,91.68
91.97,91.88,92.93,91.61
92.10,91.52,92.71,91.14
91.42,93.08,93.24,91.19
93.57,93.36,94.48,93.32
92.86,92.82,93.99,92.21
93.28,93.92,94.42,93.19
94.05,93.76,94.28,93.66
94.70,93.39,94.70,92.37
94.26,95.42,95.43,94.10
95.34,96.04,96.27,95.34
95.65,95.50,96.13,94.97
95.49,96.00,96.27,94.89
95.97,96.24,96.72,95.33
96.51,96.32,96.81,95.79
96.38,96.99,97.61,96.27
97.42,96.90,97.57,96.60
96.79,96.85,97.27,96.01
96.80,97.07,97.23,96.37
97.66,97.68,98.60,96.85
97.92,97.40,98.65,97.07
98.21,98.62,99.87,98.19
98.53,99.47,99.73,98.48
99.51,98.96,99.90,98.71
98.63,98.42,99.20,97.81
98.68,98.76,99.07,98.00
98.51,99.75,100.23,98.45
99.96,99.39,99.96,98.81
99.24,98.73,99.34,98.13
98.78,98.52,98.81,97.57
98.43,98.43,98.93,97.60
98.84,98.60,99.12,98.20
98.79,97.53,99.76,97.50
97.26,96.30,97.26,96.10
96.15,95.07,96.15,94.74
95.46,95.82,95.99,94.59
95.79,94.26,95.79,93.98
94.32,95.14,95.32,94.06
94.15,95.30,95.75,94.13
95.19,94.01,95.71,94.01
94.20,92.48,94.49,92.09
92.77,92.66,93.02,91.17
93.72,93.61,93.93,93.12
94.11,93.45,94.35,93.26
92.83,92.04,93.51,92.00
91.92,94.25,94.28,91.55
94.38,92.96,94.40,92.18
92.43,92.39,94.11,92.15
92.81,93.32,94.71,92.81
94.07,94.15,95.43,93.50
93.02,94.25,94.46,91.55
92.79,92.64,94.16,92.27
93.37,93.37,94.31,92.57
93.24,93.15,93.77,92.21
93.38,94.53,94.94,93.06
94.83,93.57,95.50,93.34
93.11,95.97,97.06,92.73
96.54,99.42,99.68,96.16
98.75,98.58,98.99,96.75
98.77,101.21,101.51,98.58
101.20,100.06,101.78,99.38
99.54,102.26,102.88,99.20
104.00,103.63,104.25,103.20
103.98,104.21,105.20,103.24
103.76,104.18,104.93,103.74
104.67,104.60,105.47,104.06
104.86,104.94,105.25,103.85
104.71,104.80,105.09,103.31
104.76,106.00,106.10,104.05
106.13,105.69,106.77,105.45
105.47,106.67,106.99,104.97
107.57,106.52,108.64,106.19
106.63,105.93,107.42,105.83
105.90,105.37,106.52,105.30
105.48,106.16,106.91,105.41
106.15,105.91,106.89,105.05
105.30,106.23,106.26,103.99
107.31,106.42,107.78,106.21
106.90,107.55,107.75,106.72
108.05,108.24,108.79,107.62
108.30,108.50,108.91,108.00
108.50,106.91,109.18,106.82
106.74,106.22,107.39,105.67
106.22,107.47,107.69,106.13
107.22,107.80,108.43,106.57
107.40,106.79,108.22,106.44
106.26,107.26,107.90,106.26
107.10,105.42,108.28,105.39
104.62,105.88,105.88,103.57
105.46,103.16,105.46,102.97
103.42,103.43,104.73,102.33
102.08,101.36,102.94,101.24
101.65,98.26,102.35,98.14
98.36,97.36,99.26,97.26
97.74,97.19,98.05,96.53
98.16,98.58,99.58,97.31
98.38,98.37,99.04,98.01
98.80,101.81,101.85,98.63
102.67,102.36,103.12,102.13
102.49,103.18,103.74,102.23
103.96,104.62,104.93,103.71
104.28,104.67,105.50,104.11
104.52,104.12,105.09,104.03
104.61,102.74,104.66,102.69
103.50,102.16,103.50,100.88
101.27,99.72,101.92,99.35
100.10,98.02,100.61,97.60
98.94,98.79,99.42,98.40
99.74,100.44,101.18,99.63
100.31,99.99,100.74,99.48
100.10,98.49,100.10,98.02
99.57,98.45,100.56,97.67
97.50,97.60,98.34,97.00
96.80,96.17,97.09,95.39
95.47,96.74,96.90,94.42
97.31,97.18,98.02,96.52
97.11,96.79,97.19,95.80
97.77,98.46,98.81,96.58
98.55,99.17,99.71,98.07
99.16,98.93,99.62,97.90
97.41,98.38,99.01,97.00
99.30,96.98,99.76,96.56
97.38,97.32,98.50,95.31
96.25,95.04,96.84,94.09
95.11,94.68,95.36,93.19
95.92,98.65,98.95,95.47
97.99,97.63,99.14,97.23
97.93,98.42,98.54,97.29
98.73,99.21,99.85,98.42
98.97,97.66,99.54,97.16
98.35,97.68,98.67,96.58
98.80,99.97,101.40,98.76
100.87,99.80,100.87,99.35
99.97,100.91,101.11,99.75
100.69,100.80,101.00,100.16
100.90,100.15,102.32,100.15
99.85,100.40,100.80,99.11
100.49,101.83,102.00,99.85
101.42,102.14,102.17,100.89
102.14,102.99,103.02,101.78
102.82,101.36,102.91,100.86
101.20,101.13,101.69,100.64
101.12,100.83,101.80,100.52
100.92,101.51,101.70,100.35
101.01,100.78,101.52,100.14
100.01,100.54,100.84,99.62
100.78,99.89,100.78,99.55
99.46,99.74,100.20,98.98
100.02,101.16,101.55,100.02
100.18,99.53,100.22,99.36
99.64,99.33,100.16,98.77
99.82,100.55,100.61,99.16
100.74,99.04,100.91,98.42
99.40,100.95,100.97,99.18
100.83,100.42,100.97,99.98
100.23,101.63,101.93,99.40
101.26,102.62,102.79,100.91
103.42,104.23,104.37,102.83
104.00,104.16,104.67,103.32
104.25,105.01,105.65,104.01
105.00,104.00,105.17,103.24
104.00,104.52,104.73,103.60
104.29,105.70,105.77,104.25
106.00,107.37,107.97,106.00
106.94,106.73,107.14,105.95
106.20,106.69,106.73,104.79
107.00,106.88,108.00,106.45
106.45,107.98,108.11,106.06
107.91,107.93,108.80,107.84
107.86,108.30,108.80,107.53
108.12,108.75,108.80,107.10
109.00,108.52,109.00,108.17
108.74,108.53,109.66,108.18
108.49,108.98,109.60,108.05
109.20,109.39,110.08,108.78
109.15,108.77,109.61,108.58
108.09,107.27,108.34,106.73
107.99,108.78,109.18,107.99
109.44,109.21,109.44,108.73
109.06,109.69,109.72,108.45
109.19,109.15,109.98,108.96
109.16,108.39,109.16,108.13
108.54,108.59,109.14,107.73
108.59,108.24,108.67,107.69
108.12,108.22,108.60,107.61
105.69,104.97,108.61,104.27
104.96,102.39,105.05,101.57
102.32,102.50,103.06,102.10
102.50,101.61,103.01,100.60
101.65,101.90,102.07,100.42
101.77,101.59,101.88,101.09
102.73,102.90,103.51,101.72
102.56,102.61,103.28,102.38
102.20,103.21,103.47,101.05
103.23,103.49,103.98,102.88
104.00,105.08,105.29,104.00
105.31,104.80,105.83,104.47
104.56,104.76,105.25,103.92
105.00,104.03,105.00,103.73
104.38,104.47,104.79,103.69
104.24,104.21,104.88,103.66
104.30,103.14,104.52,102.78
102.57,101.98,103.06,101.28
102.51,102.74,102.91,101.18
102.21,102.39,103.11,101.01
102.17,101.33,102.89,100.29
101.79,101.92,102.48,101.02
101.18,102.33,102.99,100.91
102.43,103.53,104.21,102.36
102.92,101.48,103.60,100.89
101.75,103.03,103.37,101.53
102.81,103.50,104.04,102.58
103.66,103.88,104.40,103.36
104.30,105.19,106.12,103.90
105.18,106.70,106.70,105.18
106.43,106.04,107.14,105.72
105.50,105.55,106.01,105.00
105.22,106.38,106.70,105.22
106.58,106.22,107.04,105.83
106.57,107.77,108.30,106.26
107.87,107.27,107.87,107.16
107.79,107.50,108.16,106.65
107.50,107.46,107.58,106.73
107.43,107.03,107.43,106.69
107.32,107.15,107.50,106.94
107.42,107.18,107.51,106.65
106.51,105.99,107.29,105.91
106.67,105.51,106.91,105.08
106.36,106.55,107.24,105.60
106.93,107.00,107.38,106.39
106.39,107.74,108.00,106.30
108.01,106.85,108.71,105.51
105.73,106.16,106.58,105.15
107.03,106.77,107.81,106.67
107.97,108.05,108.22,107.39
108.84,109.66,109.87,108.82
110.00,111.48,111.60,109.79
111.64,110.34,111.64,110.12
111.15,110.50,111.81,110.38
110.16,109.67,110.93,109.05
110.12,108.55,110.12,108.44
107.91,105.43,108.42,104.34
104.70,104.72,105.61,104.07
104.95,105.77,107.12,104.95
105.41,104.21,105.71,104.13
103.69,102.67,103.91,102.41
102.98,103.67,104.18,101.64
103.67,104.99,105.66,103.33
103.99,103.70,104.90,102.89
104.16,103.67,104.37,103.30
103.47,102.63,103.52,101.99
102.35,102.90,103.61,102.14
103.56,103.74,104.55,102.89
103.92,103.43,104.05,102.45
102.78,103.30,103.46,101.83
104.29,105.60,105.98,104.23
104.58,104.04,104.97,103.15
103.33,103.08,103.50,101.59
103.11,102.95,103.74,102.32
102.75,104.25,104.40,102.26
103.81,105.06,105.06,102.91
104.66,104.54,104.94,104.11
103.72,103.86,104.66,103.08
102.90,101.04,103.90,100.86
99.36,99.35,100.72,98.12
96.95,95.41,97.29,95.01
98.33,94.20,98.38,93.91
95.86,96.32,96.87,93.82
97.12,98.91,99.35,96.51
98.43,98.61,99.33,97.96
98.22,97.91,99.00,97.16
96.61,94.36,96.70,94.24
95.30,95.55,96.40,93.90
95.65,95.81,96.73,95.46
94.68,95.75,96.38,94.68
97.07,98.57,98.74,96.93
99.24,97.70,99.58,97.54
97.47,97.78,98.91,97.34
97.39,98.02,98.12,96.80
97.64,96.28,97.84,96.22
96.41,97.23,97.35,96.02
97.01,97.46,97.79,96.98
97.59,96.31,97.70,95.86
95.23,93.72,95.70,93.50
94.14,94.35,95.23,93.52
93.11,93.35,93.58,92.45
93.55,92.64,93.72,92.29
92.13,92.14,92.38,91.13
92.52,91.88,92.55,91.36
91.75,90.47,92.11,90.32
90.53,89.86,90.69,88.92
90.69,90.30,90.80,89.79
90.20,89.59,90.68,88.75
88.18,90.25,90.43,88.04
88.00,89.85,90.56,87.87
88.07,86.41,90.76,86.26
86.71,86.02,87.85,86.00
86.01,86.55,87.24,85.31
86.97,87.23,88.15,86.52
87.39,87.05,87.39,86.20
86.79,85.39,87.34,85.24
85.53,83.99,86.38,83.83
84.15,84.37,84.48,83.70
84.49,83.60,85.98,83.35
83.15,83.47,83.56,83.08
83.66,83.76,83.90,83.27
84.18,84.32,85.30,84.00
84.80,86.50,87.15,84.33
87.06,86.91,87.22,86.36
86.66,85.89,87.21,85.47
85.64,86.35,86.51,85.50
86.54,88.64,88.81,86.31
88.18,89.03,90.86,87.25
89.02,89.23,89.63,88.75
89.11,89.79,89.97,88.91
89.59,91.39,92.04,89.33
92.30,91.00,92.78,90.03
91.01,91.08,91.71,90.45
91.15,91.86,92.12,90.59
91.57,90.80,92.25,90.41
90.63,90.77,91.47,89.75
90.81,89.15,90.81,88.96
88.41,87.17,88.67,86.96
86.61,86.66,87.69,86.04
86.65,88.23,88.29,86.65
88.31,88.18,89.49,87.90
88.60,89.05,89.25,88.37
89.11,90.64,90.73,89.11
91.13,91.84,92.65,91.07
91.70,92.09,92.79,91.45
91.42,92.95,93.22,90.76
93.04,93.00,93.50,92.37
93.10,92.58,93.54,92.22
92.68,92.51,93.27,91.97
92.71,93.23,94.35,92.71
93.03,92.45,93.51,92.26
92.75,90.86,93.24,90.74
90.92,92.11,92.60,90.92
92.09,91.32,92.24,91.04
90.37,89.18,90.76,88.73
88.83,87.35,89.75,86.91
87.55,88.04,88.80,87.11
86.80,86.84,87.93,86.43
87.01,86.68,87.41,86.29
87.33,87.83,88.15,86.86
88.63,89.47,89.83,87.79
89.52,88.18,89.52,88.01
87.72,87.04,88.58,86.76
87.50,87.99,88.96,87.17
88.28,89.18,89.21,87.60
89.70,89.53,89.91,88.95
88.88,87.95,89.27,87.16
87.95,89.14,89.48,87.57
89.49,89.74,90.41,88.83
89.32,89.23,89.82,88.90
88.94,88.70,90.03,88.38
87.23,87.62,88.03,86.33
87.62,87.52,88.38,86.66
86.40,86.67,87.33,85.65
85.07,84.44,85.98,83.78
84.95,82.74,85.16,82.51
83.06,83.70,84.13,82.95
84.29,84.06,85.18,82.66
84.06,79.00,84.17,78.35
78.88,79.12,79.67,77.72
77.55,77.63,78.44,76.50
78.36,77.01,78.77,76.49
76.06,76.61,77.33,73.66
76.73,76.86,77.82,76.11
77.80,78.61,78.73,76.95
78.17,76.94,78.64,76.72
77.14,78.40,78.65,77.14
77.90,77.23,78.66,76.81
77.81,77.85,78.41,77.24
78.06,81.25,81.25,78.06
80.59,80.68,81.52,79.47
79.71,77.06,79.99,76.77
77.72,77.70,78.12,75.89
79.00,80.80,83.30,79.00
80.20,78.72,80.30,76.85
77.59,78.22,78.45,76.99
77.35,78.00,78.56,77.35
78.61,79.31,80.43,78.61
77.84,77.51,78.29,76.37
78.15,78.93,79.39,77.69
79.77,81.64,81.75,79.23
82.03,82.36,83.07,81.96
82.41,82.19,82.93,81.53
81.91,82.65,83.01,81.35
83.35,83.60,84.59,83.10
83.30,83.16,84.21,83.11
82.18,83.01,83.24,81.28
83.08,83.32,83.45,82.87
83.74,84.46,84.90,83.21
84.55,85.18,85.47,83.96
85.93,86.36,86.38,84.82
86.18,87.42,87.44,85.54
87.16,86.50,87.70,86.06
86.72,87.47,88.04,86.32
87.14,90.26,90.85,87.08
89.63,88.27,90.26,88.17
88.53,86.29,89.26,86.18
86.53,85.47,86.83,83.97
86.32,87.17,87.22,85.97
86.71,85.74,86.93,85.47
85.15,84.79,85.55,84.47
84.55,84.98,85.17,84.32
84.85,87.33,87.50,84.67
87.82,88.37,89.51,87.82
88.04,88.32,88.66,87.70
87.98,88.11,88.67,87.11
87.74,88.38,89.24,86.89
87.90,86.86,87.90,86.03
87.13,86.41,87.20,85.94
86.27,88.55,88.66,85.46
89.03,88.51,89.65,88.42
88.36,88.14,88.59,87.61
87.04,88.95,89.10,86.52
89.13,86.80,89.24,86.78
86.52,86.08,87.18,85.98
85.99,87.41,87.56,85.81
86.87,87.13,88.02,85.29
88.04,87.10,88.45,86.56
87.47,87.44,88.21,86.73
87.38,88.76,89.45,87.38
89.48,91.04,91.22,89.17
91.14,90.56,91.40,90.23
90.22,89.81,91.71,89.59
89.62,90.54,90.58,89.12
91.01,91.17,91.33,90.17
91.06,90.94,91.54,90.76
91.06,91.20,91.56,90.75
91.20,92.00,92.27,90.85
91.93,91.60,92.65,90.70
92.09,94.63,94.67,91.74
94.77,96.00,96.39,94.69
95.08,94.21,95.48,93.39
94.19,92.95,94.40,92.71
93.34,93.52,93.92,92.54
92.87,92.47,93.05,91.12
92.23,91.97,93.54,91.08
92.30,94.16,94.57,91.45
94.16,93.92,94.75,93.30
93.80,93.67,94.37,92.74
93.74,95.27,95.53,91.87
95.20,93.84,95.38,93.76
94.19,93.90,94.31,93.32
93.46,92.87,94.00,92.53
92.94,94.79,95.03,92.94
94.39,92.98,94.86,92.54
92.85,93.70,94.99,92.72
93.02,92.98,94.05,91.82
93.54,94.40,94.60,92.95
94.53,93.78,94.53,93.52
93.79,96.06,96.12,93.79
96.14,96.31,96.47,95.16
96.54,97.57,98.42,96.36
97.48,98.58,98.58,97.48
98.45,98.13,98.91,97.40
97.60,99.03,99.29,96.96
99.01,99.08,99.22,98.48
99.11,98.53,99.11,97.59
98.36,100.49,100.64,98.25
100.65,100.67,101.09,100.32
100.71,100.97,101.04,100.14
100.64,100.29,100.88,99.92
99.74,98.98,99.74,98.52
98.48,99.30,99.71,98.04
98.87,99.34,99.64,98.32
99.79,99.14,100.17,98.62
98.51,99.22,99.51,97.16
99.33,98.81,99.60,98.08
100.36,100.19,101.66,99.71
100.10,99.43,100.21,99.06
99.48,98.87,100.25,98.75
100.11,100.98,101.00,99.51
97.03,95.26,97.64,95.05
92.52,92.95,94.23,92.52
93.72,94.43,94.99,93.60
95.70,96.27,96.61,95.22
96.67,99.05,99.10,96.18
98.99,98.90,100.28,98.67
98.16,97.28,98.34,96.76
95.83,97.28,97.52,94.68
97.27,97.62,97.93,96.52
98.64,101.51,101.65,98.64
102.33,102.30,102.90,100.35
103.00,104.44,105.30,102.57
104.50,102.51,104.68,102.32
102.51,102.76,103.67,102.47
103.67,104.06,104.99,103.14
104.04,104.04,104.34,103.72
103.85,103.56,104.15,102.95
103.64,103.94,104.22,103.26
103.74,102.94,104.52,102.43
102.92,104.22,104.37,102.31
104.17,104.52,105.00,103.97
104.81,105.58,106.43,104.81
105.65,105.43,106.13,104.88
105.40,104.55,105.46,104.39
104.53,105.00,105.73,103.62
105.25,105.34,105.89,104.38
105.40,103.92,105.40,103.59
104.11,104.47,104.47,103.58
109.40,105.33,109.40,104.77
105.79,106.42,107.62,105.75
106.08,105.75,106.42,104.77
105.50,105.97,106.00,104.88
105.49,105.78,106.12,105.18
105.92,106.56,107.44,105.88
106.04,105.48,106.10,105.07
105.93,106.54,107.57,105.67
106.09,105.60,107.01,105.26
105.93,105.82,106.12,105.19
105.90,107.87,107.90,105.72
107.86,108.02,108.25,106.62
107.92,108.27,108.40,107.49
108.00,107.75,108.67,107.23
107.45,107.40,108.29,107.20
107.23,107.51,107.69,106.53
107.81,107.72,108.33,106.98
107.66,108.19,108.81,107.66
108.22,108.21,108.25,107.67
108.25,107.14,108.25,106.79
107.49,107.67,108.00,106.36
108.05,109.27,109.34,108.00
109.45,108.80,109.45,107.89
108.50,109.41,109.49,107.64
109.06,108.25,109.40,107.99
107.19,104.61,107.46,104.58
104.24,106.46,106.62,104.24
105.27,103.81,105.27,103.60
103.69,103.63,104.41,102.98
103.73,105.45,105.48,103.73
105.29,103.77,105.37,103.74
104.34,105.67,105.91,104.34
106.46,106.30,106.58,105.22
106.93,108.12,108.15,106.37
109.08,110.56,110.61,108.84
110.11,108.91,110.30,108.83
108.47,108.13,110.43,106.50
107.86,108.15,108.95,107.83
108.38,108.90,108.95,107.89
108.82,106.64,108.82,106.60
107.18,107.93,108.66,106.63
107.65,107.32,108.11,107.06
107.48,106.92,108.53,106.62
107.65,107.60,108.58,106.77
107.49,107.50,107.81,106.36
107.30,105.28,107.30,104.40
105.86,105.70,106.55,105.34
105.17,102.63,105.17,102.30
102.99,103.42,103.79,102.04
102.64,102.89,103.32,101.90
103.71,103.26,104.11,102.91
103.15,104.09,104.30,103.15
105.25,105.12,106.45,104.41
105.04,105.67,106.40,104.18
105.46,105.47,106.83,104.78
104.14,105.14,105.29,103.51
106.85,106.39,107.22,106.02
106.08,105.70,107.44,105.40
105.27,106.19,106.75,105.27
106.82,105.92,106.82,105.09
105.78,106.33,106.93,105.55
106.55,107.68,108.87,106.50
108.21,105.44,110.18,105.34
105.26,103.01,105.75,102.93
104.29,103.79,105.57,103.03
103.80,102.84,105.66,102.78
104.82,106.53,106.99,104.82
105.77,105.89,106.91,103.67
103.97,113.09,113.23,103.97
114.23,117.25,117.52,114.00
116.86,119.00,119.79,116.51
120.48,120.27,122.04,118.88
118.36,119.43,119.81,117.06
118.73,120.39,120.85,118.55
120.23,120.11,121.28,119.18
120.06,120.53,121.17,119.93
120.55,121.71,121.98,120.34
122.30,123.66,123.91,121.56
123.65,124.10,124.94,123.38
124.60,124.97,125.40,123.81
124.79,124.80,125.20,123.79
124.84,124.06,125.99,123.84
125.11,124.87,125.69,124.24
124.95,124.94,126.98,124.03
124.94,124.46,125.46,123.84
125.85,125.68,126.96,125.00
