IMNP,Immune Pharmaceuticals Inc. - Common Stock,NASDAQ
0.17,0.17,0.18,0.17
0.18,0.18,0.19,0.17
0.18,0.26,0.27,0.18
0.33,0.28,0.36,0.26
0.29,0.19,0.29,0.18
0.19,0.21,0.23,0.19
0.22,0.22,0.23,0.21
0.22,0.20,0.22,0.20
0.20,0.19,0.20,0.18
0.19,0.19,0.21,0.18
0.18,0.18,0.20,0.18
0.18,0.18,0.19,0.18
0.20,0.19,0.21,0.19
0.19,0.19,0.19,0.19
0.18,0.18,0.19,0.18
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.20,0.21,0.18
0.20,0.18,0.20,0.18
0.19,0.19,0.19,0.18
0.19,0.19,0.19,0.18
0.19,0.19,0.20,0.18
0.19,0.20,0.24,0.19
0.20,0.21,0.22,0.19
