JKE,iShares Morningstar Large-Cap Growth ETF,NASDAQ
83.10,81.76,83.10,81.61
82.08,81.70,82.08,80.97
80.83,80.79,81.29,79.94
81.45,81.52,81.77,81.05
82.00,82.06,82.15,81.74
82.14,82.36,82.82,82.14
82.13,82.10,82.65,81.93
82.37,82.94,83.45,82.20
82.91,83.15,83.60,82.78
82.83,83.42,83.54,82.83
83.94,84.16,84.16,83.43
84.48,84.43,84.76,84.27
84.82,85.12,85.12,84.52
85.06,85.15,85.33,84.88
86.07,86.50,86.55,86.03
86.45,86.84,86.91,86.35
87.00,86.79,87.00,86.73
86.78,86.44,86.78,86.20
86.66,86.81,86.87,86.66
87.05,86.95,87.05,86.84
86.81,86.98,87.03,86.68
87.03,87.14,87.26,87.03
87.09,86.74,87.10,86.69
87.31,86.78,87.31,86.65
86.82,86.96,87.06,86.49
86.60,87.19,87.19,86.52
86.97,86.91,87.16,86.72
87.11,87.08,87.34,86.80
87.30,86.89,87.42,86.89
87.61,88.12,88.12,87.61
87.99,88.42,88.42,87.91
88.29,88.53,88.57,88.29
88.51,88.08,88.51,87.83
87.72,87.65,87.75,87.33
88.08,87.88,88.08,87.49
87.75,87.54,87.99,87.45
87.15,87.53,87.56,87.15
87.67,88.00,88.13,87.16
87.96,87.62,87.96,87.62
86.34,86.34,86.69,86.25
86.28,86.36,86.57,86.21
86.18,86.04,86.69,86.04
86.19,86.44,86.60,86.12
86.13,86.20,86.82,85.83
86.30,86.89,86.93,86.01
87.06,86.99,87.06,86.66
87.04,86.93,87.51,86.86
86.18,85.56,86.18,85.41
85.66,85.99,86.15,85.66
85.96,86.23,86.58,85.96
85.85,85.76,85.97,85.61
86.66,86.48,87.04,86.24
86.81,87.35,87.53,86.81
87.53,87.54,87.69,87.47
87.38,87.62,88.11,87.05
88.07,88.70,88.71,88.07
89.08,89.04,89.10,88.95
88.61,88.92,88.98,88.46
88.96,88.97,89.21,88.84
89.14,88.86,89.14,88.61
89.70,88.96,89.76,88.88
89.08,89.51,89.62,89.08
89.71,90.81,90.99,89.39
91.20,90.95,91.26,90.85
91.12,90.53,91.26,90.53
90.75,90.24,90.82,90.00
89.77,89.92,90.41,89.77
89.78,89.61,90.04,89.54
89.99,90.31,90.46,89.99
90.03,90.17,90.27,89.93
89.25,89.69,90.00,89.25
89.72,90.60,90.64,89.72
89.98,90.57,90.59,89.98
90.39,89.48,90.54,89.13
89.50,90.16,90.26,89.48
89.53,89.48,90.18,89.47
89.22,87.98,89.32,87.96
88.06,87.81,88.10,87.13
89.01,89.68,89.72,89.01
89.56,90.35,90.51,89.56
89.81,90.82,90.91,89.79
90.84,90.60,91.26,90.57
91.50,91.83,91.84,91.50
91.84,92.37,92.43,91.72
93.22,93.65,93.74,93.09
93.77,93.74,93.94,93.65
94.34,94.26,94.65,93.95
93.81,93.88,93.96,93.50
94.31,94.53,94.56,94.29
94.99,94.72,94.99,94.46
94.94,94.81,94.97,94.60
95.00,95.09,95.17,94.74
95.23,94.73,95.41,94.36
94.64,94.47,95.07,94.32
94.79,94.42,94.86,94.21
94.83,94.52,94.83,94.30
94.00,94.44,94.57,93.92
94.84,94.46,94.90,94.32
94.63,92.82,94.63,92.77
92.99,94.04,94.04,92.88
93.93,93.93,94.11,93.80
93.88,93.81,93.90,93.63
93.43,94.86,94.86,93.43
95.04,95.55,95.59,95.02
95.74,95.91,95.92,95.68
95.98,95.14,96.12,94.95
95.24,95.01,95.39,94.85
95.20,94.51,95.33,94.39
94.99,95.45,95.54,94.99
95.77,96.12,96.12,95.72
96.40,96.01,96.40,95.96
96.21,96.74,96.89,96.15
96.70,97.05,97.05,96.70
97.31,97.53,97.53,97.31
97.46,96.88,97.48,96.73
96.56,96.63,96.82,96.33
96.33,96.62,96.89,95.85
96.57,96.54,96.77,96.46
97.22,97.21,97.33,97.10
97.61,97.38,97.61,97.34
97.16,97.19,97.48,97.14
97.34,96.19,97.39,96.06
96.20,95.96,96.21,95.88
96.30,95.98,96.30,95.89
96.43,96.48,96.67,96.40
96.30,96.27,96.51,96.01
96.25,97.72,97.73,95.63
97.79,97.87,97.91,97.54
98.35,98.53,98.74,98.30
98.95,99.13,99.13,98.83
99.19,99.23,99.29,99.06
99.49,99.67,99.73,99.34
99.75,99.40,99.75,99.40
99.50,99.35,99.50,99.25
99.43,99.71,99.90,99.43
99.66,99.13,99.66,98.81
99.20,98.68,99.24,98.68
98.75,98.42,98.75,98.11
98.84,99.12,99.24,98.84
99.11,99.28,99.49,99.05
99.70,99.12,99.70,98.86
99.26,99.52,99.52,98.79
99.31,98.00,99.56,97.91
98.53,99.53,99.53,98.53
99.78,100.04,100.10,99.78
99.78,99.98,100.12,99.78
99.99,99.63,100.12,99.48
100.38,100.34,100.49,99.76
100.60,100.62,100.66,100.41
99.65,99.98,99.98,99.47
99.30,97.68,99.31,97.68
97.76,97.12,97.76,96.19
96.47,97.19,97.25,96.47
96.41,95.83,96.55,95.59
97.23,97.58,97.90,96.95
96.66,96.97,97.48,96.59
97.07,94.96,97.22,94.77
95.44,96.04,96.16,95.17
95.74,95.82,96.03,94.94
96.53,97.10,97.18,96.53
98.01,98.57,98.66,97.58
98.77,99.07,99.11,98.69
99.32,100.06,100.24,99.31
100.30,100.03,100.43,99.88
99.64,100.81,100.85,99.64
100.60,101.00,101.11,100.60
101.11,101.32,101.38,101.06
101.07,100.40,101.45,100.40
100.65,101.04,101.04,100.41
101.11,100.82,101.28,100.82
100.82,101.61,102.03,100.82
101.57,101.57,101.91,101.47
102.08,101.72,102.34,101.54
101.66,102.29,102.37,101.66
102.37,102.35,102.82,101.63
101.32,101.59,101.74,100.93
102.82,103.17,103.18,102.80
103.31,103.28,103.43,103.13
103.52,103.22,103.65,103.16
103.79,102.85,103.79,102.58
102.75,102.88,102.94,102.35
103.03,102.40,103.30,102.26
101.87,102.28,102.40,101.57
102.78,100.99,102.78,100.79
101.01,100.68,101.17,100.61
101.39,101.60,101.78,101.39
101.97,102.42,102.43,101.87
102.30,101.60,102.32,101.45
101.01,101.64,101.82,101.00
101.86,100.79,101.86,100.70
100.00,100.09,100.31,99.54
100.47,100.01,100.70,99.52
100.62,99.10,100.62,99.10
99.04,98.77,99.18,98.00
99.29,98.99,99.59,98.79
99.59,99.61,99.83,99.54
100.00,100.84,100.84,100.00
101.20,101.19,101.21,100.81
101.54,100.72,101.54,100.22
101.10,98.81,101.31,98.58
98.20,97.50,98.58,96.98
97.75,98.29,98.35,97.46
98.67,99.81,99.81,98.53
99.62,97.36,99.62,97.20
96.49,95.99,97.23,95.95
96.86,96.87,97.24,96.12
97.47,97.44,97.58,95.82
98.30,98.86,98.86,97.86
98.85,99.05,99.34,98.61
99.13,99.59,99.66,99.12
100.43,100.56,100.76,100.39
100.81,99.84,100.81,99.84
100.41,100.42,100.72,99.83
99.76,99.17,99.83,99.00
99.64,99.26,99.83,98.05
99.54,100.00,100.20,99.51
99.66,100.29,100.32,99.60
100.58,100.70,100.92,100.49
100.87,100.79,101.17,100.59
100.39,101.40,101.40,100.31
100.98,100.23,101.23,100.23
100.64,100.11,100.64,99.51
100.42,100.01,100.88,99.85
99.63,100.30,100.30,99.47
101.16,101.63,101.66,101.16
101.88,101.64,102.00,101.55
101.44,101.11,101.67,101.11
100.27,100.16,100.27,99.64
100.20,100.68,100.68,99.89
100.61,101.38,101.43,100.61
101.14,100.71,101.40,100.54
101.23,101.83,101.83,101.15
101.96,102.27,102.52,101.86
102.36,102.97,103.01,102.36
103.40,103.90,103.91,103.36
103.93,103.57,103.93,103.48
103.92,104.30,104.31,103.77
104.30,104.27,104.33,103.82
104.58,104.30,104.58,103.90
104.04,104.23,104.31,104.04
103.81,104.49,104.59,103.75
104.68,105.32,105.32,104.54
105.68,105.67,105.72,105.49
105.75,105.84,106.13,105.70
106.00,105.87,106.00,105.68
105.55,105.71,105.79,105.53
105.48,104.72,105.63,104.50
104.59,104.59,104.78,104.55
104.55,104.84,105.06,104.46
104.80,104.94,105.09,104.68
105.02,105.84,105.84,104.77
105.83,105.78,105.95,105.55
105.88,105.74,105.88,105.63
105.66,105.72,105.83,105.54
105.68,105.09,106.19,105.03
105.36,106.04,106.04,105.24
106.04,106.08,106.09,105.51
105.92,106.52,106.56,105.92
106.48,106.65,106.85,106.48
107.05,107.72,107.91,107.02
107.77,107.78,107.93,107.70
107.84,108.19,108.30,107.84
107.98,107.87,108.17,107.72
107.51,106.80,107.51,106.36
107.17,107.45,107.56,106.89
106.25,106.96,107.20,106.20
106.96,107.10,107.19,106.84
107.84,108.11,108.20,107.64
108.09,107.51,108.09,107.00
108.19,107.50,108.19,107.38
107.17,105.95,107.22,105.65
106.36,107.22,107.44,106.36
107.05,107.07,107.16,106.83
107.70,107.80,108.00,107.70
108.16,108.59,108.67,108.09
108.77,108.46,108.77,108.23
107.85,107.68,107.97,107.42
107.82,107.87,108.06,107.17
107.97,107.69,108.22,107.69
108.00,107.97,108.06,107.59
107.04,105.82,107.13,105.65
105.64,105.34,106.22,104.88
105.70,106.23,106.49,105.28
105.80,105.27,105.97,105.01
104.92,105.40,105.84,104.92
105.65,104.80,105.81,104.50
104.84,105.98,105.98,104.72
106.35,106.47,106.76,106.33
106.59,106.10,106.59,105.75
106.65,107.01,107.12,106.65
107.48,107.58,107.58,107.23
107.91,107.90,108.23,107.14
108.71,108.88,108.98,108.56
109.26,109.72,109.86,109.26
109.57,110.08,110.13,109.57
110.22,110.02,110.22,109.86
110.01,110.11,110.35,109.95
110.77,110.69,110.87,110.62
110.68,110.92,111.06,110.68
110.96,110.74,110.96,110.55
110.26,110.54,110.60,110.26
110.68,110.73,110.77,110.44
110.93,110.91,111.40,110.56
111.45,110.34,111.45,110.18
110.68,109.96,110.97,109.93
110.01,110.59,110.59,109.71
110.50,110.38,110.58,109.92
110.39,109.56,110.55,109.39
109.34,110.31,110.34,109.22
109.87,110.17,110.17,109.55
110.13,109.48,110.13,109.10
109.60,108.90,109.60,108.73
108.34,109.96,110.02,108.34
109.89,109.94,110.45,109.41
110.45,110.62,110.62,110.33
110.91,110.48,110.91,110.17
109.81,109.24,109.87,108.95
108.97,109.19,109.50,108.97
109.03,109.92,110.01,108.65
109.67,107.85,109.67,107.85
108.24,109.15,109.23,108.24
108.07,109.05,109.10,108.07
109.23,108.81,109.50,108.52
108.40,107.16,108.68,106.81
107.07,107.09,107.51,105.78
107.81,108.48,108.70,107.52
108.87,108.05,108.87,107.94
107.75,106.54,107.75,106.54
106.57,108.43,108.45,105.88
107.85,106.44,108.01,106.34
106.15,104.69,106.76,104.69
104.75,102.58,104.84,102.58
103.20,102.71,104.04,102.57
101.24,102.34,102.34,99.83
100.09,102.19,102.99,100.09
103.70,103.62,104.40,103.22
103.47,104.97,105.02,103.47
106.07,107.40,107.45,106.07
107.51,106.55,107.93,106.55
107.56,108.18,108.70,107.56
108.08,108.79,108.79,107.84
108.41,108.52,108.62,107.90
108.98,109.59,109.76,108.94
109.75,109.44,109.96,108.90
109.19,110.41,110.67,109.19
111.71,111.49,111.71,111.18
111.61,111.44,112.39,111.32
111.14,110.91,111.14,110.13
111.72,111.14,111.72,110.81
111.11,111.63,111.68,110.76
111.66,111.66,111.83,111.35
111.84,111.93,112.01,111.59
111.86,112.25,112.25,111.86
111.90,112.40,112.47,111.89
112.54,112.51,112.82,111.98
112.76,112.78,112.78,112.51
112.67,112.58,113.06,112.39
112.42,113.31,113.46,112.42
113.30,112.99,113.30,112.50
112.50,113.17,113.51,112.50
114.60,113.86,114.62,113.63
114.30,114.66,114.67,114.18
114.99,114.60,115.00,114.60
114.66,114.96,114.96,114.50
114.91,114.78,114.91,114.78
114.58,113.20,114.58,113.01
113.25,113.68,113.73,113.12
113.90,114.29,114.33,113.90
114.04,114.02,114.38,113.76
114.35,114.03,114.40,114.03
113.76,113.12,114.17,112.70
111.73,113.60,113.67,111.49
113.26,112.01,113.26,111.55
112.27,112.25,113.46,112.25
111.92,110.82,112.12,110.77
111.62,110.07,111.77,109.64
109.39,108.64,110.97,108.64
109.42,110.96,111.16,109.16
112.84,113.63,113.63,112.44
114.19,114.15,114.54,113.68
114.06,114.44,114.47,113.94
114.80,114.03,114.80,113.85
113.93,113.87,114.17,113.84
114.25,114.65,114.78,114.25
114.36,114.94,114.97,114.36
114.59,114.06,114.74,113.93
114.55,113.17,114.69,113.17
113.67,112.91,113.71,112.26
112.09,110.82,112.13,110.41
110.87,109.70,111.10,109.20
110.76,111.20,111.28,110.50
112.12,113.31,113.33,112.12
113.49,112.49,113.49,112.15
112.86,111.62,112.86,111.30
112.90,111.38,113.28,110.77
110.79,110.96,111.16,109.96
110.77,109.72,110.84,109.64
109.48,111.12,111.13,109.48
111.56,111.69,111.78,110.43
111.36,112.27,112.64,111.36
112.96,114.30,114.30,112.12
114.29,114.24,114.67,113.93
114.39,114.75,114.80,113.79
113.31,113.26,114.02,112.84
114.35,112.31,114.44,112.21
112.14,113.15,113.26,111.31
112.98,112.55,114.09,112.55
113.04,113.40,113.44,111.53
114.18,114.84,114.84,113.58
114.36,114.61,115.25,114.15
115.06,115.89,115.89,115.06
116.21,115.25,116.32,115.13
115.03,114.84,115.45,114.80
115.48,116.27,116.42,115.20
115.95,116.59,116.91,115.95
117.34,117.94,117.95,117.06
118.48,118.72,118.79,118.03
118.88,118.82,119.07,118.33
118.81,118.89,119.00,118.58
118.81,119.20,119.58,118.81
119.15,120.19,120.25,119.08
120.17,120.38,120.41,119.90
120.14,120.18,120.52,119.90
120.23,120.36,120.93,120.18
120.54,120.63,120.69,119.84
120.61,119.95,120.61,119.92
120.08,121.07,121.10,120.08
120.61,120.57,120.71,119.92
119.64,120.34,120.53,119.53
120.92,120.79,121.00,120.28
120.43,119.31,120.82,119.06
119.13,119.70,119.99,119.13
118.84,117.90,118.94,117.83
117.77,117.05,117.91,117.00
117.46,118.71,118.81,117.46
118.75,118.06,118.78,117.34
118.40,119.42,119.68,118.19
119.45,119.74,120.11,119.02
119.48,120.74,121.36,118.90
120.85,120.98,121.24,120.64
121.96,121.98,122.54,121.73
121.94,121.65,121.98,121.62
121.25,121.17,121.87,120.99
121.04,118.26,121.04,118.26
117.54,118.07,118.70,117.31
118.09,118.23,118.61,118.00
119.07,119.66,119.68,118.99
118.87,118.24,119.48,118.24
118.20,117.63,118.20,117.14
117.66,118.22,118.47,117.55
117.33,118.94,119.30,117.33
119.26,118.57,119.63,118.56
119.19,119.28,119.43,119.05
119.24,119.71,119.77,119.09
119.78,120.32,120.32,119.58
120.32,119.68,120.94,119.68
119.62,119.59,119.94,118.90
119.97,120.01,120.44,119.81
119.96,120.17,120.43,119.80
119.39,118.61,119.39,118.00
119.23,119.91,120.04,119.23
120.53,120.11,120.53,120.07
120.31,120.74,121.07,120.00
120.47,121.19,121.62,120.47
122.00,121.58,122.00,121.51
122.15,121.24,122.67,120.98
121.17,120.55,121.24,120.00
120.04,120.05,120.36,119.53
119.46,118.01,119.78,117.77
118.44,119.77,119.77,118.44
120.06,119.94,120.62,119.78
119.65,118.14,119.70,118.14
118.53,117.84,118.92,116.97
117.90,118.41,118.82,117.85
119.67,120.06,120.36,119.67
120.14,119.63,120.39,119.63
118.50,119.20,119.60,118.31
119.81,119.12,119.81,118.80
119.86,120.59,120.74,119.62
120.81,120.86,120.90,120.39
120.58,121.24,121.59,120.49
121.55,121.23,121.76,121.02
121.21,121.16,121.66,120.50
120.74,121.70,121.70,120.74
121.53,121.83,121.94,121.32
121.45,120.21,121.45,119.60
120.59,121.61,121.72,120.59
121.36,121.22,121.36,120.83
121.18,120.32,121.19,120.07
121.00,120.98,121.06,120.12
120.09,120.65,121.11,120.08
121.13,121.06,121.39,120.88
120.73,120.24,120.93,120.00
120.03,120.11,120.46,120.01
119.73,119.13,119.73,118.91
118.98,118.94,119.22,118.25
119.53,120.41,120.50,119.53
120.70,120.58,120.91,120.41
119.98,119.65,120.06,119.51
119.38,119.24,119.38,118.48
119.08,119.84,119.84,119.08
120.07,119.94,120.34,119.41
120.29,121.33,121.56,120.29
121.32,120.78,121.36,120.77
121.70,121.69,122.03,121.65
122.01,122.02,122.13,121.71
121.68,121.00,122.00,120.99
121.28,120.82,121.51,120.69
121.09,120.74,121.09,120.25
119.38,117.83,119.67,117.80
119.02,118.67,119.02,118.29
119.63,119.63,120.00,119.20
119.91,119.74,120.03,119.34
118.74,119.30,120.07,118.74
119.62,120.05,120.05,117.95
119.12,117.77,119.12,117.72
118.94,117.92,119.69,117.92
119.28,120.03,120.14,119.19
121.04,121.68,121.68,121.03
121.72,122.34,122.48,121.72
122.51,122.33,122.94,122.14
123.17,123.59,123.62,122.90
124.66,124.92,125.06,124.44
125.24,125.58,125.95,125.06
125.76,125.23,125.76,125.05
124.09,124.67,124.81,123.60
124.90,123.64,124.95,123.43
124.10,122.56,124.10,122.50
122.00,121.70,122.37,121.60
122.18,123.35,123.52,122.18
123.41,123.85,124.02,123.13
123.45,123.98,123.99,122.83
124.09,123.74,124.34,123.70
123.78,123.32,123.89,122.60
123.15,122.82,123.34,122.56
122.98,122.97,123.93,122.75
123.07,121.47,123.07,120.76
121.21,121.02,121.31,120.30
122.02,122.50,122.72,122.02
122.18,121.39,122.29,120.91
120.45,121.50,121.75,119.49
121.58,121.56,122.40,121.32
121.47,122.01,122.04,121.27
121.76,122.96,122.96,121.50
122.81,122.67,123.07,122.56
122.19,122.12,122.71,121.45
120.89,118.87,120.89,118.87
117.70,114.42,117.78,114.42
113.28,109.57,113.97,84.47
110.66,109.09,114.83,108.91
111.40,113.91,114.08,110.03
115.75,116.69,116.83,114.89
116.33,116.73,117.15,115.92
116.19,115.58,116.54,115.29
114.43,112.48,114.43,111.62
113.39,114.62,114.62,112.57
114.65,114.19,115.83,113.83
113.22,112.74,113.45,112.15
115.00,115.52,115.67,114.22
116.43,114.10,116.75,113.86
113.86,114.94,115.50,113.86
114.52,115.77,115.77,114.29
116.31,115.25,116.31,114.93
116.21,116.93,116.95,116.00
116.65,117.63,117.63,116.38
117.70,117.50,119.27,117.29
116.09,116.16,117.12,116.09
116.84,116.43,117.35,115.96
115.11,115.23,115.31,114.19
115.04,114.96,115.56,114.72
114.21,114.71,114.80,113.15
115.68,113.60,115.68,113.01
112.96,109.98,112.96,109.74
110.16,109.55,111.23,108.84
111.21,111.97,111.97,110.62
112.10,112.79,112.80,111.23
111.37,114.72,114.72,111.13
115.29,116.16,116.32,115.29
115.88,115.41,116.19,114.76
115.84,116.15,116.27,115.12
115.81,116.96,117.08,115.22
117.10,117.56,117.65,116.94
117.75,117.79,118.05,117.50
117.52,116.98,118.44,116.90
117.09,116.64,117.49,116.31
116.83,118.49,118.49,116.83
118.75,118.99,118.99,118.27
118.99,119.52,119.53,118.53
119.50,118.99,119.65,118.45
119.42,118.23,119.42,118.19
119.02,119.77,119.91,119.02
122.14,122.02,122.39,121.35
121.77,121.88,122.10,121.34
121.73,121.87,122.17,121.42
122.25,123.43,123.43,121.88
123.22,123.94,124.07,123.19
124.05,123.11,124.07,123.11
123.36,124.45,124.59,123.25
124.33,125.08,125.55,124.20
125.51,124.59,125.51,124.19
124.92,124.30,125.10,123.83
124.14,124.08,124.50,123.40
123.76,123.08,123.88,122.41
122.49,123.18,123.33,122.44
123.54,122.94,123.60,122.90
122.42,121.51,122.99,121.51
121.15,119.47,121.15,119.44
119.20,121.28,121.28,119.17
121.66,121.40,122.36,121.16
122.00,123.79,123.84,121.96
123.74,123.55,123.95,123.42
124.32,124.61,124.74,124.15
124.70,124.38,125.06,123.83
123.70,124.27,124.48,123.04
124.37,124.46,124.81,124.37
124.58,124.48,124.72,124.03
124.70,123.59,124.70,123.59
124.09,124.93,124.93,123.95
124.91,123.93,125.26,123.60
124.23,122.02,124.23,121.53
122.16,124.39,124.55,122.11
124.34,123.48,124.41,122.96
122.73,123.52,123.89,122.60
122.95,121.93,123.88,121.14
121.95,122.26,123.14,121.95
120.80,119.58,120.96,119.36
119.62,120.35,120.38,118.60
121.29,120.86,121.90,120.86
121.86,122.75,123.01,121.00
123.26,121.01,123.26,120.93
120.42,118.70,120.48,118.70
119.56,119.48,119.77,118.78
120.14,120.34,120.47,119.61
120.93,121.22,121.25,120.70
120.71,120.95,121.15,120.71
120.48,120.89,120.89,120.09
121.46,122.45,122.72,121.46
122.29,121.53,122.35,121.49
121.22,120.29,121.57,120.29
117.89,117.93,117.93,116.59
118.18,117.69,118.46,117.21
115.92,116.54,117.34,115.92
114.52,114.00,115.83,113.49
114.75,112.37,114.94,112.22
113.13,112.77,113.41,111.37
113.83,114.08,114.35,112.58
114.40,110.42,114.58,110.34
110.75,112.37,113.14,109.09
109.16,109.93,110.58,108.60
111.34,110.35,111.45,109.15
108.50,109.65,110.60,106.16
110.02,109.86,111.08,109.36
111.62,112.52,112.76,111.61
112.28,111.05,112.60,110.83
111.41,111.81,112.00,110.66
111.35,109.39,111.72,108.88
110.99,110.41,111.23,109.15
110.24,112.62,112.62,110.24
112.29,113.21,113.52,111.99
112.57,111.06,112.57,110.89
111.73,110.91,111.73,108.95
110.44,110.61,111.35,109.67
110.00,107.00,110.00,106.48
105.19,104.84,105.27,103.22
103.32,105.04,105.98,103.32
105.76,105.43,107.23,105.37
103.87,104.76,105.17,103.67
105.99,106.38,106.38,105.24
107.79,108.33,108.33,107.10
109.21,110.61,110.76,109.21
110.86,109.38,110.86,109.29
108.94,109.87,109.89,108.76
110.95,111.46,111.67,110.95
111.31,110.10,111.36,110.10
109.17,110.80,110.99,108.50
111.22,112.05,112.09,110.48
112.68,112.03,112.68,111.83
111.90,111.04,112.61,111.04
112.07,114.24,114.24,111.81
113.97,114.23,114.23,113.58
114.12,114.35,114.35,113.45
114.71,114.47,115.04,114.04
113.98,113.76,114.45,113.10
113.02,112.96,113.89,112.87
113.42,113.08,113.42,112.51
113.63,113.07,114.20,111.90
114.29,115.13,115.17,113.92
114.75,115.26,115.57,114.75
114.99,115.34,115.47,114.77
115.05,115.90,116.11,114.94
115.70,116.10,116.39,115.34
116.60,116.54,116.80,116.09
116.27,116.74,116.88,116.21
116.03,117.03,117.34,116.03
116.57,116.18,116.62,115.99
115.68,116.19,116.23,115.44
116.49,116.27,116.73,116.22
116.05,117.78,117.83,115.84
118.54,118.32,118.77,118.16
118.47,118.14,118.74,117.99
117.79,119.42,119.49,117.41
119.60,119.06,119.60,118.95
117.88,117.71,118.28,117.54
117.87,119.47,119.50,117.48
118.80,117.78,119.07,117.56
118.59,117.50,118.61,117.32
118.03,117.01,118.41,117.00
117.23,118.12,118.14,117.12
118.69,119.45,119.58,118.69
119.59,119.57,119.98,119.25
119.39,119.38,119.62,119.15
119.05,120.02,120.07,119.05
120.10,119.63,120.15,119.09
119.68,119.83,120.38,119.45
119.85,119.64,120.22,119.51
118.80,118.95,119.29,118.08
118.84,118.71,118.89,118.27
118.86,118.53,119.00,118.30
117.53,117.29,117.66,116.84
117.49,116.52,118.16,116.17
116.78,116.30,116.78,115.57
116.61,117.43,117.47,116.57
117.05,116.71,117.23,116.33
116.15,116.19,116.42,115.98
116.40,116.14,116.49,115.79
115.83,116.53,116.60,115.45
116.51,117.17,117.57,116.51
117.51,118.61,118.61,117.51
118.35,117.11,118.35,116.91
117.64,116.88,117.64,116.05
116.49,116.09,117.08,115.97
116.51,117.45,117.75,116.42
117.27,116.11,117.27,115.90
115.80,116.44,116.84,115.60
116.18,115.85,116.18,115.18
116.59,116.83,117.10,116.56
117.03,116.49,117.10,116.48
116.87,118.35,118.51,116.87
118.53,118.93,119.19,118.53
119.21,119.08,119.25,118.85
119.10,119.69,119.69,119.10
119.90,119.69,119.90,119.11
119.60,119.62,119.81,118.93
119.54,120.02,120.03,119.08
119.86,119.61,119.86,118.91
119.60,119.89,120.13,119.49
119.80,119.59,120.06,119.59
119.62,119.97,120.09,119.53
119.52,119.82,120.01,119.41
119.05,118.57,119.05,118.31
118.37,117.91,118.98,117.71
117.96,117.84,117.96,117.02
118.00,117.71,118.44,117.61
116.99,117.79,117.84,116.28
117.41,116.56,117.41,116.45
117.45,117.25,118.15,117.18
117.30,117.15,117.38,116.88
117.16,116.90,117.64,116.90
117.72,118.15,118.15,117.34
113.58,114.25,116.10,113.46
113.30,112.22,113.30,111.60
113.53,114.32,114.32,113.23
115.21,116.19,116.44,115.21
116.56,117.08,117.10,116.07
117.14,117.74,118.12,117.14
116.82,117.37,117.44,116.75
116.88,118.01,118.04,116.63
118.24,118.15,118.35,117.79
118.79,119.93,120.02,118.79
120.28,120.47,120.82,120.28
121.00,121.06,121.16,120.78
121.26,120.86,121.26,120.73
121.57,121.38,121.68,121.08
121.71,121.11,121.71,120.95
121.35,121.68,121.80,121.35
121.19,121.59,121.61,121.19
121.81,122.38,122.47,121.81
122.34,121.78,122.34,121.50
121.91,122.31,122.46,121.81
122.32,122.04,122.32,121.84
122.10,122.10,122.41,121.79
122.43,122.29,122.50,121.83
122.64,122.89,122.89,122.31
123.05,123.15,123.46,122.77
122.93,123.39,123.51,122.93
122.77,122.84,122.98,122.22
122.61,122.59,123.04,122.53
122.85,123.11,123.40,122.74
123.14,123.60,123.77,123.14
123.67,122.94,123.67,122.92
123.18,123.27,123.76,123.15
123.38,123.12,123.47,123.00
123.63,123.69,123.84,123.40
123.43,123.61,123.64,123.30
123.82,123.73,123.99,123.72
123.38,122.84,123.38,122.84
122.76,123.05,123.05,122.22
123.00,122.89,123.12,122.85
122.71,122.86,122.98,122.54
122.77,123.03,123.17,122.77
123.40,123.30,123.60,123.28
123.36,122.14,123.53,122.07
122.15,121.99,122.54,121.72
122.05,122.01,122.78,121.44
122.24,122.56,122.62,122.23
122.37,121.97,122.43,121.72
121.89,121.88,121.94,121.40
121.98,121.87,122.00,121.33
122.41,122.34,122.60,121.90
122.36,122.71,122.73,122.19
122.84,122.70,122.99,122.48
122.54,122.31,122.61,122.18
121.46,119.66,121.49,119.66
118.87,121.11,121.33,118.87
120.25,119.53,120.25,119.11
119.54,119.55,120.22,119.44
119.51,120.59,120.94,119.51
120.54,120.55,120.62,119.92
120.99,120.52,121.15,120.45
121.00,120.82,121.17,120.62
121.11,121.88,121.92,120.32
122.61,122.78,122.99,122.50
122.24,122.29,122.54,122.24
121.47,120.84,121.47,120.77
120.85,121.85,121.87,120.85
121.86,121.83,121.86,121.37
121.84,121.11,122.06,120.62
121.30,121.93,122.04,121.12
121.56,121.37,121.56,121.12
121.59,120.97,121.62,120.72
121.43,121.13,121.44,121.13
121.10,121.21,121.42,120.64
121.42,120.99,121.42,120.31
121.12,121.26,121.50,121.12
120.85,119.65,120.85,119.20
119.53,119.85,120.17,119.53
118.94,119.42,119.68,118.65
119.97,119.59,120.24,119.54
119.34,118.84,119.50,118.78
119.98,120.05,120.51,119.98
120.25,120.56,120.72,120.10
120.43,120.54,120.72,120.23
120.09,120.90,120.91,119.89
121.52,121.77,121.84,121.52
121.45,120.82,121.45,120.73
120.30,119.94,120.39,119.71
120.59,119.48,120.59,119.48
119.23,118.94,119.73,118.75
119.23,118.78,119.29,118.72
118.81,117.83,118.81,117.13
117.71,117.01,118.06,116.91
116.82,116.10,117.09,115.87
115.99,116.19,116.94,115.88
117.83,118.80,118.95,117.70
118.38,119.52,119.82,118.32
117.16,120.09,120.12,117.16
120.51,119.59,121.00,118.48
119.24,119.15,119.38,118.63
118.90,118.30,118.90,117.92
118.85,119.09,119.25,118.60
118.59,119.34,119.40,118.59
119.45,120.37,120.39,119.45
120.67,119.90,120.67,119.90
120.25,120.91,120.91,120.25
121.11,121.23,121.30,120.89
120.64,121.03,121.04,120.45
121.39,121.26,121.39,121.16
121.06,120.84,121.25,120.83
121.14,121.37,121.71,121.14
120.68,120.31,121.54,120.22
120.31,118.90,120.31,118.67
118.84,118.87,119.35,118.70
119.50,119.89,120.10,119.50
