TSRI,TSR,NASDAQ
5.80,6.00,6.10,5.80
6.20,6.00,6.20,5.75
6.00,6.00,6.30,6.00
6.42,6.05,6.42,6.05
6.05,6.05,6.15,5.95
6.15,5.75,6.15,5.75
5.70,5.65,5.70,5.60
5.70,5.55,5.71,5.55
5.45,5.45,5.58,5.45
5.55,5.45,5.55,5.45
5.33,5.60,5.60,5.33
5.55,5.50,5.64,5.40
5.50,5.65,5.65,5.50
5.65,5.65,6.20,5.50
5.65,5.75,5.75,5.45
5.75,5.80,5.80,5.50
5.60,5.60,6.00,5.50
5.55,5.90,6.00,5.50
5.80,5.80,6.45,5.78
5.90,5.90,6.10,5.85
5.75,5.75,5.75,5.75
5.75,5.80,6.10,5.65
5.90,5.70,6.10,5.70
5.70,5.70,5.70,5.70
