INGR,Ingredion Incorporated Common Stock,NASDAQ
67.96,66.01,67.96,65.98
66.15,64.65,66.22,63.74
64.43,63.62,64.43,63.11
64.04,63.37,64.28,62.65
63.92,64.89,65.37,63.89
64.96,65.60,65.92,64.96
65.53,65.62,66.46,65.43
66.07,67.04,67.43,65.79
67.16,67.06,68.28,66.98
67.98,67.47,67.98,66.86
67.74,67.30,68.19,66.85
67.47,67.26,67.73,67.21
67.85,68.86,69.13,67.67
68.63,68.44,69.09,67.86
69.38,69.15,69.66,68.59
69.10,69.46,69.70,68.83
65.70,62.57,65.74,62.35
61.58,61.70,62.30,60.62
61.76,63.12,63.23,61.76
63.26,62.98,63.55,62.55
63.16,61.70,63.17,61.63
61.91,63.21,63.21,61.70
63.64,64.21,64.44,63.17
64.40,63.77,64.49,63.75
63.77,65.15,65.15,63.25
64.76,65.02,65.30,64.24
66.01,65.90,66.92,65.60
66.14,64.71,66.14,64.45
64.69,67.20,67.41,64.69
70.02,71.11,72.19,68.05
69.16,70.52,70.87,69.16
70.26,70.46,70.47,69.92
70.17,68.42,70.41,68.28
68.29,67.76,68.75,67.49
67.98,66.99,68.03,66.97
66.97,65.96,67.15,65.75
65.95,65.81,66.29,65.57
65.82,64.91,66.27,64.89
65.00,65.62,65.97,64.70
65.25,64.13,65.46,63.35
64.06,63.54,64.50,63.00
63.13,63.43,64.18,63.13
63.67,62.91,63.74,62.89
62.87,62.55,63.37,62.53
62.76,63.12,63.20,62.51
63.33,63.59,64.27,63.02
63.55,62.21,63.63,61.92
61.77,62.42,62.63,61.52
62.57,61.70,62.87,61.65
61.45,62.98,63.65,61.32
63.30,62.94,63.30,62.62
63.52,63.13,63.77,62.35
62.92,63.05,63.25,62.53
62.98,62.97,63.39,62.76
63.25,62.96,63.43,62.45
63.15,63.15,63.26,62.75
63.53,63.75,63.77,63.16
63.85,63.43,63.85,62.89
63.68,63.30,63.68,63.01
63.54,64.39,64.45,63.14
65.00,65.01,65.18,64.65
64.95,66.27,66.29,64.80
66.36,67.28,67.50,65.41
67.22,67.01,67.58,65.98
66.89,66.78,67.45,66.69
66.80,66.24,66.90,65.59
66.25,66.57,67.12,65.92
66.57,66.67,67.03,66.22
66.71,67.24,67.31,66.45
67.03,67.06,67.66,66.55
66.60,66.17,66.88,65.89
66.00,66.38,67.04,66.00
66.06,66.33,66.91,65.29
65.95,65.30,66.45,64.98
65.18,65.47,65.85,65.14
65.04,64.81,65.92,64.62
64.85,64.22,65.13,64.02
64.48,65.37,65.49,64.14
66.22,66.71,66.86,65.92
66.69,66.89,67.06,66.17
66.43,67.10,67.10,66.18
66.72,66.58,67.18,66.53
67.08,67.26,67.50,66.80
67.16,67.95,68.07,67.02
68.26,68.48,68.69,67.51
68.41,68.14,68.63,67.79
68.14,69.13,69.16,67.95
69.08,68.38,69.24,68.20
68.70,68.20,68.70,67.67
68.47,68.66,68.70,67.97
68.77,69.49,69.85,68.69
69.52,69.89,69.97,69.32
65.65,65.65,66.00,63.49
65.65,65.76,66.28,64.71
65.78,65.85,66.09,65.32
66.13,67.45,67.68,66.08
67.23,67.64,68.01,66.99
68.10,68.15,69.04,68.10
68.34,66.98,68.66,66.96
66.81,66.82,67.51,66.49
67.06,67.32,67.77,66.89
67.30,68.71,68.88,67.29
68.45,69.63,69.73,68.34
69.60,68.98,70.48,68.96
68.96,69.27,69.68,68.73
69.65,68.94,69.91,68.74
69.08,68.23,69.31,68.02
68.20,68.11,68.75,67.70
68.17,68.85,69.22,68.17
68.55,69.37,69.52,68.17
69.70,69.57,70.06,69.28
69.44,69.31,69.92,69.04
69.50,69.12,69.98,68.93
69.15,69.16,70.33,69.06
69.40,69.43,70.08,69.19
69.09,69.42,69.58,68.55
69.16,69.05,70.04,68.89
69.00,68.51,69.09,68.27
69.15,68.89,69.47,68.58
69.12,68.39,69.43,68.09
68.06,68.29,68.47,67.46
68.34,67.06,68.34,66.99
66.90,65.99,67.07,65.90
66.23,66.14,66.54,65.58
66.45,65.66,67.07,65.61
65.63,65.44,65.96,65.23
65.50,66.88,66.97,65.39
67.01,66.98,67.19,66.49
67.18,66.71,67.47,66.67
67.01,66.90,67.23,66.53
67.13,67.74,67.76,66.62
68.10,67.13,68.10,67.11
66.90,67.61,67.65,66.70
67.68,67.99,68.15,67.68
68.16,68.46,68.78,68.00
68.31,68.18,68.59,68.11
68.25,67.46,68.69,67.35
67.54,67.84,68.03,67.11
68.08,68.56,68.99,67.55
67.86,65.89,67.86,65.17
66.00,66.35,66.53,65.69
66.58,66.73,66.94,66.35
66.80,66.62,67.19,66.38
66.50,68.50,68.56,66.50
68.63,68.43,69.29,68.27
68.25,67.94,68.32,67.74
67.65,67.87,68.25,67.51
69.55,69.15,70.00,68.79
69.22,68.99,69.39,68.98
68.64,66.28,68.64,66.19
65.93,64.31,66.02,63.39
64.27,63.43,64.45,63.14
63.68,63.65,63.95,63.16
63.25,61.80,63.48,61.78
62.35,61.98,62.35,61.46
61.61,62.30,62.82,61.24
62.50,58.88,62.54,58.79
59.33,59.58,61.45,59.10
59.37,58.95,59.78,58.28
62.00,63.67,64.68,62.00
63.82,61.93,63.82,61.18
61.97,63.27,63.32,61.71
63.37,63.08,63.44,62.56
63.16,64.02,64.16,63.09
63.57,63.50,64.50,63.45
63.49,64.41,64.55,63.47
64.44,64.11,64.65,63.79
63.75,64.30,64.84,63.75
64.52,64.88,65.05,64.23
65.26,65.07,65.55,64.65
65.22,65.38,65.76,64.99
65.34,65.27,65.76,64.63
65.31,65.37,65.84,64.95
65.42,65.91,65.92,65.08
65.89,65.84,66.46,65.53
65.34,64.91,65.37,64.14
65.84,65.91,66.16,65.57
65.82,66.26,66.52,65.52
66.49,66.65,66.87,66.17
66.98,66.98,66.99,66.67
66.79,67.15,67.21,66.79
67.21,67.29,67.41,66.93
66.98,67.31,67.58,66.96
67.58,66.62,67.63,66.45
66.40,66.19,66.66,65.98
66.67,66.50,67.37,66.33
66.77,66.77,67.19,66.36
66.62,65.96,66.98,65.63
66.03,66.33,66.48,65.49
66.44,66.88,67.89,66.31
67.18,67.33,67.98,66.82
67.82,67.19,68.00,66.93
67.18,67.59,67.99,67.13
66.77,67.30,67.52,66.60
67.31,67.35,67.80,67.28
67.85,68.08,68.27,67.34
68.15,67.54,68.20,67.28
67.85,67.71,68.00,67.45
67.91,69.45,69.67,67.42
69.75,68.15,69.75,68.07
67.91,67.44,68.17,67.33
67.55,67.78,68.50,67.33
67.62,67.95,68.03,67.32
68.10,67.50,68.94,67.28
67.30,67.62,68.13,67.24
68.05,67.20,68.16,66.93
67.66,67.10,67.98,66.65
68.48,68.46,69.00,67.77
68.30,68.18,68.65,67.82
68.25,68.32,68.55,67.93
68.36,68.25,68.49,68.07
68.28,67.76,68.71,67.61
68.05,67.60,68.08,67.33
67.63,67.59,67.96,67.18
67.70,67.05,67.82,66.63
67.50,67.07,67.66,66.84
66.28,70.45,70.62,65.25
69.96,69.14,69.96,68.33
69.00,69.50,69.73,68.66
69.30,71.26,71.34,68.91
71.09,71.19,71.51,70.92
71.40,73.43,73.50,70.92
73.19,73.56,74.50,73.09
73.33,73.85,73.92,72.81
74.07,74.84,74.86,74.05
74.80,74.78,74.88,74.34
74.82,74.91,75.23,74.53
74.46,74.02,74.81,73.55
74.17,74.73,74.76,73.57
74.50,74.15,74.72,73.83
74.22,73.66,74.35,73.31
73.81,74.63,74.67,73.75
74.65,74.71,75.16,74.44
74.74,75.16,75.45,74.45
75.35,75.80,76.20,75.14
75.88,75.55,76.12,75.49
76.00,76.23,76.24,75.62
76.13,76.15,76.35,75.74
76.24,76.27,76.42,75.28
76.09,76.12,76.54,75.91
75.97,76.22,76.29,75.61
76.29,77.25,77.30,75.89
77.25,77.38,77.50,77.08
77.34,77.10,77.59,77.05
76.73,76.82,77.41,76.30
76.75,76.33,76.97,75.95
76.18,76.15,76.42,75.74
76.02,75.20,76.20,75.03
75.98,75.70,77.09,74.82
76.42,77.51,77.56,76.25
76.60,77.01,77.11,75.51
76.98,77.54,77.62,76.95
77.48,77.62,77.87,77.26
77.77,76.86,77.92,76.78
76.67,75.66,76.79,75.62
75.66,75.82,75.90,75.27
75.41,75.33,75.75,75.00
75.00,75.28,75.50,74.59
75.38,75.04,75.41,74.72
75.33,77.57,77.74,75.33
77.11,76.95,77.45,76.88
76.95,76.76,77.32,76.65
76.99,78.26,78.54,76.96
78.11,78.02,78.99,77.64
77.84,77.67,78.16,77.58
76.16,77.69,77.90,75.83
77.47,77.42,77.48,76.86
77.55,77.39,77.99,77.05
77.41,77.00,77.65,76.96
77.44,77.18,77.49,76.50
77.15,77.54,77.93,76.86
77.63,78.15,78.36,77.49
77.88,78.01,78.08,77.53
78.24,78.41,78.68,77.91
78.59,78.48,78.59,77.96
78.41,79.03,79.24,78.40
79.00,78.64,79.01,78.50
78.81,77.55,78.81,77.47
77.92,76.13,78.16,76.08
78.02,75.49,79.55,73.36
75.37,73.63,75.37,73.10
73.37,74.36,74.50,73.20
74.37,75.09,75.40,74.24
75.11,75.18,76.00,74.82
74.69,75.11,75.78,74.69
75.30,75.24,75.57,74.41
75.24,76.66,76.68,74.86
76.96,77.93,78.10,76.75
77.69,77.98,78.26,77.52
78.14,78.23,78.78,77.91
78.50,78.12,78.71,77.54
78.30,78.14,78.90,77.95
78.47,78.18,78.90,77.99
78.18,77.73,78.59,77.45
77.84,78.43,78.55,77.16
78.70,78.44,79.26,78.32
78.23,78.08,78.52,77.91
78.29,78.25,78.69,77.93
78.26,78.59,78.97,78.09
78.62,78.15,78.68,77.97
77.89,78.49,78.72,77.86
78.58,79.76,79.79,78.34
79.97,79.74,80.00,79.26
79.82,79.52,80.25,79.13
79.52,79.15,80.22,78.90
79.03,79.71,79.90,78.79
79.56,80.01,80.15,79.56
79.77,79.47,80.50,79.43
79.54,79.47,79.80,78.98
79.35,79.31,80.21,78.93
79.30,78.66,79.75,78.45
78.85,78.69,79.41,78.65
78.70,79.34,79.59,78.70
79.22,79.17,80.22,79.05
79.40,79.87,80.22,79.28
80.13,79.30,80.54,79.18
79.12,77.47,79.13,77.38
77.09,76.29,77.30,76.13
76.18,76.71,76.94,75.82
76.32,75.79,76.49,75.41
75.32,76.00,76.25,75.18
75.45,76.22,76.24,75.20
76.13,75.79,76.87,75.78
75.82,74.38,75.97,74.33
74.35,74.24,75.08,73.97
74.56,75.13,75.35,74.39
75.44,75.15,75.86,75.10
74.78,73.75,75.48,73.72
73.76,73.81,73.96,73.27
73.79,72.66,74.36,72.65
72.77,71.87,73.40,71.85
71.68,71.29,72.61,71.22
71.61,72.02,72.93,71.45
74.05,71.62,74.05,69.94
72.86,71.67,72.86,70.22
73.02,72.05,73.02,71.83
71.42,73.32,73.37,71.30
73.62,74.47,74.70,73.44
74.78,74.44,75.04,74.24
75.30,75.00,75.78,74.40
75.28,75.97,76.03,75.18
75.73,75.03,76.38,74.90
75.56,75.90,76.01,75.39
75.83,75.95,76.71,75.46
74.90,76.32,76.77,73.58
76.83,77.25,77.50,76.30
77.33,77.67,77.84,76.97
77.68,78.45,79.31,77.62
79.12,78.59,79.19,78.48
78.60,79.68,79.99,78.60
79.74,79.84,80.46,79.54
79.89,80.56,80.71,79.74
80.41,80.30,80.67,79.82
79.90,80.10,80.46,78.97
80.12,79.84,80.74,79.36
79.64,80.34,80.68,79.64
80.11,81.62,81.81,80.00
81.26,81.34,81.86,81.24
81.50,82.10,82.16,80.83
81.66,81.64,82.34,81.20
82.50,82.35,83.00,82.26
82.37,82.56,82.96,82.12
82.50,82.83,83.15,82.25
82.83,82.90,83.25,82.60
82.97,83.23,83.49,82.97
82.96,82.92,83.56,82.59
82.91,83.48,83.99,82.88
83.60,84.08,84.32,83.56
83.75,83.70,84.55,83.47
83.89,84.36,84.44,83.84
83.99,84.28,85.23,83.46
83.82,84.16,84.24,83.18
83.85,82.71,84.26,82.32
83.21,83.27,84.54,82.98
82.82,82.00,83.22,81.71
82.58,82.07,83.10,81.19
81.93,81.22,83.22,81.12
81.72,82.75,82.95,81.18
83.49,83.36,84.00,82.89
83.66,84.29,84.61,83.41
84.20,85.53,85.73,84.20
85.96,86.36,86.68,85.62
86.20,86.09,86.34,85.63
86.17,86.85,87.19,86.17
86.30,86.34,87.20,85.98
86.40,85.89,86.75,85.42
86.07,84.84,86.33,84.82
85.33,84.76,85.88,83.57
84.37,83.00,84.44,82.63
83.00,81.67,83.24,81.02
82.52,83.21,83.60,82.14
83.71,85.29,85.55,83.53
85.27,84.48,85.27,84.24
84.41,83.77,84.60,83.42
84.25,83.94,84.94,82.74
83.20,84.44,84.70,83.07
84.44,82.77,84.44,82.12
82.72,83.78,83.84,82.41
83.83,84.45,84.60,83.01
84.44,85.63,85.78,83.61
85.92,86.35,86.80,85.49
85.97,85.70,86.49,85.54
85.35,86.09,86.26,84.75
85.31,85.42,85.85,84.69
85.91,83.30,85.97,83.06
83.45,84.25,84.32,82.81
81.89,80.64,82.32,78.97
80.53,80.49,80.91,78.82
80.78,82.28,82.35,80.58
81.78,81.69,82.48,81.46
82.01,82.63,82.73,81.47
82.63,82.05,82.94,81.76
81.86,81.73,82.00,81.11
82.20,82.26,82.48,81.55
82.29,82.25,82.68,81.74
82.46,82.23,82.71,81.81
81.88,82.82,82.88,81.40
82.50,82.69,82.99,81.98
82.36,82.85,82.86,82.18
82.73,82.81,82.93,82.50
82.51,83.08,83.11,82.20
83.10,82.88,83.11,82.65
82.75,82.72,82.99,82.12
82.91,82.91,83.23,82.58
83.01,82.70,83.21,82.61
82.50,82.21,82.92,82.18
82.21,82.45,82.77,81.76
82.12,82.48,82.51,81.74
82.38,82.02,82.44,81.70
82.33,81.82,82.33,81.27
81.18,78.93,81.45,78.78
79.11,79.58,79.83,78.56
78.69,76.87,78.78,76.81
76.80,76.49,78.08,75.11
76.49,78.69,78.78,76.45
78.29,78.01,78.46,77.00
77.87,78.76,79.04,77.87
78.53,79.32,79.54,78.53
79.22,79.29,79.88,78.06
79.22,79.19,79.59,78.95
79.57,79.58,79.98,79.25
79.46,79.74,80.58,79.37
79.64,79.79,80.72,79.32
79.98,79.19,80.66,79.11
78.86,77.22,79.09,77.19
77.10,76.93,77.45,76.41
77.12,78.32,78.86,77.05
78.07,77.82,78.24,77.46
77.89,78.54,78.66,77.47
78.23,78.65,79.69,78.23
78.52,79.34,79.56,78.52
79.42,78.50,79.68,78.45
78.55,78.91,79.34,78.26
78.44,77.91,78.78,76.95
78.24,78.22,78.79,77.81
78.23,77.86,78.55,77.81
77.86,78.46,78.58,77.71
78.73,78.72,79.18,78.34
78.55,78.87,79.10,78.27
78.49,78.23,78.73,77.61
78.45,78.22,78.89,78.15
78.45,77.78,78.67,77.69
78.08,77.75,78.08,77.25
77.58,77.83,78.34,76.84
77.82,77.19,77.82,77.08
77.22,78.27,78.33,77.16
78.07,77.34,78.11,77.28
77.09,76.79,77.22,76.26
80.00,79.40,82.06,78.79
79.52,80.38,80.51,78.93
80.50,80.68,80.92,80.08
80.76,80.75,81.13,80.37
81.04,80.82,81.52,80.42
80.54,80.75,81.09,80.06
81.51,81.10,81.84,81.00
80.91,81.21,81.67,80.91
80.83,80.69,81.24,80.38
80.69,80.68,81.31,80.30
81.12,81.70,81.73,80.97
81.48,81.71,81.77,81.27
81.22,81.93,82.00,81.22
82.28,81.77,82.28,81.40
81.66,81.72,82.10,81.60
81.81,82.10,82.34,81.73
81.73,82.29,82.48,81.65
81.86,81.66,82.24,81.41
81.69,82.28,82.44,81.47
82.00,81.97,82.25,81.56
81.76,81.97,82.41,81.34
82.33,81.62,82.72,81.50
81.28,81.28,81.42,80.80
81.60,81.73,82.26,81.07
81.28,80.58,81.86,80.46
80.48,80.31,80.83,79.56
80.04,79.94,80.42,79.59
79.84,79.91,80.62,79.84
80.33,81.04,81.52,79.77
80.95,81.79,81.80,80.95
81.35,81.52,81.88,80.79
80.86,80.17,80.86,80.07
80.38,81.30,81.50,80.10
81.38,82.01,82.29,81.26
82.12,82.09,82.76,81.98
82.37,82.15,82.96,81.72
82.45,82.86,82.96,82.25
83.00,82.83,83.00,82.35
82.74,82.01,82.86,81.94
82.50,82.09,82.98,81.97
82.02,82.87,82.94,80.90
81.94,80.78,82.17,80.75
81.28,79.81,81.57,79.67
80.21,80.97,81.06,79.83
81.00,80.89,81.54,80.49
80.18,80.73,80.81,80.06
80.73,81.37,81.42,79.68
80.96,79.90,81.42,79.87
80.89,79.31,81.17,79.31
80.22,80.34,80.46,79.71
80.59,81.17,81.26,80.59
81.08,81.94,82.02,81.08
81.75,81.61,81.89,81.02
82.02,81.81,82.06,81.48
81.65,81.80,81.83,80.70
81.92,81.78,81.92,81.33
81.78,81.68,82.29,81.47
82.00,82.09,82.47,81.52
82.15,82.29,82.62,81.92
82.46,81.11,82.74,81.08
80.70,80.42,80.93,80.32
80.65,81.64,81.73,80.01
81.61,82.65,83.12,81.61
83.50,88.35,88.60,83.50
88.99,88.20,89.39,87.67
88.26,89.33,89.63,88.15
89.36,89.75,90.36,89.02
90.20,91.05,91.79,90.13
91.30,90.18,91.30,89.61
89.56,90.28,90.63,89.56
90.82,91.16,91.82,90.29
90.39,90.96,91.69,89.89
90.75,92.35,92.44,90.15
92.18,93.03,93.28,92.03
92.98,93.31,93.73,92.56
92.75,93.85,93.87,92.60
93.46,93.34,93.85,93.07
92.85,90.85,93.16,89.93
90.37,90.85,91.28,89.91
89.83,88.36,90.84,88.30
83.98,85.23,87.39,83.03
86.04,84.13,86.85,84.01
85.58,85.90,86.14,83.68
86.50,86.94,87.27,85.78
86.41,86.10,87.05,85.62
85.54,86.34,86.69,85.42
85.19,83.82,85.52,83.32
84.49,84.79,84.91,83.51
85.32,85.31,86.35,84.91
84.35,84.05,84.97,83.67
84.89,84.72,85.43,83.56
85.33,83.46,85.43,83.26
82.88,82.96,83.94,82.65
82.63,83.27,83.53,82.63
84.58,83.87,85.23,83.36
83.91,86.81,86.91,83.82
86.91,88.13,88.37,86.91
88.23,89.57,90.48,87.95
88.61,86.65,88.84,86.52
87.44,88.67,89.10,86.71
87.76,86.48,87.84,85.98
86.78,86.63,87.25,86.10
86.22,86.86,87.01,85.26
87.30,87.25,88.30,86.87
86.61,85.09,86.69,84.83
85.34,85.57,85.81,84.79
86.37,87.31,87.52,85.94
87.29,87.16,88.29,85.99
86.19,88.98,88.99,85.85
88.94,90.28,90.85,88.68
89.95,88.77,90.32,88.50
89.24,89.05,89.55,88.65
88.73,90.24,90.32,88.73
90.39,90.61,91.04,89.96
90.53,91.56,91.68,90.31
91.34,91.21,92.18,91.02
90.96,89.83,91.25,89.64
89.93,90.53,90.73,89.69
90.72,90.84,91.30,90.11
90.72,91.74,91.80,90.67
91.65,91.80,92.20,91.52
92.03,91.61,92.30,91.34
92.10,93.15,93.55,92.10
93.70,93.39,93.99,92.88
93.26,93.09,93.98,92.72
92.96,92.07,93.53,91.29
92.03,93.94,94.07,91.66
94.13,93.04,96.80,91.67
93.28,95.06,95.80,93.28
95.57,95.78,95.78,94.58
95.28,96.05,96.38,94.89
96.02,96.13,97.09,95.90
96.42,97.17,97.36,95.94
96.57,96.83,96.98,95.90
96.54,96.69,96.87,95.59
96.33,97.33,97.46,96.33
97.51,97.22,98.16,96.97
96.36,94.46,96.62,94.42
94.27,93.94,94.96,93.46
93.92,95.06,95.06,93.56
95.49,94.54,95.71,94.30
94.96,95.76,95.87,94.72
95.91,96.06,96.65,95.69
96.22,96.06,96.99,95.73
96.00,98.10,98.18,95.70
97.34,98.21,98.56,97.12
98.86,99.12,99.51,97.82
98.98,99.34,99.41,98.52
99.30,98.57,99.46,98.17
98.76,98.85,99.32,98.53
98.83,97.16,98.83,97.02
97.17,95.50,97.56,95.11
95.48,97.79,97.93,95.48
97.72,97.47,97.87,96.53
96.55,96.51,97.36,95.88
96.25,95.64,97.26,95.23
95.65,95.87,96.95,95.00
94.76,95.02,96.04,94.22
95.27,95.25,96.31,94.09
95.96,96.97,97.12,95.24
97.95,98.58,99.64,97.59
98.88,97.63,99.10,97.38
96.98,94.98,97.41,94.79
95.55,94.40,96.37,93.77
94.53,95.82,95.98,93.48
96.59,97.28,97.52,96.12
96.98,96.73,97.29,96.43
96.41,96.40,96.97,95.69
96.33,97.63,97.80,94.41
97.25,98.05,98.41,97.15
97.54,95.84,97.54,95.84
94.60,92.80,94.60,92.14
92.80,93.98,94.66,92.80
92.60,92.70,93.71,92.26
91.35,91.43,92.82,90.76
91.91,91.18,92.74,90.94
91.59,92.48,92.70,91.05
93.29,93.45,93.93,92.12
93.57,91.22,93.88,91.07
91.26,91.51,92.62,90.91
89.08,89.27,89.85,87.27
90.06,89.34,90.23,88.67
88.24,86.60,88.37,84.57
87.00,86.75,87.64,86.32
87.75,88.06,88.29,87.08
87.62,88.51,88.96,87.50
88.66,90.25,90.60,88.66
90.10,89.44,90.77,88.99
91.46,96.95,98.96,91.46
97.54,100.72,101.37,97.54
100.49,100.82,101.83,99.93
99.77,99.96,100.77,99.42
100.71,100.25,100.85,99.23
100.06,99.19,100.48,98.27
99.16,100.35,100.98,98.93
99.79,102.11,102.13,99.27
100.79,102.99,103.44,100.79
102.99,100.28,103.77,100.00
98.55,98.42,99.20,97.77
98.55,97.15,98.70,96.01
98.19,98.63,99.17,97.55
99.20,100.86,100.99,99.17
101.14,101.94,102.80,100.24
101.39,101.44,101.92,100.50
101.81,102.09,102.53,101.30
101.85,100.87,102.25,100.76
100.32,101.65,102.07,99.45
101.96,102.65,103.03,101.08
102.92,101.94,103.35,101.50
101.70,101.22,102.49,101.08
102.10,101.40,102.76,100.96
101.11,103.50,103.62,100.24
103.76,104.94,105.10,103.31
104.79,106.55,108.00,104.79
105.58,105.73,106.72,105.31
105.47,105.25,105.87,104.64
105.62,106.40,106.48,105.09
106.87,106.81,107.27,105.05
107.33,106.35,107.90,105.82
106.09,105.47,106.17,104.68
105.00,105.67,105.98,105.00
105.67,106.55,106.91,104.80
106.80,107.44,107.73,106.31
107.12,106.73,107.76,106.73
106.82,106.46,107.02,106.00
106.35,104.90,106.35,104.74
104.89,104.87,105.34,104.19
104.67,104.80,105.00,104.32
105.23,105.88,105.91,104.83
105.44,106.68,106.93,105.44
107.35,107.80,107.98,106.99
107.99,106.79,107.99,106.24
106.15,109.92,110.00,105.84
110.10,109.54,110.10,108.80
109.08,108.46,109.08,107.57
108.24,108.23,108.60,107.23
107.53,108.05,108.20,106.92
108.54,109.76,110.29,108.40
110.44,109.18,110.75,109.04
109.45,110.23,110.59,108.92
110.59,108.74,110.69,108.36
108.89,106.56,109.11,106.50
106.14,107.40,107.81,106.00
107.39,107.51,107.99,106.75
107.94,107.62,108.45,107.25
107.47,106.58,107.93,106.48
106.66,104.75,106.66,104.56
104.68,106.02,106.11,104.24
105.89,106.81,106.97,105.89
106.95,107.27,108.01,106.87
107.19,107.18,107.81,105.80
110.15,114.03,114.05,110.14
113.93,115.09,115.20,113.60
115.94,114.99,115.96,114.68
114.71,114.23,114.96,112.06
114.08,116.14,116.61,113.43
116.16,116.76,117.27,116.16
116.68,117.54,117.80,115.68
117.33,118.07,118.82,117.33
118.79,119.89,119.93,117.82
119.58,119.11,119.80,117.62
119.15,119.76,120.18,118.75
119.50,118.12,119.55,117.50
118.60,120.31,120.50,118.39
120.00,116.55,120.44,115.67
116.10,117.97,119.09,115.33
118.13,118.28,118.87,117.07
119.09,116.96,119.36,116.88
117.39,117.65,117.89,116.23
118.31,119.66,120.54,118.31
120.14,118.30,120.22,118.12
118.66,119.05,119.85,117.88
119.19,118.68,119.44,118.26
119.09,117.41,119.87,116.83
117.41,118.12,118.46,116.39
117.92,119.36,119.36,117.77
119.55,119.47,120.08,119.03
119.74,118.77,120.00,117.92
119.19,119.49,120.01,119.03
119.25,119.58,119.89,118.86
119.10,123.05,123.24,118.88
122.24,122.54,123.04,121.71
121.66,120.40,122.73,120.01
120.40,121.77,122.25,119.84
122.61,122.13,123.29,121.62
121.50,122.18,122.28,121.07
121.73,122.28,122.47,120.67
124.10,124.22,124.68,123.80
124.57,124.97,125.25,123.80
125.37,124.55,125.45,124.41
125.51,125.97,126.44,124.97
124.05,123.81,125.65,123.11
123.36,122.14,123.86,121.86
122.10,124.32,124.33,121.77
125.24,123.67,125.65,123.45
124.12,129.41,129.42,124.11
129.48,129.52,130.62,128.25
129.77,130.05,130.58,128.41
130.44,132.35,132.93,130.44
133.20,131.80,133.20,131.04
132.06,132.40,132.95,131.44
132.44,132.22,132.89,131.91
132.31,130.20,132.64,129.94
130.15,130.29,130.71,129.82
130.05,130.90,131.10,130.05
131.61,132.84,133.50,131.61
133.23,132.82,133.33,132.36
132.73,132.75,133.28,132.42
133.19,132.55,133.32,132.37
132.96,132.62,133.23,131.90
132.42,132.78,133.37,132.07
133.02,132.83,133.25,132.13
133.00,132.22,133.80,132.22
132.37,131.65,132.67,131.30
132.33,133.43,133.81,131.21
133.25,133.24,134.00,132.91
133.29,133.63,133.78,132.31
133.36,133.77,133.84,132.31
133.93,133.66,134.00,132.66
133.37,134.19,134.39,133.37
134.59,135.17,135.47,134.00
134.97,135.24,135.57,133.78
135.17,135.89,136.58,135.03
136.00,135.66,136.75,135.40
136.17,136.11,136.68,135.81
136.48,135.96,136.89,135.71
135.84,134.98,136.34,134.94
134.58,132.86,134.99,132.82
133.13,134.02,134.31,132.67
133.89,135.82,136.00,133.74
135.79,137.21,137.24,135.08
136.84,137.60,137.87,136.84
137.67,137.44,138.17,137.29
137.33,136.52,137.43,136.19
136.43,136.26,136.74,136.05
136.10,135.91,137.40,135.60
136.01,136.40,136.81,135.74
136.40,135.99,136.42,135.27
135.79,136.96,137.18,135.57
136.74,137.23,137.83,136.03
137.83,139.22,139.72,137.72
139.49,138.93,140.00,138.11
139.36,139.64,140.00,138.85
139.13,138.73,139.35,138.34
138.03,136.13,138.20,136.11
135.73,135.43,136.00,134.11
134.74,133.19,135.53,132.96
133.21,131.07,133.32,130.61
131.19,131.16,131.61,129.56
131.06,128.87,131.06,128.18
129.00,129.40,130.00,128.65
129.99,129.13,130.75,129.09
129.13,130.09,130.19,128.25
130.68,131.36,131.64,130.37
131.58,129.28,131.58,129.07
129.22,129.21,129.79,128.89
129.79,129.68,129.99,129.21
130.00,130.55,130.64,129.52
130.59,131.73,132.22,130.33
132.24,133.06,133.66,131.76
133.26,134.02,134.33,132.53
134.09,131.76,134.32,131.37
131.91,133.03,133.40,131.58
133.20,134.07,134.19,132.32
134.13,132.72,134.23,131.68
133.39,134.78,134.84,133.29
134.99,133.47,134.99,133.03
133.65,134.30,134.65,133.12
133.60,133.55,134.23,133.20
133.82,133.38,134.18,132.89
133.17,132.93,133.67,132.38
133.98,134.80,135.20,133.85
135.18,134.30,135.19,133.64
134.48,130.30,134.48,130.03
130.81,130.41,130.89,129.76
131.85,132.00,132.65,131.10
131.94,131.65,132.10,131.05
131.59,129.65,131.86,129.51
130.08,129.20,130.15,128.75
129.28,130.28,131.11,128.49
130.55,131.17,131.80,129.99
131.68,131.31,133.16,131.16
131.48,128.97,137.62,128.15
128.82,129.19,131.16,128.21
129.22,128.24,129.73,128.21
129.11,131.03,131.16,128.99
131.08,132.94,133.46,131.08
130.30,125.32,130.30,123.66
125.22,119.71,125.56,119.65
119.31,116.58,119.39,116.36
116.98,116.21,117.56,113.92
116.75,119.47,120.28,116.75
119.24,120.29,120.30,118.62
120.62,119.88,121.20,119.81
119.90,120.88,121.38,119.36
120.88,121.48,121.50,120.40
122.17,119.12,122.17,118.89
118.83,118.89,120.71,118.32
119.10,119.93,121.32,119.10
120.22,119.57,121.63,119.13
119.27,120.22,120.64,118.81
120.00,117.38,120.72,117.15
118.02,117.45,118.72,116.27
117.47,118.56,118.82,116.76
118.64,119.69,119.92,118.14
