VB,Vanguard Small-Cap ETF - DNQ,NASDAQ
93.30,92.05,93.43,91.70
92.11,92.01,92.53,90.95
90.83,90.96,91.68,89.92
91.83,91.97,92.18,91.11
92.85,92.60,92.92,92.13
93.23,94.01,94.12,93.03
93.89,93.71,94.35,93.41
94.34,95.11,95.54,94.34
95.12,95.00,95.71,94.50
94.65,95.11,95.35,94.50
96.19,96.36,96.36,94.95
96.80,96.64,96.95,96.52
97.30,97.54,97.68,96.80
97.54,97.70,97.78,97.25
98.88,98.85,98.98,98.42
98.80,99.17,99.33,98.76
99.32,99.56,99.65,99.16
99.66,98.97,99.74,98.78
99.60,99.39,99.75,99.19
99.77,100.24,100.48,99.67
100.05,100.21,100.23,99.85
100.38,100.47,100.67,100.16
100.90,100.42,100.93,100.29
100.90,99.68,100.90,99.45
99.48,100.32,100.35,99.41
99.71,99.98,100.00,99.35
99.82,99.51,100.21,99.16
99.79,99.79,100.00,99.43
100.07,100.07,100.90,99.95
101.00,101.69,101.86,100.75
101.33,101.68,101.73,101.09
101.58,101.83,102.00,101.41
101.54,100.74,101.62,100.51
100.40,100.04,100.51,99.72
100.59,100.59,100.84,99.99
100.32,100.63,100.94,100.16
99.89,100.93,101.02,99.80
101.11,100.84,101.12,100.22
100.84,100.41,100.97,100.39
99.50,98.68,99.71,98.41
98.38,98.26,98.89,98.14
98.17,97.27,98.29,97.27
97.30,98.60,98.77,97.28
98.25,98.04,98.94,97.60
98.33,99.19,99.29,98.26
99.54,99.34,99.54,98.77
99.52,99.50,100.08,99.19
98.32,97.36,98.71,97.26
97.21,97.54,97.90,97.15
97.51,98.22,98.56,97.43
98.17,96.83,98.37,96.75
98.12,97.23,98.58,96.47
97.28,98.17,98.22,97.00
98.31,98.41,98.72,98.19
99.09,98.72,99.21,97.38
99.17,100.12,100.13,99.00
100.66,101.08,101.08,100.43
100.98,101.16,101.27,100.65
101.15,100.65,101.26,100.53
100.89,100.91,100.99,100.43
102.25,101.47,102.64,101.30
101.50,102.20,102.21,101.47
102.30,103.20,103.53,101.51
103.45,103.14,103.68,102.92
103.35,102.54,103.43,102.41
102.37,102.16,102.48,101.49
102.25,102.29,103.01,101.69
102.46,102.36,103.07,102.03
102.65,102.96,103.28,102.40
102.39,102.54,102.84,102.21
101.41,102.49,102.74,101.31
102.27,103.88,103.89,102.27
103.18,103.55,103.75,102.82
103.32,102.63,103.49,101.96
102.66,103.27,103.55,102.53
102.25,102.12,102.81,102.11
102.29,100.37,102.30,100.36
100.52,100.00,100.75,99.34
101.25,102.26,102.35,101.02
102.18,103.42,103.44,102.00
102.83,103.90,103.96,102.54
103.75,102.90,103.82,102.72
103.63,104.31,104.31,103.38
103.95,105.22,105.22,103.60
105.89,106.07,106.16,105.37
106.32,106.00,106.40,105.81
106.53,106.53,107.12,106.11
106.11,106.14,106.25,105.57
106.28,106.71,106.84,106.01
106.98,106.89,107.03,106.41
107.02,106.82,107.08,106.40
107.09,107.20,107.25,106.50
107.29,106.11,107.39,105.76
106.09,105.75,106.59,105.39
105.95,105.62,106.23,104.93
106.04,106.79,106.82,105.82
106.39,106.21,106.55,105.64
106.78,105.93,106.91,105.71
106.38,104.02,106.38,103.96
104.20,105.63,105.77,104.17
105.61,105.98,106.10,105.31
105.64,105.93,105.97,105.37
105.31,107.10,107.10,105.13
107.14,107.28,107.41,106.59
107.60,107.76,107.79,107.20
108.18,106.95,108.18,106.64
106.84,106.27,107.30,105.93
106.57,106.09,106.96,105.65
106.32,107.55,107.57,106.28
107.64,107.91,108.03,107.38
108.26,107.84,108.26,107.63
107.96,108.31,108.52,107.72
108.48,108.76,108.77,108.24
109.05,108.62,109.14,108.58
108.77,108.01,108.81,107.91
107.88,107.54,108.11,107.09
107.14,107.36,108.01,106.35
107.27,107.44,107.59,106.92
108.49,108.18,108.50,107.85
108.36,108.24,108.63,107.89
108.00,107.71,108.65,107.66
107.81,105.99,107.82,105.76
105.97,106.08,106.41,105.70
106.28,106.34,106.65,105.77
106.80,107.26,107.44,106.71
107.35,107.32,107.48,106.67
107.44,108.68,108.68,106.38
108.46,108.02,108.62,108.00
108.02,109.61,109.68,108.02
110.25,110.53,110.59,110.01
109.11,109.55,109.72,109.11
110.11,109.67,110.22,109.53
109.98,109.65,110.69,109.34
109.75,109.67,109.92,109.40
110.06,109.95,110.24,109.84
109.69,108.98,109.70,108.55
109.33,109.39,109.63,108.97
110.01,108.76,110.01,108.70
108.99,109.52,109.89,108.99
109.50,109.77,109.94,109.00
110.09,109.72,110.22,109.12
109.86,110.53,110.53,109.51
110.21,109.09,110.49,108.62
109.49,110.47,110.50,109.25
110.72,111.10,111.17,110.55
111.02,111.09,111.14,110.74
111.09,110.63,111.15,110.43
111.50,111.16,111.50,110.50
111.16,111.74,111.80,111.10
111.25,110.87,111.28,110.31
110.34,108.23,110.39,108.06
108.49,106.90,108.49,106.14
107.05,108.03,108.09,107.03
107.00,106.67,107.74,106.47
107.61,108.29,108.69,107.45
106.68,107.69,108.50,106.59
107.49,104.32,107.73,104.10
104.78,105.33,105.59,104.15
104.71,104.71,105.05,103.51
105.02,105.94,106.07,105.02
106.45,107.03,107.12,106.04
107.13,107.36,107.40,106.53
107.51,108.32,108.56,107.33
108.65,108.85,109.21,108.42
107.84,110.01,110.10,107.77
109.79,110.32,110.39,109.45
110.70,111.20,111.31,110.28
110.95,110.32,111.50,110.21
110.30,111.21,111.39,110.20
111.54,111.57,111.89,111.24
111.73,112.29,112.96,111.66
112.40,112.35,112.84,111.87
112.46,112.85,113.45,112.21
112.58,113.44,113.44,112.44
113.34,113.16,114.05,112.58
112.20,112.61,112.98,111.58
113.86,114.84,115.24,113.66
114.89,114.83,115.01,114.58
115.06,114.75,115.21,114.63
115.43,114.83,115.45,114.25
114.67,114.34,114.77,113.69
114.47,113.38,114.79,113.01
112.90,113.71,113.71,112.36
114.17,112.31,114.17,111.83
112.02,112.65,113.07,112.01
113.28,113.43,114.14,113.20
113.64,114.84,114.90,113.52
114.80,114.07,114.89,113.39
113.86,114.32,114.48,113.43
114.72,114.02,115.25,113.88
114.34,112.83,114.55,112.00
113.33,112.80,113.86,112.17
113.64,111.08,113.64,111.06
111.07,110.79,111.60,110.29
110.91,111.04,112.22,110.81
111.82,112.95,113.04,111.38
113.06,114.05,114.17,113.01
114.49,114.66,114.72,114.09
114.69,113.76,114.74,113.36
114.49,111.72,114.60,111.31
111.25,109.91,111.49,109.31
110.13,110.70,111.07,109.34
111.00,112.17,112.18,110.69
112.13,109.44,112.15,109.00
108.57,107.89,109.47,107.53
108.90,108.32,109.31,107.41
108.77,108.90,109.28,106.77
109.66,110.16,110.19,109.17
110.00,110.58,110.93,109.76
110.67,111.03,111.11,110.07
111.25,112.07,112.33,111.13
111.87,111.56,112.20,111.47
112.22,111.38,112.31,110.54
111.15,109.68,111.15,109.43
110.00,109.14,110.48,107.76
109.68,109.58,110.01,109.17
109.39,110.19,110.28,108.70
110.31,110.38,111.05,109.43
110.47,110.61,111.48,110.17
109.80,110.51,110.73,109.25
110.19,109.17,110.39,109.09
109.32,109.34,109.47,107.82
109.25,108.57,110.31,108.23
108.41,109.03,109.03,107.90
109.60,111.02,111.31,109.55
111.06,110.32,111.37,110.28
110.06,109.07,110.16,108.91
108.26,108.29,108.59,106.93
108.38,108.89,108.89,107.59
108.51,109.78,110.06,108.40
109.55,108.44,109.55,107.91
108.90,109.01,109.32,108.14
109.18,109.70,110.08,108.93
109.72,110.70,110.75,109.63
111.25,111.83,112.07,111.16
111.64,111.49,111.81,111.04
111.88,111.95,111.98,111.30
111.95,111.58,112.00,111.25
112.01,111.58,112.01,110.65
111.22,111.45,111.68,110.80
111.11,112.01,112.12,110.93
112.28,113.67,113.76,111.71
114.24,114.56,114.81,113.93
114.56,115.13,115.66,114.39
114.88,114.90,115.04,114.45
114.40,114.52,114.60,113.98
114.33,113.84,114.36,113.48
113.93,114.21,114.36,113.35
114.19,114.52,114.64,113.83
114.36,115.35,115.78,114.28
115.35,116.06,116.08,114.96
116.32,116.26,116.49,115.66
116.39,116.57,116.58,116.06
116.72,116.42,116.90,116.25
116.22,115.42,117.09,115.32
114.77,116.21,116.22,114.76
116.20,116.09,116.21,115.16
115.63,116.75,116.76,115.63
116.56,117.12,117.15,116.31
117.71,118.05,118.75,117.48
118.12,117.64,118.36,117.48
118.03,118.18,118.31,117.85
117.82,116.79,118.00,116.71
116.54,115.57,116.62,115.02
115.88,115.79,116.16,115.36
113.79,114.94,115.57,113.46
114.93,114.77,115.05,114.33
115.80,115.25,115.93,115.09
115.23,114.52,115.61,113.94
115.10,114.48,115.16,114.02
113.70,112.95,114.55,112.78
113.15,114.50,114.55,113.11
113.83,114.04,114.19,113.43
114.59,114.78,115.19,114.45
115.00,114.90,115.25,114.51
115.23,114.93,115.42,114.72
114.15,114.10,114.53,113.86
114.18,113.72,114.41,113.00
114.05,113.57,114.45,113.55
114.24,113.81,114.32,113.40
112.73,111.24,113.00,111.24
111.33,110.95,111.72,110.13
111.33,111.77,111.89,110.34
111.20,111.26,112.17,110.70
110.59,111.44,112.03,110.59
111.66,110.99,112.11,110.66
111.11,112.09,112.15,110.97
112.60,112.92,113.56,112.40
112.61,112.31,113.14,111.88
112.68,113.21,113.36,112.50
113.25,113.56,113.63,113.14
114.20,113.51,114.30,112.57
114.49,115.00,115.00,114.13
115.15,115.54,115.66,115.15
115.02,115.52,115.65,114.90
115.39,115.70,115.82,114.80
115.60,115.68,115.99,115.11
116.28,116.10,116.49,115.80
116.28,116.82,116.96,116.23
116.92,116.59,116.97,116.40
116.16,116.22,116.42,115.70
116.43,116.87,116.95,116.08
117.13,117.30,117.60,116.75
117.86,116.84,117.90,116.72
117.04,116.39,117.60,116.15
116.30,116.77,116.79,115.80
116.68,116.76,117.12,116.22
116.67,115.68,116.67,115.50
115.61,116.10,116.14,115.19
115.53,116.71,116.77,115.35
116.72,115.65,116.72,115.29
115.67,114.61,115.69,114.37
114.46,115.25,115.46,114.25
115.35,115.40,116.05,114.89
115.82,115.82,116.00,115.57
116.46,114.84,116.46,114.55
114.46,113.21,114.46,112.99
112.83,112.24,113.39,112.23
112.31,112.95,113.11,111.80
112.70,111.29,112.75,110.97
111.68,112.08,112.23,111.28
110.92,112.04,112.25,110.90
111.96,110.63,112.07,110.63
110.52,109.09,110.63,108.79
108.95,109.73,110.08,108.00
110.53,110.56,111.00,109.99
110.89,109.96,110.96,109.70
109.38,108.17,109.70,108.14
108.00,109.90,109.94,107.08
109.72,107.27,109.72,107.25
107.00,105.49,107.72,105.41
105.65,104.29,106.21,104.24
105.19,105.33,106.63,104.77
104.30,105.79,106.30,103.20
104.44,107.00,107.51,104.40
108.46,107.35,108.46,106.84
107.04,108.53,108.54,107.04
109.12,110.79,110.83,109.10
111.00,109.47,111.37,109.37
110.48,111.19,111.84,110.26
111.25,111.43,111.50,110.64
110.88,111.26,111.28,110.08
111.81,113.65,113.68,111.50
113.88,113.43,114.32,112.54
112.98,114.04,114.36,112.77
116.05,115.63,116.05,114.89
115.98,115.69,116.35,115.33
115.46,115.02,115.64,114.49
115.83,115.23,115.88,114.80
115.32,115.84,115.84,115.01
115.94,116.08,116.19,115.41
116.27,116.47,116.63,116.00
116.41,116.45,116.54,116.11
115.94,116.84,116.98,115.88
116.92,116.22,117.17,115.91
116.25,116.14,116.52,115.73
115.99,115.66,116.27,115.46
116.10,116.33,116.72,116.01
116.18,115.56,116.24,114.89
115.04,116.53,116.53,115.00
118.18,116.83,118.18,116.49
117.10,117.93,117.93,117.04
118.07,117.94,118.50,117.44
117.89,118.17,118.18,117.78
118.12,116.85,118.12,116.66
116.49,115.11,116.54,115.09
115.22,116.03,116.35,115.22
116.06,117.02,117.25,115.92
116.91,116.65,117.00,116.13
117.05,117.10,117.34,116.76
116.84,115.93,117.65,115.50
114.83,116.99,117.05,114.50
116.63,114.61,116.75,114.50
115.10,115.11,116.36,114.86
114.00,113.60,114.70,113.55
114.17,112.61,114.46,112.21
112.34,112.28,114.06,112.00
112.59,115.34,115.34,112.43
116.87,117.15,117.15,115.94
117.20,117.61,117.92,116.87
116.05,116.50,116.50,115.79
117.02,116.80,117.34,116.59
116.96,117.02,117.27,116.63
117.42,117.63,117.92,117.42
117.86,118.18,118.45,117.70
118.07,117.57,118.26,117.55
118.06,116.66,118.24,116.61
117.25,116.28,117.51,115.33
115.62,114.49,115.68,114.05
114.75,113.03,114.83,112.16
113.87,114.39,114.39,113.36
115.27,116.21,116.28,115.18
116.49,115.23,116.49,114.94
115.42,114.69,115.46,113.89
115.53,114.67,116.58,113.42
113.49,114.25,114.37,112.94
114.62,112.52,114.82,112.46
112.34,114.28,114.38,112.33
114.44,113.76,114.63,112.82
113.45,113.99,114.55,113.11
114.75,116.09,116.10,113.64
116.14,115.88,116.46,115.64
115.80,117.03,117.03,115.07
115.87,116.40,116.90,115.41
116.94,114.71,117.06,114.52
115.04,115.92,115.92,114.15
115.20,114.16,115.56,114.02
114.38,115.12,115.21,112.85
115.50,117.28,117.33,115.50
116.85,116.77,117.41,116.56
117.13,118.22,118.39,117.04
118.40,117.90,118.67,117.51
117.60,117.19,118.15,117.00
117.76,117.94,118.06,116.67
117.83,117.88,118.14,117.20
118.59,119.23,119.29,118.27
119.51,119.86,119.95,119.08
119.98,120.07,120.25,119.51
119.81,120.41,120.42,119.63
120.18,120.35,120.62,119.86
120.19,121.01,121.02,119.48
120.72,120.98,120.98,120.14
121.05,121.11,121.31,120.65
121.06,121.21,121.46,120.83
121.22,121.25,121.41,120.80
121.19,120.78,121.29,120.75
120.85,121.65,121.70,120.75
121.32,121.04,121.33,120.61
120.55,120.57,120.72,119.90
120.79,120.74,120.93,120.24
120.17,119.20,120.55,118.97
119.54,119.56,119.75,119.14
118.59,118.17,118.64,117.91
118.57,118.86,118.99,117.92
119.52,120.51,120.57,119.41
120.39,119.88,120.60,118.86
120.51,120.90,120.98,120.26
120.65,121.23,121.27,120.47
120.90,122.41,122.79,120.57
122.16,122.29,122.46,121.86
122.93,123.44,123.51,122.53
123.38,123.26,123.68,123.23
123.17,122.95,123.35,122.77
123.03,120.53,123.12,120.46
120.20,120.27,120.78,119.61
120.24,120.96,121.00,119.87
121.73,122.57,122.75,121.60
122.12,122.56,123.90,121.81
122.16,121.96,122.37,120.90
121.93,122.37,122.87,121.89
121.80,123.14,123.28,121.50
123.08,122.31,123.32,122.31
122.48,123.11,123.25,122.28
123.11,122.84,123.36,121.92
123.18,123.28,123.46,123.02
123.37,123.11,123.77,123.07
123.28,123.20,123.41,122.34
123.65,124.02,124.40,123.49
123.87,123.82,124.14,123.45
123.21,122.12,123.21,121.65
122.76,123.10,123.34,122.63
123.54,123.04,123.64,122.92
123.12,123.30,123.40,122.31
123.18,123.99,124.23,123.16
124.14,123.64,124.14,123.50
123.92,122.50,124.34,122.28
122.55,122.97,123.01,121.50
122.45,122.09,122.71,121.79
121.41,120.06,121.68,119.65
120.44,121.01,121.12,120.18
121.16,121.50,122.05,120.96
121.45,119.82,121.65,119.51
120.25,119.96,120.43,119.22
119.95,120.45,120.75,119.41
121.30,121.51,122.02,121.30
121.53,121.50,122.21,121.30
121.15,121.33,121.65,120.02
121.78,121.44,121.98,121.11
122.05,122.54,122.62,121.57
122.48,122.65,122.68,122.06
123.75,123.75,123.81,122.31
123.63,123.53,123.72,123.18
123.73,123.65,124.00,123.10
123.62,123.65,124.00,123.30
123.52,123.45,123.84,123.09
123.11,122.24,123.11,121.75
122.41,123.38,123.45,121.92
123.14,123.25,123.38,122.57
123.11,122.48,123.25,122.06
123.27,122.78,123.33,121.83
122.32,122.93,123.47,122.08
123.34,123.66,123.98,122.84
123.11,122.50,123.43,122.21
122.35,122.99,123.17,121.45
122.86,122.28,123.20,122.16
122.36,121.99,122.45,121.30
122.68,123.38,123.77,122.51
123.67,123.82,123.94,123.43
123.46,123.28,123.56,123.06
122.68,122.90,123.00,121.65
122.67,123.57,123.77,122.66
123.89,123.54,124.12,123.14
123.99,124.81,125.18,123.85
124.76,124.73,125.11,124.56
125.36,125.24,125.47,125.00
125.26,125.51,125.51,125.10
125.39,124.30,125.51,124.20
124.65,124.03,124.69,123.60
124.21,123.87,124.34,123.29
123.15,121.03,123.43,120.93
122.08,121.47,122.08,121.02
122.61,121.83,122.61,121.37
122.04,121.37,122.23,121.03
120.59,121.07,121.82,120.38
121.46,121.63,121.63,119.30
120.43,119.59,121.02,119.12
120.78,119.98,121.13,119.84
121.14,121.34,121.50,120.78
122.13,122.47,122.65,122.02
122.50,123.14,123.30,122.41
123.21,122.44,123.43,122.22
123.24,123.10,123.28,122.81
123.20,122.39,123.21,122.10
122.48,121.99,122.50,121.75
122.05,121.40,122.45,121.20
120.99,121.64,121.77,120.88
121.86,120.67,122.06,120.43
120.70,119.27,120.94,119.10
118.80,118.20,118.86,117.96
118.66,119.39,119.56,117.52
119.41,120.43,120.62,119.05
120.12,120.66,120.75,119.61
120.90,121.12,121.75,120.67
121.15,120.55,121.23,119.88
120.74,120.34,121.18,120.07
120.96,120.73,121.86,120.39
120.88,119.42,121.06,118.54
119.04,118.88,119.25,118.25
119.49,120.40,120.56,119.43
119.64,119.48,120.09,118.92
118.69,119.29,119.55,117.34
119.41,119.12,119.65,118.72
119.00,119.79,119.89,118.72
119.54,120.94,120.94,119.09
120.83,120.29,120.83,120.05
119.60,118.94,119.88,118.32
118.11,116.13,118.12,116.11
115.31,114.09,115.74,113.85
109.00,109.57,113.11,90.03
110.66,108.43,113.14,108.43
109.51,111.34,111.72,108.45
112.42,113.85,114.28,111.83
113.65,114.63,114.84,113.52
114.33,114.06,114.92,113.70
112.92,110.96,112.92,110.47
112.06,112.57,112.60,110.86
112.78,112.86,113.94,112.55
111.77,111.64,112.44,111.18
113.32,114.29,114.36,113.01
115.07,113.03,115.26,112.90
112.83,113.31,114.08,112.66
112.86,113.81,113.81,112.41
114.12,113.37,114.12,113.17
113.67,114.68,114.84,113.45
114.69,115.71,115.83,114.55
115.75,115.97,117.41,115.54
114.36,114.22,115.36,113.94
114.91,114.26,115.77,113.96
113.37,112.54,113.41,111.93
112.89,112.19,113.08,111.87
111.66,111.70,111.87,110.47
111.59,110.01,112.00,109.46
109.74,106.87,109.75,106.51
106.96,106.32,107.59,105.86
107.33,107.95,108.08,106.73
107.97,107.87,108.36,106.53
107.04,109.53,109.57,106.25
110.52,111.98,112.09,110.44
111.91,111.55,112.38,110.92
112.08,113.17,113.21,111.57
113.05,114.25,114.51,112.70
114.40,114.48,114.81,114.07
114.53,114.29,114.79,113.97
113.79,112.99,114.81,112.91
113.07,112.12,113.54,111.93
112.40,113.90,113.93,111.70
114.10,113.90,114.23,113.07
113.46,114.04,114.43,113.31
113.95,114.05,114.71,113.68
114.49,112.54,114.49,112.43
113.21,113.36,113.82,112.51
114.14,114.15,114.28,113.20
114.15,113.61,114.17,113.35
113.21,112.57,113.31,111.91
112.79,115.11,115.13,112.56
114.75,114.37,115.10,114.02
114.19,114.08,114.75,113.98
114.23,116.19,116.36,114.15
116.08,116.41,116.99,115.71
116.73,116.20,116.87,115.70
116.28,116.26,116.48,115.23
115.98,116.61,116.65,115.11
116.53,115.39,116.75,114.71
115.05,115.70,115.70,114.67
115.93,114.84,115.93,114.82
114.03,112.57,114.18,112.54
112.35,111.69,112.78,111.41
111.47,112.83,112.83,111.27
113.17,112.52,113.79,112.36
112.86,114.33,114.40,112.58
114.27,114.08,114.46,113.80
114.48,114.65,115.05,114.30
114.66,115.08,115.53,114.63
114.70,115.80,115.93,114.27
115.85,116.38,116.53,115.62
116.47,116.64,116.88,116.11
116.86,116.13,117.04,116.08
116.75,116.99,117.01,116.16
116.98,115.75,117.09,115.59
116.15,113.89,116.30,113.38
113.93,115.08,115.20,113.82
114.95,113.56,114.95,113.10
112.63,112.91,113.34,112.08
112.57,111.74,113.77,111.32
111.74,112.12,112.69,111.45
111.06,109.96,111.20,109.61
109.87,109.23,110.44,108.38
109.79,110.65,110.92,109.79
111.39,112.23,112.43,110.83
112.73,110.90,112.82,110.85
110.50,109.36,110.64,109.36
109.89,110.04,110.32,109.27
110.31,111.04,111.24,109.69
111.01,111.96,112.02,110.83
111.97,112.07,112.59,111.68
111.60,111.60,111.62,110.64
112.19,112.66,112.74,111.71
112.58,111.71,112.83,111.69
111.42,110.64,111.82,110.64
109.00,108.88,109.06,107.73
109.29,108.94,109.29,108.41
107.57,107.31,108.16,106.70
105.75,104.42,106.20,104.32
104.77,102.97,105.25,102.79
103.29,102.47,103.69,101.41
103.26,102.76,103.83,101.11
102.95,99.69,103.43,99.11
100.12,100.87,101.60,98.42
98.49,99.22,99.36,97.08
100.19,98.18,100.26,97.25
96.96,97.99,99.00,94.25
98.07,98.01,99.74,97.45
99.69,100.47,100.69,99.38
99.93,98.34,100.15,98.15
98.72,100.48,100.55,98.53
100.04,99.27,101.03,98.72
100.20,99.13,100.56,98.77
99.64,102.29,102.29,99.64
101.68,102.20,102.69,100.98
101.23,99.93,101.30,99.56
100.72,100.42,100.72,98.09
100.12,101.22,102.08,100.02
100.59,98.63,100.59,98.51
97.66,96.56,97.66,95.18
95.12,95.99,97.07,95.07
96.62,96.04,97.95,96.02
94.55,94.84,95.49,93.91
95.76,96.65,96.76,95.24
97.71,98.85,98.92,97.17
99.54,100.61,101.08,99.48
100.70,100.26,100.81,99.84
99.85,100.44,100.47,99.19
101.44,101.73,102.08,101.38
101.52,100.88,101.83,100.83
99.97,101.72,101.94,99.29
101.95,102.76,102.79,101.57
103.43,103.48,103.77,103.00
103.49,103.08,104.25,103.08
103.90,105.23,105.26,103.48
105.15,106.39,106.39,104.95
106.41,107.60,107.62,106.29
107.73,108.28,108.86,107.36
107.81,109.16,109.30,107.69
108.62,106.75,108.64,106.65
107.09,107.27,107.47,106.52
107.71,106.77,107.94,105.68
107.70,108.96,109.02,107.61
108.54,108.60,108.92,108.09
107.68,107.09,107.88,106.80
106.70,108.13,108.30,106.70
107.97,109.60,109.92,107.66
109.78,110.36,110.60,109.58
110.20,110.17,110.59,109.84
109.74,110.22,110.56,109.37
109.83,108.41,109.90,108.35
107.81,108.58,108.61,107.22
108.91,108.77,109.08,108.02
108.50,111.10,111.10,108.22
111.67,111.19,111.90,110.92
111.24,111.49,111.80,111.12
110.77,111.75,111.89,110.15
111.60,110.91,111.90,110.79
110.06,109.63,110.43,109.56
109.70,110.86,110.89,109.41
110.17,109.45,110.55,108.91
110.35,110.07,110.86,109.71
110.67,109.83,111.39,109.82
109.88,110.92,111.14,109.51
111.64,113.02,113.03,111.48
112.96,112.80,113.11,112.51
112.47,113.11,113.20,112.44
112.62,113.67,113.80,112.43
114.08,114.13,114.68,113.60
114.04,114.20,114.78,113.61
114.24,113.39,114.45,113.18
113.49,114.46,114.58,113.49
114.29,113.85,114.29,113.38
114.12,114.86,114.91,113.83
114.97,115.50,115.68,114.63
115.01,114.21,115.59,113.96
113.89,113.46,114.15,112.63
113.81,114.32,114.40,113.16
113.62,112.58,113.62,111.91
112.08,111.95,112.98,111.53
112.54,111.67,112.61,111.45
111.35,112.22,112.30,111.12
112.22,112.38,112.89,111.84
112.96,113.56,113.63,112.47
113.48,112.43,113.57,112.36
112.89,111.90,113.03,111.22
111.72,111.09,112.25,110.73
111.46,112.33,112.70,111.22
112.17,111.14,112.72,110.63
110.74,111.06,112.03,110.32
110.32,110.47,111.21,109.50
110.90,111.95,112.02,110.71
112.05,111.82,112.37,111.69
112.42,113.74,113.93,112.42
113.97,114.52,114.67,113.85
114.72,114.39,114.94,114.18
114.35,115.41,115.41,114.25
115.62,115.60,116.01,115.18
115.19,116.29,116.33,114.95
115.99,117.07,117.09,115.87
116.99,116.54,116.99,115.72
116.74,117.71,117.90,116.68
117.82,118.04,118.44,117.45
118.19,118.73,118.85,118.12
118.32,118.17,118.69,117.77
117.13,116.27,117.13,115.94
115.94,115.01,116.42,114.88
114.42,114.29,114.93,113.62
114.67,114.58,115.44,114.43
113.88,114.38,114.46,112.89
114.57,114.33,115.00,113.95
115.98,115.70,116.53,115.62
115.73,115.50,115.81,114.93
115.74,115.14,116.18,115.09
116.29,117.21,117.24,116.25
112.73,112.77,114.54,112.45
111.37,109.31,111.48,108.79
110.48,111.39,111.63,110.29
112.75,113.79,113.90,112.50
114.02,115.68,115.68,113.43
115.73,116.03,116.53,115.55
115.67,114.54,115.73,113.81
113.94,115.29,115.36,113.73
115.60,115.46,116.26,114.89
116.47,117.76,117.93,116.38
118.33,118.69,118.95,118.22
119.62,120.02,120.51,119.35
120.58,119.67,120.63,119.31
120.54,119.83,120.73,119.80
120.36,119.97,120.37,119.67
119.80,120.20,120.44,119.67
120.33,119.77,120.33,119.41
120.03,120.53,120.77,119.52
120.53,120.05,120.95,119.77
120.03,120.87,120.99,119.87
120.61,120.59,120.82,120.19
120.58,121.19,121.19,120.32
121.36,120.92,121.57,120.39
120.87,121.11,121.35,120.50
121.00,121.47,121.86,120.39
121.57,121.31,121.85,120.85
121.29,119.69,121.41,119.32
119.65,120.59,120.60,119.29
120.68,120.70,121.20,120.39
121.25,121.93,122.07,121.03
122.02,121.92,122.45,121.78
122.04,121.91,122.19,121.77
121.97,121.28,122.04,121.06
121.76,121.76,121.99,121.27
121.57,121.74,122.03,121.30
121.98,122.78,123.00,121.98
122.52,121.66,122.52,121.62
121.73,121.40,121.75,120.62
121.46,122.28,122.28,121.44
122.17,122.23,122.28,121.63
122.13,122.36,122.36,121.67
122.87,123.15,123.43,122.87
123.07,122.11,123.19,121.88
121.86,122.34,122.74,121.80
122.55,121.99,123.31,121.34
122.20,122.79,123.09,122.10
122.93,122.74,123.07,122.22
122.69,122.29,122.69,121.59
122.31,122.29,122.56,121.22
122.88,123.52,123.52,122.81
123.77,123.69,123.80,122.98
123.54,124.21,124.22,123.39
124.05,123.88,124.13,123.66
122.98,120.06,122.98,120.06
119.59,121.59,121.74,119.40
120.87,119.30,120.87,118.71
119.40,119.19,120.07,118.88
119.16,120.50,120.66,119.03
120.06,120.04,120.24,119.52
120.58,120.82,121.60,120.25
120.80,119.80,120.84,119.79
120.16,121.47,121.56,119.80
122.24,123.08,123.17,122.24
122.99,122.18,123.15,122.18
121.64,121.29,122.02,121.23
121.25,121.54,121.74,120.91
121.82,122.60,122.65,120.96
122.49,121.18,122.58,120.85
121.69,122.18,122.61,121.12
121.85,121.52,122.03,121.13
121.76,120.81,121.97,120.35
121.50,121.46,122.08,121.36
121.25,121.42,121.62,120.59
121.59,120.49,121.94,119.99
120.49,121.65,122.21,120.49
121.38,119.66,121.47,119.08
119.75,119.77,120.14,119.31
118.89,119.12,119.53,118.07
119.64,118.82,120.10,118.79
118.96,118.61,119.17,118.52
119.78,119.30,119.79,119.06
119.49,119.81,120.18,118.97
119.67,119.43,119.90,118.81
118.70,119.28,119.49,118.39
120.13,119.85,120.60,119.57
119.86,118.87,119.86,118.69
118.30,118.08,118.79,117.71
118.42,116.76,118.45,116.52
116.76,116.68,117.59,116.37
116.76,117.22,117.35,116.55
117.46,115.88,117.50,115.15
115.66,114.58,115.79,114.44
114.87,114.17,115.20,114.07
114.46,114.59,115.67,114.17
116.56,117.10,117.24,116.35
116.93,117.42,117.95,116.40
116.49,120.04,120.39,116.49
121.21,120.90,121.92,119.90
120.89,122.64,122.79,120.74
123.70,124.52,124.68,123.46
124.36,125.10,125.31,124.08
125.01,124.99,125.30,124.61
125.30,125.66,125.97,125.11
125.85,125.78,125.99,125.51
126.09,126.62,126.84,125.87
127.08,127.56,127.62,126.70
127.34,128.27,128.29,127.00
128.43,128.70,128.70,128.28
128.76,127.42,128.77,127.27
127.49,127.46,127.97,127.12
128.27,127.26,128.28,127.17
127.93,126.71,127.98,126.28
126.71,126.87,127.33,126.56
127.79,128.53,128.58,127.25
