ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ
2.99,2.99,2.99,2.99
3.10,3.15,3.18,3.10
3.15,3.07,3.15,3.07
3.05,3.11,3.11,3.05
3.07,3.03,3.07,3.03
3.05,2.80,3.05,2.79
2.80,2.72,2.83,2.72
2.64,2.80,2.80,2.64
2.71,2.81,2.81,2.71
2.82,2.82,2.82,2.82
2.71,2.71,2.71,2.71
2.80,2.78,2.80,2.72
2.73,2.80,2.80,2.73
2.80,2.89,2.89,2.80
2.85,2.85,2.85,2.85
2.85,2.90,2.90,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
N/A,N/A,N/A,N/A
2.85,2.84,2.86,2.70
2.80,2.86,2.86,2.80
2.84,2.80,2.90,2.80
N/A,N/A,N/A,N/A
2.87,2.87,2.87,2.87
N/A,N/A,N/A,N/A
2.86,2.72,2.86,2.72
2.85,2.82,2.88,2.75
2.72,2.73,2.73,2.72
2.75,3.07,3.40,2.73
