ADK,Adcare Health Systems Inc Common Stock (GA),NASDAQ
4.70,4.40,4.74,4.40
4.42,4.24,4.50,4.24
4.24,4.39,4.46,4.24
4.44,4.42,4.53,4.42
4.54,4.50,4.68,4.45
4.57,4.60,4.60,4.51
4.76,4.80,4.80,4.51
4.74,4.54,4.77,4.46
4.49,4.46,4.49,4.36
4.41,4.35,4.48,4.05
4.30,4.24,4.33,4.00
4.24,4.29,4.30,3.95
4.29,4.13,4.30,4.09
4.13,4.12,4.14,4.00
4.12,4.05,4.12,3.95
4.01,4.07,4.08,4.00
4.12,4.19,4.80,4.01
4.13,4.23,4.30,4.13
4.32,4.60,4.67,4.32
4.60,4.40,4.66,4.38
4.45,4.42,4.57,4.35
4.64,4.72,4.79,4.53
4.75,4.83,4.98,4.73
4.89,4.70,4.95,4.66
4.91,4.70,4.92,4.70
4.75,4.76,4.90,4.73
4.94,4.72,4.94,4.61
4.76,4.65,4.76,4.65
4.62,4.50,4.70,4.36
4.47,4.76,4.86,4.47
4.62,4.80,4.80,4.61
4.80,4.78,4.80,4.56
4.69,4.63,4.79,4.51
4.76,4.78,4.90,4.65
4.76,4.78,4.80,4.66
4.76,4.70,4.86,4.62
4.74,4.83,4.83,4.61
4.82,4.72,4.82,4.60
4.65,4.40,4.66,4.39
4.40,4.25,4.40,4.25
4.30,4.25,4.50,4.25
4.31,4.25,4.35,4.25
4.26,4.30,4.31,4.25
4.29,4.17,4.29,4.17
4.18,4.20,4.26,4.16
4.25,4.20,4.28,4.05
4.32,4.38,4.38,4.14
4.30,4.33,4.47,4.16
4.28,4.40,4.40,4.15
4.37,4.50,4.50,4.20
4.44,4.50,4.50,4.20
4.46,4.20,4.46,4.20
4.32,4.18,4.33,4.18
4.24,4.18,4.34,4.18
4.16,4.35,4.35,4.16
4.30,4.23,4.30,4.23
4.33,4.20,4.33,4.15
4.17,4.22,4.23,4.17
4.20,4.15,4.24,4.15
4.20,4.14,4.20,4.14
4.15,4.15,4.17,4.14
4.12,4.24,4.24,4.05
4.10,4.10,4.25,4.05
4.12,4.10,4.20,4.05
4.14,4.04,4.14,4.04
4.10,4.05,4.13,3.82
3.90,3.98,3.99,3.86
3.99,3.99,4.01,3.89
4.00,3.96,4.10,3.94
4.05,3.94,4.07,3.87
3.97,4.05,4.05,3.83
4.00,3.95,4.00,3.85
3.90,3.90,3.92,3.79
4.11,4.00,4.11,3.88
4.07,3.98,4.20,3.90
3.62,3.90,4.16,3.62
4.04,3.98,4.09,3.85
4.00,3.88,4.06,3.83
3.92,3.86,4.16,3.86
3.86,3.85,3.89,3.85
3.83,3.90,4.05,3.83
3.96,3.88,3.97,3.87
3.87,3.90,4.04,3.87
3.95,4.05,4.09,3.92
4.04,3.90,4.04,3.90
3.95,3.90,4.00,3.90
4.01,3.94,4.05,3.93
4.12,4.02,4.16,4.00
3.90,3.95,4.04,3.90
3.99,4.00,4.06,3.99
4.10,3.95,4.13,3.91
3.98,4.01,4.07,3.95
3.97,4.00,4.06,3.97
4.02,3.95,4.02,3.95
3.98,3.95,4.00,3.92
3.95,3.96,4.05,3.95
3.99,3.90,3.99,3.77
3.96,3.89,3.98,3.89
3.88,3.84,3.90,3.80
3.84,3.97,4.04,3.81
3.97,3.92,4.03,3.92
4.00,4.06,4.10,4.00
4.06,4.00,4.08,4.00
4.00,4.00,4.09,4.00
4.10,4.11,4.11,3.95
4.10,4.10,4.10,3.96
4.00,4.05,4.07,3.98
4.05,3.98,4.05,3.98
3.98,3.98,4.04,3.98
3.98,3.89,3.98,3.89
3.85,3.93,3.97,3.75
3.92,3.96,3.98,3.85
3.99,3.92,3.99,3.88
3.87,3.86,3.92,3.86
3.91,3.92,3.92,3.85
3.90,3.92,3.92,3.90
3.92,3.93,3.95,3.91
3.90,3.89,3.95,3.86
3.92,3.96,3.96,3.91
3.98,3.88,3.98,3.86
3.93,3.97,4.04,3.91
3.99,4.05,4.10,3.97
4.02,4.05,4.09,4.01
4.09,4.15,4.15,4.09
4.11,4.27,4.29,4.11
4.31,4.40,4.50,4.31
4.47,4.35,4.48,4.35
4.32,4.35,4.44,4.20
4.39,4.43,4.43,4.26
4.38,4.30,4.38,4.27
4.25,4.22,4.29,4.21
4.23,4.27,4.34,4.23
4.33,4.34,4.38,4.31
4.35,4.30,4.39,4.21
4.37,4.30,4.37,4.26
4.34,4.44,4.44,4.29
4.38,4.45,4.45,4.38
4.39,4.39,4.43,4.30
4.39,4.40,4.40,4.33
4.37,4.34,4.38,4.34
4.34,4.34,4.40,4.34
4.36,4.37,4.40,4.36
4.40,4.50,4.67,4.40
4.52,4.52,4.52,4.41
4.52,4.46,4.52,4.45
4.51,4.50,4.52,4.40
4.54,4.45,4.54,4.38
4.48,4.39,4.48,4.37
4.40,4.40,4.40,4.35
4.37,4.35,4.37,4.27
4.35,4.35,4.35,4.24
4.32,4.18,4.34,4.12
4.33,4.29,4.35,4.29
4.32,4.29,4.40,4.26
4.40,4.19,4.40,4.15
4.23,4.07,4.35,4.07
4.20,4.10,4.25,4.07
4.08,4.07,4.13,4.07
4.09,4.05,4.13,4.03
4.01,4.06,4.08,4.01
4.05,4.12,4.12,4.01
4.05,4.06,4.06,4.00
4.09,4.15,4.16,4.05
4.13,4.18,4.18,4.08
4.12,4.35,4.36,4.07
4.30,4.30,4.36,4.25
4.15,4.35,4.40,4.15
4.35,4.25,4.36,4.25
4.36,4.34,4.38,4.29
4.40,4.28,4.40,4.13
4.33,4.23,4.50,4.16
4.25,4.35,4.35,4.25
4.35,4.32,4.35,4.25
4.28,4.37,4.37,4.17
4.34,4.34,4.34,4.21
4.30,4.37,4.43,4.20
4.26,4.45,4.45,4.25
4.40,4.45,4.46,4.31
4.49,4.32,4.49,4.28
4.40,4.43,4.49,4.31
4.28,4.32,4.40,4.28
4.30,4.20,4.33,4.20
4.25,4.22,4.33,4.22
4.20,4.20,4.30,4.20
4.21,4.20,4.28,4.20
4.20,4.21,4.34,4.20
4.34,4.25,4.35,4.18
4.30,4.35,4.35,4.28
4.33,4.33,4.35,4.20
4.33,4.25,4.34,4.25
4.22,4.30,4.34,4.22
4.30,4.23,4.33,4.23
4.22,4.21,4.34,4.21
4.22,4.22,4.22,4.07
4.12,4.16,4.21,4.07
4.07,4.16,4.16,4.04
4.19,4.22,4.22,4.10
4.22,4.22,4.22,4.15
4.17,4.17,4.17,4.15
4.16,4.11,4.16,4.10
4.13,4.11,4.17,4.10
4.11,4.12,4.12,4.10
4.11,4.07,4.11,4.07
4.08,3.97,4.09,3.95
3.94,3.96,4.04,3.94
3.96,3.93,3.99,3.93
3.97,3.98,3.99,3.93
3.98,3.98,3.99,3.95
3.98,3.75,4.00,3.75
3.79,3.95,3.97,3.76
3.87,4.04,4.09,3.87
4.06,4.07,4.11,4.01
4.00,4.01,4.09,4.00
4.00,4.03,4.10,4.00
4.07,3.98,4.11,3.96
3.91,4.04,4.05,3.72
4.09,4.10,4.19,4.03
4.17,4.10,4.19,4.04
4.07,4.02,4.19,4.02
4.02,4.02,4.14,3.90
4.05,4.07,4.13,4.02
4.11,4.02,4.11,4.00
4.14,4.10,4.14,4.00
4.16,4.00,4.22,4.00
4.17,3.95,4.17,3.95
3.93,4.15,4.25,3.93
3.98,4.11,4.23,3.95
4.07,3.97,4.19,3.94
4.19,4.00,4.19,3.98
4.10,4.02,4.10,3.99
3.92,4.03,4.20,3.92
4.09,4.03,4.09,3.96
3.98,3.93,4.00,3.93
3.91,3.87,3.97,3.65
3.78,3.93,3.94,3.78
3.93,3.90,3.94,3.87
3.90,4.01,4.04,3.81
4.05,4.11,4.18,4.02
4.08,4.05,4.18,3.90
4.09,4.00,4.10,3.96
3.99,4.03,4.14,3.90
4.08,4.05,4.12,4.01
4.01,4.09,4.14,4.01
4.12,4.14,4.23,4.07
4.18,4.30,4.70,3.99
4.40,4.30,4.47,4.20
4.23,4.24,4.30,4.19
4.29,4.25,4.30,4.23
4.30,4.39,4.46,4.29
4.32,4.39,4.42,4.32
4.42,4.22,4.42,4.22
4.30,4.19,4.39,4.16
4.23,4.30,4.38,4.12
4.25,4.19,4.34,4.14
4.23,4.20,4.25,4.13
4.14,4.37,4.41,4.14
4.31,4.23,4.31,4.21
4.20,4.29,4.30,4.20
4.35,4.28,4.35,4.27
4.32,4.35,4.39,4.32
4.39,4.35,4.39,4.32
4.34,4.33,4.36,4.31
4.29,4.33,4.36,4.26
4.31,4.28,4.31,4.22
4.32,4.28,4.39,4.25
4.27,4.28,4.36,4.24
4.30,4.40,4.47,4.28
4.39,4.39,4.39,4.28
4.39,4.40,4.43,4.33
4.32,4.43,4.43,4.32
4.42,4.30,4.42,4.30
4.43,4.32,4.44,4.32
4.34,4.38,4.38,4.30
4.34,4.39,4.39,4.32
4.38,4.68,4.68,4.38
4.65,4.61,4.75,4.53
4.59,4.68,4.79,4.50
4.70,4.68,4.79,4.57
4.65,4.76,4.85,4.60
4.75,4.70,4.78,4.66
4.70,4.71,4.76,4.60
4.70,4.65,4.77,4.64
4.70,4.79,4.82,4.66
4.84,4.66,4.85,4.66
4.75,4.85,4.90,4.73
4.85,4.86,4.90,4.79
4.90,4.83,4.90,4.81
4.87,4.95,4.95,4.83
4.95,5.00,5.04,4.94
5.00,5.00,5.05,4.96
4.98,4.90,5.00,4.86
4.86,4.97,5.00,4.86
5.02,4.99,5.02,4.91
5.00,4.96,5.00,4.93
4.95,4.85,4.95,4.72
4.89,4.92,5.04,4.82
4.94,4.94,5.00,4.87
4.99,4.99,4.99,4.95
4.96,4.95,5.00,4.90
4.98,4.96,4.98,4.91
4.87,4.95,4.97,4.87
4.96,4.95,4.97,4.95
4.94,4.94,4.99,4.89
4.90,4.88,4.90,4.41
4.87,4.87,4.94,4.83
4.84,4.77,4.91,4.77
4.71,4.85,4.86,4.71
4.83,4.80,4.85,4.76
4.71,4.76,4.81,4.71
4.76,4.75,4.80,4.73
4.76,4.75,4.78,4.75
4.72,4.76,4.78,4.72
4.75,4.76,4.81,4.72
4.76,4.78,4.81,4.76
4.80,4.76,4.90,4.75
4.80,4.91,4.91,4.72
4.83,4.85,4.90,4.79
4.83,4.83,4.86,4.77
4.82,4.85,4.90,4.77
4.85,4.71,4.85,4.67
4.70,4.74,4.75,4.70
4.74,4.78,4.83,4.74
4.80,4.74,4.81,4.69
4.70,4.71,4.77,4.68
4.66,4.62,4.67,4.53
4.60,4.64,4.70,4.60
4.64,4.61,4.73,4.60
4.60,4.65,4.72,4.47
4.65,4.72,4.72,4.65
4.72,4.52,4.72,4.52
4.60,4.49,4.60,4.41
4.45,4.49,4.52,4.42
4.42,4.44,4.50,4.34
4.45,4.50,4.50,4.38
4.40,4.41,4.45,4.32
4.41,4.43,4.43,4.40
4.40,4.49,4.50,4.40
4.45,4.42,4.46,4.41
4.47,4.43,4.47,4.42
4.42,4.42,4.43,4.39
4.41,4.41,4.42,4.39
4.36,4.36,4.41,4.26
4.26,4.31,4.40,4.05
4.24,4.17,4.26,4.16
4.25,4.16,4.34,4.15
4.15,4.32,4.44,4.15
4.32,4.32,4.43,4.32
4.35,4.26,4.35,4.20
4.30,4.18,4.33,4.16
4.16,4.18,4.18,4.12
4.10,4.29,4.34,4.07
4.27,4.25,4.30,4.21
4.24,4.21,4.24,4.11
4.16,4.30,4.33,4.15
4.27,4.13,4.30,4.11
4.10,4.15,4.19,4.08
4.19,4.14,4.19,4.11
4.11,4.25,4.40,4.10
4.24,4.25,4.25,4.19
4.19,4.16,4.25,4.15
4.18,4.16,4.18,4.16
4.13,4.14,4.19,4.11
4.14,4.23,4.25,4.10
4.22,4.15,4.23,4.14
4.16,3.96,4.24,3.96
3.95,3.95,4.07,3.95
4.03,3.99,4.03,3.96
3.97,3.94,4.01,3.94
3.98,3.93,3.98,3.91
3.94,3.88,4.01,3.88
3.88,3.83,3.88,3.75
3.74,3.78,3.81,3.71
3.76,3.65,3.77,3.65
3.65,3.72,3.73,3.58
3.69,3.75,3.75,3.69
3.75,3.68,3.94,3.64
3.66,3.73,3.73,3.58
3.78,3.90,3.90,3.78
3.90,3.90,4.00,3.85
3.95,3.96,4.08,3.95
4.01,4.00,4.03,3.96
4.04,4.04,4.08,3.97
4.06,4.11,4.20,4.03
4.09,4.09,4.15,4.09
4.09,4.07,4.09,4.03
4.03,4.00,4.04,3.98
4.06,4.01,4.08,4.01
4.01,4.00,4.03,3.98
4.10,4.06,4.10,3.98
3.97,4.00,4.00,3.96
4.00,3.99,4.00,3.95
3.99,4.00,4.14,3.96
3.98,3.98,4.00,3.97
4.00,4.00,4.02,3.98
3.96,3.93,3.99,3.88
3.88,3.85,3.89,3.84
3.88,3.84,3.89,3.79
3.86,3.95,3.99,3.83
4.01,4.06,4.15,3.94
3.97,4.04,4.13,3.93
4.12,4.11,4.15,4.05
4.12,3.99,4.14,3.86
3.91,4.13,4.13,3.81
4.01,3.97,4.11,3.91
3.92,3.97,4.06,3.92
3.98,3.97,4.01,3.94
4.04,4.00,4.05,3.90
4.07,4.04,4.11,4.01
4.06,3.98,4.10,3.98
4.00,4.05,4.06,3.96
4.00,4.13,4.14,4.00
4.14,4.14,4.15,4.11
4.15,4.18,4.25,4.10
4.20,4.12,4.20,4.10
4.19,4.11,4.19,4.10
4.14,4.10,4.15,4.10
4.19,4.12,4.19,4.11
4.20,4.10,4.20,4.05
4.05,4.25,4.29,4.05
4.28,4.21,4.28,4.21
4.26,4.22,4.28,4.17
4.21,4.22,4.29,4.17
4.27,4.36,4.37,4.25
4.33,4.49,4.49,4.30
4.50,4.50,4.50,4.36
4.47,4.50,4.50,4.43
4.47,4.47,4.50,4.44
4.49,4.46,4.50,4.41
4.44,4.40,4.47,4.36
4.40,4.32,4.40,4.32
4.33,4.38,4.38,4.10
4.36,4.20,4.37,4.19
4.25,4.30,4.32,4.25
4.32,4.21,4.32,4.20
4.22,4.21,4.30,4.21
4.30,4.29,4.30,4.16
4.36,4.28,4.39,4.26
4.28,4.35,4.37,4.21
4.34,4.35,4.37,4.23
4.30,4.35,4.39,4.29
4.34,4.30,4.35,4.21
4.30,4.25,4.30,4.19
4.25,4.25,4.29,4.23
4.32,4.25,4.32,4.18
4.24,4.21,4.26,4.16
4.19,4.23,4.25,4.19
4.24,4.25,4.27,4.20
4.25,4.38,4.38,4.20
4.30,4.20,4.45,4.20
4.23,4.11,4.30,4.05
4.08,4.06,4.29,4.00
4.00,4.00,4.07,3.88
4.10,4.13,4.16,4.06
4.14,4.20,4.26,4.13
4.22,4.22,4.26,4.18
4.12,4.13,4.19,4.10
4.09,4.17,4.17,4.09
4.14,4.16,4.19,4.14
4.17,4.15,4.19,4.14
4.10,4.15,4.17,4.10
4.14,4.13,4.18,4.12
4.15,4.12,4.17,4.12
4.13,4.10,4.15,4.10
4.10,4.14,4.18,4.07
4.14,4.20,4.22,4.13
4.20,4.07,4.23,4.05
4.04,3.99,4.10,3.89
4.06,4.03,4.09,3.86
4.06,4.02,4.06,3.99
3.98,4.08,4.10,3.97
4.08,4.05,4.08,4.04
4.00,4.01,4.03,3.93
4.00,4.03,4.04,3.98
4.00,3.98,4.03,3.98
4.00,3.99,4.02,3.96
4.03,4.00,4.10,4.00
4.03,4.06,4.06,3.98
4.03,3.99,4.07,3.95
4.00,3.97,4.05,3.97
4.00,4.00,4.03,3.95
4.00,3.97,4.00,3.95
3.95,3.86,3.98,3.86
3.85,3.93,4.00,3.85
3.94,3.90,3.96,3.85
3.90,4.00,4.01,3.88
4.01,3.97,4.01,3.96
3.96,3.92,3.97,3.92
3.91,3.92,3.96,3.88
3.84,3.87,3.93,3.84
3.84,3.99,3.99,3.84
3.96,3.91,3.97,3.88
3.93,3.88,3.95,3.87
3.86,3.78,3.88,3.76
3.77,3.73,3.77,3.65
3.79,3.70,3.79,3.65
3.69,3.64,3.69,3.60
3.63,3.76,3.78,3.60
3.75,3.70,3.75,3.66
3.72,3.72,3.72,3.67
3.70,3.71,3.72,3.67
3.75,3.67,3.75,3.54
3.65,3.57,3.70,3.57
3.62,3.56,3.63,3.56
3.59,3.44,3.60,3.44
3.49,3.49,3.49,3.42
3.46,3.53,3.53,3.44
3.52,3.54,3.54,3.46
3.50,3.42,3.54,3.41
3.39,3.50,3.50,3.32
3.36,3.35,3.43,3.34
3.40,3.46,3.55,3.40
3.53,3.47,3.54,3.47
3.48,3.47,3.50,3.45
3.48,3.49,3.51,3.43
3.48,3.56,3.59,3.48
3.60,3.60,3.65,3.59
3.66,3.70,3.79,3.66
3.78,3.89,3.90,3.55
3.90,3.97,4.00,3.80
3.98,3.84,3.98,3.83
3.90,3.79,3.90,3.75
3.82,3.70,3.82,3.64
3.70,3.82,3.90,3.70
3.83,3.66,3.83,3.65
3.70,3.86,4.00,3.70
3.81,3.75,3.88,3.73
3.81,3.73,3.81,3.68
3.79,3.73,3.83,3.70
3.77,3.79,3.81,3.73
3.78,3.72,3.79,3.72
3.73,3.74,3.79,3.70
3.77,3.78,3.79,3.73
3.75,3.82,3.85,3.75
3.80,3.84,3.89,3.75
3.81,3.79,3.82,3.75
3.79,3.76,3.81,3.75
3.77,3.75,3.96,3.72
3.74,3.75,3.84,3.74
3.75,3.78,3.80,3.72
3.76,3.85,3.85,3.72
3.81,3.87,3.89,3.81
3.77,3.76,3.87,3.66
3.77,3.68,3.77,3.66
3.65,3.66,3.73,3.62
3.61,3.71,3.74,3.61
3.68,3.67,3.72,3.65
3.74,3.69,3.74,3.65
3.72,3.67,3.72,3.59
3.50,3.55,3.55,3.50
3.50,3.56,3.65,3.49
3.52,3.52,3.52,3.45
3.56,3.58,3.63,3.42
3.51,3.43,3.58,3.43
3.50,3.55,3.55,3.44
3.33,3.55,3.55,3.33
3.51,3.41,3.55,3.41
3.47,3.43,3.53,3.40
3.48,3.47,3.48,3.44
3.47,3.42,3.55,3.40
3.53,3.60,3.60,3.40
3.59,3.68,3.76,3.50
3.61,3.66,3.69,3.59
3.74,3.65,3.74,3.61
3.64,3.65,3.70,3.61
3.69,3.64,3.70,3.64
3.64,3.64,3.66,3.64
3.64,3.67,3.73,3.58
3.75,3.60,3.75,3.60
3.65,3.58,3.65,3.58
3.60,3.59,3.60,3.58
3.58,3.50,3.58,3.47
3.54,3.37,3.54,3.37
3.46,3.18,3.46,3.17
3.34,3.27,3.35,3.10
3.46,3.36,3.46,3.28
3.30,3.00,3.30,3.00
3.23,3.20,3.24,3.05
3.24,3.18,3.34,3.11
3.23,3.26,3.30,3.17
3.21,3.25,3.29,3.15
3.35,3.33,3.35,3.26
3.29,3.39,3.39,3.28
3.36,3.38,3.42,3.31
3.36,3.27,3.37,3.23
3.30,3.24,3.41,3.23
3.25,3.23,3.29,3.19
3.21,3.24,3.26,3.21
3.25,3.24,3.29,3.20
3.30,3.29,3.30,3.19
3.33,3.28,3.33,3.21
3.34,3.28,3.35,3.25
3.30,3.27,3.30,3.20
3.30,3.23,3.30,3.22
3.23,3.12,3.23,3.11
3.27,3.23,3.28,3.14
3.16,3.19,3.26,3.13
3.25,3.19,3.25,3.17
3.28,3.25,3.28,3.21
3.28,3.26,3.28,3.23
3.27,3.23,3.27,3.19
3.24,3.20,3.24,3.19
3.24,3.20,3.25,3.18
3.19,3.24,3.24,3.19
3.21,3.19,3.24,3.14
3.15,3.19,3.20,3.10
3.22,3.20,3.22,3.16
3.17,3.10,3.20,3.05
3.11,3.10,3.11,2.95
3.10,3.07,3.10,3.07
3.10,3.06,3.10,3.06
2.99,3.03,3.05,2.93
3.10,3.08,3.10,3.01
2.98,3.07,3.09,2.97
3.05,3.03,3.07,2.96
2.97,3.01,3.03,2.96
2.98,2.94,3.01,2.94
3.04,3.01,3.05,2.90
3.05,2.85,3.05,2.81
2.88,2.76,2.88,2.70
2.73,2.63,2.74,2.61
2.65,2.54,2.66,2.51
2.55,2.24,2.63,2.11
2.29,2.31,2.35,2.25
2.31,2.17,2.31,1.90
2.20,2.17,2.25,2.13
2.15,2.12,2.21,2.06
2.06,2.16,2.17,2.06
2.15,2.15,2.17,2.07
2.20,2.23,2.26,2.17
2.35,2.29,2.35,2.27
2.30,2.14,2.30,2.14
2.18,2.12,2.18,2.02
2.11,2.15,2.18,2.10
2.43,2.48,2.48,2.28
2.48,2.39,2.48,2.35
2.37,2.34,2.39,2.30
2.33,2.21,2.36,2.19
2.16,2.27,2.28,2.16
2.28,2.49,2.51,2.28
2.54,2.20,2.54,1.85
2.10,2.03,2.20,1.95
2.17,2.16,2.23,2.10
2.01,2.10,2.12,2.01
2.08,2.19,2.19,2.08
2.19,2.03,2.19,2.03
2.08,2.03,2.24,1.98
2.07,2.11,2.13,1.96
2.04,2.03,2.09,1.97
2.03,2.06,2.08,1.89
2.17,2.07,2.17,1.99
2.06,2.00,2.06,1.97
2.02,1.99,2.02,1.99
2.01,1.94,2.01,1.92
1.94,2.00,2.05,1.87
2.06,2.00,2.06,1.96
2.00,2.07,2.10,1.99
2.19,2.14,2.19,2.10
2.17,2.19,2.38,2.12
2.19,2.17,2.21,2.12
2.15,2.15,2.25,2.12
2.17,2.15,2.20,2.05
2.08,2.25,2.29,2.08
2.25,2.08,2.25,2.08
2.12,2.07,2.12,2.05
2.07,2.07,2.08,2.06
2.06,2.06,2.09,2.06
2.06,1.94,2.08,1.90
1.96,2.04,2.08,1.92
2.13,2.03,2.15,2.02
1.99,2.14,2.21,1.99
2.22,2.13,2.24,2.10
2.19,2.10,2.20,2.10
2.19,2.18,2.19,2.14
2.20,2.17,2.20,2.11
2.11,2.16,2.16,2.11
2.19,2.24,2.24,2.19
2.20,2.21,2.23,2.15
2.20,2.13,2.21,2.12
2.18,2.20,2.21,2.15
2.22,2.16,2.22,2.15
2.15,2.11,2.20,2.11
2.14,2.12,2.25,2.12
2.18,2.16,2.31,2.15
2.27,2.07,2.27,2.02
2.10,2.13,2.20,2.09
2.12,2.09,2.16,2.09
2.15,2.15,2.18,2.08
2.21,2.24,2.40,2.11
2.26,2.24,2.27,2.15
2.24,2.27,2.35,2.18
2.29,2.20,2.29,2.20
2.37,2.30,2.37,2.19
2.29,2.23,2.29,2.20
2.22,2.16,2.23,2.16
2.20,2.18,2.27,2.18
2.22,2.18,2.22,2.16
2.22,2.26,2.26,2.22
2.25,2.18,2.27,2.18
2.30,2.48,2.70,2.30
2.55,2.32,2.55,2.32
2.33,2.39,2.47,2.32
2.46,2.45,2.50,2.41
2.40,2.38,2.40,2.33
2.38,2.32,2.39,2.32
2.33,2.36,2.45,2.30
2.36,2.30,2.37,2.28
2.34,2.33,2.34,2.32
2.39,2.31,2.42,2.27
2.30,2.23,2.35,2.23
2.35,2.34,2.43,2.24
2.34,2.28,2.35,2.28
2.29,2.29,2.33,2.29
2.32,2.32,2.48,2.32
2.33,2.37,2.39,2.30
2.37,2.35,2.44,2.35
2.35,2.24,2.43,2.22
2.24,2.12,2.26,2.12
2.16,2.20,2.25,2.05
2.23,2.15,2.23,2.09
2.18,2.19,2.25,2.17
2.21,2.20,2.24,2.12
2.25,2.27,2.35,2.16
2.22,2.20,2.35,2.19
2.25,2.11,2.35,2.11
2.17,2.29,2.34,2.14
2.30,2.31,2.35,2.21
2.31,2.20,2.31,2.20
2.21,2.25,2.26,2.17
2.25,2.24,2.29,2.24
2.20,2.05,2.30,2.05
2.16,2.05,2.16,2.02
2.02,2.12,2.13,2.02
2.15,2.04,2.18,2.01
2.08,2.01,2.12,2.01
2.07,2.00,2.08,2.00
1.97,1.98,2.01,1.95
2.07,1.97,2.07,1.96
2.08,1.96,2.08,1.95
1.94,1.96,2.04,1.94
1.94,1.97,2.05,1.92
2.04,1.93,2.04,1.91
1.95,1.96,2.00,1.95
2.00,2.04,2.05,1.95
2.00,1.93,2.05,1.92
1.96,1.92,2.03,1.92
1.97,2.03,2.03,1.93
2.04,2.10,2.14,1.96
2.09,2.07,2.10,2.03
2.03,2.10,2.10,2.03
2.06,2.09,2.09,2.01
1.96,1.98,2.05,1.96
2.01,2.01,2.02,1.95
1.98,1.93,2.03,1.93
1.91,1.93,1.98,1.91
1.95,1.91,2.00,1.91
1.95,1.96,2.10,1.95
1.98,1.91,1.98,1.91
1.92,1.90,1.95,1.85
1.92,1.83,2.00,1.83
1.80,1.77,1.88,1.71
1.79,1.83,1.98,1.79
1.84,1.79,1.86,1.75
1.80,1.80,1.82,1.75
1.86,1.84,1.97,1.79
1.89,1.95,1.95,1.86
1.90,1.94,1.94,1.90
1.96,1.89,1.96,1.65
1.85,2.05,2.26,1.73
1.93,2.01,2.03,1.91
1.96,1.97,2.22,1.90
1.92,1.95,1.95,1.92
1.91,1.95,1.95,1.85
1.92,1.91,1.92,1.89
1.91,1.92,1.93,1.80
1.91,1.95,1.95,1.91
1.94,1.95,1.98,1.92
1.98,2.06,2.09,1.93
2.00,2.16,2.18,1.99
2.16,2.16,2.21,2.00
2.09,2.14,2.18,2.09
2.15,2.24,2.25,2.13
2.23,2.16,2.24,2.15
2.18,2.29,2.29,2.16
2.28,2.38,2.60,2.28
2.39,2.40,2.40,2.26
2.40,2.33,2.45,2.25
2.28,2.30,2.34,2.28
2.30,2.34,2.35,2.30
2.34,2.34,2.38,2.31
2.29,2.23,2.34,2.23
2.28,2.33,2.35,2.24
2.29,2.31,2.39,2.26
2.35,2.35,2.36,2.27
2.31,2.29,2.38,2.29
2.35,2.40,2.48,2.31
2.36,2.28,2.38,2.26
2.31,2.28,2.40,2.23
2.24,2.25,2.30,2.17
2.26,2.30,2.30,2.20
2.28,2.33,2.33,2.26
2.26,2.30,2.34,2.26
2.28,2.19,2.28,2.17
2.16,2.18,2.25,2.16
2.23,2.19,2.24,2.17
2.22,2.23,2.33,2.18
2.24,2.21,2.34,2.20
2.25,2.31,2.40,2.21
2.34,2.31,2.45,2.31
2.39,2.34,2.42,2.33
2.36,2.29,2.42,2.19
2.30,2.21,2.34,2.20
2.28,2.25,2.36,2.25
2.29,2.20,2.35,2.20
2.18,2.16,2.24,2.16
2.20,2.33,2.33,2.16
2.24,2.32,2.32,2.23
2.23,2.17,2.25,2.17
2.19,2.14,2.22,2.14
2.13,2.15,2.19,2.13
2.18,2.14,2.22,2.13
2.16,2.12,2.20,2.12
2.17,2.10,2.17,2.10
2.10,2.08,2.14,2.07
2.06,2.05,2.10,2.02
2.05,2.05,2.05,2.02
2.05,2.00,2.11,2.00
2.02,2.03,2.05,2.01
2.03,2.08,2.11,2.01
2.11,2.14,2.15,2.10
2.16,2.19,2.20,2.12
2.16,2.01,2.17,2.00
2.01,2.01,2.03,2.01
2.05,2.10,2.13,2.05
2.08,2.01,2.08,2.01
2.02,2.02,2.03,2.00
2.02,2.02,2.03,2.02
2.00,1.95,2.00,1.92
1.93,1.95,2.13,1.87
1.97,1.99,1.99,1.95
1.98,1.97,2.06,1.97
1.91,1.94,1.96,1.90
1.91,1.95,1.95,1.91
1.96,1.92,1.96,1.91
1.93,1.90,1.93,1.90
1.95,1.83,1.99,1.80
1.81,1.79,1.83,1.77
1.75,1.76,1.77,1.75
1.75,1.68,1.76,1.65
1.61,1.67,1.73,1.54
1.65,1.69,1.69,1.64
1.66,1.64,1.66,1.64
1.63,1.52,1.63,1.50
1.53,1.55,1.64,1.53
1.53,1.59,1.67,1.52
1.55,1.60,1.63,1.54
1.53,1.63,1.63,1.53
1.66,1.58,1.66,1.57
1.57,1.58,1.58,1.53
1.55,1.54,1.55,1.53
1.54,1.68,1.70,1.53
1.66,1.63,1.73,1.62
1.61,1.65,1.68,1.61
1.63,1.63,1.64,1.52
1.70,1.63,1.70,1.61
1.63,1.64,1.66,1.62
1.62,1.62,1.63,1.60
1.57,1.66,1.66,1.52
1.63,1.55,1.63,1.55
1.63,1.58,1.63,1.58
1.61,1.60,1.61,1.59
1.60,1.55,1.60,1.55
1.52,1.62,1.63,1.52
1.63,1.57,1.63,1.57
