MCD,McDonald's Corporation Common Stock,NASDAQ
98.37,96.79,98.68,96.62
97.36,97.23,97.75,96.89
96.54,97.29,97.71,96.02
97.91,97.52,97.99,97.14
98.36,98.84,99.14,98.04
99.45,99.65,99.82,99.13
99.51,99.00,100.11,98.93
99.35,99.82,100.30,99.26
99.82,99.93,100.50,99.39
99.95,100.35,100.56,99.71
100.69,99.86,100.84,99.25
100.28,99.88,100.50,99.55
100.24,99.99,100.37,99.20
100.15,99.98,100.36,99.40
100.75,100.79,100.96,99.76
100.59,101.58,101.81,100.50
101.60,100.75,101.73,100.70
100.18,100.88,101.12,99.47
100.05,100.10,100.35,99.30
100.48,100.18,100.77,99.99
100.20,100.27,100.41,99.53
97.75,97.58,97.93,97.06
97.55,96.76,97.72,96.68
97.21,96.66,97.40,96.30
96.67,97.49,97.59,96.56
97.25,98.03,98.08,96.92
97.96,97.87,98.03,97.39
98.00,98.37,98.54,97.84
98.32,98.08,98.54,97.63
98.62,99.00,99.24,98.32
98.81,99.20,99.20,98.45
99.01,99.31,99.44,98.83
99.33,98.69,99.40,98.37
98.60,98.33,98.99,98.27
98.64,98.04,98.99,97.44
97.90,97.62,98.40,97.07
97.49,97.04,97.80,97.00
97.02,96.45,97.10,96.11
96.24,96.11,96.37,95.64
95.55,95.39,95.91,95.19
95.20,95.03,95.50,95.01
95.12,95.48,95.99,95.05
95.51,95.50,95.90,95.36
95.41,95.11,95.82,95.11
95.37,95.46,95.69,95.21
95.57,95.13,95.68,94.91
95.36,95.31,95.94,95.10
94.86,94.84,95.19,94.01
95.00,96.08,96.33,95.00
95.65,94.86,95.98,94.70
95.00,94.36,95.13,94.14
95.10,94.52,95.28,94.12
94.50,95.16,95.36,94.34
95.33,95.66,96.46,95.08
95.87,96.26,96.75,95.25
96.22,96.45,96.79,96.21
97.10,96.89,97.36,96.50
96.66,97.46,97.46,96.37
97.48,97.18,97.85,97.07
97.34,97.35,97.65,97.13
97.88,97.71,98.17,97.40
97.58,97.92,98.36,97.49
97.87,98.70,98.99,97.64
98.50,97.92,98.51,97.00
97.70,96.90,98.05,96.90
96.97,97.28,97.58,96.82
97.14,97.78,98.60,96.86
97.80,97.62,97.99,97.41
97.89,98.19,98.32,97.79
97.89,97.12,97.99,97.00
96.46,96.21,96.69,95.11
96.18,96.13,96.39,95.85
95.58,95.28,95.88,94.01
95.15,94.67,95.21,94.61
94.61,94.70,94.80,94.40
94.26,94.36,94.80,94.14
94.27,93.94,94.58,93.94
93.82,93.27,93.96,93.14
94.22,94.44,94.44,93.51
94.69,94.74,94.80,94.33
94.41,94.72,94.88,94.18
93.99,93.80,94.20,93.45
94.30,95.22,95.24,94.14
95.19,95.47,95.52,94.65
95.70,95.20,95.70,94.52
93.70,94.59,94.85,93.24
94.68,95.12,95.49,94.21
95.08,94.21,95.20,93.93
94.41,94.68,94.81,94.24
94.78,94.78,94.95,94.36
94.69,95.37,95.72,94.68
95.62,96.05,96.10,95.30
96.17,96.03,96.45,95.73
96.20,96.52,96.70,96.11
96.52,97.24,97.50,96.52
97.26,97.31,97.50,96.83
97.38,97.41,97.75,97.02
97.66,97.90,98.19,97.47
97.96,97.20,98.09,96.78
97.17,97.01,97.30,96.32
96.83,97.09,97.49,96.80
97.07,97.66,97.76,96.85
97.47,98.11,98.12,97.31
98.18,97.56,98.70,97.18
97.45,96.92,97.71,96.40
96.90,97.65,97.79,96.90
97.52,97.98,98.29,97.36
97.57,97.54,98.05,97.18
97.80,97.70,98.09,97.59
97.84,98.27,98.51,97.37
98.75,98.92,99.27,98.65
98.80,98.20,99.09,98.15
97.62,97.06,97.66,96.95
97.25,97.37,97.60,97.08
97.29,96.51,97.29,96.33
96.75,96.38,96.75,96.07
95.66,95.71,96.13,95.36
95.37,95.43,95.82,95.20
95.94,96.80,96.95,95.90
96.13,95.72,96.50,95.45
95.69,95.43,95.70,95.07
95.51,95.26,95.72,95.17
95.40,94.10,95.68,94.04
94.19,94.44,94.62,94.05
94.97,95.45,95.78,94.90
95.44,94.38,95.58,94.27
94.66,95.93,95.95,94.57
95.88,95.14,96.30,94.93
95.46,96.51,96.51,95.34
96.72,96.30,96.95,96.05
96.14,96.54,96.75,96.14
96.77,96.84,96.91,96.63
96.87,96.91,97.28,96.80
96.88,97.01,97.15,96.79
96.95,97.03,97.08,96.63
96.81,96.41,97.03,96.26
96.90,96.54,97.03,96.50
96.62,95.85,96.62,95.52
96.38,96.38,97.08,96.13
95.55,95.41,95.71,95.00
96.24,95.46,96.35,95.25
95.83,95.80,96.22,95.64
95.83,94.83,95.83,94.59
94.81,95.22,95.40,94.80
95.49,95.46,95.67,95.15
95.40,96.06,96.30,95.19
96.02,94.93,96.13,94.77
95.36,95.08,95.96,95.01
95.07,94.88,95.32,94.69
94.55,95.32,95.95,94.50
94.73,94.43,95.96,94.39
94.29,94.07,94.68,93.92
94.33,94.18,94.64,94.10
93.96,93.15,94.30,92.87
93.39,93.80,94.00,92.93
93.05,94.17,94.55,92.95
94.54,93.02,94.74,92.91
92.86,93.09,93.47,92.59
92.80,93.58,93.84,92.22
93.87,94.94,95.19,93.69
95.09,95.92,95.95,94.62
95.75,94.86,95.93,94.52
95.06,95.34,95.84,94.83
95.44,94.89,95.67,94.79
94.69,95.46,95.58,94.50
95.30,95.78,95.97,95.11
96.03,96.02,96.57,95.54
95.78,95.55,96.66,95.46
95.66,95.75,96.11,95.49
96.04,96.45,97.00,96.04
96.43,96.50,96.94,96.24
96.46,96.62,96.72,95.89
96.63,95.89,96.74,95.71
95.24,95.08,95.41,94.65
95.11,95.15,95.46,94.86
94.24,94.32,94.80,94.00
95.25,94.98,95.27,94.86
95.34,95.02,95.61,94.94
95.06,95.58,95.67,94.75
95.74,95.50,95.79,94.97
95.26,95.20,95.68,94.97
95.94,98.78,98.92,95.71
98.41,98.71,99.07,98.15
98.90,97.37,98.90,97.01
97.33,97.58,97.89,97.01
98.14,97.60,98.20,97.46
97.80,97.31,97.99,97.22
97.27,96.10,97.29,95.78
95.94,96.60,96.95,95.81
97.22,95.47,97.40,95.47
96.09,96.18,96.74,95.99
96.44,95.91,96.49,95.83
96.04,95.84,96.57,95.84
95.77,96.16,96.36,95.52
96.27,97.24,97.44,96.21
97.44,98.03,98.45,97.30
98.10,97.90,98.52,97.63
98.15,97.59,98.23,97.34
98.03,97.66,98.11,97.35
97.77,97.87,98.42,97.39
97.58,97.01,98.24,96.57
96.98,98.08,98.22,96.52
98.08,98.35,98.54,97.90
98.55,99.43,99.85,98.16
99.15,99.29,99.73,99.06
99.66,100.11,100.16,99.32
100.70,100.83,100.94,100.07
101.00,100.83,101.12,100.49
100.73,100.25,101.00,100.25
99.80,99.67,100.39,99.25
100.02,99.32,100.27,98.89
99.35,99.13,99.99,99.01
99.52,99.84,100.10,99.13
99.85,100.73,100.75,99.39
100.98,100.31,101.18,99.65
100.21,101.50,101.78,99.81
101.55,101.38,101.76,101.04
100.68,100.96,101.04,100.33
101.11,101.43,102.28,100.99
101.38,101.14,101.38,100.59
101.06,100.95,101.30,100.80
101.26,101.96,102.11,100.95
102.00,101.95,102.18,101.43
101.85,102.93,102.95,101.82
102.95,102.86,103.33,102.79
103.32,103.53,103.62,102.50
103.69,103.03,103.78,102.54
102.78,102.50,103.00,102.15
102.55,103.14,103.39,102.35
102.81,102.09,102.83,101.74
102.05,101.53,102.44,101.44
101.71,102.56,102.58,101.55
102.65,102.45,102.98,102.23
102.52,102.00,102.85,101.77
102.20,102.36,102.90,102.07
101.84,101.30,102.04,100.87
101.27,101.34,101.49,100.87
101.25,101.43,101.46,100.71
101.39,102.03,102.50,101.32
101.64,101.45,102.00,101.41
101.36,102.44,102.47,101.27
102.34,102.45,102.60,101.75
102.41,101.96,102.62,101.78
101.59,101.38,102.00,101.18
101.61,100.88,101.61,100.68
100.74,100.42,100.96,100.33
100.41,99.76,101.01,99.54
99.41,100.49,100.59,99.41
100.42,101.10,101.17,100.24
100.91,101.27,101.84,100.82
101.74,101.35,101.79,100.91
101.04,101.91,102.03,101.04
102.20,101.92,102.30,101.66
101.64,101.91,101.99,101.51
101.84,101.47,102.18,101.41
101.09,101.61,101.90,101.03
101.61,101.51,101.89,101.07
101.25,101.46,101.67,101.15
101.27,100.74,101.48,100.50
100.43,101.00,101.36,100.24
101.02,100.53,101.08,100.35
101.32,100.98,101.32,100.74
100.75,100.17,100.75,99.82
99.79,100.09,100.57,99.73
100.30,101.07,101.25,100.26
100.22,100.58,101.05,100.16
100.66,100.37,100.81,100.03
100.69,100.47,100.73,100.30
100.32,100.30,100.37,99.86
99.65,99.27,99.80,98.76
98.96,98.37,99.09,98.35
98.64,98.99,99.09,98.13
98.52,97.55,98.63,97.55
95.39,96.27,96.85,95.10
95.51,95.35,95.82,94.82
95.48,95.35,95.62,95.27
95.36,95.72,95.85,95.32
95.50,95.78,95.97,95.39
95.89,95.82,96.42,95.71
96.19,95.95,96.34,95.57
95.22,94.56,95.36,94.56
94.30,94.30,94.73,94.20
94.30,94.31,94.35,93.52
94.00,93.43,94.30,93.35
93.39,93.47,93.95,93.36
93.82,93.31,94.00,93.24
93.07,93.55,93.84,92.92
93.73,93.53,93.92,93.46
93.43,93.56,93.65,93.15
93.75,93.96,94.32,93.55
93.65,93.66,93.89,93.26
94.07,93.79,94.47,93.41
94.15,94.25,94.74,93.93
94.60,94.45,94.75,94.26
94.45,94.19,94.66,94.00
94.31,94.53,94.76,94.24
94.53,94.45,94.86,94.27
94.85,94.44,95.37,94.41
94.39,94.11,94.79,94.05
94.23,94.65,94.68,93.60
93.65,94.14,94.76,93.51
94.20,93.72,94.20,93.51
93.24,92.80,93.70,92.69
93.27,93.14,93.49,93.04
93.02,93.01,93.23,92.80
93.10,93.07,93.12,92.80
92.80,92.50,92.82,92.20
92.60,91.09,92.70,90.96
90.84,93.00,93.06,90.53
92.94,92.96,93.29,92.42
92.94,93.34,93.84,92.82
93.26,93.47,93.91,93.25
93.27,93.75,94.11,93.25
93.68,93.53,93.83,93.18
93.43,93.48,93.90,93.26
93.95,94.36,94.93,93.80
94.12,93.93,94.47,93.82
93.70,93.51,94.15,93.44
93.70,95.00,95.32,93.66
94.94,94.16,95.31,94.06
94.05,94.70,94.88,94.02
94.26,96.22,97.30,93.98
96.23,94.81,96.36,94.34
94.37,94.19,95.08,94.01
94.03,94.12,94.60,94.00
95.29,94.86,95.29,94.51
94.36,93.84,94.43,93.69
93.51,92.81,93.54,92.80
93.08,93.83,93.95,92.81
93.77,92.72,94.00,92.71
92.76,92.30,93.45,92.30
92.13,90.73,92.42,90.66
90.81,91.10,91.74,90.63
90.49,90.44,90.98,89.57
89.39,89.91,90.29,89.34
90.41,91.04,91.14,89.64
90.96,91.59,91.59,90.71
89.95,91.01,91.45,89.70
90.70,90.94,91.51,90.60
91.84,91.02,92.10,90.88
90.70,91.67,91.79,90.55
91.52,92.01,92.09,91.50
92.48,92.60,92.60,91.69
92.65,92.73,93.12,92.00
92.57,93.38,93.39,92.49
93.90,93.73,94.01,92.83
93.78,93.61,93.78,93.02
93.93,94.47,94.63,93.77
95.00,94.64,95.07,94.39
94.74,94.66,94.93,94.42
94.40,95.10,95.10,94.06
95.56,95.11,95.69,94.98
95.22,95.14,95.42,94.93
94.93,95.33,95.38,94.83
95.50,95.48,96.22,95.18
95.38,96.21,97.18,95.27
96.06,95.97,96.08,95.60
96.04,96.41,96.95,95.37
96.74,96.56,97.30,96.43
96.54,96.64,97.30,96.50
97.47,96.68,97.50,96.42
96.83,97.17,97.42,96.53
97.20,97.00,97.34,96.85
96.36,96.22,96.39,95.92
95.98,96.81,97.40,95.97
96.15,95.78,96.94,95.64
95.21,95.11,97.00,94.76
94.80,95.50,95.57,94.78
95.39,95.66,95.99,95.14
95.78,96.31,96.61,95.65
93.41,92.61,97.50,92.23
91.30,91.36,92.00,91.01
91.04,90.00,91.29,89.51
90.09,90.97,91.15,90.02
90.66,90.62,91.39,90.43
90.96,88.46,91.10,88.25
88.07,88.72,90.75,87.62
88.93,91.65,92.05,88.50
92.28,93.67,93.74,91.65
93.51,93.22,94.32,92.95
93.28,93.89,94.02,93.03
94.36,94.22,94.82,94.01
94.22,93.83,94.54,93.74
94.10,94.78,94.93,93.95
94.32,95.04,95.46,94.27
94.85,94.25,95.00,94.07
93.75,93.70,94.80,93.57
94.13,93.26,95.00,93.05
93.30,92.23,93.68,92.22
92.67,92.40,93.81,91.88
93.26,94.01,94.05,92.86
94.23,94.36,94.98,94.05
93.97,93.21,93.97,92.78
93.53,93.01,93.81,92.60
93.95,92.83,94.44,92.42
91.45,91.54,92.05,91.12
91.97,91.38,92.35,90.97
91.05,91.49,91.69,90.74
91.64,90.80,91.88,90.23
90.16,90.34,90.46,89.54
90.62,90.89,90.97,89.84
90.92,89.56,91.64,89.43
89.39,90.67,90.70,89.29
89.96,89.57,90.31,89.56
89.74,88.78,89.82,88.77
91.50,93.27,93.50,91.26
92.65,92.44,93.30,92.31
92.05,92.51,92.66,91.43
92.64,93.92,93.98,92.45
93.50,94.05,94.43,93.50
94.10,94.34,94.83,94.00
94.15,93.99,94.48,93.65
93.30,92.72,93.45,92.54
93.33,94.02,94.23,92.97
94.16,94.21,94.33,93.30
94.05,95.09,95.60,93.77
95.40,95.65,95.85,94.93
95.12,94.35,95.39,94.09
94.23,94.58,94.79,94.00
94.50,94.19,94.55,93.74
94.16,94.19,94.49,93.56
94.12,94.31,94.41,93.95
94.08,94.98,95.33,93.69
94.91,98.66,99.31,94.86
97.43,99.51,99.88,97.00
99.17,98.90,99.30,98.49
98.90,100.00,101.09,98.31
99.97,99.74,100.44,99.55
99.81,100.25,100.48,99.18
99.01,99.11,99.92,98.46
98.27,97.13,98.99,96.96
96.81,97.71,98.25,96.81
96.91,96.29,97.12,96.10
96.30,94.96,96.77,94.94
95.42,96.25,96.44,95.28
96.24,96.35,97.05,95.75
96.93,97.15,97.47,96.74
96.90,96.17,97.15,95.99
96.01,97.00,97.24,95.33
96.86,95.98,97.01,95.98
96.32,97.05,97.72,96.12
96.80,98.62,99.12,96.80
98.46,99.36,99.84,98.07
99.03,98.14,99.61,98.11
97.60,97.64,97.97,96.20
97.36,96.96,97.85,96.77
97.43,97.88,98.32,97.37
97.82,97.44,98.43,97.44
96.81,96.29,97.02,96.00
95.96,95.83,96.24,94.71
95.75,96.28,96.82,95.45
96.24,96.35,96.79,96.10
96.73,96.85,97.50,95.98
96.85,96.55,97.43,96.21
96.90,97.80,97.95,96.56
97.41,97.44,97.75,97.07
97.16,97.58,97.74,96.97
97.00,96.44,97.55,96.28
96.37,95.63,97.44,95.51
95.13,94.88,95.35,94.46
95.00,96.18,96.26,95.00
96.19,94.87,96.55,94.54
97.00,97.84,99.35,96.24
97.44,97.00,97.52,96.56
96.99,98.74,99.08,96.84
98.74,96.44,98.94,96.26
96.27,96.83,96.89,95.78
96.58,97.02,97.67,96.07
96.65,96.55,97.37,96.41
96.73,97.80,97.97,96.73
96.57,96.13,98.63,96.05
96.39,96.13,96.47,95.57
96.10,96.39,96.66,95.88
96.27,96.78,97.33,96.12
98.19,98.23,99.15,97.79
98.07,97.51,98.39,97.15
97.39,97.95,98.35,96.92
98.07,97.35,98.49,97.28
97.66,97.71,97.87,97.28
97.74,98.04,99.04,97.54
97.97,98.02,98.25,97.62
98.09,100.68,101.08,97.65
100.88,100.11,100.98,99.42
99.89,99.28,99.96,99.06
99.15,98.99,99.48,98.84
98.85,98.46,99.20,98.04
98.97,98.66,99.22,98.20
98.00,96.48,98.21,96.20
97.59,95.93,97.77,95.84
95.84,96.22,96.91,95.84
96.30,96.29,96.97,95.81
96.38,96.52,97.07,95.97
96.30,96.31,96.97,96.01
95.93,95.54,96.09,95.47
96.00,95.32,96.04,95.25
95.52,94.73,95.56,94.49
95.02,95.30,95.63,94.81
95.50,95.59,96.33,95.50
95.42,95.06,95.55,95.00
94.74,94.30,95.00,94.02
94.25,94.63,94.67,94.10
94.54,95.22,95.52,94.54
95.69,96.17,96.63,95.28
96.39,96.08,97.14,95.98
96.31,96.87,97.03,96.14
97.59,97.18,97.96,97.12
96.75,96.64,97.45,96.64
96.70,95.79,96.91,95.78
96.13,97.29,97.35,95.93
96.62,95.44,97.23,95.42
95.93,95.07,96.30,94.54
95.10,95.76,95.82,94.73
96.13,96.17,96.60,95.58
95.89,95.65,96.28,95.25
95.93,96.68,96.78,95.24
95.65,95.84,96.59,95.65
96.64,96.49,97.27,96.44
97.25,97.65,97.78,96.95
98.00,98.43,98.51,97.70
98.12,98.78,99.05,97.96
98.15,99.07,99.63,97.85
99.11,97.86,99.11,97.21
97.70,97.50,98.22,97.00
97.78,97.49,98.21,97.40
97.60,97.32,97.72,96.96
97.71,97.58,98.25,97.43
98.90,97.09,99.00,96.15
97.41,96.10,97.41,96.09
96.00,96.04,96.75,95.70
96.48,97.33,97.42,96.32
97.48,98.21,98.39,97.00
97.59,99.17,99.34,97.59
99.65,99.86,101.10,99.30
100.00,99.42,100.18,99.02
99.47,99.14,99.52,98.77
99.83,99.80,100.14,99.26
99.72,99.35,100.18,99.21
99.29,98.92,99.42,98.45
99.49,99.39,99.95,98.87
98.69,98.81,99.16,98.40
98.27,98.28,98.43,97.23
98.07,99.37,99.82,97.99
99.05,99.27,99.56,98.72
99.00,100.66,100.91,98.92
100.00,100.76,101.44,100.00
100.45,101.10,101.88,100.19
100.73,99.76,101.00,99.74
99.38,97.13,99.39,97.13
91.58,92.87,95.88,87.50
95.47,91.21,95.48,91.03
92.93,95.15,95.20,91.47
95.88,97.33,97.37,95.57
96.05,96.25,96.66,95.79
95.77,95.02,95.88,94.85
92.77,93.47,94.28,92.60
95.63,96.04,96.12,94.55
96.80,96.01,97.43,95.58
95.05,94.85,95.58,94.31
96.31,96.78,96.88,95.49
97.29,95.43,97.39,95.22
94.96,95.25,95.85,94.75
95.47,97.41,97.42,95.26
97.36,96.97,97.66,96.63
97.29,98.19,98.59,96.74
98.65,98.69,98.74,97.53
98.57,97.84,98.97,97.39
96.82,97.05,97.70,96.25
97.48,97.90,98.17,97.01
97.12,97.20,98.08,96.71
97.24,97.38,97.85,97.01
96.83,97.29,97.43,96.30
97.89,97.59,98.70,97.46
97.00,95.96,97.74,95.78
97.46,97.48,97.79,96.81
98.21,98.53,98.70,97.76
98.50,98.78,99.00,97.67
97.33,99.79,99.81,97.13
100.27,101.17,101.64,100.20
101.26,101.90,102.30,101.16
100.75,101.77,101.90,100.34
101.85,102.95,103.47,101.77
103.00,102.76,103.44,102.27
102.68,103.24,103.31,102.51
102.85,103.38,103.51,102.63
104.15,102.82,104.93,102.43
102.57,103.66,105.20,101.60
104.72,104.82,105.01,103.41
104.24,104.49,105.15,104.15
104.05,103.84,104.35,103.42
103.98,102.54,104.25,102.08
110.40,110.87,111.00,108.38
111.18,112.59,112.87,111.10
112.23,112.18,113.96,111.82
112.27,111.64,112.35,110.59
111.69,112.94,112.95,111.40
112.66,112.62,112.95,111.89
112.88,112.25,113.29,112.25
112.46,112.11,112.84,111.23
111.92,112.08,112.31,111.27
112.19,112.40,112.53,111.31
112.60,112.85,113.45,112.15
112.40,113.31,113.44,112.16
113.45,112.93,113.48,112.40
112.77,113.22,114.99,110.75
113.67,113.85,114.43,113.54
113.50,112.11,113.74,112.06
111.85,109.97,112.36,109.91
109.85,111.06,111.06,109.60
111.04,110.94,111.82,110.46
111.30,112.53,112.59,110.84
112.53,113.30,113.71,112.30
113.36,113.91,114.17,113.19
114.01,114.47,114.90,113.91
113.90,114.28,114.56,113.36
114.27,114.40,114.92,113.95
113.71,114.23,114.39,113.53
114.38,114.16,114.49,113.56
114.52,114.45,114.93,113.79
114.10,113.72,114.27,113.45
113.61,113.39,114.44,112.91
113.75,116.20,116.39,113.42
115.81,116.42,116.51,115.75
115.95,116.53,116.86,115.26
116.21,116.58,117.30,115.90
116.61,117.20,117.51,116.20
115.86,116.08,116.61,115.62
116.17,116.26,117.07,114.65
117.50,116.93,118.24,116.84
117.49,117.84,118.75,116.49
118.34,117.50,118.90,117.49
116.74,116.66,117.28,115.89
116.96,117.69,117.74,116.61
117.96,117.72,118.04,116.64
118.02,118.80,118.85,117.75
118.75,118.57,118.99,118.50
118.10,118.75,118.90,118.05
119.00,120.07,120.23,118.82
119.64,119.43,119.99,119.23
118.82,118.14,119.18,117.94
117.25,117.58,117.73,115.87
117.41,119.20,119.23,117.29
118.00,118.40,119.27,117.81
117.44,115.66,117.97,115.59
115.75,115.48,117.47,115.26
115.65,116.69,117.06,115.58
117.03,117.44,117.74,116.17
117.69,115.12,117.87,115.08
115.59,116.62,117.13,113.00
114.26,115.18,116.45,114.21
116.63,117.50,117.71,115.96
116.97,115.78,118.00,114.38
116.51,117.84,118.44,115.79
118.44,118.40,118.75,117.37
121.85,119.20,121.90,118.20
119.60,120.43,121.30,119.00
120.88,120.87,121.62,119.83
121.10,122.38,122.60,120.20
122.77,123.78,124.35,122.75
123.08,124.61,124.83,123.02
124.05,123.95,124.34,123.10
124.36,121.47,124.58,120.84
121.04,120.66,121.24,118.72
120.65,115.40,120.65,114.96
114.05,116.05,116.36,112.71
115.54,117.01,117.80,115.35
118.02,117.54,118.53,117.26
115.74,116.73,117.50,115.69
116.72,117.93,118.33,116.10
118.42,119.18,119.18,117.60
119.18,118.64,119.40,116.72
118.81,117.17,119.46,116.93
117.00,116.53,117.35,115.81
116.53,117.67,118.16,116.53
117.35,116.90,118.15,116.85
116.32,117.06,117.33,115.80
117.43,118.37,118.50,117.16
117.98,117.06,118.27,116.17
116.80,117.19,118.37,116.71
117.91,118.85,119.19,117.77
118.56,118.48,118.73,117.66
117.48,116.69,117.48,115.32
116.72,117.18,117.45,115.90
117.03,117.15,117.57,116.12
116.21,118.42,119.08,116.21
119.24,119.64,120.20,118.46
119.91,119.98,120.86,118.66
120.49,121.55,122.01,120.36
121.81,122.90,123.49,121.45
122.30,123.43,123.76,122.21
123.33,123.52,124.06,122.67
123.27,123.16,123.85,123.11
123.43,124.08,124.12,122.75
123.66,123.81,124.50,123.05
123.79,123.82,124.39,123.56
124.10,124.19,125.00,123.86
123.69,123.29,124.00,122.66
124.00,123.17,124.20,123.12
123.43,123.97,124.57,123.34
124.90,125.83,126.10,124.60
126.15,125.68,126.96,125.61
125.19,127.02,127.39,124.87
127.05,127.57,127.87,126.88
126.84,127.38,127.78,126.39
127.47,127.52,127.69,126.84
127.37,128.14,128.52,127.02
128.28,127.96,128.74,127.28
128.35,127.56,128.69,127.45
128.08,127.61,128.28,126.89
127.71,126.89,127.92,126.08
127.14,127.51,128.09,127.04
127.08,127.78,128.04,126.96
127.78,128.85,128.91,127.68
128.91,128.86,129.35,128.12
129.31,128.55,129.80,128.51
128.55,125.79,128.75,125.60
128.17,125.50,128.40,125.36
125.07,127.46,127.53,125.01
127.42,127.71,128.34,127.03
127.94,128.30,128.56,127.78
127.86,127.92,128.85,127.44
127.93,126.49,127.93,126.10
126.65,128.20,128.22,126.50
127.40,128.40,128.99,127.38
127.57,129.33,130.43,127.57
129.31,129.28,129.98,129.00
129.38,130.58,130.58,128.59
130.65,130.83,131.50,130.35
130.85,131.60,131.96,130.85
131.24,129.14,131.62,129.14
129.74,130.12,130.54,129.16
129.74,128.83,130.16,128.71
128.51,129.64,129.73,128.05
129.60,127.69,129.97,127.30
127.05,126.21,127.47,125.73
125.48,125.29,125.60,124.68
124.74,122.56,125.00,122.14
122.76,122.81,123.73,122.47
123.39,123.95,124.77,123.01
123.75,123.26,123.99,123.03
123.38,123.79,123.98,123.23
124.27,123.25,124.68,123.12
123.30,122.06,123.41,121.62
122.06,121.97,122.74,121.50
120.70,121.17,121.51,120.55
121.09,121.35,121.67,120.34
121.79,122.00,122.17,121.21
122.34,121.90,123.38,121.90
121.98,122.11,122.49,120.89
122.07,122.79,123.09,122.07
121.80,122.36,122.66,121.61
121.95,122.99,123.97,121.85
122.54,122.51,123.19,121.93
123.15,122.25,123.32,122.13
121.84,122.47,122.63,120.95
122.23,122.27,122.71,121.42
123.32,123.42,124.08,123.27
123.92,122.63,124.00,122.31
121.31,120.62,121.45,120.05
121.48,121.21,121.75,120.64
118.76,119.44,121.11,118.29
118.16,116.30,118.16,116.08
117.20,118.50,118.64,116.83
119.16,119.49,119.96,119.00
119.68,120.34,120.45,119.30
119.72,120.40,120.86,119.66
120.12,120.76,120.80,120.10
119.29,120.63,120.96,119.00
120.89,120.92,121.24,120.41
121.22,121.31,121.69,121.08
121.69,122.00,122.12,121.46
122.00,122.25,122.59,121.96
122.36,122.82,123.02,122.16
123.70,123.93,124.21,123.01
124.42,123.61,124.44,123.39
124.00,123.80,124.00,123.39
124.08,126.50,126.60,123.75
126.84,126.06,126.87,125.56
126.42,127.18,127.23,125.93
127.29,128.26,128.60,127.29
127.95,127.40,127.95,126.86
123.50,121.71,124.35,120.97
121.69,119.48,121.79,119.24
119.59,119.42,120.18,118.36
119.14,117.65,119.66,117.43
117.88,118.01,118.39,117.74
118.18,117.70,118.71,117.11
117.77,117.52,118.02,117.14
117.85,118.30,118.55,117.58
118.78,119.21,119.45,118.60
119.17,118.29,119.37,118.20
117.98,118.31,119.13,117.60
118.00,118.80,118.94,117.65
118.87,119.38,119.75,118.85
119.57,119.52,120.02,119.28
119.02,118.52,119.25,118.52
118.31,117.94,118.53,117.92
117.98,117.10,117.98,116.52
117.24,117.13,117.37,116.80
116.80,115.01,116.80,115.00
115.00,115.42,115.73,114.65
115.91,115.19,116.12,115.05
115.15,114.87,115.40,114.73
115.10,115.43,115.78,114.88
115.63,114.44,115.72,113.96
114.60,115.41,115.65,114.50
115.41,115.36,115.87,114.60
115.51,115.66,116.00,115.20
115.51,115.40,115.81,114.86
115.93,115.83,116.11,115.70
117.09,117.25,119.24,116.91
117.27,116.92,117.49,116.44
116.82,116.17,117.11,116.04
115.60,114.58,115.76,114.58
114.47,115.95,116.18,114.13
115.61,114.73,115.61,114.48
115.00,115.18,115.66,114.82
114.88,116.14,116.24,114.77
115.68,115.28,116.26,114.83
115.83,115.21,116.41,114.96
115.72,116.45,116.63,115.50
116.49,116.93,117.05,115.96
117.46,117.36,117.95,117.28
116.49,117.17,117.52,116.35
116.80,116.53,116.94,116.28
116.95,116.88,117.20,116.37
116.38,115.18,116.53,114.46
115.20,114.79,115.97,114.73
114.69,115.36,115.71,114.69
115.01,114.64,115.15,114.41
114.99,113.50,115.51,113.42
113.91,113.41,114.83,113.38
113.25,113.92,114.22,112.40
113.97,113.45,114.34,113.22
114.21,114.71,114.99,114.16
114.65,113.68,115.23,113.56
113.60,114.71,115.23,113.54
114.14,115.41,115.74,114.07
114.90,114.09,115.11,114.07
113.91,112.41,114.40,112.10
112.89,111.25,113.09,111.23
111.71,111.26,111.77,111.12
111.30,110.57,111.30,110.33
113.27,113.93,114.50,112.75
114.25,113.57,114.50,112.64
113.50,112.72,113.54,112.67
112.27,112.11,112.70,111.40
112.17,112.08,112.49,111.78
112.26,112.10,112.35,111.53
112.46,112.57,112.73,111.79
112.65,112.25,112.77,111.95
112.10,112.39,112.77,111.82
112.74,111.72,112.85,111.52
111.99,111.04,112.00,110.83
112.00,112.82,113.28,111.88
113.01,114.11,114.25,113.00
112.09,114.98,115.42,111.80
115.03,114.51,115.04,113.78
114.67,114.22,114.96,114.17
114.99,117.86,118.75,114.72
117.58,118.32,118.48,117.02
118.86,119.21,119.60,118.47
118.89,119.45,119.50,118.28
119.26,120.00,120.24,118.91
119.80,119.50,120.50,118.96
119.50,119.69,120.29,118.88
119.73,120.14,120.76,119.73
120.08,120.66,120.99,119.92
120.38,121.82,121.87,120.23
120.38,120.68,120.79,119.02
120.22,119.27,120.49,119.27
118.96,118.47,118.96,117.87
118.00,118.24,118.50,117.71
119.45,119.29,120.34,119.03
