RTM,Guggenheim S&P 500 Equal Weight Materials ETF,NASDAQ
91.24,91.43,91.89,91.16
92.11,92.39,92.57,92.11
92.82,92.52,92.82,92.00
92.88,93.92,94.30,92.88
94.91,94.96,95.24,94.34
95.40,94.88,95.45,94.35
94.80,93.73,94.80,93.67
93.59,93.39,94.12,92.95
94.14,92.36,94.14,92.36
92.84,92.68,93.12,92.00
92.75,92.11,92.75,91.99
92.30,91.49,92.30,91.39
91.49,91.86,91.99,91.49
91.60,92.08,92.29,91.60
91.86,91.66,91.86,91.51
91.85,92.02,92.03,91.50
92.57,92.69,92.79,92.46
92.53,91.59,92.95,91.59
91.52,91.91,92.18,91.52
92.08,91.09,92.08,90.80
91.47,91.68,92.15,91.11
93.93,93.47,93.93,92.31
93.56,93.34,93.98,93.03
93.44,93.31,93.50,93.01
93.61,93.13,93.84,93.09
93.37,93.18,93.46,92.97
92.88,94.19,94.19,92.88
94.00,94.33,94.33,93.30
93.67,93.93,94.01,93.64
