SBSA,Spanish Broadcasting System,NASDAQ
3.50,3.53,3.53,3.45
3.35,3.35,3.36,3.29
3.37,3.40,3.40,3.35
3.41,3.40,3.41,3.40
3.40,3.40,3.40,3.40
3.48,3.50,3.55,3.45
3.48,3.62,3.80,3.48
3.68,3.65,3.68,3.61
3.68,3.59,3.68,3.45
3.68,3.65,3.68,3.64
3.62,3.50,3.62,3.37
3.46,3.34,3.46,3.34
3.34,3.20,3.34,3.14
3.15,3.24,3.30,3.15
3.24,3.37,3.37,3.20
3.35,3.45,3.45,3.35
3.48,3.46,3.48,3.30
3.46,3.37,3.46,3.37
3.44,3.45,3.47,3.40
3.44,3.40,3.61,3.31
3.59,3.40,3.59,3.40
3.40,3.40,3.40,3.40
3.28,3.39,3.39,3.28
3.38,3.44,3.60,3.37
3.33,3.32,3.33,3.32
3.33,3.33,3.56,3.33
3.42,3.50,3.59,3.33
3.50,3.38,3.56,3.38
3.48,3.54,3.61,3.38
3.50,3.65,3.80,3.42
3.79,4.22,4.49,3.79
4.21,4.38,4.55,4.21
3.97,3.92,4.40,3.73
4.00,4.00,4.02,3.73
4.14,4.05,4.16,4.05
4.05,4.05,4.15,4.05
4.02,4.14,4.17,4.02
4.14,3.97,4.37,3.96
4.35,4.05,4.35,3.94
3.70,3.86,4.35,3.68
4.05,3.85,4.05,3.81
3.84,3.56,3.84,3.55
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.60
3.66,3.58,3.75,3.58
3.56,3.70,3.75,3.56
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.65,3.63,3.65,3.56
3.65,3.58,3.65,3.58
3.56,3.56,3.66,3.56
3.75,3.70,3.75,3.60
3.74,3.85,3.85,3.74
3.91,4.04,4.20,3.91
4.11,4.09,4.25,4.05
4.10,4.03,4.10,4.03
3.87,4.09,4.18,3.87
4.16,4.10,4.37,3.93
4.14,4.06,4.22,4.01
4.19,4.24,4.30,4.06
4.25,4.25,4.27,4.08
4.24,4.25,4.25,4.21
4.17,3.91,4.25,3.91
3.96,4.19,4.20,3.96
4.20,4.16,4.25,4.16
3.90,4.18,4.19,3.88
4.06,4.17,4.17,3.89
4.01,4.00,4.19,4.00
4.06,4.09,4.10,3.90
3.96,4.02,4.18,3.96
4.10,4.06,4.20,4.05
4.16,4.17,4.18,4.08
4.17,4.15,4.20,4.04
4.20,4.19,4.20,4.00
4.02,4.00,4.12,4.00
3.99,4.01,4.19,3.95
4.02,3.66,4.18,3.62
3.89,3.82,4.24,3.77
3.76,3.84,4.06,3.76
3.92,4.05,4.08,3.92
3.99,4.05,4.05,3.83
3.90,4.05,4.05,3.84
3.86,3.85,3.96,3.83
3.83,3.80,3.83,3.65
3.84,3.99,4.00,3.74
3.80,3.97,4.00,3.77
3.85,3.94,4.00,3.77
3.91,4.05,4.05,3.85
4.00,4.00,4.00,3.80
3.90,4.20,4.20,3.84
4.15,4.11,4.20,3.91
4.16,3.96,4.16,3.90
3.99,4.00,4.10,3.93
4.01,3.96,4.01,3.96
3.93,3.94,3.94,3.93
3.93,3.97,4.02,3.93
3.98,3.91,3.98,3.90
3.91,3.94,4.10,3.91
3.93,3.99,4.05,3.93
4.05,4.00,4.07,3.93
3.99,4.07,4.07,3.99
4.07,4.17,4.20,4.00
4.20,3.98,4.23,3.88
3.98,3.99,3.99,3.86
3.96,4.03,4.03,3.87
3.88,3.99,3.99,3.87
3.93,3.94,3.94,3.93
3.94,3.94,3.94,3.94
3.87,3.88,3.88,3.87
3.86,3.78,3.87,3.77
3.78,3.83,3.84,3.78
3.84,3.92,3.92,3.84
3.86,3.54,3.86,3.28
3.65,3.54,3.73,3.53
3.68,3.60,3.68,3.60
3.58,3.99,3.99,3.58
3.90,3.80,3.90,3.61
3.63,3.77,3.77,3.63
3.70,3.70,3.70,3.70
3.68,3.80,3.87,3.68
3.80,3.80,3.80,3.80
3.86,3.85,3.86,3.85
3.81,3.88,3.88,3.81
3.89,3.74,3.89,3.72
3.77,3.90,3.90,3.76
3.90,3.90,3.90,3.90
3.83,3.89,3.89,3.83
3.74,3.74,3.90,3.72
3.79,3.72,3.85,3.72
3.73,3.73,3.88,3.73
3.72,3.74,3.77,3.70
3.72,3.62,3.72,3.60
3.60,3.31,3.69,3.30
3.25,3.65,3.66,3.25
3.65,3.65,3.65,3.61
3.60,3.80,3.81,3.55
3.88,3.86,3.91,3.82
3.74,3.74,3.74,3.74
3.79,3.80,3.85,3.63
3.62,3.62,3.82,3.62
3.74,3.75,3.75,3.74
3.77,3.88,4.00,3.77
3.85,3.89,3.96,3.85
3.85,3.86,3.88,3.81
3.85,3.85,3.95,3.83
3.85,3.91,3.94,3.85
3.91,3.90,3.94,3.90
3.90,3.94,3.94,3.90
3.91,3.97,3.97,3.83
3.96,3.96,4.00,3.95
3.95,4.01,4.03,3.95
4.03,4.15,4.17,3.99
4.15,4.50,4.53,4.15
4.47,4.18,4.47,4.10
4.28,4.47,4.47,4.15
4.47,4.49,4.65,4.30
4.44,4.41,4.50,4.23
4.20,4.32,4.50,4.18
4.32,4.32,4.32,4.32
4.35,4.49,4.50,4.34
4.49,4.45,4.50,4.37
4.48,4.44,4.49,4.38
4.44,4.38,4.44,4.35
4.35,4.43,4.44,4.10
4.39,4.51,4.72,4.39
4.68,4.50,4.68,4.50
4.48,4.41,4.51,4.30
4.15,4.37,4.39,4.15
4.33,4.48,4.72,4.33
4.50,4.52,4.52,4.50
4.48,4.45,4.48,4.45
4.23,4.50,4.64,4.17
4.41,4.49,4.67,4.32
4.49,4.65,4.65,4.49
4.60,4.54,4.60,4.37
4.49,4.64,4.65,4.45
4.69,4.75,4.80,4.60
4.75,5.06,5.57,4.75
5.41,5.68,6.03,5.41
5.72,5.75,6.23,5.72
5.76,5.95,6.41,5.76
5.95,5.79,5.95,5.52
5.74,5.85,5.85,5.58
5.74,5.82,5.91,5.63
5.82,5.94,5.94,5.82
5.95,5.95,5.95,5.85
5.95,5.93,5.95,5.70
5.90,5.93,5.93,5.75
5.90,5.71,5.90,5.60
5.70,5.72,6.01,5.60
5.76,5.94,5.95,5.75
5.84,5.69,5.84,5.61
5.73,5.86,5.90,5.73
5.86,5.86,5.94,5.82
5.89,6.10,6.10,5.70
6.14,6.19,6.19,5.91
6.42,6.50,6.62,6.18
6.75,7.00,7.46,6.72
7.27,7.13,7.45,6.96
7.18,6.90,7.18,6.58
7.00,6.90,7.05,6.68
6.99,6.69,6.99,6.43
6.72,6.42,6.72,6.40
6.39,6.14,6.65,6.14
6.23,6.46,6.55,6.23
6.62,6.49,6.62,6.49
6.20,6.49,6.60,6.03
6.44,6.34,6.50,6.02
6.35,6.47,6.49,6.16
6.50,6.30,6.59,6.18
6.29,6.29,6.55,6.08
6.37,6.20,6.59,6.20
6.41,6.50,6.50,6.02
6.46,6.42,6.46,6.20
6.32,6.34,6.36,6.07
6.32,6.28,6.35,6.28
6.24,6.25,6.35,6.06
6.23,6.31,6.33,6.12
6.31,6.22,6.31,6.20
6.22,6.25,6.30,6.07
6.25,6.29,6.30,6.20
6.21,6.25,6.29,6.05
6.17,6.20,6.49,6.01
6.30,6.27,6.38,6.27
6.11,6.17,6.30,6.05
6.03,6.25,6.25,6.03
6.00,4.36,6.00,4.07
4.40,5.21,5.74,4.40
6.37,5.52,6.37,5.21
5.49,5.53,5.65,5.40
5.55,5.51,5.93,5.41
5.61,5.54,5.65,5.41
5.80,5.86,5.93,5.72
5.90,5.80,5.97,5.80
5.55,5.50,5.89,5.50
5.87,5.94,5.94,5.74
5.75,5.82,5.82,5.65
5.82,5.97,6.48,5.82
5.90,5.98,6.00,5.90
6.00,5.94,6.00,5.93
5.90,5.57,5.99,5.54
5.96,5.85,6.31,5.50
5.97,5.95,6.14,5.85
5.95,6.08,6.20,5.95
5.91,5.93,5.95,5.80
5.86,5.89,6.19,5.80
5.87,5.83,6.15,5.81
5.83,5.98,6.07,5.83
5.90,5.98,6.00,5.82
5.94,5.76,5.94,5.70
5.70,5.58,5.79,5.51
5.55,5.53,5.70,5.52
5.54,5.60,5.67,5.26
5.68,5.44,5.84,5.44
5.83,5.53,5.84,5.45
5.80,5.65,5.88,5.45
5.92,5.77,5.92,5.36
5.63,5.46,5.70,5.36
5.78,5.55,5.95,5.50
5.69,5.52,5.75,5.50
5.46,5.51,5.56,5.40
5.55,5.24,5.62,5.24
5.55,5.49,5.55,5.04
5.40,5.41,5.45,5.19
5.45,5.65,5.65,5.21
5.41,5.36,5.75,5.35
5.49,5.68,5.71,5.23
5.60,5.60,5.65,5.45
5.65,5.48,5.68,5.27
5.64,5.33,5.66,5.21
5.66,5.60,5.74,5.36
5.80,5.41,5.80,5.36
5.57,5.73,5.76,5.28
5.42,5.70,5.73,5.42
5.72,5.54,5.79,5.42
5.52,5.41,5.52,5.36
5.35,5.48,5.50,5.27
5.38,5.63,5.63,5.38
5.51,5.45,5.58,5.37
5.35,5.31,5.39,5.31
5.26,5.43,5.47,5.19
5.21,4.68,5.21,4.64
4.69,5.06,5.06,4.69
5.35,5.01,5.35,5.01
4.95,5.05,5.07,4.95
5.08,5.40,5.40,4.83
5.31,4.74,5.31,4.74
4.75,5.07,5.40,4.75
5.06,4.83,5.23,4.71
4.94,4.87,4.97,4.84
4.70,4.73,5.22,4.70
4.63,4.62,4.87,4.58
4.89,4.63,4.90,4.63
4.63,4.72,4.72,4.61
4.63,4.69,4.82,4.59
4.65,4.71,4.79,4.56
4.65,4.80,4.92,4.65
4.94,5.00,5.09,4.70
4.93,4.78,5.09,4.70
4.85,4.87,4.87,4.80
4.76,4.80,4.89,4.76
4.85,4.66,4.85,4.66
4.65,4.78,4.79,4.65
4.62,4.72,4.85,4.55
4.62,4.70,4.83,4.55
4.64,4.67,4.69,4.55
4.56,4.65,4.75,4.55
4.65,4.74,4.75,4.61
4.78,4.60,4.78,4.55
4.56,4.56,4.72,4.55
4.55,4.62,4.66,4.33
4.47,4.61,4.68,4.47
4.62,4.47,4.65,4.47
4.44,4.25,4.58,4.25
4.30,4.22,4.30,4.08
4.27,4.20,4.27,4.04
4.18,4.39,4.41,4.18
4.29,4.25,4.42,4.25
4.25,4.25,4.25,4.25
4.11,4.36,4.36,4.11
4.34,4.30,4.36,4.17
4.27,3.93,4.28,3.93
4.02,3.85,4.02,3.36
3.80,3.95,3.96,3.59
3.61,3.74,3.88,3.61
3.60,3.69,3.73,3.55
3.72,3.92,3.92,3.62
3.79,3.63,3.89,3.62
3.74,3.56,3.74,3.49
3.45,3.07,3.58,3.07
3.20,3.17,3.36,3.14
3.23,3.52,3.53,3.12
3.42,3.67,4.03,3.16
3.65,3.50,4.13,3.50
3.65,3.54,4.37,3.54
3.84,4.12,4.30,3.84
4.12,3.92,4.12,3.87
3.97,3.73,3.97,3.63
3.52,3.71,3.78,3.52
3.63,3.73,3.74,3.63
3.61,3.67,3.67,3.59
3.67,3.84,4.37,3.60
3.84,3.71,3.94,3.62
3.71,4.03,4.27,3.62
4.03,3.78,4.03,3.78
3.76,3.58,3.76,3.58
3.64,3.64,3.64,3.64
3.64,3.69,4.05,3.64
3.72,3.65,4.04,3.58
3.81,3.65,3.82,3.63
3.60,3.60,3.65,3.60
3.60,3.47,3.60,3.47
3.52,3.59,3.59,3.45
3.39,3.50,3.50,3.38
3.73,3.59,3.88,3.50
3.59,3.37,3.59,3.34
3.40,3.25,3.52,3.25
3.54,3.45,3.54,3.45
3.45,3.31,3.45,3.29
3.31,3.35,3.55,3.31
3.33,3.33,3.33,3.33
3.31,3.44,3.47,3.31
3.31,3.31,3.31,3.31
3.39,3.35,3.41,3.35
3.31,3.07,3.31,3.07
3.14,3.09,3.14,3.05
3.08,3.04,3.08,3.04
3.02,2.81,3.04,2.81
2.90,2.75,2.91,2.63
2.71,2.70,2.99,2.66
2.71,2.72,2.90,2.71
2.65,2.74,2.76,2.65
2.75,2.70,2.78,2.65
2.75,2.64,2.75,2.50
2.55,2.40,2.56,2.38
2.60,2.74,3.08,2.38
2.99,2.86,2.99,2.84
2.64,2.62,2.75,2.62
2.50,2.46,2.55,2.33
2.45,2.18,2.89,2.18
2.05,2.10,2.18,1.99
2.38,2.49,2.88,2.20
2.55,2.37,2.68,2.36
2.35,2.35,2.60,2.29
2.47,2.90,2.96,2.29
2.78,2.71,2.90,2.47
2.57,2.63,2.87,2.53
2.65,2.53,2.79,2.40
2.54,2.65,2.65,2.54
2.54,2.70,2.70,2.45
2.74,2.41,2.79,2.40
2.57,2.42,2.57,2.42
2.41,2.44,2.47,2.41
2.40,2.28,2.42,2.20
2.45,2.47,2.53,2.39
2.55,2.78,2.84,2.55
2.83,2.76,2.83,2.65
2.74,2.64,2.74,2.50
2.41,2.62,2.79,2.41
2.71,2.79,2.79,2.55
2.89,2.87,2.89,2.86
2.71,2.89,2.89,2.70
2.48,2.61,2.61,2.48
2.51,2.54,2.58,2.45
2.45,2.89,2.89,2.45
2.59,2.60,2.73,2.59
2.79,2.61,2.79,2.61
2.70,2.71,2.75,2.70
2.83,2.64,3.15,2.62
3.35,3.02,3.55,2.80
3.02,3.20,3.21,3.02
3.38,3.39,3.40,3.19
3.44,3.61,3.74,3.38
3.80,3.71,4.00,3.56
3.65,3.60,3.65,3.35
3.59,3.30,3.59,3.30
3.35,3.50,3.71,3.35
3.39,3.40,3.40,3.37
3.28,3.27,3.36,3.26
3.15,3.20,3.21,3.07
3.24,3.24,3.25,3.21
3.27,3.63,3.63,3.20
3.59,3.41,3.59,3.35
3.41,3.73,3.75,3.41
3.73,3.77,3.85,3.65
3.75,3.75,3.78,3.58
3.50,3.78,3.78,3.50
3.71,3.80,3.84,3.36
3.85,3.93,4.00,3.85
3.96,4.06,4.44,3.95
4.14,3.82,4.25,3.80
3.90,3.89,4.03,3.84
4.01,3.98,4.24,3.95
4.22,4.06,4.22,4.06
3.99,3.99,3.99,3.99
4.04,4.25,4.25,4.03
4.15,4.02,4.15,4.02
3.90,3.90,3.90,3.90
3.85,3.85,3.85,3.85
3.87,3.59,3.98,3.59
3.50,3.62,3.75,3.50
3.62,3.62,3.62,3.62
3.96,3.86,3.96,3.53
3.95,3.92,4.09,3.92
3.74,4.02,4.04,3.70
4.03,4.04,4.15,3.98
4.00,3.68,4.00,3.68
3.68,3.68,3.68,3.68
3.77,3.77,3.77,3.77
3.78,4.00,4.00,3.78
4.06,5.00,5.21,4.00
5.08,5.61,5.95,5.00
5.67,5.06,5.89,4.89
5.15,5.21,5.97,5.10
5.69,5.41,5.69,5.16
5.51,5.33,5.51,5.26
5.25,5.25,5.59,5.25
5.42,5.54,5.71,5.28
5.50,6.00,6.00,5.49
5.87,5.87,5.90,5.55
5.69,5.74,5.99,5.56
5.93,5.81,5.96,5.74
5.85,5.78,5.94,5.50
5.74,5.83,5.86,5.71
5.50,5.56,5.89,5.49
5.68,5.50,5.68,5.38
5.50,6.20,6.24,5.25
6.28,6.25,6.29,5.50
6.54,6.25,6.54,6.00
6.13,6.05,6.21,6.00
5.96,6.15,6.25,5.91
6.15,6.03,6.23,5.98
6.03,6.00,6.13,5.96
6.06,6.03,6.06,6.03
5.96,6.23,6.23,5.96
6.25,6.10,6.25,6.05
6.08,5.97,6.13,5.97
5.99,6.35,6.36,5.99
6.47,6.20,6.47,6.10
6.12,6.05,6.13,5.98
6.04,6.15,6.45,6.04
6.02,6.38,6.41,6.02
6.12,6.18,6.39,6.10
6.13,5.98,6.13,5.98
5.81,6.02,6.02,5.76
5.91,6.00,6.04,5.85
6.14,6.08,6.14,5.95
6.13,6.35,6.36,5.90
6.45,6.58,6.99,6.39
6.45,6.31,6.90,6.31
6.33,6.13,6.33,6.11
6.18,6.03,6.18,5.99
6.02,6.02,6.26,6.00
6.09,6.24,6.26,6.02
6.13,6.15,6.22,5.74
6.15,6.11,6.24,6.11
6.11,6.11,6.11,6.11
6.01,6.41,6.41,6.01
6.40,6.80,6.90,6.39
6.79,6.90,6.90,6.71
6.70,6.83,6.83,6.70
6.78,6.90,6.90,6.78
6.81,6.83,6.86,6.81
6.89,6.87,6.89,6.87
6.86,6.70,6.86,6.70
6.70,6.70,6.89,6.70
6.84,6.80,6.84,6.80
6.73,6.73,6.73,6.73
6.72,6.75,6.98,6.45
6.95,6.61,6.95,6.61
6.49,6.50,6.72,6.49
6.70,6.79,6.86,6.62
6.73,6.80,6.86,6.62
6.63,6.65,6.69,6.60
6.62,6.52,6.62,6.43
6.40,6.70,6.82,6.40
6.74,6.66,6.74,6.66
6.61,6.60,6.61,6.59
6.65,6.79,6.80,6.56
6.80,7.03,7.10,6.62
7.12,7.19,7.21,7.00
7.25,7.05,7.30,6.50
6.95,6.75,7.12,6.75
6.91,6.68,7.04,6.59
6.50,6.61,6.83,6.49
6.61,6.57,6.77,6.50
6.54,6.41,6.62,6.41
6.50,6.47,6.50,6.47
6.40,6.44,6.44,6.31
6.40,6.77,6.83,6.40
6.61,6.88,6.91,6.50
6.99,6.57,6.99,6.55
6.89,6.73,6.89,6.73
6.63,6.76,6.76,6.63
6.60,6.60,6.60,6.59
6.58,6.49,6.67,6.42
6.47,6.50,6.50,6.47
6.38,6.48,6.48,6.32
6.38,6.41,6.47,6.38
6.36,6.36,6.36,6.36
6.45,6.45,6.45,6.45
6.32,4.70,6.39,4.26
4.81,5.39,5.39,4.50
5.83,5.87,5.94,5.83
5.93,5.75,5.93,5.75
5.53,5.39,5.75,5.00
5.67,5.05,6.48,5.05
5.57,5.40,5.57,5.40
5.53,5.49,5.53,5.48
5.86,5.50,5.87,5.49
5.49,5.49,5.49,5.49
5.35,5.49,5.50,5.25
5.49,5.42,5.49,5.25
5.47,5.49,5.52,5.47
5.29,5.45,5.48,5.29
5.25,5.25,5.25,5.25
5.26,5.29,5.29,5.25
5.25,5.27,5.27,5.25
5.32,5.50,5.50,5.28
5.49,5.18,5.49,5.18
5.25,5.02,5.25,5.02
5.02,5.06,5.50,5.02
5.41,5.11,5.41,5.02
5.07,5.09,5.09,5.07
5.04,5.45,5.49,5.01
5.35,5.16,5.35,5.16
5.50,5.44,5.50,5.44
5.44,5.44,5.44,5.44
5.35,5.13,5.47,5.06
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.10,5.10,5.10,5.10
5.07,5.07,5.07,5.07
5.02,5.01,5.02,5.01
5.19,5.18,5.19,5.18
5.18,5.18,5.18,5.18
5.18,5.18,5.18,5.18
5.70,5.70,5.70,5.70
6.19,5.52,6.19,5.50
5.52,5.52,5.52,5.52
5.09,5.09,5.09,5.09
5.09,5.49,5.49,5.09
5.48,5.10,5.48,5.10
5.25,5.33,5.34,5.25
5.12,5.35,5.35,5.09
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.35,5.35,5.35,5.35
5.48,5.44,5.50,5.44
5.50,5.40,5.50,5.40
5.50,5.20,5.50,5.20
5.20,5.20,5.20,5.20
5.24,5.20,5.26,5.20
5.46,5.46,5.46,5.46
5.40,6.17,6.17,5.40
6.18,5.72,6.18,5.72
5.77,6.00,6.18,5.77
5.89,5.95,5.95,5.84
6.11,5.98,6.11,5.76
5.72,6.00,6.15,5.72
6.17,6.33,6.35,6.17
6.34,6.25,6.34,6.14
5.53,5.25,5.62,5.25
5.37,5.35,5.54,5.29
5.35,5.30,5.35,5.30
5.45,5.35,5.45,5.35
5.50,5.50,5.50,5.50
5.47,5.28,5.47,5.28
5.28,5.32,5.35,5.25
5.47,5.25,5.47,5.25
5.25,5.25,5.27,5.25
5.25,5.42,5.42,5.24
5.42,5.42,5.42,5.42
5.13,5.13,5.13,5.13
5.12,5.15,5.17,5.09
5.12,5.00,5.12,5.00
4.98,4.87,4.98,4.87
4.98,5.05,5.05,4.98
5.00,4.80,5.05,4.80
4.77,4.78,4.99,4.77
4.96,4.80,4.96,4.80
4.75,4.72,4.75,4.72
4.70,4.63,4.95,4.55
4.44,4.26,4.70,4.12
4.27,4.10,4.30,4.10
4.10,4.19,4.19,4.10
4.00,3.99,4.00,3.90
3.91,3.65,4.20,3.65
3.78,3.75,3.79,3.57
3.55,3.50,3.55,3.38
3.58,3.40,3.58,3.40
3.39,3.38,3.39,3.38
3.45,3.01,3.45,2.91
3.18,3.13,3.54,3.06
3.05,3.05,3.24,3.00
3.33,3.05,3.36,3.05
3.26,3.24,3.29,3.00
3.18,3.26,3.28,3.18
3.20,3.12,3.20,3.11
3.17,3.03,3.17,3.03
3.02,3.09,3.17,3.02
3.12,3.04,3.12,3.02
3.02,3.00,3.06,3.00
3.02,2.78,3.12,2.78
2.90,2.91,3.05,2.90
2.90,2.75,2.93,2.73
2.58,2.72,2.97,2.58
2.70,2.70,2.70,2.70
2.69,2.56,2.81,2.55
2.83,2.61,2.83,2.59
2.60,3.15,3.30,2.60
2.86,3.04,3.37,2.86
3.58,3.32,3.58,3.32
3.52,3.85,4.25,3.52
4.00,4.05,4.10,3.90
4.08,4.19,4.50,4.08
4.19,4.04,4.45,4.04
4.15,4.17,4.17,4.15
4.06,4.31,4.50,4.06
4.50,4.03,4.50,4.00
3.75,3.55,4.04,3.55
3.30,3.35,3.67,3.30
3.10,2.91,3.39,2.91
2.80,3.04,3.26,2.80
3.00,2.99,3.00,2.91
3.13,3.36,3.65,3.13
3.25,3.48,3.48,3.25
3.26,3.24,3.28,3.12
3.29,3.15,3.29,3.15
3.20,3.08,3.39,3.08
3.24,3.08,3.24,3.08
3.10,3.10,3.25,3.05
3.17,3.09,3.17,3.01
3.09,3.23,3.28,2.81
3.65,3.25,3.65,3.25
3.45,3.79,3.80,3.10
3.50,3.65,3.65,3.49
3.60,3.47,3.73,3.35
3.57,3.56,3.75,3.21
3.40,3.47,3.69,3.35
3.58,3.74,4.14,3.53
3.76,3.72,3.76,3.71
3.52,3.68,3.80,3.45
3.59,3.13,3.84,3.07
3.42,3.34,3.42,3.25
3.39,3.24,3.53,3.12
3.31,3.52,3.52,3.31
3.85,3.34,3.85,3.30
3.80,3.50,3.80,3.12
3.28,3.32,3.57,3.25
3.56,3.35,3.56,3.25
3.40,3.45,3.58,3.34
3.45,3.45,3.45,3.45
3.35,3.48,3.48,3.35
3.38,3.43,3.57,3.22
3.50,3.59,3.59,3.24
3.56,3.56,3.56,3.46
3.32,3.35,3.49,3.32
3.35,3.35,3.35,3.35
3.45,3.40,3.52,3.36
3.32,3.27,3.32,3.13
3.24,3.24,3.24,3.24
3.30,3.30,3.30,3.30
3.32,3.32,3.56,3.31
3.19,3.13,3.19,3.12
3.13,3.13,3.14,3.13
3.13,3.23,3.23,3.12
3.11,3.26,3.35,3.10
3.19,3.20,3.26,3.19
3.40,3.17,3.40,3.17
3.16,3.14,3.20,3.14
3.16,3.15,3.16,3.15
3.15,3.15,3.15,3.15
3.30,3.50,3.60,3.30
3.50,3.45,3.51,3.44
3.50,3.46,3.68,3.46
3.50,3.50,3.50,3.50
3.47,3.56,3.56,3.47
3.51,3.65,3.68,3.51
4.00,3.94,4.20,3.75
4.04,3.85,4.04,3.82
3.86,3.75,3.86,3.75
3.93,3.98,3.98,3.56
3.98,3.98,3.98,3.98
3.81,3.76,3.81,3.74
3.57,3.72,3.80,3.57
3.72,3.72,3.72,3.72
3.61,3.97,3.97,3.60
3.75,3.95,3.95,3.75
3.94,4.00,4.24,3.87
3.88,3.50,3.98,3.50
3.45,3.38,3.45,3.28
3.45,3.47,3.58,3.35
3.48,3.41,3.48,3.41
3.35,3.50,3.70,3.35
3.51,3.36,3.69,3.35
3.48,3.59,3.74,3.40
3.48,3.46,3.48,3.40
3.40,3.54,3.54,3.40
3.54,3.41,3.56,3.41
3.53,3.45,3.53,3.45
3.53,3.65,3.80,3.45
3.64,3.95,3.95,3.51
3.87,3.87,3.95,3.61
3.90,3.95,4.29,3.90
4.14,4.04,4.14,4.04
3.96,4.06,4.06,3.96
4.06,3.91,4.15,3.75
3.84,3.79,3.87,3.75
3.75,3.63,3.76,3.63
3.66,3.81,3.81,3.65
3.81,3.81,3.81,3.81
3.74,3.78,3.78,3.62
3.67,3.74,3.74,3.67
3.59,3.59,3.59,3.59
3.59,3.57,3.70,3.57
3.58,3.57,3.69,3.57
3.57,3.73,3.73,3.57
3.74,3.78,3.92,3.68
3.86,3.61,3.86,3.58
3.59,3.63,3.63,3.49
3.48,3.56,3.89,3.48
3.57,3.57,3.57,3.57
3.91,3.91,3.91,3.91
3.62,3.53,3.72,3.53
3.66,3.33,3.71,3.24
3.58,3.52,3.58,3.40
3.52,3.52,3.52,3.52
3.57,3.79,3.79,3.54
3.79,3.79,3.79,3.79
3.71,3.51,3.71,3.38
3.52,3.52,3.52,3.52
3.52,3.50,3.52,3.30
3.65,3.65,3.72,3.65
3.79,3.74,3.79,3.45
3.74,3.74,3.74,3.74
3.47,3.70,3.70,3.47
3.50,3.50,3.50,3.50
3.55,3.56,3.68,3.55
3.58,3.61,3.61,3.57
3.63,3.61,3.63,3.61
3.68,3.61,3.68,3.61
3.62,3.62,3.62,3.62
3.61,3.69,3.71,3.61
3.61,3.64,3.64,3.61
3.60,3.61,3.61,3.60
3.62,3.53,3.62,3.51
3.53,3.53,3.53,3.53
3.53,3.53,3.53,3.53
3.53,3.55,3.57,3.53
3.54,3.56,3.56,3.53
3.53,3.52,3.55,3.52
3.61,3.54,3.75,3.54
3.66,3.61,3.66,3.60
3.51,3.58,3.58,3.51
3.58,3.58,3.58,3.58
3.65,3.64,3.65,3.64
3.64,3.55,3.64,3.55
3.61,3.61,3.61,3.61
3.64,3.51,3.64,3.51
3.64,3.52,3.64,3.52
3.53,3.52,3.63,3.52
3.52,3.51,3.52,3.51
3.51,3.51,3.51,3.50
3.47,3.12,3.47,2.83
3.12,3.21,3.21,3.12
3.21,3.21,3.21,3.21
3.22,3.17,3.47,3.12
3.40,3.51,3.65,3.40
3.36,3.27,3.54,3.10
3.35,3.39,3.63,3.33
3.60,3.48,3.60,3.37
3.65,3.53,3.93,3.52
3.63,3.71,3.89,3.55
4.19,3.99,4.55,3.90
4.09,3.99,4.12,3.68
4.09,4.03,4.10,4.01
3.97,4.01,4.01,3.95
3.58,3.89,4.13,3.58
4.02,3.97,4.45,3.97
4.35,4.35,4.35,4.35
4.00,4.00,4.04,3.97
4.04,4.01,4.09,4.00
4.10,3.71,4.10,3.68
3.64,3.79,3.80,3.64
3.70,3.95,3.95,3.70
3.82,3.87,3.87,3.82
3.99,4.90,4.90,3.99
4.86,4.84,5.25,4.50
4.90,4.05,5.08,3.80
4.19,4.26,4.44,4.04
4.44,4.30,4.47,4.17
4.24,3.99,4.28,3.91
4.16,3.91,4.16,3.85
3.91,3.88,3.91,3.88
3.88,3.81,3.88,3.80
3.80,3.70,3.90,3.70
3.95,3.85,3.95,3.70
3.80,3.80,3.94,3.75
3.90,3.75,3.90,3.65
3.66,3.70,3.70,3.60
3.69,3.65,3.69,3.65
3.70,3.75,3.75,3.70
3.60,3.40,3.75,3.30
3.55,3.30,3.55,3.30
3.60,3.50,3.60,3.50
3.50,3.40,3.53,3.40
3.50,3.55,3.65,3.45
3.41,3.55,3.55,3.41
3.55,3.55,3.55,3.55
3.45,3.40,3.45,3.40
3.45,3.33,3.45,3.33
3.30,3.35,3.40,3.30
3.35,3.20,3.35,3.20
3.27,3.10,3.27,3.10
3.10,3.10,3.10,3.10
3.15,3.10,3.15,3.10
2.85,3.00,3.30,2.85
3.10,3.20,3.20,3.05
3.40,3.15,3.40,3.05
3.15,3.75,4.55,3.15
4.15,4.10,4.35,3.84
4.00,4.05,4.25,3.80
4.17,4.15,4.20,4.10
4.10,4.15,4.15,4.10
4.15,4.05,4.15,3.70
3.85,4.05,4.05,3.85
4.00,4.05,4.05,4.00
4.04,3.90,4.10,3.90
3.40,4.60,4.60,3.40
4.60,4.50,4.60,4.20
4.25,3.90,4.35,3.90
