FXE,Guggenheim CurrencyShares Euro Currency Trust,NASDAQ
103.54,103.62,103.78,103.43
104.17,104.61,104.91,104.14
104.30,104.16,104.44,103.97
104.37,104.60,104.63,104.35
103.47,103.12,103.75,102.97
102.66,102.58,102.74,102.34
103.19,103.34,103.43,102.91
103.17,103.18,103.64,103.14
103.36,102.32,103.73,101.99
101.47,101.16,101.50,100.73
101.20,101.47,101.74,101.06
101.32,101.02,101.54,101.01
100.71,100.93,101.11,100.69
101.44,101.35,101.53,101.26
101.60,101.36,102.00,101.35
101.41,101.52,101.70,101.36
101.53,101.57,101.63,101.50
100.98,101.10,101.20,100.78
101.50,101.87,101.91,101.49
102.34,102.26,102.73,102.22
100.98,100.93,101.32,100.46
101.45,101.87,101.98,101.41
102.34,102.98,103.09,102.34
102.35,102.29,102.78,102.21
102.32,102.66,102.76,102.20
102.70,102.55,102.98,102.48
101.90,102.69,103.14,101.53
103.34,103.17,103.65,103.04
103.32,103.31,103.44,102.90
