SITO,SITO Mobile,NASDAQ
3.48,3.49,3.64,3.45
3.51,3.41,3.59,3.40
3.40,3.39,3.47,3.32
3.47,3.15,3.54,3.08
3.15,3.24,3.32,3.08
3.24,3.19,3.29,3.19
3.19,3.16,3.20,3.14
3.15,2.98,3.20,2.91
2.95,3.02,3.14,2.84
3.08,3.02,3.08,2.86
3.05,3.31,3.41,2.98
3.33,3.46,3.52,3.33
3.51,3.40,3.51,3.32
3.37,3.46,3.46,3.33
3.50,3.50,3.58,3.48
3.51,3.69,3.78,3.51
3.70,3.69,3.70,3.60
3.16,2.50,3.23,2.41
2.56,2.53,2.70,2.44
2.58,2.47,2.60,2.42
2.53,2.34,2.53,2.34
2.34,2.27,2.36,2.15
2.15,2.37,2.44,2.15
2.39,2.30,2.42,2.22
2.28,2.36,2.38,2.22
2.39,2.36,2.39,2.30
