YTEN,Yield10 Bioscience,NASDAQ
1.63,1.53,1.63,1.49
1.54,1.50,1.54,1.50
1.51,1.50,1.52,1.50
1.50,1.41,1.51,1.40
1.44,1.44,1.49,1.42
1.48,1.42,1.50,1.42
1.45,1.48,1.52,1.45
1.51,1.50,1.53,1.50
1.50,1.48,1.51,1.48
1.52,1.49,1.52,1.45
1.49,1.47,1.50,1.47
1.46,1.47,1.48,1.45
1.47,1.47,1.50,1.47
1.45,1.45,1.49,1.41
1.43,1.42,1.44,1.41
1.45,1.46,1.50,1.40
1.47,1.41,1.47,1.41
1.44,1.43,1.45,1.40
1.42,1.47,1.47,1.42
1.45,1.49,1.50,1.44
1.47,1.48,1.50,1.45
1.48,1.48,1.50,1.46
1.46,1.45,1.46,1.45
1.45,1.43,1.47,1.41
1.42,1.45,1.46,1.41
1.41,1.62,1.62,1.41
1.61,1.64,1.68,1.60
1.68,1.69,1.70,1.57
1.67,1.57,1.67,1.41
1.51,1.47,1.55,1.41
1.47,1.47,1.48,1.42
1.47,1.47,1.47,1.42
1.48,1.44,1.48,1.44
1.45,1.48,1.52,1.44
1.52,1.59,1.59,1.50
1.60,1.49,1.61,1.48
1.52,1.45,1.53,1.40
1.49,1.49,1.52,1.34
1.47,1.49,1.53,1.37
1.43,1.46,1.53,1.40
1.41,1.39,1.46,1.38
1.39,1.38,1.40,1.23
1.37,1.36,1.40,1.35
1.35,1.39,1.40,1.35
1.39,1.43,1.44,1.38
1.43,1.38,1.46,1.38
1.39,1.34,1.39,1.27
1.30,1.28,1.31,1.24
1.26,1.29,1.40,1.26
1.31,1.35,1.38,1.28
1.35,1.31,1.35,1.30
1.31,1.31,1.35,1.29
1.30,1.34,1.35,1.30
1.34,1.29,1.36,1.29
1.30,1.27,1.39,1.25
1.27,1.26,1.29,1.25
1.25,1.22,1.27,1.21
1.20,1.20,1.25,1.20
1.20,1.26,1.30,1.20
1.28,1.24,1.28,1.23
1.27,1.25,1.28,1.25
1.25,1.30,1.30,1.25
1.27,1.24,1.28,1.22
1.23,1.25,1.25,1.23
1.25,1.30,1.30,1.25
1.26,1.24,1.27,1.23
1.23,1.25,1.26,1.23
1.24,1.22,1.28,1.22
1.22,1.24,1.30,1.22
1.23,1.26,1.29,1.23
1.30,1.33,1.50,1.29
1.35,1.34,1.37,1.32
1.34,1.32,1.34,1.26
1.29,1.35,1.38,1.29
1.32,1.27,1.32,1.25
1.25,1.27,1.29,1.25
1.25,1.30,1.32,1.24
1.29,1.26,1.30,1.25
1.25,1.25,1.27,1.24
1.23,1.25,1.25,1.23
1.23,1.21,1.29,1.19
1.21,1.16,1.26,1.11
1.20,1.13,1.22,1.13
1.11,1.12,1.15,1.10
1.13,1.15,1.16,1.12
1.21,1.16,1.25,1.12
1.14,1.15,1.16,1.10
1.15,1.17,1.17,1.13
1.16,1.13,1.18,1.12
1.13,1.17,1.19,1.12
1.17,1.26,1.33,1.17
1.23,1.13,1.24,1.12
1.14,1.10,1.15,1.10
1.15,1.07,1.15,1.05
1.05,1.08,1.11,1.05
1.05,1.05,1.12,1.05
1.07,1.03,1.11,1.01
1.06,1.00,1.09,0.96
1.00,1.00,1.00,0.93
0.97,0.94,0.98,0.87
0.91,0.87,0.94,0.85
0.85,0.88,0.91,0.85
0.90,0.98,1.24,0.90
1.05,1.00,1.05,0.98
1.00,0.98,1.08,0.97
0.98,0.87,0.98,0.86
0.87,0.83,0.88,0.82
0.87,0.84,0.88,0.82
0.81,0.76,0.87,0.76
0.75,0.76,0.80,0.75
0.76,0.78,0.81,0.76
0.78,0.85,0.87,0.77
0.85,1.12,1.17,0.85
1.10,1.09,1.10,0.97
1.15,1.13,1.18,1.06
1.16,1.07,1.16,1.04
1.07,1.07,1.15,1.05
1.13,1.63,1.94,1.08
1.68,1.45,1.73,1.39
1.45,1.42,1.56,1.35
1.44,1.37,1.49,1.32
1.33,1.41,1.43,1.30
1.44,1.35,1.44,1.31
1.35,1.39,1.58,1.35
1.39,1.34,1.39,1.30
1.34,1.34,1.40,1.30
1.33,1.33,1.40,1.30
1.33,1.37,1.40,1.31
1.37,1.39,1.49,1.37
1.39,1.38,1.44,1.36
1.38,1.32,1.41,1.28
1.35,1.37,1.38,1.30
1.35,1.30,1.37,1.27
1.27,1.26,1.31,1.22
1.22,1.22,1.25,1.21
1.20,1.22,1.24,1.20
1.24,1.32,1.32,1.20
1.30,1.39,1.39,1.30
1.40,1.38,1.40,1.36
1.35,1.33,1.38,1.30
1.34,1.30,1.40,1.30
1.28,1.37,1.39,1.28
1.38,1.37,1.38,1.35
1.33,1.41,1.42,1.28
1.40,1.52,1.53,1.40
1.49,1.40,1.49,1.37
1.40,1.44,1.45,1.40
1.44,1.47,1.50,1.41
1.46,1.48,1.48,1.34
1.48,1.47,1.53,1.42
1.48,1.42,1.48,1.37
1.39,1.40,1.44,1.38
1.37,1.41,1.44,1.37
1.43,1.43,1.45,1.38
1.41,1.43,1.46,1.41
1.42,1.40,1.45,1.38
1.38,1.41,1.46,1.38
1.41,1.41,1.42,1.40
1.40,1.40,1.40,1.39
1.40,1.38,1.40,1.38
1.38,1.40,1.41,1.37
1.38,1.41,1.44,1.38
1.44,1.45,1.48,1.41
1.49,1.38,1.49,1.38
1.42,1.37,1.42,1.37
1.37,1.36,1.41,1.36
1.33,1.35,1.39,1.32
1.27,1.28,1.36,1.27
1.28,1.25,1.36,1.23
1.33,1.29,1.33,1.28
1.30,1.32,1.35,1.28
1.31,1.25,1.31,1.24
1.24,1.29,1.38,1.24
1.33,1.28,1.33,1.25
1.28,1.28,1.30,1.25
1.28,1.26,1.30,1.26
1.29,1.31,1.32,1.27
1.34,1.33,1.39,1.31
1.32,1.33,1.38,1.31
1.31,1.34,1.34,1.28
1.31,1.44,1.48,1.31
1.48,1.40,1.48,1.38
1.45,1.45,1.54,1.36
1.41,1.37,1.42,1.35
1.40,1.39,1.45,1.38
1.42,1.58,1.67,1.41
1.60,1.49,1.63,1.42
1.44,1.47,1.49,1.42
1.51,1.49,1.53,1.45
1.49,1.42,1.49,1.40
1.40,1.40,1.48,1.40
1.42,1.36,1.45,1.34
1.38,1.40,1.40,1.34
1.23,1.20,1.28,1.10
1.20,1.30,1.30,1.12
1.30,1.28,1.32,1.23
1.30,1.26,1.30,1.22
1.28,1.28,1.30,1.25
1.27,1.20,1.29,1.19
1.20,1.14,1.22,1.14
1.13,1.18,1.20,1.12
1.18,1.19,1.24,1.12
1.20,1.20,1.23,1.20
1.19,1.17,1.19,1.13
1.16,1.03,1.16,1.03
1.05,0.97,1.05,0.97
1.01,0.95,1.01,0.94
0.95,0.94,0.97,0.90
0.90,0.90,0.94,0.90
0.90,0.94,0.97,0.89
0.92,0.94,0.97,0.92
0.94,0.95,0.97,0.91
0.92,0.92,0.97,0.91
0.95,1.00,1.02,0.92
1.02,1.05,1.05,1.00
1.02,1.03,1.05,1.00
1.01,1.05,1.06,1.00
1.06,1.09,1.16,1.04
1.08,1.05,1.09,1.01
1.08,1.02,1.08,1.02
1.01,1.05,1.06,1.01
1.04,1.05,1.07,1.04
1.05,1.06,1.09,1.05
1.07,1.08,1.11,1.07
1.11,1.17,1.19,1.09
1.17,1.17,1.17,1.12
1.13,0.98,1.16,0.96
1.00,1.01,1.09,1.00
1.01,0.95,1.01,0.92
0.93,0.93,0.94,0.87
0.91,0.84,0.91,0.83
0.84,0.87,0.90,0.84
0.82,0.85,0.90,0.82
0.86,0.80,0.89,0.75
0.85,0.80,0.86,0.77
0.83,0.82,0.83,0.79
0.79,0.82,0.85,0.79
0.83,0.82,0.84,0.82
0.84,0.83,0.84,0.83
0.83,0.84,0.84,0.83
0.81,0.84,0.85,0.81
0.84,0.88,0.88,0.84
0.90,0.88,0.90,0.87
0.88,0.87,0.88,0.87
0.88,0.89,0.92,0.87
0.86,0.90,0.93,0.84
0.91,0.90,0.93,0.90
0.88,0.88,0.90,0.88
0.90,0.90,0.90,0.89
0.91,0.91,0.91,0.89
0.91,0.94,0.97,0.89
0.95,0.96,0.98,0.95
0.96,0.91,0.96,0.90
0.95,0.93,0.95,0.92
0.93,0.94,0.95,0.92
0.92,0.94,0.95,0.92
0.92,0.81,0.94,0.81
0.83,0.87,0.90,0.81
0.90,0.90,0.92,0.90
0.89,0.89,0.90,0.84
0.86,0.88,0.89,0.86
0.88,0.82,0.88,0.79
0.88,0.77,0.88,0.76
0.82,0.76,0.82,0.76
0.78,0.80,0.80,0.77
0.80,0.84,0.84,0.80
0.81,0.81,0.81,0.78
0.83,0.70,0.83,0.68
0.68,0.67,0.76,0.67
0.67,0.62,0.67,0.57
0.57,0.55,0.60,0.50
0.53,0.59,0.60,0.53
0.60,0.70,0.78,0.60
0.70,0.67,0.76,0.66
0.68,0.69,0.74,0.61
0.60,0.68,0.68,0.50
0.65,0.66,0.68,0.59
0.62,0.60,0.62,0.60
0.61,0.52,0.62,0.50
0.55,0.50,0.55,0.45
0.50,0.43,0.50,0.40
0.43,0.46,0.50,0.36
0.41,0.52,0.59,0.41
0.54,0.55,0.55,0.52
0.60,0.55,0.62,0.54
0.54,0.60,0.65,0.52
0.62,0.65,0.72,0.60
0.65,0.65,0.67,0.62
0.62,0.66,0.69,0.62
0.65,0.65,0.67,0.65
0.65,0.64,0.67,0.63
0.65,0.64,0.65,0.63
0.65,0.64,0.66,0.64
0.65,0.65,0.66,0.65
0.65,0.65,0.67,0.64
0.65,0.65,0.66,0.56
0.65,0.66,0.67,0.59
0.65,0.67,0.67,0.64
0.72,0.69,0.74,0.69
0.68,0.68,0.69,0.65
0.71,0.69,0.71,0.68
0.72,0.74,0.75,0.70
0.75,0.77,0.78,0.74
0.76,0.86,0.90,0.76
0.85,1.05,1.10,0.84
1.06,1.16,1.51,1.06
1.12,1.00,1.16,0.97
1.07,0.95,1.07,0.92
0.95,1.01,1.03,0.86
1.01,0.98,1.02,0.96
0.99,0.87,1.01,0.87
0.94,0.84,0.95,0.82
0.85,0.83,0.90,0.81
0.85,0.85,0.87,0.77
0.88,1.01,1.01,0.86
1.00,0.90,1.01,0.90
0.91,0.91,0.96,0.90
0.92,0.96,0.96,0.92
0.98,0.95,0.98,0.92
0.92,0.93,0.94,0.90
0.91,0.95,0.95,0.90
0.92,0.91,0.95,0.88
0.92,0.91,0.92,0.88
0.88,0.90,0.93,0.87
0.89,0.91,0.91,0.86
0.90,0.88,0.90,0.86
0.86,0.89,0.89,0.86
0.86,0.86,0.89,0.86
0.86,0.87,0.87,0.74
0.88,0.79,0.88,0.75
0.76,0.74,0.76,0.73
0.73,0.70,0.75,0.70
0.72,0.71,0.72,0.67
0.72,0.73,0.77,0.71
0.73,0.67,0.73,0.67
0.66,0.70,0.73,0.66
0.68,0.73,0.74,0.68
0.69,0.73,0.73,0.69
0.74,0.76,0.77,0.74
0.71,0.75,0.77,0.71
0.76,0.74,0.77,0.71
0.73,0.72,0.74,0.71
0.70,0.69,0.72,0.68
0.68,0.70,0.72,0.68
0.70,0.68,0.71,0.68
0.69,0.69,0.71,0.68
0.68,0.68,0.71,0.66
0.67,0.67,0.70,0.67
0.67,0.63,0.67,0.60
0.63,0.61,0.65,0.59
0.60,0.61,0.62,0.60
0.60,0.60,0.63,0.59
0.57,0.57,0.60,0.57
0.55,0.58,0.60,0.54
0.58,0.54,0.58,0.51
0.51,0.51,0.54,0.51
0.51,0.53,0.55,0.51
0.54,0.55,0.57,0.52
0.53,0.56,0.56,0.53
0.54,0.53,0.54,0.51
0.51,0.55,0.56,0.51
0.55,0.57,0.58,0.54
0.55,0.55,0.59,0.52
0.55,0.55,0.55,0.54
0.54,0.52,0.54,0.48
0.50,0.52,0.53,0.50
0.50,0.49,0.53,0.47
0.50,0.51,0.52,0.48
0.51,0.49,0.51,0.44
0.46,0.50,0.51,0.42
0.45,0.47,0.49,0.45
0.50,0.37,0.50,0.25
0.37,0.30,0.40,0.30
0.32,0.37,0.39,0.32
0.34,0.43,0.45,0.34
0.40,0.43,0.43,0.35
0.42,0.45,0.47,0.39
0.46,0.48,0.48,0.44
0.47,0.31,0.50,0.31
0.35,0.38,0.40,0.35
0.40,0.41,0.42,0.36
0.35,0.38,0.40,0.35
0.36,0.36,0.40,0.35
0.36,0.37,0.40,0.31
0.36,0.34,0.36,0.33
0.31,0.41,0.45,0.30
0.40,0.42,0.49,0.40
0.41,0.38,0.49,0.38
0.38,0.42,0.44,0.37
0.42,0.38,0.45,0.38
0.39,0.40,0.40,0.39
0.44,0.47,0.48,0.42
0.47,0.45,0.47,0.42
0.42,0.44,0.48,0.42
0.44,0.42,0.47,0.41
0.46,0.48,0.48,0.44
0.48,0.48,0.54,0.47
0.54,0.46,0.54,0.44
0.43,0.41,0.45,0.40
0.42,0.42,0.44,0.40
0.43,0.43,0.44,0.42
0.44,0.49,0.49,0.43
0.49,0.45,0.49,0.45
0.43,0.43,0.45,0.43
0.41,0.42,0.46,0.40
0.43,0.43,0.46,0.42
0.44,0.40,0.44,0.40
0.42,0.43,0.43,0.39
0.42,0.42,0.42,0.40
0.42,0.41,0.43,0.39
0.43,0.43,0.44,0.39
0.45,0.45,0.45,0.44
0.45,0.48,0.48,0.42
0.48,0.48,0.48,0.45
0.48,0.46,0.48,0.41
0.45,0.44,0.46,0.40
0.43,0.43,0.47,0.43
0.48,0.45,0.48,0.45
0.46,0.45,0.48,0.45
0.48,0.45,0.48,0.45
0.45,0.46,0.47,0.43
0.47,0.57,0.59,0.46
0.52,0.48,0.55,0.48
0.50,0.54,0.61,0.49
0.61,0.65,0.65,0.57
0.68,0.67,0.69,0.55
0.82,1.05,1.28,0.79
1.05,0.97,1.06,0.87
1.10,0.86,1.10,0.83
0.91,0.85,0.91,0.82
0.83,0.82,0.85,0.80
0.77,0.78,0.80,0.77
0.78,0.72,0.79,0.71
0.72,0.81,0.84,0.72
0.80,0.77,0.80,0.71
0.74,0.75,0.78,0.74
0.78,0.79,0.81,0.75
0.79,0.77,0.81,0.75
0.77,0.80,0.85,0.77
0.80,0.65,0.83,0.65
0.65,0.59,0.65,0.59
0.62,0.60,0.65,0.59
0.66,0.61,0.66,0.60
0.61,0.60,0.63,0.60
0.62,0.61,0.65,0.61
0.63,0.63,0.65,0.63
0.64,0.62,0.65,0.62
0.61,0.63,0.64,0.61
0.63,0.63,0.65,0.61
0.66,0.61,0.66,0.61
0.61,0.64,0.66,0.61
0.64,0.63,0.64,0.62
0.63,0.64,0.64,0.62
0.64,0.70,0.70,0.64
0.69,0.70,0.70,0.67
0.69,0.73,0.79,0.69
0.76,0.80,0.84,0.75
0.83,0.79,0.83,0.71
0.81,0.77,0.81,0.70
0.80,0.74,0.80,0.74
0.75,0.78,0.80,0.70
0.75,0.80,0.82,0.73
0.77,0.76,0.81,0.76
0.74,0.76,0.79,0.74
0.79,0.79,0.80,0.78
0.80,0.79,0.82,0.79
0.79,0.77,0.79,0.73
0.75,0.77,0.78,0.74
0.77,0.76,0.78,0.76
0.75,0.75,0.76,0.75
0.75,0.77,0.78,0.73
0.77,0.77,0.78,0.76
0.73,0.73,0.79,0.70
0.80,0.80,0.85,0.80
0.81,0.79,0.84,0.75
0.84,0.79,0.84,0.77
0.78,0.78,0.81,0.77
0.55,0.74,0.75,0.55
0.73,0.76,0.77,0.70
0.75,0.75,0.78,0.75
0.75,0.75,0.77,0.73
0.76,0.78,0.80,0.76
0.80,0.76,0.80,0.76
0.77,0.76,0.77,0.76
0.78,0.75,0.78,0.72
4.50,4.50,4.76,4.30
4.50,4.40,4.55,4.35
4.45,4.38,4.45,4.35
4.40,4.41,4.52,4.38
4.40,4.40,4.45,4.40
4.40,4.40,4.50,4.40
4.41,4.41,4.49,4.41
4.40,4.46,4.51,4.40
4.45,4.51,4.52,4.44
4.54,4.48,4.60,4.41
4.41,3.82,4.42,3.75
3.75,3.32,3.75,3.16
3.31,3.22,3.56,3.11
3.17,3.19,3.25,2.93
3.25,3.78,4.24,3.11
3.86,3.85,3.95,3.60
3.63,3.84,3.85,3.54
3.84,3.84,3.95,3.66
3.76,3.70,3.76,3.59
3.70,4.16,4.29,3.70
4.16,4.05,4.30,3.95
4.00,4.00,4.12,3.92
4.00,3.99,4.00,3.70
4.06,3.83,4.06,3.83
3.80,3.75,3.90,3.75
3.92,3.88,3.94,3.83
4.07,3.78,4.07,3.77
3.88,3.77,4.00,3.77
3.88,3.74,3.88,3.57
3.71,3.74,3.84,3.61
3.89,3.77,3.89,3.70
3.70,3.70,3.73,3.69
3.70,3.45,3.70,3.32
3.46,3.36,3.55,3.33
3.31,3.33,3.45,3.31
3.34,3.29,3.37,3.27
3.30,3.41,3.54,3.12
3.49,3.49,3.49,3.26
3.36,3.35,3.44,3.31
3.40,3.44,3.55,3.40
3.33,3.51,3.64,3.33
3.44,3.34,3.44,3.34
3.36,3.36,3.36,3.22
3.30,3.32,3.39,3.30
3.30,3.22,3.35,3.22
3.22,3.32,3.40,3.22
3.48,3.48,3.48,3.48
3.33,3.23,3.35,3.23
3.22,3.14,3.23,3.01
3.10,3.01,3.20,3.00
3.00,3.05,3.13,3.00
3.06,3.06,3.06,3.06
3.04,3.15,3.34,3.04
3.08,2.81,3.08,2.76
2.80,2.77,2.95,2.62
2.00,2.81,2.92,1.82
2.20,2.64,2.90,2.20
2.51,2.37,2.80,2.12
2.34,2.46,2.50,2.34
2.46,2.40,2.46,2.40
2.48,2.38,2.48,2.21
2.35,2.09,2.35,1.95
1.07,2.03,2.03,1.07
1.75,1.92,1.95,1.75
2.11,1.90,2.11,1.58
1.48,1.78,1.88,1.48
1.89,2.00,2.10,1.80
1.96,2.08,2.18,1.96
2.06,1.90,2.08,1.87
1.92,2.01,2.12,1.91
2.02,2.09,2.25,2.02
2.12,2.20,2.24,1.87
2.19,2.17,2.50,1.83
2.12,2.03,2.25,1.93
2.07,2.23,2.41,1.92
2.15,2.12,2.20,2.08
2.12,2.12,2.20,2.12
2.13,2.11,2.21,2.09
2.13,2.05,2.13,2.05
2.09,2.09,2.20,2.02
2.00,2.18,2.33,2.00
2.11,2.07,2.16,2.05
2.06,1.97,2.30,1.97
1.96,1.97,2.04,1.96
1.94,1.76,1.94,1.76
1.75,1.55,1.78,1.38
1.55,1.53,1.60,1.51
1.51,1.41,1.51,1.32
1.41,1.38,1.44,1.38
1.41,1.55,1.58,1.36
1.55,1.58,1.58,1.50
1.59,1.52,1.67,1.48
1.52,1.54,1.55,1.48
1.53,1.50,1.55,1.50
1.69,1.84,1.87,1.53
1.77,2.22,2.22,1.75
3.28,2.89,3.98,2.22
3.09,3.06,3.80,2.81
3.37,2.98,3.58,2.65
3.09,3.08,3.14,2.83
2.92,2.75,3.00,2.70
2.59,2.42,2.91,2.34
2.44,2.95,2.98,2.35
2.75,3.10,3.13,2.70
3.34,2.95,3.34,2.73
3.13,2.83,3.13,2.65
2.85,2.65,2.87,2.65
2.57,2.55,2.65,2.55
2.65,2.79,3.18,2.64
2.69,2.52,2.80,2.49
2.78,2.56,2.78,2.50
2.50,2.35,2.50,2.35
2.36,2.41,2.63,2.16
2.54,2.34,2.54,2.19
2.37,2.33,2.45,2.29
2.36,2.61,2.64,2.30
2.68,2.65,2.68,2.36
2.68,2.36,2.68,2.15
2.36,2.32,2.51,2.17
2.22,2.07,2.44,2.06
2.10,2.10,2.15,2.10
2.10,1.97,2.10,1.85
1.97,1.82,1.97,1.82
1.85,2.10,2.70,1.82
2.12,2.14,2.43,2.02
2.17,2.18,2.19,1.99
1.95,2.16,2.19,1.91
2.09,2.00,2.16,1.92
1.98,1.95,2.02,1.94
1.97,2.16,2.19,1.92
2.18,2.07,2.18,2.03
2.06,2.10,2.10,1.96
2.03,2.00,2.03,1.91
1.92,1.93,2.00,1.92
1.96,1.94,1.96,1.91
1.94,1.73,1.94,1.72
1.73,1.54,1.73,1.53
1.53,1.55,1.60,1.53
1.53,1.43,1.62,1.42
1.44,1.45,1.59,1.40
1.49,1.32,1.49,1.31
1.35,1.75,1.75,1.25
1.80,1.65,1.89,1.36
1.62,2.02,2.02,1.45
1.90,1.74,1.98,1.66
1.65,1.61,1.70,1.60
1.61,1.58,1.61,1.57
1.57,1.59,1.70,1.57
1.70,1.50,1.70,1.48
1.59,1.53,1.59,1.36
1.51,1.51,1.54,1.45
1.46,1.47,1.50,1.45
1.49,1.54,1.54,1.43
1.49,1.48,1.54,1.42
1.48,1.50,1.50,1.43
1.51,1.47,1.51,1.43
1.49,1.44,1.49,1.43
1.45,1.44,1.48,1.44
1.43,1.33,1.43,1.33
1.41,1.32,1.41,1.29
1.33,1.30,1.33,1.26
1.27,1.32,1.32,1.26
1.32,1.15,1.32,1.12
1.17,1.13,1.20,1.13
1.10,1.16,1.27,1.04
1.23,1.21,1.25,1.21
1.22,1.22,1.26,1.20
1.23,1.15,1.23,1.15
1.16,1.13,1.16,1.13
1.13,1.09,1.15,1.06
1.07,0.98,1.09,0.98
1.02,0.86,1.03,0.86
0.90,1.04,1.04,0.88
1.07,1.20,1.23,1.07
1.24,1.24,1.24,1.13
1.22,1.18,1.22,1.16
1.20,1.22,1.25,1.17
1.23,1.25,1.27,1.23
1.25,1.27,1.42,1.18
1.24,1.25,1.34,1.24
1.22,1.31,1.32,1.20
1.32,1.30,1.33,1.30
1.30,1.43,1.48,1.30
1.48,1.42,1.48,1.40
1.42,1.38,1.42,1.38
1.33,1.32,1.35,1.32
1.34,1.37,1.39,1.34
1.39,1.42,1.47,1.39
1.37,1.43,1.43,1.36
1.40,1.43,1.47,1.40
1.46,1.48,1.49,1.46
1.49,1.52,1.60,1.49
1.57,1.64,1.68,1.57
1.64,1.72,1.75,1.64
1.76,1.76,1.87,1.75
1.76,1.91,2.07,1.76
2.06,2.12,2.22,2.06
2.19,2.15,2.22,2.14
2.16,2.21,2.24,2.14
2.25,2.15,2.29,1.92
2.13,2.06,2.17,1.89
2.14,2.10,2.16,2.05
2.06,2.09,2.18,1.92
2.07,2.01,2.11,2.01
2.05,2.01,2.11,1.98
2.10,2.03,2.10,2.02
2.07,2.06,2.09,2.02
2.08,2.07,2.10,2.06
2.08,2.05,2.11,2.04
2.05,2.04,2.07,1.99
2.09,2.01,2.10,2.01
1.99,1.96,2.08,1.92
2.25,1.93,2.25,1.91
1.95,1.90,1.95,1.90
1.90,1.86,1.92,1.86
1.86,1.80,1.87,1.80
1.79,1.68,1.79,1.57
1.82,1.66,1.82,1.66
1.67,1.69,1.69,1.67
1.72,1.69,1.74,1.66
1.73,1.71,1.74,1.70
1.74,1.73,1.74,1.71
1.74,1.70,1.80,1.70
1.69,1.67,1.70,1.62
1.67,1.65,1.67,1.65
1.65,1.61,1.65,1.60
1.59,1.51,1.59,1.50
1.50,1.43,1.50,1.38
1.44,1.49,1.49,1.44
1.50,1.50,1.63,1.46
1.50,1.51,1.53,1.50
1.51,1.53,1.56,1.51
1.51,1.51,1.59,1.51
1.52,1.56,1.60,1.51
1.52,1.52,1.58,1.52
1.55,1.53,1.55,1.53
1.53,1.50,1.53,1.49
1.58,1.56,1.62,1.55
1.55,1.46,1.55,1.46
1.46,1.54,1.54,1.46
1.49,1.45,1.69,1.38
1.42,1.40,1.50,1.39
1.41,1.42,1.45,1.39
1.45,1.45,1.49,1.45
1.45,1.35,1.45,1.35
1.39,1.17,1.46,1.12
1.13,0.97,1.44,0.96
0.95,0.95,1.10,0.95
0.96,0.89,1.03,0.88
0.81,0.82,0.91,0.63
0.80,0.82,0.87,0.80
0.86,0.85,0.89,0.80
0.84,0.82,0.85,0.81
0.82,0.81,0.86,0.81
0.81,0.78,0.89,0.78
0.81,0.80,0.88,0.73
0.85,0.83,0.85,0.72
0.85,0.80,0.85,0.79
0.81,0.77,0.82,0.75
0.75,0.75,0.80,0.72
0.77,0.72,0.77,0.71
0.72,0.64,0.72,0.60
0.66,0.61,0.66,0.60
0.62,0.56,0.67,0.54
0.58,0.60,0.60,0.57
0.60,0.70,0.73,0.60
0.71,0.76,0.80,0.71
0.80,0.88,0.94,0.75
0.87,0.92,0.97,0.85
1.00,0.83,1.00,0.79
0.90,0.73,0.90,0.70
0.75,0.72,0.77,0.66
0.72,0.80,0.83,0.72
0.71,0.92,0.93,0.71
0.94,0.85,0.94,0.83
0.84,0.82,0.84,0.74
0.89,0.84,0.89,0.82
0.85,0.83,0.90,0.82
0.85,0.85,0.88,0.84
0.82,0.82,0.82,0.82
0.86,0.87,0.88,0.80
0.79,0.86,0.86,0.79
0.87,0.80,0.87,0.78
0.80,0.83,0.86,0.78
0.80,0.83,0.85,0.80
0.83,0.85,0.85,0.80
0.85,0.83,0.85,0.80
0.85,0.76,0.85,0.72
0.79,0.79,0.81,0.79
0.76,0.84,0.85,0.76
0.79,0.84,0.84,0.79
0.85,0.80,0.85,0.75
0.82,0.80,0.82,0.70
0.78,0.77,0.79,0.70
0.75,0.75,0.85,0.74
0.75,0.75,0.78,0.71
0.73,0.73,0.77,0.71
0.75,0.59,0.80,0.56
0.58,0.54,0.64,0.54
0.55,0.45,0.56,0.43
0.50,0.44,0.50,0.43
0.45,0.47,0.56,0.40
0.46,0.48,0.56,0.45
0.48,0.47,0.55,0.47
0.47,0.45,0.50,0.43
0.45,0.46,0.47,0.45
0.42,0.45,0.48,0.41
0.44,0.46,0.47,0.42
0.45,0.45,0.48,0.42
0.46,0.40,0.46,0.40
0.40,0.41,0.43,0.38
0.41,0.40,0.42,0.37
0.39,0.39,0.42,0.38
0.40,0.39,0.41,0.37
0.65,0.46,0.65,0.45
0.50,0.42,0.50,0.40
0.40,0.44,0.46,0.40
0.44,0.44,0.45,0.41
0.43,0.43,0.44,0.40
0.40,0.41,0.41,0.37
0.39,0.43,0.43,0.37
0.42,0.40,0.43,0.38
0.43,0.42,0.43,0.39
0.41,0.37,0.43,0.35
0.39,0.36,0.40,0.36
0.37,0.36,0.38,0.35
0.33,0.32,0.36,0.32
0.34,0.32,0.36,0.32
0.34,0.30,0.34,0.29
0.30,0.30,0.32,0.30
0.30,0.30,0.32,0.26
0.29,0.34,0.34,0.28
0.34,0.31,0.34,0.31
0.32,0.36,0.43,0.32
0.38,0.40,0.41,0.33
0.40,0.38,0.40,0.32
0.35,0.40,0.41,0.35
0.40,0.40,0.42,0.36
0.42,0.41,0.42,0.36
0.42,0.41,0.46,0.40
0.41,0.42,0.45,0.39
0.41,0.45,0.46,0.41
0.45,0.59,0.67,0.45
0.58,0.51,0.62,0.49
0.51,0.55,0.57,0.51
0.53,0.51,0.55,0.48
0.54,0.49,0.54,0.46
0.48,0.50,0.51,0.46
0.48,0.45,0.55,0.41
0.44,0.45,0.48,0.44
0.44,0.40,0.49,0.40
0.42,0.48,0.48,0.41
0.48,0.43,0.48,0.42
0.45,0.45,0.45,0.42
0.44,0.44,0.47,0.40
0.50,0.47,0.50,0.44
0.49,0.49,0.51,0.45
0.46,0.46,0.51,0.44
0.48,0.54,0.60,0.43
0.47,0.53,0.60,0.47
0.54,0.56,0.57,0.52
0.59,0.51,0.59,0.49
0.46,0.50,0.50,0.45
0.52,0.47,0.52,0.46
0.46,0.48,0.52,0.46
0.49,0.49,0.52,0.48
0.47,0.44,0.49,0.40
0.44,0.48,0.48,0.44
0.44,0.45,0.48,0.44
0.40,0.46,0.52,0.40
0.50,0.45,0.50,0.40
0.43,0.43,0.46,0.40
0.42,0.37,0.47,0.35
0.38,0.38,0.43,0.38
0.42,0.38,0.42,0.38
0.37,0.39,0.41,0.37
0.39,0.33,0.39,0.29
0.34,0.31,0.34,0.29
0.33,0.28,0.33,0.25
0.28,0.30,0.32,0.28
0.31,0.28,0.31,0.28
0.29,0.29,0.32,0.29
0.30,0.27,0.32,0.26
0.27,0.29,0.29,0.27
0.30,0.29,0.30,0.29
0.29,0.27,0.30,0.26
0.27,0.26,0.30,0.25
0.26,0.25,0.27,0.25
