FDS,FactSet Research Systems Inc. Common Stock,NASDAQ
97.87,98.24,98.69,97.39
98.65,99.51,100.25,98.35
99.02,98.57,99.19,98.40
99.72,98.97,99.91,98.62
99.96,100.53,101.06,99.51
101.20,102.22,102.57,100.92
102.00,101.94,102.47,100.83
102.47,103.19,104.99,102.47
102.70,102.48,103.74,101.89
101.90,102.99,103.18,101.89
103.00,103.62,103.72,102.19
104.09,105.10,106.21,104.09
105.25,106.97,107.00,105.25
107.00,107.06,107.71,106.34
107.75,107.76,108.25,106.97
107.49,107.46,108.31,106.72
107.74,107.57,108.43,106.63
107.49,105.94,107.87,105.91
105.95,106.06,106.80,105.64
106.54,107.52,108.00,106.54
107.13,109.39,109.75,107.13
109.29,109.50,109.76,108.80
109.47,109.98,110.30,109.47
110.37,109.60,110.75,109.50
109.53,109.80,110.11,108.93
109.04,108.96,109.82,108.65
108.42,107.79,109.36,107.59
108.41,108.00,110.10,107.82
107.79,109.18,110.24,107.79
109.93,111.60,112.40,109.10
111.31,111.53,111.61,110.50
111.18,110.97,111.29,109.92
110.63,110.28,111.49,109.63
109.89,109.93,110.41,109.14
110.28,110.19,110.49,109.01
109.68,110.55,111.00,109.68
109.82,110.55,111.14,109.45
110.99,111.39,111.46,110.15
110.59,109.19,110.98,109.00
107.89,105.88,108.31,105.80
105.57,106.35,106.82,105.55
106.46,106.33,107.41,105.78
106.05,106.77,107.37,105.68
106.11,105.56,106.68,105.31
105.88,106.00,107.30,105.27
106.03,106.16,106.78,105.14
106.02,106.23,107.39,105.31
107.83,104.65,107.83,104.27
103.98,103.97,105.54,102.58
103.55,103.00,104.42,102.90
102.85,102.35,103.28,101.94
101.54,101.94,104.25,101.07
102.20,103.55,103.96,102.00
103.30,105.96,106.55,103.30
105.89,105.53,107.12,104.84
105.55,109.99,111.28,105.55
110.98,112.33,112.49,109.90
112.03,111.70,112.51,111.24
111.97,111.73,112.36,111.25
112.22,111.50,112.22,111.08
112.50,112.25,113.05,111.63
109.78,110.31,111.70,107.80
110.75,111.02,111.38,108.32
110.79,110.73,111.61,109.48
109.78,109.96,110.58,107.56
109.87,109.14,109.87,107.66
109.03,109.03,110.17,108.67
109.05,109.17,110.10,108.27
109.55,110.55,110.61,108.97
109.72,109.68,110.93,109.49
108.54,109.10,109.99,107.99
109.54,110.94,111.63,108.84
109.93,111.22,111.39,109.43
112.62,111.55,112.62,109.44
111.37,113.14,113.30,111.17
111.55,111.37,112.71,110.66
109.47,108.67,110.80,108.31
108.56,107.91,108.98,107.21
109.01,109.21,109.99,108.22
109.31,109.71,110.08,109.00
108.80,108.93,110.03,108.37
108.24,107.76,108.24,107.18
108.55,109.05,109.46,108.02
108.49,109.06,109.43,107.98
109.38,109.64,109.99,109.17
109.86,109.19,109.89,108.85
109.67,109.04,109.99,108.75
108.05,108.35,108.95,107.64
108.83,109.14,109.53,108.67
109.57,109.04,109.59,108.87
108.79,108.56,109.05,108.09
108.95,109.05,109.50,108.42
108.93,107.97,109.73,107.86
108.15,108.94,110.40,107.71
109.62,108.64,110.16,107.96
108.69,109.30,110.22,108.57
108.55,108.95,110.13,108.10
109.07,109.82,110.19,108.44
110.23,108.63,110.66,108.37
108.76,110.18,110.63,108.76
110.09,110.89,111.33,109.27
110.52,110.46,111.15,109.98
110.29,111.89,111.92,109.30
111.73,113.41,114.52,110.91
113.29,112.81,113.66,112.25
113.02,112.75,113.43,112.25
112.45,112.79,113.38,111.90
112.75,112.14,113.62,112.02
112.56,114.39,114.52,112.53
114.31,114.43,115.38,114.20
114.79,114.83,115.39,114.16
114.82,114.12,114.91,113.57
114.55,114.20,114.71,113.25
114.08,113.00,114.09,112.99
113.13,113.46,114.45,112.14
113.20,113.36,114.26,112.59
113.00,113.49,113.85,112.40
113.36,113.43,113.81,112.40
114.04,113.94,114.91,112.83
114.26,114.56,114.88,113.36
114.19,114.49,114.84,113.44
114.17,112.47,114.91,111.93
112.20,114.11,115.15,111.48
115.19,116.44,117.75,114.17
118.77,117.07,119.08,116.17
112.00,109.62,115.90,108.70
110.00,109.92,110.19,107.52
109.69,109.37,109.99,108.72
109.10,109.45,110.00,108.95
109.65,109.39,109.82,108.88
109.02,109.31,109.62,108.94
109.90,108.07,109.91,108.03
108.52,108.79,109.05,108.27
108.70,108.88,109.27,108.54
109.20,108.58,109.68,108.49
108.65,108.48,108.93,107.33
108.65,108.47,109.00,107.91
109.00,106.36,109.57,106.35
106.41,107.11,107.66,106.41
107.40,106.98,107.95,106.66
107.07,106.26,107.45,105.87
106.50,106.81,107.10,106.12
106.94,106.58,107.89,106.24
106.66,107.16,107.55,106.63
107.20,107.65,108.02,107.20
107.75,108.13,108.32,106.85
107.99,106.89,108.23,106.62
107.70,108.58,109.11,107.23
108.83,109.00,109.59,108.35
108.80,108.99,109.00,107.54
108.55,106.10,108.55,105.90
106.40,105.76,106.49,105.22
105.93,104.84,106.18,104.42
104.60,103.62,104.84,103.28
104.61,105.66,105.96,104.19
104.74,105.77,107.01,104.01
105.49,102.01,105.71,101.41
102.82,102.48,102.97,101.85
102.19,101.99,102.36,101.48
102.17,102.13,102.80,101.46
102.44,103.23,104.04,102.27
102.92,102.16,103.73,101.85
102.59,103.40,104.67,102.17
103.70,103.87,104.35,103.03
103.53,103.60,104.48,103.49
103.63,103.25,104.06,102.60
103.58,102.96,104.03,102.60
102.79,103.32,104.05,102.37
103.51,105.58,105.69,103.02
105.77,104.77,105.77,104.30
104.85,104.96,105.72,104.59
105.01,104.17,105.72,103.83
104.31,103.97,104.84,103.30
103.91,104.55,104.70,103.72
104.51,105.29,106.07,103.93
104.23,104.18,104.99,102.96
105.27,105.91,106.48,105.27
105.60,105.68,105.96,104.92
105.91,106.17,106.53,105.22
106.40,104.92,106.48,104.66
104.94,105.11,105.40,104.05
105.49,105.74,106.10,104.92
105.32,105.52,106.00,104.84
106.13,103.63,106.84,103.13
103.71,103.66,104.88,103.50
104.46,104.54,106.19,104.25
111.38,114.65,114.82,110.20
114.10,109.73,114.53,109.15
108.97,108.00,109.29,107.62
108.24,106.91,108.60,106.89
107.03,108.10,108.15,106.60
108.20,109.15,109.79,106.84
109.77,106.36,109.77,106.23
106.55,105.08,107.07,104.84
105.49,106.18,106.80,105.35
106.76,107.81,108.08,106.68
108.07,108.21,108.38,107.21
108.25,107.78,108.37,107.44
107.92,107.38,108.29,106.71
108.00,105.81,108.00,105.67
105.52,105.06,106.15,104.41
105.95,105.31,106.39,104.68
105.68,106.71,106.82,105.11
106.70,104.86,106.70,104.71
103.41,102.49,104.59,102.31
103.30,103.90,103.99,102.35
104.13,104.57,104.79,102.84
105.14,105.58,106.51,104.95
105.41,105.77,106.04,104.78
106.24,105.62,106.43,105.12
105.71,105.66,106.24,105.46
105.50,104.63,105.76,104.56
105.47,105.47,105.69,104.00
105.13,104.98,105.66,104.66
105.50,104.54,105.55,103.36
104.69,105.34,106.18,104.47
105.45,106.50,106.62,104.86
106.45,106.32,106.71,105.64
106.59,105.25,106.59,105.22
105.00,105.57,106.14,103.95
105.34,104.87,106.47,104.67
104.97,105.51,105.65,103.76
105.12,104.98,106.47,104.65
104.50,105.11,105.29,103.94
105.84,107.21,107.38,105.33
106.94,106.48,107.04,106.20
106.11,105.58,106.60,105.33
105.04,104.80,105.38,103.68
104.98,105.37,105.50,104.34
105.40,107.19,108.16,105.40
106.79,105.69,107.37,104.98
106.04,106.32,107.07,105.58
106.28,107.96,108.00,106.28
108.00,109.27,109.44,107.37
109.82,108.88,109.82,108.33
108.48,107.12,108.78,107.03
107.12,107.66,108.43,106.82
107.43,107.14,107.74,106.74
107.16,108.03,108.22,107.02
107.75,107.48,109.11,107.37
107.30,108.63,108.92,107.30
108.63,108.99,109.85,108.19
109.34,110.06,110.11,109.24
110.06,110.70,110.80,109.95
110.56,111.12,111.21,110.15
110.90,110.92,111.14,109.89
113.23,112.75,114.11,111.73
113.00,112.76,113.22,111.56
112.50,113.01,113.65,112.23
112.46,117.00,118.31,112.07
116.50,114.34,116.72,113.75
114.68,115.23,115.27,112.72
115.69,116.40,116.68,115.34
116.40,118.00,118.16,115.95
117.75,117.03,117.78,116.75
116.41,117.16,117.38,116.17
116.80,117.77,118.05,116.79
117.62,119.88,120.24,117.16
119.58,120.28,120.41,118.59
120.00,120.60,121.12,120.00
120.40,120.55,121.00,119.83
120.67,121.46,121.86,120.44
120.95,121.53,121.93,120.87
121.46,120.58,121.74,120.22
121.11,120.45,121.11,119.70
118.95,119.57,120.09,118.90
119.38,120.00,120.50,118.82
120.90,121.22,121.32,120.01
121.05,121.06,121.54,120.42
121.41,120.61,121.43,120.24
120.48,119.09,121.00,118.73
119.32,120.51,120.76,119.14
119.93,120.26,120.80,119.45
120.49,121.67,121.79,119.89
121.62,120.83,121.90,120.70
122.37,122.70,123.21,120.78
122.08,122.34,122.90,121.78
122.46,121.17,122.46,120.99
121.34,121.92,122.73,121.12
122.17,122.41,122.57,121.52
121.24,120.13,122.03,120.08
120.00,120.72,121.14,118.72
120.81,122.66,122.92,120.43
121.49,121.68,122.16,120.71
120.93,120.76,121.82,120.66
121.46,121.10,122.85,120.93
121.04,121.85,122.35,120.99
122.38,122.38,122.76,121.51
122.05,122.29,123.15,122.04
122.57,122.92,123.95,122.42
122.85,122.92,123.57,122.36
123.92,124.01,125.23,123.29
124.68,124.84,125.20,124.46
125.30,126.03,126.50,125.03
125.92,126.55,126.84,125.75
126.87,127.43,127.97,126.41
127.18,127.00,127.40,126.44
127.59,127.41,127.60,126.89
127.56,127.86,129.06,126.89
127.76,127.85,129.28,126.83
127.00,126.89,127.79,126.88
127.55,127.40,127.87,126.78
127.48,127.86,129.27,127.12
127.99,128.31,128.43,127.85
128.35,127.94,129.23,127.50
128.06,128.68,128.96,127.73
128.30,128.52,129.75,128.03
128.65,127.03,128.83,126.86
127.16,127.57,127.70,126.87
127.25,127.58,128.01,127.25
127.78,127.88,127.92,126.66
127.94,126.14,127.96,125.88
125.61,126.76,127.04,124.67
125.43,122.80,125.43,122.22
122.80,125.06,125.10,122.15
125.64,124.09,125.69,123.85
124.12,124.06,124.94,122.90
123.49,122.27,124.13,122.24
122.20,122.52,122.58,121.21
122.36,120.82,122.36,120.31
120.82,121.44,121.77,120.52
120.17,122.06,122.15,120.17
121.91,121.53,122.55,121.12
121.27,120.49,121.27,119.53
120.69,121.72,121.96,120.03
122.50,123.62,123.92,121.93
123.91,123.43,124.12,122.73
122.53,120.99,123.11,120.96
121.12,122.32,122.37,120.24
122.24,119.29,122.36,119.24
119.15,116.34,119.66,116.28
114.30,117.16,118.54,110.77
118.16,120.47,121.66,117.38
118.77,120.26,121.34,118.06
118.36,120.21,120.52,118.27
121.75,121.98,122.52,120.35
121.85,124.07,124.12,121.04
124.53,126.58,126.81,124.46
127.00,125.76,128.24,125.69
127.30,126.48,127.97,126.34
126.32,126.89,127.26,126.32
126.64,127.98,128.34,126.44
128.50,129.40,129.73,128.21
129.35,129.86,130.64,129.23
129.63,130.33,130.66,129.63
132.01,131.44,132.12,130.98
131.16,131.31,132.21,130.75
131.39,132.50,132.63,131.31
133.46,132.73,134.13,132.51
132.43,133.46,133.74,131.94
133.36,134.47,134.83,132.92
134.39,136.08,136.14,134.09
136.23,135.99,136.23,135.03
135.24,137.50,137.85,135.24
137.96,137.75,138.26,137.14
137.92,136.44,138.03,136.14
136.42,136.94,137.56,135.95
136.72,136.47,137.76,136.43
136.47,136.56,136.63,135.14
136.07,136.75,136.91,135.92
137.98,137.30,138.13,137.11
137.42,137.58,137.96,137.28
137.63,137.00,137.90,137.00
137.48,137.19,137.58,136.24
137.59,137.06,138.26,136.78
136.89,137.59,138.22,136.12
137.52,138.06,138.49,136.71
138.44,137.99,138.58,137.50
138.48,137.40,138.48,136.73
137.79,137.33,138.12,137.20
137.17,136.99,138.13,136.72
135.02,137.91,138.04,135.02
137.89,135.54,138.35,135.39
136.41,137.53,138.12,135.56
136.58,134.64,137.35,134.42
135.06,135.10,136.01,134.01
138.88,135.83,140.00,134.51
135.49,139.97,140.25,134.96
140.54,142.23,143.07,140.54
142.20,142.20,143.27,141.47
142.68,143.61,143.73,142.40
144.12,144.37,144.87,143.09
144.05,144.52,145.33,143.68
144.56,144.59,145.18,144.56
144.09,142.59,145.32,142.53
142.59,142.63,143.97,142.58
142.51,140.75,143.76,140.66
141.47,140.59,142.08,139.09
139.87,138.39,140.26,138.00
139.03,137.66,139.73,136.80
138.20,138.76,139.69,137.71
139.60,140.47,140.84,139.57
140.03,139.37,140.19,138.93
140.04,139.46,140.04,138.62
141.09,140.28,142.36,139.01
138.99,140.01,140.33,138.93
139.96,138.48,140.18,137.93
138.30,140.23,140.37,138.30
140.80,139.43,141.05,137.84
138.35,139.02,139.98,138.12
139.97,142.89,142.89,138.29
142.70,144.32,145.19,142.56
144.60,146.07,146.18,142.87
144.84,145.85,147.09,144.50
147.00,144.94,147.00,144.85
145.16,144.96,145.16,143.55
144.43,143.59,145.23,143.14
144.67,144.31,144.67,141.23
144.45,148.68,148.74,144.45
148.07,147.77,148.61,147.06
148.18,148.41,148.64,147.28
148.43,147.99,149.09,147.40
147.44,148.52,148.96,146.66
149.00,149.98,150.09,147.49
149.73,150.81,151.25,148.98
150.82,153.81,153.90,150.58
153.31,155.05,155.28,153.06
155.63,154.04,155.78,153.38
153.73,155.51,155.70,153.01
155.02,156.15,156.84,154.94
155.56,158.05,158.27,154.74
158.09,158.08,158.25,156.60
157.86,157.50,158.29,156.71
157.53,157.26,157.53,156.31
157.43,155.88,158.04,155.71
155.94,155.55,156.28,154.73
155.66,155.86,156.81,155.00
155.67,154.61,155.87,154.51
154.23,152.69,154.23,152.53
152.56,154.50,155.00,152.56
153.59,152.10,154.46,151.84
152.15,152.66,153.21,151.99
151.68,150.12,152.51,150.09
150.43,150.79,151.00,149.68
151.71,153.44,153.45,151.41
153.30,151.78,153.46,150.63
151.81,154.19,154.90,151.78
153.95,158.96,159.29,152.21
159.19,157.58,159.55,155.79
157.53,156.45,158.13,156.14
157.29,155.63,157.73,155.34
155.63,156.71,157.39,154.72
156.40,157.39,157.62,155.40
157.94,155.46,157.94,155.15
154.41,156.62,157.00,154.41
156.21,157.80,158.08,155.73
158.13,159.90,160.19,157.85
159.13,159.20,161.05,158.52
158.80,160.10,160.40,156.68
159.85,159.99,161.79,159.20
159.02,159.97,160.70,158.28
160.00,160.02,160.26,159.16
159.92,161.06,161.83,159.89
161.26,161.04,161.90,160.21
160.91,158.55,161.65,157.90
158.32,157.53,159.18,157.10
157.86,158.64,159.31,157.13
159.34,158.68,159.82,158.65
158.60,158.37,158.60,157.74
157.22,156.25,157.97,155.56
156.96,157.45,158.94,156.96
158.71,158.23,159.01,158.11
158.64,158.49,158.97,157.07
158.15,159.68,160.20,158.15
160.13,159.73,160.36,158.63
159.98,158.84,160.06,158.49
159.05,159.88,160.52,158.13
159.59,158.87,160.33,158.17
158.48,157.39,159.98,156.88
158.44,159.14,160.35,158.22
159.72,160.07,161.27,159.63
159.57,158.97,161.18,158.57
159.92,159.14,160.00,158.73
158.76,159.68,160.10,157.98
161.13,161.07,161.69,159.90
160.86,161.70,161.85,159.63
161.25,161.57,161.86,160.38
161.93,162.85,162.93,161.19
163.00,165.11,165.14,162.91
165.32,165.25,166.03,164.51
164.87,166.57,166.68,164.47
167.14,167.86,168.61,166.67
168.19,167.52,168.62,167.19
167.20,167.70,167.96,166.54
167.51,166.59,167.95,166.43
165.59,164.95,166.62,164.29
165.06,166.72,167.49,164.29
166.77,165.96,167.10,165.80
166.24,165.17,167.54,164.83
165.33,166.74,166.99,164.61
166.05,166.44,166.98,165.15
166.89,166.80,168.70,166.39
167.30,165.16,167.30,164.99
165.26,164.63,165.26,163.32
164.63,163.55,165.23,163.28
163.65,163.42,164.21,162.10
164.68,165.88,166.20,163.57
166.28,166.43,167.05,165.37
165.95,165.74,166.31,164.77
164.57,165.49,166.18,163.59
167.06,161.74,167.98,160.76
163.30,164.14,166.33,162.60
164.36,164.93,165.48,163.92
164.75,164.28,165.03,163.23
164.93,163.52,165.13,162.78
163.71,166.13,166.41,162.90
165.50,163.75,166.08,163.58
164.30,164.95,165.27,163.86
165.61,165.12,166.20,164.72
163.53,162.20,165.31,162.11
163.05,162.51,163.94,162.39
163.57,164.90,165.17,163.07
165.00,163.55,165.18,163.01
162.21,162.69,164.00,161.96
163.11,161.31,163.29,159.22
160.23,160.25,161.22,159.42
161.90,160.85,161.90,160.31
162.49,162.51,162.92,161.38
163.48,162.92,164.25,162.34
163.10,163.22,163.93,162.37
163.51,164.83,165.24,162.59
166.00,166.39,166.73,164.74
166.80,165.15,166.85,164.48
165.41,166.68,167.19,165.41
166.60,165.02,167.42,164.85
164.74,165.12,165.21,163.54
165.90,163.86,166.34,163.65
164.05,164.37,165.79,163.44
163.23,161.58,163.78,161.13
161.58,163.63,163.66,160.79
163.57,165.06,165.35,162.90
164.32,165.64,166.25,162.49
165.75,165.66,166.75,164.18
165.73,166.25,166.70,164.28
166.43,168.44,168.63,166.43
168.53,170.86,172.07,168.53
170.95,169.02,170.95,167.08
168.97,169.82,169.94,166.98
170.61,171.42,172.29,170.32
170.11,169.11,170.60,168.45
167.90,167.91,168.94,165.88
168.09,169.86,170.97,167.65
169.72,171.14,171.39,169.27
170.45,173.20,173.44,169.54
172.90,172.90,174.03,172.36
171.67,171.20,172.80,170.97
170.00,166.61,170.09,166.22
164.90,161.97,165.90,161.40
153.69,153.35,158.83,140.00
156.86,153.91,157.00,153.36
156.95,157.62,157.95,151.80
158.69,159.36,160.19,155.62
163.95,160.25,164.40,159.00
159.73,157.92,159.96,157.28
155.19,153.37,155.74,153.00
155.13,156.01,156.08,153.00
156.23,158.40,159.83,156.23
156.53,155.73,158.02,154.71
158.43,161.81,162.11,157.85
163.17,160.99,164.31,160.56
160.52,162.12,163.54,160.52
161.58,164.54,164.70,161.37
164.63,165.17,165.87,164.01
165.85,166.36,167.41,164.96
166.38,166.35,167.42,165.78
166.01,165.72,167.68,165.27
164.14,164.32,166.46,163.91
164.91,165.93,167.12,164.77
166.93,162.67,167.17,161.36
162.67,163.10,165.00,162.34
161.63,159.43,161.63,158.80
160.89,159.85,161.62,158.65
158.66,156.38,160.19,155.91
156.81,156.06,157.40,155.03
157.51,159.81,160.39,157.21
160.38,159.95,161.36,158.13
157.62,161.38,161.49,156.50
162.57,161.01,163.22,159.75
160.74,160.63,161.27,159.39
161.18,161.70,162.33,160.19
161.16,162.64,163.07,160.20
162.35,163.59,163.82,161.79
163.52,164.26,164.93,161.21
163.61,163.52,165.05,162.98
163.57,161.96,164.53,161.52
162.75,164.59,165.09,162.75
165.18,165.37,165.89,163.62
165.11,167.57,168.38,164.07
167.42,168.00,168.14,165.92
168.66,168.21,169.55,166.87
169.42,173.36,173.40,168.57
174.48,176.01,177.28,173.50
176.06,175.97,177.14,175.08
175.65,173.89,176.46,172.68
174.47,175.54,175.63,173.47
175.49,175.28,175.84,173.15
175.55,175.12,176.58,174.10
174.73,175.20,175.88,173.61
174.94,172.79,175.55,172.48
173.08,173.84,174.66,172.29
173.90,174.49,175.37,173.76
174.76,173.40,176.00,172.34
173.12,174.00,174.35,171.80
173.54,175.19,175.39,172.85
175.55,174.84,175.71,174.30
173.85,173.93,175.43,173.83
173.27,166.95,173.74,166.51
166.53,169.10,169.35,166.23
169.54,169.57,170.69,168.64
169.97,171.42,171.49,168.50
171.50,169.16,172.42,168.78
169.99,170.15,170.82,168.86
169.73,170.13,170.65,169.08
168.93,170.62,170.65,167.50
169.98,169.46,170.80,166.74
169.35,170.86,171.00,168.42
171.32,169.53,171.47,169.43
170.73,171.33,171.41,169.59
171.34,171.07,172.16,170.41
171.65,169.26,171.74,167.84
169.40,173.04,173.77,169.24
173.11,171.75,173.32,171.37
170.79,172.38,173.49,170.42
172.48,168.63,173.29,168.52
168.88,170.48,171.16,168.04
169.22,168.14,170.34,167.28
168.08,169.31,169.58,167.24
164.90,162.59,166.00,160.00
161.97,161.80,163.01,160.20
162.09,161.60,163.63,161.43
161.48,156.26,161.48,155.97
156.18,156.57,156.86,153.44
156.91,158.32,158.48,155.80
158.82,159.28,159.72,157.72
158.86,160.21,160.60,158.40
159.54,161.35,161.42,159.38
162.09,163.56,163.82,162.05
162.97,162.49,164.15,162.34
163.00,162.57,166.25,162.35
160.66,156.62,160.66,155.27
156.62,158.73,159.31,156.62
156.09,156.63,157.37,155.80
153.37,152.51,156.90,152.39
153.24,150.32,153.67,150.17
150.96,150.81,152.05,149.21
152.19,150.46,152.19,148.78
150.71,146.35,151.14,145.02
146.74,148.18,149.43,144.73
145.56,146.82,147.53,143.53
150.12,145.70,150.12,144.55
143.86,142.74,144.40,139.01
142.89,142.48,144.37,141.11
144.50,145.87,146.00,143.72
145.43,144.71,146.03,144.15
144.92,146.84,147.06,144.65
146.24,147.26,151.00,146.03
148.52,147.87,149.77,146.39
148.74,150.70,150.70,148.13
150.24,149.83,150.73,148.81
148.54,145.22,148.55,144.39
146.24,144.48,146.90,142.49
144.18,145.56,145.69,143.61
145.56,142.49,145.66,141.68
140.99,139.99,141.10,138.67
138.40,137.59,140.08,137.08
139.26,139.03,142.45,138.95
136.97,136.40,137.79,135.95
138.30,140.43,140.58,136.70
142.19,144.61,145.57,142.12
145.57,147.84,148.51,145.13
147.92,146.91,148.71,146.14
146.35,148.40,148.59,145.57
149.93,150.50,151.16,149.15
150.25,149.36,150.85,148.99
148.04,149.64,150.21,146.98
149.37,151.73,151.99,149.20
152.06,150.82,152.06,149.96
150.68,150.49,152.98,150.13
152.19,154.79,155.71,151.60
154.18,154.28,154.90,151.83
154.12,154.53,154.58,152.56
154.69,155.24,155.45,153.52
154.81,157.49,157.62,153.66
156.59,157.97,158.79,155.09
158.43,158.43,159.40,157.43
154.31,151.44,157.47,149.45
152.95,154.55,154.65,152.20
153.61,154.83,155.91,153.32
152.35,146.67,153.00,146.21
144.72,150.01,150.74,143.08
150.00,150.69,151.60,149.70
150.33,150.10,152.18,148.78
149.60,149.71,149.99,148.58
148.96,151.46,151.96,148.96
151.24,148.54,151.24,148.39
147.75,149.16,149.54,146.36
150.06,150.80,151.32,148.98
150.00,152.00,152.08,149.40
152.44,152.03,152.68,150.65
151.87,151.53,152.77,150.85
150.55,152.74,152.86,150.55
152.97,152.52,152.97,150.51
151.46,150.49,152.09,150.29
150.62,151.84,152.07,150.18
150.55,148.05,151.47,147.10
149.29,148.46,150.24,147.51
149.46,146.59,150.20,146.52
146.55,149.23,149.61,145.48
149.59,152.56,152.72,149.59
152.69,153.16,154.17,151.95
152.76,153.90,154.28,152.56
152.38,154.47,155.00,151.61
155.12,154.85,156.01,153.76
154.89,157.71,158.48,154.79
157.43,154.36,157.95,154.04
154.10,155.03,155.13,153.07
154.03,152.20,154.03,151.04
152.93,152.63,154.49,151.65
152.14,153.10,153.68,151.91
152.36,150.99,153.98,150.59
150.75,150.75,150.97,149.26
151.20,152.15,152.50,149.99
151.12,148.78,151.69,148.56
147.37,149.01,149.57,147.37
149.24,148.86,150.07,148.20
148.00,150.57,150.78,147.83
151.32,151.90,153.48,149.60
152.26,152.60,152.96,151.67
151.98,151.36,153.48,151.01
152.29,151.66,152.93,150.38
151.48,150.40,152.27,149.45
150.77,152.10,152.44,150.46
151.67,150.49,152.62,148.81
150.00,151.47,152.79,148.50
151.42,152.67,152.81,149.48
153.43,155.38,155.61,152.68
155.38,156.24,156.95,155.00
156.93,159.75,160.11,156.32
160.22,158.06,160.34,157.87
157.67,156.86,158.05,156.13
157.17,159.57,159.62,157.17
160.11,159.07,160.15,158.05
157.94,158.53,158.79,157.37
158.08,160.27,160.27,158.08
159.30,158.94,160.38,158.23
158.97,160.10,160.47,158.68
160.30,159.81,160.65,159.62
159.69,159.65,160.37,159.20
158.92,160.00,160.26,158.36
158.58,159.10,159.59,158.30
158.45,157.93,159.64,157.86
157.57,158.37,158.72,157.40
158.62,158.42,159.32,158.22
157.78,158.20,158.70,155.62
158.00,155.80,158.72,155.74
158.18,157.98,158.69,156.42
158.20,158.25,159.50,157.69
158.25,158.22,159.46,157.95
160.06,162.72,162.81,159.59
157.82,155.29,159.07,154.87
153.11,151.19,153.93,149.39
154.00,153.01,157.15,149.41
154.70,157.27,157.75,152.11
157.56,161.42,161.49,156.36
161.22,161.18,162.71,159.76
162.10,162.12,162.90,161.09
160.92,159.94,161.40,158.63
160.24,160.00,160.79,159.26
161.44,161.02,161.87,159.92
161.42,161.90,162.72,160.37
164.63,165.12,166.19,163.59
165.19,166.08,166.66,165.03
167.21,167.34,168.09,166.19
167.30,167.36,167.77,166.51
167.18,166.62,167.30,165.72
166.48,167.09,167.35,166.13
167.46,168.79,169.54,167.10
168.92,168.31,169.44,167.64
168.37,169.77,170.39,168.37
169.74,170.51,170.58,169.39
169.75,172.01,172.20,169.46
172.01,171.88,172.36,171.17
171.88,173.14,173.77,171.08
173.04,171.96,173.68,171.50
172.08,171.22,172.61,170.77
171.04,171.21,171.63,169.74
170.75,172.20,172.20,169.76
172.58,172.99,173.06,171.67
173.88,174.21,174.95,173.72
173.85,173.72,174.24,172.64
173.99,172.56,174.55,172.00
172.65,173.30,173.39,171.55
173.89,172.66,174.00,172.50
172.07,172.79,173.45,170.95
173.71,174.08,174.76,172.82
173.92,173.39,174.46,172.54
173.74,173.33,174.02,172.05
173.65,174.78,174.98,173.11
174.54,175.22,175.23,173.76
174.98,175.80,176.31,174.20
174.98,177.72,178.07,174.97
177.98,177.39,179.28,177.04
177.25,177.62,178.25,177.11
177.76,177.66,179.21,176.64
177.66,178.33,179.46,177.66
178.69,178.81,179.73,178.01
178.70,178.03,179.56,177.17
178.34,180.13,180.37,177.75
179.95,181.52,182.06,179.80
182.27,180.14,183.17,179.86
179.70,181.41,181.69,179.32
181.44,180.70,181.44,180.25
180.05,176.42,180.48,176.23
175.67,178.43,178.49,175.12
177.39,175.91,178.16,174.75
176.12,174.98,176.88,174.22
174.80,178.04,178.61,174.58
177.09,176.57,178.36,176.33
177.74,176.55,178.98,175.36
177.91,175.93,177.91,175.00
177.09,178.23,178.55,175.28
178.98,179.80,180.23,178.43
179.02,178.57,179.42,177.98
177.67,176.19,178.06,174.98
168.00,164.34,169.89,161.83
164.34,162.39,165.17,159.54
162.03,160.21,163.18,159.29
161.09,162.10,162.97,160.43
161.98,159.45,162.04,158.88
159.79,157.98,160.90,156.91
158.29,158.35,159.37,157.58
158.30,159.01,159.19,157.45
159.00,157.38,159.27,157.31
157.38,158.03,159.02,157.38
157.73,156.17,157.73,155.73
156.38,156.17,156.93,155.69
154.99,155.19,156.49,154.50
156.36,155.20,157.29,155.00
155.00,154.72,155.71,154.50
156.16,155.84,156.58,154.89
155.78,155.33,156.72,155.28
154.69,153.31,155.23,152.83
152.77,154.92,155.85,152.35
156.84,154.41,156.84,154.32
153.95,153.04,154.43,152.64
152.23,154.70,155.58,152.23
154.97,154.25,155.10,153.07
154.21,155.46,156.77,154.21
155.85,154.72,156.49,154.64
155.14,152.28,155.56,151.92
152.01,151.67,153.28,151.63
151.44,152.93,153.41,150.95
152.78,152.73,154.33,152.09
155.31,154.80,155.79,153.84
154.14,155.95,157.43,154.14
154.91,158.37,158.61,154.40
159.75,160.78,161.99,159.37
160.39,162.16,162.67,160.39
162.91,161.17,163.48,160.72
161.51,160.36,163.71,159.49
160.11,159.44,161.18,157.66
159.81,162.46,162.47,159.41
162.77,163.06,163.51,161.66
164.00,163.19,164.58,161.89
162.87,161.56,163.92,161.09
160.97,160.68,163.10,160.24
160.71,160.91,161.65,160.20
160.16,160.37,160.99,158.50
160.41,161.73,162.20,160.41
161.98,160.17,162.20,159.49
161.02,159.39,162.17,158.41
158.77,158.99,159.76,158.49
159.96,160.35,161.79,159.54
