ROIAK,Radio One,NASDAQ
2.42,2.33,2.52,2.31
2.27,2.27,2.39,2.19
2.26,2.28,2.32,2.22
2.29,2.34,2.44,2.29
2.32,2.41,2.44,2.32
2.42,2.32,2.46,2.30
2.33,2.19,2.38,2.14
2.21,2.21,2.28,2.17
2.20,2.13,2.20,2.10
2.17,2.19,2.24,2.13
2.20,2.26,2.35,2.20
2.31,2.24,2.36,2.20
2.21,2.24,2.27,2.15
2.24,2.19,2.25,2.16
2.26,2.16,2.26,2.11
2.14,2.21,2.23,2.13
2.24,2.25,2.27,2.19
2.24,2.22,2.27,2.17
2.20,2.23,2.28,2.20
2.23,2.16,2.23,2.14
2.14,2.11,2.15,2.07
2.11,2.12,2.18,2.10
2.14,2.12,2.14,2.10
2.15,2.10,2.15,2.09
2.11,2.13,2.14,2.10
2.10,2.17,2.18,2.10
2.16,2.16,2.20,2.11
2.18,2.22,2.26,2.14
2.26,2.35,2.41,2.21
2.37,2.40,2.43,2.29
2.45,2.50,2.60,2.40
2.54,2.45,2.54,2.42
2.47,2.39,2.47,2.27
2.39,2.38,2.43,2.35
2.41,2.40,2.44,2.38
2.38,2.38,2.50,2.32
2.75,2.43,2.75,2.38
2.46,2.50,2.57,2.39
2.51,2.41,2.51,2.38
2.39,2.29,2.40,2.25
2.28,2.27,2.33,2.25
2.27,2.29,2.31,2.27
2.29,2.28,2.31,2.27
2.28,2.27,2.31,2.27
2.28,2.26,2.31,2.26
2.25,2.28,2.30,2.25
2.28,2.28,2.31,2.26
2.29,2.32,2.35,2.26
2.31,2.33,2.35,2.28
2.32,2.30,2.32,2.29
2.29,2.28,2.30,2.28
2.28,2.32,2.36,2.28
2.33,2.34,2.35,2.31
2.33,2.30,2.37,2.28
2.32,2.35,2.37,2.31
2.36,2.42,2.44,2.36
2.44,2.52,2.59,2.40
2.55,2.51,2.67,2.45
2.52,2.56,2.61,2.47
2.60,2.56,2.63,2.54
2.57,2.54,2.65,2.53
2.55,2.55,2.60,2.50
2.54,2.64,2.74,2.45
2.61,2.60,2.63,2.48
2.60,2.59,2.62,2.56
2.59,2.67,2.74,2.56
2.67,2.68,2.78,2.66
2.72,2.70,2.75,2.64
2.69,2.68,2.73,2.66
2.64,2.69,2.71,2.55
2.67,2.76,2.81,2.61
2.74,2.80,2.82,2.74
2.78,2.73,2.79,2.70
2.76,2.80,2.83,2.76
2.80,2.78,2.88,2.75
2.75,2.78,2.90,2.71
2.78,2.73,2.80,2.58
2.73,2.75,2.83,2.73
2.63,2.80,2.89,2.63
2.80,2.88,2.89,2.64
2.87,2.81,2.90,2.75
2.80,2.85,2.87,2.61
2.85,2.90,2.90,2.70
2.90,2.86,2.97,2.83
2.86,2.92,2.95,2.82
2.90,2.84,2.96,2.79
2.85,2.88,2.93,2.82
2.89,2.95,3.01,2.85
3.04,3.08,3.33,2.90
3.10,3.13,3.21,3.03
3.07,3.17,3.23,3.06
3.20,3.08,3.30,3.00
3.05,3.00,3.08,2.90
3.08,3.19,3.21,2.91
3.20,3.22,3.25,3.09
3.25,3.21,3.25,3.10
3.24,3.13,3.25,3.10
3.15,3.22,3.23,2.95
3.19,3.31,3.40,3.06
3.43,3.47,3.48,3.30
3.49,3.46,3.53,3.40
3.46,3.42,3.53,3.37
3.45,3.42,3.50,3.23
3.40,3.37,3.44,3.31
3.35,3.30,3.73,3.26
3.30,3.22,3.38,3.20
3.26,3.33,3.45,3.25
3.33,3.36,3.40,3.28
3.39,3.38,3.47,3.34
3.40,3.37,3.45,3.33
3.38,3.50,3.51,3.38
3.53,3.46,3.54,3.43
3.43,3.46,3.52,3.43
3.45,3.47,3.53,3.42
3.49,3.43,3.52,3.42
3.42,3.43,3.51,3.36
3.40,3.42,3.43,3.39
3.42,3.45,3.47,3.38
3.41,3.44,3.45,3.35
3.34,3.42,3.55,3.28
3.37,3.36,3.49,3.29
3.36,3.30,3.46,3.29
3.33,3.35,3.39,3.12
3.34,3.35,3.38,3.28
3.32,3.32,3.38,3.30
3.30,3.34,3.37,3.29
3.31,3.39,3.39,3.31
3.43,3.44,3.44,3.30
3.44,3.50,3.50,3.35
3.47,3.50,3.50,3.47
3.48,3.53,3.58,3.35
3.51,3.59,3.61,3.50
3.61,3.48,3.61,3.40
3.52,3.79,3.93,3.45
3.83,4.06,4.16,3.72
4.04,5.10,5.38,4.00
4.98,5.46,5.73,4.88
5.50,5.48,5.69,5.37
5.59,5.54,5.62,5.37
5.58,5.39,5.63,5.37
5.46,5.02,5.56,4.96
4.85,4.92,5.25,4.66
4.93,4.98,5.23,4.84
5.01,4.97,5.13,4.87
4.95,4.98,4.99,4.85
4.95,4.97,5.02,4.95
4.97,5.01,5.05,4.93
5.01,4.99,5.12,4.95
4.98,5.01,5.05,4.82
4.98,4.95,5.01,4.80
4.95,5.18,5.24,4.72
5.25,5.32,5.65,5.24
5.30,5.22,5.56,5.11
5.25,5.28,5.40,4.98
5.22,5.50,5.53,5.19
5.67,5.20,5.82,5.14
5.21,5.34,5.58,5.19
5.34,5.20,5.38,5.06
5.21,5.17,5.22,4.97
5.16,5.00,5.24,4.98
4.95,5.05,5.15,4.80
5.10,5.06,5.12,4.97
5.03,5.15,5.23,4.96
5.09,5.11,5.39,5.06
5.12,5.09,5.15,4.95
5.10,5.38,5.39,4.95
5.35,5.29,5.46,5.19
5.28,5.11,5.37,4.77
5.08,5.18,5.31,4.94
5.25,5.08,5.28,4.97
5.05,4.97,5.16,4.96
5.01,4.90,5.03,4.85
4.87,5.02,5.07,4.81
4.99,4.97,5.15,4.96
4.90,4.99,5.07,4.80
5.00,4.99,5.15,4.94
5.00,4.98,5.08,4.62
5.02,5.05,5.11,4.95
5.04,4.99,5.04,4.94
4.95,5.03,5.22,4.95
5.05,4.98,5.10,4.91
4.94,5.06,5.08,4.84
5.05,4.89,5.05,4.75
4.93,4.93,5.02,4.80
4.93,4.96,5.02,4.78
4.94,4.94,5.08,4.87
4.97,4.91,5.01,4.84
4.89,4.92,4.99,4.87
4.96,5.00,5.00,4.85
5.00,4.95,5.00,4.66
4.93,4.84,5.00,4.70
4.87,4.78,4.93,4.63
4.78,4.59,4.78,4.53
4.58,4.68,4.75,4.55
4.68,4.74,4.85,4.66
4.75,4.85,4.95,4.72
4.89,4.86,5.02,4.83
4.89,4.85,4.99,4.74
4.89,4.85,4.97,4.78
4.81,4.49,4.89,4.36
4.51,4.58,4.64,4.30
4.57,4.60,4.63,4.51
4.63,4.54,4.63,4.48
4.50,4.51,4.59,4.41
4.56,4.13,4.56,4.12
4.10,4.04,4.14,3.76
4.03,4.37,4.43,4.03
4.36,4.45,4.50,4.30
4.48,4.70,4.76,4.48
4.73,4.73,4.76,4.53
4.74,4.64,4.74,4.51
4.64,4.68,4.70,4.55
4.64,4.56,4.71,4.43
4.54,4.54,4.66,4.43
4.57,4.49,4.57,4.39
4.45,4.52,4.58,4.37
4.49,4.39,4.56,4.31
4.38,4.54,4.60,4.35
4.54,4.56,4.66,4.43
4.55,4.57,4.66,4.50
4.58,4.31,4.59,4.22
4.29,3.94,4.29,3.86
3.88,3.75,3.92,3.68
3.79,4.00,4.04,3.77
4.04,4.23,4.29,4.01
4.24,4.02,4.28,4.02
3.99,3.99,4.05,3.88
4.00,4.02,4.12,3.93
4.00,3.92,4.10,3.88
3.94,3.86,4.02,3.79
3.86,3.98,4.03,3.86
3.97,4.09,4.14,3.71
4.06,4.10,4.21,4.06
4.19,4.33,4.35,4.11
4.44,4.48,4.54,4.36
4.53,4.47,4.60,4.38
4.60,4.45,4.60,4.38
4.48,4.45,4.48,4.26
4.40,4.33,4.45,4.28
4.29,4.43,4.53,4.29
4.44,4.46,4.61,4.43
4.45,4.49,4.63,4.38
4.46,4.50,4.55,4.42
4.47,4.57,4.73,4.47
4.56,4.55,4.71,4.46
4.56,4.50,4.63,4.44
4.49,4.62,4.64,4.33
4.63,4.46,4.71,4.39
4.44,4.56,4.62,4.44
4.51,4.63,4.71,4.47
4.63,4.55,4.71,4.48
4.55,4.68,4.71,4.46
4.66,4.78,4.84,4.51
4.80,4.77,4.94,4.75
4.78,4.74,4.92,4.66
4.73,4.91,4.95,4.70
4.91,4.75,5.06,4.75
4.82,4.93,5.01,4.75
4.96,4.95,5.05,4.85
4.93,4.74,5.03,4.67
4.74,4.79,4.89,4.74
4.78,4.82,4.91,4.65
4.81,4.67,4.88,4.54
4.68,4.75,4.78,4.59
4.65,4.75,4.76,4.53
4.75,4.85,4.88,4.68
4.88,4.91,5.07,4.75
4.95,4.87,4.96,4.81
4.94,4.87,5.04,4.83
4.83,4.83,5.03,4.79
4.82,4.88,4.90,4.77
4.88,4.87,4.92,4.80
4.88,4.86,4.97,4.82
4.88,4.87,4.89,4.76
4.90,4.78,4.95,4.75
4.72,4.69,4.77,4.65
4.70,4.56,4.76,4.51
4.55,4.46,4.57,4.37
4.47,4.53,4.59,4.42
4.46,4.37,4.61,4.34
4.39,4.27,4.42,4.10
4.22,4.24,4.30,4.15
4.18,3.41,4.18,3.23
3.40,3.32,3.56,3.25
3.34,3.07,3.38,2.94
3.00,3.13,3.16,2.76
3.24,3.23,3.43,3.16
3.20,2.91,3.20,2.88
2.90,3.00,3.02,2.87
3.00,2.92,3.00,2.88
2.96,3.06,3.09,2.90
3.10,3.03,3.12,2.98
3.07,3.02,3.07,2.93
3.02,2.95,3.02,2.92
2.94,3.02,3.06,2.90
3.02,2.92,3.02,2.92
2.95,2.90,2.96,2.83
2.93,2.96,2.99,2.84
2.97,3.05,3.10,2.95
3.04,2.95,3.04,2.95
2.97,3.01,3.03,2.90
3.01,3.24,3.29,2.98
3.21,3.21,3.41,3.02
3.21,3.16,3.26,3.11
3.14,3.16,3.29,3.06
3.16,3.24,3.26,3.16
3.25,3.13,3.25,3.06
3.12,3.18,3.18,3.10
3.15,3.18,3.18,3.10
3.16,3.12,3.17,3.08
3.15,3.10,3.15,3.04
3.08,3.10,3.11,3.04
3.10,3.14,3.17,3.09
3.16,3.17,3.21,3.08
3.17,3.15,3.20,3.09
3.12,3.08,3.12,2.97
3.06,3.05,3.08,2.97
3.07,3.11,3.15,3.03
3.09,2.93,3.15,2.85
2.93,3.00,3.00,2.90
2.95,3.01,3.01,2.95
3.01,3.18,3.18,2.90
3.15,2.75,3.15,2.70
2.76,2.76,2.83,2.67
2.81,2.75,2.89,2.67
2.80,2.75,2.80,2.68
2.71,2.75,2.78,2.71
2.73,2.55,2.73,2.53
2.53,2.28,2.56,2.15
2.26,2.24,2.41,2.17
2.22,2.16,2.31,2.15
2.16,2.33,2.43,2.16
2.44,2.53,2.54,2.17
2.47,2.64,2.71,2.28
2.69,2.60,2.70,2.58
2.57,2.62,2.64,2.46
2.63,2.75,2.84,2.63
2.74,2.47,2.74,2.46
2.50,2.62,2.64,2.42
2.63,2.56,2.63,2.54
2.53,2.31,2.53,2.26
2.33,2.37,2.41,2.25
2.37,2.31,2.39,2.20
2.29,2.39,2.49,2.27
2.47,2.49,2.50,2.38
2.46,2.51,2.64,2.44
2.52,2.38,2.60,2.30
2.56,2.31,2.56,2.27
2.30,2.30,2.33,2.23
2.28,2.41,2.42,2.23
2.42,2.32,2.51,2.28
2.31,2.20,2.31,2.06
2.16,1.87,2.16,1.50
1.85,1.90,1.99,1.80
1.91,2.01,2.06,1.91
2.01,1.91,2.06,1.89
1.91,1.78,1.97,1.75
1.78,1.80,1.87,1.78
1.79,1.81,1.84,1.65
1.85,1.85,1.93,1.76
1.85,1.69,1.86,1.63
1.69,1.72,1.72,1.65
1.71,1.71,1.72,1.64
1.70,1.69,1.72,1.65
1.69,1.57,1.69,1.57
1.70,1.60,1.70,1.57
1.70,1.59,1.70,1.58
1.58,1.51,1.67,1.50
1.51,1.57,1.60,1.46
1.58,1.50,1.77,1.50
1.51,1.38,1.57,1.35
1.40,1.40,1.44,1.35
1.40,1.45,1.46,1.38
1.41,1.45,1.49,1.41
1.45,1.47,1.53,1.45
1.48,1.50,1.53,1.47
1.47,1.57,1.58,1.39
1.60,1.66,1.68,1.60
1.65,1.70,1.83,1.49
1.69,1.69,1.73,1.65
1.72,1.69,1.72,1.64
1.71,1.66,1.71,1.62
1.70,1.72,1.74,1.64
1.73,1.71,1.75,1.65
1.69,1.65,1.70,1.58
1.66,1.67,1.71,1.63
1.69,1.66,1.70,1.60
1.64,1.58,1.94,1.56
1.58,1.55,1.62,1.51
1.56,1.61,1.62,1.55
1.64,1.66,1.68,1.57
1.67,1.61,1.69,1.60
1.60,1.49,1.65,1.49
1.54,1.78,1.86,1.50
1.78,1.70,1.78,1.65
1.71,1.64,1.71,1.58
1.63,1.68,1.69,1.59
1.67,1.67,1.71,1.59
1.65,1.66,1.76,1.62
1.69,1.95,2.01,1.60
1.95,1.82,1.97,1.79
1.81,1.86,1.93,1.80
1.85,1.84,1.87,1.80
1.87,1.75,1.87,1.72
1.82,1.81,1.98,1.75
1.75,1.88,1.92,1.67
1.90,1.80,1.96,1.75
1.80,1.82,1.89,1.80
1.82,1.90,1.93,1.79
1.91,2.04,2.14,1.91
2.03,2.05,2.12,1.98
2.06,2.03,2.20,2.00
2.06,2.02,2.08,1.91
2.01,2.06,2.10,1.95
2.20,2.39,2.58,2.15
2.41,2.86,2.88,2.29
2.97,3.21,3.50,2.97
3.18,3.08,3.24,2.95
3.06,3.13,3.16,3.06
3.14,2.90,3.14,2.87
2.91,2.79,2.91,2.69
2.78,2.69,2.89,2.67
2.68,2.66,2.75,2.59
2.67,2.67,2.80,2.52
2.65,2.61,2.66,2.59
2.62,2.67,2.70,2.56
2.64,2.75,2.83,2.64
2.73,2.75,2.77,2.70
2.75,2.71,2.77,2.65
2.68,2.70,2.72,2.63
2.72,2.72,2.93,2.70
2.69,2.62,2.69,2.58
2.63,2.46,2.63,2.41
2.47,2.64,2.68,2.47
2.64,2.63,2.65,2.60
2.65,2.66,2.68,2.53
2.64,2.77,2.77,2.59
2.78,2.86,2.93,2.66
2.84,2.87,3.10,2.83
2.88,2.81,3.04,2.78
2.88,2.92,3.01,2.79
2.90,3.03,3.12,2.89
3.04,3.03,3.08,2.99
3.04,3.01,3.04,2.99
3.00,3.04,3.04,2.98
3.04,3.02,3.16,2.99
2.99,3.08,3.10,2.99
3.06,3.18,3.22,3.04
3.20,3.16,3.23,3.12
3.08,3.17,3.21,3.06
3.15,3.18,3.21,3.12
3.19,3.28,3.36,3.17
3.32,3.27,3.39,3.20
3.31,3.27,3.34,3.24
3.30,3.30,3.35,3.23
3.32,3.36,3.40,3.29
3.40,3.51,3.54,3.35
3.53,3.98,3.99,3.40
3.92,3.92,3.95,3.82
4.02,4.12,4.15,4.02
4.16,3.77,4.22,3.58
3.83,3.93,4.06,3.69
4.16,3.99,4.16,3.88
4.01,3.70,4.01,3.61
3.68,3.73,3.80,3.38
3.71,3.87,3.88,3.65
3.82,3.92,3.94,3.75
3.85,3.57,3.91,3.57
3.16,3.80,3.86,3.16
3.78,3.63,3.78,3.45
3.57,3.42,3.69,3.32
3.42,3.43,3.48,3.30
3.41,3.54,3.56,3.35
3.62,3.55,3.62,3.48
3.53,3.52,3.71,3.50
3.50,3.67,3.75,3.35
3.66,3.57,3.73,3.56
3.60,3.66,3.73,3.57
3.64,3.70,3.73,3.58
3.72,3.74,3.76,3.57
3.75,3.86,3.93,3.67
3.89,3.79,3.99,3.79
3.81,3.81,3.89,3.77
3.84,3.70,3.84,3.68
3.68,3.53,3.68,3.36
3.51,3.62,3.62,3.45
3.58,3.58,3.65,3.50
3.55,3.52,3.56,3.46
3.51,4.01,4.06,3.40
3.98,3.93,4.00,3.82
3.92,4.00,4.08,3.85
3.96,3.86,4.01,3.83
3.88,3.87,3.91,3.79
3.85,3.92,3.97,3.65
3.90,3.93,3.95,3.77
3.97,3.95,4.07,3.85
3.94,4.00,4.08,3.89
4.00,3.96,4.02,3.83
3.92,3.59,4.08,3.56
3.56,3.64,3.72,3.46
3.66,3.57,3.66,3.52
3.56,3.66,3.69,3.56
3.63,3.66,3.72,3.58
3.70,3.56,3.74,3.52
3.52,3.69,3.70,3.51
3.65,3.54,3.75,3.52
3.54,3.58,3.63,3.46
3.61,3.34,3.68,3.23
3.29,3.21,3.39,3.18
3.19,3.17,3.20,3.15
3.19,3.45,3.59,3.19
3.48,3.38,3.64,3.36
3.36,3.32,3.41,3.29
3.31,3.19,3.31,3.17
3.15,3.06,3.24,3.06
3.06,3.08,3.16,3.03
3.17,3.19,3.27,3.10
3.12,3.08,3.28,3.08
3.09,3.01,3.09,2.96
3.00,3.13,3.19,2.94
3.01,3.08,3.35,3.01
3.02,3.06,3.15,3.00
3.06,3.00,3.08,2.96
3.02,2.90,3.07,2.90
2.90,2.91,3.00,2.90
2.96,2.73,3.00,2.69
2.88,2.67,2.88,2.67
2.66,2.61,2.83,2.56
2.61,2.57,2.61,2.53
2.58,2.73,2.76,2.58
2.69,2.59,2.69,2.57
2.62,2.44,2.69,2.44
2.52,2.48,2.58,2.40
2.48,2.40,2.48,2.30
2.41,2.43,2.52,2.41
2.30,2.69,2.78,2.30
2.73,2.74,2.89,2.73
2.72,2.65,2.72,2.61
2.58,2.55,2.60,2.50
2.49,2.46,2.54,2.45
2.47,2.36,2.47,2.35
2.37,2.50,2.57,2.31
2.52,2.61,2.63,2.46
2.57,2.62,2.73,2.57
2.58,2.52,2.63,2.49
2.51,2.51,2.55,2.48
2.49,2.61,2.62,2.45
2.52,2.52,2.52,2.50
2.61,2.56,2.64,2.46
2.59,2.52,2.59,2.40
2.57,2.70,2.73,2.57
2.70,2.84,2.98,2.70
2.89,3.10,3.19,2.78
3.30,2.79,3.30,2.60
2.79,2.82,2.94,2.79
2.81,2.66,2.85,2.63
2.51,2.58,2.62,2.51
2.67,2.58,2.67,2.55
2.58,2.58,2.61,2.55
2.57,2.55,2.58,2.55
2.57,2.55,2.58,2.51
2.59,2.56,2.59,2.52
2.60,2.53,2.64,2.52
2.56,2.50,2.58,2.42
2.50,2.46,2.53,2.39
2.50,2.57,2.57,2.42
2.57,2.67,2.68,2.57
2.65,2.61,2.74,2.51
2.63,2.55,2.67,2.53
2.52,2.44,2.57,2.42
2.43,2.45,2.57,2.39
2.46,2.30,2.51,2.23
2.30,2.21,2.35,2.20
2.29,2.13,2.29,2.10
2.15,2.12,2.25,2.07
2.09,2.13,2.20,2.08
2.15,2.32,2.42,2.15
2.43,2.42,2.47,2.34
2.46,2.37,2.53,2.36
2.38,2.46,2.48,2.37
2.50,2.46,2.50,2.45
2.47,2.39,2.47,2.38
2.38,2.40,2.49,2.38
2.39,2.25,2.39,2.25
2.28,2.33,2.33,2.20
2.31,2.29,2.35,2.28
2.30,2.31,2.35,2.29
2.30,2.29,2.34,2.27
2.29,2.30,2.32,2.25
2.29,2.33,2.36,2.29
2.26,2.25,2.28,2.23
2.23,2.27,2.29,2.19
2.27,2.18,2.27,2.18
2.25,2.20,2.31,2.16
2.19,2.24,2.26,2.18
2.24,2.15,2.30,2.15
2.12,2.19,2.22,2.12
2.09,2.16,2.23,2.09
2.15,2.13,2.20,2.10
2.10,2.04,2.13,1.98
2.16,1.99,2.16,1.96
2.00,2.01,2.04,1.92
1.92,2.00,2.05,1.92
1.99,2.00,2.04,1.98
2.00,1.93,2.01,1.85
1.89,1.95,1.98,1.89
1.93,1.93,1.95,1.92
1.90,1.94,1.99,1.90
1.93,1.91,1.93,1.89
1.93,1.94,1.96,1.89
1.95,1.91,1.96,1.91
1.89,1.83,1.91,1.82
2.14,1.87,2.14,1.86
1.82,1.83,1.92,1.80
1.82,1.82,1.88,1.81
1.84,1.74,1.84,1.70
1.85,1.67,1.85,1.66
1.66,1.68,1.73,1.65
1.70,1.67,1.70,1.66
1.70,1.69,1.75,1.68
1.72,1.68,1.72,1.66
1.68,1.63,1.69,1.63
1.68,1.55,1.68,1.55
1.64,1.67,1.69,1.56
1.80,1.64,1.80,1.64
1.65,1.65,1.73,1.65
1.63,1.65,1.66,1.61
1.65,1.63,1.68,1.61
1.62,1.63,1.65,1.61
1.61,1.65,1.65,1.61
1.64,1.64,1.68,1.64
1.64,1.61,1.65,1.61
1.63,1.73,1.73,1.63
1.73,1.72,1.73,1.71
1.74,1.64,1.74,1.63
1.66,1.64,1.68,1.63
1.63,1.68,1.75,1.60
1.69,1.72,1.72,1.68
1.75,1.64,1.75,1.63
1.68,1.63,1.68,1.63
1.63,1.63,1.66,1.62
1.62,1.63,1.64,1.56
1.63,1.53,1.65,1.52
1.55,1.50,1.59,1.46
1.51,1.48,1.63,1.48
1.48,1.42,1.50,1.40
1.39,1.38,1.40,1.30
1.34,1.38,1.42,1.31
1.43,1.39,1.43,1.36
1.36,1.41,1.50,1.35
1.39,1.45,1.50,1.37
1.46,1.50,1.50,1.39
1.47,1.41,1.47,1.41
1.41,1.51,1.52,1.41
1.51,1.50,1.54,1.42
1.52,1.54,1.55,1.45
1.56,1.44,1.60,1.44
1.43,1.43,1.59,1.42
1.42,1.40,1.46,1.38
1.41,1.40,1.41,1.38
1.38,1.45,1.47,1.38
1.44,1.39,1.58,1.39
1.39,1.21,1.39,1.12
1.25,1.20,1.25,1.16
1.23,1.19,1.24,1.18
1.17,1.27,1.36,1.16
1.30,1.43,1.55,1.30
1.59,1.50,1.59,1.37
1.42,1.40,1.46,1.40
1.38,1.38,1.53,1.22
1.37,1.36,1.52,1.35
1.46,1.41,1.46,1.41
1.47,1.37,1.49,1.37
1.38,1.35,1.43,1.35
1.35,1.17,1.35,1.12
1.25,1.34,1.39,0.98
1.35,1.35,1.39,1.29
1.36,1.40,1.41,1.32
1.41,1.38,1.41,1.37
1.41,1.31,1.42,1.30
1.34,1.29,1.40,1.28
1.39,1.27,1.39,1.27
1.30,1.28,1.37,1.26
1.33,1.29,1.34,1.29
1.38,1.38,1.40,1.32
1.41,1.48,1.50,1.39
1.47,1.43,1.47,1.39
1.48,1.44,1.54,1.42
1.38,1.52,1.70,1.36
1.54,1.45,1.59,1.41
1.45,1.47,1.57,1.45
1.61,1.47,1.61,1.42
1.60,1.50,1.60,1.42
1.51,1.42,1.57,1.42
1.44,1.53,1.59,1.44
1.51,1.44,1.55,1.44
1.45,1.42,1.59,1.40
1.35,1.52,1.56,1.35
1.45,1.42,1.54,1.42
1.48,1.47,1.56,1.46
1.48,1.41,1.54,1.40
1.40,1.49,1.52,1.40
1.50,1.29,1.51,1.26
1.31,1.32,1.36,1.31
1.31,1.40,1.51,1.29
1.42,1.46,1.56,1.42
1.49,1.47,1.54,1.44
1.38,1.42,1.56,1.38
1.45,1.57,1.59,1.45
1.59,1.60,1.68,1.56
1.65,1.88,1.95,1.65
1.90,1.87,2.01,1.74
1.89,1.81,1.91,1.81
1.86,1.88,1.91,1.75
1.94,1.97,2.01,1.75
1.83,1.97,2.01,1.81
1.86,2.00,2.00,1.86
1.97,1.91,2.14,1.91
1.97,2.12,2.50,1.97
2.06,2.22,2.35,2.06
2.27,2.13,2.38,2.12
2.19,2.20,2.42,2.13
2.40,2.16,2.40,2.00
2.19,2.52,2.54,2.16
2.53,2.41,2.55,2.35
2.41,2.28,2.44,2.28
2.32,2.42,2.48,2.32
2.44,2.54,2.55,2.44
2.51,2.47,2.60,2.45
2.50,2.31,2.60,2.20
2.24,2.34,2.49,2.24
2.34,2.26,2.53,2.15
2.25,2.18,2.36,2.15
2.18,2.25,2.31,2.15
2.30,2.25,2.30,2.17
2.34,2.30,2.37,2.29
2.30,2.33,2.42,2.29
2.32,2.82,2.95,2.32
2.90,2.61,2.92,2.61
2.76,2.77,2.84,2.62
2.71,2.71,2.95,2.70
2.79,2.78,2.84,2.62
2.78,2.67,2.92,2.65
2.65,2.67,2.90,2.55
2.64,2.60,2.77,2.60
2.57,2.69,2.80,2.57
2.63,2.65,2.74,2.53
2.74,2.66,2.74,2.49
2.59,2.51,2.64,2.42
2.50,2.72,2.80,2.50
2.72,2.90,2.97,2.65
2.95,2.86,2.99,2.83
2.84,2.75,2.95,2.66
2.81,2.95,3.05,2.71
2.96,2.91,3.05,2.85
2.97,3.07,3.08,2.85
3.08,3.09,3.22,2.98
3.05,3.10,3.20,3.00
2.93,2.87,3.13,2.76
2.75,2.93,3.02,2.55
2.80,3.05,3.08,2.73
3.05,3.24,3.31,3.05
3.28,3.19,3.28,3.12
3.38,3.25,3.39,3.11
3.37,3.30,3.56,3.07
3.36,3.24,3.36,3.07
3.13,3.22,3.30,3.12
3.25,3.23,3.31,2.87
3.26,3.22,3.32,2.78
3.18,3.25,3.30,3.16
3.27,3.26,3.35,3.12
3.28,3.09,3.47,3.00
3.13,3.18,3.29,3.10
3.14,3.05,3.22,3.01
3.04,3.08,3.16,3.02
3.11,3.05,3.19,3.02
3.14,3.21,3.22,2.99
3.17,3.07,3.28,3.04
3.10,3.19,3.20,3.08
3.20,3.13,3.28,3.04
3.16,3.16,3.26,3.11
3.11,3.19,3.26,3.10
3.22,3.20,3.23,3.03
3.20,3.08,3.22,3.05
3.10,2.99,3.19,2.99
3.01,3.02,3.07,2.93
3.03,3.15,3.24,3.03
3.20,3.29,3.40,3.17
3.31,3.28,3.35,3.25
3.27,3.21,3.29,3.13
3.22,3.31,3.35,3.17
3.32,3.38,3.40,3.31
3.34,3.30,3.38,3.25
3.30,3.30,3.38,3.25
3.31,3.39,3.40,3.26
3.41,3.41,3.41,3.33
3.43,3.43,3.48,3.27
3.43,3.48,3.49,3.35
3.47,3.46,3.49,3.26
3.46,3.48,3.50,3.04
3.48,3.42,3.50,3.31
3.43,3.38,3.43,3.33
3.39,3.30,3.40,3.28
3.34,3.35,3.38,3.15
3.39,3.44,3.45,3.18
3.48,3.46,3.49,3.32
3.49,3.46,3.49,3.42
3.49,3.46,3.49,3.42
3.49,3.45,3.49,3.42
3.48,3.45,3.48,3.41
3.45,3.38,3.48,3.35
3.27,3.19,3.32,3.18
3.18,3.25,3.30,3.14
3.26,3.10,3.26,3.08
3.17,3.00,3.17,2.92
3.04,3.00,3.14,2.95
3.08,3.08,3.14,3.00
3.07,3.16,3.40,2.92
3.23,3.20,3.25,3.02
3.20,3.15,3.21,3.10
3.14,3.12,3.20,3.09
3.09,2.99,3.11,2.99
2.95,2.97,3.01,2.95
2.95,2.96,2.99,2.95
2.95,3.05,3.13,2.95
3.05,2.97,3.05,2.95
3.01,3.03,3.10,2.99
3.02,3.06,3.09,2.98
3.05,2.94,3.06,2.92
2.99,2.95,3.00,2.94
3.01,2.96,3.04,2.87
2.89,2.83,2.89,2.77
2.84,2.85,2.89,2.77
2.82,2.71,2.82,2.68
2.73,2.72,2.83,2.65
2.73,2.67,2.74,2.67
2.67,2.58,2.67,2.53
2.50,2.45,2.55,2.45
2.45,2.40,2.50,2.30
2.45,2.50,2.58,2.40
2.35,2.50,2.55,2.35
2.45,2.50,2.55,2.35
2.60,2.60,2.60,2.45
2.50,2.55,2.60,2.50
2.65,2.55,2.65,2.55
2.65,2.50,2.65,2.45
2.50,2.55,2.56,2.45
2.50,2.50,2.65,2.45
2.50,2.45,2.55,2.45
2.45,2.45,2.55,2.26
2.55,2.30,2.55,2.30
2.35,2.35,2.45,2.05
2.45,2.50,2.50,2.45
2.55,2.55,2.55,2.47
2.55,2.60,2.65,2.50
2.65,2.60,2.66,2.40
2.65,3.00,3.10,2.46
3.20,3.00,3.35,2.90
3.00,2.95,3.00,2.90
2.95,2.85,2.95,2.70
2.90,2.70,2.90,2.60
2.75,2.75,3.00,2.55
2.80,2.75,3.00,2.71
2.80,2.90,2.95,2.60
2.95,2.90,2.95,2.80
3.05,3.00,3.05,2.95
2.97,3.00,3.00,2.95
3.00,2.95,3.00,2.90
3.00,2.90,3.00,2.85
2.90,2.90,3.00,2.85
2.95,2.90,3.00,2.80
3.00,2.95,3.00,2.90
3.00,2.95,3.00,2.80
