TIF,Tiffany & Co. Common Stock,NASDAQ
74.21,72.11,74.28,71.78
72.62,72.51,72.78,70.77
71.60,71.31,72.24,70.70
71.82,72.13,72.50,71.41
73.01,72.48,73.50,71.98
72.82,72.57,73.18,72.50
72.26,72.84,73.21,72.04
73.29,72.78,73.54,72.62
72.88,72.50,73.54,72.11
72.19,72.56,72.85,72.06
73.28,73.44,73.60,72.56
73.80,74.92,75.15,73.77
75.36,75.53,75.82,74.78
75.53,75.90,75.92,75.08
76.64,77.09,77.31,76.58
77.00,77.02,77.47,76.75
78.54,79.78,80.32,78.11
79.68,78.28,79.83,77.88
78.58,78.23,78.90,78.04
78.30,78.81,79.01,78.30
78.79,78.82,78.92,78.18
78.75,78.99,79.41,78.60
79.12,78.41,79.38,78.37
78.72,78.46,79.14,78.05
78.23,79.63,79.73,78.14
78.71,80.03,80.07,78.23
79.80,78.66,79.86,78.38
78.46,79.65,79.99,78.46
79.89,79.51,80.20,79.42
80.15,81.11,81.62,80.12
80.25,81.47,81.78,80.02
81.09,81.16,81.45,80.89
81.20,81.46,81.63,80.37
81.00,80.65,81.39,80.38
81.27,81.36,81.70,80.65
81.36,81.36,81.55,80.84
80.73,81.46,81.56,80.51
81.38,82.28,82.59,80.74
82.13,81.60,82.84,81.44
81.16,80.30,81.16,79.79
79.99,79.62,81.10,79.42
79.45,79.83,80.80,78.81
80.00,81.19,81.68,79.91
81.07,80.57,81.36,80.22
80.94,81.50,81.61,80.49
81.51,82.00,82.09,80.61
82.34,81.67,82.75,81.12
82.50,80.82,83.33,79.09
79.37,77.25,79.60,76.83
76.80,77.07,77.78,76.65
77.34,77.11,77.84,76.88
77.75,76.54,77.82,76.15
76.55,78.47,78.49,76.51
78.42,77.91,78.51,77.87
78.12,77.03,78.33,76.33
77.50,77.83,78.00,77.14
78.21,78.57,79.14,78.12
78.57,78.87,79.23,78.22
78.87,79.02,79.66,78.57
79.24,78.95,79.52,78.43
79.92,78.96,80.15,78.75
78.99,79.86,79.87,78.99
79.47,80.29,80.46,78.36
80.70,80.13,81.08,79.95
80.31,79.40,80.49,79.01
79.21,78.53,79.59,78.20
78.95,79.12,79.84,78.61
79.01,77.47,79.23,77.22
77.48,77.21,77.82,76.81
76.69,76.89,77.17,76.49
76.43,76.62,76.90,76.15
76.69,76.86,77.60,76.41
76.47,76.34,76.64,75.71
76.41,76.56,77.35,75.97
76.56,77.61,77.72,76.56
76.63,75.91,76.99,75.90
75.92,74.76,76.09,74.56
74.83,73.91,75.10,73.63
76.23,75.38,76.73,75.07
75.46,76.57,76.59,74.94
75.92,76.46,76.70,75.69
76.27,75.44,76.88,75.22
76.32,76.98,77.34,75.98
76.80,77.53,77.64,76.30
77.97,78.14,78.46,77.65
78.39,78.79,78.87,77.72
78.59,79.05,79.33,78.20
78.61,78.42,78.96,77.75
78.60,78.87,79.32,78.46
79.00,79.32,79.37,78.50
79.36,79.50,79.66,78.84
79.51,79.79,79.95,79.29
79.72,79.70,80.46,79.48
79.45,79.17,79.81,78.84
79.23,79.01,79.56,78.50
79.14,79.38,79.69,78.93
79.02,80.19,80.45,78.53
80.42,79.56,80.59,79.33
79.85,78.24,80.29,78.15
78.37,79.65,79.69,78.37
79.53,81.40,81.78,79.53
81.26,81.73,82.05,81.18
81.48,82.64,82.72,81.31
82.43,82.24,82.53,81.37
81.28,82.74,82.86,80.78
83.00,82.49,83.48,82.18
82.40,82.26,83.00,82.03
82.29,80.59,82.46,79.81
80.38,81.50,81.64,80.38
81.65,81.08,81.71,80.76
81.31,80.99,81.55,80.29
86.09,88.02,88.88,86.00
88.15,88.16,88.83,87.42
88.63,89.14,89.72,87.92
89.14,88.04,89.42,87.83
87.90,88.42,89.09,87.63
88.12,88.58,89.47,88.00
89.92,89.70,90.74,88.97
90.46,89.70,90.55,88.86
89.86,90.33,90.93,89.86
90.00,90.09,90.52,89.49
90.04,89.10,90.30,88.87
89.21,89.20,89.50,88.63
89.30,89.31,89.78,88.84
89.16,90.85,91.10,89.16
90.86,90.32,90.97,89.93
90.24,91.47,91.51,88.97
90.85,90.43,91.20,90.29
90.83,90.62,91.38,90.47
89.50,90.50,91.37,89.49
90.50,91.03,91.41,90.39
91.08,90.97,91.18,90.59
91.40,90.87,92.00,90.61
91.43,92.09,92.18,90.91
92.26,92.78,93.02,91.87
92.20,92.55,93.64,92.04
92.42,92.28,92.61,92.00
92.47,91.64,92.89,91.51
92.20,92.15,92.42,91.17
92.10,91.70,92.11,91.25
91.20,92.01,92.77,90.92
93.00,90.36,93.21,89.70
90.30,87.44,90.48,86.85
88.02,88.25,88.97,87.80
88.57,88.44,89.40,88.14
88.28,87.76,88.29,87.11
87.69,86.71,88.39,86.58
87.20,86.36,87.58,86.14
86.08,87.19,87.24,85.81
86.59,85.83,87.01,85.52
85.21,83.13,85.33,83.09
83.63,82.49,83.99,81.64
82.64,84.06,84.59,82.64
83.62,82.64,84.61,82.58
83.33,83.68,84.08,83.01
82.42,83.19,83.71,82.24
82.98,80.88,83.21,80.38
81.53,82.40,83.43,81.53
82.51,84.97,85.43,82.29
85.00,86.26,86.33,85.00
86.50,87.15,87.50,86.06
87.23,87.03,87.25,86.41
87.12,87.21,87.55,86.93
87.60,87.11,87.78,86.99
86.99,88.53,89.31,86.99
88.24,88.16,88.59,87.65
88.16,88.60,88.87,87.90
88.81,88.39,89.48,88.28
88.40,89.44,89.50,88.09
89.43,89.28,89.65,89.00
89.60,90.50,91.00,89.34
90.46,90.77,90.95,90.12
91.10,91.87,92.49,90.83
91.95,93.10,93.28,91.65
93.05,93.25,93.97,92.53
92.16,92.14,92.38,91.09
92.96,93.34,93.95,92.95
93.31,93.06,93.51,92.80
94.88,93.28,94.88,92.60
93.69,93.81,94.74,93.50
93.77,93.47,93.80,92.35
93.39,92.46,93.91,92.09
92.08,92.49,92.69,91.63
92.85,92.24,93.14,91.88
91.67,91.90,92.37,91.62
92.31,92.31,92.67,91.40
92.34,92.67,93.20,91.95
92.67,92.79,93.28,91.92
92.53,91.17,92.84,90.83
90.20,90.73,93.85,89.34
89.32,87.23,90.07,86.70
87.36,86.49,87.66,85.61
86.50,85.37,86.96,85.37
85.42,84.98,85.66,84.47
84.99,85.05,85.74,84.76
85.56,86.15,86.51,85.50
86.51,87.94,88.17,86.34
88.19,88.80,89.12,87.76
88.70,88.62,89.12,88.14
88.92,87.34,89.06,86.77
86.88,85.45,86.88,84.90
85.50,86.41,86.63,85.08
86.70,87.68,88.00,86.35
87.81,86.32,88.30,86.26
85.76,84.54,85.76,84.20
85.37,84.82,85.89,84.19
85.60,86.03,86.80,84.12
86.61,86.94,87.51,86.58
86.77,86.65,87.22,86.30
86.71,86.63,87.29,86.48
86.91,88.14,88.80,86.70
88.02,87.90,88.89,87.68
88.25,88.37,89.00,87.47
88.09,87.11,88.37,86.86
87.61,85.45,87.61,84.61
85.50,87.34,87.49,85.28
87.34,87.49,87.75,86.89
87.45,88.12,88.36,87.04
87.99,88.41,89.50,87.99
87.80,87.80,88.26,86.69
87.44,86.73,87.54,86.67
86.90,86.71,87.32,85.75
87.59,88.90,90.43,87.59
89.00,89.36,89.71,88.35
89.58,89.63,90.24,89.53
89.60,89.70,90.35,89.36
89.50,89.31,89.94,89.28
88.91,88.17,89.12,87.12
88.17,90.48,90.81,88.07
90.19,90.75,91.21,90.19
90.80,88.23,90.83,87.99
95.77,96.30,97.40,95.03
96.01,96.55,97.50,95.96
97.34,96.59,97.34,95.50
97.14,97.92,98.16,97.14
97.70,97.78,98.34,96.66
98.05,99.13,99.19,97.78
99.40,99.41,99.68,98.71
99.65,99.15,99.65,98.40
98.65,99.25,99.59,98.47
99.07,99.98,100.00,99.03
100.00,99.68,100.01,99.09
99.76,100.22,100.33,99.24
100.36,100.41,100.95,100.07
100.12,100.58,100.92,99.92
100.10,99.88,100.22,99.50
99.90,98.95,99.96,98.57
98.94,99.03,99.20,98.58
99.02,99.33,99.57,98.52
99.11,99.81,100.10,98.88
99.14,99.90,99.96,98.66
99.85,99.28,100.01,98.90
99.97,99.65,99.97,99.38
99.49,99.87,100.00,99.47
99.58,99.32,99.73,98.95
99.20,99.83,100.10,99.00
99.93,99.98,100.00,99.20
99.80,100.51,100.65,99.69
100.39,100.25,100.61,99.85
100.42,101.98,102.47,100.42
101.75,102.05,102.50,101.55
102.25,102.83,103.38,102.04
102.37,102.18,102.37,101.84
101.98,101.01,101.98,100.68
101.27,102.57,102.62,101.11
100.92,101.50,101.65,100.73
101.45,101.24,101.45,100.69
101.75,101.03,101.75,100.78
100.67,101.11,101.25,100.22
101.45,100.14,101.50,99.79
99.84,98.55,99.96,98.40
98.73,99.68,99.77,98.13
99.05,99.09,99.89,98.61
99.25,99.52,99.72,98.91
99.74,99.28,99.74,98.99
99.40,100.25,100.59,99.35
99.75,99.33,100.46,99.05
99.35,98.25,99.78,98.04
98.27,97.60,98.47,97.57
98.10,99.67,99.81,97.73
98.51,97.61,99.11,97.47
97.43,96.82,98.02,96.44
97.06,97.49,97.93,96.39
97.05,97.15,98.08,96.96
96.54,97.79,98.23,96.51
98.20,97.06,98.35,96.84
97.38,99.00,99.15,97.05
99.42,99.32,99.67,98.68
99.11,99.55,99.89,98.75
98.77,96.98,98.85,95.38
97.28,96.99,97.36,96.81
97.09,96.51,97.42,95.72
97.23,98.11,98.25,97.00
98.01,99.09,99.17,98.01
98.71,99.47,99.61,98.42
99.76,99.22,100.64,99.20
99.41,100.54,100.59,99.07
100.96,100.23,101.74,100.07
100.51,100.77,101.62,99.78
104.61,101.75,105.66,101.14
101.25,101.64,102.20,100.40
101.62,100.94,101.91,100.83
101.33,101.68,102.15,101.12
102.14,100.86,102.38,100.51
101.11,102.64,103.22,101.04
102.37,103.47,103.58,101.18
103.13,102.54,103.46,102.23
102.20,101.60,102.50,101.57
100.41,101.09,101.29,100.29
100.68,101.18,101.22,100.44
101.47,101.15,101.60,100.62
100.92,100.71,100.97,100.01
100.44,101.41,101.88,100.01
101.39,100.23,101.46,100.09
100.34,99.99,100.34,99.71
100.53,99.55,100.64,99.33
98.82,97.02,98.90,96.44
97.00,95.99,97.25,95.88
96.00,98.50,98.58,95.95
98.43,97.49,98.90,97.40
97.69,98.14,98.72,97.65
96.71,97.36,97.97,96.70
97.59,96.31,97.72,95.65
96.21,94.33,96.29,94.09
94.71,95.05,95.56,93.11
95.55,95.15,95.67,94.80
95.36,95.15,96.57,95.00
94.40,93.59,94.55,93.17
93.84,94.99,95.13,93.10
94.86,92.63,95.28,91.87
92.58,91.49,92.94,91.47
91.50,89.21,91.51,89.07
89.50,88.86,89.99,88.63
87.67,87.77,88.68,85.69
87.59,90.72,91.43,86.41
91.50,88.84,91.71,88.65
88.82,91.03,91.14,88.33
91.89,93.21,93.25,91.52
93.50,93.00,94.38,92.69
93.90,94.40,95.17,93.63
94.20,94.44,94.85,93.10
94.24,94.43,94.63,93.72
94.44,94.74,94.81,93.43
94.64,94.76,95.54,94.02
94.67,95.26,95.94,94.04
96.64,96.12,96.97,95.61
96.28,96.34,96.93,95.72
95.06,94.34,95.73,94.00
95.11,95.72,95.75,94.83
96.01,98.00,98.15,96.01
97.80,98.86,99.50,97.62
98.75,99.58,99.90,98.46
99.88,99.94,100.30,99.52
99.66,102.89,103.00,99.31
102.73,103.31,103.80,101.66
103.30,102.39,103.71,102.18
102.18,101.78,102.64,101.41
101.52,102.02,102.65,101.24
101.70,102.69,102.85,101.33
102.36,104.28,104.33,102.01
104.95,103.91,105.24,102.94
104.00,105.01,105.21,103.35
109.18,107.60,110.60,106.22
107.60,106.21,107.80,105.75
106.54,107.92,108.38,106.34
107.28,106.80,107.36,106.30
106.85,107.40,107.67,106.67
106.98,107.19,107.55,106.51
106.88,107.33,107.81,106.68
107.27,107.46,107.48,106.35
107.39,106.30,107.70,105.93
105.20,106.21,106.26,103.71
106.16,103.92,106.45,103.76
104.25,104.71,106.45,104.13
104.31,104.07,105.59,103.62
104.55,104.13,105.81,102.55
104.04,101.83,104.08,101.77
102.33,104.19,104.40,101.18
102.97,103.62,105.51,102.97
104.28,103.57,104.28,102.90
104.07,103.90,104.78,103.40
104.39,106.99,107.35,104.00
107.18,107.27,108.05,107.03
107.28,107.57,108.19,107.02
107.36,108.67,109.00,107.00
108.09,107.42,108.58,106.98
107.83,106.86,108.22,106.74
106.63,105.50,107.88,104.69
103.77,103.75,104.62,102.98
103.77,102.17,103.79,100.77
103.74,105.18,105.24,103.01
105.68,105.14,106.52,104.33
104.95,103.45,104.96,102.72
92.70,89.01,93.73,87.50
89.71,86.30,90.38,85.50
85.48,86.74,86.81,85.15
86.94,85.70,87.47,85.64
85.80,88.40,88.47,85.70
89.90,89.94,90.54,88.90
89.87,89.98,91.08,89.47
90.25,90.97,91.13,89.86
91.14,91.08,91.40,90.43
90.73,91.05,91.47,90.50
90.20,90.29,90.85,89.95
90.68,88.69,90.89,88.60
88.70,89.11,89.38,87.61
88.21,86.64,88.37,86.12
86.62,87.12,87.28,85.60
88.28,90.00,90.07,88.08
89.38,88.42,89.48,88.18
88.67,87.98,89.47,87.84
88.38,86.62,88.63,86.19
86.62,87.63,87.81,86.62
88.03,89.67,89.75,87.80
89.69,87.69,89.92,87.53
87.99,88.10,88.50,87.32
88.58,89.05,90.18,88.37
89.26,89.35,89.86,88.88
88.88,89.30,89.99,88.80
89.34,88.65,89.60,88.41
88.60,90.20,90.43,88.51
90.22,89.99,90.65,89.17
90.14,89.52,90.40,88.96
89.60,89.76,89.99,89.46
89.86,88.70,90.14,88.51
88.86,88.22,89.32,88.00
88.45,90.60,90.83,88.01
89.55,88.94,90.03,88.25
89.41,86.79,89.41,86.43
87.00,86.98,87.41,86.50
86.77,85.17,87.49,84.90
85.29,84.41,85.50,83.72
83.75,83.44,84.41,82.75
84.70,84.20,85.40,83.30
84.90,86.30,87.00,84.87
86.21,85.79,86.41,84.76
86.22,85.77,86.86,85.38
85.68,84.98,85.79,84.58
84.69,85.45,85.54,83.87
85.45,86.37,86.68,84.72
83.17,82.93,85.83,82.75
82.69,87.74,88.55,82.64
87.74,88.05,88.68,87.26
88.08,88.06,89.44,87.95
87.83,86.29,87.93,86.14
86.74,86.48,86.84,85.83
86.72,88.59,89.16,86.57
88.96,88.01,89.36,87.92
87.60,86.13,87.65,85.85
86.26,86.81,87.32,86.16
87.56,88.46,88.81,87.19
88.30,88.02,89.29,87.96
88.21,89.41,89.42,88.21
89.20,89.28,89.77,88.66
89.28,89.45,89.97,89.15
89.76,89.08,90.52,88.99
88.71,87.40,89.06,87.22
87.21,87.42,88.13,87.01
87.10,85.74,87.26,85.57
85.16,84.59,85.31,84.39
84.95,84.87,85.50,84.61
84.93,84.15,85.37,83.63
84.39,85.10,85.24,84.22
85.24,86.51,86.78,85.24
86.56,87.12,87.30,86.19
87.19,85.97,87.50,85.83
85.68,86.42,86.52,85.21
85.94,86.94,88.04,85.70
86.86,87.48,87.80,86.76
87.66,89.17,89.37,87.43
89.23,88.80,89.49,88.61
88.81,88.81,89.36,88.54
88.89,86.98,88.96,86.66
87.54,87.98,88.16,87.05
88.47,88.65,88.98,88.38
88.41,87.47,88.68,87.33
86.99,88.02,88.42,86.97
87.96,86.93,87.99,86.76
87.22,85.54,87.22,84.85
85.62,86.52,87.10,85.46
86.49,86.64,86.86,85.95
87.03,86.41,87.24,85.59
86.71,86.41,87.13,86.24
86.24,86.90,87.37,85.93
87.17,86.91,87.52,86.81
87.11,85.53,87.63,84.83
92.39,94.54,96.33,92.32
94.30,94.63,94.80,93.72
94.63,93.73,94.80,93.58
94.00,93.78,94.37,93.06
93.41,94.02,94.52,93.07
94.39,93.92,94.56,93.64
93.50,92.86,93.99,92.60
92.85,92.87,93.36,92.30
92.96,92.19,93.29,92.17
92.00,92.07,92.37,91.45
92.57,93.11,93.50,92.06
93.42,92.85,94.09,92.70
92.50,92.08,92.78,92.02
91.54,91.66,92.13,91.16
91.56,92.16,92.22,91.31
92.09,92.59,93.07,92.02
92.57,93.15,93.71,92.44
92.99,92.47,93.30,92.41
92.97,93.26,93.76,92.72
93.43,94.15,94.47,93.32
94.04,93.52,94.40,93.41
93.73,93.54,94.15,93.45
93.55,94.24,94.60,93.47
93.43,91.14,93.51,91.04
91.83,91.80,92.10,90.95
92.53,93.77,93.77,92.01
93.94,94.02,94.41,93.77
93.26,92.91,94.14,92.58
93.97,94.50,94.54,92.32
94.04,90.25,94.27,90.06
91.51,91.03,92.19,90.95
92.32,91.95,92.50,91.45
93.00,93.28,93.60,92.59
93.28,93.33,93.82,92.93
93.50,93.68,94.30,93.05
94.16,93.99,94.35,93.50
93.53,92.88,94.02,92.57
92.91,94.00,94.42,92.72
94.00,93.90,94.50,93.62
93.74,94.76,94.79,93.50
95.00,95.24,95.90,94.70
95.39,93.24,95.48,92.58
92.80,90.82,93.21,90.54
91.11,91.99,92.29,90.07
92.54,94.38,94.80,92.34
94.24,95.00,95.31,93.97
95.50,95.70,95.99,95.02
95.91,94.02,95.95,93.60
94.33,94.79,95.64,94.00
95.63,94.82,96.30,94.74
94.68,93.26,94.96,92.63
93.21,93.37,93.50,92.52
93.95,95.61,96.43,93.66
93.90,93.60,94.93,92.73
92.39,89.75,92.39,88.65
89.58,90.13,90.80,89.54
90.18,90.33,91.02,89.38
90.05,90.97,91.20,89.27
91.05,91.55,92.10,90.98
91.81,91.29,92.20,90.65
90.69,88.99,91.50,88.82
88.35,85.89,88.80,85.88
82.64,82.99,84.98,81.50
86.83,81.84,86.83,81.82
83.37,85.08,85.25,82.77
81.64,83.29,85.24,81.50
82.31,83.61,84.04,81.86
82.99,82.25,83.83,82.15
81.00,79.94,81.39,79.61
81.08,81.80,82.12,80.45
81.64,81.38,82.63,80.99
80.28,80.31,81.29,79.89
81.67,81.87,82.01,80.60
82.46,80.96,83.45,80.77
80.28,80.20,81.11,79.98
79.96,80.10,80.50,79.08
80.07,79.60,80.50,79.32
79.96,80.32,80.57,79.29
80.62,81.44,81.53,79.91
81.15,80.61,82.18,80.40
79.41,79.35,80.29,78.90
79.75,79.37,80.19,78.99
78.35,78.71,78.88,77.31
78.98,78.64,79.21,78.03
77.96,77.91,78.05,76.97
78.73,77.38,78.79,77.06
76.66,74.88,76.86,74.28
75.17,75.20,76.19,74.76
76.03,77.22,77.49,75.40
77.34,76.58,77.45,75.97
75.74,77.90,77.96,75.00
78.71,80.25,80.62,78.65
80.15,79.86,80.54,79.39
80.81,80.21,81.99,79.51
79.76,81.67,81.91,79.64
81.86,81.40,82.45,80.96
81.39,80.54,81.70,80.20
80.05,78.78,80.28,78.69
79.06,78.81,79.82,77.87
78.95,79.27,79.39,78.45
79.67,79.03,79.94,78.65
78.75,80.04,80.38,78.62
79.76,79.90,81.05,79.74
80.55,79.13,80.86,78.96
79.17,79.25,79.30,78.00
79.82,78.61,79.98,77.89
78.51,78.89,79.17,77.78
78.66,79.55,79.59,78.18
79.73,81.21,81.75,79.48
80.85,81.31,82.17,80.54
81.10,82.44,82.83,80.93
82.58,82.70,83.32,81.83
82.44,83.40,84.01,82.28
83.41,82.67,83.56,82.36
82.89,83.99,84.19,82.20
82.57,81.91,83.07,80.09
81.82,80.22,81.91,79.50
79.86,80.09,80.33,78.81
79.94,77.39,79.95,77.02
78.26,76.82,78.26,76.57
75.50,74.47,75.54,73.09
74.14,75.23,75.27,73.98
75.61,74.13,76.42,73.50
74.44,74.42,74.60,73.72
74.46,74.24,74.89,74.00
74.77,75.14,75.33,74.77
75.31,76.55,77.42,75.31
75.40,79.32,80.15,75.00
78.89,80.77,81.76,78.61
80.80,79.73,81.55,79.50
79.50,79.68,80.02,78.70
79.76,79.43,80.08,78.59
79.40,77.85,79.81,77.74
78.18,76.13,78.50,75.85
76.47,76.88,77.47,76.12
76.35,76.12,76.55,75.49
75.48,76.11,76.91,75.43
75.80,76.45,77.43,75.68
76.55,76.49,77.20,76.04
75.62,75.22,75.82,74.50
75.31,73.98,76.02,73.10
74.66,74.33,75.06,73.81
74.73,75.51,75.65,74.34
75.16,73.23,75.46,73.20
72.73,71.84,72.93,71.80
73.16,74.48,74.88,72.84
74.57,75.98,76.40,74.52
76.74,77.76,78.57,75.99
77.60,76.95,78.00,76.67
76.87,76.60,77.19,75.78
77.12,77.62,78.61,76.90
77.47,77.05,77.80,76.99
76.96,76.29,77.56,76.29
76.29,74.52,76.29,73.61
74.93,74.30,75.44,73.61
73.25,72.92,74.03,72.68
72.10,70.92,73.18,70.71
71.18,68.26,71.67,68.15
68.27,67.84,69.08,67.01
68.58,68.41,69.33,67.26
68.49,66.70,68.72,66.36
66.38,66.86,67.36,65.50
65.37,67.65,69.00,65.09
64.75,64.22,67.87,62.90
62.81,61.80,63.21,59.73
61.62,61.05,62.91,60.85
62.11,61.65,62.44,61.30
61.61,60.93,61.76,60.62
61.31,62.48,62.65,60.57
62.39,61.61,63.18,61.09
62.21,61.38,62.61,60.42
61.91,63.84,63.97,61.70
63.04,64.73,65.21,62.51
64.72,63.76,65.36,63.21
64.06,63.76,64.58,62.66
63.28,64.68,64.99,63.14
64.63,63.86,64.93,63.29
63.09,62.92,63.81,61.62
62.14,62.17,63.19,61.02
62.49,61.69,62.79,61.48
60.56,60.75,61.54,59.75
61.26,61.73,61.91,60.43
62.74,63.24,63.35,61.56
63.90,65.62,66.25,63.81
65.20,65.26,65.57,64.59
64.87,64.51,64.87,63.29
65.01,65.26,65.60,64.88
65.27,64.42,65.96,64.38
64.00,64.94,65.19,62.98
64.94,65.12,65.15,63.71
65.92,65.46,65.92,64.61
65.69,64.98,65.95,64.88
65.69,67.60,67.86,65.06
67.09,67.71,67.94,66.96
67.51,69.10,69.56,66.95
69.13,69.77,71.11,68.81
69.30,70.71,71.29,69.13
70.51,69.38,70.99,68.95
69.63,70.20,70.63,69.17
70.49,70.48,70.79,69.42
70.97,71.84,71.89,70.56
71.67,71.86,72.39,71.44
70.50,70.00,71.14,69.47
69.55,70.28,70.49,68.88
69.87,70.12,71.32,69.60
70.60,72.19,72.90,70.31
71.99,71.54,71.99,70.82
71.53,72.58,73.20,71.29
72.36,71.98,72.62,71.80
71.90,70.93,71.98,70.58
70.98,71.12,71.71,70.73
71.36,71.84,71.95,71.06
72.15,72.59,73.29,71.75
72.72,73.38,73.89,72.43
73.06,73.77,73.98,72.48
73.62,72.29,74.06,72.05
71.70,71.75,72.16,71.34
71.71,72.25,72.47,71.13
71.75,70.86,72.42,70.33
71.26,70.63,71.71,70.34
70.83,70.83,71.25,70.31
71.05,70.24,71.50,69.67
70.88,71.80,72.20,70.54
71.60,71.01,72.00,70.66
71.01,71.18,71.58,70.87
71.19,71.18,71.27,70.63
71.36,71.76,72.19,71.32
71.83,72.22,72.48,71.20
72.62,72.18,73.36,72.13
72.21,73.03,73.30,71.76
72.63,72.09,73.04,71.72
72.19,72.60,72.97,71.70
72.66,73.36,73.58,72.35
72.69,72.05,73.00,71.92
72.09,71.35,72.09,70.95
71.49,72.04,72.18,70.71
71.32,71.06,71.59,70.74
70.54,70.47,70.76,69.73
70.13,70.02,70.58,69.42
69.74,69.29,69.90,68.42
69.17,69.35,69.83,69.14
69.47,70.72,70.91,69.06
68.19,66.48,68.97,66.20
66.80,66.37,67.11,65.67
65.73,64.43,66.38,64.20
64.34,65.17,65.46,64.27
65.20,64.89,66.09,64.21
64.47,63.96,64.87,63.68
63.94,63.28,64.76,63.15
63.48,64.67,64.88,63.13
64.81,63.96,65.03,63.80
64.12,63.85,64.76,63.81
62.38,63.89,64.25,61.89
64.07,62.55,64.35,62.40
62.63,62.54,63.21,62.06
62.79,61.96,62.96,61.68
61.85,62.33,62.72,61.77
62.41,63.23,63.37,62.33
62.96,63.18,63.22,62.37
63.25,63.01,63.71,62.87
63.07,64.30,64.42,63.04
64.28,64.00,64.67,63.98
63.82,62.52,63.85,62.35
61.91,61.77,62.13,61.40
61.51,61.02,61.74,60.94
61.00,60.79,61.42,60.40
60.80,61.72,62.81,60.80
60.83,60.56,61.08,60.37
60.40,61.23,61.47,60.22
62.25,61.75,62.61,61.66
62.00,61.64,62.00,61.15
61.84,61.46,62.34,61.21
62.17,62.63,63.00,61.91
60.34,60.09,60.53,59.23
59.18,57.48,59.21,56.99
58.48,59.07,59.35,58.25
59.66,60.04,60.60,59.50
60.08,60.64,60.79,59.36
60.40,61.30,61.56,60.29
60.51,59.16,60.56,58.56
59.22,59.69,59.78,58.74
59.81,59.53,60.48,58.95
60.19,61.35,61.43,59.73
61.31,62.03,62.37,61.31
62.25,62.68,63.03,62.15
62.78,62.42,62.82,61.72
63.07,62.79,63.45,62.68
62.90,61.30,62.90,61.18
61.30,61.84,62.06,61.03
61.70,61.38,61.78,61.03
61.78,62.39,62.57,61.47
62.29,62.03,63.03,61.78
62.00,62.00,62.22,61.28
61.95,62.00,62.28,61.83
61.85,63.31,63.32,61.81
63.25,63.11,64.06,62.85
62.92,63.35,63.41,62.13
63.22,64.52,64.59,62.85
64.25,63.69,64.32,63.37
63.28,61.42,63.58,60.91
60.80,61.42,61.51,58.77
61.51,61.42,62.11,61.02
61.96,62.75,62.97,61.93
63.28,64.24,64.75,63.28
63.99,63.41,64.12,62.93
63.32,63.67,64.83,63.32
65.51,66.25,66.72,64.73
66.25,67.31,67.75,66.19
67.50,67.91,68.72,67.50
67.74,67.43,67.88,67.22
67.11,67.27,67.50,67.00
67.30,68.22,68.25,67.14
67.93,68.52,68.62,67.75
68.52,68.07,68.90,67.91
68.62,69.13,70.07,68.62
69.08,68.87,69.97,68.74
73.87,73.28,74.51,72.42
73.17,73.56,74.81,73.03
73.82,72.98,74.05,72.94
72.61,71.98,72.86,71.89
71.92,71.37,72.08,71.11
71.11,70.37,71.27,70.00
70.79,70.08,70.93,69.99
70.06,69.17,70.31,69.02
69.26,69.78,70.86,69.14
69.29,69.01,70.12,68.90
68.66,67.27,68.80,67.25
66.83,68.30,68.44,66.35
67.69,68.74,70.00,67.52
68.50,70.30,71.31,68.12
70.19,72.66,72.92,69.52
71.91,72.76,72.87,71.90
72.76,71.77,72.97,71.48
72.04,71.53,72.29,71.40
71.73,72.27,72.34,71.29
72.92,72.81,73.40,72.37
72.16,72.69,73.09,72.16
72.40,71.35,72.40,71.10
71.50,71.65,72.07,71.20
71.79,71.20,71.90,70.55
71.22,71.37,72.56,71.12
71.94,72.63,73.10,71.94
72.44,71.71,72.72,71.61
71.94,71.09,71.94,70.86
71.64,72.80,72.93,71.21
72.60,73.00,73.10,71.57
72.92,73.35,73.54,72.47
73.74,73.87,74.59,73.56
73.56,73.47,74.80,73.09
73.54,73.35,73.94,73.10
72.87,72.82,73.10,71.84
73.15,72.65,73.56,72.44
72.71,71.90,72.88,71.68
72.68,72.04,72.84,71.46
72.35,73.25,73.32,71.85
73.05,72.79,73.64,72.72
72.44,73.37,73.84,72.44
73.80,73.89,74.06,73.32
73.21,73.39,73.98,72.67
72.99,73.55,74.32,72.98
73.82,72.83,73.83,72.53
72.71,73.21,73.81,72.62
73.41,73.42,74.29,73.12
73.33,72.76,73.86,72.06
72.41,72.45,73.32,72.18
72.81,72.04,73.45,71.86
72.09,72.93,74.19,72.09
74.00,76.09,76.28,73.96
75.99,75.62,76.33,75.01
74.61,77.86,78.03,74.03
78.27,80.23,81.00,78.03
80.09,80.29,81.89,79.00
80.58,78.10,80.80,76.90
78.37,75.96,78.64,75.45
75.66,76.19,76.55,75.33
76.88,77.11,78.15,76.37
76.76,76.35,77.37,75.72
76.73,76.76,77.51,76.43
77.21,76.88,77.27,76.04
76.94,79.18,79.61,76.85
79.28,78.06,79.37,77.90
77.82,78.14,78.95,76.72
82.48,80.60,84.40,79.75
80.70,82.48,84.92,80.62
82.42,82.51,83.10,81.67
82.53,81.30,82.78,81.00
81.81,83.24,83.49,81.79
