FXB,Guggenheim CurrencyShares British Pound Sterling Trust,NASDAQ
123.46,124.23,124.23,123.31
124.25,124.21,124.39,123.96
124.47,123.69,124.51,123.57
123.07,123.23,123.23,122.72
123.10,122.82,123.10,122.51
122.82,122.72,122.86,122.52
123.63,123.72,123.91,123.38
124.13,123.47,124.21,123.47
123.94,122.47,124.07,122.27
122.02,121.27,122.02,120.83
121.22,121.79,122.08,121.06
120.81,120.97,121.24,120.57
120.25,120.64,120.69,120.19
120.69,120.59,120.89,120.40
120.33,119.87,120.41,119.83
119.50,119.74,119.80,119.46
119.42,119.73,119.82,119.42
119.39,119.20,119.42,119.10
119.20,119.66,119.66,119.20
120.44,120.26,120.83,120.09
119.76,119.33,119.76,119.02
119.86,120.24,120.45,119.75
120.14,121.14,121.27,120.14
120.28,119.85,120.35,119.64
118.56,118.68,118.83,118.35
118.70,118.75,118.93,118.57
118.28,119.05,119.66,117.48
119.62,118.77,119.89,118.60
118.66,118.92,119.12,118.29
