WINA,Winmark Corporation - Common Stock,NASDAQ
114.75,116.08,117.70,113.70
115.10,123.00,123.68,114.35
128.27,125.25,128.27,124.90
127.90,125.50,128.00,125.50
124.43,125.00,127.85,123.25
125.00,122.45,126.45,121.26
121.05,123.40,124.65,120.60
123.25,122.30,124.00,120.45
123.15,125.00,125.95,123.15
126.75,129.95,133.05,126.33
130.65,131.50,133.07,129.30
130.70,129.80,131.60,128.34
129.00,128.45,131.05,127.50
127.56,127.60,129.80,127.25
127.55,124.75,128.65,124.10
126.20,124.65,126.20,122.95
126.00,126.40,126.40,125.05
126.65,126.15,126.65,126.15
126.50,124.70,127.50,123.90
124.85,125.75,125.78,124.85
125.80,123.80,127.40,123.80
124.90,124.95,126.50,123.43
124.60,122.75,125.65,122.65
121.00,120.95,123.15,120.05
121.40,121.55,123.60,121.05
120.60,120.00,121.15,118.55
119.85,118.00,121.95,118.00
