RE,Everest Re Group,NASDAQ
127.03,124.59,127.03,123.12
123.50,124.52,125.09,122.89
126.09,124.55,126.09,124.36
125.53,126.03,126.62,124.44
126.84,128.70,128.99,126.45
128.75,128.26,129.25,127.50
128.90,129.06,129.96,128.46
129.10,126.36,129.74,126.08
125.80,126.45,126.97,125.31
127.25,128.28,128.28,126.08
128.44,126.86,128.73,126.07
127.09,126.85,127.60,126.30
126.97,127.76,127.76,125.85
129.07,128.97,129.10,127.83
129.45,131.08,131.12,128.53
131.79,132.19,132.27,131.17
132.06,129.79,132.42,129.76
130.52,130.24,130.74,129.66
130.50,129.96,130.52,129.32
129.66,129.80,130.24,129.17
129.85,130.49,130.60,129.37
130.54,128.31,131.81,127.79
133.45,129.46,137.50,128.72
129.49,130.86,130.86,128.60
130.78,131.61,131.74,129.63
131.69,132.12,132.25,130.72
132.77,133.43,133.74,131.97
134.27,133.53,134.42,132.84
134.64,135.34,136.20,133.49
135.62,135.29,135.81,134.59
135.14,135.54,135.92,134.25
135.19,134.43,135.29,133.06
134.15,133.35,134.43,132.78
134.12,133.67,134.15,133.01
133.68,133.47,133.80,132.18
133.30,134.50,134.56,132.50
134.66,138.54,138.60,134.22
138.49,138.39,138.75,137.69
137.70,138.23,139.35,136.96
138.57,138.18,139.12,138.00
138.05,137.75,139.05,137.49
137.81,138.36,138.72,137.64
138.19,136.81,138.38,136.68
137.19,138.64,138.99,136.57
139.03,138.88,140.81,138.19
138.64,138.44,139.50,137.65
137.05,136.79,137.33,136.41
137.06,136.76,137.42,135.98
136.71,137.34,137.64,136.36
137.64,136.95,137.92,136.83
137.05,139.06,139.72,137.05
138.84,138.67,139.52,137.45
138.48,135.74,139.17,135.54
135.90,134.26,136.84,134.10
135.03,135.42,136.01,134.91
136.51,138.13,138.13,135.79
138.10,138.88,139.03,137.60
139.10,138.11,139.73,137.66
138.90,139.02,139.81,137.62
139.92,141.65,142.00,139.90
141.73,141.49,142.49,140.55
141.40,141.02,141.40,139.87
141.73,140.98,142.13,140.52
141.41,142.95,142.95,140.90
142.36,143.67,143.96,141.80
143.54,143.71,144.17,142.63
144.03,145.31,146.15,142.94
145.68,145.51,146.87,144.95
145.18,145.45,146.02,144.53
144.66,145.41,145.86,143.55
145.80,145.91,147.05,145.14
147.11,148.90,149.38,145.99
149.02,147.07,149.69,146.57
147.44,147.65,148.11,146.87
146.43,147.35,148.38,146.43
147.75,145.87,148.39,145.64
146.28,144.81,146.55,144.30
146.32,147.41,148.02,145.34
147.59,148.07,148.63,146.75
147.14,148.53,148.66,146.80
148.72,148.15,149.41,147.81
148.72,150.22,150.43,148.58
149.80,152.10,152.45,149.80
152.63,152.96,153.00,151.36
152.95,153.78,154.05,152.95
154.51,154.62,155.65,153.99
153.75,152.43,154.76,151.41
148.50,147.87,150.76,145.06
148.72,150.94,150.96,148.03
150.95,150.69,151.43,149.71
151.62,153.48,153.50,150.83
153.92,153.40,153.92,152.60
153.65,153.74,154.23,152.58
153.93,153.53,154.58,151.80
153.51,153.17,154.18,152.26
153.05,152.39,154.34,152.05
153.65,155.05,155.10,153.65
155.47,154.25,155.88,154.13
154.52,156.42,156.58,154.22
156.67,156.32,157.42,155.87
156.00,157.92,157.94,155.34
157.47,159.13,159.19,156.71
159.54,158.17,159.66,157.81
158.22,157.83,158.53,157.19
158.38,156.42,159.86,155.98
156.73,157.15,157.20,155.60
157.52,156.31,158.39,155.77
157.52,157.12,157.64,155.99
155.50,157.22,157.39,155.02
157.69,157.52,158.49,157.02
157.52,156.86,158.12,156.78
157.53,157.75,159.25,157.05
157.70,156.83,158.99,156.73
153.98,154.98,156.75,147.30
154.51,153.85,154.93,152.74
153.71,153.50,155.10,151.67
153.17,153.17,154.28,150.92
154.91,154.47,155.28,153.49
155.02,153.89,155.66,153.59
154.02,152.02,154.39,152.00
151.89,150.73,152.59,150.59
150.70,151.56,151.99,150.26
151.68,149.19,152.29,149.06
149.41,148.75,149.97,148.17
148.49,147.32,148.75,147.12
148.63,149.56,149.80,147.28
149.29,150.24,151.03,148.39
150.60,153.05,153.19,150.17
153.51,152.65,154.00,152.00
152.17,153.45,153.60,151.83
153.85,153.48,153.90,152.93
153.51,153.59,154.32,152.75
153.56,154.44,155.20,153.56
154.76,155.87,156.07,154.76
155.05,151.07,155.39,149.60
151.09,151.05,151.76,150.46
151.91,150.63,152.80,150.03
150.75,150.15,152.49,149.30
149.87,148.76,150.63,148.36
148.92,148.30,149.49,147.51
149.21,148.13,149.30,147.97
148.32,147.01,148.93,146.75
147.64,148.48,148.65,147.13
148.97,148.51,149.43,148.00
148.03,147.26,148.66,146.62
147.12,146.36,147.96,146.31
147.34,147.67,147.70,145.33
148.02,149.93,150.23,148.02
149.18,146.41,149.81,146.08
146.39,142.89,147.08,142.88
143.36,144.61,145.48,142.68
144.85,146.27,146.75,144.85
145.60,143.94,146.52,143.34
145.36,148.12,148.28,144.85
145.81,144.76,146.86,144.76
145.01,141.00,145.65,141.00
141.96,142.14,143.95,140.63
141.98,142.29,142.83,140.85
144.00,137.48,144.87,136.84
137.31,138.80,138.93,136.35
138.49,140.53,140.96,137.45
141.04,144.28,145.02,140.82
144.06,144.17,144.83,142.50
143.54,146.76,146.83,143.30
146.76,147.23,148.17,146.28
147.80,149.04,149.18,146.79
148.93,148.99,150.52,148.29
149.24,149.31,150.30,148.75
149.77,148.75,149.91,148.48
148.69,146.73,149.87,146.32
146.80,146.04,147.43,145.51
146.69,148.04,148.41,145.66
148.04,149.14,149.60,146.84
149.18,149.24,150.64,148.59
148.14,147.19,148.54,146.69
148.25,148.60,149.16,147.83
148.67,148.73,148.97,148.07
149.01,148.98,149.67,148.57
149.99,149.79,150.10,148.18
148.35,149.67,149.67,147.40
149.88,149.10,149.88,148.20
148.13,149.57,149.90,147.80
149.91,149.14,150.38,148.93
149.08,150.52,151.20,148.79
151.48,151.46,152.49,150.97
151.62,152.01,152.51,151.22
152.65,150.60,152.65,150.16
150.37,150.58,151.16,150.03
151.35,150.91,152.07,150.53
151.50,150.86,152.10,150.57
151.54,151.16,152.22,150.05
151.83,149.95,152.15,149.91
150.33,148.89,150.49,148.35
150.00,149.67,150.59,148.67
150.75,153.05,153.10,150.24
152.98,151.89,152.98,149.96
152.10,152.62,153.12,150.99
152.95,153.76,154.01,151.94
154.20,152.50,154.76,152.41
152.23,150.81,152.75,150.58
151.19,152.73,153.07,150.28
153.01,154.01,154.14,152.33
154.26,153.36,155.85,153.24
153.20,153.47,154.42,152.17
154.85,155.67,155.94,153.44
156.00,155.58,156.47,154.72
156.35,157.13,157.54,156.03
156.69,158.41,158.72,156.54
158.76,158.43,158.84,157.09
158.41,158.36,159.48,158.18
158.18,161.31,161.32,157.77
161.20,157.49,161.52,157.08
157.67,158.17,159.29,156.69
158.40,156.70,158.74,156.31
157.08,158.58,158.81,156.52
158.37,158.03,158.44,155.63
158.60,160.10,160.23,157.76
160.12,159.31,160.50,158.98
159.31,158.90,160.06,158.25
158.69,158.80,159.39,158.26
159.00,160.22,160.30,158.50
160.08,159.83,161.29,159.44
159.27,158.36,159.68,157.52
159.32,158.57,160.19,158.17
158.57,158.55,159.42,157.43
158.12,157.05,159.03,156.85
156.62,156.80,157.83,155.92
156.80,157.29,157.32,155.76
157.23,158.27,158.84,156.60
157.88,157.94,158.34,157.42
158.65,158.70,159.06,157.66
158.83,159.46,159.90,157.49
159.46,159.32,160.09,158.74
160.08,161.38,161.45,159.36
161.41,159.97,162.18,159.96
160.11,160.00,160.77,159.26
160.27,160.02,160.84,159.55
159.73,159.11,159.83,158.43
158.96,159.59,159.63,158.02
159.54,161.84,161.84,158.80
161.82,161.87,162.25,160.72
162.05,161.80,163.07,161.75
161.64,160.75,162.11,160.23
160.75,161.81,161.86,160.75
161.18,160.70,162.24,160.45
160.66,159.55,160.92,158.42
160.00,160.29,160.50,159.03
160.16,159.12,160.62,158.87
159.09,159.90,160.88,158.66
160.06,160.13,161.02,159.18
160.49,159.72,160.98,159.38
159.68,159.36,160.50,159.28
159.87,159.30,160.00,158.90
158.84,159.14,159.81,158.77
159.04,160.16,160.30,158.78
159.78,158.54,160.93,157.21
157.91,159.26,159.81,157.89
159.15,160.49,161.00,158.56
161.54,161.94,162.63,160.80
161.23,160.31,162.04,160.02
160.99,162.10,162.11,160.11
161.44,161.36,162.74,160.69
161.53,163.61,163.80,161.05
163.72,163.89,164.46,163.18
163.01,163.68,163.93,161.47
163.65,163.81,164.39,162.65
164.95,164.50,165.63,164.22
164.90,164.92,165.50,164.23
165.65,163.87,165.65,163.31
163.30,161.15,163.76,161.10
161.52,162.44,162.92,161.03
162.42,161.99,162.50,161.64
162.00,163.40,163.60,161.63
163.45,165.22,165.23,162.74
161.40,162.66,163.54,160.26
161.98,160.72,162.45,160.56
160.46,161.11,161.37,159.26
160.88,159.62,161.71,159.61
158.64,156.02,159.48,155.96
155.77,155.91,157.21,155.49
155.33,157.68,157.84,155.23
157.64,158.58,159.06,156.98
157.42,158.12,159.39,156.83
157.71,158.45,158.71,157.55
158.88,158.04,159.12,157.58
158.22,159.10,159.38,157.09
159.70,159.81,160.95,158.25
160.12,160.25,161.16,159.53
160.30,160.95,161.51,160.30
161.13,161.93,162.14,160.92
163.17,162.67,163.89,162.06
163.18,162.67,164.06,162.50
163.08,162.59,163.30,162.44
162.19,162.78,163.26,161.68
162.53,163.91,164.49,162.53
163.59,162.14,164.04,162.09
162.18,162.91,163.21,161.69
162.63,162.14,163.19,161.82
161.95,163.59,163.82,161.80
163.48,163.23,163.95,162.65
163.69,163.84,164.86,163.03
164.54,165.46,166.56,164.54
166.47,163.63,166.98,163.60
163.83,163.09,165.00,162.83
163.34,163.58,164.52,162.94
163.19,163.75,163.80,162.04
163.32,162.25,163.33,161.50
162.19,162.07,162.86,161.29
161.85,162.16,162.56,161.56
162.28,161.75,162.59,161.35
161.83,162.63,163.41,161.03
162.22,163.10,163.95,161.92
163.01,163.32,163.96,161.93
163.31,164.06,164.56,163.00
164.00,163.22,164.42,162.81
163.01,163.10,163.71,162.38
162.48,160.66,163.08,160.63
160.58,161.73,162.24,160.01
161.41,159.71,161.66,159.58
159.75,161.22,161.91,159.57
159.87,160.09,160.69,159.26
160.08,162.01,164.05,159.60
161.57,160.54,162.95,160.25
160.81,161.47,162.44,160.77
162.62,163.87,164.36,162.35
164.21,161.64,164.73,161.58
161.93,161.33,162.92,160.17
161.46,163.65,163.77,160.76
163.61,160.41,164.14,160.21
160.70,160.42,162.19,160.11
160.48,159.05,162.18,158.86
159.29,160.48,162.02,159.07
157.88,159.00,159.59,155.23
156.63,158.36,159.49,155.84
160.06,160.10,160.48,158.20
159.56,161.15,161.50,158.64
162.37,165.05,165.31,161.97
166.00,165.16,166.90,163.27
166.00,163.38,166.42,162.97
163.49,165.43,165.43,163.49
165.34,166.35,166.86,165.10
166.99,167.03,167.50,166.13
166.80,167.52,168.27,166.36
166.90,169.51,169.80,166.71
170.94,170.65,171.37,169.43
171.68,170.71,171.68,169.76
170.76,171.55,171.88,170.02
172.00,172.65,172.99,171.20
172.23,172.14,172.91,171.30
172.21,172.34,172.57,171.08
172.44,171.50,172.98,170.71
171.50,171.32,172.06,170.82
170.25,170.14,171.33,170.04
170.58,170.78,171.29,169.17
171.17,170.74,172.13,170.37
170.38,170.20,171.30,169.40
170.07,170.95,172.25,170.01
170.94,170.85,171.10,169.77
171.84,173.58,174.55,170.55
175.24,173.48,175.35,173.42
174.05,175.38,175.55,173.20
175.40,174.77,175.73,174.09
174.47,175.63,175.64,174.47
177.14,175.39,177.14,175.18
173.48,172.38,174.55,172.06
172.77,173.46,173.95,172.04
174.15,174.18,175.86,173.88
174.34,174.61,175.18,174.13
174.50,174.45,176.01,173.83
174.00,176.27,176.90,174.00
175.06,172.26,176.22,172.06
172.56,169.20,172.86,168.94
170.17,172.11,172.97,170.16
170.70,168.94,171.95,168.94
169.22,167.80,170.27,165.84
167.07,166.87,169.21,166.38
167.48,168.92,169.13,165.96
169.94,171.74,171.74,168.44
171.75,171.51,172.50,170.52
172.50,170.60,172.66,170.23
171.53,172.32,172.76,170.49
172.64,172.08,173.17,171.03
172.82,171.47,172.95,171.40
171.16,171.60,173.77,171.16
171.46,172.50,173.34,171.10
172.42,170.30,174.14,170.18
170.40,168.82,171.31,167.60
167.90,167.91,168.44,166.70
168.32,168.97,169.46,167.70
169.46,170.11,170.93,168.02
171.85,174.96,175.09,170.92
175.10,171.60,175.80,171.34
172.23,169.71,172.80,168.99
171.42,169.06,172.68,167.28
168.56,166.99,168.91,165.53
167.40,167.95,169.06,166.24
167.83,170.70,170.96,167.83
171.92,169.17,171.92,167.28
168.99,169.54,170.18,167.93
170.75,173.23,173.72,169.34
172.84,172.74,174.44,172.05
172.30,174.82,175.03,170.32
173.18,174.75,175.84,172.48
175.16,172.64,175.86,172.58
172.53,173.35,173.52,170.38
171.53,171.38,173.52,170.57
171.40,173.55,173.86,170.42
174.23,176.15,176.49,172.82
175.81,177.99,178.88,175.12
179.08,181.83,182.04,177.27
184.24,182.62,184.61,181.58
181.46,181.34,182.13,180.59
182.22,181.90,182.76,181.10
182.41,182.01,182.89,181.13
182.55,182.10,183.73,181.54
181.83,181.42,183.18,180.21
181.08,178.80,182.31,178.35
178.80,179.73,179.75,177.31
179.94,178.97,179.95,178.30
178.28,178.95,179.15,176.06
179.23,177.69,179.23,176.60
177.53,179.65,180.44,177.37
179.58,177.71,180.08,177.60
177.00,178.13,178.71,177.00
177.40,177.43,178.96,176.61
178.22,179.87,179.98,177.57
179.41,178.55,179.99,177.58
178.22,178.08,178.53,177.31
178.46,178.32,179.81,177.56
177.33,178.08,178.68,176.84
177.92,177.23,178.03,174.73
175.75,173.91,176.48,173.19
174.25,175.95,176.05,173.90
176.37,178.61,178.77,175.88
178.80,177.37,178.80,176.06
177.54,177.71,178.69,177.52
176.34,177.34,177.93,175.93
177.11,177.60,178.20,175.60
177.47,176.10,178.03,174.94
177.04,177.09,177.45,175.87
177.39,178.45,179.53,177.39
177.69,176.68,178.39,176.14
176.40,175.13,177.80,174.99
174.89,174.45,175.49,174.20
174.27,173.60,175.58,172.86
174.60,176.50,176.81,174.60
176.10,174.00,176.49,173.47
174.05,173.10,175.21,172.48
173.42,173.90,174.23,172.74
173.68,176.73,176.85,173.25
176.75,176.14,177.92,176.01
176.10,179.22,179.30,175.29
179.17,180.01,180.18,178.51
179.85,179.96,180.70,178.98
180.00,180.51,180.66,179.03
181.09,183.35,183.39,179.65
183.04,183.49,184.22,182.66
183.25,183.80,184.02,181.83
182.81,180.99,183.25,180.27
182.70,181.59,182.78,181.03
181.79,179.96,182.93,178.83
179.99,180.62,180.62,178.27
180.79,181.66,182.32,180.01
181.26,182.29,182.78,180.22
182.62,180.20,183.51,179.61
180.25,181.28,182.76,178.76
179.58,179.41,181.24,179.09
179.01,178.91,180.43,178.15
180.50,180.75,180.77,178.87
180.12,181.31,181.42,180.11
180.91,179.86,181.88,179.12
180.45,179.70,180.45,178.30
179.43,180.38,180.58,178.56
181.25,181.66,181.81,180.12
181.04,182.34,182.45,180.62
181.80,182.06,182.41,180.87
181.97,182.49,182.59,181.20
182.94,184.76,184.82,182.29
184.92,183.18,185.20,182.82
183.33,184.60,184.84,182.54
183.76,184.71,185.63,182.73
185.02,185.29,185.43,183.76
185.00,184.87,186.26,184.66
184.46,184.39,185.84,183.58
184.22,182.98,184.22,182.40
182.73,184.07,184.44,182.30
183.46,184.15,184.43,182.18
184.63,181.51,185.00,181.30
181.28,182.17,182.29,180.05
181.70,182.59,183.66,181.48
183.35,183.88,184.45,182.64
182.54,182.77,183.87,181.55
183.66,182.61,184.57,181.77
182.70,180.25,183.72,180.05
180.25,179.28,180.98,179.18
180.23,181.75,182.70,180.01
181.53,184.89,184.89,180.03
184.46,183.44,184.46,183.04
182.42,182.33,183.38,180.82
182.13,183.72,185.00,181.96
184.04,184.10,184.95,182.92
184.41,185.55,185.82,183.70
185.66,184.83,186.25,184.24
185.68,185.59,186.55,184.22
186.60,186.29,186.86,184.75
186.19,184.12,186.87,184.10
184.39,183.30,184.54,182.53
183.41,184.51,185.19,183.41
183.57,181.37,183.90,181.12
182.55,182.01,183.27,180.90
185.00,185.80,186.57,183.56
185.82,184.74,186.75,184.61
182.88,185.69,185.80,182.88
186.02,187.62,187.65,184.09
182.16,186.20,187.97,182.12
187.94,184.84,188.61,184.14
187.07,187.62,188.61,185.97
189.10,188.89,189.18,187.18
188.82,188.98,189.97,187.98
189.01,190.18,190.18,188.21
191.05,191.54,192.12,190.19
191.99,190.30,191.99,189.75
190.80,190.61,192.37,189.63
190.74,190.43,193.98,189.41
190.25,190.37,191.86,189.34
190.29,188.93,191.05,188.45
188.62,187.70,189.60,186.49
186.38,186.55,188.06,186.03
183.01,180.36,185.20,180.00
180.06,183.21,183.34,180.01
182.77,182.99,183.80,181.54
183.27,183.12,183.88,182.69
183.42,183.78,183.96,181.90
183.84,183.28,184.08,183.00
184.66,184.43,184.66,183.03
184.85,184.00,185.26,183.12
183.79,184.23,184.40,183.23
185.41,185.81,187.03,185.10
184.40,185.30,186.21,184.40
184.30,184.90,184.97,183.10
184.99,184.95,185.78,184.19
185.01,185.70,185.71,184.27
185.07,185.96,186.32,184.07
185.95,186.24,187.37,185.68
185.86,184.73,185.98,183.81
183.30,182.26,184.00,182.09
180.84,179.64,182.41,179.32
173.67,169.81,174.69,167.67
172.92,167.74,172.92,167.74
170.70,170.77,171.66,168.31
172.95,175.36,175.49,171.48
174.84,174.93,175.20,173.30
174.35,175.81,176.83,172.73
173.10,172.97,175.15,172.47
174.42,174.55,175.35,172.73
175.30,174.91,176.01,174.45
173.00,172.95,174.34,171.79
174.98,175.87,176.26,174.14
177.15,174.94,178.01,174.73
175.94,176.22,177.30,174.49
174.83,177.25,177.73,174.52
177.62,177.16,178.38,176.43
177.27,176.65,177.46,176.04
176.67,176.81,177.60,176.17
176.98,176.06,178.20,175.89
174.42,172.85,175.51,172.62
174.29,174.62,175.91,173.91
173.38,172.63,173.66,171.77
172.63,172.96,174.29,172.55
171.84,173.32,173.74,171.80
175.00,173.83,175.61,173.57
173.57,170.96,175.41,170.83
170.98,172.04,172.25,170.05
173.93,173.34,174.00,172.04
173.36,172.19,174.20,170.64
170.42,173.66,173.66,170.00
175.05,175.28,176.08,173.98
175.13,175.34,176.31,174.27
176.48,177.01,178.04,175.57
176.64,178.96,179.43,175.45
179.11,176.88,180.00,176.87
176.88,178.28,178.77,176.04
178.18,176.45,179.22,176.44
176.63,176.99,177.82,176.50
177.25,178.21,178.46,176.65
179.07,178.51,179.60,178.00
178.27,177.24,179.07,176.76
177.90,179.67,179.68,177.30
180.00,179.21,180.95,178.89
180.29,181.62,182.05,179.82
182.46,179.27,182.46,178.20
179.86,180.80,181.19,179.06
179.80,181.64,182.96,176.49
182.27,182.19,182.33,180.23
182.23,182.00,183.08,181.17
182.26,177.97,182.73,177.71
178.06,178.33,179.37,177.77
178.22,177.78,179.05,177.11
177.00,179.20,179.21,176.35
179.27,179.97,180.51,178.95
181.06,181.09,181.79,179.49
180.59,180.41,182.05,179.52
179.93,181.03,181.06,179.85
181.56,181.68,182.35,180.63
180.07,181.57,182.47,180.07
181.45,181.13,182.19,180.30
180.63,182.08,182.23,179.82
182.22,181.06,183.28,180.87
181.54,184.11,184.19,180.71
184.19,186.06,186.21,183.26
186.86,185.61,186.86,185.08
185.41,185.19,185.90,184.38
184.15,184.80,185.74,182.25
185.13,184.67,185.67,183.87
184.60,185.42,185.51,183.60
184.79,184.44,184.94,183.06
184.87,186.85,187.29,184.26
186.87,184.52,186.99,183.92
184.92,183.76,185.40,182.92
183.91,186.91,187.28,183.67
186.86,188.82,189.08,185.95
188.02,187.21,189.00,186.77
186.56,185.39,188.39,185.02
185.70,184.39,186.89,183.80
182.53,182.96,184.94,182.23
182.81,184.18,184.45,182.36
185.24,183.70,186.60,183.39
185.01,181.86,185.01,180.33
181.76,181.91,182.84,181.00
181.81,181.11,182.52,180.32
181.66,182.43,182.51,180.18
182.88,184.68,184.68,181.44
185.60,184.51,185.60,183.77
184.06,185.07,185.77,183.44
184.55,185.28,185.35,183.59
185.77,187.33,187.38,185.42
187.02,186.06,189.00,185.82
185.31,183.09,186.73,183.09
181.69,181.08,182.48,179.50
181.08,180.37,181.53,179.26
178.74,178.86,180.54,178.48
176.68,176.98,179.43,176.68
177.39,175.09,177.85,174.93
175.56,175.65,176.48,173.97
177.56,175.66,177.56,173.82
176.03,172.78,177.04,172.77
172.93,174.55,175.54,172.51
171.42,173.21,174.00,171.25
174.68,171.24,175.75,170.26
171.47,169.72,172.47,167.07
170.05,169.35,170.98,167.52
171.40,172.44,172.99,170.24
172.20,170.36,173.25,169.59
170.66,173.01,173.91,169.98
172.60,172.28,174.51,171.92
172.54,174.46,174.92,172.11
174.94,178.94,179.03,174.94
178.61,180.62,181.69,178.26
178.81,176.71,179.28,176.37
177.79,177.70,178.50,175.54
180.02,182.56,183.37,180.02
182.06,180.01,183.25,178.88
178.34,187.35,188.43,177.88
184.95,187.91,189.46,184.09
188.00,184.59,188.91,184.55
182.54,182.92,183.90,182.14
184.38,185.66,186.57,183.27
187.56,184.69,187.56,184.69
185.53,185.32,186.07,184.32
185.31,185.93,186.95,184.08
185.27,186.55,187.31,184.68
187.62,186.06,188.26,185.66
185.80,186.51,187.02,185.21
185.29,187.65,187.72,184.31
187.87,189.29,189.91,186.45
189.73,186.87,190.00,185.79
186.12,186.13,187.38,185.70
186.97,190.94,191.02,186.29
190.89,191.85,191.93,190.39
192.18,191.98,192.78,190.81
192.12,193.60,193.69,190.05
191.99,193.80,193.95,191.36
192.41,192.39,193.29,191.13
192.98,193.35,194.14,192.01
193.83,193.62,194.90,191.41
195.11,196.08,196.20,194.34
195.06,195.81,196.27,194.62
194.61,193.17,195.70,192.68
192.20,195.12,195.24,191.05
195.06,194.74,196.09,194.14
194.02,191.29,194.90,191.29
191.59,193.91,195.13,191.44
193.02,193.51,195.17,192.32
193.84,193.33,195.50,193.20
192.93,191.36,193.82,190.17
191.99,194.41,194.82,191.92
193.79,195.78,197.27,193.79
196.57,196.80,197.52,195.81
196.33,197.43,197.99,194.92
196.73,199.27,199.45,195.65
199.82,197.80,199.95,196.92
196.90,195.68,198.90,195.22
195.95,195.92,196.28,193.83
194.93,195.23,196.41,193.73
196.41,194.88,196.41,194.34
194.93,194.86,196.57,194.42
194.86,197.22,197.45,194.00
198.62,199.06,199.14,196.63
198.73,197.63,199.47,196.94
197.75,197.68,199.48,197.11
197.30,197.87,199.24,197.15
198.43,197.89,199.41,196.87
198.37,197.60,198.80,196.62
197.54,191.59,199.98,190.12
192.16,193.37,194.47,191.02
193.32,193.43,194.12,190.88
189.56,185.83,192.93,185.61
185.52,184.80,187.99,184.41
183.71,184.34,185.60,181.62
183.54,184.90,185.50,182.80
185.46,186.06,186.56,184.57
184.46,184.71,185.95,184.02
183.45,182.75,184.83,182.51
183.86,183.17,184.67,182.74
182.17,181.53,183.59,180.87
182.05,180.75,183.41,180.69
181.54,183.26,183.26,180.44
182.66,182.58,184.67,182.25
182.36,184.08,184.49,181.52
183.38,183.39,184.49,182.45
183.61,184.27,185.29,182.95
184.22,182.15,184.66,181.38
182.03,181.94,183.37,180.82
180.60,179.89,182.31,179.18
180.48,180.06,182.03,179.24
180.30,178.24,180.61,177.58
179.24,179.60,180.97,178.61
180.01,179.09,180.60,178.86
178.80,179.08,179.36,177.90
178.10,178.53,179.07,176.57
178.42,179.11,179.54,177.69
177.90,178.99,179.41,177.30
179.00,177.85,179.00,177.53
177.27,177.86,178.84,176.06
178.41,177.64,178.73,177.00
177.10,176.31,178.12,176.06
176.19,180.14,180.45,176.02
180.03,180.42,181.25,178.98
179.82,179.11,181.08,178.62
179.04,175.66,179.57,175.44
175.00,173.66,175.91,173.19
174.09,171.73,174.09,171.51
170.83,172.92,173.13,170.32
172.82,175.39,175.50,171.97
176.52,175.09,177.29,174.77
175.51,175.34,176.06,174.45
175.63,175.54,176.40,175.42
177.28,177.42,177.68,175.67
172.74,172.51,174.38,171.73
171.20,169.21,171.73,169.19
170.34,174.01,174.01,170.34
175.37,173.88,175.89,173.58
174.41,182.67,182.69,174.12
181.30,181.52,183.09,180.08
180.00,179.66,181.05,178.82
179.27,180.77,180.81,178.31
180.79,180.87,181.64,179.62
181.93,181.72,181.97,180.57
181.72,181.20,181.87,180.93
181.78,182.20,182.52,181.12
182.20,181.28,182.79,181.24
182.61,180.96,182.61,180.78
181.42,179.76,181.42,179.63
179.18,177.74,179.80,177.73
177.22,179.12,179.12,176.51
179.70,179.62,181.17,179.29
179.41,178.58,180.06,178.18
179.11,181.26,181.35,179.02
180.60,181.44,181.87,180.55
184.16,184.78,186.69,183.08
184.89,186.00,186.13,184.11
185.66,189.03,189.10,185.66
188.78,189.01,189.31,187.21
188.24,189.66,189.95,187.98
189.54,189.92,190.24,189.12
189.66,190.35,190.42,189.57
190.09,190.27,190.75,189.79
190.85,190.90,190.96,189.07
190.90,190.58,191.86,189.75
190.53,190.97,191.82,190.26
191.36,191.13,191.70,190.55
191.00,189.47,191.77,189.43
189.48,189.80,190.31,189.48
190.10,190.13,190.74,189.14
189.61,189.66,190.65,189.35
189.75,188.64,189.75,187.73
188.93,189.28,189.69,188.69
188.49,188.92,189.26,187.69
188.27,189.15,189.18,187.89
189.82,188.22,189.82,188.14
188.05,189.34,189.56,187.01
188.84,190.09,190.73,188.48
190.27,190.08,191.31,189.68
190.46,191.35,191.74,190.08
191.85,192.84,193.00,191.58
192.75,193.38,193.57,190.80
192.54,192.60,193.44,190.94
192.64,192.63,192.83,191.32
192.63,192.77,193.26,191.32
192.19,195.08,195.09,191.62
195.00,193.24,195.15,193.18
192.06,189.31,192.63,189.28
188.71,190.91,191.59,187.75
189.46,190.10,190.66,188.53
190.44,188.90,190.73,188.85
189.21,190.49,190.79,188.61
189.12,188.21,190.04,188.09
188.58,190.43,190.98,188.58
190.54,191.29,192.10,190.54
191.84,193.69,193.83,191.64
193.76,195.15,195.66,193.76
194.10,192.27,194.58,192.27
191.33,191.48,192.63,190.80
191.05,191.60,192.11,190.36
192.48,193.13,193.33,190.82
192.71,190.40,193.08,190.32
190.40,189.97,190.79,189.58
190.01,188.15,190.29,187.82
189.08,190.12,191.06,185.87
191.73,185.63,191.77,185.42
185.77,184.24,185.94,183.04
185.12,189.81,190.67,184.76
190.54,191.41,192.12,189.43
190.78,190.20,192.60,189.78
191.14,191.82,192.38,190.45
191.41,193.38,193.97,190.62
193.92,194.46,194.99,193.10
194.17,195.56,196.00,193.80
196.43,195.34,196.69,195.31
195.85,195.62,195.85,194.01
195.23,192.60,195.23,192.40
191.78,192.92,193.06,191.11
194.92,194.14,194.92,192.75
197.20,201.73,201.92,196.19
201.17,203.59,204.73,200.80
204.09,201.28,204.65,200.67
200.89,201.08,203.63,200.17
202.12,203.52,203.99,201.05
203.99,203.84,205.08,202.28
203.85,204.67,204.88,202.48
205.49,205.76,208.13,204.82
205.70,205.45,207.18,205.02
206.28,207.10,207.55,206.13
206.43,207.93,208.78,205.83
207.87,207.88,208.52,206.10
208.99,209.51,209.95,207.61
209.61,211.53,211.56,208.65
213.00,212.07,214.79,211.58
214.19,212.07,214.62,210.99
212.09,213.07,213.53,210.71
213.08,212.86,214.86,212.14
212.93,211.48,213.47,211.43
211.72,210.88,214.68,210.06
211.30,208.50,211.96,208.20
208.59,209.67,211.02,208.59
209.51,209.15,210.39,208.58
207.80,208.66,210.09,206.60
208.79,211.91,212.27,208.33
211.98,210.55,212.30,209.93
211.09,210.61,212.66,210.51
211.63,209.95,211.89,209.48
210.67,209.57,210.85,207.93
209.12,210.83,211.14,208.06
