ICUI,ICU Medical,NASDAQ
146.30,148.30,148.65,142.70
147.80,149.45,151.80,146.35
150.00,148.05,150.95,147.80
147.10,149.50,149.70,145.11
149.50,149.00,150.05,147.95
149.00,151.75,152.15,146.68
152.15,149.20,152.65,148.35
149.75,147.60,150.50,147.05
148.30,147.95,150.05,147.20
148.95,145.75,148.95,144.45
146.25,145.40,147.25,145.30
145.70,144.35,147.40,143.15
144.05,146.20,147.18,144.05
145.51,145.95,147.70,145.51
145.80,144.40,146.20,143.15
144.80,145.10,145.85,144.13
145.10,147.35,147.40,143.95
148.00,147.20,148.00,145.32
147.50,148.45,148.78,146.85
148.40,147.35,148.65,146.90
127.50,131.88,135.00,127.00
132.15,137.60,138.40,132.07
137.90,139.40,139.80,137.50
139.10,138.45,140.55,137.70
137.70,137.40,138.45,136.50
138.15,136.65,139.90,136.13
