CMG,Chipotle Mexican Grill,NASDAQ
368.75,368.06,369.95,362.45
368.15,369.06,375.23,366.49
369.03,370.00,371.60,366.07
375.31,382.48,384.52,374.25
379.00,377.22,381.00,375.00
376.83,375.70,385.20,374.00
376.00,382.35,385.79,375.05
383.05,392.07,394.88,383.05
390.54,389.50,395.90,389.00
390.51,389.47,392.91,387.26
389.00,393.50,394.91,388.25
393.89,391.16,396.45,390.23
390.79,389.77,394.28,388.59
388.52,388.75,392.33,388.02
389.60,385.37,390.88,385.16
385.57,376.61,387.00,375.13
376.52,377.32,382.49,375.16
379.11,374.77,380.38,374.08
374.91,381.86,383.90,372.87
382.62,391.89,392.67,379.05
391.50,398.44,399.80,390.36
398.70,395.06,399.25,392.11
412.64,414.48,420.23,408.20
412.85,413.93,418.32,410.35
411.63,409.35,414.00,407.80
409.93,410.75,413.95,409.01
