RL,Ralph Lauren Corporation Common Stock,NASDAQ
176.44,170.33,176.61,169.73
171.57,169.09,172.00,167.46
169.09,168.58,170.30,165.73
170.44,170.26,171.81,169.49
172.70,170.37,174.61,170.05
171.73,173.65,174.19,171.06
173.06,173.74,175.21,171.04
174.18,173.94,176.00,173.67
173.93,172.67,174.75,171.90
170.89,172.79,173.48,170.89
173.85,174.03,174.88,172.32
174.99,175.96,176.12,174.28
173.91,177.63,178.20,173.91
177.75,180.02,180.15,177.75
181.95,183.24,183.44,181.43
183.00,182.40,183.55,181.99
182.37,181.75,182.78,181.09
181.57,180.16,182.27,179.40
180.52,178.53,181.35,178.26
178.53,179.98,180.00,178.22
179.88,179.22,179.88,178.24
179.95,180.49,181.67,179.59
180.91,180.14,181.81,180.00
180.54,179.13,181.14,179.02
179.13,179.26,181.15,178.98
178.00,180.98,181.10,177.51
180.67,180.29,180.91,179.81
180.43,181.64,182.06,180.04
182.46,182.06,183.13,180.98
183.85,186.99,187.60,182.86
186.69,188.03,188.64,185.02
187.25,188.30,189.28,187.25
187.36,189.51,189.80,186.01
177.06,173.13,180.76,172.01
174.16,177.70,179.20,173.11
177.51,178.95,179.21,177.04
175.00,178.08,178.42,174.70
177.70,178.53,179.06,177.42
178.54,176.76,178.80,176.01
174.99,174.44,175.55,173.57
173.54,172.08,174.65,172.01
172.06,170.23,173.00,170.17
171.05,171.97,173.62,170.76
171.78,171.86,173.00,171.06
172.24,172.36,173.43,171.60
172.66,171.65,172.73,170.74
171.57,170.21,172.41,170.11
167.53,165.78,169.99,165.68
165.81,165.55,167.02,165.35
165.55,166.14,167.11,165.50
166.64,165.41,166.84,165.00
167.99,167.12,168.49,165.68
167.25,166.67,168.00,166.58
166.04,166.00,167.49,165.46
166.43,165.18,166.78,163.31
165.48,165.74,166.27,165.13
166.29,163.04,166.30,162.53
164.13,163.90,164.60,163.00
163.63,163.06,164.16,162.22
163.18,166.35,166.83,163.11
168.73,167.21,169.41,166.92
168.03,166.68,168.03,166.36
167.10,168.12,169.30,165.74
168.10,168.31,169.35,167.91
168.17,167.33,168.65,167.04
166.79,165.00,167.40,163.86
165.27,165.18,166.53,164.06
164.56,163.00,165.76,161.98
164.07,165.53,166.04,163.66
165.03,165.63,166.31,164.33
163.59,164.73,165.65,162.56
165.64,164.93,166.32,164.04
164.34,164.01,164.41,161.90
164.15,164.48,166.23,163.25
164.47,166.69,167.57,163.76
165.45,164.35,166.60,164.25
164.56,161.10,165.01,160.55
159.82,162.40,164.10,159.35
165.38,163.64,165.38,163.40
163.65,161.34,164.10,161.26
160.94,161.10,162.41,160.31
160.95,158.73,161.66,158.31
159.18,158.68,159.75,157.57
158.47,161.68,162.00,157.01
162.01,163.90,163.94,161.80
164.26,163.61,164.86,163.10
164.20,166.53,167.11,163.61
166.08,164.21,166.44,163.21
164.16,164.70,165.14,163.97
165.00,164.54,165.60,163.98
164.44,165.05,165.22,163.07
165.79,165.61,166.27,164.55
165.60,166.82,167.84,165.53
166.33,165.64,166.92,164.92
166.55,168.80,168.97,166.44
169.67,169.59,171.98,168.31
169.71,171.19,173.32,169.61
180.00,180.52,180.78,176.81
180.25,172.81,181.07,172.43
172.99,173.42,173.72,172.32
173.40,172.53,173.50,171.80
172.16,171.49,173.08,171.21
171.97,176.07,176.37,171.97
175.40,176.67,176.70,174.80
176.52,175.90,176.82,173.44
175.29,173.07,175.76,172.65
173.56,173.26,174.27,172.50
173.91,172.00,174.68,171.81
172.42,171.98,172.93,170.80
172.21,175.02,175.12,172.19
175.42,175.51,175.98,174.60
175.57,175.36,177.00,175.29
175.69,174.31,175.69,173.81
174.90,175.23,175.71,173.74
175.08,174.05,175.28,173.18
173.79,173.15,174.84,171.84
172.37,173.63,174.20,172.37
172.89,173.50,173.84,172.02
174.74,172.29,174.74,171.93
172.64,171.18,174.52,171.01
170.73,171.73,172.52,170.73
172.23,171.09,173.14,170.95
170.59,173.02,173.39,169.86
173.02,175.19,175.35,173.02
175.42,175.56,176.87,174.26
175.30,174.35,175.33,173.50
174.87,177.09,177.25,172.67
178.37,175.14,178.37,175.02
175.74,175.05,176.41,174.94
175.54,174.87,175.99,174.22
175.00,176.03,176.86,174.89
176.36,175.97,176.78,175.42
176.04,175.97,176.62,175.21
175.69,176.34,176.89,175.67
175.91,176.57,177.20,175.60
175.44,175.37,176.88,174.93
175.75,177.19,178.59,175.37
177.53,174.68,177.53,174.50
175.02,175.40,175.57,174.25
175.33,172.32,176.14,171.83
173.25,172.88,173.26,170.46
172.82,173.95,175.13,172.57
173.58,167.50,174.16,166.69
167.24,167.47,169.14,166.94
168.12,168.08,170.04,167.06
166.15,163.31,166.39,162.92
163.23,162.49,164.16,162.23
162.74,160.90,164.08,160.69
160.66,159.86,161.45,159.31
159.00,158.65,159.59,158.07
157.83,157.62,159.78,156.34
157.53,156.95,158.54,156.04
157.35,156.74,158.17,156.13
155.90,155.51,157.06,155.30
157.20,158.23,159.49,157.06
156.18,156.89,158.18,155.70
156.25,153.66,158.13,152.79
154.30,154.18,157.24,153.70
163.82,148.71,164.13,146.00
150.02,152.23,154.33,149.67
153.20,155.89,156.98,151.65
155.70,155.25,156.32,154.55
157.50,156.80,158.33,155.07
157.34,154.50,157.93,154.26
154.05,156.15,156.50,153.45
154.56,158.39,159.97,154.56
158.60,157.15,158.96,156.18
156.40,156.97,158.32,156.40
157.12,157.66,159.13,157.12
157.66,158.40,158.84,157.66
157.65,159.27,161.33,157.65
159.21,159.99,160.57,157.85
164.31,162.12,164.40,161.08
160.15,161.79,161.81,159.91
161.90,161.08,162.20,160.31
159.13,160.27,160.97,159.13
161.81,161.94,162.45,160.90
161.93,161.45,162.39,160.84
161.63,162.16,162.26,160.69
162.50,164.05,165.00,162.21
163.85,164.29,164.38,162.17
164.27,162.23,165.00,161.81
161.73,162.57,162.60,161.01
162.94,159.41,163.35,158.79
159.39,160.08,161.21,159.39
161.15,161.51,162.03,160.04
163.00,163.80,164.50,161.77
163.99,161.26,163.99,160.31
161.12,160.47,161.63,159.21
162.12,161.04,163.00,160.13
161.43,160.01,162.26,158.82
160.81,156.29,160.85,155.85
157.50,156.48,160.24,156.48
156.24,156.98,158.53,156.24
157.36,158.24,159.18,157.09
159.78,160.93,161.21,159.06
161.10,163.72,163.72,160.99
163.77,163.41,164.75,162.73
164.17,162.68,164.67,161.99
162.92,158.64,163.35,158.31
158.32,155.58,158.75,154.51
155.85,155.92,156.56,154.39
154.58,157.44,157.89,154.58
157.65,153.79,158.29,153.75
152.82,153.55,154.49,152.66
154.20,154.39,155.27,153.57
154.76,155.34,155.97,152.79
156.45,155.05,157.53,154.62
154.55,154.38,156.08,154.14
154.53,153.92,155.13,153.60
154.91,154.86,155.86,154.01
155.17,153.84,155.70,153.79
154.37,154.61,154.89,152.25
154.55,153.09,155.01,152.97
153.83,151.47,154.95,149.01
151.65,152.31,152.83,150.77
151.96,151.37,152.22,150.05
151.59,153.40,153.67,150.38
153.75,155.00,156.99,153.46
154.41,155.86,155.99,152.34
155.15,153.89,156.15,153.63
154.05,152.56,154.36,150.41
152.65,151.99,156.39,151.88
144.18,148.81,149.50,141.93
147.86,147.34,148.76,146.43
147.34,149.16,150.18,147.34
149.16,147.52,149.73,147.26
147.10,147.47,147.78,145.40
147.93,149.77,149.90,147.17
149.39,150.99,151.21,149.39
151.00,150.26,151.18,149.84
150.44,150.82,151.70,149.88
150.56,151.90,152.26,150.38
152.01,152.72,152.86,151.25
153.21,153.50,154.41,152.74
154.44,152.60,154.60,152.38
152.81,153.06,153.09,152.10
152.68,153.48,153.79,152.68
153.58,153.17,153.77,152.76
152.18,154.27,154.46,152.00
153.47,155.41,155.96,153.00
154.38,154.27,154.81,153.03
154.38,154.50,154.96,153.89
154.74,155.31,155.75,154.69
155.30,154.65,155.30,154.36
154.59,153.44,154.59,153.13
152.81,152.69,153.35,152.39
152.75,153.54,153.80,152.40
153.05,153.00,153.62,152.65
152.88,154.69,155.06,152.88
154.84,156.00,156.22,154.40
156.05,154.25,156.50,153.95
155.50,155.57,156.00,154.17
155.46,156.09,156.18,154.78
156.09,157.90,160.27,155.91
157.48,155.94,158.33,155.72
155.93,157.08,157.27,154.77
157.08,160.42,160.75,156.41
161.00,160.69,161.11,159.05
161.15,161.63,164.01,160.44
161.63,161.45,162.49,161.24
162.02,162.88,163.37,162.00
162.52,161.88,162.91,161.58
161.70,160.88,161.88,160.45
161.19,162.92,163.24,160.77
161.10,159.97,161.51,159.80
160.19,159.13,160.19,158.40
160.09,159.46,160.39,158.97
158.86,158.86,159.72,158.51
159.03,158.00,159.65,157.78
157.68,157.19,158.24,156.89
157.69,157.69,158.13,156.53
157.25,157.77,158.37,156.96
157.96,159.23,160.06,157.14
159.43,159.50,159.72,158.45
160.27,161.52,161.84,159.74
161.13,159.64,161.51,159.44
159.96,159.92,160.60,158.95
159.95,158.33,160.00,158.28
158.83,159.35,159.86,158.47
157.58,155.86,158.62,155.64
155.97,154.55,156.92,153.87
154.55,156.30,156.60,154.24
154.65,156.57,157.46,154.19
152.22,156.88,158.00,152.22
159.10,158.12,159.96,157.51
158.14,160.44,160.55,157.27
161.50,162.76,163.42,161.01
162.67,162.78,163.88,161.78
162.70,162.24,162.85,159.95
162.13,163.18,163.34,161.20
164.04,163.54,164.51,162.17
164.58,165.36,166.35,164.07
165.73,167.00,167.03,165.73
166.42,169.33,169.91,165.83
169.54,169.27,170.00,168.41
169.50,169.77,170.83,168.81
170.29,169.96,170.73,169.65
169.90,169.00,169.90,168.64
169.75,169.68,170.63,168.66
168.45,169.05,169.27,167.29
169.00,169.20,169.35,167.92
169.29,169.81,170.34,168.84
169.90,169.05,170.01,168.72
169.75,172.46,173.46,169.75
171.66,172.90,172.99,171.06
172.38,172.50,173.36,172.22
174.31,173.52,174.47,172.92
173.51,174.70,174.76,173.25
174.14,173.27,174.98,172.88
172.97,173.79,174.09,172.97
173.46,170.99,174.01,170.76
171.00,172.60,172.60,170.63
173.10,172.78,173.39,171.62
172.80,172.84,173.81,172.24
173.90,171.98,173.96,171.66
171.88,169.84,172.59,169.29
169.68,170.01,170.57,169.16
170.19,167.60,170.81,166.76
167.13,164.92,167.44,163.85
165.89,165.64,166.06,163.10
164.67,165.03,166.19,164.37
164.89,164.73,165.70,163.76
164.80,163.36,164.80,161.84
163.27,167.12,167.34,162.86
167.51,166.40,168.44,166.22
166.76,164.39,167.52,163.98
163.48,163.12,164.82,162.93
163.51,166.11,166.30,162.78
165.22,163.04,166.12,162.85
163.39,160.43,164.29,160.43
160.16,157.53,160.20,157.22
158.95,157.73,159.27,156.85
155.54,156.72,157.39,153.39
154.51,157.67,159.51,153.50
158.93,156.25,159.51,155.56
155.31,157.20,157.47,154.03
157.68,161.16,161.22,157.67
161.21,160.57,162.99,160.56
161.38,161.18,163.35,160.86
161.03,160.25,161.03,159.48
160.25,161.35,161.54,158.48
161.06,160.92,161.47,158.96
157.67,161.79,167.00,157.52
161.55,166.11,166.59,160.97
167.10,164.84,167.95,164.28
164.75,165.68,166.56,164.32
165.48,164.15,165.50,162.31
164.61,164.78,165.69,164.00
165.47,171.39,171.60,165.31
170.92,174.00,174.90,170.78
174.37,171.92,175.45,171.58
171.08,171.07,172.46,170.40
170.94,172.93,173.42,169.90
172.83,173.17,174.15,171.51
173.42,174.24,174.73,172.47
173.79,176.05,176.41,173.12
175.58,176.56,176.72,174.64
176.00,179.66,179.78,175.61
178.74,179.78,182.02,178.11
181.41,180.05,182.50,179.43
180.52,181.32,181.80,178.81
181.32,182.64,183.48,181.15
182.62,182.07,183.28,181.57
182.59,184.90,185.14,182.52
183.83,181.28,184.26,180.65
181.77,180.58,182.78,180.22
180.55,183.28,183.40,180.05
182.42,183.16,184.66,182.24
182.79,183.30,183.59,181.57
183.18,183.08,184.45,182.12
180.97,182.44,183.23,180.56
182.07,180.10,182.83,179.35
180.11,180.92,183.35,179.64
180.92,181.64,183.75,179.90
182.25,180.03,182.73,178.89
179.79,176.60,179.85,176.50
176.82,179.20,179.62,175.20
181.00,180.59,181.82,179.21
180.79,178.82,181.80,176.93
179.15,180.23,180.44,178.89
180.23,183.65,184.28,180.23
184.15,184.35,184.87,183.90
184.84,185.12,185.92,184.48
184.50,186.73,187.25,184.26
186.68,186.23,187.46,185.22
186.41,185.16,187.49,185.12
185.98,183.10,186.67,181.41
179.78,177.88,180.50,176.82
178.04,174.41,178.49,173.25
175.67,178.78,178.90,175.50
177.70,178.57,179.57,177.09
177.17,175.99,177.41,174.28
174.65,174.42,176.00,173.23
175.88,173.64,177.53,172.20
171.80,172.30,173.45,169.72
172.30,169.46,172.83,169.41
169.57,170.05,170.32,167.54
170.85,168.22,170.95,167.82
167.56,169.52,171.00,167.25
170.23,170.83,172.09,169.29
170.48,168.77,171.53,168.66
168.20,169.29,169.63,166.53
168.48,167.50,168.65,164.49
168.70,166.20,169.14,166.11
167.12,170.03,170.53,166.78
167.81,166.89,169.87,166.00
166.44,167.80,168.44,164.01
168.79,170.83,171.27,168.14
151.50,139.71,153.27,139.21
138.09,141.77,143.20,136.50
142.24,138.87,142.24,138.40
138.55,136.09,138.69,135.10
137.04,135.11,137.49,134.88
135.49,135.17,136.28,134.34
135.32,135.80,136.20,134.26
135.90,135.20,137.15,134.87
135.21,136.34,136.74,133.50
136.30,136.42,137.14,136.01
136.05,136.97,137.50,135.69
136.75,139.30,140.48,136.44
139.77,138.67,140.01,138.30
138.37,138.09,139.07,137.87
138.10,138.44,139.01,137.91
138.43,137.48,139.02,137.21
137.48,137.41,137.98,136.02
137.85,138.06,138.59,136.92
138.47,135.93,138.47,135.65
135.79,134.94,136.04,134.44
134.99,134.29,135.66,134.14
134.15,131.93,134.80,131.50
131.79,132.86,133.01,131.18
132.01,130.46,132.01,129.50
130.50,127.66,131.32,127.29
128.13,130.48,130.65,127.60
129.73,130.01,130.53,128.93
130.11,129.70,130.60,129.00
129.02,129.10,130.23,128.71
128.95,132.30,132.66,128.82
132.10,132.64,133.44,131.59
132.94,133.18,133.88,132.50
133.16,133.87,134.35,133.12
133.55,133.73,134.12,133.20
133.44,132.86,134.40,132.86
131.87,131.97,132.70,131.25
131.71,131.22,132.99,130.29
132.76,132.27,133.12,131.92
131.45,131.50,132.89,131.13
131.57,132.70,132.76,130.03
132.91,134.67,134.81,132.47
133.76,137.82,138.02,133.76
139.06,139.19,140.49,139.00
139.89,139.44,140.66,138.60
139.33,140.26,141.08,139.21
139.92,138.12,140.14,137.14
137.68,137.53,138.00,136.80
137.34,137.09,137.99,136.73
138.00,137.57,138.37,137.48
137.78,137.32,138.17,136.62
136.16,133.78,136.75,133.46
135.09,136.95,137.61,134.83
137.14,135.95,137.84,134.55
136.63,136.39,136.63,135.33
136.91,137.37,138.68,136.34
137.30,136.47,138.32,136.03
136.20,135.70,136.94,135.31
134.74,134.86,136.16,133.60
134.45,134.07,134.70,132.91
134.01,133.41,134.54,132.28
134.11,136.12,136.65,133.94
136.11,135.95,136.86,135.37
135.27,135.40,136.17,134.39
135.31,133.94,135.49,133.70
134.23,134.08,134.70,133.18
135.00,134.39,135.88,134.24
134.25,134.64,135.58,133.96
133.65,133.20,134.73,132.38
129.50,129.18,134.78,128.28
130.26,131.69,132.75,127.77
131.77,133.11,134.10,131.48
133.37,132.53,134.31,132.32
132.37,130.70,132.76,130.35
131.04,131.39,132.36,130.82
131.04,131.53,131.77,130.71
131.75,133.03,133.40,131.69
132.53,128.44,132.64,128.42
128.03,128.26,129.72,127.78
130.71,131.85,132.95,129.99
131.63,130.40,132.22,130.00
130.77,131.60,132.24,129.78
132.14,135.37,136.27,132.11
135.37,136.86,137.57,135.17
135.95,137.08,137.89,135.95
137.00,137.10,138.05,136.76
136.50,136.43,137.23,136.10
136.70,136.31,137.26,135.66
136.72,135.58,137.42,135.47
135.56,135.77,136.32,134.25
135.28,135.25,135.42,134.18
134.49,134.05,134.85,133.33
133.50,134.37,134.88,133.08
134.61,134.71,135.17,132.95
135.53,139.50,140.00,135.25
139.10,140.24,140.90,138.71
141.00,139.26,141.03,138.98
139.11,139.56,140.00,138.52
138.90,137.65,139.00,137.42
138.02,136.17,138.44,136.11
136.81,136.86,137.44,135.78
135.39,133.83,135.67,133.78
134.58,132.36,134.58,131.94
133.34,133.26,133.58,131.83
133.58,134.76,135.27,133.32
133.69,132.62,134.07,131.42
133.05,133.79,133.95,130.87
132.64,129.54,133.80,129.05
130.80,128.99,131.53,128.78
130.50,129.70,131.43,128.45
132.00,134.27,134.55,131.64
134.50,135.28,135.52,133.89
135.03,132.59,135.17,132.37
133.45,132.99,134.17,132.68
132.60,130.76,133.00,130.25
130.71,130.51,131.14,129.82
130.43,130.27,132.04,129.52
129.87,130.03,130.64,129.58
130.78,128.82,130.78,128.59
129.59,126.85,129.90,125.44
126.49,125.00,126.50,124.38
125.50,126.61,126.73,123.52
126.46,126.92,127.07,125.44
126.38,127.12,127.80,125.88
127.42,125.89,127.84,125.74
125.24,123.29,125.66,119.16
123.51,123.31,125.73,122.43
127.65,121.50,129.16,120.88
121.83,120.17,122.29,119.62
119.74,120.20,120.84,119.00
121.03,120.54,121.41,119.31
119.83,119.00,120.01,118.51
118.48,118.00,118.48,116.18
118.23,117.29,118.70,117.02
117.33,118.00,118.58,117.03
117.27,117.99,118.15,116.46
118.00,117.23,118.31,116.62
117.08,115.72,117.43,115.43
114.46,112.90,115.48,112.88
111.65,110.64,112.50,110.18
105.04,107.59,111.72,104.63
110.01,105.02,110.20,104.94
107.69,106.79,108.29,104.34
108.63,109.18,109.88,107.13
109.04,110.89,111.72,108.50
110.37,111.19,113.19,109.42
109.37,108.44,110.71,107.76
109.67,109.50,109.87,107.50
110.20,110.96,111.54,109.05
109.45,108.98,110.32,108.25
110.73,111.05,111.36,109.94
112.26,108.84,113.50,108.60
108.66,109.12,110.26,108.59
108.88,109.71,110.33,108.04
109.37,107.91,109.38,107.41
108.34,109.71,109.90,107.80
109.71,114.60,114.91,109.50
114.41,113.95,116.05,113.49
112.50,109.38,112.83,109.07
110.78,111.51,111.89,110.11
110.00,110.35,110.68,109.05
110.44,108.07,112.07,106.92
109.53,109.20,110.63,106.92
110.47,108.32,110.71,107.75
107.79,104.88,109.23,104.61
104.79,104.05,105.79,103.29
111.62,118.16,119.14,111.55
117.20,116.56,118.25,115.11
115.46,117.36,117.37,113.50
118.26,119.28,119.52,116.31
119.11,119.99,121.30,117.89
120.33,118.62,120.97,117.27
118.64,121.25,122.09,117.10
120.00,120.54,121.56,118.90
121.85,120.58,123.00,119.74
119.27,118.73,120.27,118.19
119.11,118.73,120.10,118.12
119.23,117.29,119.61,115.88
117.82,116.96,117.82,115.18
116.67,117.21,117.66,115.75
117.21,117.75,118.65,116.00
118.08,115.81,118.10,115.50
116.29,116.68,117.51,115.81
114.94,113.69,116.68,110.48
114.10,113.61,115.52,113.00
113.80,112.18,114.47,112.05
112.28,112.43,113.36,110.59
109.42,110.33,111.01,108.98
110.67,110.77,112.00,110.26
110.89,110.85,111.33,108.75
111.45,114.17,114.59,110.46
114.47,113.57,115.14,112.07
127.00,130.50,135.22,126.76
130.64,137.24,137.38,130.48
136.90,134.34,136.91,133.35
133.65,133.20,134.70,130.14
132.03,124.96,132.49,124.64
123.88,122.13,125.36,121.96
119.00,119.72,120.92,116.63
119.01,120.64,121.10,117.55
120.80,119.32,121.40,116.63
119.41,119.39,119.64,117.01
119.21,122.71,123.48,119.21
123.02,123.71,125.57,122.17
123.20,126.20,126.91,122.99
124.41,124.99,125.58,121.93
125.77,125.61,126.71,124.53
125.68,123.99,126.29,122.86
123.16,124.21,125.01,122.17
124.47,124.83,125.61,123.98
125.18,125.72,127.01,124.51
124.71,122.17,124.82,120.94
121.95,120.84,123.87,119.68
119.15,119.59,119.90,116.08
117.53,118.67,119.00,114.38
117.51,118.19,119.60,116.84
117.94,115.85,119.22,115.57
114.41,112.98,114.79,112.64
112.90,113.04,113.95,111.52
114.04,114.54,114.93,112.75
114.93,115.86,117.22,114.27
116.00,112.75,116.58,111.97
112.13,111.66,113.53,109.73
112.05,110.61,112.29,109.47
111.07,111.81,113.43,109.24
112.93,114.51,114.84,111.81
114.04,113.38,114.79,112.01
113.01,112.39,113.85,110.64
113.34,113.98,114.64,112.67
113.96,112.66,114.93,112.11
112.42,111.48,113.67,111.43
109.99,111.56,111.72,108.01
112.11,110.88,112.11,108.33
109.93,108.10,110.15,106.17
106.12,104.56,109.55,104.45
105.00,103.59,106.78,103.35
103.21,102.04,104.67,100.37
103.60,103.96,105.87,101.84
104.96,100.78,105.99,100.57
100.62,101.04,102.06,98.15
98.52,100.68,101.85,98.25
101.44,101.38,104.00,99.34
99.92,103.40,105.06,99.66
103.51,105.94,108.06,102.08
107.84,106.97,109.70,105.98
106.94,106.53,107.85,105.05
107.37,109.12,110.24,106.73
108.06,108.46,110.96,107.26
110.61,109.63,112.82,108.16
110.62,112.50,113.03,109.06
111.20,112.33,113.50,110.31
114.61,111.76,115.54,110.55
112.66,115.56,115.85,110.50
103.27,89.95,103.50,88.24
88.53,87.25,90.63,87.01
85.10,85.23,87.31,84.00
84.75,83.70,85.91,82.79
84.33,84.50,86.06,83.00
83.63,83.18,85.70,82.15
83.80,86.94,87.77,83.80
87.71,88.33,89.07,86.23
89.56,89.24,90.65,88.47
89.36,88.83,89.83,88.33
87.70,88.28,88.58,86.55
89.49,91.00,91.43,88.28
90.89,89.80,92.14,89.48
88.61,89.96,90.33,88.17
90.20,91.92,92.25,88.60
91.97,90.85,92.03,89.36
90.85,90.76,92.54,90.69
92.02,93.69,94.12,91.12
93.52,94.57,94.62,92.77
94.32,95.77,96.00,94.10
95.84,97.16,98.45,95.32
96.73,98.70,100.00,96.42
98.25,97.12,98.88,97.03
97.44,97.15,98.20,95.34
97.46,96.25,98.63,94.79
97.22,98.49,99.38,96.75
98.16,98.57,99.57,97.70
97.69,97.30,98.13,96.76
96.84,95.73,97.31,94.09
95.53,97.11,97.72,95.53
97.32,98.12,98.46,96.67
98.47,99.25,100.18,98.47
98.26,97.76,98.55,96.29
97.21,95.89,97.43,95.43
95.69,95.55,95.98,93.79
95.77,96.43,97.43,95.66
95.82,96.50,97.45,95.05
96.59,96.92,97.50,96.14
96.47,96.26,97.39,95.36
95.67,97.26,97.33,94.57
97.52,93.80,97.73,93.55
93.42,93.85,94.88,92.84
93.98,96.48,96.54,93.87
96.08,94.56,96.68,93.74
94.00,91.24,94.48,90.53
91.00,90.37,91.82,90.28
91.31,91.08,91.73,89.64
91.80,93.57,93.99,91.59
93.22,92.55,93.61,91.82
92.41,94.47,94.73,92.36
94.10,95.19,95.40,93.20
95.40,94.81,95.90,94.09
94.65,94.83,95.79,94.20
95.34,94.08,95.92,93.81
94.48,93.98,95.28,93.34
93.79,94.38,94.48,92.72
94.28,94.97,95.02,93.35
95.36,94.89,95.36,94.58
93.98,94.01,96.29,93.79
94.00,93.21,94.43,91.98
93.28,95.23,95.56,92.79
94.59,94.53,95.25,93.37
93.99,93.05,94.97,92.74
93.13,91.00,93.48,90.94
90.80,90.11,91.18,89.12
90.00,90.30,90.76,89.54
87.39,89.35,90.40,87.39
87.07,84.50,87.54,83.66
89.96,86.88,90.13,83.98
86.01,85.50,88.37,84.54
85.64,86.50,87.29,85.40
86.00,88.11,89.98,85.58
87.20,89.00,89.10,86.50
89.19,89.16,90.33,87.74
89.73,91.63,91.92,89.64
91.91,92.71,93.30,91.44
92.96,93.39,94.10,92.21
93.00,93.93,94.50,92.67
94.44,93.85,94.94,93.70
93.93,94.07,94.39,93.40
94.09,94.33,94.49,93.33
93.65,95.46,95.87,93.57
95.50,96.61,96.61,95.28
96.02,95.81,96.38,95.01
96.27,96.33,97.42,95.56
86.25,94.06,96.14,86.25
94.14,93.74,94.50,92.60
92.96,96.18,96.30,92.50
95.11,95.80,96.70,94.96
95.16,93.83,96.00,93.78
93.38,91.36,94.11,90.79
91.99,94.56,95.40,91.91
94.04,94.00,94.24,92.95
94.16,95.65,96.00,93.98
96.77,96.20,97.81,95.69
96.40,97.17,98.50,96.10
97.50,96.41,97.65,96.31
97.51,97.25,98.07,96.58
92.86,89.60,93.88,89.27
88.48,87.38,88.48,85.70
88.28,87.89,89.12,86.50
88.54,88.73,89.52,88.15
88.90,89.62,89.63,88.24
89.67,90.08,91.74,89.52
89.66,88.52,89.83,87.65
87.80,90.16,90.21,87.26
90.11,91.76,92.20,90.11
92.47,93.25,93.80,92.26
94.05,96.01,96.46,93.57
96.37,98.57,98.76,96.34
98.99,98.53,99.11,97.92
99.05,98.92,99.72,98.57
99.42,98.87,99.87,98.75
98.67,99.16,99.98,98.67
99.00,98.80,99.00,98.12
99.23,100.04,100.29,98.61
100.21,99.18,100.93,98.93
98.74,98.89,99.12,97.35
98.92,99.76,99.95,98.29
99.86,100.95,101.17,99.76
100.58,99.25,101.09,98.26
99.07,96.90,99.10,96.13
96.78,98.09,98.32,96.52
97.89,97.68,98.54,96.91
97.62,93.40,97.62,93.30
90.31,92.86,93.46,90.31
93.21,94.27,94.83,92.96
95.02,96.05,96.54,94.04
96.32,95.96,97.75,95.29
95.21,95.07,95.62,93.81
102.30,103.14,105.70,101.74
104.88,108.70,109.70,104.32
108.21,108.19,109.12,107.18
108.72,109.17,109.66,108.14
108.98,108.81,109.26,108.58
108.57,107.50,108.76,107.32
107.78,108.61,108.62,107.68
108.34,108.93,109.15,108.26
108.93,108.04,108.93,107.77
108.95,109.09,109.85,108.22
108.91,107.87,108.91,107.65
107.68,107.09,108.12,106.56
107.14,106.42,108.30,106.03
106.29,106.45,107.33,105.77
105.90,104.50,105.90,104.23
104.39,103.62,104.85,102.59
104.11,103.53,104.30,102.31
103.50,103.23,104.35,102.68
103.28,102.56,103.86,101.73
102.86,104.84,104.89,102.07
104.35,102.88,104.79,102.41
102.56,100.74,102.56,100.52
100.18,101.80,101.97,99.64
100.93,100.47,101.85,99.78
100.70,99.77,100.70,99.18
99.17,100.06,100.22,98.68
99.47,100.07,100.25,99.15
100.37,99.95,100.97,99.53
100.38,98.77,100.72,98.54
98.78,99.11,99.60,97.99
99.82,98.97,100.33,98.69
98.87,99.91,100.27,98.87
99.30,96.77,99.95,96.47
96.84,97.86,97.98,96.28
97.27,97.94,98.49,97.12
98.28,99.65,100.42,98.28
100.36,101.14,101.84,100.02
100.70,100.93,101.96,100.17
100.68,100.29,101.40,100.00
100.54,99.75,101.37,99.70
100.33,101.41,101.79,100.01
103.56,103.01,104.60,102.63
103.54,103.63,104.79,103.21
103.83,102.33,104.97,102.11
102.33,101.71,102.68,101.42
101.05,99.69,101.17,98.04
100.00,97.52,100.88,97.50
97.58,97.19,97.88,96.88
97.57,97.64,98.27,97.26
98.02,98.98,99.38,97.70
98.73,97.59,98.73,97.10
96.58,96.63,96.78,94.89
97.13,98.60,98.83,97.13
96.50,97.82,98.94,96.10
97.34,98.05,99.10,97.27
98.31,97.83,98.80,97.40
98.53,98.14,100.16,98.05
98.20,98.10,98.50,97.56
98.54,98.66,100.44,97.34
97.96,97.76,99.31,97.29
98.14,97.64,98.32,97.35
97.95,98.59,100.13,97.95
100.09,99.83,100.41,99.26
99.64,98.91,100.00,98.14
97.08,102.15,103.00,96.10
103.27,106.26,110.45,103.10
106.84,107.10,108.88,103.72
107.15,111.59,112.39,106.93
111.59,113.17,113.59,110.48
111.71,111.92,113.69,111.71
112.73,113.57,113.67,111.70
112.89,110.28,113.27,110.15
110.29,110.57,111.74,110.14
111.33,113.68,113.75,110.49
112.82,112.52,114.00,111.71
112.54,112.17,113.06,111.96
111.63,110.91,112.13,109.87
110.48,108.61,110.87,108.09
107.98,104.61,108.87,104.38
105.05,104.37,106.51,104.14
105.18,105.72,107.25,104.16
106.64,108.19,108.74,105.94
