SPYV,SPDR S&P 500 Value ETF (based on S&P 500 Value Index--symbol: SVX),NASDAQ
84.26,84.24,84.57,83.89
84.54,84.78,84.91,84.45
84.76,83.81,84.77,83.75
82.94,81.77,82.94,81.59
81.99,81.48,81.99,80.69
80.73,80.47,81.01,79.87
81.19,81.43,81.43,80.78
81.96,82.08,82.16,81.58
82.58,82.67,82.99,82.58
82.44,82.15,82.68,81.99
82.61,82.68,83.30,82.61
82.66,82.60,83.19,82.39
82.22,82.57,82.69,82.09
83.26,83.43,83.43,82.71
84.34,84.04,84.34,83.74
84.58,84.69,84.81,84.26
84.76,84.60,84.76,84.45
85.79,85.70,85.79,85.21
85.76,85.83,85.86,85.49
85.90,86.12,86.23,85.89
86.02,85.73,86.02,85.64
86.23,85.92,86.23,85.92
86.17,86.70,86.83,86.17
86.58,86.92,86.93,86.48
87.16,87.09,87.30,86.96
87.21,87.19,87.41,87.07
87.26,86.48,87.26,86.42
86.37,86.66,86.71,86.07
86.45,86.67,86.67,86.26
86.52,86.52,86.61,86.30
86.67,86.37,86.67,86.24
86.49,87.09,87.09,86.46
87.40,87.35,87.64,87.24
87.26,87.46,87.57,87.26
87.53,87.43,87.59,87.35
87.39,86.89,87.39,86.69
86.61,86.60,86.72,86.19
87.00,86.98,87.10,86.47
86.78,86.82,87.01,86.56
86.31,86.40,86.61,86.31
86.56,86.64,86.95,86.16
86.53,86.33,86.55,86.28
85.73,85.11,85.73,84.97
85.22,84.91,85.22,84.83
84.78,84.27,84.78,84.27
83.88,84.56,84.70,83.88
84.39,84.35,84.39,83.88
84.16,84.71,84.71,84.16
84.68,85.02,85.02,84.68
85.00,84.51,85.08,84.51
83.64,83.26,83.77,83.26
83.25,83.65,83.68,83.25
83.54,83.66,83.88,83.54
83.86,83.31,83.86,83.31
84.40,83.46,84.40,83.33
83.56,84.13,84.21,83.56
84.55,84.38,84.55,84.35
84.00,84.78,84.78,83.79
84.63,85.17,85.21,84.55
85.81,85.98,85.99,85.57
86.54,86.22,86.54,85.76
86.21,85.82,86.26,85.82
86.10,86.22,86.23,86.10
87.21,86.78,87.21,86.78
86.68,87.19,87.19,86.68
87.01,88.12,88.22,86.96
88.40,87.74,88.43,87.70
87.15,86.61,87.15,86.50
85.87,86.13,86.24,85.87
85.85,85.85,86.41,85.85
85.84,85.90,86.06,85.71
86.06,85.78,86.26,85.70
85.46,85.50,85.59,85.33
84.86,84.90,85.20,84.86
84.93,85.32,85.55,84.93
85.13,85.33,85.40,84.88
85.10,84.82,85.22,84.39
84.74,85.29,85.40,84.74
84.90,84.74,85.10,84.69
84.77,83.87,84.77,83.87
83.91,84.31,84.31,83.64
84.98,85.78,85.85,84.84
85.82,86.23,86.42,85.72
85.84,86.68,86.71,85.84
86.65,86.06,86.65,86.04
86.29,86.99,87.24,86.29
86.95,87.79,87.79,86.95
88.49,88.13,88.49,87.89
88.38,88.14,88.38,88.00
88.50,88.69,88.98,88.50
88.60,88.21,88.60,87.91
88.40,88.41,88.58,88.17
88.65,88.80,88.80,88.44
88.86,88.83,89.04,88.75
89.12,89.36,89.42,89.12
89.55,89.02,89.55,88.96
88.84,88.76,89.19,87.51
88.76,88.93,89.00,88.48
89.22,89.19,89.35,88.88
89.11,89.00,89.11,88.75
89.38,89.58,89.58,89.27
89.85,89.16,89.85,89.02
88.62,89.47,89.47,88.62
89.88,89.73,89.88,89.67
89.45,89.34,89.80,89.15
89.01,90.00,90.00,89.01
90.03,90.29,90.59,90.03
90.73,90.79,90.79,90.52
91.13,90.62,91.23,90.62
90.70,90.65,90.89,90.65
90.80,90.03,91.02,90.00
90.41,91.03,91.08,90.41
91.14,91.50,91.50,90.85
91.68,91.11,91.68,91.09
91.38,91.25,91.44,91.17
91.26,91.18,91.44,91.10
91.40,91.59,91.59,91.40
91.22,90.76,91.43,90.76
90.57,90.51,90.66,90.22
90.27,90.43,90.81,89.92
90.15,89.80,90.20,89.73
90.83,90.99,91.04,90.47
91.32,91.27,91.38,91.27
91.09,90.93,91.09,90.90
90.95,89.70,90.95,89.70
89.54,89.56,89.72,89.31
89.68,89.69,89.72,89.30
90.05,90.20,90.20,90.02
90.05,89.86,90.05,89.65
89.72,91.23,91.23,89.48
90.74,91.23,91.23,90.74
90.81,91.29,91.40,90.81
91.62,91.61,91.74,91.28
91.94,91.72,91.96,91.67
92.05,92.19,92.37,92.05
92.46,92.28,92.56,92.28
92.55,92.53,92.70,92.17
92.51,92.60,92.81,92.43
92.56,92.05,92.58,91.87
92.29,92.15,92.36,91.92
92.52,91.95,92.59,91.75
92.29,92.44,92.50,92.22
92.57,92.25,92.57,91.98
92.52,91.86,92.52,91.86
92.48,92.47,92.49,92.13
92.36,91.35,92.47,91.34
91.54,92.03,92.24,91.54
92.44,92.60,92.79,92.37
92.38,92.52,92.52,92.16
92.35,92.08,92.42,91.92
92.56,92.00,92.56,91.58
92.33,92.17,92.43,91.97
91.59,91.15,91.59,90.75
90.61,89.65,90.61,89.49
89.56,89.47,89.66,88.75
89.50,89.81,89.81,89.48
88.88,89.11,89.51,88.83
89.37,89.76,89.92,89.37
88.65,89.14,89.45,88.65
88.75,86.89,89.10,86.50
87.55,87.50,87.68,87.22
87.06,87.34,87.57,86.92
87.70,88.42,88.42,87.70
89.04,89.39,89.43,88.66
89.49,89.16,89.49,89.16
89.53,90.50,90.50,89.53
90.70,90.43,90.81,90.43
90.44,90.82,90.89,90.44
90.57,91.34,91.63,90.57
91.61,91.58,91.62,91.26
91.31,90.84,91.79,90.84
91.25,91.66,91.66,91.25
91.40,91.26,91.69,91.26
92.00,92.02,92.20,92.00
91.92,91.58,92.05,91.58
93.15,91.63,93.15,91.62
91.35,92.05,92.05,91.35
91.88,92.29,92.81,91.88
91.84,91.65,91.90,91.28
92.46,92.96,93.07,92.46
93.14,93.05,93.24,92.92
93.18,93.50,93.53,93.18
93.84,93.28,93.84,93.28
93.54,93.44,93.54,93.29
93.80,93.09,93.80,93.01
92.68,92.78,93.12,92.42
93.17,92.36,93.17,92.07
91.87,92.27,92.36,91.87
92.77,92.86,92.89,92.66
93.15,93.42,93.46,93.15
93.17,93.07,93.54,92.92
93.51,93.62,93.78,93.51
93.74,93.06,93.89,93.06
93.23,93.09,93.23,92.75
93.50,93.65,93.67,93.17
93.90,93.05,93.90,93.05
92.80,93.16,93.18,92.74
93.50,93.34,93.87,93.32
94.18,94.35,94.36,94.07
94.52,94.64,94.86,94.32
94.66,95.01,95.01,94.64
94.80,95.00,95.00,94.80
95.53,94.48,95.53,94.30
93.86,93.58,94.11,93.40
93.51,93.68,93.79,93.48
94.18,94.47,94.47,93.63
94.57,93.17,94.57,92.90
92.64,92.36,92.83,92.27
92.92,92.86,92.98,92.24
93.23,93.44,93.61,92.65
94.36,94.41,94.41,93.85
94.51,94.55,94.76,94.40
94.50,94.68,94.71,94.42
94.89,94.88,95.20,94.66
95.03,94.92,95.10,94.83
94.89,94.93,95.02,94.89
95.00,94.71,95.00,94.46
95.10,94.92,95.10,93.99
95.20,95.20,95.23,95.08
95.03,95.38,95.40,94.93
95.46,95.37,95.46,95.02
95.29,95.04,95.68,95.04
94.81,94.94,95.06,94.39
94.99,94.35,94.99,94.28
94.43,95.24,95.24,94.28
95.37,95.02,95.50,94.88
94.98,95.09,95.19,94.68
95.58,95.85,95.85,95.58
95.99,95.87,96.00,95.81
96.00,95.69,96.00,95.55
95.21,94.63,95.21,94.41
94.63,94.91,94.91,94.58
94.86,95.01,95.07,94.84
94.94,94.55,94.94,94.35
94.74,95.13,95.13,94.74
95.28,95.31,95.45,95.28
95.44,95.50,95.59,95.44
96.01,95.92,96.01,95.79
95.74,95.94,96.17,95.74
96.34,96.39,96.39,96.13
96.02,96.68,96.68,96.02
96.56,96.53,96.73,96.43
96.46,96.78,96.78,96.45
96.78,96.82,96.82,96.75
96.97,97.33,97.50,96.76
97.50,97.94,97.94,97.50
98.03,98.00,98.15,97.91
97.81,97.99,97.99,97.78
97.75,97.62,97.77,97.46
97.34,97.06,97.51,97.01
97.10,97.49,97.52,97.10
97.52,97.54,97.63,97.38
97.52,97.88,97.88,97.52
98.00,98.69,98.69,97.86
98.66,98.80,98.83,98.55
98.63,98.50,98.63,98.39
98.36,98.55,98.55,98.35
98.26,97.91,98.68,97.91
97.75,98.09,98.11,97.75
97.47,97.93,97.97,97.47
97.80,98.00,98.03,97.67
98.21,97.85,98.21,97.81
97.84,98.33,98.66,97.84
98.59,98.44,98.64,98.40
98.65,98.92,98.97,98.65
98.92,98.57,98.92,98.54
98.45,98.20,98.45,98.04
98.40,98.60,98.62,98.36
97.99,98.22,98.28,97.80
98.22,98.12,98.22,97.99
98.86,98.59,98.86,98.50
98.76,98.63,98.85,98.24
99.29,99.13,99.29,98.92
99.03,98.20,99.13,98.13
98.35,98.86,98.86,98.32
98.35,98.68,98.78,98.35
98.78,99.08,99.24,98.78
99.31,99.18,99.31,98.98
99.23,99.27,99.46,99.23
99.00,98.82,99.08,98.76
98.78,99.00,99.06,98.42
99.10,98.61,99.10,98.61
98.76,98.36,98.76,98.06
97.49,96.50,97.64,96.50
96.44,96.38,96.47,95.88
96.56,96.94,96.94,96.10
96.55,95.83,96.55,95.64
95.35,95.96,96.30,95.35
96.36,95.50,96.36,95.33
95.53,96.61,96.61,95.43
96.77,96.82,97.10,96.76
96.86,96.68,96.88,96.49
96.97,97.13,97.27,96.94
97.54,97.48,97.54,97.34
97.85,97.46,97.90,96.77
97.72,98.05,98.11,97.72
98.47,98.52,98.63,98.21
98.33,98.82,98.82,98.33
99.00,99.39,99.39,98.98
99.11,99.03,99.25,98.94
99.57,99.40,99.63,99.38
99.69,99.53,99.69,99.53
99.37,99.58,99.65,99.37
99.36,99.48,99.59,99.36
99.73,99.72,99.86,99.48
99.76,99.65,99.82,99.36
100.12,99.85,100.18,99.85
100.32,99.62,100.32,99.62
99.82,100.08,100.09,99.59
100.15,99.71,100.16,99.61
99.90,99.36,99.90,99.25
99.43,99.24,99.43,98.85
99.16,99.48,99.51,99.00
99.64,98.88,99.64,98.80
99.17,99.22,99.25,99.17
99.26,99.84,100.13,99.26
100.25,99.94,100.39,99.83
100.47,100.47,100.51,100.19
100.28,99.91,100.28,99.82
99.89,99.15,99.89,98.95
99.03,98.47,99.07,98.47
98.65,99.10,99.10,98.34
98.67,97.74,98.77,97.68
97.92,98.22,98.43,97.59
97.66,97.96,98.02,97.61
98.21,97.80,98.26,97.53
97.80,96.49,97.80,96.46
96.35,96.51,96.69,95.55
97.17,97.54,97.59,97.17
98.20,97.52,98.20,97.25
96.78,96.00,97.13,96.00
95.82,97.17,97.17,95.66
97.34,95.55,97.34,95.55
95.75,95.10,95.93,95.00
94.69,93.48,95.04,93.44
94.05,93.30,94.53,93.30
92.68,92.65,92.98,90.74
91.29,92.53,93.21,91.05
93.69,93.88,94.25,93.29
93.74,94.47,94.47,93.69
95.05,96.06,96.22,94.99
96.55,95.75,96.55,95.65
96.63,96.40,96.96,96.18
96.37,97.05,97.05,96.24
96.49,96.88,96.91,96.35
97.39,97.81,97.85,97.09
98.28,97.79,98.28,97.22
97.67,98.33,98.52,97.51
99.72,99.36,99.72,99.08
99.69,99.35,99.76,99.21
99.34,99.09,99.35,98.93
99.65,99.84,99.90,99.48
100.04,100.33,100.33,99.84
100.09,100.43,100.58,100.09
100.64,100.78,100.79,100.42
101.05,100.73,101.05,100.69
100.36,100.64,100.68,100.36
100.80,100.56,100.88,100.26
100.76,100.69,100.82,100.54
100.73,101.12,101.12,100.54
101.27,101.45,101.63,101.22
101.55,101.34,101.55,100.94
100.86,101.53,101.53,100.86
102.80,102.12,102.80,101.78
102.53,102.22,102.53,102.03
102.15,102.01,102.34,101.75
102.06,102.18,102.26,102.00
101.90,101.66,102.05,101.66
101.65,101.52,101.65,101.13
101.46,102.13,102.18,101.46
102.13,102.58,102.65,102.13
102.48,102.34,102.51,101.94
102.60,102.38,102.69,102.38
102.38,101.94,102.40,101.56
101.13,101.51,101.66,100.48
101.58,100.13,101.58,99.94
101.26,100.56,101.49,100.45
100.00,98.79,100.04,98.79
99.04,98.24,99.46,97.82
97.51,97.78,99.74,97.26
98.12,99.58,99.58,98.10
101.23,101.92,101.95,100.61
101.89,102.07,102.13,101.35
101.93,102.16,102.16,101.76
102.32,102.91,103.06,102.32
103.17,102.81,103.17,102.77
103.20,102.92,103.22,102.92
102.54,103.09,103.26,102.54
102.95,102.77,102.95,102.73
103.07,101.55,103.07,101.55
101.98,101.40,101.98,100.98
101.24,99.60,101.24,99.28
99.52,98.80,99.70,98.25
99.31,99.43,99.68,99.15
100.36,101.27,101.42,100.36
101.63,100.53,101.63,100.25
100.43,99.46,100.43,99.17
100.36,99.05,100.65,98.67
98.04,98.34,98.34,97.16
98.53,97.52,98.53,97.52
97.16,98.93,98.93,97.16
99.01,98.75,99.11,98.21
98.86,99.48,99.64,98.51
99.63,100.80,100.88,99.63
100.48,100.08,100.60,99.97
99.63,100.14,100.26,99.63
99.41,99.30,99.91,98.93
99.44,97.58,99.45,97.54
97.95,98.35,98.35,97.00
97.30,97.01,98.17,97.01
97.68,98.54,98.61,97.08
99.65,100.26,100.26,99.55
100.24,99.69,100.40,99.66
100.25,101.01,101.01,100.25
101.05,100.97,101.68,100.97
100.89,100.69,101.10,100.69
101.10,101.31,101.31,100.73
101.21,101.27,101.46,100.84
102.03,102.18,102.28,101.78
102.46,102.58,102.77,102.24
102.24,102.80,102.80,102.15
102.30,102.38,102.56,102.30
102.13,102.24,102.47,101.95
101.95,102.41,102.61,101.59
102.57,102.58,102.58,102.19
102.57,102.97,103.08,102.57
102.83,102.83,103.07,102.78
102.75,102.64,103.00,102.29
102.40,102.49,102.75,102.40
102.27,102.68,102.80,102.27
102.77,102.37,102.77,102.10
102.29,101.84,102.29,101.36
101.92,102.03,102.12,101.72
101.69,100.58,101.88,100.53
100.62,101.16,101.26,100.62
100.46,99.53,100.46,99.49
99.78,99.31,99.78,99.24
99.90,100.70,100.70,99.90
100.63,99.93,100.63,99.36
100.04,101.20,101.23,100.04
100.47,100.72,101.00,100.35
100.52,102.08,102.40,100.30
101.60,101.24,101.60,101.12
101.28,101.74,101.90,101.28
101.57,101.65,102.10,101.57
101.31,100.89,101.42,100.89
101.00,99.98,101.09,99.98
99.47,99.65,99.95,99.40
99.43,99.59,99.66,99.39
100.34,101.20,101.33,100.34
100.79,100.42,100.84,100.42
100.00,99.93,100.17,99.72
100.20,100.48,100.61,100.20
99.93,101.18,101.54,99.93
101.26,101.31,101.45,101.18
100.85,100.89,101.03,100.85
100.99,101.29,101.29,100.86
101.70,102.28,102.28,101.70
102.03,101.86,102.23,101.85
101.71,102.05,102.19,101.50
102.30,102.85,103.00,102.30
102.50,102.59,102.79,102.37
101.90,101.45,101.90,100.95
102.06,102.18,102.44,102.06
102.50,101.74,102.50,101.69
102.04,102.03,102.22,101.65
101.98,102.65,102.73,101.98
102.36,102.35,102.51,102.35
102.72,102.06,102.72,102.06
101.98,102.44,102.48,101.91
102.42,102.18,102.46,102.11
102.29,101.75,102.37,101.75
102.01,102.55,102.55,102.01
102.77,103.10,103.15,102.77
102.97,102.12,103.18,102.00
102.73,101.43,102.73,101.19
101.44,101.98,101.98,101.34
102.75,103.15,103.15,102.75
103.01,102.79,103.20,102.79
102.15,102.49,102.49,102.15
102.67,102.42,102.67,102.26
102.88,103.07,103.16,102.88
102.99,103.20,103.28,102.95
103.13,103.60,103.60,103.13
103.51,103.40,103.67,103.26
103.50,103.60,103.86,103.41
103.64,103.80,103.80,103.64
103.54,103.68,103.81,103.54
103.05,102.25,103.18,102.25
102.59,103.26,103.26,102.59
103.10,103.05,103.10,102.57
103.13,102.71,103.13,102.46
102.98,102.95,102.98,102.42
102.31,102.59,103.00,102.24
102.86,103.04,103.25,102.76
102.51,101.91,102.51,101.91
101.83,102.00,102.12,101.83
101.68,101.55,101.78,101.55
101.75,101.61,101.93,101.55
102.29,102.90,102.95,102.29
103.07,102.98,103.17,102.98
102.74,102.23,102.74,102.23
101.78,101.86,102.01,101.37
101.73,102.32,102.45,101.67
102.56,102.61,102.78,102.08
102.80,103.24,103.45,102.80
102.65,102.19,102.67,102.15
102.67,102.78,102.94,102.61
102.87,102.95,102.99,102.71
102.37,102.06,102.79,102.05
102.14,101.65,102.19,101.65
101.50,101.76,101.92,101.50
100.83,99.81,100.89,99.79
100.58,99.97,100.58,99.75
100.67,100.51,100.71,100.46
100.76,100.53,101.09,100.29
99.68,99.64,100.19,99.64
100.08,100.51,100.65,99.07
99.90,98.95,99.90,98.95
100.06,99.45,100.35,99.32
100.36,100.32,100.45,100.07
101.08,101.26,101.31,101.04
101.18,101.71,101.85,101.18
101.49,101.55,101.86,101.47
102.17,102.23,102.23,102.00
102.07,101.78,102.07,101.65
101.67,101.66,101.82,101.56
101.40,101.07,101.47,100.89
100.81,101.07,101.16,100.81
101.15,100.46,101.15,100.40
100.55,99.14,100.55,99.14
98.40,98.52,98.91,98.25
99.12,99.89,99.89,98.76
99.97,100.60,100.60,99.97
100.26,100.69,100.71,100.26
100.56,100.40,100.80,100.36
100.33,99.53,100.33,99.53
99.98,99.63,100.11,99.52
100.60,100.01,100.67,99.88
99.68,99.66,99.97,99.38
99.53,99.20,99.53,98.96
99.89,100.64,100.71,99.89
99.85,99.80,99.85,99.33
98.74,99.61,99.61,98.36
99.61,99.65,99.92,99.42
99.57,99.62,99.84,99.57
99.72,100.44,100.44,99.33
100.05,100.11,100.28,100.05
99.84,99.36,99.92,98.99
98.39,97.45,98.41,97.45
96.48,94.49,96.71,94.49
94.73,90.78,94.73,59.45
92.52,89.17,94.81,89.17
90.72,92.14,92.28,89.66
93.74,94.35,94.75,93.05
94.39,94.57,94.91,94.33
94.26,94.31,94.61,94.14
92.50,91.49,92.54,91.33
92.48,92.91,92.98,91.72
93.56,93.13,94.12,93.07
92.14,92.05,92.14,91.30
93.23,93.91,93.91,92.88
94.77,92.56,94.77,92.55
92.35,92.90,93.54,92.35
92.71,93.27,93.27,92.45
93.17,92.85,93.17,92.74
93.12,94.14,94.19,93.12
94.48,95.03,95.03,94.35
94.91,94.39,95.45,94.39
92.71,92.14,93.01,92.14
92.70,92.73,93.10,92.37
91.57,91.56,91.73,91.17
91.61,91.31,91.63,91.05
90.50,90.96,91.07,90.10
91.99,91.40,92.10,91.09
90.92,89.58,91.02,89.24
89.54,89.13,89.68,89.13
90.51,90.68,90.87,90.09
90.29,90.84,90.95,90.29
89.64,91.80,91.80,89.64
93.05,94.22,94.24,93.05
94.26,94.34,94.57,94.20
94.85,94.95,95.26,94.50
94.84,96.02,96.06,94.81
96.26,95.73,96.26,95.53
95.93,95.55,95.93,95.55
95.37,95.22,95.83,95.22
95.42,94.66,95.47,94.66
95.03,96.06,96.06,94.98
96.59,96.62,96.62,96.13
96.19,96.26,96.38,96.00
96.23,96.46,96.46,96.01
96.56,95.75,96.61,95.75
96.29,97.51,97.63,96.29
98.02,97.99,98.08,97.83
97.90,97.53,97.90,97.51
96.94,97.06,97.16,96.82
97.72,98.39,98.39,97.69
98.40,98.23,98.40,97.95
98.00,97.83,98.46,97.83
98.26,99.27,99.27,98.26
98.95,99.49,99.71,98.64
99.60,98.88,99.60,98.83
99.08,98.72,99.18,98.52
98.93,99.08,99.08,98.30
98.91,98.20,98.91,97.67
98.25,98.30,98.37,97.89
98.55,98.00,98.55,97.99
97.29,96.54,97.29,96.54
96.20,95.85,96.20,95.82
95.51,97.13,97.13,95.51
97.25,96.97,97.76,96.90
97.56,98.53,98.53,97.33
98.24,98.38,98.49,98.17
98.72,98.44,98.93,98.33
98.62,98.21,98.62,98.14
97.91,98.58,98.80,97.91
98.71,98.44,98.71,98.41
98.52,98.55,98.55,98.52
98.47,98.36,98.62,98.31
98.91,99.24,99.24,98.58
99.13,97.89,99.19,97.85
98.26,96.66,98.26,96.59
97.48,98.27,98.27,97.29
97.81,97.59,97.81,97.27
96.75,96.74,97.32,96.51
96.99,96.20,97.42,95.78
96.35,96.32,97.17,96.32
95.32,94.50,95.58,94.42
94.59,94.85,94.97,93.95
95.76,96.33,96.63,95.76
96.98,97.65,97.77,96.43
97.86,96.53,97.86,96.39
95.00,93.94,95.00,93.93
94.49,94.35,94.58,94.03
95.05,95.66,95.83,94.61
96.12,97.08,97.08,96.12
96.95,96.99,97.21,96.93
96.49,96.52,96.52,96.07
97.10,97.45,97.50,97.04
97.23,96.67,97.26,96.67
96.13,95.92,96.69,95.88
94.44,94.76,94.76,93.68
94.82,94.98,95.09,94.48
93.67,93.61,94.06,93.12
92.00,91.48,92.68,91.25
92.24,90.39,92.24,90.26
90.83,90.31,90.83,89.50
91.35,90.79,91.35,89.79
91.53,88.79,91.53,88.79
89.33,90.33,90.81,88.61
88.12,88.31,88.66,87.34
89.43,88.45,89.43,87.62
87.06,87.01,87.44,84.99
87.00,87.47,87.95,86.53
89.01,88.94,89.27,88.54
88.75,87.44,88.75,87.41
87.96,88.94,89.12,87.96
88.95,88.52,90.08,88.14
89.43,88.97,89.53,88.27
89.35,90.99,90.99,89.35
90.55,91.10,91.37,90.40
89.96,89.20,89.96,88.94
89.46,90.03,90.07,87.96
91.13,90.72,91.13,90.35
90.16,89.45,90.16,89.41
88.63,88.78,88.99,87.71
87.86,88.50,89.03,87.72
89.05,88.12,89.42,88.06
86.19,86.82,87.17,86.10
87.46,88.66,88.66,87.46
89.48,90.07,90.10,89.21
90.75,91.44,91.65,90.75
91.53,91.23,91.53,90.89
90.60,90.88,90.95,90.50
92.29,92.37,92.37,92.17
92.15,91.30,92.15,91.27
90.37,91.51,91.59,89.90
91.54,92.44,92.44,91.54
92.74,92.43,92.93,92.38
92.38,91.74,92.72,91.74
92.60,93.67,93.67,92.36
93.41,94.21,94.21,93.37
94.32,94.99,94.99,94.32
95.23,95.62,95.76,94.83
95.30,95.88,96.01,95.30
95.00,94.75,95.33,94.73
95.25,94.99,95.49,94.96
95.43,95.02,95.71,94.28
96.05,96.77,96.77,96.05
96.48,96.68,96.68,96.23
95.84,96.24,96.24,95.68
96.02,96.83,96.83,95.98
96.68,97.62,97.79,96.45
97.52,97.69,97.78,97.33
97.58,97.63,97.71,97.18
97.19,97.38,97.75,97.19
97.14,96.62,97.14,96.55
95.77,96.48,96.49,95.58
96.60,96.57,96.87,96.42
96.32,97.09,97.09,95.93
97.71,97.52,97.81,97.39
97.53,97.51,97.80,97.22
96.95,97.58,97.61,96.69
97.72,97.29,97.78,97.29
96.59,96.25,96.73,96.25
96.48,97.14,97.28,96.18
96.68,96.00,96.91,95.95
96.81,96.34,96.96,96.34
97.05,96.35,97.25,96.35
96.47,97.44,97.65,96.47
98.10,98.60,98.63,98.06
98.66,98.76,98.90,98.41
98.76,98.36,98.76,98.28
98.16,99.15,99.15,98.02
99.55,99.92,100.07,99.55
100.20,100.22,100.59,100.20
100.37,99.53,100.37,99.53
99.79,100.24,100.24,99.79
99.73,99.59,99.73,99.38
100.11,100.32,100.32,99.93
100.56,101.00,101.00,100.51
100.32,99.99,101.04,99.88
99.62,99.47,99.66,98.74
99.61,99.97,100.08,99.55
98.97,98.87,99.03,98.68
98.48,98.24,98.48,97.99
98.60,98.15,98.60,98.08
97.72,98.38,98.48,97.72
98.35,98.29,98.39,98.29
98.46,99.44,99.47,98.46
99.17,98.83,99.26,98.83
99.07,98.58,99.31,98.58
98.39,97.78,98.59,97.60
97.63,98.53,98.78,97.63
98.25,97.64,98.43,97.63
97.61,97.90,98.41,97.49
97.23,97.53,97.53,97.05
98.37,98.19,98.60,98.18
98.41,98.23,98.41,98.23
98.87,99.26,99.37,98.78
99.49,100.26,100.33,99.49
100.33,100.05,100.33,99.87
99.91,100.15,100.28,99.91
100.60,100.33,100.76,99.99
99.91,100.48,100.48,99.63
100.45,100.80,100.80,100.15
100.58,100.30,100.58,99.88
100.56,101.25,101.34,100.56
101.53,101.66,101.78,101.40
101.81,101.75,101.81,101.61
101.19,101.57,101.57,101.05
100.68,100.50,100.80,100.20
100.06,99.89,100.74,99.89
99.44,99.42,99.85,98.99
99.96,99.35,99.96,99.30
98.79,99.62,99.65,98.79
99.04,99.15,99.21,98.67
100.51,99.83,100.51,99.80
100.14,100.06,100.25,99.54
100.24,99.91,100.42,99.91
100.88,100.87,101.02,100.84
97.89,97.86,99.00,96.72
96.88,95.60,96.88,95.15
96.30,97.16,97.16,96.30
97.71,98.97,99.09,97.71
99.07,100.41,100.41,99.07
100.34,100.64,100.81,100.30
100.13,99.65,100.13,99.34
99.79,100.08,100.08,99.77
100.18,99.88,100.55,99.63
100.64,101.49,101.51,100.64
101.84,101.78,102.06,101.70
102.87,102.86,102.96,102.49
103.14,102.97,103.14,102.60
103.51,103.52,103.80,103.28
103.56,103.37,103.63,103.07
103.52,103.61,103.66,103.51
103.63,103.31,103.63,103.15
103.90,103.71,103.90,103.52
103.87,103.19,103.87,103.15
103.68,103.74,103.74,103.11
103.91,103.18,103.91,103.10
103.52,103.54,103.54,103.19
103.44,103.13,103.55,102.90
103.07,103.19,103.19,102.65
102.71,103.22,103.23,102.71
103.16,102.52,103.16,102.52
102.50,102.00,102.50,101.53
102.24,102.27,102.44,102.17
102.68,102.55,102.68,102.53
103.45,103.47,103.47,103.42
103.57,103.59,103.75,103.57
103.54,103.53,103.86,103.49
103.76,103.25,103.76,103.12
103.92,103.92,103.92,103.47
103.77,103.78,103.88,103.69
103.68,104.23,104.29,103.68
103.56,103.82,103.97,103.56
104.08,104.00,104.08,103.36
104.05,104.38,104.38,104.00
104.44,104.20,104.44,103.90
103.79,103.92,104.08,103.74
104.54,104.23,104.54,104.23
104.25,103.64,104.25,103.62
103.83,103.59,103.89,103.58
103.84,103.38,104.30,103.20
104.07,104.12,104.23,104.05
104.34,104.04,104.34,103.83
103.79,103.81,103.92,103.38
103.91,103.43,103.91,103.30
103.80,104.09,104.37,103.80
104.11,104.28,104.29,104.11
104.44,104.35,104.44,104.22
104.32,104.59,104.68,104.32
104.08,102.34,104.08,102.34
101.68,103.47,103.47,101.68
102.62,101.89,102.62,101.39
101.41,101.38,101.86,101.25
101.43,102.50,102.50,101.43
101.35,101.12,101.35,100.82
101.16,101.28,101.90,101.16
101.89,101.35,101.89,101.23
101.90,102.36,102.36,101.35
103.03,102.92,103.03,102.73
102.77,102.47,102.79,102.45
101.87,101.58,102.11,101.51
101.43,101.85,102.02,101.36
101.76,102.70,102.70,101.76
102.60,101.94,102.84,101.78
102.47,102.93,103.11,102.32
102.89,102.48,102.89,102.23
102.59,101.71,102.59,101.69
102.57,102.79,102.85,102.48
102.33,102.65,102.77,102.33
102.55,102.41,102.59,101.95
103.18,102.89,103.18,102.79
102.49,101.66,102.49,101.28
101.51,101.63,101.87,101.46
101.17,101.34,101.53,100.50
102.00,101.35,102.00,101.35
101.12,101.08,101.42,100.95
101.58,101.56,101.74,101.36
101.66,102.02,102.18,101.66
101.62,101.76,101.98,101.45
101.17,101.57,101.60,101.17
101.67,101.68,101.86,101.57
101.77,101.76,102.00,101.48
100.88,101.78,101.86,100.88
102.19,101.69,102.20,101.59
101.58,101.22,101.81,100.79
101.35,101.28,101.52,101.28
101.58,100.49,101.58,100.17
100.32,100.34,100.43,100.11
100.33,99.65,100.53,99.65
99.98,99.87,100.36,99.87
101.16,101.94,101.94,101.16
102.14,102.24,102.46,102.14
101.40,104.07,104.35,101.40
104.64,105.22,105.55,104.34
104.61,104.93,105.01,104.18
105.30,105.73,105.84,105.17
106.30,106.37,106.37,105.59
106.28,105.89,106.30,105.60
106.06,105.99,106.26,105.90
106.57,105.95,106.57,105.86
106.52,106.82,106.82,106.37
107.08,107.07,107.16,106.56
106.97,107.41,107.41,106.90
107.54,107.82,107.82,107.40
107.34,107.10,107.54,106.98
