GLD,SPDR Gold Trust,NASDAQ
112.13,111.83,112.50,111.77
111.72,111.57,111.87,111.46
111.18,110.40,111.25,110.19
110.59,110.82,111.11,110.27
110.57,110.45,110.79,110.06
110.95,108.83,110.98,108.52
107.85,107.34,107.99,107.00
107.95,108.05,108.78,107.48
108.60,108.59,108.88,108.34
107.47,107.79,108.00,107.29
108.25,107.85,108.31,107.68
107.68,107.59,108.10,107.49
107.84,107.93,108.25,107.80
108.61,108.56,108.67,108.24
108.40,108.86,108.91,108.29
109.23,110.29,110.53,109.16
110.38,109.61,110.62,109.53
109.62,110.47,111.00,109.37
111.06,110.86,111.22,110.61
112.16,112.58,112.94,112.07
111.81,111.75,112.38,111.57
112.39,112.67,113.04,112.18
112.94,113.15,113.45,112.64
112.87,113.50,114.19,112.17
114.52,113.91,114.93,113.81
113.65,114.21,114.31,113.19
