ATAI,ATA Inc. - American Depositary Shares,NASDAQ
4.21,4.21,4.21,4.21
4.21,4.30,4.30,4.21
4.27,4.31,4.31,4.27
4.25,4.25,4.25,4.25
4.38,4.72,4.77,4.38
4.76,4.90,4.94,4.75
4.96,4.90,4.96,4.90
4.95,4.54,4.96,4.50
4.54,4.70,4.70,4.50
4.73,4.73,4.75,4.73
N/A,N/A,N/A,N/A
4.61,4.57,4.61,4.51
4.51,4.54,4.58,4.49
4.56,4.56,4.56,4.56
4.53,4.62,4.62,4.53
4.63,4.50,4.64,4.50
4.50,4.64,4.88,4.49
4.72,4.73,4.88,4.72
4.97,4.88,4.98,4.88
4.99,5.10,5.15,4.95
5.28,4.75,5.28,4.75
4.90,5.00,5.28,4.75
4.93,4.88,5.09,4.75
5.00,5.12,5.27,4.90
5.06,5.24,5.27,5.06
5.27,5.23,5.27,5.00
5.20,5.00,5.20,5.00
5.06,4.90,5.06,4.90
5.15,5.20,5.20,5.01
5.20,5.01,5.20,4.90
4.95,4.90,4.95,4.90
5.10,5.00,5.20,4.91
5.18,5.24,5.40,5.18
5.24,5.38,5.38,5.20
5.28,5.06,5.39,5.00
5.38,5.33,5.38,5.04
5.14,5.24,5.25,5.06
5.06,5.01,5.11,5.01
5.07,5.35,5.35,5.07
5.32,5.25,5.32,5.01
N/A,N/A,N/A,N/A
5.13,5.21,5.21,5.13
5.10,5.10,5.10,5.10
N/A,N/A,N/A,N/A
5.12,5.10,5.12,5.10
5.07,5.02,5.11,5.01
5.10,5.01,5.10,5.01
5.00,4.53,5.10,4.48
4.55,4.50,4.96,4.33
4.64,4.67,5.00,4.51
4.75,4.53,5.10,4.53
4.58,4.58,4.58,4.58
4.75,4.90,4.99,4.75
4.58,4.76,4.77,4.58
4.69,4.83,4.90,4.69
4.98,4.88,4.98,4.88
4.68,4.75,4.75,4.68
4.97,5.00,5.00,4.90
4.84,4.78,4.84,4.77
4.79,4.50,4.79,4.40
4.50,4.53,4.57,4.50
N/A,N/A,N/A,N/A
4.63,4.48,4.63,4.44
4.68,4.55,4.68,4.55
4.59,4.83,4.98,4.59
4.91,4.90,5.06,4.90
4.90,4.95,5.00,4.90
4.95,4.81,4.95,4.81
4.87,4.97,4.97,4.86
4.97,4.91,4.97,4.90
4.86,4.95,5.00,4.86
4.95,4.92,5.00,4.92
4.92,5.00,5.00,4.92
4.93,4.93,4.93,4.93
4.92,4.65,4.93,4.50
4.76,4.94,4.94,4.76
4.90,4.85,4.90,4.85
4.78,4.80,4.85,4.75
4.75,4.51,4.80,4.31
4.60,4.53,4.60,4.45
4.53,4.58,4.82,4.53
4.58,4.63,4.84,4.57
4.66,4.69,4.69,4.64
4.68,4.73,4.98,4.68
4.72,4.88,4.90,4.70
4.74,4.81,4.81,4.70
4.76,4.27,4.76,4.09
4.34,4.10,4.35,4.10
4.08,4.23,4.35,4.08
4.15,4.12,4.42,4.12
4.11,4.15,4.21,4.10
4.22,4.20,4.34,4.15
4.11,4.14,4.24,4.11
4.15,4.10,4.17,4.10
4.12,4.13,4.20,4.11
4.11,4.35,4.40,4.11
4.26,4.23,4.27,4.14
4.25,4.14,4.25,4.13
4.20,4.20,4.20,4.20
4.14,4.30,4.30,4.14
4.21,4.22,4.27,4.21
4.14,4.24,4.27,4.14
4.24,4.11,4.24,4.10
4.11,4.15,4.16,4.11
4.15,4.01,4.15,4.01
4.05,4.05,4.10,4.02
4.08,4.10,4.16,4.08
4.20,4.21,4.22,4.09
4.20,4.15,4.20,4.10
4.09,4.08,4.10,4.08
4.08,4.09,4.09,4.01
4.10,4.10,4.10,4.00
4.12,4.09,4.21,4.07
4.10,3.95,4.14,3.95
3.91,3.83,3.94,3.78
4.00,3.82,4.00,3.81
3.98,3.95,4.02,3.80
N/A,N/A,N/A,N/A
4.06,3.93,4.15,3.90
4.00,3.93,4.01,3.93
4.00,4.00,4.04,3.95
4.00,3.93,4.02,3.93
3.99,3.97,4.02,3.87
4.05,4.00,4.07,3.87
4.00,3.99,4.01,3.98
4.02,3.98,4.02,3.98
4.00,3.83,4.00,3.83
3.85,3.91,3.91,3.85
3.94,4.00,4.07,3.93
4.04,4.04,4.05,4.00
4.11,4.00,4.11,4.00
4.05,4.01,4.05,4.01
4.00,3.94,4.00,3.94
3.95,3.93,3.95,3.93
4.00,3.94,4.09,3.94
4.00,4.01,4.02,3.94
4.05,4.05,4.10,4.02
4.05,4.00,4.09,4.00
4.10,4.00,4.10,4.00
3.85,3.94,4.01,3.85
4.00,3.93,4.02,3.93
3.93,3.93,3.98,3.93
3.93,3.93,3.93,3.93
3.99,3.90,3.99,3.90
3.94,3.96,3.99,3.88
3.96,4.00,4.08,3.96
4.00,3.90,4.00,3.90
3.92,4.00,4.00,3.90
3.91,3.90,3.95,3.90
3.95,3.96,3.96,3.95
N/A,N/A,N/A,N/A
3.99,4.00,4.03,3.99
4.00,4.00,4.00,4.00
4.01,3.95,4.01,3.95
3.99,3.95,4.03,3.95
N/A,N/A,N/A,N/A
4.00,3.92,4.00,3.92
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.91,3.82,3.91,3.80
3.85,3.85,3.99,3.85
3.83,3.96,3.98,3.79
3.99,3.99,4.00,3.89
3.99,4.00,4.09,3.99
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
3.95,3.93,3.95,3.93
3.96,3.96,4.04,3.95
4.00,4.00,4.10,4.00
4.00,3.99,4.00,3.95
4.00,4.05,4.05,4.00
4.05,4.30,4.30,4.05
4.20,4.22,4.30,4.19
4.27,4.33,4.36,4.27
4.36,4.26,4.36,4.25
4.16,4.25,4.50,4.10
4.20,4.62,6.41,4.20
4.76,4.54,4.86,4.49
4.63,4.40,4.90,4.40
4.50,4.47,4.60,4.31
4.42,4.31,4.42,4.31
4.31,4.11,4.31,4.11
4.19,4.43,4.49,4.11
4.31,4.37,4.37,4.29
4.32,4.25,4.32,4.25
4.35,4.22,4.35,4.18
4.22,4.18,4.24,4.18
4.15,4.04,4.28,4.02
4.05,4.02,4.18,3.97
4.07,3.95,4.24,3.91
4.01,4.05,4.12,4.01
4.00,4.03,4.03,4.00
4.07,3.98,4.42,3.95
4.01,4.10,4.12,4.00
4.05,4.02,4.12,4.02
4.10,4.17,4.25,4.10
4.27,4.08,4.27,4.08
4.09,4.09,4.09,4.04
4.05,4.09,4.10,4.03
4.10,4.09,4.32,3.99
4.09,4.08,4.29,4.04
4.04,4.09,4.10,4.03
4.10,4.10,4.29,4.05
4.05,4.11,4.24,4.05
4.12,4.12,4.17,4.12
4.12,4.15,4.15,4.12
4.15,4.15,4.23,4.15
4.12,3.88,4.27,3.88
3.93,3.93,4.09,3.91
4.05,4.01,4.09,3.90
4.05,4.06,4.06,4.00
4.13,4.06,4.13,4.02
4.14,4.11,4.18,4.05
4.07,4.13,4.13,4.07
4.13,4.34,4.38,4.11
4.36,4.38,4.38,4.34
4.32,4.37,4.37,4.32
N/A,N/A,N/A,N/A
4.26,4.26,4.36,4.25
4.26,4.34,4.35,4.26
4.34,4.39,4.68,4.34
4.38,4.40,4.50,4.33
4.40,4.28,4.40,4.26
4.37,4.36,4.39,4.35
4.25,4.30,4.53,4.25
4.39,4.52,4.56,4.38
4.65,4.59,4.75,4.59
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.59,4.58,4.62,4.58
4.56,4.56,4.57,4.55
4.80,4.99,4.99,4.61
4.90,4.96,5.00,4.87
4.95,4.88,4.95,4.77
4.74,5.30,5.30,4.74
5.30,5.36,5.48,5.28
5.36,5.39,5.53,5.30
5.40,5.36,5.48,5.24
5.40,4.79,5.40,4.74
4.96,4.91,4.98,4.83
4.95,4.77,5.00,4.77
4.86,4.80,4.89,4.80
4.77,4.75,4.81,4.70
4.70,4.73,4.75,4.70
4.76,4.60,4.76,4.54
4.66,4.54,4.75,4.43
4.57,4.74,4.82,4.57
4.88,4.75,4.95,4.50
4.75,4.68,4.78,4.61
4.60,4.60,4.60,4.60
4.65,4.70,4.75,4.62
4.64,4.75,4.75,4.64
4.69,4.63,4.69,4.22
4.40,4.51,4.63,4.40
4.50,4.64,4.64,4.50
4.52,4.65,4.77,4.50
4.64,4.49,4.64,4.49
4.51,4.41,4.69,4.34
4.36,4.65,4.65,4.36
4.75,4.47,4.75,4.45
4.39,4.48,4.48,3.79
4.32,4.40,4.54,4.25
4.50,4.16,4.50,4.12
4.28,4.21,4.43,4.15
4.35,4.26,4.40,4.20
4.22,4.42,4.42,4.21
4.40,4.35,4.40,4.31
4.39,4.20,4.40,4.20
4.20,4.29,4.38,4.20
4.42,4.23,4.42,4.20
4.40,4.60,4.85,4.40
4.35,4.35,4.60,4.30
4.60,4.90,5.22,4.60
4.88,4.84,4.98,4.84
4.50,4.75,4.91,4.42
4.72,4.90,4.90,4.72
4.76,4.71,4.83,4.69
4.78,4.90,4.90,4.77
4.74,4.48,4.83,4.46
4.47,4.75,4.75,4.47
4.73,4.75,4.75,4.60
4.57,4.46,4.73,4.40
4.59,4.48,4.59,4.48
4.44,4.53,4.53,4.44
4.45,4.49,4.64,4.44
4.53,4.49,4.53,4.44
4.44,4.74,4.75,4.44
4.72,4.70,4.75,4.45
4.68,4.70,4.71,4.45
4.75,4.75,4.75,4.69
4.66,4.76,4.79,4.66
4.74,4.56,4.75,4.56
4.84,4.68,4.84,4.59
4.60,4.60,4.80,4.60
4.67,4.64,4.75,4.53
4.67,4.58,4.73,4.50
4.52,4.64,4.69,4.52
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.70,4.58,4.70,4.48
4.65,4.67,4.67,4.65
4.55,4.64,4.64,4.51
4.65,4.67,4.67,4.64
4.61,4.65,4.66,4.60
4.65,4.55,4.65,4.53
4.53,4.63,4.64,4.52
4.52,4.52,4.55,4.52
4.51,4.50,4.60,4.50
4.50,4.54,4.58,4.41
4.51,4.40,4.51,4.40
4.59,4.50,4.59,4.50
4.50,4.48,4.51,4.40
4.43,4.41,4.53,4.40
4.47,4.50,4.51,4.32
4.48,4.49,4.50,4.31
4.50,4.50,4.50,4.48
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.44,4.48,4.48,4.44
4.44,4.48,4.48,4.44
4.50,4.34,4.50,4.30
4.34,4.45,4.50,4.25
4.27,4.46,4.49,4.27
4.46,4.39,4.46,4.26
4.43,4.34,4.49,4.33
4.30,4.32,4.40,4.30
4.33,4.35,4.36,4.33
4.33,4.30,4.34,4.30
4.31,4.31,4.32,4.31
4.36,4.31,4.36,4.30
4.30,4.32,4.35,4.30
4.35,4.35,4.35,4.34
4.36,4.31,4.36,4.31
4.30,4.28,4.36,4.20
4.23,4.23,4.32,4.20
4.29,4.18,4.29,4.18
4.17,4.22,4.22,4.17
4.18,4.19,4.27,4.18
4.27,4.26,4.27,4.18
4.28,4.23,4.28,4.16
4.19,4.15,4.19,4.15
4.15,4.16,4.16,4.13
4.20,4.00,4.24,3.98
3.98,4.00,4.22,3.98
4.00,4.04,4.26,4.00
4.00,4.14,4.14,4.00
4.14,4.18,4.18,4.12
4.02,4.13,4.13,4.02
4.03,3.96,4.03,3.96
3.96,3.87,3.97,3.80
3.90,3.89,3.99,3.89
3.87,3.87,3.87,3.87
3.87,3.99,3.99,3.87
3.94,3.90,3.95,3.87
3.92,3.90,3.92,3.81
3.90,3.90,3.98,3.85
3.88,3.85,3.88,3.85
3.91,3.87,3.91,3.71
3.90,3.86,3.91,3.86
3.88,3.90,3.95,3.86
3.87,3.85,3.97,3.85
3.85,3.88,3.89,3.85
3.95,3.87,3.98,3.87
3.72,3.72,3.72,3.72
3.70,3.51,3.85,3.51
3.51,3.30,3.61,3.26
3.29,3.11,3.45,3.11
3.13,3.30,3.48,3.13
3.40,3.37,3.48,3.30
3.47,3.42,3.47,3.38
3.47,3.42,3.47,3.42
3.44,3.48,3.48,3.15
3.47,2.63,3.48,2.50
2.99,3.25,3.30,2.79
3.11,3.48,3.48,3.11
3.48,3.14,3.50,3.14
3.38,3.50,3.60,3.38
3.54,3.50,3.59,3.13
3.50,3.52,3.62,3.50
3.58,3.58,3.58,3.58
3.58,3.80,3.80,3.55
3.79,3.98,3.98,3.79
3.98,4.14,4.20,3.90
4.18,4.36,4.80,4.18
4.64,4.70,4.70,4.13
4.66,4.42,4.66,4.40
4.40,4.51,4.80,4.13
4.50,4.35,4.50,4.24
4.33,4.23,4.33,4.03
4.10,4.29,4.48,4.10
4.49,4.46,4.50,4.40
4.50,4.59,4.70,4.46
4.69,4.75,4.75,4.47
4.45,4.75,4.80,4.44
4.71,4.65,4.71,4.50
4.76,4.77,4.88,4.59
4.84,4.73,4.91,4.73
4.75,4.85,4.93,4.65
4.93,4.85,5.00,4.70
4.55,4.81,4.83,4.55
4.63,4.84,4.90,4.63
4.60,4.88,4.94,4.60
4.88,4.91,4.92,4.85
4.93,4.94,4.95,4.81
4.86,4.75,4.88,4.62
4.81,4.75,4.81,4.75
4.75,4.93,4.93,4.75
4.95,4.82,4.95,4.75
4.77,4.76,4.91,4.53
4.63,4.48,4.90,4.23
4.15,4.31,4.47,4.10
4.18,4.41,4.41,4.18
4.22,4.35,4.44,4.22
4.34,4.15,4.36,4.14
4.03,4.18,4.37,4.03
4.16,4.39,4.39,4.15
4.33,4.38,4.38,4.16
4.23,4.37,4.37,4.23
4.25,4.23,4.39,4.23
4.25,4.25,4.38,4.25
4.20,4.24,4.24,4.18
4.25,4.15,4.32,4.03
4.16,4.05,4.23,4.05
4.17,4.18,4.27,4.17
4.19,4.05,4.19,4.00
N/A,N/A,N/A,N/A
4.02,4.06,4.19,4.00
4.29,3.90,4.29,3.90
3.96,4.25,4.25,3.85
3.92,4.20,4.20,3.92
3.96,4.16,4.19,3.96
3.97,3.97,4.02,3.97
4.00,4.04,4.18,3.98
4.37,4.00,4.37,4.00
4.02,3.85,4.02,3.85
3.98,3.97,3.98,3.85
4.00,3.99,4.00,3.90
3.90,3.90,3.90,3.90
3.95,3.98,4.00,3.85
4.00,3.88,4.00,3.85
3.70,3.71,3.91,3.50
3.70,3.97,4.00,3.70
4.00,3.97,4.02,3.96
4.00,3.89,4.06,3.89
3.95,4.10,4.16,3.95
4.12,3.93,4.12,3.90
3.91,3.89,3.99,3.89
3.96,4.10,4.10,3.95
4.10,4.34,4.60,4.10
4.35,4.36,4.59,4.35
4.22,4.55,4.55,4.22
4.40,4.60,4.60,4.38
4.60,4.55,4.60,4.54
4.56,4.50,4.56,4.45
4.41,4.49,4.49,4.31
4.26,4.40,4.48,4.26
4.45,4.39,4.46,4.39
4.59,4.55,4.59,4.50
4.59,4.56,4.59,4.45
4.58,4.48,4.59,4.48
4.58,4.64,4.64,4.57
4.70,4.84,4.87,4.70
4.89,4.79,4.89,4.78
4.71,4.60,4.71,4.60
4.56,4.53,4.64,4.23
4.58,4.21,4.76,4.20
4.33,4.42,4.48,4.33
4.42,4.42,4.48,4.41
4.42,4.49,4.49,4.41
4.50,4.57,4.75,4.50
4.60,4.44,4.65,4.43
4.54,4.72,4.80,4.53
4.78,4.80,4.80,4.72
4.80,4.74,4.80,4.74
4.74,4.66,4.80,4.50
4.51,4.80,4.80,4.51
4.71,4.75,4.75,4.60
4.35,4.75,4.75,4.35
4.73,4.59,4.74,4.59
4.60,4.51,4.60,4.50
4.55,4.75,4.78,4.50
4.75,5.20,5.24,4.70
5.24,5.10,5.60,5.05
5.10,4.75,5.20,4.74
4.72,4.99,4.99,4.70
4.97,4.91,5.00,4.90
5.00,4.85,5.10,4.74
4.91,4.95,5.03,4.86
4.89,4.91,5.03,4.89
4.93,4.78,5.00,4.78
4.90,4.86,4.90,4.83
5.00,4.96,5.09,4.95
4.90,4.93,5.04,4.90
4.95,5.08,5.10,4.95
5.15,5.30,5.48,5.15
5.26,5.33,5.44,5.25
5.38,5.60,5.87,5.35
5.70,5.88,5.88,5.65
5.92,5.79,5.92,5.52
5.80,5.84,5.92,5.60
5.89,5.79,5.89,5.60
5.79,5.38,5.79,5.15
5.29,5.36,5.43,5.05
5.25,5.17,5.30,5.15
5.15,6.17,7.35,5.07
6.15,6.05,6.31,6.01
6.05,5.97,6.31,5.34
5.90,5.79,5.98,5.79
5.82,5.73,5.85,5.63
5.69,5.41,5.69,5.41
5.37,5.08,5.89,5.05
5.00,4.90,5.10,4.45
4.69,4.42,4.85,4.41
4.68,4.57,5.00,4.40
4.55,4.65,4.95,4.51
4.93,4.44,4.99,4.34
4.30,4.36,4.81,4.30
4.38,4.16,4.65,4.11
4.35,4.41,4.49,4.10
4.34,4.33,4.46,4.16
4.33,4.36,4.46,4.33
4.44,4.10,4.44,4.05
4.10,4.13,4.30,4.03
4.33,4.18,4.33,4.15
4.02,3.96,4.19,3.96
3.95,3.55,3.97,3.33
3.69,3.67,3.76,3.60
3.68,3.53,3.68,3.46
3.50,3.44,3.90,3.31
3.40,3.46,3.80,3.33
3.53,3.43,3.68,3.33
3.50,3.41,3.55,3.41
3.56,3.43,3.56,3.42
3.56,3.42,3.56,3.40
3.50,3.42,3.50,3.41
3.44,3.29,3.44,3.20
3.38,3.27,3.45,3.27
3.20,3.08,3.26,2.72
2.90,3.01,3.24,2.90
3.00,3.14,3.20,3.00
3.15,3.11,3.26,3.06
3.02,3.02,3.19,3.01
3.02,2.92,3.02,2.91
2.98,2.96,3.10,2.88
2.92,2.75,2.92,2.70
2.64,2.41,2.64,2.02
2.40,2.40,2.71,2.40
2.33,2.25,2.38,2.25
2.52,2.40,2.55,2.31
2.47,2.49,2.59,2.45
2.45,2.40,2.48,2.34
2.40,2.40,2.70,2.31
2.38,2.36,2.87,2.35
2.38,2.34,2.46,2.31
2.35,2.32,2.35,2.30
2.38,2.31,2.39,2.30
2.37,2.34,2.45,2.30
2.38,2.42,2.44,2.38
2.37,2.36,2.46,2.36
2.36,2.27,2.36,2.25
2.45,2.35,2.45,2.29
2.43,2.48,2.50,2.35
2.50,2.47,2.50,2.36
2.38,2.35,2.45,2.35
2.44,2.50,2.58,2.36
2.48,2.47,2.64,2.44
2.54,2.44,2.54,2.43
2.42,2.55,2.65,2.42
2.75,2.50,2.83,2.48
2.50,2.62,2.80,2.50
2.66,2.51,2.82,2.51
2.75,2.52,2.79,2.52
2.59,2.72,2.72,2.55
2.81,2.79,2.81,2.64
2.82,2.85,2.88,2.76
2.91,3.09,3.15,2.90
3.14,3.07,3.15,2.77
2.85,3.16,3.24,2.83
3.10,3.10,3.21,3.10
3.15,3.31,3.48,3.15
3.37,3.25,3.38,3.15
3.30,3.34,3.35,3.15
3.34,3.45,3.47,3.30
3.17,3.39,3.45,3.17
3.26,3.52,3.53,3.26
3.60,3.80,3.89,3.31
3.77,3.84,3.92,3.77
3.91,3.85,4.18,3.70
3.73,3.88,4.00,3.73
3.75,3.90,3.98,3.74
3.79,3.71,3.86,3.70
3.75,3.67,3.79,3.67
3.75,3.61,3.81,3.61
3.57,4.01,4.01,3.57
4.03,4.23,4.24,4.03
4.25,4.38,4.47,4.21
4.45,4.43,4.50,4.24
4.44,4.12,4.48,3.91
4.23,4.15,4.26,4.11
4.25,4.20,4.35,4.05
4.14,4.11,4.19,4.11
4.12,4.17,4.24,4.12
4.17,4.23,4.38,4.08
4.23,4.33,4.45,4.20
4.40,4.27,4.50,4.21
4.34,4.58,4.58,4.33
4.67,4.89,4.90,4.52
4.88,4.91,4.91,4.60
5.10,5.24,5.97,4.89
5.41,5.50,5.71,5.28
5.27,5.11,5.48,4.60
5.10,5.38,5.63,4.93
5.30,5.50,5.72,5.13
5.50,5.39,5.69,5.31
5.66,5.62,5.70,5.56
5.56,5.68,5.84,5.56
5.68,5.66,5.86,5.61
5.33,5.51,5.85,5.17
5.60,5.61,5.77,5.60
5.56,5.84,5.95,5.51
5.82,5.95,6.08,5.72
5.95,5.92,6.20,5.92
5.83,5.74,5.83,5.63
5.74,5.90,6.05,5.74
5.90,5.97,6.06,5.90
5.90,6.01,6.16,5.90
6.09,6.08,6.15,5.96
6.09,6.01,6.24,5.95
6.10,6.09,6.16,6.02
6.10,6.01,6.13,6.01
6.03,6.16,6.20,6.02
6.19,6.72,6.80,6.19
6.72,6.33,6.72,6.21
6.47,6.37,6.58,6.24
6.47,6.39,6.50,6.34
6.34,6.42,6.50,6.34
6.43,6.37,6.45,6.35
6.37,6.53,6.60,6.37
6.61,7.19,7.32,6.51
7.20,6.35,7.20,6.33
6.33,5.90,6.54,5.90
4.87,5.05,5.89,3.97
5.05,5.35,5.63,5.05
5.57,5.76,6.01,5.57
5.27,5.65,5.87,5.27
5.33,5.55,5.60,5.26
5.59,5.53,5.74,5.50
5.15,5.17,5.34,5.12
5.13,5.19,5.39,5.00
5.35,5.47,5.55,5.09
5.47,5.41,5.70,5.35
5.47,5.30,5.49,5.30
5.47,5.63,5.81,5.37
5.60,5.20,5.60,5.11
5.23,5.43,5.50,5.23
5.23,5.34,5.49,5.23
5.44,5.42,5.45,5.25
5.59,5.25,5.60,5.25
5.32,5.44,5.47,5.28
5.55,5.55,5.59,5.22
5.26,5.35,5.54,5.25
5.21,5.20,5.34,5.17
5.24,5.22,5.45,5.17
5.28,4.85,5.30,4.78
5.01,5.01,5.28,5.01
5.33,5.15,5.33,5.02
5.39,5.03,5.40,5.02
4.93,5.03,5.10,4.93
5.10,4.78,5.16,4.75
4.89,4.61,4.89,4.59
4.96,4.39,4.96,4.38
4.21,4.60,4.60,4.21
4.61,4.27,4.78,4.27
4.61,4.89,4.89,4.31
4.51,5.06,5.28,4.51
5.06,4.83,5.12,4.55
4.87,4.57,5.19,4.52
4.94,4.68,5.40,4.61
4.66,4.77,4.88,4.60
4.71,4.94,4.94,4.60
4.78,4.79,4.93,4.64
4.74,4.77,4.85,4.61
4.89,4.93,4.93,4.66
4.93,4.93,4.96,4.61
4.78,4.98,4.98,4.78
4.81,4.96,5.02,4.81
4.98,5.01,5.19,4.90
5.16,5.20,5.37,5.16
5.50,5.32,5.50,5.32
5.34,5.14,5.34,4.95
5.39,5.11,5.39,5.01
5.28,5.09,5.49,4.96
5.11,5.09,5.44,5.04
5.00,5.04,5.14,5.00
5.38,5.05,5.38,5.05
5.08,5.05,5.41,5.05
5.05,5.19,5.47,5.05
5.31,5.32,5.46,5.18
5.48,5.49,5.49,5.39
5.47,5.51,6.91,5.36
5.45,5.44,5.84,5.19
5.31,5.37,5.66,5.22
5.48,5.21,5.50,5.15
5.30,5.25,5.84,5.21
5.70,5.34,5.70,5.23
5.49,5.33,5.49,5.25
5.42,5.31,5.70,5.25
5.37,5.49,5.61,5.37
5.25,5.50,5.50,5.23
5.26,5.35,5.50,5.26
5.50,5.75,5.77,5.50
5.84,5.91,6.05,5.84
5.89,5.86,6.04,5.86
5.86,5.68,5.88,5.68
5.68,5.67,5.71,5.67
5.67,5.57,5.82,5.55
5.57,5.60,5.67,5.55
5.60,5.69,5.70,5.55
5.58,5.50,5.70,5.50
5.50,5.48,5.73,5.46
5.52,5.49,5.61,5.47
5.46,5.52,5.57,5.46
5.37,5.56,5.71,5.26
5.27,5.38,5.49,5.27
5.59,5.55,5.69,5.50
5.51,5.30,5.58,5.26
5.43,5.41,5.47,5.27
5.26,5.45,5.57,5.26
5.41,4.96,5.41,4.96
5.18,5.33,5.36,5.18
5.36,5.16,5.36,4.98
5.20,5.26,5.29,5.20
5.26,4.88,5.26,4.88
5.31,4.97,5.31,4.41
4.98,5.05,5.08,4.98
5.29,5.00,5.29,4.78
4.91,4.93,5.10,4.91
5.00,4.99,5.00,4.95
4.99,4.95,5.05,4.89
4.93,5.05,5.05,4.91
5.07,4.95,5.09,4.89
5.02,5.24,5.24,5.02
5.31,5.34,5.36,5.07
5.36,5.29,5.70,5.17
5.34,5.32,5.35,5.06
5.26,5.11,5.32,5.07
5.08,5.14,5.25,5.08
5.18,5.24,5.28,4.85
5.25,5.09,5.25,5.09
5.10,5.11,5.26,5.10
5.06,5.06,5.15,5.06
5.08,5.07,5.10,5.06
5.08,4.99,5.08,4.85
5.34,5.34,5.34,5.34
5.15,5.00,5.19,5.00
5.15,4.96,5.32,4.96
5.05,5.00,5.10,4.85
4.83,4.84,5.19,4.83
5.10,4.95,5.10,4.60
5.14,4.85,5.14,4.85
5.00,4.63,5.00,4.57
4.61,4.61,4.61,4.61
4.76,4.53,4.79,4.53
4.53,4.40,4.55,4.10
4.40,4.46,4.54,4.35
4.45,4.22,4.45,4.09
4.26,4.20,4.26,4.15
4.67,4.20,4.67,4.01
4.20,4.32,4.34,4.20
4.29,4.34,4.34,4.01
4.27,4.30,4.39,4.04
4.30,4.32,4.43,4.30
4.60,4.19,4.60,4.10
4.50,4.50,4.50,4.50
4.50,4.23,4.50,4.23
4.22,4.06,4.22,4.01
4.28,3.81,4.28,3.80
3.82,3.72,3.82,3.56
3.83,3.82,3.85,3.65
3.81,3.80,3.81,3.80
3.70,3.79,3.80,3.70
3.73,3.71,3.82,3.71
N/A,N/A,N/A,N/A
3.82,3.82,3.82,3.74
3.86,3.53,3.98,3.53
3.70,3.74,3.85,3.70
3.74,3.58,3.74,3.58
3.70,3.67,3.75,3.33
3.72,3.80,3.80,3.54
3.74,4.16,4.28,3.74
4.03,4.10,4.10,3.90
4.30,4.07,4.30,3.87
4.01,4.27,4.45,4.01
4.01,4.06,4.25,4.01
4.03,4.14,4.27,4.03
3.93,3.93,3.93,3.93
4.27,4.29,4.30,4.10
4.50,4.50,4.50,4.09
4.50,4.30,4.50,4.30
4.08,4.27,4.50,4.08
4.04,4.46,4.50,4.04
4.45,4.45,4.50,4.12
4.56,4.60,4.60,4.56
4.60,4.24,4.63,4.24
4.56,4.25,4.56,4.25
4.60,4.48,4.63,4.33
4.34,4.33,4.60,4.33
4.60,4.69,4.73,4.41
4.70,4.56,4.80,4.35
4.80,4.89,4.90,4.60
4.88,4.44,4.88,4.44
4.88,4.52,4.88,4.52
4.88,4.71,4.88,4.55
4.87,4.87,4.87,4.65
4.72,4.78,4.88,4.72
4.88,4.65,4.88,4.63
4.72,4.71,4.88,4.70
4.88,4.55,4.88,4.55
4.56,4.57,4.68,4.51
4.59,4.51,4.59,4.30
4.49,4.51,4.51,4.44
4.56,4.40,4.56,4.10
4.20,4.35,4.52,4.18
4.19,4.23,4.43,4.05
4.07,4.08,4.31,4.06
4.15,4.11,4.15,4.11
4.07,4.19,4.50,4.07
4.10,4.20,4.20,4.09
4.58,4.20,4.58,4.19
4.28,4.08,4.32,4.08
4.17,4.15,4.32,4.15
4.39,4.27,4.39,4.10
4.17,4.15,4.25,4.10
4.10,3.59,4.10,3.59
4.15,3.78,4.15,3.73
3.95,3.78,3.95,3.78
4.02,4.02,4.02,4.02
3.80,3.73,3.94,3.73
3.74,3.99,3.99,3.73
3.73,3.74,3.76,3.73
3.90,3.66,3.90,3.66
3.97,3.55,3.97,3.55
3.60,3.57,3.60,3.57
3.55,3.58,3.59,3.55
3.59,3.55,3.60,3.55
3.50,3.66,3.69,3.30
3.66,3.99,3.99,3.66
3.52,3.52,3.92,3.43
3.67,3.54,3.72,3.40
3.68,3.75,3.79,3.65
3.57,3.70,3.88,3.55
3.70,3.65,3.75,3.50
3.40,3.85,3.85,3.40
3.82,3.90,4.28,3.80
3.90,4.10,4.10,3.90
3.98,3.97,4.10,3.96
4.20,4.19,4.20,4.19
3.88,4.20,4.20,3.88
3.94,4.12,4.15,3.94
4.20,4.20,4.20,3.90
4.13,3.93,4.14,3.90
4.11,4.13,4.15,4.11
4.15,4.20,4.39,3.90
4.03,4.20,4.20,4.01
4.20,4.20,4.20,4.20
4.08,4.08,4.13,4.08
4.00,3.94,4.06,3.80
3.70,3.79,3.98,3.69
4.00,3.70,4.00,3.70
3.67,4.20,4.20,3.60
4.10,3.83,4.10,3.83
4.01,3.83,4.01,3.83
3.83,3.86,3.86,3.83
