GNVC,GenVec,NASDAQ
0.43,0.36,0.43,0.36
0.37,0.35,0.40,0.35
0.37,0.40,0.41,0.37
0.41,0.39,0.41,0.39
0.39,0.39,0.40,0.39
0.39,0.37,0.40,0.37
0.37,0.38,0.40,0.37
0.39,0.39,0.40,0.37
0.39,0.40,0.40,0.39
0.39,0.38,0.39,0.38
0.39,0.39,0.40,0.39
0.40,0.39,0.40,0.39
0.39,0.38,0.39,0.37
0.38,0.38,0.39,0.38
0.38,0.38,0.39,0.38
0.39,0.41,0.41,0.38
0.40,0.45,0.47,0.40
0.45,0.44,0.46,0.43
0.44,0.44,0.46,0.44
0.43,0.44,0.46,0.43
0.45,0.45,0.46,0.44
0.45,0.44,0.45,0.44
0.43,0.42,0.43,0.41
0.42,0.42,0.44,0.42
0.43,0.43,0.45,0.43
0.45,0.45,0.45,0.43
0.45,0.44,0.45,0.43
0.44,0.44,0.45,0.43
0.45,0.46,0.47,0.44
0.45,0.46,0.47,0.45
0.46,0.46,0.47,0.46
0.46,0.46,0.47,0.46
0.47,0.44,0.47,0.41
0.44,0.46,0.46,0.44
0.43,0.35,0.43,0.35
0.36,0.32,0.37,0.30
0.31,0.29,0.31,0.28
0.28,0.28,0.31,0.28
0.28,0.28,0.30,0.26
0.29,0.27,0.29,0.27
0.27,0.30,0.30,0.25
0.30,0.29,0.30,0.27
0.27,0.27,0.29,0.27
0.30,0.27,0.30,0.27
0.27,0.28,0.29,0.27
0.28,0.28,0.30,0.27
0.28,0.28,0.30,0.27
0.30,0.30,0.30,0.27
0.29,0.27,0.30,0.27
0.27,0.28,0.29,0.27
0.27,0.27,0.29,0.25
0.35,0.48,0.64,0.34
0.47,0.43,0.52,0.40
0.43,0.64,0.64,0.43
0.66,0.66,0.66,0.58
0.67,0.62,0.68,0.54
0.62,0.68,0.68,0.54
0.68,0.97,0.99,0.63
0.97,1.19,1.31,0.90
1.17,1.08,1.18,1.05
1.00,0.98,1.02,0.93
0.94,0.93,1.03,0.93
0.94,0.84,0.98,0.81
0.81,0.82,0.82,0.73
0.82,1.11,1.21,0.76
1.15,1.50,1.69,1.13
1.47,1.25,1.50,1.23
1.30,1.33,1.38,1.25
1.36,1.28,1.37,1.21
1.33,1.31,1.33,1.22
1.38,1.37,1.38,1.26
1.39,1.75,1.93,1.38
1.84,1.75,1.84,1.57
1.80,1.76,2.13,1.67
1.76,1.81,1.99,1.76
1.81,1.58,1.88,1.56
1.55,1.61,1.62,1.33
1.68,1.62,1.74,1.61
1.61,1.64,1.68,1.55
1.61,1.62,1.65,1.51
1.61,1.58,1.77,1.56
1.60,1.64,1.85,1.56
1.63,1.72,1.72,1.58
1.75,1.71,1.80,1.68
1.71,1.64,1.71,1.58
1.68,1.63,1.83,1.61
1.64,1.63,1.70,1.63
1.57,1.70,1.70,1.57
1.68,1.58,1.70,1.40
1.50,1.54,1.57,1.45
1.51,1.48,1.54,1.45
1.45,1.49,1.53,1.45
1.46,1.49,1.49,1.40
1.47,1.47,1.55,1.43
1.45,1.47,1.60,1.44
1.47,1.42,1.59,1.42
1.42,1.47,1.53,1.41
1.45,1.47,1.51,1.35
1.49,1.42,1.49,1.38
1.40,1.37,1.46,1.36
1.40,1.26,1.40,1.25
1.28,1.40,1.40,1.19
1.27,1.40,1.48,1.24
1.38,1.58,1.65,1.35
1.63,1.49,1.63,1.46
1.44,1.41,1.46,1.41
1.40,1.50,1.75,1.35
1.46,1.51,1.55,1.44
1.48,1.63,1.65,1.44
1.66,1.90,1.95,1.54
1.95,1.72,2.05,1.72
1.72,1.70,1.80,1.57
1.71,1.66,1.72,1.64
1.68,1.78,1.79,1.66
1.78,1.75,1.78,1.66
1.78,1.79,1.82,1.71
1.80,1.78,1.99,1.71
1.78,1.82,1.82,1.73
1.85,1.84,1.88,1.73
1.84,1.74,1.86,1.74
1.71,1.74,1.99,1.71
2.00,2.28,2.89,2.00
2.30,2.05,2.40,2.00
2.07,2.09,2.36,2.06
2.12,2.20,2.25,2.07
2.16,2.05,2.25,2.02
2.09,2.05,2.23,2.05
2.04,2.05,2.17,2.00
2.00,2.06,2.15,2.00
2.03,2.07,2.12,2.03
2.05,2.13,2.22,2.05
2.16,2.16,2.17,2.10
2.18,2.32,2.37,2.11
2.31,2.32,2.36,2.29
2.34,2.49,2.61,2.30
2.52,2.57,2.69,2.49
2.60,2.74,2.78,2.58
2.72,2.70,2.77,2.53
2.68,2.70,2.75,2.56
2.70,2.62,2.70,2.60
2.60,2.56,2.65,2.54
2.54,2.38,2.58,2.34
2.39,2.54,2.64,2.39
2.57,2.68,2.72,2.54
2.68,2.82,2.84,2.68
2.85,3.63,3.80,2.85
3.50,3.35,3.60,3.26
3.38,3.50,3.50,3.35
3.45,3.96,4.25,3.45
3.95,4.15,4.17,3.71
4.17,3.86,4.20,3.60
4.04,4.03,4.04,3.86
4.04,3.98,4.04,3.90
3.97,3.83,4.11,3.80
3.78,3.67,3.78,3.40
3.60,3.50,3.62,3.45
3.47,3.25,3.47,3.10
3.20,3.21,3.23,3.14
3.28,3.07,3.34,3.02
3.04,3.49,3.50,3.00
3.49,3.50,3.54,3.44
3.54,3.93,3.95,3.52
3.97,3.76,4.06,3.70
3.83,3.75,3.86,3.65
3.89,3.79,3.95,3.65
3.89,3.65,3.89,3.60
3.61,3.61,3.72,3.60
3.59,3.51,3.60,3.38
3.47,3.48,3.51,3.30
3.67,3.61,3.80,3.55
3.64,3.88,4.11,3.60
3.95,3.69,4.12,3.65
3.65,3.80,3.99,3.55
3.76,3.59,3.86,3.50
3.54,3.44,3.60,3.30
3.45,3.59,3.68,3.45
3.59,3.53,3.65,3.45
3.52,3.47,3.54,3.41
3.50,3.44,3.53,3.30
3.46,3.44,3.48,3.15
3.37,3.43,3.51,3.34
3.45,3.37,3.45,3.25
3.40,3.19,3.47,3.19
3.17,3.06,3.24,2.88
3.07,3.02,3.07,3.00
3.02,3.00,3.09,2.93
2.97,2.99,3.07,2.94
2.95,2.88,3.02,2.81
2.86,2.71,2.88,2.54
2.69,2.54,2.69,2.37
2.61,2.54,2.78,2.50
2.54,2.33,2.65,2.18
2.37,2.65,2.68,2.25
2.82,2.75,2.86,2.55
2.89,2.65,2.89,2.54
2.66,2.93,2.95,2.66
2.94,2.89,2.98,2.81
2.86,2.75,2.86,2.68
2.78,2.74,2.78,2.66
2.75,2.57,2.75,2.54
2.57,2.59,2.67,2.46
2.63,2.89,2.94,2.56
2.93,2.74,3.01,2.67
2.74,2.63,2.79,2.59
2.64,2.55,2.78,2.50
2.53,2.40,2.59,2.30
2.41,2.50,2.54,2.40
2.50,2.66,2.75,2.50
2.66,2.62,2.68,2.53
2.58,2.67,2.70,2.58
2.67,2.62,2.67,2.58
2.66,2.51,2.66,2.50
2.57,2.40,2.57,2.38
2.45,2.42,2.51,2.32
2.42,2.41,2.46,2.40
2.40,2.48,2.52,2.38
2.46,2.65,2.70,2.43
2.58,2.52,2.65,2.52
2.47,2.44,2.47,2.33
2.42,2.47,2.59,2.42
2.51,2.31,2.51,2.31
2.29,2.23,2.40,2.18
2.19,2.35,2.35,2.19
2.39,2.32,2.50,2.31
2.24,2.23,2.40,2.22
2.28,2.24,2.28,2.23
2.27,2.21,2.28,2.19
2.18,2.20,2.23,2.18
2.16,2.23,2.25,2.16
2.20,2.14,2.21,2.11
2.10,2.06,2.17,1.98
2.04,2.12,2.15,2.02
2.04,2.26,2.32,2.04
2.26,2.40,2.43,2.26
2.40,2.46,2.52,2.25
2.36,2.47,2.51,2.36
2.47,2.48,2.52,2.47
2.52,2.38,2.52,2.32
2.36,2.35,2.37,2.22
2.35,2.32,2.42,2.29
2.29,2.35,2.37,2.26
2.33,2.38,2.40,2.29
2.36,2.37,2.46,2.34
2.39,2.34,2.39,2.22
2.25,2.28,2.31,2.23
2.29,2.27,2.33,2.26
2.26,2.32,2.35,2.26
2.27,2.28,2.33,2.20
2.27,2.37,2.39,2.27
2.40,2.51,2.54,2.31
2.47,2.45,2.61,2.44
2.41,2.56,2.58,2.41
2.57,2.54,2.58,2.50
2.51,2.50,2.60,2.50
2.51,2.54,2.60,2.46
2.57,2.56,2.60,2.52
2.58,2.54,2.59,2.50
2.54,2.57,2.59,2.54
2.58,2.67,2.73,2.56
2.64,2.59,2.76,2.58
2.57,2.60,2.60,2.54
2.58,2.38,2.58,2.36
2.37,2.37,2.43,2.30
2.35,2.39,2.42,2.35
2.37,2.41,2.43,2.37
2.37,2.31,2.43,2.30
2.32,2.42,2.45,2.32
2.43,2.40,2.52,2.38
2.39,2.34,2.41,2.31
2.30,2.14,2.31,2.12
2.17,2.17,2.23,2.11
2.20,2.15,2.20,2.14
2.15,2.22,2.28,2.15
2.25,2.21,2.25,2.17
2.20,2.20,2.20,2.16
2.16,2.16,2.19,2.14
2.14,2.15,2.17,2.14
2.16,2.14,2.18,2.14
2.15,2.10,2.16,2.08
2.08,2.00,2.10,1.98
1.98,2.07,2.09,1.82
2.07,2.06,2.09,2.05
2.03,2.09,2.10,1.95
2.10,2.26,2.34,2.10
2.28,2.21,2.40,2.21
1.95,2.15,2.19,1.93
2.15,2.15,2.18,2.01
1.97,2.09,2.13,1.92
2.08,2.06,2.09,1.99
2.03,2.11,2.11,2.02
2.13,2.09,2.13,2.00
2.12,2.14,2.18,2.09
2.12,2.13,2.13,2.12
2.09,2.09,2.13,2.09
2.08,2.06,2.09,2.05
2.06,2.08,2.08,2.00
2.08,2.13,2.15,2.08
2.10,2.11,2.14,2.08
2.14,2.13,2.18,2.08
2.10,2.08,2.13,2.08
2.08,2.08,2.15,2.07
2.10,2.09,2.10,2.07
2.12,2.06,2.14,2.03
2.04,2.03,2.07,2.00
2.05,2.05,2.05,2.01
2.05,2.30,2.30,2.01
2.30,2.35,2.51,2.30
2.34,2.37,2.40,2.15
2.36,2.37,2.40,2.29
2.40,2.35,2.40,2.34
2.40,2.28,2.40,2.24
2.27,2.25,2.27,2.22
2.22,2.23,2.29,2.22
2.27,2.17,2.27,2.13
2.20,2.07,2.28,2.06
2.02,2.03,2.05,2.00
2.00,2.12,2.16,2.00
2.10,2.13,2.16,2.10
2.10,2.08,2.13,2.08
2.06,2.13,2.14,2.06
2.12,2.12,2.13,2.09
2.09,2.08,2.11,2.04
2.08,2.04,2.11,2.00
2.00,2.03,2.06,2.00
2.07,2.06,2.07,2.05
2.10,2.04,2.10,2.00
2.02,2.02,2.07,2.00
2.00,1.98,2.01,1.95
1.96,1.85,1.96,1.80
1.83,1.71,1.85,1.71
1.71,1.77,1.88,1.71
1.77,1.71,1.77,1.70
1.71,1.70,1.73,1.61
1.67,1.71,1.74,1.67
1.74,1.68,1.75,1.67
1.69,1.72,1.75,1.69
1.76,1.75,1.78,1.75
1.76,1.73,1.76,1.73
1.73,1.71,1.73,1.70
1.74,1.74,1.75,1.70
1.70,1.73,1.77,1.70
1.73,1.74,1.76,1.72
1.77,1.78,1.85,1.73
1.81,1.88,1.88,1.77
1.89,1.88,1.89,1.83
1.85,2.02,2.02,1.82
2.15,2.04,2.15,1.95
2.15,2.05,2.15,2.01
2.04,2.01,2.11,2.01
2.01,1.94,2.04,1.81
2.00,1.81,2.00,1.80
1.84,1.97,1.99,1.81
1.95,1.98,2.01,1.93
1.96,1.93,2.02,1.87
1.86,1.86,1.97,1.82
1.80,1.82,1.88,1.80
1.83,2.00,2.00,1.78
2.05,1.91,2.05,1.91
1.89,1.93,1.95,1.88
1.95,1.99,2.04,1.95
1.98,1.99,2.09,1.90
1.96,2.01,2.14,1.96
2.00,1.99,2.09,1.96
2.00,2.24,2.25,2.00
2.30,2.06,2.30,2.06
2.04,2.06,2.13,2.02
2.04,2.04,2.06,1.98
2.01,2.05,2.08,2.00
2.07,2.09,2.13,2.06
2.11,2.00,2.11,1.99
2.04,2.04,2.15,2.03
2.00,1.88,2.08,1.79
1.92,1.88,1.94,1.85
1.83,1.83,1.89,1.81
1.81,1.87,1.97,1.81
1.84,1.83,1.90,1.82
1.85,1.91,1.96,1.85
1.95,1.95,2.06,1.91
1.95,2.20,2.20,1.93
2.21,2.14,2.23,2.11
2.12,2.04,2.13,2.03
2.10,2.04,2.13,2.04
2.05,2.11,2.11,2.03
2.07,2.09,2.17,2.07
2.07,2.04,2.09,2.04
2.00,2.08,2.16,2.00
2.12,2.18,2.18,2.04
2.19,2.16,2.20,2.15
2.20,2.28,2.38,2.20
2.35,2.82,3.37,2.24
2.87,3.55,3.60,2.87
3.60,3.44,3.79,3.35
3.46,3.74,3.98,3.46
3.85,3.48,3.85,3.31
3.51,3.27,3.51,3.21
3.35,2.85,3.35,2.77
2.90,2.97,3.05,2.82
2.98,3.02,3.13,2.85
3.00,3.01,3.08,2.99
3.04,3.01,3.08,2.88
2.99,3.00,3.03,2.95
3.04,3.66,3.70,3.01
3.70,3.44,3.84,3.39
3.49,3.43,3.60,3.41
3.38,3.29,3.44,3.17
3.21,3.39,3.60,3.19
3.50,3.88,4.10,3.50
3.94,3.76,3.94,3.70
3.76,3.66,3.79,3.61
3.65,3.99,4.00,3.65
4.00,4.31,4.43,3.97
4.36,4.12,4.67,4.00
4.00,3.95,4.03,3.63
3.90,3.94,4.01,3.88
3.96,3.95,4.02,3.92
3.99,3.99,4.00,3.80
3.87,3.86,3.94,3.76
3.79,3.78,3.85,3.68
3.72,3.55,3.77,3.54
3.57,3.37,3.59,3.30
3.30,3.33,3.56,3.30
3.31,3.24,3.39,3.24
3.24,3.22,3.35,3.21
3.19,3.23,3.28,3.17
3.17,3.18,3.26,3.17
3.16,3.19,3.22,3.16
3.19,3.22,3.23,3.15
3.23,3.30,3.36,3.19
3.33,3.26,3.42,3.25
3.27,3.17,3.27,3.16
3.15,3.17,3.17,2.66
3.16,3.11,3.28,3.05
3.12,3.12,3.20,3.08
3.18,3.17,3.29,3.11
3.11,2.95,3.27,2.94
2.92,2.78,2.94,2.74
2.82,2.91,2.96,2.82
2.86,2.98,3.06,2.86
2.99,3.09,3.09,2.96
3.13,3.16,3.30,3.11
3.20,3.21,3.25,3.11
3.45,3.34,3.74,3.20
3.42,2.96,3.42,2.90
2.96,3.02,3.16,2.76
2.99,3.10,3.35,2.99
3.19,2.94,3.22,2.89
2.90,2.95,3.02,2.70
2.95,3.00,3.08,2.85
3.02,2.97,3.02,2.93
2.94,2.95,2.99,2.77
2.96,3.03,3.06,2.95
3.03,2.90,3.03,2.88
2.95,2.85,2.97,2.80
2.80,2.90,2.93,2.80
2.94,2.87,3.01,2.87
2.90,2.88,2.90,2.82
2.90,2.90,2.98,2.86
2.92,2.90,2.94,2.89
2.90,2.87,2.90,2.80
2.91,2.81,2.91,2.81
2.81,2.97,2.98,2.79
3.00,2.86,3.03,2.81
2.80,2.81,2.86,2.77
2.83,2.82,2.86,2.80
2.89,2.82,2.89,2.77
2.86,2.78,2.86,2.75
2.76,2.75,2.76,2.73
2.75,2.52,2.75,2.51
2.52,2.42,2.53,2.31
2.35,2.37,2.41,2.30
2.38,2.30,2.38,2.27
2.38,2.33,2.43,2.29
2.36,2.34,2.38,2.32
2.40,2.30,2.40,2.29
2.33,2.26,2.33,2.26
2.29,2.29,2.39,2.26
2.27,2.27,2.35,2.24
2.26,2.31,2.34,2.26
2.31,2.39,2.50,2.29
2.42,2.52,2.53,2.40
2.55,2.38,2.55,2.33
2.37,2.27,2.40,2.27
2.32,2.26,2.46,2.24
2.23,2.27,2.32,2.20
2.26,2.10,2.42,2.09
2.13,2.19,2.20,2.13
2.24,2.35,2.43,2.24
2.52,2.36,2.52,2.35
2.36,2.32,2.42,2.31
2.31,2.29,2.32,2.23
2.30,2.34,2.41,2.30
2.31,2.36,2.39,2.31
2.34,2.37,2.44,2.27
2.34,2.26,2.36,2.25
2.26,2.17,2.29,2.12
2.18,2.18,2.30,2.17
2.20,2.23,2.30,2.20
2.23,2.19,2.26,2.11
2.20,2.17,2.20,2.14
2.13,2.05,2.15,2.05
2.03,2.08,2.14,2.03
2.08,2.08,2.15,2.05
2.05,2.09,2.17,2.05
2.07,2.14,2.16,2.07
2.17,2.09,2.22,2.04
2.07,2.05,2.13,2.03
2.05,2.03,2.12,2.00
2.03,1.90,2.03,1.90
1.90,1.85,1.90,1.79
1.83,2.04,2.07,1.80
2.07,2.09,2.10,2.05
2.10,2.04,2.13,2.04
2.06,2.17,2.25,2.06
2.19,2.19,2.24,2.15
2.21,2.01,2.21,2.00
2.10,2.17,2.21,2.10
2.19,2.17,2.35,2.01
2.19,2.24,2.31,2.19
2.25,2.47,2.47,2.25
2.49,2.52,2.58,2.45
2.49,2.57,2.63,2.49
2.63,2.39,2.63,2.30
2.36,2.30,2.40,2.30
2.31,2.39,2.40,2.22
2.38,2.46,2.55,2.38
2.50,2.53,2.65,2.47
2.51,2.32,2.55,2.32
2.33,2.44,2.62,2.32
2.44,2.50,2.56,2.41
2.54,2.38,2.55,2.36
2.35,2.31,2.35,2.29
2.30,2.48,2.49,2.30
2.39,2.38,2.41,2.32
2.34,2.35,2.40,2.34
2.44,2.32,2.44,2.32
2.31,2.23,2.43,2.23
2.23,2.25,2.56,2.22
2.45,2.30,2.50,2.23
2.32,2.40,2.41,2.30
2.36,2.29,2.36,2.25
2.30,2.32,2.36,2.29
2.41,2.42,2.50,2.32
2.44,2.38,2.49,2.34
2.47,2.41,2.47,2.34
2.33,2.41,2.41,2.32
2.44,2.40,2.49,2.40
2.44,2.24,2.44,2.21
2.20,2.06,2.20,2.02
3.50,2.25,3.50,2.03
2.39,2.39,2.48,2.18
2.49,2.48,2.49,2.44
2.39,2.51,2.56,2.39
2.54,2.53,2.57,2.45
2.29,2.41,2.49,2.23
2.36,2.42,2.49,2.36
2.42,2.50,2.62,2.41
2.54,2.52,2.54,2.47
2.55,2.63,2.69,2.51
2.66,2.64,2.71,2.61
2.45,2.54,2.62,2.43
2.54,2.32,2.54,2.24
2.27,2.45,2.48,2.15
2.37,2.40,2.49,2.33
2.35,2.45,2.48,2.35
2.37,2.46,2.48,2.35
2.37,2.92,2.92,2.37
2.68,2.75,2.80,2.53
2.68,2.57,2.69,2.54
2.62,2.59,2.62,2.41
2.52,2.54,2.57,2.50
2.56,2.37,2.56,2.37
2.34,2.30,2.39,2.29
2.29,2.25,2.40,2.20
2.25,2.31,2.60,2.25
2.35,2.08,2.47,2.01
2.17,2.02,2.18,1.99
2.10,2.02,2.10,2.00
2.09,2.10,2.13,2.02
2.07,2.04,2.34,2.02
2.06,2.02,2.44,2.02
2.03,2.02,2.29,2.02
2.04,2.09,2.09,2.02
2.13,2.04,2.13,2.02
2.16,2.09,2.16,2.06
2.12,2.09,2.12,2.04
2.08,1.93,2.08,1.88
1.88,1.86,1.94,1.86
2.00,1.73,2.01,1.71
1.72,1.75,1.83,1.72
1.78,1.71,1.78,1.71
1.76,1.72,1.77,1.71
1.71,1.59,1.72,1.51
1.93,1.75,1.93,1.63
1.75,1.75,1.88,1.64
1.71,1.74,1.75,1.70
1.74,1.74,1.98,1.62
1.74,1.88,1.98,1.72
1.87,1.97,1.97,1.78
1.96,1.99,2.02,1.84
1.96,2.04,2.06,1.82
2.03,2.07,2.07,1.91
2.05,2.07,2.08,2.03
2.06,2.05,2.06,1.90
1.98,2.00,2.00,1.98
1.92,1.86,1.99,1.85
1.92,1.95,1.96,1.85
1.86,1.80,1.93,1.71
1.66,1.78,1.80,1.66
1.68,1.75,1.91,1.68
1.76,1.75,1.78,1.69
1.75,1.71,1.75,1.69
1.68,1.79,1.81,1.68
1.69,1.72,1.80,1.69
1.81,1.71,1.81,1.71
1.69,1.81,1.81,1.67
1.74,1.80,1.81,1.70
1.80,1.85,1.85,1.80
1.80,1.81,1.84,1.80
1.87,2.37,2.61,1.85
2.81,2.29,3.69,2.20
2.17,2.06,2.21,2.03
2.05,2.06,2.07,2.04
1.92,1.98,2.04,1.87
1.93,2.06,2.08,1.93
2.01,1.98,2.04,1.95
2.00,1.91,2.04,1.91
2.00,1.89,2.06,1.87
1.93,1.91,2.02,1.91
1.94,1.85,1.99,1.81
1.83,1.95,1.95,1.83
2.00,1.95,2.00,1.88
1.97,1.88,1.97,1.83
1.94,1.89,1.97,1.85
1.86,1.87,1.93,1.85
1.85,1.81,1.85,1.75
1.78,1.82,1.84,1.78
1.82,1.85,1.89,1.82
1.89,1.84,1.89,1.81
1.84,1.82,1.85,1.80
1.78,1.76,1.81,1.70
1.76,1.71,1.76,1.70
1.71,1.67,1.75,1.65
1.70,1.73,1.73,1.68
1.00,0.72,1.00,0.62
0.80,0.62,0.80,0.55
0.62,0.59,0.62,0.57
0.60,0.56,0.63,0.51
0.58,0.51,0.58,0.50
0.50,0.47,0.54,0.46
0.54,0.49,0.54,0.46
0.49,0.50,0.53,0.48
0.50,0.52,0.53,0.48
0.53,0.50,0.53,0.49
0.49,0.48,0.53,0.48
0.52,0.50,0.53,0.49
0.48,0.52,0.53,0.48
0.53,0.56,0.62,0.53
0.58,0.56,0.61,0.55
0.53,0.50,0.56,0.48
0.52,0.50,0.52,0.46
0.53,0.49,0.53,0.47
0.50,0.49,0.54,0.48
0.49,0.41,0.49,0.40
0.43,0.40,0.45,0.40
0.41,0.38,0.43,0.38
0.39,0.39,0.40,0.35
0.41,0.43,0.43,0.39
0.41,0.42,0.44,0.40
0.41,0.42,0.46,0.36
0.43,0.46,0.46,0.42
0.48,0.46,0.50,0.45
0.47,0.52,0.52,0.44
0.53,0.52,0.55,0.52
0.55,0.50,0.55,0.50
0.50,0.51,0.53,0.49
0.53,0.52,0.53,0.51
0.55,0.50,0.55,0.50
0.53,0.49,0.53,0.49
0.50,0.52,0.54,0.49
0.53,0.50,0.54,0.50
0.54,0.49,0.54,0.49
0.50,0.48,0.51,0.45
0.49,0.49,0.55,0.46
0.55,0.76,0.81,0.51
0.78,0.70,0.79,0.66
0.69,0.67,0.71,0.60
0.71,0.63,0.78,0.60
0.68,0.64,0.68,0.63
0.64,0.70,0.75,0.64
0.70,0.73,0.77,0.68
0.76,1.00,1.00,0.76
0.98,0.91,1.08,0.88
0.96,0.89,0.96,0.88
0.90,0.85,0.90,0.85
0.86,0.83,0.89,0.80
0.85,0.74,0.90,0.70
0.77,0.72,0.77,0.70
0.73,0.74,0.79,0.69
0.77,0.81,0.88,0.76
0.84,0.80,0.88,0.74
0.76,0.79,0.84,0.76
0.77,0.78,0.85,0.77
0.79,0.78,0.87,0.77
0.78,0.75,0.78,0.73
0.79,0.78,0.79,0.71
0.75,0.78,0.81,0.75
0.79,0.80,0.80,0.75
0.80,0.79,0.80,0.76
0.80,0.79,0.80,0.77
0.79,0.76,0.79,0.75
0.75,0.73,0.76,0.71
0.77,0.75,0.77,0.74
0.77,0.77,0.78,0.73
0.77,0.84,0.84,0.75
0.84,0.79,0.84,0.77
0.81,0.84,0.85,0.79
0.82,0.96,1.08,0.77
0.99,0.89,1.00,0.82
0.78,0.79,0.85,0.75
0.76,0.78,0.80,0.75
0.90,0.80,1.40,0.80
0.82,0.83,0.89,0.79
0.81,0.85,0.90,0.80
0.82,0.69,0.82,0.61
0.69,0.74,0.79,0.69
0.73,0.72,0.75,0.70
0.76,0.76,0.79,0.72
0.76,0.69,0.80,0.69
0.70,0.65,0.73,0.65
0.67,0.64,0.73,0.64
0.67,0.70,0.73,0.64
0.68,0.66,0.70,0.64
0.65,0.64,0.65,0.61
0.64,0.64,0.64,0.62
0.64,0.61,0.65,0.61
0.63,0.65,0.68,0.62
0.65,0.62,0.68,0.61
0.63,0.68,0.72,0.63
0.68,0.68,0.69,0.65
0.68,0.63,0.68,0.63
0.65,0.61,0.65,0.61
0.63,0.62,0.63,0.61
0.62,0.63,0.65,0.62
0.62,0.63,0.65,0.62
0.62,0.62,0.65,0.62
0.63,0.62,0.65,0.62
0.63,0.62,0.63,0.62
0.63,0.68,0.80,0.63
0.65,0.63,0.75,0.62
0.65,0.62,0.66,0.61
0.62,0.62,0.62,0.60
0.59,0.60,0.63,0.59
0.61,0.62,0.64,0.60
0.63,0.64,0.64,0.61
0.65,0.62,0.65,0.60
0.61,0.60,0.64,0.60
0.62,0.61,0.64,0.60
0.63,0.61,0.63,0.61
0.59,0.63,0.63,0.59
0.63,0.58,0.63,0.58
0.61,0.60,0.62,0.58
0.61,0.59,0.61,0.59
0.58,0.57,0.60,0.57
0.57,0.59,0.61,0.57
0.59,0.58,0.61,0.57
0.59,0.55,0.60,0.48
0.56,0.58,0.58,0.55
0.56,0.56,0.58,0.53
0.54,0.58,0.58,0.54
0.55,0.61,0.64,0.55
0.59,0.60,0.62,0.55
0.55,0.58,0.61,0.55
0.59,0.60,0.62,0.58
0.58,0.61,0.62,0.58
0.59,0.60,0.61,0.59
0.58,0.64,0.70,0.57
0.64,0.61,0.64,0.60
0.61,0.60,0.63,0.60
0.70,0.59,0.73,0.57
0.62,0.61,0.64,0.59
0.62,0.59,0.65,0.57
0.59,0.60,0.62,0.59
0.62,0.59,0.65,0.58
0.57,0.61,0.67,0.57
0.62,0.61,0.62,0.57
0.59,0.60,0.61,0.58
0.59,0.56,0.60,0.56
0.59,0.59,0.60,0.57
0.57,0.60,0.63,0.57
0.60,0.60,0.63,0.59
0.59,0.57,0.61,0.57
0.57,0.60,0.63,0.57
0.62,0.59,0.62,0.57
0.61,0.60,0.62,0.58
0.61,0.62,0.64,0.60
0.62,0.63,0.65,0.60
0.64,0.67,0.70,0.63
0.67,0.73,0.74,0.66
0.76,0.69,0.76,0.67
0.70,0.65,0.71,0.61
0.64,0.65,0.67,0.63
0.67,0.63,0.67,0.63
0.64,0.61,0.67,0.58
0.62,0.61,0.65,0.58
0.60,0.57,0.60,0.57
0.57,0.53,0.57,0.52
0.51,0.53,0.59,0.51
0.55,0.51,0.55,0.48
0.53,0.56,0.56,0.53
0.56,0.54,0.58,0.54
0.57,0.56,0.57,0.52
0.57,0.55,0.57,0.53
0.56,0.55,0.57,0.52
0.54,0.54,0.55,0.52
0.54,0.56,0.56,0.52
0.54,0.55,0.56,0.53
0.54,0.51,0.54,0.49
0.52,0.53,0.55,0.50
0.52,0.52,0.54,0.50
0.53,0.51,0.54,0.50
0.51,0.49,0.53,0.49
0.49,0.50,0.53,0.49
0.50,0.49,0.53,0.49
0.52,0.50,0.52,0.49
0.50,0.49,0.52,0.49
0.51,0.48,0.52,0.45
0.48,0.47,0.50,0.46
0.46,0.43,0.47,0.43
0.45,0.43,0.45,0.40
0.42,0.41,0.44,0.41
0.41,0.41,0.44,0.40
0.42,0.42,0.43,0.41
0.42,0.41,0.43,0.41
0.45,0.43,0.45,0.40
0.43,0.41,0.43,0.40
0.43,0.37,0.43,0.37
0.39,0.38,0.39,0.37
0.38,0.37,0.40,0.36
0.36,0.39,0.39,0.36
0.39,0.38,0.41,0.38
0.38,0.38,0.43,0.37
0.40,0.38,0.40,0.34
0.37,0.36,0.38,0.36
0.38,0.35,0.38,0.35
0.38,0.31,0.38,0.30
0.30,0.32,0.35,0.30
0.34,0.30,0.34,0.29
0.31,0.31,0.31,0.27
0.30,0.31,0.34,0.27
0.31,0.31,0.32,0.28
0.32,0.28,0.32,0.28
0.29,0.29,0.30,0.28
0.29,0.34,0.45,0.29
0.36,0.35,0.36,0.34
0.32,0.36,0.37,0.31
0.36,0.38,0.38,0.36
0.40,0.38,0.40,0.36
0.35,0.36,0.38,0.35
0.37,0.38,0.39,0.36
0.39,0.39,0.40,0.39
0.39,0.39,0.39,0.35
0.39,0.38,0.39,0.37
0.37,0.34,0.37,0.33
0.37,0.31,0.37,0.31
0.32,0.33,0.33,0.31
0.33,0.34,0.35,0.33
0.35,0.34,0.35,0.32
0.32,0.32,0.36,0.31
0.36,0.32,0.37,0.32
3.04,3.36,3.41,2.95
3.03,3.02,4.65,3.00
3.03,2.96,3.05,2.75
3.01,3.30,3.54,3.01
