BCH,Banco De Chile Banco De Chile ADS,NASDAQ
69.41,69.20,69.95,69.05
69.55,69.41,69.82,69.18
69.25,69.68,70.57,69.14
69.48,70.53,70.99,69.48
70.75,70.70,70.90,70.29
71.78,72.36,72.69,71.32
72.17,70.87,72.43,70.46
70.48,70.61,70.87,69.98
70.44,69.41,70.44,68.90
69.52,68.59,69.52,68.37
68.81,68.91,69.73,68.28
68.97,68.91,69.76,68.58
68.62,68.45,68.99,68.13
68.30,68.62,68.72,68.18
68.57,68.69,68.85,68.12
68.70,69.12,69.57,68.70
69.45,70.53,70.96,69.45
70.59,70.45,70.71,70.12
70.28,69.91,70.82,69.45
70.08,70.07,70.56,70.00
70.63,71.07,71.36,70.60
70.64,70.66,71.19,70.24
70.55,70.61,70.79,69.99
70.27,70.72,70.78,70.04
70.49,71.14,71.34,70.00
71.41,71.32,71.98,71.04
71.44,71.29,71.73,71.04
