EDUC,Educational Development Corporation - Common Stock,NASDAQ
10.45,9.65,10.48,9.35
9.65,9.35,9.74,9.35
9.50,9.50,9.98,9.30
9.55,9.55,9.75,9.40
9.60,9.78,9.92,9.60
9.70,9.85,9.85,9.50
9.80,9.75,9.85,9.55
9.70,9.63,9.84,9.50
9.65,9.65,9.65,9.40
9.70,9.59,9.95,9.45
9.55,9.60,9.60,9.50
9.60,9.66,9.70,9.60
9.55,9.95,9.95,9.35
9.95,9.90,10.10,9.60
9.80,9.80,9.90,9.75
9.85,9.85,10.05,9.85
10.00,9.98,10.00,9.98
9.90,9.75,10.15,9.60
9.85,9.90,9.90,9.80
9.89,9.45,9.94,9.45
9.55,9.60,9.66,9.46
9.55,9.80,9.95,9.55
