IGM,iShares North American Tech ETF,NASDAQ
74.70,74.16,74.70,73.60
73.46,73.23,73.64,72.64
73.79,73.80,73.96,73.28
74.30,74.09,74.30,73.95
74.51,74.55,74.81,74.47
74.01,74.40,74.56,73.61
74.61,74.76,75.17,74.61
74.73,74.68,75.15,74.29
74.43,75.09,75.40,74.43
75.52,75.72,75.72,74.98
76.10,75.60,76.10,75.46
75.97,76.08,76.14,75.63
76.06,76.39,76.46,76.06
77.05,77.75,77.75,77.04
77.71,77.98,77.98,77.70
78.00,78.23,78.30,78.00
78.29,78.13,78.35,78.00
78.24,78.35,78.44,78.10
78.31,78.12,78.55,78.05
77.52,76.87,77.52,76.73
77.30,77.05,77.30,76.92
77.16,76.76,77.30,76.76
77.54,77.16,77.57,77.09
77.33,77.49,77.52,76.98
77.01,77.49,77.49,76.76
77.30,77.18,77.44,77.04
77.54,77.78,78.04,77.48
77.95,77.56,78.16,77.56
78.20,78.58,78.62,78.20
78.68,78.87,78.87,78.32
78.77,78.99,79.02,78.73
78.92,78.55,78.92,78.38
78.29,78.31,78.48,77.93
78.72,78.72,78.79,78.23
78.70,78.54,78.76,78.34
78.53,78.95,79.03,78.34
79.16,79.31,79.46,78.60
79.36,79.09,79.36,79.03
78.20,77.63,78.20,77.51
77.58,77.65,77.98,77.56
77.54,77.46,78.15,77.36
77.53,77.60,77.88,77.34
77.41,77.41,78.04,77.20
77.59,77.91,78.03,77.59
78.54,78.44,78.54,78.26
78.38,78.19,78.75,78.12
77.37,76.61,77.57,76.46
76.53,76.80,77.07,76.53
76.68,77.19,77.55,76.66
77.39,76.75,77.39,76.55
77.28,77.12,77.61,76.75
77.27,77.82,77.91,77.18
77.77,78.03,78.17,77.77
78.33,78.12,78.44,77.60
78.50,79.12,79.22,78.50
79.65,79.82,79.83,79.45
79.34,79.72,79.75,79.31
79.75,79.49,79.86,79.46
79.56,79.59,79.65,79.30
80.16,79.52,80.19,79.35
79.74,80.06,80.12,79.71
80.19,81.08,81.09,80.07
81.18,81.20,81.43,81.03
81.37,80.79,81.37,80.76
81.09,80.63,81.09,80.31
80.51,80.31,80.76,80.05
80.36,80.27,80.62,80.14
80.57,80.62,80.98,80.39
80.20,80.24,80.37,79.98
79.46,79.79,80.02,79.24
79.93,80.55,80.71,79.93
80.13,80.74,80.75,80.13
80.69,79.86,80.69,79.40
79.95,80.45,80.51,79.90
79.85,79.69,80.22,79.69
79.55,78.11,79.60,77.96
78.24,78.09,78.38,77.48
78.85,79.71,79.71,78.85
79.61,80.37,80.44,79.51
79.89,80.81,80.82,79.88
80.69,80.26,80.85,80.22
80.48,81.02,81.06,80.48
80.34,80.93,80.94,80.18
81.83,82.50,82.53,81.62
82.68,82.75,83.00,82.64
83.14,82.64,83.22,82.35
82.38,82.01,82.38,81.66
82.19,82.39,82.53,82.03
83.23,82.89,83.32,82.74
82.92,82.96,83.02,82.54
83.12,83.46,83.55,83.10
83.57,83.01,83.62,82.79
82.89,83.03,83.50,82.80
83.31,83.01,83.45,82.80
83.30,83.30,83.30,82.90
82.98,83.40,83.49,82.90
83.85,83.92,83.95,83.61
83.91,82.67,83.96,82.61
82.90,83.63,83.65,82.74
83.58,83.75,83.88,83.41
83.60,84.03,84.13,83.60
83.67,85.07,85.07,83.67
84.51,84.83,84.85,84.36
84.92,85.14,85.14,84.83
85.20,84.49,85.25,84.38
84.51,84.02,84.71,83.92
84.18,83.87,84.52,83.69
84.17,84.75,84.79,84.17
84.76,84.68,84.82,84.63
84.86,84.56,84.86,84.38
84.55,85.05,85.21,84.52
85.26,85.75,85.75,85.26
86.04,86.07,86.27,85.88
86.27,85.77,86.27,85.68
85.65,85.73,85.94,85.40
85.56,86.07,86.23,85.41
86.13,85.81,86.13,85.65
86.44,86.50,86.57,86.17
86.60,86.65,86.84,86.57
86.44,86.63,86.76,86.44
86.72,85.67,86.87,85.57
85.70,85.27,85.83,85.26
85.72,85.30,85.72,85.19
85.74,86.15,86.28,85.74
86.26,86.33,86.51,86.14
86.31,86.95,87.01,85.25
87.04,87.20,87.34,86.88
87.43,88.09,88.24,87.43
88.46,88.79,88.82,88.33
88.85,88.99,89.00,88.82
89.15,89.31,89.36,89.13
89.39,89.05,89.40,89.05
89.00,88.94,89.08,88.91
89.11,89.58,89.60,89.08
89.08,88.74,89.08,88.56
88.85,88.66,88.87,88.39
88.63,88.31,88.63,88.00
88.67,89.23,89.31,88.51
89.26,89.29,89.49,89.05
89.73,88.90,89.73,88.72
89.20,89.12,89.28,88.63
88.94,87.91,89.43,87.72
88.38,89.66,89.67,88.09
89.90,90.58,90.72,89.90
90.54,90.60,90.68,90.37
90.43,90.18,90.66,90.00
90.77,90.64,90.77,90.06
90.60,90.75,90.86,90.52
90.52,90.26,90.52,89.78
89.98,88.42,89.98,88.42
88.55,87.45,88.55,86.90
86.96,87.54,87.54,86.73
86.95,86.60,87.35,86.44
87.83,88.20,88.43,87.46
87.41,87.75,88.24,87.04
87.67,85.60,87.99,85.47
86.02,86.10,86.35,85.70
85.77,86.05,86.23,85.26
86.15,87.21,87.23,86.15
87.72,88.54,88.54,87.44
88.62,88.72,88.74,88.38
89.00,89.62,89.78,88.90
89.78,89.83,90.11,89.71
89.35,90.73,90.73,89.35
90.58,90.89,91.11,90.41
91.05,91.24,91.37,90.88
91.17,90.67,91.43,90.62
90.65,91.29,91.36,90.35
91.67,91.03,91.67,91.03
91.22,91.58,92.00,91.03
91.79,91.46,91.85,91.25
91.91,91.79,92.29,91.50
91.81,92.27,92.45,91.74
92.46,92.11,92.75,91.43
91.19,91.29,91.54,90.65
92.47,92.85,92.98,92.47
93.00,93.10,93.16,92.80
93.31,93.10,93.31,92.95
93.38,92.78,93.38,92.47
92.72,92.49,92.82,92.21
92.66,92.14,93.00,91.89
91.62,92.47,92.47,91.31
92.77,91.02,92.77,90.65
91.13,90.50,91.13,90.50
90.86,91.61,91.82,90.83
91.74,92.94,92.95,91.73
92.82,92.41,92.95,92.08
92.21,92.95,93.21,92.10
93.59,92.21,93.59,92.07
92.63,91.49,92.63,90.77
91.81,91.77,92.34,91.08
92.35,90.52,92.37,90.52
90.18,89.85,90.33,89.44
90.19,90.11,91.05,89.92
90.69,90.98,91.36,90.69
91.28,92.31,92.34,91.26
92.65,92.31,92.65,92.08
92.62,91.64,92.67,91.38
92.23,89.48,92.23,89.20
88.90,88.62,89.59,87.96
88.67,89.44,89.59,88.54
90.00,91.01,91.02,89.72
91.17,88.53,91.17,88.21
87.66,87.26,88.47,86.99
87.78,88.04,88.49,87.33
88.38,88.46,88.76,86.83
89.28,89.55,89.57,88.48
89.19,89.49,89.81,89.10
89.72,89.81,89.92,89.31
89.96,90.38,90.63,89.84
90.43,89.59,90.43,89.54
90.79,90.07,90.81,89.20
89.28,88.24,89.29,88.16
88.53,88.54,88.99,87.55
88.59,89.22,89.37,88.44
88.93,89.55,89.61,88.71
89.82,89.71,90.39,89.51
90.04,89.57,90.04,89.50
89.15,89.81,89.85,88.77
89.66,88.62,89.67,88.62
88.75,88.34,88.80,87.28
87.94,88.27,89.45,87.82
88.36,88.58,88.65,87.79
89.17,90.19,90.20,89.17
90.18,90.20,90.61,89.99
89.89,89.50,90.10,89.46
89.43,88.79,89.53,88.40
89.09,89.34,89.41,88.42
89.37,90.24,90.25,89.37
90.05,89.68,90.30,89.50
89.94,90.49,90.49,89.93
90.69,90.74,91.03,90.36
90.86,91.66,91.67,90.83
91.85,92.57,92.57,91.83
92.57,92.38,92.59,92.27
92.50,92.79,92.90,92.45
92.99,92.74,92.99,92.34
92.60,92.55,92.65,92.23
92.30,92.47,92.61,92.17
92.35,92.68,92.77,92.14
92.87,93.44,93.57,92.50
94.01,94.11,94.19,93.90
94.30,94.31,94.57,94.08
94.10,94.43,94.56,94.10
94.27,94.44,94.58,94.16
94.29,93.48,94.42,93.35
93.96,94.16,94.32,93.69
93.98,94.28,94.42,93.80
94.19,94.60,94.84,94.19
94.69,95.12,95.16,94.37
95.28,94.86,95.28,94.54
94.76,94.70,94.76,94.39
94.76,94.92,94.95,94.60
94.54,94.20,95.28,94.13
93.92,94.82,94.83,93.92
94.91,94.62,94.91,94.10
94.60,95.06,95.07,94.60
95.07,95.19,95.44,95.07
95.78,96.41,96.70,95.78
96.37,96.39,96.59,96.24
96.62,96.93,96.94,96.51
96.72,96.51,96.82,96.39
96.43,95.36,96.43,95.01
95.42,95.78,95.86,95.27
94.59,95.46,95.77,94.45
95.58,95.94,95.95,95.45
96.36,96.69,96.89,96.36
96.81,96.49,97.00,95.86
97.26,97.31,97.48,97.15
97.05,96.10,97.39,95.83
96.53,97.37,97.40,96.50
97.27,97.38,97.55,96.88
97.80,98.17,98.28,97.71
98.33,98.04,98.33,97.98
98.00,98.11,98.23,97.92
97.37,97.29,97.44,96.92
97.35,97.35,97.61,96.63
97.58,97.14,97.67,97.04
97.42,97.49,97.64,97.10
96.90,95.61,96.90,95.55
95.29,95.14,95.77,94.57
95.28,95.98,96.13,95.05
95.50,95.13,95.75,94.78
94.47,94.98,95.52,94.33
95.48,94.62,95.48,94.40
94.70,95.34,95.37,94.43
95.62,95.96,96.20,95.62
95.71,95.75,96.01,95.29
96.19,96.74,96.74,96.13
96.76,96.87,96.99,96.57
97.35,97.03,97.43,96.33
97.37,97.95,98.00,97.37
98.28,98.66,98.66,98.28
98.39,98.69,98.77,98.37
98.79,99.07,99.21,98.63
99.05,99.16,99.33,98.93
99.64,99.15,99.64,99.00
99.35,99.46,99.59,99.25
99.54,99.16,99.54,99.05
98.85,98.98,99.11,98.60
99.20,99.38,99.44,99.00
99.53,99.68,99.69,99.24
99.97,99.23,99.97,99.12
99.45,99.14,99.94,98.99
99.28,99.73,99.73,99.00
99.69,99.90,100.13,99.58
99.88,99.04,99.90,98.90
99.15,99.67,99.74,98.92
99.33,99.75,99.75,99.24
99.44,99.36,99.53,99.12
99.37,98.37,99.37,98.17
98.15,99.25,99.28,97.95
99.16,99.24,99.68,98.98
99.42,99.91,99.94,99.42
100.23,99.60,100.23,99.20
99.32,98.59,99.32,98.32
98.27,98.28,98.69,98.15
98.07,98.78,98.87,97.80
98.80,96.81,98.80,96.77
97.04,97.68,97.80,96.99
96.76,97.71,97.79,96.76
97.91,97.89,98.20,97.52
97.36,96.09,97.42,95.93
95.97,96.23,96.41,94.92
96.77,97.09,97.33,96.59
97.36,96.92,97.61,96.64
96.40,95.22,96.40,95.22
95.19,97.05,97.11,94.80
96.74,95.24,96.82,95.13
94.54,92.31,94.62,92.31
92.07,90.98,92.65,90.96
91.62,91.43,92.44,91.19
90.24,90.99,91.26,88.19
89.29,90.75,91.07,88.73
91.69,91.58,92.38,91.30
90.87,92.07,92.17,90.65
93.00,94.05,94.12,92.88
94.43,93.44,94.61,93.38
94.22,94.87,95.35,94.22
94.92,95.33,95.41,94.61
95.03,95.42,95.54,95.03
95.57,96.84,96.84,95.57
96.74,96.64,97.01,96.12
96.42,97.02,97.23,96.21
98.42,98.86,98.89,98.36
99.08,99.21,99.53,98.93
98.88,99.12,99.15,98.44
99.80,99.22,99.80,98.87
98.93,99.32,99.33,98.66
99.31,99.11,99.31,99.06
99.30,99.75,99.83,99.18
99.78,99.86,99.89,99.45
99.47,100.03,100.12,99.47
100.15,100.27,100.71,100.12
100.44,101.01,101.09,100.44
101.13,100.78,101.13,100.48
101.10,101.18,101.45,101.10
101.24,100.65,101.24,100.17
100.23,101.19,101.19,100.07
102.01,101.37,102.09,101.23
101.70,102.06,102.09,101.65
102.23,102.30,102.53,102.18
102.50,103.11,103.11,102.31
103.19,103.57,103.70,103.06
103.03,102.24,103.07,102.10
102.32,102.54,102.67,102.11
102.43,103.11,103.11,102.43
103.02,103.13,103.31,102.73
103.40,103.10,103.40,102.96
102.97,101.76,103.08,101.40
100.84,102.37,102.38,100.50
102.10,100.55,102.30,100.46
100.73,101.14,102.20,100.73
100.47,99.68,101.01,99.65
100.36,99.05,100.54,98.82
98.38,97.61,99.88,97.54
97.74,99.50,99.50,97.74
101.03,102.19,102.26,101.02
102.50,102.89,102.94,102.34
103.05,103.68,103.71,102.50
104.00,104.06,104.48,103.96
104.10,103.81,104.10,103.81
104.02,104.13,104.31,103.96
104.08,103.63,104.08,103.56
103.37,102.92,103.56,102.79
103.26,101.92,103.39,101.91
102.18,101.72,102.74,101.19
101.16,100.01,101.25,99.79
100.12,98.60,100.12,98.26
99.10,99.39,99.56,98.92
100.25,101.48,101.65,100.25
101.78,101.24,101.78,100.52
101.16,99.85,101.16,99.51
100.61,99.71,102.02,99.11
98.85,99.17,99.66,98.26
99.70,97.67,99.70,97.64
97.61,98.85,98.85,97.35
99.36,99.39,99.70,98.37
99.41,99.81,100.11,99.13
100.13,101.57,101.85,99.60
101.77,101.94,102.40,101.56
101.75,101.56,101.79,101.11
99.92,98.90,99.92,98.36
100.48,98.17,100.48,98.17
98.26,99.08,99.10,97.33
99.05,98.15,99.46,98.07
98.49,99.06,99.13,97.10
99.53,100.34,100.37,99.25
100.12,100.39,101.07,100.12
100.92,101.51,101.58,100.58
101.49,101.13,102.14,100.83
100.81,100.95,101.27,100.67
101.42,102.36,102.36,101.20
102.40,102.62,102.78,102.19
103.49,104.30,104.32,103.38
104.66,105.15,105.19,104.48
105.01,105.01,105.12,104.79
105.00,105.09,105.28,104.85
105.28,105.81,105.90,105.07
105.78,106.48,106.63,105.43
106.51,106.34,106.51,105.82
106.23,106.57,106.71,105.91
106.23,106.42,106.67,106.16
106.66,106.84,107.03,106.50
106.91,106.37,106.92,106.34
106.52,107.45,107.45,106.36
107.08,106.56,107.14,106.25
106.35,106.14,106.36,105.58
106.67,106.41,106.67,105.94
106.11,104.95,106.36,104.83
105.14,105.42,105.66,105.04
104.70,103.55,104.70,103.37
103.41,102.76,103.68,102.69
102.44,103.38,103.38,102.38
103.22,102.87,103.27,102.30
103.14,104.07,104.07,103.07
103.61,103.83,104.12,103.49
103.79,105.16,105.39,103.44
105.04,105.11,105.45,104.94
105.79,106.03,106.29,105.63
106.03,105.84,106.29,105.84
105.96,105.52,106.14,105.52
105.29,102.61,105.41,102.61
101.92,102.47,102.84,101.48
102.32,102.98,102.98,102.14
103.43,103.90,103.98,103.42
103.39,103.13,103.91,103.05
103.05,102.39,103.05,102.11
102.53,102.47,103.02,102.42
102.05,103.55,103.68,102.05
103.48,103.41,104.18,103.34
103.63,103.88,104.05,103.63
103.85,104.28,104.35,103.56
104.36,104.78,104.78,104.36
104.90,104.41,105.25,104.29
104.35,103.96,104.35,103.50
104.39,104.95,105.22,104.28
104.83,104.99,105.01,104.68
104.28,103.23,104.28,102.99
103.77,104.97,105.11,103.77
105.47,105.12,105.65,105.03
105.41,106.01,106.17,104.95
105.66,106.30,106.54,105.66
107.51,107.46,107.66,107.15
107.77,107.38,108.08,107.36
107.56,107.53,108.00,106.80
107.11,107.21,107.54,106.53
106.71,105.62,106.71,105.20
105.94,106.69,106.69,105.91
106.97,106.76,107.32,106.75
106.59,105.41,106.59,105.21
105.72,104.59,105.81,104.13
104.73,105.51,105.70,104.73
106.37,106.93,106.98,106.37
106.80,106.58,106.93,106.53
105.99,106.08,106.31,105.62
106.47,106.49,106.76,106.29
107.24,108.09,108.09,107.08
108.31,107.70,108.31,107.45
107.44,108.19,108.34,107.44
108.29,107.99,108.40,107.87
108.07,107.97,108.40,107.79
107.93,108.30,108.42,107.88
108.22,108.23,108.50,108.20
107.96,106.84,108.18,106.42
107.12,108.65,108.75,107.06
108.42,108.49,108.54,108.20
108.38,107.86,108.38,107.68
108.28,108.43,108.46,107.42
107.57,107.94,108.40,107.38
108.50,108.34,108.78,108.17
107.74,107.26,108.03,107.10
107.26,107.24,107.39,106.64
107.24,106.15,107.24,105.68
105.87,105.71,106.04,104.91
106.19,107.48,107.63,106.14
107.80,107.43,107.95,107.38
107.01,106.69,107.07,106.58
105.99,106.04,106.10,105.31
105.96,106.62,106.83,105.89
106.94,107.00,107.11,106.34
106.92,107.87,108.03,106.92
108.28,107.18,108.28,107.10
107.65,107.76,108.09,107.60
108.09,108.01,108.09,107.54
107.49,107.08,107.84,107.08
107.43,106.91,107.43,106.67
106.53,105.72,106.53,105.42
104.72,103.28,105.09,103.28
103.96,103.60,104.13,103.33
104.63,104.07,104.72,103.70
104.36,104.31,104.48,103.74
103.31,103.72,104.18,103.28
103.78,103.83,103.96,101.89
103.12,102.25,103.12,102.15
103.70,102.25,103.70,102.25
103.74,103.77,103.85,103.07
104.26,105.31,105.32,104.26
105.50,105.87,106.12,105.46
105.90,105.61,106.02,105.48
106.39,107.17,107.17,106.39
108.22,108.75,108.76,108.07
109.00,109.08,109.44,108.71
108.78,108.78,109.16,108.62
107.70,107.42,107.92,107.19
107.69,107.21,108.11,106.98
108.78,107.01,108.78,106.87
106.55,105.93,106.75,105.77
106.57,106.93,107.14,105.62
107.04,107.66,107.76,106.40
107.39,108.04,108.19,106.99
108.49,107.70,108.49,107.69
107.82,107.23,107.87,106.61
107.29,107.05,107.35,106.73
108.02,108.16,108.86,108.02
108.41,106.93,108.71,106.79
106.89,106.72,106.93,106.18
107.46,108.20,108.28,107.46
107.92,106.88,107.98,106.59
106.44,107.16,107.35,105.11
107.31,107.12,107.74,106.91
106.80,107.54,107.58,106.70
106.98,108.21,108.21,106.81
108.22,107.57,108.22,107.44
107.29,106.77,107.54,106.26
105.76,104.10,106.10,104.10
103.52,100.14,103.52,100.07
90.11,96.16,99.79,78.05
97.12,95.21,99.85,95.21
98.37,100.02,100.17,96.35
101.02,102.46,102.46,100.41
102.02,102.56,102.86,101.91
102.14,101.85,102.81,101.47
100.84,98.56,100.84,98.07
99.54,100.76,100.76,99.04
101.14,101.08,102.09,100.60
100.07,99.64,100.07,99.15
101.36,102.19,102.25,101.17
103.19,101.06,103.19,100.91
101.00,101.97,102.36,101.00
101.59,102.46,102.46,101.43
102.71,101.96,102.71,101.77
102.35,103.57,103.62,102.08
103.57,104.06,104.06,103.17
103.84,103.74,105.01,103.59
102.46,102.38,103.46,101.83
102.77,103.20,103.65,102.77
101.88,101.62,101.88,100.94
101.67,101.76,101.94,101.15
100.56,101.65,101.71,99.76
102.32,100.93,102.36,100.65
100.47,98.44,100.56,98.36
98.75,98.17,99.18,97.55
99.44,100.30,100.38,99.06
100.30,100.35,100.46,99.11
99.43,102.17,102.17,98.94
102.87,104.25,104.54,102.87
104.23,104.33,104.58,103.73
105.00,104.99,105.09,103.60
104.81,105.59,105.76,104.21
105.77,106.04,106.09,105.47
105.82,106.21,106.29,105.82
105.75,105.80,106.54,105.71
105.63,105.67,106.33,105.34
106.16,106.95,106.97,105.97
107.18,107.42,107.42,106.82
107.10,107.76,107.85,106.94
107.42,107.12,107.50,106.77
107.46,106.09,107.46,106.09
106.85,108.43,108.68,106.85
111.48,111.56,111.91,110.94
111.30,111.49,111.61,110.90
111.13,110.74,111.36,110.70
111.33,112.48,112.48,111.00
111.69,111.89,112.15,111.63
112.10,111.60,112.31,111.60
111.78,112.59,112.66,111.53
112.50,113.20,113.55,112.16
113.54,113.55,113.79,113.28
113.77,113.44,114.30,113.18
113.39,113.94,114.01,112.97
113.69,112.71,113.69,112.11
112.29,112.20,112.35,111.58
112.49,112.46,113.14,112.11
112.07,111.16,112.34,111.16
110.67,109.00,110.67,109.00
108.73,110.39,110.42,108.73
110.67,110.49,111.31,110.20
111.00,112.25,112.25,110.76
112.22,112.68,113.07,112.22
112.87,113.37,113.47,112.87
113.55,113.02,113.62,112.71
112.31,112.97,113.20,111.76
113.00,112.88,113.13,112.82
112.93,113.03,113.26,112.80
113.28,113.03,113.38,112.72
113.42,114.39,114.39,113.42
114.37,113.78,114.96,113.59
114.31,112.14,114.31,111.66
112.28,114.49,114.64,112.28
114.65,113.74,114.65,113.25
112.56,113.63,113.92,112.44
113.42,111.98,113.89,111.43
112.42,112.23,112.95,111.74
110.94,109.79,111.15,109.70
109.90,110.59,110.61,108.68
111.46,111.34,112.07,111.22
111.98,112.91,113.04,111.26
113.35,111.25,113.35,111.25
110.99,109.26,111.05,109.26
110.27,110.04,110.27,109.23
110.39,110.80,110.97,110.03
111.32,111.58,111.68,111.24
111.41,111.37,111.70,111.28
111.39,111.50,111.50,110.45
112.09,112.99,113.32,112.09
112.94,112.16,112.94,112.12
111.92,110.69,111.92,110.69
108.49,108.29,108.49,107.03
108.91,107.98,108.91,107.60
106.36,106.54,107.32,106.00
104.71,103.39,105.66,103.23
104.20,102.36,104.53,102.29
102.88,103.05,103.24,101.45
103.98,104.01,104.39,102.74
104.60,100.77,104.61,100.73
101.14,102.65,103.38,99.66
99.58,99.44,100.52,98.19
100.66,99.37,100.67,98.50
97.91,98.96,99.67,95.71
99.16,99.27,100.59,97.97
100.88,101.65,101.65,100.85
101.53,100.28,101.86,100.28
100.81,101.31,101.46,100.24
100.70,98.97,100.99,98.72
100.73,100.54,100.82,99.34
100.73,103.20,103.20,100.64
102.77,103.47,103.86,102.56
103.03,101.15,103.03,100.83
101.86,100.62,101.86,99.26
100.38,101.13,101.51,99.99
100.30,96.75,100.30,96.67
95.15,94.96,95.22,93.33
93.74,94.45,96.00,93.65
95.67,95.07,96.66,95.03
94.07,95.04,95.68,93.75
96.07,96.40,96.50,95.51
97.64,98.49,98.53,97.27
99.37,101.04,101.25,99.31
101.56,100.52,101.62,100.40
100.19,101.01,101.16,100.19
101.96,102.62,102.77,101.96
102.19,100.91,102.19,100.85
99.87,101.79,101.81,99.10
102.17,103.05,103.05,101.24
103.60,102.91,103.69,102.68
102.86,102.48,103.80,102.44
103.12,105.44,105.44,103.12
105.28,105.68,105.68,104.94
105.74,105.69,105.74,104.97
106.02,105.93,106.57,105.48
105.46,105.14,105.75,104.50
104.61,104.22,105.28,104.18
104.74,105.01,105.15,104.44
105.80,104.93,106.17,103.78
106.00,106.89,106.89,105.92
106.51,107.00,107.15,106.51
106.57,106.99,107.20,106.33
106.96,108.17,108.38,106.65
107.87,108.59,108.86,107.87
109.08,108.75,109.08,108.32
108.53,109.17,109.17,108.46
108.49,109.27,109.57,108.49
108.76,108.19,108.76,108.12
107.74,108.47,108.52,107.57
108.73,108.22,108.73,108.10
108.11,110.14,110.23,108.00
110.74,110.72,111.37,110.52
110.75,110.66,111.14,110.42
110.01,111.59,111.59,109.77
111.71,110.75,111.71,110.66
110.04,109.53,110.21,109.53
109.72,110.94,110.96,109.45
110.33,109.37,110.33,109.06
110.00,109.34,110.42,109.11
109.92,109.08,110.53,109.08
109.17,109.71,109.84,108.51
110.79,111.42,111.47,110.46
111.42,111.41,111.69,111.00
111.36,111.06,111.36,110.94
110.93,111.74,111.76,110.71
111.76,110.81,111.76,110.19
110.86,111.27,111.74,110.61
111.38,111.23,111.66,111.09
109.88,109.58,110.14,108.96
109.20,109.31,109.41,109.00
109.64,109.10,109.73,108.83
107.98,108.70,108.70,107.57
108.91,107.35,109.53,107.12
107.67,107.07,107.72,106.31
107.30,107.99,108.12,106.88
107.24,106.82,107.49,106.57
106.32,106.25,106.55,105.88
106.61,106.06,106.81,106.02
105.76,106.98,106.98,105.76
106.94,107.11,107.57,106.94
107.67,108.69,108.75,107.51
108.50,108.14,109.01,108.14
108.49,107.78,108.49,107.08
107.51,107.43,108.31,107.24
107.67,108.75,109.00,107.43
108.46,107.43,108.65,107.24
107.11,107.93,108.65,107.11
107.65,107.40,107.92,106.70
107.99,108.77,108.98,107.61
108.68,108.57,109.16,108.57
109.00,110.81,110.90,109.00
111.31,111.63,111.83,110.96
111.47,111.91,112.02,111.47
111.88,112.48,112.50,111.88
112.59,112.83,112.83,112.15
112.35,112.77,112.97,112.21
112.40,112.91,112.91,112.25
112.74,112.50,112.77,111.81
112.65,112.99,113.23,112.65
113.18,113.06,113.47,113.04
113.32,113.37,113.56,113.04
112.88,113.25,113.35,112.87
112.27,111.80,112.44,111.61
111.27,111.04,112.01,110.87
110.76,111.10,111.36,110.50
111.30,110.87,111.50,110.86
110.15,111.08,111.19,109.74
111.17,110.22,111.17,109.89
111.24,110.97,111.98,110.97
110.95,111.29,111.42,110.95
111.41,110.67,111.59,110.64
111.56,112.43,112.43,111.18
108.28,107.60,109.77,107.45
106.72,104.75,106.72,104.31
105.98,106.89,106.91,105.90
107.84,108.70,108.94,107.82
109.03,109.98,109.98,108.83
109.99,110.22,110.71,109.88
109.57,109.42,109.60,108.96
108.85,110.24,110.24,108.64
110.28,110.38,110.76,109.90
111.10,112.30,112.38,111.07
112.97,113.02,113.37,112.97
113.77,114.11,114.24,113.55
114.45,113.92,114.45,113.92
114.59,114.68,114.91,114.54
114.93,114.46,115.00,114.27
114.60,115.19,115.31,114.21
114.71,114.78,115.10,114.71
115.78,116.43,116.74,115.62
116.51,115.76,116.53,115.58
115.81,116.44,116.44,115.54
116.38,116.37,116.45,116.04
116.54,116.92,117.21,116.36
117.89,117.45,117.89,117.10
117.91,117.96,118.04,117.47
118.31,118.19,118.42,117.94
118.19,118.57,118.72,118.04
118.36,117.41,118.45,116.91
117.27,117.81,117.82,117.27
117.89,118.43,118.57,117.81
119.02,119.82,119.90,119.02
119.93,119.78,119.95,119.53
119.84,119.99,120.29,119.82
120.01,119.66,120.01,119.47
119.98,120.18,120.37,119.90
119.96,120.12,120.12,119.79
120.20,120.60,120.87,120.20
120.47,119.97,120.47,119.97
119.97,119.86,119.97,119.19
119.85,120.05,120.11,119.67
119.80,120.24,120.30,119.63
120.12,120.20,120.42,119.83
120.68,120.78,121.01,120.68
120.78,120.10,120.78,119.81
119.90,120.36,120.49,119.46
120.39,120.24,121.32,120.06
120.72,121.01,121.31,120.72
120.83,120.68,121.13,120.40
120.59,120.66,120.68,120.21
120.54,121.02,121.09,120.08
121.38,121.55,121.85,121.09
121.96,122.20,122.20,121.57
122.40,122.39,122.46,122.01
122.35,121.53,122.35,121.27
120.80,118.97,120.80,118.93
117.93,120.56,120.61,117.93
120.00,119.39,120.10,118.93
119.53,119.91,120.47,119.53
119.95,121.77,121.86,119.95
121.86,121.41,121.86,120.91
121.86,121.34,122.40,121.12
121.73,121.55,121.93,121.20
121.79,122.68,122.68,121.36
123.35,123.56,123.67,123.29
123.25,122.66,123.28,122.47
121.71,121.52,121.78,121.36
121.89,123.02,123.09,121.89
123.28,123.59,123.59,122.82
123.62,122.96,123.62,122.72
123.25,123.61,124.05,123.25
123.88,123.43,123.88,123.15
123.99,123.10,123.99,122.75
123.55,123.90,124.17,123.16
124.06,123.99,124.10,123.30
124.31,123.54,124.31,123.05
124.09,124.20,124.63,124.09
124.62,122.52,124.62,122.02
122.57,122.54,122.79,121.99
121.22,121.67,122.05,120.58
122.52,122.34,122.94,122.10
122.19,121.64,122.19,121.62
123.15,122.67,123.15,122.45
122.54,122.84,122.98,122.54
122.76,122.56,122.76,121.80
123.39,123.15,123.39,122.65
124.00,124.83,124.83,124.00
124.74,124.26,124.74,124.08
123.49,123.58,124.26,123.28
124.23,122.98,124.23,122.94
122.84,122.66,123.96,122.47
122.95,122.87,123.22,122.85
123.09,121.90,123.09,120.96
121.77,120.83,122.19,120.75
120.55,119.94,120.74,119.82
119.88,119.57,120.55,119.50
121.26,122.52,122.52,121.26
122.50,123.05,123.50,122.16
121.04,122.76,122.86,120.00
123.33,120.76,123.54,119.26
120.53,121.38,121.59,120.53
121.95,119.68,121.95,119.00
120.42,121.34,121.68,120.42
120.94,122.33,122.33,120.94
122.29,123.24,123.24,122.29
123.46,123.11,123.83,122.99
123.54,124.49,124.49,123.36
124.83,124.63,124.88,124.43
124.38,124.08,124.38,123.73
124.19,124.44,124.54,124.19
124.38,124.18,124.81,124.10
124.20,124.29,124.91,123.97
124.50,122.92,124.55,122.92
122.90,120.05,122.90,119.78
119.75,120.46,120.71,119.60
121.10,122.03,122.05,120.86
122.29,122.43,122.50,121.79
