CIDM,Cinedigm Corp - Class A Common Stock,NASDAQ
1.52,1.50,1.59,1.49
1.52,1.59,1.59,1.52
1.59,1.51,1.59,1.51
1.54,1.53,1.58,1.52
1.42,1.41,1.45,1.38
1.40,1.40,1.44,1.38
1.38,1.42,1.42,1.38
1.40,1.40,1.40,1.38
1.39,1.39,1.42,1.38
1.42,1.42,1.42,1.38
1.44,1.42,1.45,1.42
1.48,1.44,1.50,1.40
1.40,1.44,1.44,1.37
1.41,1.39,1.41,1.39
1.39,1.44,1.45,1.39
1.42,1.44,1.46,1.39
1.44,1.37,1.44,1.37
1.35,1.42,1.42,1.25
1.42,1.41,1.43,1.36
1.40,1.43,1.43,1.36
1.39,1.38,1.43,1.38
1.36,1.38,1.42,1.36
1.38,1.36,1.41,1.36
1.38,1.37,1.40,1.37
1.40,1.37,1.40,1.36
1.38,1.39,1.42,1.38
1.38,1.38,1.41,1.37
1.38,1.40,1.44,1.37
1.40,1.47,1.47,1.38
1.45,1.40,1.45,1.40
1.40,1.41,1.44,1.40
1.44,1.37,1.44,1.37
1.37,1.44,1.44,1.37
1.42,1.42,1.47,1.40
1.40,1.47,1.47,1.40
1.50,1.43,1.50,1.43
1.48,1.44,1.50,1.43
1.46,1.46,1.46,1.38
1.40,1.43,1.44,1.40
1.44,1.45,1.46,1.41
1.44,1.46,1.46,1.44
1.46,1.41,1.46,1.41
1.41,1.41,1.44,1.41
1.42,1.42,1.45,1.42
1.43,1.39,1.43,1.39
1.40,1.41,1.41,1.39
1.41,1.46,1.49,1.41
1.47,1.42,1.48,1.42
1.44,1.42,1.47,1.42
1.45,1.42,1.45,1.42
1.44,1.44,1.48,1.44
1.49,1.44,1.49,1.44
1.50,1.50,1.50,1.44
1.50,1.54,1.54,1.46
1.53,1.48,1.53,1.48
1.49,1.50,1.51,1.42
1.49,1.46,1.50,1.46
1.48,1.54,1.58,1.45
1.51,1.51,1.56,1.43
1.50,1.54,1.55,1.45
1.56,1.48,1.56,1.47
1.48,1.50,1.53,1.48
1.48,1.48,1.52,1.44
1.45,1.48,1.54,1.45
1.48,1.50,1.54,1.48
1.47,1.47,1.50,1.44
1.50,1.52,1.55,1.48
1.50,1.50,1.51,1.49
1.50,1.50,1.50,1.49
1.50,1.53,1.54,1.49
1.48,1.50,1.53,1.48
1.50,1.50,1.50,1.46
1.50,1.46,1.50,1.46
1.48,1.50,1.50,1.48
1.50,1.50,1.51,1.46
1.50,1.50,1.53,1.47
1.49,1.53,1.53,1.46
1.51,1.58,1.58,1.47
1.56,1.57,1.57,1.52
1.58,1.54,1.58,1.52
1.55,1.64,1.64,1.53
1.57,1.53,1.57,1.52
1.55,1.59,1.59,1.53
1.57,1.53,1.59,1.49
1.51,1.77,1.90,1.48
1.83,1.75,1.85,1.61
1.75,1.69,1.80,1.65
1.69,1.75,1.79,1.60
1.77,1.88,1.96,1.66
1.94,1.81,1.96,1.81
1.80,1.77,1.84,1.70
1.79,1.78,1.82,1.74
1.76,1.77,1.81,1.73
1.79,1.79,1.80,1.72
1.77,1.74,1.78,1.72
1.74,1.73,1.78,1.62
1.64,1.75,1.78,1.64
1.73,1.75,1.78,1.66
1.77,1.72,1.78,1.71
1.71,1.72,1.83,1.70
1.74,1.80,1.80,1.71
1.77,1.74,1.80,1.72
1.71,1.75,1.87,1.71
1.75,2.16,2.17,1.75
2.17,2.16,2.29,2.02
2.17,2.08,2.18,2.06
2.05,2.01,2.11,1.90
2.04,2.06,2.10,1.96
2.06,2.06,2.08,1.98
2.04,2.09,2.15,2.04
2.13,2.15,2.19,1.96
2.14,2.26,2.30,2.10
2.23,2.31,2.45,2.22
2.32,2.30,2.41,2.26
2.34,2.30,2.34,2.23
2.33,2.28,2.39,2.27
2.32,2.27,2.37,2.24
2.25,2.18,2.29,2.15
2.16,2.16,2.22,2.10
2.16,2.08,2.16,2.06
2.12,2.06,2.12,2.04
2.04,1.97,2.06,1.90
1.91,2.14,2.26,1.91
2.11,2.17,2.19,2.10
2.16,2.18,2.23,2.16
2.16,2.15,2.20,2.10
2.11,2.15,2.20,2.10
2.13,2.11,2.17,1.98
2.10,2.02,2.15,2.02
2.04,2.02,2.10,2.00
2.03,2.07,2.07,1.99
2.06,2.03,2.09,2.00
2.02,2.00,2.03,1.98
2.01,1.99,2.05,1.99
1.98,2.02,2.05,1.98
1.99,2.05,2.08,1.98
2.05,2.12,2.20,2.05
2.14,2.24,2.26,2.12
2.28,2.16,2.34,2.16
2.18,2.16,2.20,2.12
2.15,2.17,2.17,2.12
2.15,2.31,2.38,2.13
2.32,2.34,2.42,2.30
2.37,2.29,2.42,2.25
2.32,2.35,2.40,2.30
2.35,2.31,2.41,2.25
2.37,2.30,2.37,2.28
2.32,2.34,2.36,2.28
2.32,2.52,2.54,2.30
2.49,2.59,2.63,2.42
2.59,2.43,2.59,2.42
2.45,2.40,2.51,2.40
2.43,2.41,2.49,2.35
2.42,2.55,2.56,2.32
2.59,2.65,2.70,2.55
2.58,2.64,2.68,2.58
2.70,2.76,2.90,2.62
2.76,2.81,2.94,2.64
2.84,2.80,2.88,2.72
2.78,2.85,2.90,2.78
2.85,2.89,3.06,2.85
2.91,2.94,2.94,2.81
2.90,2.84,3.01,2.76
2.85,2.89,3.01,2.85
2.89,2.93,2.95,2.88
2.72,2.77,2.85,2.40
2.72,2.91,2.94,2.61
2.88,2.84,2.90,2.75
2.82,2.86,2.88,2.77
2.85,2.82,2.88,2.80
2.75,2.92,2.92,2.71
2.90,2.89,2.92,2.78
2.90,2.92,2.95,2.84
2.90,2.92,2.95,2.87
2.92,2.94,2.98,2.92
2.86,2.95,2.98,2.77
2.94,3.10,3.20,2.94
3.07,3.17,3.25,3.01
3.15,2.99,3.17,2.96
2.97,2.91,2.99,2.88
2.90,2.76,2.90,2.71
2.77,2.97,3.00,2.77
2.94,2.92,3.00,2.91
2.96,2.93,2.97,2.84
2.95,3.06,3.10,2.90
3.06,3.10,3.10,3.00
3.11,3.19,3.24,3.11
3.17,3.16,3.22,3.12
2.77,2.80,2.84,2.66
2.75,2.83,2.85,2.70
2.80,2.80,2.85,2.70
2.80,2.77,2.85,2.71
2.78,2.75,2.84,2.73
2.73,2.60,2.83,2.56
2.59,2.52,2.76,2.47
2.51,2.56,2.62,2.42
2.73,2.68,2.78,2.64
2.70,2.70,2.75,2.61
2.70,2.63,2.70,2.62
2.66,2.55,2.69,2.54
2.52,2.56,2.63,2.49
2.60,2.56,2.66,2.49
2.58,2.55,2.60,2.46
2.56,2.47,2.56,2.45
2.44,2.50,2.50,2.42
2.50,2.49,2.54,2.46
2.48,2.43,2.49,2.37
2.49,2.56,2.58,2.45
2.54,2.74,2.75,2.54
2.72,2.69,2.73,2.59
2.68,2.70,2.72,2.67
2.68,2.58,2.72,2.57
2.60,2.46,2.60,2.40
2.48,2.43,2.50,2.38
2.43,2.43,2.51,2.39
2.42,2.44,2.54,2.42
2.43,2.50,2.52,2.39
2.48,2.49,2.50,2.41
2.49,2.50,2.51,2.44
2.47,2.47,2.48,2.43
2.48,2.41,2.48,2.39
2.40,2.44,2.46,2.38
2.41,2.38,2.45,2.38
2.32,2.34,2.38,2.20
2.34,2.35,2.40,2.32
2.33,2.38,2.42,2.30
2.37,2.33,2.37,2.30
2.31,2.34,2.37,2.23
2.39,2.33,2.39,2.23
2.30,2.44,2.49,2.30
2.44,2.43,2.54,2.39
2.41,2.42,2.51,2.38
2.39,2.32,2.40,2.31
2.37,2.40,2.45,2.32
2.43,2.45,2.45,2.29
2.45,2.40,2.48,2.40
2.44,2.42,2.49,2.34
2.36,2.44,2.48,2.35
2.45,2.40,2.46,2.35
2.42,2.44,2.48,2.36
2.45,2.45,2.47,2.42
2.40,2.73,2.75,2.40
2.73,2.72,2.79,2.68
2.72,2.66,2.72,2.60
2.66,2.64,2.70,2.58
2.61,2.59,2.65,2.56
2.60,2.69,2.74,2.57
2.69,2.70,2.73,2.62
2.70,2.69,2.70,2.64
2.66,2.80,2.80,2.57
2.79,2.83,2.84,2.68
2.79,2.86,2.86,2.76
2.81,2.95,2.96,2.80
2.99,2.97,3.05,2.89
3.00,2.91,3.00,2.85
2.89,2.90,2.95,2.81
2.55,2.65,2.82,2.45
2.62,2.65,2.73,2.57
2.65,2.49,2.67,2.35
2.51,2.52,2.59,2.46
2.49,2.49,2.54,2.39
2.49,2.43,2.51,2.43
2.44,2.38,2.45,2.38
2.39,2.35,2.40,2.27
2.35,2.32,2.40,2.31
2.30,2.30,2.34,2.24
2.29,2.30,2.34,2.29
2.29,2.34,2.36,2.26
2.35,2.43,2.47,2.30
2.45,2.53,2.60,2.37
2.51,2.42,2.56,2.37
2.39,2.47,2.48,2.39
2.44,2.44,2.47,2.40
2.46,2.50,2.59,2.45
2.49,2.49,2.57,2.46
2.53,2.55,2.58,2.45
2.52,2.45,2.54,2.45
2.45,2.33,2.45,2.28
2.32,2.28,2.34,2.24
2.30,2.33,2.35,2.14
2.29,2.27,2.43,2.05
2.27,2.24,2.34,2.16
2.23,2.22,2.25,2.11
2.20,2.23,2.30,2.20
2.26,2.19,2.26,2.16
2.20,2.17,2.20,2.10
2.16,2.19,2.19,2.04
2.20,2.25,2.29,2.10
2.35,2.26,2.35,2.18
2.26,2.34,2.34,2.19
2.31,2.20,2.31,2.13
2.23,2.17,2.23,2.13
2.00,2.06,2.19,2.00
2.05,2.16,2.17,2.05
2.19,2.13,2.19,2.07
2.15,2.18,2.24,2.08
2.19,2.15,2.24,2.08
2.15,2.08,2.16,2.05
2.14,2.01,2.14,1.91
2.00,1.95,2.01,1.87
1.96,1.86,1.96,1.82
1.85,1.87,1.89,1.82
1.88,1.81,1.90,1.79
1.81,1.79,1.91,1.79
1.80,1.78,1.84,1.76
1.78,1.76,1.81,1.74
1.75,1.76,1.80,1.71
1.73,1.71,1.76,1.65
1.72,1.74,1.77,1.66
1.74,1.79,1.97,1.72
1.78,1.88,1.99,1.78
1.86,1.81,1.86,1.78
1.80,1.83,1.85,1.77
1.83,1.86,1.87,1.79
2.03,2.00,2.37,1.93
1.95,1.81,1.98,1.73
1.81,1.70,1.93,1.69
1.70,1.57,1.75,1.55
1.56,1.62,1.72,1.53
1.63,1.52,1.63,1.52
1.52,1.53,1.58,1.50
1.50,1.59,1.60,1.45
1.59,1.55,1.59,1.54
1.56,1.50,1.56,1.47
1.50,1.51,1.55,1.44
1.54,1.50,1.54,1.49
1.49,1.45,1.52,1.45
1.43,1.39,1.43,1.35
1.38,1.50,1.51,1.33
1.58,1.46,1.58,1.43
1.43,1.55,1.58,1.38
1.54,1.55,1.64,1.46
1.57,1.54,1.57,1.50
1.51,1.57,1.62,1.41
1.54,1.63,1.67,1.43
1.66,1.56,1.66,1.56
1.54,1.57,1.57,1.52
1.57,1.63,1.63,1.52
1.62,1.61,1.65,1.57
1.62,1.65,1.66,1.60
1.66,1.63,1.66,1.59
1.61,1.58,1.62,1.55
1.58,1.67,1.85,1.57
1.66,1.66,1.68,1.63
1.64,1.62,1.73,1.58
1.67,1.55,1.67,1.52
1.55,1.55,1.57,1.51
1.54,1.48,1.59,1.48
1.49,1.54,1.55,1.48
1.55,1.54,1.56,1.50
1.54,1.55,1.57,1.50
1.54,1.49,1.55,1.44
1.45,1.46,1.53,1.42
1.46,1.50,1.52,1.38
1.50,1.48,1.52,1.46
1.51,1.64,1.64,1.49
1.74,1.66,1.74,1.59
1.69,1.68,1.69,1.62
1.66,1.64,1.69,1.61
1.66,1.71,1.73,1.57
1.72,1.70,1.77,1.69
1.70,1.84,1.84,1.70
1.84,1.86,1.86,1.79
1.82,1.97,1.99,1.76
1.95,1.78,1.98,1.77
1.78,1.79,1.83,1.74
1.79,1.79,1.85,1.75
1.78,1.80,1.87,1.77
1.95,1.75,2.00,1.75
1.75,1.78,1.81,1.75
1.73,1.69,1.75,1.63
1.68,1.75,1.76,1.57
1.69,1.64,1.72,1.64
1.66,1.66,1.70,1.63
1.62,1.66,1.68,1.62
1.66,1.60,1.69,1.60
1.59,1.55,1.62,1.54
1.52,1.55,1.58,1.51
1.57,1.61,1.63,1.56
1.60,1.61,1.62,1.58
1.60,1.67,1.67,1.60
1.67,1.63,1.67,1.59
1.61,1.59,1.69,1.58
1.58,1.60,1.63,1.58
1.58,1.63,1.65,1.58
1.63,1.58,1.64,1.58
1.59,1.62,1.65,1.58
1.64,1.63,1.65,1.61
1.62,1.59,1.65,1.59
1.60,1.58,1.61,1.55
1.56,1.59,1.60,1.55
1.61,1.60,1.62,1.56
1.59,1.59,1.62,1.58
1.58,1.60,1.61,1.58
1.63,1.60,1.63,1.58
1.59,1.58,1.59,1.55
1.59,1.53,1.62,1.52
1.52,1.55,1.56,1.50
1.55,1.51,1.58,1.51
1.52,1.52,1.54,1.49
1.53,1.50,1.53,1.47
1.51,1.50,1.54,1.48
1.49,1.51,1.52,1.49
1.50,1.48,1.55,1.48
1.50,1.44,1.53,1.41
1.43,1.48,1.48,1.40
1.46,1.49,1.51,1.41
1.49,1.45,1.49,1.44
1.46,1.52,1.52,1.45
1.50,1.50,1.52,1.49
1.51,1.51,1.52,1.47
1.50,1.53,1.54,1.49
1.54,1.59,1.59,1.50
1.59,1.64,1.66,1.55
1.64,1.60,1.67,1.60
1.62,1.66,1.67,1.60
1.65,1.72,1.79,1.65
1.72,1.71,1.74,1.69
1.70,1.69,1.70,1.62
1.67,1.65,1.70,1.64
1.66,1.56,1.69,1.56
1.58,1.52,1.61,1.52
1.58,1.52,1.59,1.50
1.52,1.51,1.52,1.47
1.50,1.57,1.60,1.50
1.56,1.55,1.58,1.54
1.56,1.56,1.59,1.53
1.55,1.55,1.58,1.55
1.55,1.56,1.58,1.54
1.57,1.61,1.63,1.57
1.59,1.52,1.59,1.52
1.53,1.52,1.55,1.52
1.51,1.52,1.54,1.51
1.52,1.51,1.55,1.51
1.53,1.53,1.55,1.51
1.53,1.53,1.55,1.52
1.55,1.53,1.56,1.52
1.53,1.51,1.53,1.51
1.51,1.51,1.52,1.50
1.51,1.51,1.54,1.50
1.53,1.49,1.53,1.49
1.49,1.49,1.51,1.48
1.48,1.52,1.53,1.48
1.53,1.51,1.60,1.51
1.53,1.55,1.56,1.53
1.54,1.57,1.59,1.54
1.57,1.59,1.61,1.57
1.59,1.62,1.63,1.57
1.63,1.58,1.64,1.55
1.59,1.56,1.59,1.56
1.55,1.55,1.58,1.53
1.56,1.55,1.57,1.54
1.54,1.46,1.55,1.38
1.44,1.36,1.44,1.35
1.38,1.33,1.38,1.31
1.32,1.27,1.35,1.26
1.27,1.25,1.28,1.24
1.25,1.20,1.26,1.19
1.20,1.26,1.28,1.20
1.25,1.33,1.34,1.24
1.34,1.33,1.35,1.29
1.34,1.30,1.36,1.30
1.30,1.26,1.30,1.26
1.20,0.97,1.20,0.90
1.05,0.95,1.05,0.95
1.00,0.88,1.00,0.88
0.88,0.84,0.91,0.81
0.83,0.78,0.84,0.78
0.98,0.83,0.98,0.77
0.84,0.87,0.88,0.82
0.91,0.92,0.95,0.91
0.90,0.88,0.90,0.86
0.88,0.85,0.90,0.83
0.86,0.86,0.90,0.85
0.88,0.86,0.90,0.86
0.86,0.88,0.95,0.85
0.88,0.91,0.95,0.86
0.90,0.88,0.93,0.87
0.89,0.91,0.92,0.88
0.90,0.94,0.97,0.90
1.00,0.95,1.00,0.94
0.96,0.94,1.03,0.93
0.95,0.91,1.00,0.89
0.90,0.87,0.93,0.85
0.89,0.89,0.90,0.86
0.97,0.88,0.97,0.84
0.87,0.86,0.88,0.86
0.86,0.87,0.89,0.84
0.88,0.88,0.89,0.85
0.87,0.90,0.93,0.87
0.88,0.88,0.91,0.88
0.89,0.90,0.91,0.87
0.89,0.88,0.90,0.87
0.87,0.88,0.89,0.84
0.89,0.86,0.89,0.85
0.86,0.88,0.90,0.86
0.89,0.89,0.90,0.88
0.88,0.87,0.89,0.85
0.87,0.87,0.87,0.84
0.87,0.88,0.90,0.86
0.87,0.92,1.03,0.85
0.92,0.89,0.93,0.87
0.88,0.88,0.90,0.87
0.90,0.90,0.93,0.87
0.88,0.88,0.90,0.86
0.87,0.84,0.88,0.81
0.85,0.82,0.88,0.82
0.80,0.82,0.84,0.79
0.91,0.78,0.91,0.76
0.80,0.75,0.83,0.75
0.70,0.70,0.79,0.64
0.68,0.74,0.76,0.66
0.69,0.69,0.74,0.67
0.67,0.61,0.72,0.60
0.60,0.59,0.62,0.55
0.57,0.57,0.58,0.55
0.56,0.66,0.67,0.55
0.64,0.73,0.74,0.64
0.69,0.73,0.78,0.69
0.71,0.71,0.73,0.67
0.72,0.73,0.75,0.66
0.75,0.74,0.75,0.68
0.72,0.73,0.75,0.70
0.71,0.70,0.75,0.68
0.69,0.69,0.73,0.68
0.68,0.68,0.69,0.62
0.69,0.64,0.72,0.64
0.65,0.67,0.70,0.64
0.66,0.65,0.67,0.62
0.66,0.66,0.67,0.63
0.65,0.66,0.67,0.63
0.68,0.64,0.68,0.61
0.64,0.63,0.66,0.63
0.64,0.65,0.66,0.61
0.63,0.64,0.66,0.60
0.68,0.64,0.68,0.62
0.66,0.64,0.68,0.61
0.62,0.63,0.66,0.62
0.64,0.63,0.65,0.60
0.61,0.60,0.64,0.59
0.63,0.60,0.64,0.57
0.59,0.67,0.67,0.56
0.67,0.70,0.75,0.61
0.67,0.66,0.70,0.65
0.70,0.68,0.70,0.64
0.68,0.67,0.70,0.60
0.65,0.65,0.69,0.63
0.65,0.62,0.68,0.60
0.60,0.59,0.62,0.57
0.60,0.60,0.63,0.58
0.62,0.56,0.62,0.56
0.56,0.56,0.61,0.56
0.56,0.57,0.61,0.56
0.56,0.56,0.58,0.51
0.59,0.58,0.59,0.51
0.56,0.58,0.61,0.54
0.57,0.60,0.60,0.54
0.57,0.58,0.59,0.57
0.57,0.59,0.59,0.54
0.59,0.55,0.60,0.55
0.55,0.54,0.56,0.53
0.53,0.52,0.54,0.51
0.54,0.53,0.55,0.47
0.53,0.55,0.56,0.53
0.53,0.55,0.58,0.53
0.52,0.53,0.57,0.52
0.50,0.57,0.57,0.50
0.58,0.56,0.58,0.52
0.55,0.52,0.59,0.52
0.60,0.57,0.60,0.52
0.53,0.55,0.57,0.53
0.59,0.57,0.59,0.53
0.55,0.52,0.57,0.50
0.53,0.54,0.55,0.50
0.52,0.56,0.56,0.51
0.56,0.57,0.58,0.51
0.53,0.57,0.59,0.53
0.56,0.56,0.59,0.53
0.59,0.58,0.59,0.53
0.57,0.56,0.59,0.54
0.53,0.56,0.60,0.53
0.58,0.63,0.67,0.57
0.64,0.68,0.70,0.60
0.65,0.66,0.70,0.63
0.67,0.62,0.69,0.61
0.62,0.62,0.62,0.59
0.69,0.60,0.69,0.58
0.59,0.59,0.63,0.59
0.59,0.60,0.62,0.57
0.60,0.57,0.61,0.55
0.57,0.57,0.58,0.54
0.62,0.58,0.62,0.56
0.53,0.54,0.59,0.53
0.54,0.58,0.58,0.53
0.58,0.56,0.59,0.53
0.54,0.53,0.60,0.53
0.57,0.53,0.60,0.53
0.53,0.52,0.58,0.52
0.51,0.51,0.54,0.49
0.48,0.49,0.53,0.48
0.48,0.48,0.48,0.44
0.48,0.52,0.56,0.45
0.55,0.54,0.56,0.52
0.56,0.53,0.58,0.52
0.53,0.51,0.54,0.47
0.50,0.50,0.54,0.46
0.47,0.49,0.54,0.46
0.48,0.46,0.58,0.43
0.36,0.40,0.48,0.36
0.41,0.40,0.46,0.37
0.43,0.34,0.43,0.31
0.35,0.38,0.43,0.33
0.36,0.39,0.42,0.36
0.40,0.42,0.43,0.40
0.43,0.41,0.44,0.39
0.42,0.45,0.45,0.40
0.45,0.38,0.45,0.36
0.38,0.39,0.45,0.38
0.39,0.41,0.45,0.39
0.41,0.36,0.44,0.36
0.36,0.36,0.38,0.35
0.35,0.35,0.39,0.35
0.35,0.37,0.45,0.35
0.38,0.37,0.40,0.35
0.35,0.34,0.38,0.32
0.34,0.31,0.34,0.31
0.30,0.29,0.33,0.28
0.30,0.28,0.31,0.26
0.27,0.29,0.33,0.27
0.30,0.27,0.33,0.26
0.26,0.29,0.30,0.26
0.32,0.27,0.32,0.27
0.28,0.26,0.30,0.24
0.25,0.26,0.27,0.24
0.26,0.29,0.29,0.24
0.29,0.26,0.29,0.25
0.25,0.26,0.27,0.25
0.25,0.25,0.26,0.25
0.25,0.26,0.30,0.24
0.27,0.27,0.35,0.27
0.28,0.30,0.31,0.28
0.29,0.26,0.30,0.26
0.26,0.28,0.29,0.24
0.30,0.27,0.30,0.25
0.27,0.27,0.27,0.24
0.26,0.25,0.27,0.25
0.27,0.25,0.27,0.24
0.22,0.27,0.27,0.22
0.26,0.25,0.27,0.22
0.24,0.26,0.27,0.24
0.25,0.26,0.27,0.22
0.23,0.26,0.27,0.23
0.27,0.27,0.27,0.25
0.28,0.29,0.30,0.25
0.30,0.27,0.30,0.25
0.30,0.29,0.31,0.27
0.29,0.31,0.32,0.28
0.32,0.29,0.32,0.28
0.29,0.30,0.31,0.28
0.29,0.29,0.30,0.27
0.30,0.27,0.31,0.27
0.30,0.25,0.30,0.24
0.26,0.25,0.29,0.24
0.26,0.22,0.28,0.15
0.23,0.22,0.25,0.20
0.26,0.24,0.27,0.22
0.25,0.24,0.25,0.24
0.26,0.24,0.26,0.24
0.23,0.24,0.24,0.20
0.24,0.24,0.25,0.22
0.24,0.22,0.24,0.22
0.25,0.23,0.25,0.23
0.23,0.24,0.24,0.23
0.29,0.22,0.29,0.22
0.27,0.23,0.27,0.23
0.25,0.26,0.30,0.24
0.26,0.26,0.29,0.24
0.26,0.26,0.29,0.26
0.27,0.29,0.29,0.27
0.29,0.29,0.29,0.28
0.30,0.30,0.31,0.29
0.29,0.30,0.31,0.29
0.32,0.30,0.32,0.25
0.30,0.30,0.31,0.29
0.29,0.30,0.32,0.29
0.30,0.24,0.31,0.24
0.25,0.30,0.30,0.25
0.30,0.30,0.32,0.29
0.30,0.29,0.31,0.25
0.30,0.28,0.30,0.25
0.30,0.28,0.30,0.26
0.28,0.24,0.29,0.24
0.27,0.26,0.30,0.24
0.26,0.23,0.26,0.23
0.24,0.23,0.25,0.21
0.24,0.23,0.24,0.20
0.24,0.24,0.25,0.22
0.23,0.23,0.25,0.21
0.23,0.22,0.25,0.19
0.23,0.21,0.25,0.20
0.21,0.20,0.23,0.20
0.20,0.21,0.24,0.20
0.21,0.22,0.23,0.21
0.23,0.21,0.24,0.21
0.22,0.20,0.22,0.18
0.19,0.20,0.22,0.19
0.22,0.20,0.22,0.20
0.23,0.22,0.23,0.20
0.22,0.21,0.22,0.21
0.22,0.21,0.23,0.21
0.21,0.21,0.22,0.21
0.20,0.23,0.23,0.20
0.23,0.22,0.23,0.22
0.22,0.22,0.22,0.21
0.21,0.20,0.22,0.20
0.21,0.20,0.21,0.20
0.21,0.20,0.21,0.19
0.19,0.19,0.20,0.19
0.19,0.19,0.20,0.18
0.18,0.20,0.22,0.18
0.21,0.22,0.22,0.19
0.18,0.20,0.22,0.18
0.21,0.21,0.21,0.20
0.22,0.27,0.27,0.20
0.27,0.22,0.27,0.22
0.22,0.21,0.22,0.20
0.21,0.20,0.21,0.20
2.01,1.60,2.09,1.51
1.65,1.68,1.94,1.65
1.74,1.54,1.77,1.50
1.54,1.54,1.63,1.35
1.50,1.37,1.50,1.35
1.35,1.33,1.41,1.10
1.37,1.32,1.47,1.29
1.29,1.30,1.30,1.25
1.30,1.34,1.49,1.28
1.35,1.32,1.41,1.30
1.40,1.36,1.40,1.20
1.34,1.39,1.39,1.26
1.39,1.39,1.49,1.39
1.40,1.36,1.47,1.36
1.39,1.42,1.47,1.39
1.37,1.46,1.48,1.37
1.40,1.38,1.47,1.38
1.42,1.35,1.48,1.32
1.36,1.37,1.43,1.35
1.47,1.38,1.47,1.37
1.39,1.55,1.94,1.35
1.56,1.51,1.68,1.50
1.50,1.45,1.56,1.40
1.48,1.38,1.51,1.33
1.40,1.47,1.48,1.37
1.48,1.41,1.49,1.41
1.37,1.39,1.46,1.37
1.39,1.37,1.42,1.37
1.38,1.39,1.40,1.37
1.53,1.40,1.53,1.38
1.35,1.35,1.39,1.35
1.42,1.30,1.42,1.25
1.33,1.28,1.33,1.18
1.28,1.25,1.30,1.23
1.25,1.25,1.33,1.25
1.26,1.25,1.30,1.23
1.25,1.21,1.30,1.21
1.22,1.16,1.26,1.15
1.16,1.12,1.19,0.95
1.21,1.05,1.35,1.03
1.12,1.02,1.12,0.97
0.98,1.09,1.12,0.95
1.09,1.18,1.18,1.09
1.05,1.18,1.25,0.95
1.16,1.15,1.20,1.13
1.15,0.90,1.25,0.90
1.30,1.59,1.98,1.10
1.55,1.60,1.82,1.47
1.59,1.50,1.59,1.30
1.49,1.53,1.55,1.41
1.52,2.12,2.46,1.50
2.10,2.00,2.25,1.90
1.95,1.88,2.07,1.82
1.87,1.94,1.97,1.74
1.95,2.01,2.02,1.81
2.02,1.99,2.07,1.97
1.98,1.61,1.99,1.56
1.58,1.70,1.79,1.40
1.66,1.76,1.80,1.62
1.82,1.87,1.93,1.75
1.90,1.91,2.02,1.88
1.92,1.86,1.98,1.81
1.93,1.96,2.01,1.90
1.96,1.91,1.98,1.90
1.90,1.91,1.97,1.90
1.90,1.89,1.94,1.86
1.89,2.24,2.36,1.89
2.28,2.40,2.68,2.25
2.40,2.00,2.69,1.94
2.04,2.02,2.20,1.95
2.02,2.04,2.08,2.00
2.02,2.01,2.08,1.98
1.99,1.80,2.05,1.74
1.93,1.78,2.00,1.75
1.83,1.71,1.89,1.66
1.73,1.71,1.82,1.70
1.75,1.71,1.75,1.68
1.73,1.72,1.73,1.70
1.72,1.73,1.75,1.71
1.66,1.54,1.74,1.53
1.62,1.66,1.70,1.57
1.64,1.65,1.73,1.61
1.62,1.54,1.71,1.53
1.61,1.57,1.67,1.54
1.64,1.60,1.65,1.53
1.62,1.74,1.90,1.57
1.70,1.77,1.77,1.67
1.75,1.70,1.85,1.56
1.72,1.72,1.89,1.63
1.67,1.74,1.89,1.66
1.72,1.76,1.85,1.69
1.71,1.85,1.88,1.71
1.78,1.98,1.98,1.78
1.95,2.03,2.08,1.92
2.00,2.03,2.08,1.98
2.04,2.15,2.30,2.02
2.12,2.20,2.30,2.12
2.24,2.18,2.45,2.13
2.19,2.20,2.30,2.19
2.28,2.12,2.28,2.08
2.08,2.03,2.09,1.83
1.99,1.98,2.09,1.96
1.97,1.88,1.97,1.82
1.88,1.94,1.98,1.74
1.89,2.05,2.05,1.83
2.09,2.35,2.38,2.03
2.29,2.30,2.67,2.29
2.31,2.19,2.36,2.15
2.17,2.08,2.18,2.04
2.06,2.06,2.18,2.05
2.04,2.09,2.15,2.01
2.07,2.04,2.14,2.00
2.13,1.97,2.13,1.97
2.00,1.80,2.05,1.73
1.85,1.94,1.95,1.63
1.90,1.85,2.02,1.85
1.86,1.96,1.98,1.86
1.95,1.97,2.00,1.86
1.94,1.99,2.03,1.93
1.97,2.04,2.13,1.97
1.99,2.13,2.27,1.90
2.05,1.90,2.23,1.85
1.90,1.87,1.98,1.66
1.89,1.81,1.94,1.75
1.82,1.74,1.90,1.71
1.71,1.81,1.90,1.64
1.80,1.76,1.90,1.69
1.72,1.73,1.73,1.62
1.72,1.74,1.84,1.61
1.72,1.69,1.73,1.62
1.67,1.58,1.70,1.51
1.67,1.64,1.68,1.56
1.89,1.74,1.89,1.57
1.73,1.76,1.83,1.73
1.74,1.71,1.83,1.71
1.70,1.72,1.74,1.65
1.70,1.65,1.81,1.63
1.65,1.56,1.79,1.55
1.58,1.58,1.60,1.56
1.59,1.56,1.64,1.56
1.56,1.56,1.60,1.56
1.56,1.53,1.58,1.50
1.52,1.49,1.60,1.43
1.50,1.35,1.52,1.20
1.47,1.27,1.47,1.27
1.39,1.30,1.39,1.25
