RZG,Guggenheim S&P Smallcap 600 Pure Growth ETF,NASDAQ
65.04,64.61,65.10,64.55
63.70,62.81,63.70,62.66
62.84,62.95,63.65,62.43
62.39,62.31,62.69,61.74
62.69,62.83,62.83,62.36
62.99,63.08,63.20,62.90
63.28,64.12,64.12,63.28
64.04,64.11,64.27,63.83
64.11,65.00,65.19,64.11
65.07,65.09,65.70,65.00
65.19,65.50,65.59,65.16
66.37,66.67,66.67,65.94
66.95,66.83,67.07,66.74
67.14,67.20,67.34,66.86
67.49,67.29,67.49,67.02
67.76,67.69,67.91,67.57
67.62,67.94,68.00,67.62
68.25,68.35,68.45,68.25
68.46,67.96,68.46,67.87
68.28,68.32,68.41,68.13
68.75,68.59,68.81,68.55
68.69,68.41,68.77,68.31
68.52,68.56,68.62,68.52
68.84,68.72,68.84,68.48
69.07,68.15,69.07,68.15
68.50,68.67,68.70,68.50
68.00,68.26,68.26,68.00
68.09,67.80,68.09,67.52
68.04,67.83,68.17,67.76
68.19,68.76,68.83,68.19
69.17,69.37,69.42,69.08
68.90,69.29,69.40,68.75
69.30,69.53,69.65,69.20
69.58,69.24,69.66,69.18
69.13,68.72,69.64,68.56
69.09,69.05,69.31,68.80
68.88,69.03,69.22,68.69
68.53,69.31,69.31,68.53
69.15,69.44,69.44,68.79
69.34,69.34,69.47,69.33
68.68,68.16,68.68,67.72
68.00,67.96,68.32,67.85
67.84,67.38,68.02,67.38
67.36,68.31,68.41,67.36
68.01,68.33,68.80,67.98
68.45,69.04,69.16,68.26
69.31,69.30,69.31,69.08
69.26,69.23,69.66,69.23
68.54,67.50,68.71,67.50
67.63,68.00,68.07,67.63
67.84,68.55,68.73,67.84
68.60,67.82,68.60,67.80
68.30,67.96,68.84,67.59
68.30,68.27,68.34,68.18
68.24,68.80,68.86,68.24
68.69,68.37,68.86,67.62
68.62,69.28,69.30,68.62
69.76,70.16,70.16,69.71
69.92,69.84,70.02,69.84
69.90,69.57,70.15,69.48
69.64,70.31,70.31,69.41
71.01,69.97,71.01,69.97
69.72,70.62,70.72,69.72
70.89,71.60,71.60,70.36
71.20,71.14,71.28,70.95
71.28,71.14,71.46,71.07
71.53,71.34,71.53,70.79
71.11,71.47,71.91,71.11
71.42,71.54,72.07,71.42
71.86,71.63,71.86,71.47
71.64,71.74,71.80,71.45
71.15,71.75,71.78,71.15
71.95,72.75,72.75,71.94
72.53,72.38,72.53,72.10
72.26,71.78,72.46,71.34
71.86,72.40,72.51,71.68
71.70,71.47,71.77,71.46
71.42,70.34,71.51,70.12
70.00,69.82,70.46,69.75
71.33,71.72,71.85,71.33
72.00,72.85,72.95,72.00
73.27,73.45,73.54,73.27
73.35,73.00,73.35,72.67
73.55,73.66,73.75,73.49
73.42,74.24,74.24,73.39
74.65,75.00,75.00,74.47
76.49,74.95,76.49,74.79
75.58,75.18,75.58,74.96
74.88,75.02,75.02,74.57
75.05,75.57,75.60,74.89
75.77,75.41,75.85,75.31
75.35,75.36,75.63,75.16
75.62,76.09,76.09,75.54
76.13,75.01,76.14,74.74
74.82,74.30,74.90,74.25
74.34,73.54,74.66,73.34
73.66,74.78,74.78,73.66
74.39,74.87,74.90,74.25
75.48,75.05,75.76,75.04
75.18,74.14,75.24,74.05
74.55,75.98,76.10,74.55
75.85,75.85,76.05,75.65
75.65,76.14,76.14,75.65
75.72,76.56,76.56,75.72
76.74,76.70,76.90,76.44
76.78,77.14,77.14,76.42
77.32,76.86,77.47,76.80
76.90,76.13,76.90,76.13
76.41,76.04,76.77,76.03
76.53,77.83,77.83,76.53
77.79,77.99,78.06,77.67
78.00,77.71,78.21,77.71
78.00,78.60,78.75,78.00
78.74,79.07,79.07,78.72
79.35,79.40,79.48,79.35
79.24,77.83,79.24,77.83
77.90,77.24,77.90,76.00
77.20,77.25,77.85,76.57
77.06,77.21,77.62,77.06
77.81,78.04,78.49,77.81
78.08,77.90,78.11,77.68
77.68,77.32,77.80,77.15
77.30,76.31,77.30,76.22
76.31,76.64,76.64,76.04
76.32,76.77,76.88,76.27
76.90,77.52,77.54,76.90
77.36,77.40,77.40,76.97
77.30,78.20,78.78,77.02
78.40,77.78,78.40,77.78
77.69,78.91,79.28,77.69
79.26,79.72,79.77,79.26
79.63,79.81,80.14,79.60
80.01,80.00,80.42,79.92
80.17,79.70,80.17,79.48
79.81,79.69,79.81,79.39
79.70,79.82,79.95,79.69
79.68,78.28,79.68,78.06
78.70,78.73,78.87,78.36
78.85,77.92,78.88,77.90
78.63,78.73,79.01,78.39
78.64,78.36,78.77,78.34
78.81,78.67,78.94,78.18
78.61,78.90,78.90,78.24
78.72,77.17,78.86,77.14
77.75,78.68,78.69,77.75
78.99,79.20,79.44,78.99
79.32,79.27,79.32,79.05
79.25,78.76,79.25,78.70
79.33,79.34,79.61,79.03
79.62,79.91,80.10,79.62
79.53,78.77,79.53,78.38
78.50,76.91,78.50,76.65
76.92,75.35,76.92,74.93
75.53,76.29,76.41,74.95
75.72,75.35,76.02,75.01
75.84,76.48,76.81,75.66
75.24,75.79,76.24,74.02
75.48,73.14,75.74,72.80
73.38,73.84,74.21,72.02
73.46,73.10,73.46,72.02
73.97,73.87,74.35,73.86
73.68,75.09,75.11,73.68
75.06,74.72,75.09,74.42
74.80,75.32,75.64,74.76
75.60,75.77,76.05,75.34
75.11,76.76,76.82,75.11
76.49,76.93,76.93,76.36
76.93,77.96,77.96,76.93
77.65,77.16,78.57,77.08
77.48,78.13,78.28,77.48
78.27,78.30,78.51,78.04
78.82,79.12,79.43,78.82
79.05,78.56,79.17,78.47
78.95,79.19,80.03,78.95
79.09,79.47,79.54,78.82
80.00,79.33,80.01,79.05
78.58,78.61,78.71,78.02
80.94,81.60,81.60,80.94
80.86,81.30,81.33,80.86
81.50,81.43,81.56,81.12
81.74,81.10,81.74,80.91
81.00,80.86,81.11,80.58
81.33,80.10,81.33,79.91
79.86,80.27,80.30,79.52
80.44,79.28,80.44,78.75
78.93,79.34,79.63,78.93
79.69,80.13,80.41,79.69
80.37,81.19,81.19,80.37
81.01,80.64,81.01,80.37
80.90,80.40,81.12,80.40
80.98,79.97,81.23,79.97
79.90,79.11,79.90,78.35
79.85,79.04,79.85,78.93
79.46,77.41,79.46,77.41
77.37,77.00,77.90,76.67
77.37,76.99,78.01,76.99
77.72,78.81,78.92,77.47
79.28,79.85,79.92,79.14
80.18,80.16,80.18,79.75
80.29,79.70,80.32,79.20
79.92,77.47,80.06,77.26
77.60,76.35,77.62,75.84
76.50,77.00,77.15,76.31
77.26,77.98,77.98,77.25
78.01,76.17,78.01,75.69
75.57,75.07,76.33,74.51
75.32,75.43,76.06,75.26
75.78,75.60,76.08,74.08
76.16,76.56,76.65,75.87
76.52,77.30,77.69,76.33
77.26,77.56,77.58,76.90
77.76,78.45,78.69,77.76
78.09,78.14,78.59,78.09
78.72,77.50,78.72,77.50
76.86,75.79,77.00,75.69
76.31,75.72,76.45,74.27
75.54,75.47,76.03,75.23
75.50,76.22,76.22,75.35
76.24,76.18,76.99,75.73
76.30,76.59,76.97,76.25
76.13,76.58,76.58,75.96
76.03,74.95,76.13,74.95
74.00,74.87,74.87,73.77
74.75,74.04,75.45,74.04
73.74,74.94,75.00,72.08
76.29,76.85,76.94,76.29
76.42,75.97,76.54,75.91
75.69,74.31,75.69,74.31
72.76,73.80,74.04,72.76
73.66,74.26,74.27,73.23
74.31,75.16,75.52,74.27
75.16,74.30,75.16,73.92
75.07,74.85,75.07,74.10
74.91,75.56,75.70,74.63
75.68,76.20,76.20,75.38
76.98,77.22,77.63,76.92
75.51,76.66,76.98,75.50
76.70,76.88,76.92,76.48
76.98,76.53,76.98,76.20
76.65,76.18,76.65,75.33
76.15,75.99,76.15,75.66
75.58,76.34,76.47,75.51
76.45,77.55,77.86,76.20
77.82,78.75,78.85,77.82
78.69,78.92,79.54,78.69
78.57,78.84,78.93,78.44
78.39,78.86,78.86,78.05
79.21,77.99,79.21,77.86
78.43,78.34,78.67,77.43
78.20,78.81,78.81,78.19
78.88,79.51,79.70,78.77
79.43,80.10,80.10,79.34
80.01,80.00,80.16,79.95
80.32,80.24,80.32,79.89
80.55,80.46,80.55,80.25
80.50,80.46,81.26,80.31
79.58,80.60,80.60,79.50
80.60,80.41,80.60,79.98
80.38,80.78,80.78,80.38
80.90,81.33,81.33,80.75
82.26,82.75,82.78,82.26
82.10,81.93,82.54,81.93
82.24,82.75,82.90,82.24
82.43,81.21,82.83,81.14
80.91,79.98,80.91,79.61
80.25,80.17,80.33,79.86
78.49,79.35,79.74,77.13
79.44,79.25,79.51,78.94
79.81,79.55,79.81,79.52
79.46,78.51,79.67,78.41
78.51,78.23,78.78,78.13
77.90,76.89,78.01,76.89
77.51,78.30,78.30,77.51
77.71,77.92,77.92,77.55
78.48,78.74,79.07,78.48
78.92,78.79,79.01,78.76
79.22,79.08,79.34,78.86
78.77,78.51,78.77,78.21
78.43,77.87,78.43,77.30
78.09,78.53,78.58,78.09
78.62,78.26,78.67,78.19
77.70,76.15,77.70,76.15
76.09,75.54,76.41,75.05
75.09,76.59,76.69,75.09
76.37,75.91,76.94,75.91
75.91,76.51,77.13,75.85
77.09,76.22,77.09,76.00
76.51,77.08,77.10,76.16
77.33,77.87,78.26,77.33
77.48,76.81,77.73,76.81
77.62,77.70,77.98,77.62
77.66,77.42,77.66,77.35
77.83,77.50,77.86,76.79
78.57,78.49,78.75,78.47
78.99,79.23,79.38,78.99
78.93,78.58,78.93,78.25
78.40,78.73,78.73,77.74
78.53,78.90,78.98,78.30
79.15,79.12,79.50,79.09
79.09,79.71,79.75,79.09
79.32,79.49,79.52,79.32
79.17,79.01,79.19,78.81
78.92,79.51,79.51,78.67
79.69,80.44,80.45,79.69
80.95,80.06,80.95,79.97
80.27,79.87,80.62,79.87
78.75,79.33,79.48,78.75
79.66,79.90,79.94,79.45
79.86,78.89,79.86,78.89
78.76,79.43,79.43,78.76
79.22,80.02,80.23,79.22
79.80,79.24,79.81,79.14
78.42,78.49,78.57,78.14
78.77,78.88,78.88,78.77
78.78,78.99,79.57,78.78
79.16,79.42,79.69,79.16
79.87,78.18,79.87,78.16
77.78,77.41,77.88,77.17
77.23,76.39,77.24,76.39
76.79,77.59,77.69,76.61
76.34,76.27,76.51,76.15
76.57,76.89,76.89,76.24
76.03,76.74,76.74,76.03
76.59,75.58,76.59,75.58
75.65,74.43,75.65,74.15
74.52,75.16,75.45,73.75
75.73,75.78,76.20,75.48
75.70,75.07,75.70,74.84
74.53,73.75,74.66,73.75
73.49,74.83,74.83,72.91
74.77,72.99,74.77,72.72
72.74,71.42,72.74,71.42
71.53,70.87,71.99,70.50
71.50,71.33,72.12,71.06
70.32,72.01,72.39,69.48
70.70,73.26,73.63,70.70
74.58,73.20,74.58,72.75
72.99,73.75,73.75,72.99
74.40,75.23,75.34,74.40
75.40,74.22,75.79,74.22
75.14,75.73,76.13,75.00
76.15,75.72,76.15,75.37
75.50,75.40,75.56,74.92
75.74,77.88,78.02,75.64
78.39,78.01,78.49,77.39
78.50,78.78,79.18,77.87
80.23,80.43,80.50,79.66
80.65,80.29,80.98,80.19
80.07,79.67,80.29,79.26
80.32,79.79,80.32,79.55
80.14,79.86,80.14,79.32
80.32,79.85,80.32,79.28
80.31,80.12,80.31,79.61
80.18,80.11,80.31,80.10
80.38,80.80,80.99,80.07
80.82,80.03,80.99,79.87
80.01,79.91,80.17,79.72
79.80,79.03,79.81,79.01
79.09,79.52,79.75,79.09
79.27,78.40,79.27,78.17
77.83,79.21,79.27,77.08
80.54,79.44,80.54,79.16
79.38,79.98,80.17,79.15
80.39,80.35,80.39,80.07
80.44,80.52,80.58,80.25
80.42,78.97,80.42,78.97
78.36,76.92,78.99,76.92
77.62,77.92,78.37,77.61
78.04,79.12,79.12,78.04
78.89,78.38,78.99,78.38
78.85,79.15,79.55,78.85
79.07,78.34,79.79,77.90
77.16,79.78,79.78,77.16
79.36,78.40,79.53,78.05
78.33,78.57,79.50,78.20
77.50,77.35,77.94,77.02
77.55,76.52,77.75,76.27
76.32,76.50,77.16,76.14
76.28,78.43,78.43,76.28
79.47,79.79,79.79,78.94
79.66,79.69,80.00,79.21
79.81,80.10,80.24,79.80
80.63,80.49,80.84,80.36
80.97,80.69,80.97,80.69
81.36,81.32,81.36,81.09
81.53,81.11,81.58,81.08
81.15,81.22,81.48,81.10
81.13,80.72,81.80,80.65
81.30,80.08,81.30,79.55
79.92,79.17,80.49,78.98
79.69,77.81,79.74,77.28
78.21,78.81,78.81,78.21
79.40,80.71,80.74,79.40
81.02,80.73,81.02,80.31
80.45,80.26,80.89,79.59
81.11,80.58,81.74,79.70
80.22,80.53,80.53,79.55
81.07,79.10,81.07,79.09
79.43,80.71,80.72,79.31
79.73,80.31,80.53,79.73
80.08,79.64,80.20,79.56
80.32,81.37,81.37,79.51
81.42,81.13,81.44,81.10
80.89,81.98,81.98,80.89
81.43,81.77,81.99,81.16
82.04,80.73,82.09,80.73
80.48,81.75,81.75,80.22
81.43,80.08,81.43,80.08
79.49,80.03,80.14,79.09
81.31,81.79,81.79,81.10
81.38,81.70,82.29,81.38
82.30,82.72,82.83,82.27
83.02,82.52,83.24,82.52
82.66,82.01,82.88,82.01
82.01,82.81,82.81,81.75
82.68,83.09,83.16,82.43
83.96,84.29,84.44,83.75
85.00,84.83,85.02,84.54
85.16,85.22,85.37,84.82
85.36,85.46,85.57,84.88
85.45,85.66,85.89,85.19
85.57,85.91,85.91,84.80
85.32,85.90,85.90,85.31
86.35,85.91,86.37,85.77
86.15,86.14,86.40,85.90
86.12,86.14,86.27,85.83
86.07,85.73,86.17,85.73
85.52,86.54,86.61,85.52
86.66,85.69,86.66,85.47
85.03,85.59,85.59,85.03
85.84,85.56,85.89,85.24
85.23,84.40,85.23,84.27
85.06,85.19,85.20,84.81
84.18,84.05,84.24,83.90
84.42,84.66,84.66,84.01
85.22,86.17,86.36,85.22
86.32,85.82,86.32,85.23
86.43,86.57,86.86,86.43
86.41,86.73,86.73,86.00
86.74,87.80,87.80,86.19
87.70,88.27,88.27,87.70
88.80,89.09,89.23,88.61
89.18,89.15,89.42,89.10
89.38,89.48,89.74,89.25
89.77,87.05,89.77,87.05
86.76,86.95,87.16,86.29
87.12,87.77,87.77,86.69
87.98,88.85,88.90,87.98
88.56,88.62,88.65,88.07
88.46,87.96,88.50,87.43
88.41,88.65,89.15,88.41
88.27,88.58,89.06,88.27
88.66,88.27,89.09,88.27
88.21,89.22,89.23,88.21
89.42,88.92,89.42,88.39
89.34,89.27,89.53,89.07
89.41,89.26,89.77,89.25
89.50,89.24,89.50,88.73
89.53,89.86,90.10,89.50
89.60,89.79,89.98,89.52
90.00,88.33,90.00,87.84
88.96,89.49,89.62,88.75
89.63,89.29,89.82,89.29
89.42,89.50,89.69,88.80
89.57,89.80,90.16,89.16
90.00,89.98,90.01,89.66
90.54,88.86,90.77,88.74
89.33,89.09,89.44,87.80
89.08,88.35,89.09,88.00
88.22,86.31,88.23,85.98
86.80,87.30,87.35,86.64
87.44,87.72,88.13,87.28
87.84,86.60,87.90,86.37
86.77,86.54,87.04,86.02
86.70,87.10,87.49,86.70
87.84,87.73,88.09,87.55
87.97,88.15,88.71,87.97
86.95,88.01,88.17,86.77
88.47,87.76,88.47,87.71
87.92,88.93,88.96,87.92
88.93,88.66,88.93,88.42
88.88,89.79,89.92,88.50
89.75,89.79,89.99,89.65
89.96,89.67,90.00,89.17
89.77,89.71,89.94,89.20
89.48,89.07,89.66,88.88
88.77,87.95,88.77,87.65
88.35,88.99,89.07,87.94
89.18,89.04,89.18,88.38
88.95,88.35,88.99,88.00
89.13,88.67,89.13,87.50
88.13,88.80,89.00,87.97
89.46,89.84,90.14,89.31
89.84,89.11,89.84,88.88
89.07,90.00,90.00,89.01
90.16,89.76,90.16,89.48
89.75,89.38,89.75,88.70
89.96,90.60,90.80,89.96
90.92,90.41,90.92,90.35
90.37,90.54,90.54,90.00
90.23,90.88,91.05,89.62
90.78,91.31,91.36,90.61
91.46,91.17,91.81,90.90
91.49,92.34,92.58,91.49
92.18,92.42,92.55,92.10
92.83,92.77,92.97,92.52
93.18,92.93,93.18,92.51
92.76,92.13,92.96,92.02
92.29,91.88,92.29,91.45
92.43,91.38,92.43,91.07
90.60,89.22,91.19,89.22
89.87,89.94,90.24,89.49
90.58,89.94,91.00,89.60
90.36,89.46,90.38,89.08
88.66,89.06,89.94,88.15
89.62,90.04,90.04,87.94
89.22,88.55,89.39,87.90
89.16,88.99,89.82,88.91
89.88,90.98,90.98,89.88
91.47,91.65,91.85,91.31
91.94,92.14,92.29,91.55
92.49,91.39,92.49,91.30
92.22,92.14,92.43,91.99
92.49,91.91,92.49,91.59
91.94,91.45,92.23,91.26
91.59,91.52,91.93,90.93
91.81,92.32,92.32,91.67
92.30,91.13,92.60,91.03
91.10,90.17,91.24,89.75
89.75,89.61,89.75,88.84
89.59,90.63,90.63,88.53
90.36,90.87,91.04,90.25
90.63,90.76,90.98,89.97
90.76,90.98,91.55,90.50
91.08,90.57,91.08,89.80
90.74,91.33,91.64,90.74
91.88,91.57,92.67,91.57
91.85,90.37,91.85,89.75
90.22,89.56,90.22,89.22
90.40,90.50,91.01,90.29
89.97,90.08,90.57,89.37
89.27,89.56,89.61,87.96
89.63,89.73,90.33,89.50
89.58,90.09,90.09,89.05
89.87,91.21,91.21,89.55
91.27,90.57,91.27,90.34
90.15,89.65,90.42,89.06
89.00,87.01,89.00,87.00
86.66,85.29,86.72,85.14
81.07,81.54,84.35,58.03
83.01,81.47,85.06,81.31
82.77,83.35,83.53,81.09
84.11,85.03,85.36,83.51
84.95,85.67,85.67,84.60
85.00,84.86,85.87,84.84
84.13,82.77,84.13,82.37
83.50,83.81,83.87,82.87
84.58,84.42,85.70,84.24
83.62,83.83,84.43,83.37
85.21,85.95,85.95,84.90
86.55,84.99,86.55,84.99
84.72,85.29,85.61,84.30
84.69,85.60,85.64,84.48
85.86,85.63,86.00,85.30
86.00,86.65,86.86,85.80
86.65,87.54,87.54,86.50
87.55,88.12,89.17,87.37
87.26,86.61,87.88,86.61
87.71,86.60,88.08,86.29
85.99,84.96,85.99,84.64
85.35,84.90,85.52,84.74
84.62,84.39,84.62,83.13
85.32,83.51,85.32,83.23
83.21,80.26,83.21,79.89
80.38,79.29,80.66,78.79
80.12,80.71,80.77,79.78
80.69,80.37,80.76,79.53
79.54,81.59,81.71,79.20
82.37,83.96,83.96,82.37
83.84,82.87,84.10,82.50
83.25,84.56,84.66,83.25
84.50,85.29,85.29,84.17
85.53,85.55,85.94,85.43
85.85,85.68,85.92,85.25
85.26,84.24,86.05,84.24
84.34,83.20,84.61,83.07
83.55,85.56,85.62,83.39
85.63,85.89,85.97,85.19
85.60,86.58,86.91,85.60
86.49,86.04,87.10,85.76
86.45,84.77,86.45,84.69
85.03,85.01,85.38,84.38
85.91,86.28,86.43,85.38
86.52,85.92,86.52,85.61
85.49,84.85,85.77,84.44
85.16,87.43,87.44,84.95
87.53,85.78,87.53,85.47
85.85,85.28,86.01,85.24
85.42,87.08,87.44,85.42
86.84,87.30,87.65,86.59
87.45,87.04,87.60,86.68
86.58,86.34,86.73,85.57
86.00,86.78,86.87,85.52
86.63,85.37,86.63,85.10
84.99,85.48,85.58,84.78
85.57,84.51,85.57,84.50
84.14,82.94,84.14,82.94
82.98,82.50,83.10,82.25
82.41,83.25,83.38,82.23
83.50,82.97,84.50,82.97
83.45,84.23,84.28,83.28
84.26,83.67,84.26,83.50
83.94,84.30,84.60,83.94
84.15,84.66,85.00,84.15
84.34,85.16,85.31,84.06
85.45,85.90,86.07,85.45
85.91,86.25,86.30,85.88
86.40,85.50,86.46,85.50
85.96,86.44,86.66,85.65
86.50,85.68,86.50,85.56
85.99,83.98,85.99,83.80
84.07,84.90,85.10,84.07
85.09,83.50,85.09,83.27
82.92,83.76,83.96,82.41
83.47,82.57,84.20,82.45
82.58,83.01,83.40,82.58
82.45,80.87,82.45,80.87
81.26,80.33,81.26,79.61
80.87,81.56,81.89,80.87
81.85,82.74,82.86,81.63
83.12,81.76,83.12,81.76
81.27,80.34,81.29,80.34
80.63,80.83,80.89,80.15
81.08,81.24,81.24,80.06
81.62,81.71,81.85,81.31
81.75,82.00,82.23,81.71
81.64,81.72,81.72,81.04
82.17,82.78,82.78,81.91
82.62,82.01,82.62,82.01
81.75,80.86,81.82,80.86
79.39,78.12,79.39,77.94
78.45,78.38,78.73,78.30
77.36,77.52,78.08,77.20
76.22,75.42,76.80,75.36
75.79,74.11,76.16,74.11
74.63,74.03,74.72,73.39
74.64,74.17,75.13,73.45
74.84,71.99,74.84,71.45
72.11,73.34,73.73,71.41
71.75,72.29,72.29,70.45
72.74,71.32,72.89,70.40
70.20,71.79,72.51,68.97
71.90,71.43,72.57,71.18
72.52,73.01,73.04,72.25
72.69,71.88,72.87,71.80
72.17,73.44,73.51,71.93
73.08,71.73,73.26,71.56
72.52,71.72,72.64,71.53
71.96,74.22,74.22,71.96
73.75,74.16,74.49,73.34
73.40,72.64,73.47,72.30
73.18,72.19,73.18,71.00
72.06,72.40,73.25,71.87
72.13,70.06,72.13,70.01
69.25,68.85,69.25,67.89
67.99,68.89,69.56,67.97
69.35,68.89,70.47,68.89
67.86,68.26,68.47,67.44
68.86,69.23,69.39,68.36
69.94,70.92,71.06,69.85
71.74,72.07,72.43,71.74
72.12,71.70,72.20,71.51
71.52,72.38,72.43,71.45
73.13,73.21,73.55,72.90
72.98,72.95,73.39,72.92
72.13,73.79,73.80,71.99
74.01,74.42,74.42,73.70
74.95,74.92,75.06,74.60
74.99,74.52,75.45,74.51
74.92,75.95,75.95,74.67
75.72,75.87,75.95,75.45
76.06,76.73,76.73,75.85
76.70,76.82,77.24,76.56
76.62,77.33,77.57,76.62
77.02,76.19,77.02,76.12
76.10,76.09,76.28,75.72
76.53,75.09,76.54,74.71
75.96,76.91,76.94,75.93
76.53,76.70,76.80,76.30
75.65,75.46,75.74,75.32
75.10,75.88,76.12,75.10
75.79,76.58,76.84,75.31
76.68,77.12,77.30,76.68
76.93,76.71,77.21,76.58
76.35,76.88,77.24,76.35
76.37,76.04,76.43,76.04
75.31,75.85,75.86,74.87
76.13,76.02,76.28,75.47
75.72,78.39,78.39,75.72
78.70,78.51,78.99,78.09
78.64,78.83,79.11,78.52
78.46,79.22,79.27,78.22
79.06,78.40,79.23,78.40
77.82,77.72,78.33,77.72
77.76,78.74,78.74,77.76
78.22,77.79,78.54,77.50
78.37,78.23,78.58,77.72
78.32,77.60,79.00,77.60
77.60,78.34,78.46,77.60
78.60,80.15,80.15,78.60
79.91,80.10,80.30,79.65
79.83,80.09,80.23,79.64
79.80,80.77,80.79,79.80
80.91,80.72,80.94,80.21
80.68,80.95,81.24,80.58
80.88,80.30,80.88,80.22
80.30,80.95,81.21,80.30
80.88,80.39,80.88,80.13
80.76,80.97,81.01,80.11
80.97,80.90,81.14,80.40
80.61,79.57,80.90,79.57
79.44,79.00,79.44,78.70
79.33,79.87,79.95,79.15
79.37,78.80,79.37,78.61
78.39,78.30,78.49,77.98
78.53,78.26,78.75,78.25
77.96,78.76,78.76,77.59
78.79,79.34,79.75,78.79
79.76,79.80,79.80,79.16
79.43,78.61,79.92,78.61
78.98,78.24,79.03,77.81
78.70,78.11,78.70,77.99
78.26,79.00,79.29,78.26
78.63,77.61,79.00,77.25
77.51,78.45,79.03,77.51
77.83,77.70,78.35,77.20
78.34,78.95,78.98,78.34
79.33,78.94,79.47,78.94
79.16,80.98,81.12,79.16
81.25,81.26,81.46,81.13
81.31,81.27,81.44,81.07
81.28,81.84,81.93,81.28
82.04,82.12,82.24,81.89
82.05,82.94,82.97,81.98
82.74,83.12,83.12,82.74
83.02,82.57,83.02,82.11
82.68,83.50,83.80,82.66
83.60,83.71,84.02,83.30
83.74,84.53,84.80,83.70
84.25,84.08,84.25,83.88
83.31,82.77,83.35,82.67
82.98,81.79,83.01,81.74
81.97,81.66,81.97,81.27
81.88,81.55,82.29,81.55
80.96,81.39,81.43,80.59
81.44,80.67,81.69,80.50
81.63,81.94,82.63,81.63
81.94,81.60,81.94,81.15
81.35,81.26,82.00,81.08
81.94,82.70,82.76,81.94
80.09,79.58,80.79,79.40
78.54,77.28,78.64,76.91
78.15,78.84,78.99,78.15
79.37,80.57,80.57,79.37
80.73,82.08,82.08,80.54
82.25,82.39,82.83,82.07
82.02,81.47,82.02,81.11
81.18,82.44,82.44,81.17
82.58,82.70,83.00,82.09
83.52,84.49,84.77,83.52
85.04,85.54,85.70,85.04
86.16,86.45,86.70,86.16
86.82,86.18,86.82,86.01
86.80,86.43,86.85,86.36
86.57,86.26,86.57,86.26
86.37,86.37,86.80,86.25
86.30,85.86,86.45,85.72
86.07,86.49,86.68,86.07
86.52,86.08,86.66,85.84
86.04,86.62,86.91,86.04
86.65,86.47,86.65,86.35
86.46,86.90,86.94,86.46
87.13,87.58,87.58,86.97
87.40,87.49,87.61,87.40
87.28,87.10,87.30,86.79
87.37,87.31,87.54,86.91
86.97,85.97,86.97,85.70
85.89,86.62,86.62,85.89
86.76,86.57,86.76,86.57
87.02,87.36,87.57,86.99
87.42,86.65,87.42,86.65
86.90,87.13,87.23,86.90
87.23,86.66,87.23,86.31
87.11,86.98,87.21,86.83
86.92,86.95,87.15,86.66
86.95,87.64,87.77,86.95
87.36,87.09,87.36,86.94
86.76,86.46,86.81,86.23
86.54,86.94,87.07,86.54
86.77,86.97,86.97,86.63
86.85,87.20,87.24,86.85
87.12,88.07,88.35,87.12
88.28,87.88,88.28,87.88
87.73,87.53,87.87,87.53
87.72,87.78,88.14,87.05
87.80,88.22,88.35,87.80
88.43,88.43,88.62,88.02
88.52,87.92,88.52,87.53
88.08,88.20,88.35,87.55
88.85,88.99,88.99,88.55
89.29,88.95,89.29,88.64
89.16,89.90,89.90,89.16
89.73,89.75,89.89,89.66
88.89,87.20,88.89,87.20
86.97,88.00,88.00,86.77
87.61,86.63,87.61,86.21
86.76,86.41,86.89,86.41
86.66,87.77,87.79,86.66
87.51,87.74,87.87,87.47
87.72,88.20,88.69,87.72
88.36,87.76,88.47,87.76
88.68,89.25,89.30,87.98
89.65,90.39,90.39,89.65
90.26,89.70,90.26,89.70
89.15,88.43,89.23,88.43
88.50,88.81,88.91,88.42
89.06,89.11,89.17,88.90
89.42,87.98,89.42,87.98
87.95,89.15,89.15,87.95
88.68,88.52,88.68,88.06
88.70,88.15,88.85,88.15
88.51,88.77,89.44,88.51
88.56,88.67,88.70,88.04
88.88,88.10,88.88,87.66
88.61,89.16,89.32,88.61
89.10,87.26,89.10,87.11
87.40,87.55,87.70,87.40
86.93,86.78,86.93,86.47
86.91,86.21,87.04,86.21
86.32,85.70,86.32,85.70
86.15,85.87,86.35,85.87
85.65,86.05,86.39,85.65
85.42,85.46,85.80,85.19
85.01,85.22,85.22,84.95
85.68,85.84,86.21,85.68
84.92,84.29,84.92,84.25
84.04,83.46,84.40,83.41
83.33,82.22,83.33,82.11
82.36,82.05,82.45,82.00
82.29,82.61,82.61,81.97
82.67,81.71,82.67,81.17
81.82,81.46,82.23,81.39
81.49,80.80,81.68,80.77
80.79,81.42,82.22,80.79
82.08,83.38,83.38,82.08
82.90,83.63,83.90,82.69
82.45,86.23,86.37,82.45
86.93,87.93,88.54,86.75
87.96,90.18,90.20,87.96
90.99,91.29,91.68,90.96
91.32,91.55,91.84,90.66
91.32,91.40,91.93,91.29
92.20,92.56,92.62,92.20
92.85,93.00,93.00,92.47
93.44,93.39,93.44,92.70
93.97,94.00,94.00,93.13
93.74,94.94,94.94,93.74
94.99,95.44,95.44,94.99
95.47,94.15,95.47,94.15
94.85,94.33,94.94,94.33
94.79,93.48,94.79,93.33
93.71,92.61,94.10,92.46
