BG,Bunge Limited Bunge Limited,NASDAQ
70.65,71.51,71.64,70.53
71.95,73.00,73.04,71.49
73.08,73.40,73.41,72.34
73.33,73.36,73.70,73.08
73.13,73.61,73.95,72.91
73.92,72.12,74.00,72.00
73.00,71.06,73.00,70.64
71.08,71.24,71.76,70.47
71.39,72.83,72.96,71.39
72.85,71.54,73.26,71.12
71.34,71.93,71.94,70.76
72.20,72.08,72.33,71.71
72.19,71.46,72.40,71.05
71.19,71.43,71.57,70.94
71.51,72.00,72.14,71.30
72.09,71.01,72.18,70.97
70.74,70.83,71.35,70.65
70.66,72.24,72.28,70.45
72.86,73.24,73.27,72.29
73.31,72.27,73.40,71.89
72.35,71.10,72.48,70.90
70.92,70.14,70.99,69.88
69.98,70.14,70.93,69.94
70.36,70.40,70.79,69.52
70.48,70.60,70.70,69.51
70.54,69.08,70.60,68.93
69.19,68.83,69.20,68.45
