CVCO,Cavco Industries,NASDAQ
97.50,100.40,100.50,96.48
101.15,102.65,103.20,100.55
101.70,102.80,103.30,101.70
102.05,101.40,103.18,99.30
101.70,102.70,103.15,100.55
102.80,102.45,104.15,101.25
102.45,100.10,104.10,96.45
100.85,100.95,103.85,100.60
101.00,101.30,105.75,100.85
101.35,102.25,102.60,101.30
102.20,102.25,103.00,101.65
101.75,102.15,102.55,100.75
101.85,102.00,102.20,101.45
102.15,101.85,102.80,101.25
102.40,100.40,102.80,100.20
99.95,100.35,101.80,99.95
99.60,99.85,100.72,98.40
100.70,98.90,101.22,97.90
99.45,100.25,100.48,98.40
99.65,98.55,100.42,98.20
99.05,97.30,99.05,96.78
96.75,94.65,96.75,94.45
93.75,95.80,96.40,93.75
96.35,97.85,97.85,96.35
96.50,96.60,97.65,95.45
99.00,97.80,99.00,97.25
