GS,Goldman Sachs Group,NASDAQ
230.40,235.56,236.09,230.40
236.88,241.45,242.42,236.00
240.61,241.85,242.00,238.88
240.50,237.17,242.83,236.37
239.00,238.55,240.18,235.51
235.67,239.93,243.12,235.37
242.49,243.00,245.57,241.62
242.80,238.90,243.19,238.40
238.34,239.07,239.74,236.26
240.52,243.09,243.65,240.23
242.24,241.44,242.40,240.08
241.23,240.12,242.86,239.55
239.54,240.97,241.90,238.91
241.95,241.56,242.59,240.40
243.69,240.65,244.50,240.44
240.75,238.18,241.07,236.64
238.51,239.45,240.50,237.40
242.70,241.57,244.97,237.97
241.44,243.13,243.32,240.03
242.72,241.32,243.23,236.78
242.29,244.90,246.20,241.37
243.25,242.89,244.69,241.47
240.87,242.57,243.44,239.05
242.77,245.76,245.84,242.00
245.06,243.84,245.47,241.57
245.43,244.30,247.77,242.91
