QRHC,Quest Resource Holding Corporation. - Common Stock,NASDAQ
2.85,2.98,2.99,2.84
2.95,2.91,2.99,2.91
2.97,2.91,2.97,2.91
2.90,2.85,2.97,2.85
2.80,2.94,2.94,2.70
2.75,2.95,2.95,2.75
2.78,2.94,2.94,2.78
2.78,2.94,2.94,2.78
2.70,2.60,2.71,2.60
2.89,2.77,2.89,2.72
2.77,2.88,2.88,2.77
2.77,2.74,2.77,2.60
2.74,2.74,2.74,2.74
2.65,2.70,2.75,2.65
2.70,2.40,2.76,2.40
2.60,2.75,2.75,2.48
2.60,2.88,2.88,2.60
2.62,2.65,2.65,2.60
2.45,2.50,2.89,2.45
2.80,2.90,3.15,2.69
3.00,2.90,3.00,2.90
2.90,2.90,2.99,2.75
3.00,2.85,3.00,2.85
2.85,2.85,2.85,2.85
2.75,2.74,2.95,2.61
2.70,2.63,3.10,2.60
2.55,2.75,2.95,2.55
2.80,2.85,2.85,2.60
2.85,2.60,2.85,2.60
2.61,2.79,2.79,2.61
2.75,2.90,2.95,2.75
2.85,2.84,2.85,2.80
2.66,2.80,2.81,2.66
2.80,2.80,2.95,2.80
2.64,2.82,2.82,2.64
2.79,2.79,2.79,2.79
2.64,2.79,2.79,2.58
2.60,2.80,2.80,2.60
2.80,2.80,2.80,2.80
2.60,2.73,2.75,2.60
2.60,2.70,2.70,2.55
2.56,2.58,2.58,2.52
2.59,2.50,2.64,2.50
2.50,2.64,2.64,2.50
2.47,2.65,2.65,2.31
2.64,2.63,2.64,2.50
2.63,2.68,2.72,2.45
2.50,2.49,2.50,2.49
2.45,2.55,2.55,2.30
2.45,2.65,2.65,2.45
2.65,2.45,2.65,2.45
2.50,2.70,2.70,2.50
2.45,2.45,2.45,2.45
2.40,2.49,2.49,2.35
2.35,2.55,2.55,2.35
2.55,2.55,2.55,2.55
2.54,2.50,2.55,2.35
2.35,2.50,2.50,2.25
2.35,2.29,2.48,2.29
2.28,2.39,2.39,2.19
2.28,2.29,2.29,2.18
2.30,2.30,2.45,2.30
2.31,2.30,2.45,2.30
2.31,2.30,2.31,2.22
2.32,2.30,2.41,2.30
2.41,2.41,2.41,2.41
2.30,2.25,2.30,2.25
2.25,2.19,2.25,1.92
2.25,2.40,2.40,2.25
2.19,2.41,2.41,2.07
2.33,2.33,2.35,2.33
2.25,2.32,2.33,2.25
2.25,2.24,2.41,2.18
2.18,2.25,2.34,2.02
2.13,2.25,2.25,2.13
2.20,2.20,2.20,2.20
2.13,2.27,2.27,1.35
2.10,2.30,2.30,2.10
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.03
2.00,2.00,2.00,2.00
2.00,2.20,2.20,1.99
2.20,2.15,2.25,2.15
2.18,2.05,2.18,2.00
2.00,2.20,2.20,2.00
1.99,2.05,2.05,1.99
2.06,2.05,2.06,2.00
2.06,2.00,2.06,2.00
2.00,2.00,2.05,1.95
2.01,1.96,2.01,1.96
1.95,2.28,2.28,1.95
2.35,2.30,3.20,2.00
2.05,2.29,2.29,2.05
2.29,2.29,2.29,2.29
2.11,2.11,2.11,2.11
2.10,2.30,2.50,2.10
2.30,2.44,2.44,2.30
2.11,2.20,2.20,2.11
2.15,2.49,2.55,2.15
2.55,2.50,2.55,2.50
2.50,2.40,2.55,2.40
2.55,2.55,2.75,2.50
2.60,2.65,2.65,2.60
2.60,2.60,2.60,2.45
2.55,2.75,2.75,2.55
2.60,2.84,2.84,2.33
2.60,2.55,2.60,2.55
2.60,2.76,2.76,2.55
2.70,2.70,2.70,2.70
2.75,2.60,2.75,2.60
2.75,2.70,2.75,2.55
2.70,2.85,2.85,2.70
2.82,2.60,2.82,2.60
2.50,2.50,2.50,2.40
2.55,2.85,2.85,2.55
2.71,2.71,2.71,2.45
2.45,2.45,2.45,2.08
2.39,2.45,2.45,2.29
2.20,2.20,2.20,2.10
2.20,2.44,2.50,2.20
2.44,2.44,2.44,2.44
2.20,2.20,2.38,2.20
2.19,2.13,2.19,2.13
2.06,2.05,2.06,2.05
2.15,2.20,2.20,2.00
2.00,2.15,2.15,2.00
2.05,2.00,2.05,2.00
2.00,2.15,2.15,2.00
2.02,2.25,2.25,2.00
2.25,2.05,2.25,2.05
2.10,2.00,2.10,1.65
1.95,2.08,2.08,1.95
2.08,2.15,2.15,1.91
2.11,2.10,2.11,1.98
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.11,2.15,2.18,2.11
2.13,2.13,2.13,2.13
1.95,2.13,2.13,1.95
2.10,2.16,2.16,2.09
2.16,2.16,2.16,2.16
2.16,2.24,2.24,2.16
2.10,2.11,2.12,2.01
2.15,2.15,2.15,2.15
2.10,2.05,2.15,2.05
2.10,2.05,2.10,2.05
2.08,2.08,2.08,2.05
2.08,2.08,2.08,2.08
2.12,2.05,2.12,2.05
2.06,2.04,2.06,1.98
2.06,2.05,2.06,2.04
2.00,2.00,2.06,2.00
2.00,2.00,2.10,2.00
2.05,2.05,2.05,2.05
2.00,2.00,2.00,2.00
2.05,2.05,2.05,2.04
2.05,2.05,2.05,2.05
1.96,2.04,2.04,1.96
2.04,2.04,2.04,2.04
2.04,2.04,2.04,2.04
2.04,2.04,2.04,2.04
2.05,2.07,2.25,2.05
2.17,2.20,2.42,2.05
2.10,2.06,2.10,2.06
2.09,2.10,2.10,2.09
2.05,2.10,2.10,2.01
2.05,2.05,2.05,2.05
2.10,2.10,2.10,2.10
2.10,2.17,2.30,2.10
2.00,2.00,2.00,2.00
2.01,2.00,2.01,2.00
2.21,2.20,2.35,2.14
2.30,2.44,2.55,2.30
2.32,2.30,2.32,2.30
2.05,2.05,2.05,2.05
2.18,2.18,2.18,2.18
2.15,2.15,2.15,2.15
2.18,2.18,2.18,2.18
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.05
2.06,2.45,2.45,2.05
2.30,2.15,2.30,2.15
2.05,2.15,2.25,2.05
2.15,2.15,2.17,2.06
2.14,2.25,2.25,2.10
2.15,2.30,2.30,2.15
2.11,2.30,2.30,2.11
2.29,2.40,2.40,2.21
2.15,2.32,2.38,2.15
2.25,2.33,2.35,2.25
2.24,2.24,2.24,2.24
2.24,2.32,2.32,2.20
2.30,2.35,2.35,2.20
2.20,2.30,2.35,2.20
2.21,2.21,2.21,2.21
2.20,2.30,2.30,2.16
2.20,2.12,2.30,2.10
2.20,2.12,2.25,2.12
2.25,2.12,2.25,2.12
2.15,2.21,2.21,2.15
2.21,2.21,2.21,2.21
2.19,2.10,2.21,2.10
2.08,2.08,2.12,2.01
2.09,2.09,2.09,2.09
2.08,2.10,2.11,2.08
2.10,2.10,2.10,2.10
2.01,2.20,2.20,2.00
2.15,2.10,2.15,2.10
2.15,2.11,2.15,2.10
2.10,2.10,2.15,2.01
2.20,2.15,2.21,2.15
2.18,2.25,2.25,2.18
2.23,2.19,2.25,2.19
2.20,2.25,2.25,2.17
2.23,2.15,2.25,2.15
2.23,2.23,2.23,2.23
2.20,2.17,2.20,2.17
2.20,2.36,2.40,2.20
2.38,2.40,2.40,2.35
2.39,2.45,2.45,2.39
2.45,2.45,2.45,2.17
2.50,2.45,2.50,2.45
2.50,2.65,2.65,2.45
2.57,2.71,2.71,2.57
2.71,2.90,2.90,2.70
3.50,2.87,3.50,2.60
2.90,3.05,3.10,2.90
3.10,3.08,3.10,3.02
3.10,3.06,3.15,2.81
3.10,3.31,3.33,3.10
3.48,3.50,3.85,3.00
3.50,3.62,3.65,3.48
3.75,3.75,3.75,3.60
3.77,3.92,3.92,3.74
3.94,4.46,4.65,3.91
4.74,4.28,4.74,4.11
4.45,4.31,4.45,4.15
4.22,4.42,4.50,4.22
4.50,4.75,4.75,4.40
4.75,5.18,5.23,4.70
5.18,5.67,5.99,5.15
5.75,6.05,6.23,5.71
6.05,6.09,6.20,5.87
6.12,5.74,6.12,5.50
5.85,5.66,5.90,5.60
5.70,4.68,5.70,4.37
4.38,4.60,4.66,4.36
4.64,4.62,4.75,4.45
4.73,5.30,5.30,4.63
5.40,5.23,5.50,5.06
5.22,5.30,5.33,5.06
5.20,5.55,5.75,5.11
5.65,5.60,5.65,5.43
5.65,5.74,5.74,5.40
5.75,5.74,5.75,5.50
5.65,5.73,5.78,5.63
5.74,5.44,5.74,5.34
5.40,5.43,5.46,5.26
5.49,5.47,5.65,5.40
5.40,5.21,5.52,5.00
5.03,5.30,5.30,5.00
5.27,5.22,5.32,5.05
5.18,5.11,5.20,5.01
5.13,5.29,5.33,5.00
5.26,5.25,5.35,5.12
5.25,4.75,5.29,4.75
4.67,4.86,4.91,4.67
4.83,4.70,4.93,4.67
4.73,4.17,4.76,3.62
4.17,4.22,4.38,4.17
4.22,4.36,4.42,4.22
4.32,4.25,4.37,4.25
4.23,4.43,4.50,4.21
4.37,4.23,4.37,4.21
4.30,4.26,4.37,4.14
4.26,4.22,4.26,4.16
4.20,4.00,4.20,3.94
3.96,4.06,4.15,3.96
4.04,4.17,4.19,4.04
4.16,4.29,4.74,4.16
4.33,4.32,4.39,4.30
4.28,4.18,4.28,4.08
4.20,4.04,4.25,4.00
4.07,4.03,4.18,4.02
3.90,3.76,4.08,3.72
3.79,3.67,3.80,3.60
3.70,3.75,3.75,3.60
3.73,3.92,3.93,3.73
3.96,4.11,4.30,3.96
4.08,3.96,4.20,3.91
4.00,4.11,4.11,4.00
4.13,4.06,4.20,4.04
4.14,4.13,4.24,4.01
4.20,4.15,4.20,4.10
4.13,4.03,4.20,3.95
4.00,3.85,4.02,3.81
3.83,3.77,3.92,3.71
3.72,3.76,3.89,3.72
3.88,3.92,3.97,3.80
3.98,3.97,4.00,3.91
3.99,3.89,3.99,3.87
3.92,3.99,4.00,3.81
3.98,3.92,3.98,3.78
3.95,3.87,4.00,3.81
3.86,3.89,3.90,3.77
3.93,3.90,3.98,3.85
3.88,3.64,3.88,3.61
3.63,4.07,4.10,3.63
4.14,4.06,4.25,4.00
4.08,4.15,4.23,4.06
4.15,4.11,4.21,3.98
4.13,4.03,4.29,3.92
4.03,3.81,4.20,3.80
3.82,3.95,4.02,3.72
3.97,3.92,4.15,3.70
3.92,3.50,3.99,3.36
1.99,1.75,2.00,1.75
1.84,1.69,1.84,1.63
1.84,1.78,1.85,1.66
1.85,1.74,1.85,1.60
1.84,1.57,1.84,1.55
1.57,1.67,1.67,1.44
1.64,1.60,1.70,1.58
1.59,1.72,1.83,1.56
1.70,1.61,1.73,1.55
1.62,1.62,1.68,1.58
1.65,1.65,1.73,1.60
1.66,1.64,1.70,1.61
1.64,1.60,1.65,1.60
1.59,1.66,1.68,1.57
1.68,1.53,1.68,1.52
1.51,1.41,1.59,1.40
1.41,1.44,1.53,1.40
1.46,1.49,1.53,1.45
1.46,1.43,1.48,1.33
1.50,1.51,1.52,1.45
1.52,1.47,1.52,1.43
1.44,1.46,1.50,1.38
1.48,1.54,1.58,1.44
1.53,1.47,1.60,1.45
1.53,1.52,1.53,1.47
1.52,1.46,1.53,1.45
1.45,1.47,1.49,1.42
1.50,1.50,1.53,1.46
1.50,1.50,1.54,1.47
1.51,1.57,1.61,1.51
1.60,1.56,1.60,1.52
1.53,1.51,1.53,1.49
1.50,1.47,1.50,1.47
1.48,1.47,1.48,1.41
1.46,1.48,1.49,1.44
1.49,1.46,1.49,1.43
1.48,1.58,1.59,1.43
1.59,1.50,1.59,1.45
1.48,1.49,1.49,1.44
1.45,1.46,1.49,1.43
1.53,1.51,1.55,1.50
1.52,1.49,1.52,1.46
1.51,1.53,1.54,1.51
1.55,1.46,1.55,1.45
1.47,1.49,1.52,1.45
1.49,1.44,1.49,1.43
1.44,1.44,1.46,1.40
1.48,1.41,1.48,1.39
1.41,1.41,1.41,1.37
1.40,1.38,1.42,1.37
1.40,1.35,1.44,1.35
1.39,1.39,1.45,1.36
1.40,1.39,1.40,1.39
1.40,1.34,1.40,1.34
1.33,1.33,1.41,1.32
1.32,1.30,1.38,1.22
1.30,1.29,1.37,1.21
1.28,1.31,1.31,1.25
1.33,1.31,1.37,1.26
1.28,1.29,1.38,1.26
1.28,1.36,1.38,1.28
1.37,1.36,1.38,1.31
1.38,1.45,1.48,1.36
1.45,1.40,1.45,1.36
1.39,1.30,1.49,1.25
1.37,1.35,1.37,1.31
1.40,1.41,1.45,1.35
1.43,1.42,1.43,1.37
1.47,1.44,1.47,1.36
1.46,1.44,1.46,1.43
1.45,1.44,1.45,1.41
1.40,1.44,1.44,1.38
1.44,1.52,1.52,1.43
1.53,1.51,1.55,1.50
1.53,1.42,1.54,1.42
1.46,1.45,1.46,1.41
1.47,1.46,1.47,1.42
1.49,1.51,1.52,1.46
1.51,1.45,1.52,1.45
1.46,1.45,1.50,1.44
1.42,1.42,1.46,1.42
1.46,1.39,1.49,1.37
1.35,1.36,1.38,1.33
1.37,1.35,1.39,1.35
1.35,1.33,1.39,1.32
1.36,1.36,1.38,1.35
1.36,1.32,1.36,1.30
1.31,1.28,1.31,1.28
1.25,1.30,1.34,1.25
1.29,1.26,1.29,1.26
1.27,1.30,1.30,1.24
1.28,1.25,1.30,1.24
1.25,1.24,1.26,1.24
1.26,1.29,1.29,1.25
1.27,1.27,1.30,1.25
1.26,1.26,1.26,1.25
1.24,1.24,1.28,1.23
1.26,1.30,1.30,1.26
1.30,1.28,1.30,1.25
1.28,1.29,1.30,1.28
1.29,1.27,1.30,1.27
1.24,1.30,1.30,1.24
1.30,1.34,1.35,1.28
1.34,1.37,1.38,1.34
1.37,1.33,1.44,1.33
1.34,1.28,1.34,1.23
1.29,1.28,1.29,1.23
1.28,1.25,1.28,1.24
1.27,1.26,1.27,1.24
1.25,1.25,1.27,1.24
1.26,1.25,1.26,1.24
1.24,1.23,1.25,1.21
1.21,1.19,1.22,1.19
1.17,1.22,1.25,1.17
1.24,1.26,1.29,1.23
1.26,1.22,1.28,1.20
1.25,1.20,1.25,1.19
1.20,1.20,1.25,1.19
1.22,1.17,1.22,1.17
1.19,1.24,1.25,1.18
1.24,1.22,1.27,1.20
1.24,1.20,1.24,1.20
1.21,1.22,1.24,1.20
1.25,1.22,1.25,1.21
1.22,1.24,1.25,1.22
1.24,1.24,1.29,1.22
1.26,1.27,1.29,1.26
1.28,1.26,1.35,1.26
1.27,1.24,1.29,1.24
1.26,1.24,1.26,1.24
1.24,1.26,1.26,1.24
1.26,1.25,1.27,1.24
1.27,1.26,1.27,1.23
1.22,1.20,1.30,1.17
1.21,1.20,1.23,1.17
1.21,1.24,1.27,1.21
1.21,1.26,1.26,1.21
1.28,1.29,1.30,1.27
1.30,1.25,1.30,1.25
1.27,1.25,1.29,1.25
1.29,1.25,1.29,1.25
1.25,1.24,1.26,1.24
1.24,1.26,1.29,1.23
1.27,1.25,1.27,1.24
1.25,1.28,1.30,1.24
1.27,1.29,1.30,1.25
1.32,1.30,1.34,1.29
1.30,1.29,1.30,1.26
1.28,1.26,1.29,1.18
1.25,1.26,1.28,1.23
1.22,1.25,1.26,1.22
1.25,1.24,1.26,1.24
1.25,1.25,1.26,1.22
1.23,1.21,1.23,1.19
1.20,1.24,1.26,1.19
1.25,1.21,1.25,1.20
1.20,1.19,1.21,1.18
1.18,1.19,1.20,1.18
1.20,1.25,1.30,1.17
1.29,1.21,1.29,1.19
1.22,1.20,1.22,1.19
1.17,1.22,1.22,1.17
1.22,1.19,1.22,1.18
1.22,1.25,1.25,1.20
1.25,1.20,1.25,1.18
1.22,1.17,1.25,1.11
1.20,1.15,1.20,1.12
1.19,1.13,1.19,1.13
1.19,1.10,1.19,1.10
1.09,1.12,1.18,1.05
1.15,1.10,1.17,1.08
1.12,1.10,1.13,1.09
1.13,1.09,1.13,1.08
1.08,1.08,1.14,1.07
1.07,1.06,1.09,1.06
1.06,1.08,1.12,1.06
1.06,1.15,1.15,1.06
1.13,1.18,1.22,1.13
1.20,1.18,1.21,1.15
1.18,1.16,1.20,1.15
1.19,1.13,1.19,1.12
1.12,1.17,1.19,1.11
1.17,1.17,1.20,1.17
1.17,1.18,1.19,1.11
1.18,1.18,1.19,1.11
1.15,1.11,1.16,1.11
1.22,1.15,1.22,1.15
1.14,1.17,1.18,1.14
1.16,1.20,1.20,1.15
1.20,1.14,1.23,1.13
1.13,1.18,1.18,1.12
1.17,1.11,1.19,1.10
1.13,1.15,1.15,1.10
1.15,1.11,1.17,1.05
1.05,1.10,1.10,1.05
1.06,1.08,1.10,1.06
1.10,1.06,1.10,1.05
1.06,1.02,1.08,1.01
1.02,0.98,1.02,0.96
0.99,1.07,1.12,0.96
1.08,0.98,1.10,0.97
1.00,0.99,1.02,0.97
1.00,1.04,1.10,0.98
1.06,1.02,1.10,1.02
1.03,1.05,1.08,1.00
1.06,1.06,1.08,1.03
1.07,1.05,1.10,1.04
1.07,1.07,1.09,1.06
1.07,1.01,1.07,1.01
1.06,0.99,1.09,0.99
1.00,0.95,1.01,0.94
0.97,0.95,0.99,0.95
0.96,0.96,0.99,0.95
0.96,0.93,0.96,0.93
0.96,0.92,0.98,0.91
0.94,0.89,0.95,0.86
0.95,0.90,0.95,0.90
0.90,0.84,0.90,0.84
0.84,0.80,0.89,0.79
0.78,0.75,0.79,0.72
0.78,0.73,0.78,0.70
0.74,0.80,0.87,0.70
0.84,0.78,0.94,0.76
0.78,0.79,0.82,0.73
0.74,0.97,0.97,0.74
0.95,1.00,1.03,0.90
1.00,0.94,1.00,0.94
0.94,0.89,0.98,0.80
0.88,0.87,0.93,0.81
0.89,0.89,0.92,0.83
0.89,0.90,0.92,0.84
0.92,0.90,0.93,0.90
0.86,0.86,0.93,0.85
0.86,0.83,0.93,0.83
0.85,0.76,0.87,0.76
0.80,0.75,0.84,0.70
0.70,0.75,0.83,0.70
0.81,0.72,0.81,0.71
0.75,0.75,0.77,0.71
0.76,0.79,0.79,0.70
0.80,0.81,0.84,0.77
0.83,0.74,0.83,0.72
0.75,0.75,0.78,0.70
0.78,0.70,0.78,0.70
0.70,0.72,0.72,0.70
0.74,0.71,0.80,0.69
0.71,0.67,0.71,0.65
0.82,0.73,0.83,0.69
0.73,0.69,0.73,0.67
0.68,0.72,0.72,0.68
0.71,0.65,0.72,0.63
0.68,0.80,0.80,0.64
0.75,0.75,0.81,0.68
0.71,0.67,0.80,0.63
0.71,0.70,0.72,0.70
0.70,0.71,0.76,0.69
0.73,0.70,0.73,0.68
0.76,0.62,0.76,0.60
0.63,0.54,0.63,0.52
0.60,0.56,0.60,0.54
0.58,0.58,0.60,0.46
0.59,0.56,0.61,0.53
0.58,0.58,0.62,0.57
0.56,0.54,0.61,0.54
0.57,0.56,0.61,0.55
0.60,0.58,0.60,0.53
0.58,0.73,0.76,0.53
0.73,0.73,0.73,0.72
0.66,0.70,0.70,0.60
0.60,0.61,0.71,0.59
0.65,0.72,0.72,0.59
0.72,0.62,0.74,0.50
0.60,0.64,0.69,0.60
0.65,0.69,0.74,0.65
0.70,0.75,0.81,0.70
0.71,0.73,0.80,0.67
0.75,0.75,0.75,0.65
0.80,0.78,0.80,0.76
0.79,0.78,0.82,0.74
0.83,0.78,0.84,0.75
0.84,0.78,0.84,0.76
0.79,0.79,0.82,0.78
0.82,0.82,0.84,0.80
0.82,0.77,0.82,0.75
0.71,0.77,0.80,0.71
0.78,0.78,0.79,0.75
0.78,0.80,0.80,0.76
0.82,0.80,0.82,0.77
0.80,0.79,0.80,0.75
0.80,0.80,0.80,0.78
0.79,0.78,0.80,0.77
0.80,0.79,0.86,0.79
0.82,0.76,0.82,0.76
0.74,0.74,0.78,0.74
0.77,0.74,0.80,0.74
0.76,0.80,0.81,0.76
0.80,0.80,0.87,0.80
0.80,0.76,0.80,0.76
0.79,0.82,0.84,0.79
0.80,0.80,0.83,0.80
0.83,0.80,0.83,0.80
0.79,0.84,0.84,0.79
0.81,0.83,0.83,0.81
0.89,0.84,0.91,0.82
0.84,0.80,0.85,0.80
0.82,0.81,0.84,0.80
0.82,0.80,0.82,0.80
0.81,0.80,0.81,0.78
0.80,0.80,0.84,0.80
0.82,0.82,0.82,0.79
0.80,0.80,0.81,0.80
0.80,0.80,0.81,0.80
0.80,0.80,0.81,0.80
0.80,0.80,0.83,0.79
0.79,0.79,0.82,0.79
0.82,0.76,0.82,0.75
0.74,0.73,0.79,0.72
0.79,0.70,0.79,0.70
0.70,0.72,0.79,0.70
0.75,0.69,0.75,0.69
0.77,0.65,0.77,0.65
0.65,0.68,0.72,0.65
0.69,0.67,0.70,0.66
0.68,0.69,0.72,0.67
0.69,0.66,0.72,0.66
0.67,0.69,0.72,0.66
0.66,0.69,0.70,0.66
0.69,0.68,0.70,0.66
0.68,0.68,0.68,0.68
0.74,0.62,0.74,0.56
0.66,0.60,0.66,0.60
0.61,0.58,0.62,0.58
0.61,0.60,0.64,0.60
0.60,0.60,0.63,0.60
0.60,0.58,0.60,0.56
0.57,0.61,0.62,0.45
0.61,0.59,0.61,0.54
0.59,0.59,0.59,0.59
0.56,0.55,0.60,0.55
0.59,0.60,0.60,0.56
0.59,0.56,0.60,0.52
0.59,0.58,0.59,0.55
0.60,0.58,0.61,0.58
0.60,0.58,0.60,0.58
0.57,0.58,0.59,0.56
0.56,0.57,0.58,0.56
0.57,0.59,0.60,0.57
0.57,0.60,0.60,0.57
0.58,0.57,0.60,0.56
0.61,0.63,0.64,0.60
0.65,0.64,0.65,0.62
0.64,0.64,0.64,0.64
0.64,0.60,0.64,0.60
0.62,0.62,0.64,0.61
0.64,0.64,0.64,0.60
0.64,0.62,0.64,0.60
0.63,0.63,0.64,0.60
0.61,0.58,0.63,0.57
0.60,0.55,0.60,0.52
0.55,0.55,0.55,0.50
0.59,0.53,0.60,0.52
0.55,0.53,0.55,0.50
0.57,0.49,0.57,0.49
0.55,0.55,0.57,0.49
0.57,0.55,0.57,0.55
0.57,0.55,0.58,0.55
0.57,0.64,0.65,0.55
0.65,0.72,0.75,0.65
0.70,0.68,0.73,0.68
0.69,0.69,0.69,0.67
0.70,0.69,0.70,0.68
0.70,0.70,0.70,0.66
0.69,0.68,0.70,0.68
0.66,0.60,0.66,0.55
0.62,0.62,0.62,0.58
0.62,0.62,0.62,0.60
0.62,0.60,0.62,0.60
0.62,0.59,0.62,0.58
0.59,0.56,0.59,0.55
0.56,0.57,0.57,0.55
0.55,0.46,0.55,0.46
0.48,0.47,0.49,0.47
0.47,0.45,0.47,0.45
0.46,0.44,0.47,0.43
0.45,0.42,0.45,0.42
0.44,0.46,0.46,0.44
0.47,0.47,0.48,0.45
0.48,0.48,0.48,0.46
0.48,0.46,0.48,0.45
0.46,0.44,0.47,0.42
0.46,0.44,0.46,0.42
0.45,0.45,0.45,0.44
0.45,0.45,0.45,0.42
0.45,0.44,0.45,0.43
0.44,0.46,0.46,0.42
0.45,0.44,0.46,0.44
0.43,0.43,0.45,0.43
0.44,0.45,0.45,0.42
0.45,0.45,0.46,0.42
0.44,0.44,0.45,0.43
0.45,0.43,0.45,0.43
0.43,0.44,0.45,0.42
0.44,0.46,0.46,0.44
0.45,0.44,0.46,0.44
0.45,0.45,0.46,0.43
0.45,0.43,0.47,0.43
0.45,0.43,0.46,0.42
0.44,0.43,0.44,0.42
0.44,0.43,0.44,0.41
0.43,0.41,0.44,0.41
0.42,0.42,0.43,0.41
0.43,0.40,0.44,0.40
0.40,0.40,0.42,0.40
0.42,0.41,0.42,0.41
0.42,0.41,0.42,0.41
0.41,0.42,0.42,0.41
0.42,0.40,0.42,0.40
0.40,0.41,0.41,0.40
0.41,0.40,0.41,0.40
0.39,0.39,0.40,0.37
0.39,0.39,0.39,0.39
0.40,0.39,0.40,0.38
0.43,0.40,0.44,0.39
0.43,0.41,0.43,0.39
0.40,0.38,0.42,0.38
0.40,0.41,0.43,0.40
0.41,0.41,0.44,0.40
0.42,0.40,0.42,0.40
0.42,0.40,0.42,0.40
0.42,0.41,0.45,0.40
0.41,0.40,0.42,0.40
0.40,0.42,0.43,0.40
0.43,0.44,0.45,0.42
0.44,0.41,0.44,0.41
0.42,0.39,0.43,0.39
0.40,0.39,0.40,0.39
0.39,0.39,0.44,0.39
0.41,0.40,0.42,0.39
0.40,0.39,0.40,0.39
0.40,0.43,0.43,0.39
0.44,0.39,0.44,0.39
0.39,0.39,0.40,0.39
0.39,0.39,0.40,0.39
0.40,0.39,0.40,0.39
0.39,0.42,0.42,0.38
0.43,0.38,0.43,0.37
0.39,0.38,0.40,0.36
0.39,0.34,0.39,0.34
0.34,0.29,0.35,0.21
0.30,0.31,0.32,0.30
0.31,0.32,0.35,0.31
0.32,0.29,0.33,0.28
0.30,0.28,0.30,0.27
0.28,0.29,0.31,0.28
0.31,0.30,0.31,0.29
0.29,0.30,0.31,0.29
0.29,0.30,0.30,0.29
0.29,0.30,0.31,0.29
0.31,0.32,0.32,0.31
0.32,0.30,0.32,0.30
0.29,0.30,0.32,0.29
0.31,0.30,0.31,0.29
0.30,0.30,0.31,0.29
0.30,0.28,0.30,0.26
0.27,0.30,0.30,0.27
0.30,0.29,0.30,0.28
0.29,0.31,0.31,0.28
0.32,0.31,0.33,0.30
0.32,0.29,0.32,0.29
0.29,0.30,0.34,0.29
0.30,0.31,0.32,0.30
0.31,0.31,0.32,0.30
0.32,0.31,0.32,0.30
0.31,0.32,0.34,0.31
0.31,0.33,0.35,0.31
0.34,0.32,0.34,0.31
0.32,0.32,0.34,0.31
2.59,2.76,2.88,2.59
2.72,2.76,2.91,2.70
2.81,2.70,2.81,2.70
2.66,2.37,2.66,2.36
2.36,2.37,2.50,2.36
2.38,2.52,2.56,2.37
2.53,2.52,2.54,2.47
2.50,2.50,2.50,2.46
2.47,2.48,2.48,2.42
2.43,2.49,2.49,2.43
2.44,2.35,2.44,2.30
2.30,2.34,2.35,2.30
2.38,2.20,2.45,2.16
2.20,2.12,2.26,2.12
2.10,2.10,2.19,2.10
2.15,2.19,2.29,2.10
2.11,2.22,2.27,2.11
2.27,2.17,2.27,2.12
2.14,2.22,2.27,2.08
2.18,2.30,2.39,2.18
2.39,2.19,2.45,2.12
2.19,2.21,2.30,2.19
2.16,2.15,2.20,2.06
2.15,2.19,2.19,2.07
2.16,2.39,2.45,2.16
2.44,2.28,2.44,2.19
2.22,2.18,2.33,2.18
2.27,2.19,2.27,2.19
2.15,2.11,2.22,2.11
2.18,2.15,2.21,2.15
2.20,2.19,2.24,2.19
2.15,2.05,2.19,2.04
2.10,2.13,2.14,2.02
2.08,2.00,2.10,1.90
2.03,1.99,2.03,1.98
2.07,2.02,2.07,2.01
2.00,2.08,2.08,2.00
2.09,2.05,2.11,2.05
2.08,2.07,2.17,2.07
2.15,2.02,2.16,2.02
2.09,2.09,2.09,2.06
2.13,2.13,2.14,2.13
2.15,2.22,2.27,2.15
2.21,2.28,2.30,2.21
2.28,2.28,2.32,2.25
2.29,2.28,2.29,2.20
2.32,2.23,2.34,2.20
2.16,2.15,2.28,2.06
2.15,2.08,2.16,2.04
2.14,2.04,2.15,2.03
1.99,1.94,2.00,1.92
1.92,1.93,2.05,1.92
1.97,1.85,2.00,1.82
1.95,1.94,1.96,1.80
1.88,1.78,1.91,1.78
1.77,1.65,1.77,1.60
1.65,1.71,1.72,1.65
1.69,1.69,1.69,1.69
1.72,1.78,1.79,1.69
1.71,1.67,1.78,1.67
1.61,1.64,1.76,1.61
1.69,1.67,1.70,1.65
1.70,1.74,1.80,1.66
1.77,1.79,1.80,1.66
1.77,1.80,1.80,1.75
1.79,1.66,1.80,1.66
1.65,1.66,1.77,1.65
1.65,1.61,1.75,1.61
1.70,1.79,1.79,1.70
1.79,1.79,1.79,1.75
1.79,1.97,2.15,1.79
2.13,2.01,2.34,1.98
2.12,2.11,2.24,1.93
2.08,1.96,2.10,1.92
2.06,1.98,2.06,1.91
2.01,1.94,2.03,1.86
1.90,1.96,1.98,1.90
2.00,1.98,2.00,1.91
1.95,1.92,1.95,1.92
