AGEN,Agenus Inc. - Common Stock,NASDAQ
3.90,3.71,3.93,3.68
3.75,3.81,3.85,3.71
3.77,3.61,3.81,3.61
3.71,3.67,3.75,3.61
3.70,3.62,3.74,3.60
3.66,3.82,3.92,3.65
3.80,3.79,3.96,3.73
3.89,3.82,4.00,3.74
3.85,3.80,3.91,3.78
3.86,3.89,3.92,3.79
3.89,3.91,3.91,3.82
3.91,3.80,3.91,3.78
3.82,3.75,3.86,3.75
3.71,3.77,3.85,3.68
3.84,3.69,3.84,3.67
3.70,3.71,3.91,3.68
3.73,3.88,3.88,3.71
3.90,3.95,3.96,3.87
3.93,3.87,3.95,3.85
3.94,4.02,4.13,3.87
4.00,3.98,4.10,3.96
4.00,3.95,4.00,3.94
3.97,3.82,3.97,3.82
3.87,3.81,3.97,3.80
3.79,3.70,3.79,3.69
3.70,3.85,3.87,3.70
3.85,3.85,3.97,3.82
3.86,3.81,3.87,3.81
3.81,3.85,3.86,3.80
3.86,3.82,3.88,3.82
3.85,3.80,3.86,3.78
3.80,3.80,3.83,3.76
3.80,3.73,3.80,3.69
3.70,3.69,3.75,3.55
3.68,3.60,3.70,3.60
3.63,3.58,3.63,3.50
3.59,3.52,3.59,3.48
3.50,3.50,3.53,3.48
3.45,3.46,3.56,3.45
3.45,3.42,3.50,3.40
3.44,3.51,3.51,3.39
3.52,3.30,3.55,3.30
3.33,3.36,3.40,3.23
3.33,3.44,3.50,3.30
3.49,3.76,3.78,3.49
3.78,3.87,3.94,3.75
3.89,3.85,3.91,3.80
3.80,3.65,3.85,3.65
3.65,3.68,3.76,3.61
3.67,3.66,3.74,3.65
3.70,3.65,3.75,3.63
3.74,3.68,3.74,3.61
3.69,3.71,3.80,3.65
2.53,2.84,2.93,2.45
2.91,2.86,2.93,2.77
2.90,2.85,2.93,2.75
2.85,2.85,2.95,2.82
2.85,2.79,2.86,2.62
2.79,2.72,2.80,2.65
2.73,2.78,2.83,2.73
2.82,2.74,2.84,2.74
3.32,3.02,3.68,2.95
3.02,2.93,3.04,2.85
3.00,2.91,3.00,2.86
2.93,2.85,2.95,2.74
2.87,2.77,2.88,2.75
2.82,2.71,2.82,2.70
2.73,2.80,2.88,2.72
2.82,2.81,2.91,2.76
2.83,2.83,2.88,2.80
2.83,2.77,2.83,2.75
2.78,2.84,2.84,2.72
2.84,2.82,2.87,2.78
2.84,2.81,2.85,2.74
2.81,2.73,2.84,2.70
2.73,2.78,2.81,2.73
3.29,3.02,3.49,3.00
2.96,2.91,2.99,2.74
2.95,2.94,3.00,2.85
2.90,2.81,2.90,2.79
2.80,2.75,2.80,2.72
2.76,2.67,2.76,2.65
2.68,2.69,2.74,2.65
2.73,2.82,2.82,2.71
2.81,2.70,2.84,2.70
2.69,2.60,2.70,2.57
2.60,2.54,2.61,2.50
2.52,2.54,2.62,2.50
2.55,2.53,2.62,2.51
2.54,2.61,2.61,2.51
2.61,2.52,2.62,2.50
2.51,2.54,2.57,2.50
2.54,2.50,2.58,2.50
2.50,2.42,2.51,2.40
2.43,2.41,2.49,2.41
2.41,2.47,2.50,2.41
2.48,2.46,2.49,2.43
2.48,2.40,2.48,2.40
2.84,2.62,3.02,2.50
2.65,2.61,2.68,2.55
2.61,2.52,2.62,2.50
2.53,2.47,2.55,2.42
2.45,2.47,2.52,2.43
2.49,2.48,2.52,2.46
2.47,2.51,2.59,2.46
2.65,2.62,2.67,2.55
2.65,2.67,2.71,2.56
2.65,2.59,2.69,2.56
2.59,2.57,2.65,2.56
2.59,2.53,2.59,2.51
2.53,2.62,2.67,2.46
2.67,2.64,2.72,2.62
2.67,2.64,2.67,2.61
2.64,2.64,2.68,2.61
2.63,2.61,2.64,2.56
2.59,2.54,2.60,2.52
2.56,2.52,2.56,2.52
2.52,2.57,2.65,2.52
2.56,2.58,2.59,2.52
2.57,2.58,2.60,2.53
2.58,2.51,2.63,2.50
2.52,2.54,2.56,2.45
2.52,2.44,2.55,2.43
2.47,2.44,2.48,2.41
3.12,2.75,3.21,2.71
2.72,2.82,2.91,2.62
2.76,2.67,2.81,2.66
2.65,2.58,2.67,2.54
2.56,2.75,2.76,2.52
2.80,2.73,2.81,2.70
2.75,2.69,2.78,2.68
2.71,2.70,2.77,2.68
2.69,2.67,2.75,2.63
2.69,2.65,2.69,2.59
2.68,2.64,2.69,2.60
2.65,2.78,2.78,2.65
2.80,2.80,2.89,2.75
2.78,2.89,2.89,2.70
2.89,2.83,2.89,2.78
2.84,2.83,2.88,2.73
2.85,3.08,3.15,2.85
3.11,3.14,3.22,3.02
3.20,2.98,3.20,2.92
3.01,3.02,3.10,2.95
3.02,3.03,3.09,2.90
3.07,3.10,3.10,3.03
3.10,3.20,3.28,3.07
3.35,3.27,3.38,3.19
3.30,3.34,3.44,3.27
3.27,3.47,3.54,3.11
3.45,3.27,3.45,3.20
3.25,3.09,3.25,2.94
3.09,3.14,3.18,3.03
3.12,3.09,3.16,3.05
3.10,3.15,3.22,3.10
3.06,3.09,3.16,3.03
3.11,2.93,3.15,2.92
2.91,2.90,3.00,2.88
2.80,2.72,2.85,2.65
2.75,2.74,2.76,2.68
2.75,2.87,2.89,2.71
2.87,2.92,3.00,2.87
3.00,3.02,3.18,2.97
3.04,3.03,3.10,2.95
3.04,3.05,3.12,3.04
3.09,3.00,3.18,3.00
3.02,3.05,3.07,3.00
3.06,3.37,3.40,2.96
3.41,3.63,3.83,3.41
3.72,3.88,4.04,3.60
4.15,4.21,4.32,3.92
4.19,4.49,4.60,3.96
4.48,5.10,5.18,4.45
5.04,4.89,5.27,4.79
4.85,4.89,5.08,4.60
4.82,4.84,4.86,4.41
4.88,4.76,4.97,4.71
4.75,4.97,5.18,4.75
5.02,4.78,5.09,4.66
4.77,4.39,4.82,4.19
4.27,4.41,4.53,4.27
4.42,4.18,4.47,4.15
4.20,4.22,4.33,4.12
4.25,4.08,4.28,4.03
4.22,4.32,4.53,4.16
4.34,4.15,4.45,4.11
4.16,4.29,4.35,4.08
4.32,4.30,4.40,4.22
3.41,3.80,4.02,3.37
3.79,3.64,3.85,3.50
3.63,3.41,3.64,3.19
3.42,3.32,3.48,3.23
3.37,3.23,3.44,3.16
3.17,3.25,3.26,3.06
3.27,3.22,3.38,3.20
3.25,3.17,3.32,3.05
3.21,3.31,3.46,2.99
3.00,3.21,3.25,3.00
3.24,3.06,3.36,3.01
3.08,2.80,3.08,2.79
2.80,2.82,2.97,2.70
2.80,2.75,2.84,2.72
2.79,2.94,2.97,2.76
2.96,2.84,2.99,2.80
2.85,2.70,2.87,2.64
2.74,2.54,2.77,2.50
2.42,2.48,2.70,2.27
2.52,2.41,2.60,2.34
2.43,2.55,2.57,2.37
2.57,2.57,2.58,2.46
2.58,2.72,2.75,2.57
2.74,2.66,2.78,2.61
2.68,2.71,2.74,2.57
2.71,2.56,2.72,2.54
2.76,3.06,3.12,2.72
3.05,2.94,3.09,2.86
2.94,2.84,2.94,2.74
2.89,2.79,2.90,2.70
2.78,2.74,2.94,2.66
2.71,2.79,2.80,2.60
2.77,2.72,2.84,2.62
2.69,2.71,2.73,2.60
2.75,2.49,2.75,2.48
2.48,2.57,2.60,2.48
2.52,2.65,2.66,2.51
2.63,2.67,2.70,2.60
2.69,2.66,2.85,2.61
2.65,2.63,2.68,2.55
2.60,2.67,2.67,2.55
2.62,2.70,2.70,2.62
2.66,2.63,2.70,2.61
2.62,2.57,2.68,2.55
2.63,2.61,2.63,2.52
2.62,2.64,2.66,2.56
2.65,2.71,2.75,2.61
2.80,2.86,2.90,2.67
2.89,2.90,2.96,2.83
2.89,3.02,3.10,2.88
3.05,3.03,3.12,2.89
2.98,3.14,3.15,2.96
3.06,3.13,3.32,3.06
3.07,3.15,3.23,3.06
3.17,3.19,3.22,3.03
3.20,3.28,3.35,3.13
3.30,3.27,3.34,3.20
3.26,3.29,3.34,3.21
3.28,3.36,3.38,3.25
3.39,3.51,3.58,3.33
3.53,3.60,3.80,3.51
3.58,3.61,3.65,3.40
3.60,3.58,3.60,3.42
3.60,3.37,3.60,3.33
3.36,3.55,3.56,3.27
3.56,3.43,3.62,3.37
3.45,3.39,3.49,3.34
3.36,3.43,3.48,3.34
3.86,3.57,3.95,3.45
3.59,3.40,3.67,3.20
3.37,3.22,3.45,3.12
3.94,3.55,4.05,3.52
3.64,3.80,3.80,3.57
3.86,3.95,4.02,3.85
3.96,3.62,3.97,3.59
3.61,3.40,3.71,3.32
3.39,3.34,3.48,3.32
3.25,3.27,3.36,3.15
3.27,3.25,3.34,3.22
3.30,3.26,3.35,3.21
3.25,3.12,3.27,3.09
3.11,3.08,3.11,3.00
3.04,2.94,3.11,2.91
2.94,3.00,3.03,2.93
2.96,2.96,3.00,2.92
2.97,3.05,3.08,2.95
3.06,3.05,3.16,2.99
3.22,3.39,3.40,3.17
3.33,3.24,3.35,3.12
3.23,3.23,3.29,3.17
3.25,3.28,3.33,3.21
3.30,3.40,3.43,3.23
3.28,3.30,3.39,3.21
3.30,3.28,3.38,3.23
3.30,3.35,3.36,3.22
3.30,3.39,3.42,3.28
3.38,3.49,3.52,3.37
3.48,3.38,3.54,3.37
3.39,3.41,3.41,3.32
3.43,3.44,3.51,3.38
3.44,3.32,3.44,3.29
3.32,3.29,3.32,3.26
3.30,3.30,3.35,3.25
3.33,3.28,3.33,3.20
3.32,3.34,3.34,3.27
3.33,3.29,3.35,3.24
3.27,3.19,3.27,3.16
3.17,3.12,3.20,3.08
3.10,3.07,3.13,3.05
3.12,3.10,3.23,3.09
3.11,3.16,3.17,3.06
3.15,3.17,3.20,3.13
3.18,3.15,3.20,3.10
3.16,3.14,3.17,3.09
3.14,3.18,3.19,3.12
3.18,3.10,3.21,3.09
3.09,3.05,3.11,3.03
3.04,3.01,3.05,2.96
2.99,3.02,3.05,2.93
3.00,2.96,3.02,2.92
2.97,3.12,3.14,2.92
3.09,3.18,3.19,3.03
3.19,3.12,3.20,3.10
3.12,2.96,3.12,2.94
2.96,3.03,3.04,2.90
3.02,2.99,3.06,2.96
3.01,2.98,3.01,2.94
2.95,2.92,3.02,2.88
2.93,2.88,2.94,2.86
2.90,2.82,2.91,2.80
2.81,2.81,2.86,2.75
2.81,2.90,2.92,2.75
2.90,2.95,2.95,2.89
2.91,3.13,3.16,2.91
3.13,3.11,3.22,3.10
3.12,2.97,3.17,2.96
2.99,2.98,3.10,2.92
3.04,2.94,3.04,2.93
2.94,2.85,2.96,2.85
2.80,2.79,2.89,2.78
2.80,2.81,2.83,2.70
2.81,2.67,2.82,2.67
2.64,2.61,2.74,2.60
2.58,2.70,2.82,2.56
2.76,2.72,2.80,2.65
2.68,2.95,2.95,2.66
2.90,3.04,3.09,2.90
3.08,2.90,3.09,2.88
2.91,2.98,3.04,2.91
2.98,3.00,3.03,2.89
3.02,3.00,3.06,2.95
3.02,3.08,3.10,2.99
3.09,3.00,3.10,2.98
3.00,3.04,3.05,2.96
3.06,3.18,3.25,3.02
3.16,3.02,3.23,3.00
3.01,3.09,3.17,3.00
3.18,2.98,3.18,2.89
3.00,3.00,3.05,2.95
3.00,3.00,3.04,2.90
3.00,3.00,3.06,2.96
3.01,3.05,3.05,2.98
3.07,3.02,3.07,2.94
3.05,3.04,3.05,2.96
3.02,3.07,3.16,2.94
3.05,3.01,3.10,2.99
2.99,2.98,3.08,2.96
2.99,2.98,3.00,2.93
2.98,2.97,3.00,2.93
3.00,2.96,3.00,2.94
2.96,2.93,2.97,2.88
2.91,2.97,2.98,2.88
3.02,2.93,3.02,2.92
2.93,2.95,2.96,2.90
2.94,2.96,3.00,2.91
2.95,3.00,3.01,2.95
3.00,2.96,3.04,2.96
2.97,2.96,3.02,2.95
2.98,3.00,3.01,2.97
2.98,3.03,3.07,2.97
3.03,2.99,3.06,2.98
2.99,3.11,3.13,2.99
3.12,3.26,3.49,3.11
3.24,3.27,3.30,3.17
3.27,3.03,3.27,3.02
3.04,3.15,3.15,3.00
3.08,3.22,3.24,3.05
3.27,3.27,3.40,3.24
3.24,3.26,3.33,3.22
3.26,3.35,3.37,3.23
3.75,3.92,3.96,3.59
4.00,3.99,4.26,3.92
4.03,3.95,4.08,3.86
3.98,3.85,4.00,3.78
3.89,3.85,3.94,3.81
3.90,4.13,4.15,3.85
4.15,4.00,4.28,3.96
3.97,4.01,4.10,3.96
4.05,3.97,4.09,3.93
3.97,3.98,4.02,3.88
3.99,4.17,4.25,3.95
4.20,3.91,4.34,3.80
3.95,4.01,4.05,3.91
4.03,4.11,4.15,4.01
5.12,5.29,5.80,4.88
6.10,6.17,6.49,5.90
6.01,5.70,6.09,5.50
5.41,5.59,5.81,5.30
5.57,5.32,5.69,5.30
5.30,5.62,5.69,5.30
5.62,5.70,5.89,5.30
5.66,5.37,5.75,5.32
5.39,5.25,5.45,4.95
5.10,4.96,5.15,4.91
4.91,5.25,5.30,4.91
5.20,5.26,5.39,5.13
5.25,5.06,5.35,5.02
5.09,5.22,5.35,5.05
5.19,5.03,5.32,5.02
5.04,4.83,5.10,4.78
4.83,4.63,4.92,4.56
4.57,4.59,4.71,4.50
4.60,4.77,4.79,4.59
4.78,4.68,4.94,4.65
4.67,4.85,5.00,4.65
4.89,5.13,5.18,4.85
5.11,4.93,5.16,4.87
4.98,5.04,5.07,4.88
5.07,5.03,5.11,4.92
5.00,5.16,5.25,4.97
5.19,5.13,5.25,5.09
5.12,5.15,5.35,5.12
5.16,5.20,5.28,5.14
5.27,5.57,5.60,5.20
5.60,5.40,5.64,5.31
5.40,5.50,5.60,5.32
5.22,5.04,5.22,4.90
5.08,4.90,5.15,4.88
4.87,4.88,4.97,4.81
4.85,4.85,4.93,4.76
4.84,5.09,5.13,4.80
5.09,5.28,5.38,5.07
5.28,5.11,5.28,5.09
5.17,5.10,5.17,4.96
5.05,5.22,5.28,4.98
5.28,5.40,5.45,5.12
5.45,5.55,5.65,5.40
5.56,5.42,5.65,5.25
5.44,5.36,5.53,5.32
5.44,5.41,5.49,5.35
5.41,5.29,5.49,5.15
5.27,5.55,5.59,5.18
5.60,5.40,5.77,5.26
5.35,5.16,5.38,5.15
5.12,5.25,5.28,5.07
5.27,4.90,5.34,4.90
4.92,4.68,4.92,4.58
4.71,4.89,4.90,4.70
4.90,5.16,5.20,4.82
5.11,5.13,5.21,5.00
5.13,5.28,5.29,4.90
5.30,5.28,5.35,5.14
5.27,5.27,5.35,5.22
5.26,5.24,5.35,5.17
5.29,5.43,5.45,5.20
5.46,5.30,5.53,5.18
5.27,5.42,5.45,5.20
5.40,5.54,5.65,5.40
5.52,5.54,5.68,5.44
5.54,5.56,5.67,5.41
5.57,5.62,5.65,5.52
5.58,5.57,5.63,5.45
5.59,5.74,5.90,5.48
5.79,5.87,5.95,5.71
5.90,6.08,6.14,5.82
6.05,6.37,6.40,5.60
6.50,7.12,7.45,6.45
7.35,7.24,7.98,7.02
7.97,6.93,8.00,6.85
6.93,7.05,7.24,6.72
6.99,6.61,7.15,6.52
6.73,6.85,6.86,6.56
6.82,6.75,7.15,6.68
6.75,6.37,6.75,6.35
6.30,6.63,6.73,6.26
6.63,6.64,6.74,6.53
6.73,6.84,7.05,6.71
6.88,6.73,6.95,6.73
6.80,7.10,7.16,6.61
7.10,6.94,7.24,6.80
6.99,7.03,7.13,6.77
7.00,6.90,7.00,6.62
6.84,6.80,6.90,6.68
6.81,6.69,6.88,6.63
6.68,6.60,6.73,6.51
6.36,6.63,6.76,6.31
6.65,7.01,7.10,6.62
7.00,7.25,7.31,6.97
7.30,7.82,7.86,7.17
7.90,7.62,8.09,7.53
7.61,8.18,8.25,7.55
8.27,8.06,8.41,7.82
8.00,7.95,8.18,7.72
8.15,8.27,8.28,8.01
8.20,8.20,8.35,8.03
8.22,8.91,9.10,8.08
9.21,8.99,9.50,8.89
9.04,8.84,9.07,8.57
8.82,8.92,9.05,8.75
9.38,9.38,9.51,9.12
9.39,9.48,9.70,9.25
9.46,9.67,9.73,9.15
9.69,9.68,10.16,9.65
9.70,9.78,9.92,9.53
9.82,8.65,9.85,8.00
8.61,8.63,8.83,7.62
8.65,8.32,8.67,7.97
8.29,8.60,8.65,7.98
8.58,8.48,8.62,8.34
8.54,8.43,8.54,8.26
8.43,8.09,8.49,7.87
7.94,8.06,8.32,7.94
8.21,8.63,8.81,8.16
8.70,8.78,9.14,8.42
8.84,8.61,8.90,8.47
8.55,9.17,9.17,8.41
9.15,9.29,9.33,8.81
9.24,8.61,9.34,8.44
8.80,8.86,9.01,8.75
8.95,9.17,9.26,8.89
9.32,9.22,9.37,9.15
9.22,9.32,9.48,9.18
9.30,9.12,9.52,9.08
9.22,9.34,9.41,9.12
9.36,9.38,9.42,9.06
9.60,9.44,9.64,9.34
9.41,9.17,9.49,9.00
9.04,9.24,9.35,8.98
8.95,8.95,9.32,8.55
9.09,8.56,9.23,8.51
8.50,8.39,8.50,8.03
8.43,8.33,8.50,8.11
8.29,8.24,8.40,8.10
8.21,8.39,8.48,8.04
8.40,8.54,8.69,8.27
8.50,8.26,8.56,8.08
8.20,8.10,8.28,8.05
8.19,8.23,8.36,8.11
8.27,7.90,8.34,7.68
7.86,7.73,7.86,7.35
7.81,7.86,7.97,7.74
7.75,7.51,7.95,7.45
7.39,7.52,7.60,7.02
7.54,7.28,7.65,7.26
7.22,7.27,7.45,6.99
7.22,7.75,7.75,7.04
7.78,7.44,7.85,7.42
7.42,7.51,7.71,7.35
7.45,7.10,7.48,7.08
6.92,7.04,7.25,6.75
6.34,6.57,6.91,5.72
6.88,6.65,6.88,6.57
6.88,6.91,6.91,6.33
6.96,6.91,7.05,6.67
6.99,7.26,7.28,6.87
7.32,7.11,7.45,7.03
6.90,6.89,7.09,6.80
7.00,7.17,7.17,6.86
7.31,6.82,7.32,6.65
6.75,6.88,6.96,6.70
7.02,7.14,7.18,6.87
7.33,6.61,7.33,6.58
6.60,6.75,6.94,6.60
6.70,6.54,6.80,6.30
6.54,6.59,6.64,6.42
6.58,6.61,6.65,6.46
6.60,6.50,6.70,6.36
6.49,7.04,7.06,6.49
6.91,6.54,7.08,6.47
6.61,6.18,6.61,6.06
6.02,6.00,6.18,5.91
5.98,5.99,6.15,5.77
5.96,5.80,6.01,5.67
5.92,5.04,5.92,4.96
4.99,4.58,5.04,4.44
4.57,4.43,4.70,4.33
4.65,4.60,4.77,4.34
4.59,4.54,4.64,4.35
4.45,4.82,4.83,4.40
4.92,4.85,5.08,4.76
4.90,4.81,4.95,4.43
4.92,4.84,5.02,4.65
4.82,4.78,4.89,4.56
4.71,4.81,4.95,4.70
4.82,4.74,4.87,4.64
4.70,4.55,4.90,4.55
4.49,4.64,4.78,4.49
4.66,5.05,5.07,4.61
5.06,5.02,5.23,4.95
5.02,4.96,5.10,4.72
4.92,4.61,4.97,4.61
4.67,4.72,4.77,4.43
4.75,5.03,5.04,4.58
5.15,5.03,5.36,4.93
4.98,4.99,5.15,4.81
5.30,4.75,5.30,4.65
4.76,4.72,4.83,4.53
4.75,4.63,4.81,4.62
4.61,4.56,4.61,4.45
4.56,4.76,4.79,4.55
4.75,4.77,4.89,4.65
4.75,4.72,4.82,4.62
4.74,4.59,4.74,4.56
4.61,4.66,4.71,4.41
4.64,4.68,4.72,4.56
4.65,4.65,4.75,4.53
4.65,4.61,4.76,4.61
4.56,4.52,4.68,4.51
4.49,4.63,4.70,4.47
4.64,4.40,4.68,4.34
4.43,4.28,4.45,4.24
4.28,4.74,4.75,4.22
4.65,4.66,4.75,4.47
4.69,4.51,4.78,4.45
4.42,4.43,4.49,4.35
4.42,4.80,4.81,4.40
4.81,5.13,5.25,4.77
5.17,5.13,5.34,5.05
5.17,5.11,5.24,5.00
5.16,5.12,5.19,5.00
5.11,4.99,5.24,4.97
5.02,4.69,5.05,4.68
4.72,4.66,4.79,4.61
4.67,4.36,4.70,4.34
4.25,4.37,4.47,4.25
4.44,4.22,4.44,4.21
4.20,4.41,4.42,4.19
4.29,4.14,4.37,4.13
4.15,3.88,4.23,3.85
3.91,3.92,4.05,3.75
4.11,4.56,4.57,4.01
4.50,4.54,4.60,4.39
4.49,4.50,4.62,4.40
4.51,4.50,4.57,4.36
4.51,4.43,4.61,4.38
4.51,4.50,4.59,4.43
4.55,4.78,4.97,4.55
4.78,4.60,4.80,4.55
4.63,4.65,4.66,4.52
4.59,4.72,4.74,4.59
4.67,4.54,4.73,4.54
4.50,4.46,4.53,4.32
4.62,4.43,4.63,4.38
4.38,4.24,4.45,4.18
4.11,3.89,4.15,3.79
3.94,3.78,4.02,3.78
3.80,3.52,3.90,3.39
3.55,3.59,3.77,3.43
3.62,3.27,3.65,3.20
3.28,3.37,3.47,3.13
3.25,3.16,3.29,3.02
3.26,3.03,3.30,2.90
2.91,3.17,3.23,2.74
3.51,3.45,3.88,3.35
3.59,3.42,3.61,3.35
3.43,3.41,3.64,3.34
3.40,3.36,3.44,3.14
3.35,3.14,3.38,3.08
3.19,3.08,3.20,2.98
3.05,3.15,3.22,3.03
3.13,3.21,3.25,3.05
3.17,3.09,3.17,3.04
3.10,2.96,3.15,2.90
2.94,3.05,3.17,2.94
3.02,3.00,3.10,2.96
2.95,2.85,2.98,2.78
2.84,2.85,3.00,2.76
2.86,2.79,2.96,2.77
2.71,2.72,2.79,2.61
2.73,2.83,2.84,2.66
2.90,3.01,3.02,2.88
3.02,3.15,3.17,3.02
3.20,2.91,3.21,2.90
2.90,3.00,3.04,2.85
3.05,3.00,3.11,2.97
2.99,2.82,3.06,2.81
2.80,2.84,2.89,2.65
2.86,2.75,2.90,2.70
2.76,2.86,2.87,2.75
2.84,2.77,2.90,2.73
2.81,2.91,2.91,2.73
2.92,3.21,3.21,2.92
3.21,3.40,3.50,2.98
3.43,3.84,4.00,3.43
3.95,4.11,4.13,3.78
4.11,4.07,4.17,3.75
4.06,3.85,4.25,3.78
3.82,3.70,4.00,3.63
3.77,4.00,4.13,3.64
4.12,4.03,4.25,4.01
4.02,3.68,4.04,3.68
3.67,3.65,3.83,3.53
3.64,3.74,3.85,3.50
3.80,3.79,3.91,3.62
3.77,4.09,4.11,3.77
4.04,4.15,4.30,4.02
4.16,3.83,4.34,3.82
3.81,3.91,4.06,3.70
3.96,3.85,3.99,3.78
3.83,4.11,4.12,3.77
4.19,4.09,4.39,4.09
4.09,4.16,4.29,4.09
4.16,4.23,4.32,4.07
4.28,4.28,4.42,4.24
4.23,4.28,4.40,4.20
4.31,4.68,4.71,4.28
4.66,4.54,4.82,4.50
4.60,4.54,4.71,4.42
4.57,4.28,4.65,4.27
4.26,4.34,4.40,4.22
4.40,4.40,4.47,4.23
4.39,4.34,4.43,4.28
4.34,4.29,4.37,4.27
4.29,4.48,4.52,4.23
4.53,4.24,4.54,4.20
4.27,4.02,4.30,3.95
4.00,4.10,4.11,3.95
4.09,4.28,4.34,4.02
4.24,4.31,4.42,4.19
4.30,4.15,4.37,4.02
4.12,4.20,4.31,4.03
4.01,3.84,4.19,3.81
3.85,3.52,3.96,3.44
3.49,3.69,3.69,3.41
3.64,3.50,3.68,3.44
3.45,3.25,3.49,3.16
3.25,3.11,3.29,3.00
3.10,3.01,3.17,2.97
3.05,3.29,3.34,3.01
3.41,3.37,3.43,3.25
3.39,3.30,3.47,3.26
3.35,3.34,3.40,3.26
3.33,3.45,3.49,3.25
3.49,3.55,3.64,3.47
3.51,3.51,3.62,3.44
3.49,3.47,3.64,3.44
3.46,3.54,3.58,3.39
3.57,3.65,3.67,3.52
3.66,3.72,3.85,3.64
3.76,3.79,3.84,3.72
3.82,3.85,3.89,3.78
3.86,3.90,3.94,3.80
3.89,4.05,4.05,3.82
4.10,4.22,4.30,4.05
4.24,4.22,4.32,4.09
4.21,4.50,4.76,4.21
4.60,4.38,4.62,4.31
4.42,4.45,4.51,4.27
4.45,4.37,4.48,4.30
4.37,4.26,4.38,4.24
4.24,4.19,4.43,4.18
4.06,4.00,4.10,3.92
3.97,4.00,4.11,3.91
3.99,3.91,4.05,3.85
3.95,3.91,4.06,3.88
3.88,4.04,4.05,3.82
4.06,4.03,4.15,3.98
4.10,4.22,4.32,4.08
4.24,4.12,4.26,4.06
4.11,4.05,4.29,3.98
4.04,4.20,4.22,4.00
3.85,3.91,4.08,3.82
3.86,3.63,3.97,3.61
3.70,3.88,3.94,3.70
3.95,3.97,4.00,3.90
3.95,4.05,4.07,3.84
4.04,4.21,4.27,4.04
4.18,4.30,4.33,4.18
4.27,4.46,4.50,4.25
4.46,4.69,4.72,4.46
4.68,4.79,4.87,4.56
4.82,4.71,4.99,4.70
4.76,4.84,4.92,4.65
4.93,4.79,4.94,4.73
4.83,4.70,4.87,4.69
4.69,4.76,4.80,4.60
4.78,4.80,4.87,4.71
4.60,4.53,4.79,4.44
4.51,4.70,4.73,4.50
4.72,4.65,4.83,4.64
4.66,4.78,4.83,4.61
4.78,4.74,4.85,4.70
4.72,4.84,4.89,4.67
4.87,4.93,5.00,4.84
4.93,5.38,5.42,4.92
5.42,5.55,5.70,5.36
5.56,5.65,5.90,5.53
5.67,5.55,5.68,5.40
5.50,5.75,5.85,5.48
5.78,5.65,5.83,5.64
5.67,6.16,6.25,5.66
6.22,6.14,6.37,6.11
6.16,6.11,6.20,6.06
6.11,5.89,6.13,5.83
5.89,5.94,6.03,5.73
5.86,6.22,6.24,5.86
6.25,6.14,6.36,6.12
6.03,5.95,6.13,5.94
6.02,6.04,6.06,5.84
6.05,5.97,6.10,5.96
5.96,6.01,6.09,5.95
6.05,6.08,6.19,6.01
6.12,6.05,6.16,6.03
6.08,5.85,6.29,5.83
5.94,6.04,6.13,5.85
6.03,6.22,6.24,6.02
6.29,6.47,6.64,6.29
6.44,6.42,6.62,6.37
6.43,6.19,6.44,6.12
6.20,6.19,6.27,6.04
6.20,6.14,6.24,6.07
6.15,6.32,6.36,6.12
6.40,6.27,6.46,6.22
6.29,6.50,6.52,6.18
6.51,6.12,6.54,6.11
6.09,6.43,6.44,5.93
6.27,6.22,6.39,6.11
6.25,6.52,6.74,6.25
6.61,6.60,6.70,6.43
6.52,6.77,6.89,6.51
6.79,6.77,7.00,6.74
6.97,6.96,7.24,6.85
7.04,7.10,7.25,6.85
7.08,7.00,7.20,6.96
7.01,6.90,7.30,6.83
6.94,7.03,7.08,6.84
7.07,7.20,7.21,7.00
7.17,7.11,7.31,7.00
7.05,6.87,7.18,6.85
7.02,7.18,7.20,7.00
7.19,7.18,7.24,7.06
7.20,7.25,7.42,7.20
7.27,7.36,7.49,7.25
7.29,7.13,7.36,7.03
7.13,7.10,7.20,7.03
7.15,7.23,7.30,7.12
7.14,6.91,7.19,6.88
6.88,6.56,6.93,6.52
6.52,6.36,6.57,6.28
6.40,5.93,6.49,5.93
5.90,5.86,5.99,5.72
5.94,6.06,6.12,5.94
6.07,5.85,6.09,5.83
5.77,5.87,5.94,5.71
5.87,5.75,5.90,5.73
5.92,5.59,5.98,5.58
5.55,5.42,5.58,5.38
5.39,5.23,5.43,5.08
5.00,4.33,5.19,4.31
4.15,4.09,4.18,3.85
4.12,3.97,4.13,3.91
3.95,3.87,3.98,3.75
3.86,3.81,3.86,3.72
3.80,3.73,3.86,3.71
3.75,4.00,4.02,3.75
4.06,4.16,4.16,3.98
4.13,4.26,4.31,4.10
4.39,4.92,4.92,4.39
5.07,5.16,5.27,4.93
5.12,5.37,5.39,5.04
5.46,5.69,5.69,5.37
5.67,5.86,5.91,5.53
5.80,5.63,5.91,5.60
5.60,5.11,5.60,5.08
5.12,4.92,5.15,4.88
4.92,4.90,5.00,4.86
4.94,4.67,4.99,4.64
4.58,4.78,4.79,4.52
4.80,4.86,4.89,4.61
4.84,4.45,4.95,4.45
4.45,4.35,4.52,4.33
4.37,4.12,4.48,4.00
4.16,3.95,4.16,3.90
3.95,4.10,4.21,3.93
4.14,4.31,4.34,4.10
