SLB,Schlumberger N.V. Common Stock,NASDAQ
72.61,72.14,72.82,71.81
72.78,72.83,73.13,71.81
71.84,71.24,71.98,70.25
72.04,72.09,72.99,71.87
72.62,71.81,72.73,71.61
72.12,71.93,72.54,71.85
71.81,71.66,72.28,71.60
72.19,72.78,73.34,71.95
73.31,72.61,73.31,72.25
72.49,73.01,73.14,71.84
73.42,74.09,74.38,72.98
74.62,74.79,75.22,74.31
75.23,76.54,76.79,75.23
76.37,76.18,76.54,75.96
77.08,76.63,77.22,76.01
76.42,76.84,76.88,76.34
76.84,77.02,77.31,76.39
77.19,76.52,77.53,75.94
76.76,77.61,77.77,76.76
77.76,78.48,78.85,77.76
81.21,82.74,83.55,80.89
82.36,83.81,85.02,82.22
83.86,83.57,84.47,83.40
83.73,82.85,83.80,82.33
82.52,82.57,83.28,82.02
82.27,81.91,82.27,81.15
81.11,81.15,81.52,80.80
81.48,81.43,81.88,81.24
81.99,81.33,82.13,81.11
82.35,83.55,83.70,82.35
83.49,82.89,83.59,82.55
82.87,82.89,83.01,81.95
82.73,82.22,82.96,82.10
81.64,81.05,81.80,80.41
81.57,81.23,82.03,81.12
81.14,80.49,81.53,80.26
80.03,80.25,80.73,79.80
80.67,82.22,82.50,80.58
82.30,82.16,82.74,81.99
81.62,81.99,82.32,81.48
81.92,81.92,82.33,81.72
81.26,80.41,81.90,80.30
80.47,80.62,81.18,80.15
80.26,80.05,80.93,80.00
80.77,82.21,82.64,80.51
82.51,81.67,82.51,81.35
81.83,81.90,82.52,81.74
81.10,81.17,82.13,80.92
81.40,82.68,83.33,81.24
82.70,81.60,82.91,81.48
81.56,80.94,81.60,80.68
81.69,82.42,82.83,81.68
82.11,82.86,83.49,81.86
83.23,84.22,84.55,83.00
84.72,85.14,85.92,83.72
85.18,86.45,86.75,85.18
86.15,86.90,86.90,85.46
86.81,87.05,87.11,86.19
86.85,86.58,87.18,86.00
86.47,86.72,86.91,86.08
87.36,87.00,87.61,86.59
86.96,87.74,88.22,86.66
87.64,88.95,89.48,86.94
88.84,88.79,89.72,88.72
89.08,87.44,89.28,87.44
87.16,87.04,87.86,87.03
87.42,87.91,88.52,86.57
87.83,88.57,89.24,87.51
88.77,88.83,89.25,88.43
88.31,88.82,89.10,88.12
87.49,88.36,88.88,87.16
87.99,89.05,89.59,87.98
89.00,89.85,89.90,88.75
89.63,89.44,89.98,89.00
89.56,90.01,90.47,89.00
89.28,89.29,90.10,89.01
89.33,87.95,89.41,87.84
87.95,87.04,88.08,86.30
87.97,89.42,89.44,87.90
89.05,90.02,90.29,88.52
89.33,91.17,91.30,89.24
90.54,90.54,91.26,89.63
90.93,92.18,92.40,90.85
91.83,91.43,91.85,90.71
93.10,93.99,94.88,92.99
94.12,93.48,94.91,92.91
93.39,94.46,94.90,93.29
93.67,92.84,93.75,92.62
92.81,92.85,93.45,92.31
92.47,92.90,93.28,92.41
92.71,92.85,93.14,92.12
93.24,94.00,94.01,92.89
94.43,93.88,94.77,93.36
93.88,93.72,94.45,93.27
93.95,93.00,94.10,92.13
93.40,93.51,93.72,92.83
92.97,92.39,93.11,91.86
93.07,93.23,93.88,92.60
93.65,92.05,93.79,91.84
91.87,93.79,93.89,91.81
93.78,93.87,94.81,93.51
93.47,91.99,93.57,91.29
91.66,93.08,93.10,90.78
93.18,93.31,93.50,92.67
93.39,92.98,93.87,92.33
93.21,92.02,93.30,91.63
91.67,91.28,92.20,90.57
91.94,90.45,91.97,90.31
90.81,91.01,91.14,90.39
91.31,92.73,92.79,91.00
92.46,89.81,92.70,89.50
89.87,89.46,90.01,88.90
89.32,87.95,89.49,86.79
88.13,88.42,89.66,87.68
88.64,87.60,88.99,87.34
87.16,87.64,88.10,86.38
87.37,87.28,87.90,86.50
86.74,86.87,87.91,86.56
88.10,88.15,88.53,87.77
88.52,88.03,88.52,86.94
87.70,87.01,88.10,86.85
87.00,86.14,87.48,85.90
86.23,86.96,87.64,85.97
87.38,86.37,87.51,85.85
86.99,87.00,87.13,86.15
87.03,85.54,87.52,85.45
85.58,87.26,87.31,84.91
87.04,86.47,87.08,85.65
86.51,87.27,87.76,86.00
87.88,87.32,88.13,87.27
87.53,88.31,88.50,87.37
88.48,89.39,89.56,88.40
89.54,89.90,89.99,89.05
89.97,89.17,90.26,89.14
89.50,90.11,90.21,89.07
89.48,88.82,90.12,88.61
88.94,88.35,89.35,88.21
88.88,88.02,88.92,87.30
88.05,87.51,88.46,86.77
87.36,86.98,87.66,86.38
87.52,86.48,87.65,86.05
86.08,88.17,88.20,85.77
88.40,87.46,88.54,87.29
87.91,88.87,88.93,87.37
88.91,88.89,89.30,87.90
88.88,88.61,89.39,88.14
89.81,90.21,90.41,88.00
91.20,91.09,92.11,90.38
91.32,91.21,91.36,90.28
90.64,90.26,91.19,89.98
89.23,88.15,89.34,87.82
88.30,87.91,88.62,86.90
88.22,87.76,88.52,87.19
87.08,87.30,87.52,86.43
87.90,88.81,89.49,87.89
87.87,87.57,88.59,87.30
87.80,86.23,88.00,85.89
86.35,87.19,87.83,86.21
87.15,86.16,87.64,86.00
86.55,88.51,88.77,86.49
88.99,89.50,89.74,88.33
89.46,89.04,89.48,88.39
89.03,90.37,90.65,89.01
90.42,90.03,91.06,89.96
89.55,90.26,90.71,89.15
90.06,90.45,91.19,89.95
90.46,90.63,90.77,89.70
90.28,90.48,91.68,90.28
90.41,91.03,91.13,90.30
91.25,90.07,91.48,90.06
90.42,92.72,93.67,90.39
92.24,92.56,92.75,91.44
93.29,92.35,93.47,92.11
91.98,92.57,92.70,91.48
93.17,93.00,93.84,92.67
92.26,91.26,92.88,90.60
92.50,92.49,93.01,91.88
92.14,92.01,92.60,91.58
92.23,92.75,93.06,91.89
93.23,92.98,93.35,92.50
92.67,92.87,93.00,92.06
93.28,91.95,93.62,91.56
91.19,91.17,91.41,90.39
91.57,90.27,91.73,89.60
90.21,89.09,90.59,88.88
89.15,89.78,89.97,89.15
90.20,90.50,90.99,89.95
90.58,90.36,91.10,89.86
90.35,91.11,91.44,89.91
91.91,92.67,93.40,90.95
93.10,93.23,94.80,93.02
94.49,95.56,95.88,94.41
95.84,95.43,96.43,95.36
95.41,96.49,97.43,95.25
96.69,97.57,98.45,96.49
97.83,97.50,98.28,97.22
97.19,97.96,98.16,97.13
98.07,97.69,98.41,97.58
97.98,98.07,98.71,97.79
98.24,98.03,99.69,97.81
97.92,97.60,98.53,97.55
97.42,98.44,98.69,97.36
98.56,99.02,99.16,97.56
98.89,97.32,99.45,97.16
96.92,97.10,97.54,96.66
97.85,98.48,99.33,97.71
98.48,100.11,100.50,98.12
100.52,100.94,101.06,100.05
101.58,99.91,101.87,99.22
100.33,101.80,102.09,99.91
101.31,102.03,102.66,100.90
102.02,102.21,102.80,101.77
102.06,101.80,102.62,101.52
101.57,101.75,102.15,101.12
102.13,101.29,102.27,100.36
101.84,101.39,103.58,101.34
101.23,101.55,101.91,100.85
101.58,100.80,101.78,100.57
101.39,101.03,101.72,100.71
100.65,101.10,101.67,100.49
101.05,101.00,101.50,100.62
101.28,101.88,102.08,100.81
101.84,100.28,102.12,100.17
100.27,100.22,100.52,99.68
100.65,100.29,100.77,99.93
100.28,100.25,100.82,99.76
100.26,100.74,101.23,100.26
100.36,99.50,100.36,98.34
99.20,99.59,99.83,98.50
99.37,100.29,100.44,99.26
100.03,100.39,100.92,99.97
100.84,101.58,101.74,100.81
101.45,101.60,101.96,101.21
101.60,101.39,101.90,101.05
101.91,102.16,102.34,101.50
102.40,101.87,102.51,101.02
102.34,103.86,104.12,102.30
103.69,104.04,104.21,103.20
104.07,103.91,104.68,103.21
103.93,103.85,103.96,102.92
103.52,103.72,103.80,102.91
103.64,103.91,104.10,103.16
104.46,105.99,105.99,104.14
105.95,106.72,106.95,105.52
106.21,106.53,107.21,106.13
106.26,106.54,107.01,106.00
106.84,106.33,108.08,106.14
106.90,108.25,108.27,106.02
107.80,107.05,107.88,106.63
106.66,106.10,107.19,106.01
106.09,107.08,107.17,105.44
107.15,107.60,107.99,106.77
108.04,108.83,109.75,107.85
109.29,108.90,109.42,108.42
108.85,106.98,109.50,106.78
106.85,113.85,114.44,106.85
114.92,116.12,117.56,114.70
115.94,117.80,117.80,115.25
117.49,117.95,118.13,117.03
118.30,117.85,118.76,117.35
117.98,117.73,118.25,117.19
117.74,117.50,117.94,116.38
117.34,117.43,117.63,116.71
117.05,116.75,117.35,116.24
117.27,116.96,117.32,116.14
115.84,115.40,116.38,114.80
115.31,114.70,115.46,114.13
114.82,115.94,116.06,114.73
114.45,114.46,115.76,113.55
115.00,115.88,115.90,114.31
115.65,114.64,115.65,114.00
113.50,112.36,113.65,110.77
112.38,113.04,113.97,112.36
113.74,113.41,114.15,113.26
113.59,112.11,113.59,111.93
112.30,113.10,113.29,112.22
112.75,111.78,112.90,111.67
111.93,111.89,112.27,110.90
112.20,111.12,112.61,111.12
111.53,110.27,111.97,109.86
109.58,108.39,109.93,107.94
107.86,107.95,109.09,106.84
108.04,109.67,110.05,107.52
108.89,107.08,108.97,106.35
106.44,107.57,108.90,106.30
107.97,107.01,108.62,106.60
107.25,108.38,108.48,107.20
108.97,109.21,110.35,108.52
108.95,107.87,109.31,107.52
108.69,107.62,109.24,107.42
107.96,105.91,108.41,105.55
106.30,106.53,106.88,105.39
109.26,108.14,109.49,107.54
109.07,109.42,109.65,108.37
109.86,109.85,110.03,108.71
109.96,109.44,109.99,108.90
109.06,109.03,109.71,108.06
109.67,110.22,110.50,109.33
110.75,111.02,111.88,110.68
111.48,111.04,112.00,110.52
110.84,110.16,110.84,110.01
110.29,109.64,110.38,109.17
109.63,108.06,109.66,107.52
109.25,108.17,109.93,108.11
108.24,105.64,108.27,105.09
106.03,106.76,106.79,104.89
105.92,104.49,105.99,103.77
104.67,103.97,105.42,103.26
104.07,104.27,104.43,102.75
103.22,104.45,104.90,103.00
103.73,102.22,104.08,102.09
102.03,103.05,103.60,101.85
102.87,104.96,105.85,102.86
105.41,103.31,105.82,103.10
103.78,104.47,104.94,103.32
104.57,103.21,105.18,103.21
103.24,101.72,103.24,101.24
101.81,102.09,103.07,101.25
102.21,102.07,102.78,100.30
103.39,101.01,103.43,100.37
101.35,103.46,103.62,100.85
102.25,103.28,103.64,101.62
103.63,101.69,104.38,101.32
101.41,98.85,102.40,98.38
98.14,97.78,98.45,96.80
98.24,97.90,98.45,96.55
98.38,98.56,99.82,97.63
98.18,98.23,100.18,97.55
97.70,98.44,98.53,95.75
97.96,94.92,97.97,94.70
94.10,93.07,94.97,92.07
92.83,90.93,94.23,90.74
91.10,88.96,92.52,88.21
87.90,89.21,89.78,86.20
86.75,90.64,91.22,86.00
97.31,93.97,98.44,93.08
94.52,94.60,94.94,93.75
96.96,97.75,97.75,95.67
98.18,95.99,98.66,95.93
98.21,98.26,99.40,97.07
98.20,97.24,98.20,96.28
95.31,93.52,95.31,92.45
94.23,96.51,96.75,93.54
97.87,97.41,98.66,96.45
96.88,97.62,97.91,96.03
96.80,98.66,98.80,96.54
98.02,96.52,99.18,96.16
95.52,94.16,95.52,93.44
94.58,96.64,97.15,94.15
95.50,96.98,97.08,94.10
97.39,98.73,99.93,97.27
99.45,98.29,100.54,98.18
98.37,98.36,98.49,96.75
97.75,97.43,99.69,97.24
96.61,94.85,97.47,92.72
96.26,95.32,96.85,94.42
95.25,95.63,96.50,94.94
96.67,95.28,96.67,94.95
95.12,95.00,95.75,93.93
95.00,96.14,96.25,94.66
98.08,97.87,98.75,96.80
98.71,98.45,99.21,97.97
98.81,95.20,99.02,95.05
94.83,92.81,94.91,92.30
86.30,85.95,86.68,83.25
84.53,84.84,85.82,82.66
85.06,85.22,86.10,83.83
85.77,86.76,87.17,85.10
86.08,87.43,88.16,85.40
87.21,87.16,88.16,86.00
86.04,84.21,86.18,83.91
83.31,85.47,85.53,82.90
83.99,83.17,84.06,82.13
82.95,83.01,85.20,82.75
82.05,80.00,82.85,79.73
80.24,79.90,81.83,79.84
78.87,80.19,83.41,78.47
81.17,82.88,84.43,80.25
85.25,84.23,85.52,82.07
84.31,87.52,87.72,84.02
87.34,86.75,87.80,85.90
87.10,87.32,87.69,86.26
86.76,87.06,87.64,85.60
87.55,87.13,88.03,86.52
87.40,87.35,88.09,86.56
87.06,86.44,87.20,86.05
85.72,85.41,86.43,84.80
84.81,85.67,86.20,84.62
84.40,83.35,84.40,82.59
82.94,81.72,83.36,80.66
82.55,81.71,82.66,80.53
82.49,82.70,83.29,81.94
83.28,81.22,83.37,80.58
79.13,78.05,79.13,76.73
78.00,77.78,79.00,77.03
75.99,78.39,78.56,75.60
78.74,76.63,79.16,76.43
77.48,81.33,81.52,77.47
80.38,80.48,80.94,78.90
80.42,82.21,82.64,79.60
82.94,82.14,83.12,80.71
81.93,82.00,83.20,81.60
82.06,83.68,84.10,81.55
82.72,84.55,85.00,82.72
84.20,80.75,84.24,80.53
81.16,81.90,82.06,79.52
81.34,82.39,83.82,80.77
83.99,84.64,84.75,82.50
85.99,87.08,88.08,85.87
85.75,84.55,85.87,83.64
85.64,85.92,86.44,84.91
86.82,86.16,87.42,85.80
86.16,85.82,86.87,85.53
85.78,85.22,86.10,84.03
83.90,84.73,85.33,83.50
86.16,85.96,87.40,85.48
87.37,88.38,88.53,86.96
88.43,88.89,89.00,87.28
88.12,87.74,88.33,87.35
85.24,86.98,87.58,85.12
86.67,85.88,87.24,85.25
84.79,85.54,86.19,84.39
86.59,85.31,86.73,84.53
85.39,85.21,85.64,84.55
84.48,83.89,84.62,83.27
83.97,84.16,84.76,83.97
83.69,84.62,84.86,83.16
84.86,84.91,85.50,83.97
85.06,85.14,85.29,83.76
84.34,84.82,85.08,83.92
84.02,83.11,84.48,82.90
82.87,82.36,83.39,82.05
81.32,81.31,82.45,81.24
81.44,81.27,81.92,81.14
81.46,80.94,81.64,80.77
80.24,80.42,80.90,79.67
79.91,81.26,81.40,79.67
80.35,80.47,81.09,79.99
80.06,82.05,82.66,79.39
80.73,81.01,81.90,80.61
81.61,82.37,83.18,81.54
82.49,82.00,83.57,82.00
81.90,81.85,82.51,81.66
82.65,83.29,84.12,82.32
84.00,83.16,84.60,82.76
83.01,83.31,83.47,82.32
83.88,84.48,84.73,83.41
83.72,83.44,84.26,83.35
84.00,84.28,84.80,83.60
84.09,84.39,85.43,83.89
84.96,85.91,87.04,84.81
86.14,86.27,86.99,85.25
86.56,86.12,87.08,85.26
86.38,88.45,88.93,86.26
88.78,89.11,89.37,88.20
88.98,88.02,89.30,87.76
88.59,88.80,89.34,88.35
89.46,92.00,92.00,88.90
91.25,91.89,93.26,90.23
94.11,92.86,94.89,91.54
92.58,92.47,93.80,92.21
92.46,91.29,92.68,90.61
91.87,92.16,92.46,91.11
92.32,93.05,93.94,92.32
92.51,91.61,92.69,91.16
92.18,92.33,92.59,91.45
92.09,92.66,92.80,91.48
92.58,94.28,94.40,91.90
94.23,94.61,95.13,93.43
94.48,93.00,94.89,92.81
94.18,92.98,94.18,92.38
93.66,92.04,94.41,92.03
92.71,92.27,93.57,91.55
91.61,90.23,91.68,89.57
91.32,92.43,92.56,90.13
93.39,91.77,93.41,91.67
91.38,92.47,92.94,91.14
93.12,92.51,93.17,91.77
92.80,92.17,93.25,91.90
91.85,92.14,92.69,91.17
91.96,92.75,93.00,91.65
91.74,90.56,91.74,89.94
90.70,90.75,91.18,89.82
91.36,92.03,92.67,90.78
91.46,92.02,92.35,90.77
91.12,90.74,91.69,90.25
90.09,91.00,91.69,90.09
90.66,90.65,90.84,89.72
91.02,90.77,91.65,90.76
90.19,90.65,91.05,89.68
91.06,91.50,92.61,90.75
91.28,91.36,92.47,91.08
90.84,90.07,91.34,90.00
89.69,90.17,91.72,89.54
89.83,89.37,90.67,89.14
90.16,89.86,90.63,89.79
90.98,91.63,91.83,90.73
91.63,90.67,91.68,90.55
90.24,90.15,90.60,89.82
89.41,89.43,89.80,88.70
89.60,89.69,89.78,89.10
90.03,89.67,90.62,89.20
90.09,88.63,90.55,88.60
87.57,86.62,87.77,86.23
86.91,86.97,87.24,85.80
86.68,88.00,88.09,86.49
87.26,87.51,88.12,87.03
87.36,86.67,87.72,86.67
86.39,86.67,87.32,86.07
85.60,85.66,86.61,85.55
86.38,86.19,86.49,85.01
86.42,84.30,86.69,83.92
84.60,84.01,84.89,83.94
82.87,83.49,84.23,82.40
83.63,84.20,84.64,82.22
83.94,82.92,84.46,82.58
84.28,83.55,84.34,83.33
84.28,83.96,84.55,83.24
84.02,84.29,84.48,83.47
84.40,85.29,86.11,84.18
84.76,83.63,84.98,83.52
84.58,83.89,84.76,83.67
84.21,83.71,84.95,83.17
84.24,83.52,84.53,83.45
83.38,84.30,85.29,83.12
83.98,85.26,85.86,83.55
85.23,86.02,86.61,84.92
85.75,82.90,85.81,82.66
82.00,81.76,82.50,81.25
82.54,82.50,83.06,81.15
82.00,83.89,84.27,81.92
84.06,83.52,84.42,83.08
83.10,82.82,83.51,82.63
82.04,82.08,83.15,81.66
82.34,82.27,83.00,81.87
82.94,82.50,83.95,82.13
82.13,83.59,84.19,81.75
83.22,82.25,83.85,81.95
82.20,84.44,84.48,82.16
82.97,84.36,84.45,82.56
83.99,84.83,85.04,82.87
84.39,84.09,84.69,83.44
84.02,83.86,85.12,83.52
83.06,83.50,83.85,83.06
83.55,83.15,83.78,82.62
82.37,80.67,82.94,80.40
80.47,79.44,81.83,79.44
78.80,77.50,79.90,77.50
73.92,73.87,76.30,73.02
76.60,72.52,76.61,72.50
72.52,70.09,72.52,68.01
72.30,73.85,73.99,70.90
74.10,76.06,76.86,73.28
75.13,77.37,77.71,74.61
75.30,75.42,76.57,74.84
76.66,75.41,76.90,73.86
76.16,76.26,77.52,75.02
75.13,75.00,75.39,74.42
75.30,75.54,75.86,74.74
75.66,74.40,77.24,74.24
74.55,74.07,74.84,72.89
73.47,73.70,73.72,72.27
73.40,72.84,73.40,72.35
73.28,73.59,73.82,72.70
74.22,76.16,76.50,73.99
76.16,75.30,76.82,75.08
73.98,72.54,74.10,72.20
73.26,72.87,73.48,72.28
71.52,72.57,73.12,71.50
73.21,71.94,73.38,71.90
71.39,72.69,73.42,71.11
73.25,72.90,73.31,72.23
71.65,69.37,71.72,69.32
69.61,69.10,69.89,68.03
69.28,68.97,69.80,67.75
70.11,67.65,70.99,67.41
66.93,70.32,70.45,66.57
71.25,72.09,72.73,71.05
72.30,73.94,74.41,71.88
75.43,75.35,76.90,74.55
75.28,76.64,76.93,74.41
77.15,76.36,77.37,75.86
76.65,74.94,76.65,74.27
74.19,74.64,76.08,74.00
74.60,75.01,75.34,73.77
75.36,76.16,76.27,73.88
75.75,74.51,75.80,72.49
73.35,74.14,75.42,73.21
73.89,75.55,76.09,73.85
75.30,75.63,76.98,75.11
76.37,78.26,78.52,76.24
77.84,78.35,79.24,77.40
78.06,77.15,78.15,76.97
75.46,76.95,77.42,75.35
77.85,79.13,79.71,77.20
78.73,78.69,79.95,78.37
78.64,78.16,78.89,76.66
77.65,79.43,79.73,77.45
79.87,81.52,82.43,79.69
81.45,80.31,81.71,79.80
79.74,78.80,80.72,78.61
78.05,79.06,79.07,77.00
78.82,77.91,79.29,77.33
77.40,78.77,78.87,77.28
78.48,77.63,78.59,76.76
76.35,76.60,77.79,75.91
76.25,76.14,77.04,75.71
76.27,78.33,78.50,75.77
78.04,76.74,78.34,76.66
77.00,78.55,78.68,76.76
77.73,77.92,78.70,77.63
77.92,77.15,78.13,76.23
76.69,77.22,77.42,76.31
77.51,78.18,78.98,77.05
77.43,77.53,78.50,76.46
76.79,77.33,77.50,76.44
77.09,77.15,77.87,76.82
76.81,78.17,78.22,76.50
77.39,75.81,78.20,75.62
76.46,74.81,76.62,74.14
73.83,74.71,75.06,73.16
72.65,72.80,73.28,72.07
71.22,71.50,72.99,69.70
72.10,72.12,74.05,71.42
71.79,71.48,73.23,71.40
71.48,69.82,71.48,69.72
69.38,70.02,70.53,69.11
71.00,71.84,72.13,70.56
71.50,71.22,72.30,70.77
71.11,69.20,71.47,69.14
69.04,67.34,69.17,67.33
67.44,67.95,68.34,67.15
68.42,69.49,69.77,68.17
70.61,71.01,71.04,69.98
70.90,70.53,71.21,70.37
69.52,70.42,70.45,69.03
71.68,70.51,71.85,69.90
69.41,69.64,70.53,69.38
69.37,69.75,70.38,69.00
69.45,69.18,70.02,67.96
69.34,69.50,69.84,68.09
67.92,67.70,69.40,67.47
66.23,66.19,67.76,65.80
66.36,65.08,66.81,64.89
65.19,64.83,65.47,63.79
65.95,64.74,66.11,63.19
65.60,63.95,66.35,63.51
64.36,64.68,65.35,61.75
62.06,63.01,63.83,61.71
63.16,62.82,64.30,62.05
61.40,61.06,62.27,59.60
61.21,61.45,63.47,60.37
64.52,65.20,66.25,62.97
63.90,63.30,66.13,63.23
64.39,65.33,65.77,63.42
65.34,65.55,67.13,64.58
68.23,69.51,69.60,67.24
69.98,72.27,72.50,69.57
71.12,71.46,71.67,70.04
69.32,68.84,69.98,68.37
70.03,70.83,70.86,67.64
71.53,70.54,72.87,70.31
69.74,68.81,70.07,68.09
68.03,69.78,70.26,67.34
68.91,67.80,69.71,67.00
67.77,67.73,68.95,67.39
66.30,68.83,69.45,66.10
68.88,70.31,70.81,68.77
71.35,71.75,72.24,70.39
72.55,72.93,73.69,72.17
73.73,72.68,73.73,72.32
71.97,72.87,72.89,71.78
73.82,74.37,74.63,73.58
73.88,72.08,74.77,71.86
70.89,72.21,72.32,70.40
71.93,72.35,72.35,70.65
73.12,72.47,73.61,72.20
72.35,71.72,73.39,71.69
72.46,74.01,74.06,72.28
73.47,74.41,74.44,72.47
74.04,74.85,74.97,73.78
75.11,74.83,76.01,73.81
74.31,76.16,76.16,73.25
75.26,72.70,75.72,72.68
73.75,72.75,73.93,72.60
72.80,73.18,73.35,72.12
73.90,75.00,75.14,73.31
73.97,73.44,74.37,73.01
72.48,73.23,73.25,71.94
73.68,73.35,73.85,72.16
74.11,74.54,75.00,73.54
75.01,73.52,75.01,73.27
72.37,74.89,75.04,72.18
74.05,73.61,75.23,73.54
73.04,72.96,73.52,72.63
71.91,72.58,72.66,71.50
72.89,72.80,73.03,71.98
71.58,73.00,73.09,71.34
73.67,74.41,74.62,73.27
74.29,73.75,75.03,73.48
72.37,72.12,73.20,71.76
72.44,72.64,72.92,71.90
72.01,72.66,73.15,71.96
73.00,73.16,74.42,71.90
72.51,72.01,72.94,71.69
73.44,73.85,74.27,73.03
74.36,73.88,74.91,73.87
74.17,75.90,76.16,73.86
75.98,77.37,77.55,75.70
77.46,77.16,77.66,76.57
77.16,76.26,77.16,75.95
74.74,77.45,77.50,74.44
77.99,79.64,79.66,77.85
79.15,81.10,81.90,79.15
80.88,80.27,81.96,80.16
77.72,79.93,81.02,77.72
79.56,78.77,79.80,77.96
79.13,79.20,79.35,78.42
79.78,80.60,81.18,79.60
79.99,79.78,81.32,79.43
79.99,80.34,81.27,79.05
79.95,79.40,80.72,78.29
78.33,77.23,78.43,76.49
77.21,75.73,77.69,75.20
76.76,75.40,76.91,74.93
75.03,75.12,76.01,74.60
73.49,72.77,74.29,72.35
73.33,74.26,74.54,73.09
74.01,73.81,74.85,73.47
74.24,74.09,74.84,73.60
73.56,72.43,74.30,72.42
73.30,74.00,74.45,73.02
74.24,74.88,75.24,74.10
74.50,73.17,74.70,72.65
72.57,74.20,74.36,72.00
74.67,74.96,75.14,74.18
75.52,75.01,75.66,74.38
75.50,75.62,76.05,75.11
76.00,77.91,78.00,75.92
78.38,77.88,78.97,77.68
77.05,77.17,77.25,76.38
77.07,76.30,77.60,75.81
76.30,75.86,76.34,74.91
75.47,75.45,75.71,74.61
75.70,75.63,76.10,74.86
76.56,79.09,79.28,76.22
79.45,80.10,80.37,79.28
80.73,80.81,81.41,80.01
79.47,79.96,80.12,79.31
78.69,78.53,79.49,78.26
78.01,77.64,78.94,77.57
77.18,77.46,77.89,76.62
77.18,76.85,77.89,76.73
76.15,76.34,76.48,74.92
76.88,77.50,77.79,76.22
78.88,77.59,79.12,77.52
77.50,78.52,78.97,77.18
79.01,78.27,79.14,78.20
78.99,79.59,79.59,78.69
76.63,76.66,77.77,76.23
75.41,75.07,75.70,74.53
75.96,76.63,76.73,75.52
77.53,77.83,78.89,77.40
77.96,79.08,79.14,77.85
79.14,79.52,79.91,79.01
78.73,77.63,78.96,76.88
77.43,78.06,78.11,76.83
78.30,77.70,79.22,77.01
78.32,78.74,78.97,78.12
79.00,78.02,79.21,77.96
79.14,79.65,80.16,78.69
79.65,78.88,80.13,78.31
79.77,79.10,79.93,78.98
79.82,79.35,79.96,79.03
78.81,79.70,79.71,78.48
79.59,79.81,80.30,79.51
79.43,80.60,80.83,78.87
80.51,80.02,81.36,79.66
80.02,81.61,81.61,78.87
81.30,80.71,81.50,80.10
79.90,80.60,80.61,78.95
80.68,79.88,80.97,79.66
79.77,79.05,80.51,78.60
78.23,80.52,80.62,78.11
79.79,78.46,79.88,78.08
78.81,78.89,78.92,77.91
78.71,79.62,79.64,78.27
79.60,80.39,80.41,79.11
80.62,81.20,81.42,80.02
81.64,82.50,82.99,81.57
83.03,81.83,83.04,81.48
82.03,80.85,82.34,80.64
81.14,81.50,82.41,80.97
81.80,81.20,82.09,80.93
81.75,82.04,82.13,81.09
81.93,81.92,82.38,81.45
81.60,82.21,82.25,81.22
82.48,83.86,83.97,82.36
83.51,83.31,83.67,82.72
82.65,82.05,82.71,81.61
82.17,81.75,82.40,81.54
81.48,81.33,81.82,81.11
81.39,81.34,81.73,81.03
81.28,80.90,82.03,80.47
80.61,81.14,81.50,80.61
81.67,80.64,81.90,80.49
80.15,79.00,80.34,78.63
78.44,78.96,79.13,78.24
79.25,78.55,79.70,78.51
78.66,78.78,78.95,78.25
78.83,78.61,79.05,78.48
78.99,79.38,79.76,78.23
78.76,77.56,79.22,77.56
77.81,78.80,79.27,77.10
77.98,77.08,78.10,76.88
76.90,76.37,77.90,76.17
76.16,76.80,77.15,76.09
76.10,76.33,77.10,75.93
76.84,75.96,77.40,75.93
76.08,75.37,76.20,75.37
76.00,76.56,76.71,75.86
77.20,77.01,77.64,76.91
76.69,75.92,77.06,75.57
76.13,75.58,76.61,75.48
75.13,75.33,75.46,74.33
75.59,78.01,78.10,75.07
78.11,77.37,78.97,77.37
77.84,78.64,78.99,77.61
78.82,78.90,79.06,78.35
78.98,78.54,79.10,78.34
79.41,80.15,80.95,79.06
80.43,81.42,81.59,80.27
81.79,81.31,82.10,80.98
81.73,82.33,82.44,81.73
82.08,81.69,82.23,81.16
81.76,81.44,81.79,81.03
81.02,81.53,81.92,80.62
81.97,81.32,82.36,81.31
81.32,80.98,81.76,80.69
81.58,81.39,81.80,80.67
82.00,83.44,84.30,82.00
82.75,82.99,83.36,81.88
81.85,80.47,82.42,79.68
80.56,80.31,80.74,79.51
80.35,80.22,81.50,79.92
79.49,80.02,80.65,79.32
80.40,79.60,80.58,79.53
79.76,79.20,80.19,78.63
78.88,78.23,79.10,78.03
78.66,78.70,78.81,77.71
78.08,77.76,78.22,76.92
77.93,78.46,78.66,77.80
78.52,77.84,78.93,77.66
78.90,79.75,79.80,78.71
79.33,79.84,80.49,79.13
79.26,79.94,80.43,78.85
79.48,79.88,80.71,79.48
79.20,78.66,79.43,78.07
78.40,78.71,78.92,77.48
79.44,81.16,81.56,79.40
81.02,81.04,81.90,80.77
81.51,80.10,81.87,79.87
80.10,80.00,80.52,79.72
81.11,81.71,81.91,81.03
81.98,81.50,82.00,80.28
81.07,81.40,81.92,81.01
81.03,81.29,81.39,80.75
81.41,81.06,82.03,80.83
79.61,79.92,80.29,78.74
82.47,84.05,84.37,82.05
84.99,84.61,86.41,84.37
84.60,85.01,85.44,84.26
84.92,84.43,85.18,84.23
