IEI,iShares 3-7 Year Treasury Bond ETF,NASDAQ
122.71,122.77,122.79,122.68
122.87,123.00,123.00,122.84
122.81,122.81,122.89,122.73
122.81,122.50,122.87,122.47
122.44,122.52,122.62,122.40
122.56,122.49,122.59,122.38
122.65,121.78,122.75,121.78
121.64,121.52,121.72,121.46
121.65,121.66,121.89,121.56
121.91,121.99,122.03,121.80
121.77,121.89,121.90,121.70
122.00,121.97,122.01,121.92
121.79,121.83,121.88,121.75
121.95,121.94,121.95,121.87
121.75,121.78,121.79,121.72
121.76,122.04,122.10,121.75
122.15,122.33,122.41,122.14
122.37,122.51,122.58,122.35
122.21,122.48,122.53,122.14
122.39,122.56,122.56,122.35
122.66,122.93,123.03,122.63
122.66,122.59,122.78,122.54
122.77,122.83,122.88,122.73
122.84,122.85,122.93,122.81
122.91,122.85,123.13,122.73
123.02,122.97,123.18,122.93
122.79,122.78,122.90,122.60
